"ONE1","IKD2","BMI3","ZSL4","RJC5","VJC6","PKO7","EST8","CYT9","Output6"
29.205,68.853,47.837,12.86,22.498,54.721,"J",31,80.731,"Class5"
96.183,47.835,65.572,68.292,63.639,84.15,"M",96,108.881,"Class1"
67.047,61.819,77.654,56.371,62.996,59.861,"W",82,15.29,"Class4"
31.397,67.049,26.357,19.588,3.245,40.523,"F",20,28.56,"Class3"
69.773,19.678,27.162,41.711,79.969,21.288,"C",69,54.385,"Class2"
25.637,73.976,13.024,15.648,3.828,51.51,"O",21,69.05,"Class3"
98.394,-2.1,65.646,67.522,87.913,88.396,"W",99,26.028,"Class1"
98.106,67.809,73.128,68.944,41.789,85.133,"B",96,NA,"Class1"
63.302,41.013,40.687,15.549,15.891,68.621,"T",39,52.043,"Class5"
96.111,21.108,58.548,60.095,34.152,83.552,"N",95,97.789,"Class1"
41.227,63.706,-13.512,25.981,19.738,50.492,"F",20,70.477,"Class5"
96.77,29.742,58.469,54.453,75.383,70.332,"F",99,70.123,"Class1"
47.469,49.511,82.622,56.418,62.96,43.775,"W",61,21.897,"Class4"
44.175,56.024,85.101,18.837,15.47,59.981,"V",39,51.788,"Class5"
96.008,64.592,64.144,54.367,32.138,81.212,"F",100,80.731,"Class1"
75.711,22.566,55.302,86.965,75.828,8.034,"F",63,65.422,"Class2"
40.088,44.763,84.334,50.313,NA,63.804,"H",68,24.95,"Class4"
26.836,74.325,22.419,19.278,9.82,47.1,"F",2,78.27,"Class3"
71.605,24.524,52.622,91.748,64.123,29.788,"G",90,68.077,"Class2"
33.4,80.001,79.554,62.566,70.711,41.516,"H",60,29.633,"Class4"
94.716,52.163,57.961,63.403,81.342,80.941,"M",99,90.187,"Class1"
56.515,77.93,30.996,17.731,1.559,49.676,"T",24,58.21,"Class3"
1.59,77.395,23.772,17.754,13.82,40.676,"F",16,68.635,"Class3"
43.827,75.807,16.453,19.458,6.162,49.475,"O",25,68.131,"Class3"
32.173,71.284,26.123,18.856,12.627,29.628,"O",5,65.164,"Class3"
95.127,49.29,62.421,68.585,64.857,80.28,"M",99,NA,"Class1"
41.279,77.858,26.508,16.781,0.855,53.728,"D",10,82.99,"Class3"
95.557,31.339,62.594,57.884,72.771,77.695,"M",95,31.801,"Class1"
40.749,64.323,18.274,30.568,20.795,62.506,"F",38,38.285,"Class5"
34.004,79.147,15.166,17.953,12.09,42.225,"F",34,67.847,"Class3"
73.767,26.306,34.446,81.225,97.675,8.808,"G",87,56.738,"Class2"
95.81,32.382,85.399,59.353,42.666,71.97,"N",97,63.4,"Class1"
98.144,9.99,60.367,59.948,47.554,81.827,"M",96,103.232,"Class1"
61.994,82.695,20.093,18.209,5.499,30.188,"O",28,60.16,"Class3"
31.514,42.183,92.735,28.17,16.719,54.748,"T",28,44.883,"Class5"
27.648,83.592,9.952,19.097,14.08,34.359,"T",10,68.743,"Class3"
96.484,66.907,62.759,54.984,84.034,71.309,"W",96,20.775,"Class1"
98.801,81.761,43.389,64.13,63.506,86.907,"M",98,68.014,"Class1"
24.864,74.044,28.59,18.5,11.404,46.345,"N",23,69.882,"Class3"
51.483,56.558,39.253,15.664,18.332,56.593,"T",36,70.613,"Class5"
41.602,36.083,29.005,27.809,16.392,62.317,"J",22,60.042,"Class5"
75.094,69.144,76.137,44.41,30.988,68.027,"H",82,16.998,"Class4"
76.397,22.811,39.908,70.892,NA,11.277,"C",65,85.384,"Class2"
72.286,54.749,79.782,46.528,59.682,40.35,"I",74,29.163,"Class4"
31.113,58.965,71.782,13.688,21.443,67.307,"F",27,69.979,"Class5"
43.848,40.308,75.129,51.319,54.633,67.026,"W",89,23.02,"Class4"
42.3,40.188,48.451,22.675,22.147,60.222,"J",34,68.923,"Class5"
42.67,55.277,37.801,25.919,22.29,53.057,"M",38,60.851,"Class5"
98.924,42.009,62.053,68.444,56.053,72.298,"F",97,19.19,"Class1"
36.427,60.699,70.213,16.252,22.261,49.212,"V",35,54.932,"Class5"
40.582,39.061,32.916,16.215,21.378,65.586,"M",26,77.877,"Class5"
96.53,17.817,64.179,60.057,41.271,72.599,"W",95,31.148,"Class1"
42.018,48.291,52.093,22.824,19.736,59.391,"F",35,68.202,"Class5"
95.35,31.132,63.412,59.573,51.375,88.965,"F",98,71.41,"Class1"
78.057,26.569,30.578,62.272,62.583,7.423,"F",79,91.037,"Class2"
59.117,53.556,78.895,50.33,36.483,32.503,"W",67,23.162,"Class4"
95.974,34.403,47.427,64.995,33.605,69.362,"W",100,108.241,"Class1"
51.798,78.178,25.782,16.038,11.325,53.296,"T",24,60.093,"Class3"
44.912,40.624,16.486,18.049,20.902,58.863,"M",28,59.438,"Class5"
32.385,77.643,75.211,52.343,64.481,77.381,"I",60,12.171,"Class4"
82.452,67.8,73.316,61.238,44.31,50.363,"I",86,24.123,"Class4"
73.085,56.399,78.837,46.23,39.328,40.526,"C",90,47.031,"Class4"
96.506,67.378,58.763,65.836,46.396,82.499,"M",97,53.589,"Class1"
96.286,54.863,64.842,57.466,NA,70.198,"N",96,NA,"Class1"
45.166,56.743,78.03,44.793,32.895,33.216,"A",65,35.606,"Class4"
32.487,77.539,20.394,16.264,13.993,28.871,"D",32,45.885,"Class3"
56.285,66.95,80.401,45.262,59.295,49.363,"W",73,10,"Class4"
7.628,78.744,20.904,17.786,0.629,28.76,"D",38,68.699,"Class3"
37.305,41.569,40.26,24.416,16.018,55.397,"T",38,85.793,"Class5"
81.198,21.913,47.532,34.277,86.675,11.516,"F",92,64.068,"Class2"
26.377,76.648,19.803,18.374,12.458,39.345,"F",31,64.168,"Class3"
35.208,48.072,93.158,32.552,21.703,59.896,"V",25,51.79,"Class5"
85.401,22.529,40.301,81.568,97.64,10.374,"P",72,102.031,"Class2"
97.938,68.606,45.35,69.018,37.924,73.393,"F",100,77.27,"Class1"
59.027,68.618,84.516,54.977,34.596,62.481,"C",59,24.778,"Class4"
53.175,52.418,71.957,45.633,68.461,63.158,"C",59,32.923,"Class4"
80.153,25.524,31.19,90.75,79.455,10.568,"F",74,65.102,"Class2"
60.485,67.088,79.716,57.744,39.136,56.77,"A",86,26.377,"Class4"
97.326,49.537,59.577,67.346,73.829,71.958,"M",99,74.493,"Class1"
98.279,51.54,60.665,60.516,50.833,88.486,"N",99,64.875,"Class1"
36.23,72.722,80.518,44.478,82.638,52.055,"H",69,19.147,"Class4"
67.845,25.594,33.997,83.489,91.813,29.03,"F",76,52.303,"Class2"
27.513,33.915,83.51,47.04,45.473,51.997,"H",87,18.118,"Class4"
50.552,45.097,76.128,64.985,81.815,40.804,"I",78,52.542,"Class4"
32.592,52.924,33.014,11.573,22.717,51.492,"J",22,38.59,"Class5"
59.137,57.15,77.533,41.929,80.305,64.882,"W",62,2.505,"Class4"
61.589,78.131,20.564,15.012,13.757,26.655,"F",11,55.077,"Class3"
82.049,73.954,80.402,52.054,82.078,32.787,"W",83,30.707,"Class4"
83.707,80.72,78.008,62.198,34.515,39.198,"W",60,21.677,"Class4"
55.102,73.507,78.304,58.415,33.169,35.514,"H",65,30.526,"Class4"
35.031,50.277,19.218,33.511,17.955,58.777,"T",34,63.649,"Class5"
44.008,77.986,21.303,15.338,0.53,51.64,"T",32,29.945,"Class3"
0.653,84.249,19.604,16.97,5.441,41.125,"O",0,70.378,"Class3"
96.143,33.271,74.797,66.188,82.441,76.499,"B",97,79.8,"Class1"
38.184,46.919,103.176,19.455,17.533,71.522,"M",30,64.642,"Class5"
28.955,68.593,23.024,15.894,4.386,33.938,"D",16,61.39,"Class3"
96.601,45.9,62.805,61.515,87.194,76.957,"M",98,32.118,"Class1"
95.336,30.101,65.457,57.059,45.555,80.398,"M",96,40.49,"Class1"
39.723,81.373,20.854,18.302,5.747,51.611,"T",28,75.01,"Class3"
95.41,51.428,81.53,45.384,82.017,69.821,"W",82,30.338,"Class4"
81.561,23.963,40.355,57.494,96.588,9.988,"T",66,80.759,"Class2"
51.623,77.041,21.269,17.891,9.543,43.674,"D",21,63.771,"Class3"
60.864,81.385,74.775,53.241,80.084,67.082,"W",60,16.42,"Class4"
87.92,25.498,32.191,80.489,72.808,29.48,"F",65,96.66,"Class2"
96.858,70.844,69.765,55.817,79.014,84.851,"M",96,116.846,"Class1"
23.263,77.137,19.523,16.556,12.417,38.597,"D",2,66.116,"Class3"
88.063,22.605,34.665,90.577,67.595,9.48,"P",77,77.659,"Class2"
67.057,65.53,76.187,37.503,38.835,43.63,"H",88,9.432,"Class4"
85.81,57.485,75.306,40.414,35.415,50.851,"W",71,17.874,"Class4"
97.265,51.106,61.818,60.916,68.965,79.671,"F",96,71.594,"Class1"
17.1,72.463,21.86,17.183,9.907,55.276,"F",36,51.638,"Class3"
54.273,69.537,30.063,15.364,7.346,35.782,"N",1,41.129,"Class3"
97.326,50.224,64.758,59.94,49.874,84.986,"B",99,28.548,"Class1"
99.137,45.759,69.942,61.467,51.144,77.015,"M",97,10.041,"Class1"
98.141,50.803,60.097,65.684,65.578,77.111,"B",100,115.821,"Class1"
52.681,51.503,70.557,37.366,80.076,77.659,"I",60,12.922,"Class4"
97.033,59.343,63.003,68.67,78.714,83.437,"B",96,49.677,"Class1"
95.36,100.368,57.83,62.285,36.47,79.017,"N",100,14.178,"Class1"
76.655,24.284,31.357,79.656,88.718,8.915,"T",74,66.608,"Class2"
39.121,47.307,12.463,20.292,NA,69.765,"J",32,80.679,"Class5"
70.701,24.794,36.622,53.037,89.265,29.791,"P",74,79.551,"Class2"
94.765,66.84,76.82,58.721,75.745,39.354,"W",72,36.499,"Class4"
97.201,42.505,59.743,61.999,32.765,71.525,"M",96,52.661,"Class1"
-3.426,76.913,16.088,17.963,8.652,54.647,"D",20,75.012,"Class3"
35.711,60.229,34.014,19.693,NA,57.13,"M",34,68.582,"Class5"
33.981,67.072,18.037,15.938,13.156,38.29,"T",23,73.373,"Class3"
36.242,51.944,31.678,12.846,NA,59.845,"V",26,81.999,"Class5"
9.181,78.054,12.686,17.567,12.477,48.141,"N",36,75.423,"Class3"
36.169,79.946,19.738,15.98,2.053,31.503,"N",16,57.87,"Class3"
66.625,82.338,76.736,42.836,35.2,51.188,"I",81,46.963,"Class4"
45.02,45.824,83.743,62.758,47.241,38.898,"I",90,29.106,"Class4"
86.191,51.801,77.893,44.807,55.545,68.541,"C",82,27.987,"Class4"
98.253,33.106,59.781,69.373,72.904,73.037,"W",98,NA,"Class1"
60.104,72.306,79.817,55.051,44.832,50.294,"W",92,31.055,"Class4"
25.528,53.219,74.051,15.627,22.993,69.141,"M",31,60.295,"Class5"
10.063,72.224,22.206,18.045,15.865,53.493,"F",10,79.996,"Class3"
37.176,43.28,42.132,14.457,17.375,53.143,"M",21,74.037,"Class5"
60.22,72.289,76.835,49.264,49.296,35.075,"C",77,18.811,"Class4"
73.104,73.429,76.425,58.285,78.901,39.736,"I",59,32.638,"Class4"
51.327,50.857,76.734,46.961,42.369,70.351,"A",70,33.086,"Class4"
97.786,71.634,69.397,55.151,88.796,75.972,"F",97,NA,"Class1"
66.998,64.436,82.234,37.497,59.718,33.775,"C",75,56.703,"Class4"
44.928,59.54,71.215,12.861,22.866,49.908,"F",33,48.056,"Class5"
77.335,24.656,34.043,64.365,91.58,12.68,"T",79,86.24,"Class2"
97.67,35.843,79.577,61.33,88.097,80.798,"B",98,83.309,"Class1"
46.929,79.774,26.055,19.026,1.117,25.79,"O",24,74.794,"Class3"
61.908,73.05,48.941,30.229,21.227,57.858,"J",34,50.485,"Class5"
75.074,23.78,36.711,38.192,65.916,28.061,"C",83,58.511,"Class2"
97.769,64.936,63.35,67.623,40.312,78.451,"N",98,42.999,"Class1"
60.853,38.446,85.732,46.715,28.005,59.953,"W",89,38.678,"Class4"
41.047,61.314,49.06,12.38,19.001,61.894,"F",20,75.137,"Class5"
13.499,82.77,23.355,16.205,1.91,47.387,"O",40,74.732,"Class3"
51.192,51.203,45.005,31.574,21.021,64.091,"J",24,78.634,"Class5"
48.459,50.886,84.121,49.318,NA,39.865,"W",75,39.526,"Class4"
40.619,58.471,29.242,33.278,19.421,69.935,"M",38,48.993,"Class5"
74.059,25.457,9.6,69.385,82.119,26.505,"C",83,57.244,"Class2"
96.824,45.474,51.163,64.064,47.409,75.674,"B",99,47.058,"Class1"
94.937,51.888,56.672,56.508,65.085,74.893,"B",96,58.074,"Class1"
26.521,46.021,15.967,31.82,18.878,45.635,"M",26,68.191,"Class5"
98.782,59.723,73.973,55.48,49.081,79.389,"W",100,71.309,"Class1"
41.178,50.427,46.46,30.417,16.811,51.675,"F",22,53.113,"Class5"
53.736,85.53,88.333,14.644,22.971,58.415,"T",23,49.633,"Class5"
41.703,51.506,79.361,53.641,50.765,66.66,"W",85,9.367,"Class4"
91.584,23.468,41.267,60.168,91.783,13.28,"T",74,81.73,"Class2"
95.687,12.116,64.086,57.191,82.941,87.461,"N",100,70.231,"Class1"
48.709,81.525,19.681,17.933,3.061,41.265,"O",7,61.829,"Class3"
77.859,25.971,32.704,81.331,62.26,21.745,"F",76,46.303,"Class2"
43.007,80.89,24.067,15.562,11.93,40.826,"D",27,51.559,"Class3"
37.574,61.594,34.585,23.037,15.33,50.743,"T",28,58.059,"Class5"
30.61,73.255,30.266,16.233,15.973,47.606,"F",5,67.637,"Class3"
97.155,85.139,61.83,58.095,86.965,72.374,"W",99,56.116,"Class1"
96.957,94.288,63.513,54.781,33.961,71.973,"B",96,106.478,"Class1"
95.838,38.904,70.835,64.957,50.69,75.565,"B",95,118.351,"Class1"
96.773,66.497,83.995,69.133,62.188,79.902,"N",99,82.926,"Class1"
97.745,42.016,71.011,64.653,41.306,86.104,"B",97,NA,"Class1"
48.83,87.846,23.922,19.241,11.408,36.927,"F",25,54.965,"Class3"
65.606,20.644,43.127,47.744,84.521,8.042,"P",62,76.661,"Class2"
38.98,57.566,25.685,21.324,16.742,44.307,"J",31,79.415,"Class5"
88.578,65.892,79.259,55.559,72.669,41.551,"I",60,33.376,"Class4"
73.154,77.409,80.037,44.448,32.616,42.92,"H",67,26.65,"Class4"
29.302,81.899,10.656,15.909,5.503,38.484,"T",32,61.318,"Class3"
99.468,39.618,63.621,65.377,80.994,81.06,"F",96,68.758,"Class1"
53.68,62.864,39.05,20.132,21.575,69.831,"F",22,81.704,"Class5"
37.55,67.169,98.471,16.105,21.289,50.656,"V",36,72.932,"Class5"
97.788,20.032,67.172,68.596,89.184,88.144,"B",98,76.148,"Class1"
32.627,74.008,21.414,17.909,14.778,26.199,"F",13,74.527,"Class3"
96.54,34.395,66.352,60.726,60.006,79.752,"F",96,36.214,"Class1"
72.912,25.32,44.556,75.101,79.159,19.847,"T",74,41.28,"Class2"
29.962,53.67,36.509,12.961,16.295,65.755,"F",20,61.103,"Class5"
92.187,22.81,49.44,34.675,68.426,14.308,"T",84,58.505,"Class2"
68.365,24.65,59.585,69.093,78.15,8.708,"F",75,90.361,"Class2"
27.097,74.151,25.688,18.328,9.506,46.153,"T",26,60.196,"Class3"
-3.499,74.156,19.719,15.634,6.344,34.791,"F",2,67.98,"Class3"
96.299,27.144,69.51,69.061,NA,76.739,"W",100,56.142,"Class1"
97.706,60.449,61.431,63.009,38.525,72.317,"M",97,121.426,"Class1"
30.658,61.433,65.103,16.308,22.315,64.248,"V",36,67.476,"Class5"
96.602,30.93,55.625,57.406,91.675,77.736,"W",99,61.854,"Class1"
44.777,43.169,75.567,48.975,37.065,55.129,"H",71,40.077,"Class4"
72.544,22.27,33.402,91.476,84.853,19.71,"C",68,NA,"Class2"
13.417,78.846,22.7,18.014,15.505,36.659,"O",1,78.755,"Class3"
74.045,23.031,19.694,62.181,91.254,18.771,"P",62,72.174,"Class2"
87.054,86.429,76.497,61.853,25.163,68.335,"A",59,25.335,"Class4"
31.093,47.035,13.364,13.565,18.018,55.948,"J",31,63.764,"Class5"
42.635,74.804,26.841,16.728,1.299,38.497,"F",4,41.564,"Class3"
65.791,22.775,71.493,70.46,74.093,20.619,"P",65,63.273,"Class2"
75.125,25.915,35.367,24.177,66.084,29.007,"T",65,74.557,"Class2"
29.343,75.717,44.673,16.15,18.161,50.515,"F",20,50.596,"Class5"
9.428,77.586,28.921,18.725,1.944,32.7,"D",23,52.075,"Class3"
97.35,18.408,63.665,58.98,91.807,70.366,"F",98,74.474,"Class1"
97.744,62.055,68.955,64.077,NA,77.511,"F",99,46.735,"Class1"
77.131,27.002,29.923,23.285,84.98,6.295,"P",63,94.52,"Class2"
62.744,58.013,79.813,63.97,55.377,59.708,"W",86,22.709,"Class4"
39.754,68.705,31.189,17.288,14.351,55.465,"T",38,77.484,"Class3"
78.498,39.391,75.794,59.387,75.65,48.43,"I",77,58.214,"Class4"
44.228,51.304,35.66,16.394,20.343,71.407,"J",25,60.515,"Class5"
66.064,22.992,37.452,52.621,85.774,16.362,"G",85,68.051,"Class2"
59.223,92.24,77.441,55.014,66.482,46.489,"A",61,12.716,"Class4"
70.699,23.185,32.263,28.079,95.977,10.067,"G",79,65.486,"Class2"
95.638,18.935,57.16,63.759,77.871,82.077,"B",96,63.382,"Class1"
26.159,71.279,30.936,16.153,4.514,37.267,"T",4,72.083,"Class3"
99.031,63.167,56.829,62.868,45.095,82.955,"F",96,64.472,"Class1"
79.047,26.493,22.773,75.573,63.293,23.908,"T",68,100.729,"Class2"
38.651,71.252,13.369,27.799,16.575,68.617,"M",22,86.401,"Class5"
80.272,24.277,48.907,66.284,76.719,16.144,"G",71,86.95,"Class2"
96.893,72.577,67.303,61.676,67.282,87.825,"M",97,25.91,"Class1"
16.466,79.412,15.336,16.381,15.36,51.096,"D",9,51.878,"Class3"
97.25,25.782,52.829,65.518,48.076,86.991,"F",96,37.215,"Class1"
37.966,80.534,83.214,42.715,52.73,52.726,"A",82,31.849,"Class4"
97.015,56.739,54.696,68.647,80.52,80.746,"B",98,73.3,"Class1"
57.323,82.541,78.436,59.746,78.245,78.703,"I",78,30.41,"Class4"
73.489,21.861,47.547,59.328,62.251,23.11,"T",91,54.322,"Class2"
46.682,56.674,14.542,25.582,17.455,70.521,"J",38,NA,"Class5"
95.737,58.109,52.989,58.95,87.754,88.98,"N",96,72.816,"Class1"
45.9,65.111,97.771,31.057,16.434,68.951,"F",37,77.028,"Class5"
33.647,71.211,48.74,24.269,16.141,69.647,"J",22,NA,"Class5"
16.415,80.273,20.148,16.025,8.273,36.162,"F",31,57.004,"Class3"
68.813,49.634,72.178,64.195,70.606,48.266,"I",78,36.281,"Class4"
49.261,23,86.574,21.452,22.063,57.484,"J",34,71.177,"Class5"
61.274,25.699,25.312,27.437,62.329,19.926,"P",73,108.556,"Class2"
32.994,56.581,58.769,15.681,NA,70.377,"J",38,63.977,"Class5"
87.495,23.978,55.039,35.583,NA,26.877,"T",75,96.579,"Class2"
26.453,69.986,21.118,19.929,NA,37.158,"O",9,68.385,"Class3"
64.729,25.643,50.15,37.75,76.663,29.107,"C",69,100.427,"Class2"
44.731,69.834,80.202,57.099,83.186,33.892,"H",61,48.729,"Class4"
24.203,75.916,26.599,17.67,4.496,50.086,"D",14,47.838,"Class3"
47.585,54.279,44.396,10.985,20.276,70.353,"V",24,50.328,"Class5"
72.272,23.615,37.954,35.723,73.358,17.489,"G",84,51.326,"Class2"
26.932,68.334,22.474,19.136,3.553,42.232,"O",36,NA,"Class3"
82.014,24.056,62.255,56.054,76.467,15.784,"T",77,71.561,"Class2"
79.125,90.066,77.952,55.917,81.936,40.78,"H",60,22.521,"Class4"
65.807,53.742,77.211,40.31,76.905,65.879,"I",74,32.412,"Class4"
39.518,70.981,18.557,15.799,11.657,45.662,"F",33,61.374,"Class3"
40.437,63.189,5.633,17.032,22.11,44.426,"V",23,59.706,"Class5"
65.171,24.785,31.048,66.884,73.087,24.162,"F",80,NA,"Class2"
42.736,44.777,46.268,25.034,22.286,46.831,"F",24,72.704,"Class5"
81.659,26.451,49.309,34.553,85.88,21.993,"P",65,59.256,"Class2"
96.585,53.463,58.336,60.831,45.722,83.835,"M",99,NA,"Class1"
54.038,72.569,21.246,18.126,12.551,55.635,"D",23,51.531,"Class3"
76.693,22.943,22.42,42.316,88.081,9.818,"C",76,80.398,"Class2"
-5.034,78.016,31.788,17.042,1.623,45.978,"D",17,61.951,"Class3"
37.841,46.904,63.444,17.917,22.569,66.063,"M",36,66.612,"Class5"
45.001,40.548,51.223,30.636,20.971,44.208,"M",35,53.221,"Class5"
95.765,48.609,63.48,69.954,55.847,70.07,"B",95,68.117,"Class1"
69.217,25.949,36.293,32.355,91.543,19.827,"G",90,83.554,"Class2"
69.27,21.271,38.519,84.775,66.027,19.335,"C",81,96.882,"Class2"
63.311,21.934,47.668,46.792,87.273,13.306,"C",81,58.694,"Class2"
31.181,83.856,28.746,19.119,4.44,25.771,"D",17,78.219,"Class3"
26.034,77.007,17.622,17.302,11.555,37.943,"O",30,56.597,"Class3"
92.188,20.605,43.843,41.241,63.714,19.714,"G",69,67.49,"Class2"
76.564,24.36,38.252,80.702,93.196,18.018,"P",80,67.321,"Class2"
40.793,60.952,51.189,18.763,19.794,50.696,"M",35,74.978,"Class5"
77.033,68.603,83.465,56.005,29.342,60.363,"A",69,27.791,"Class4"
91.588,23.406,20.509,61.748,81.825,8.88,"P",92,86.089,"Class2"
98.137,35.194,75.212,57.371,67.583,74.398,"B",97,-4.77,"Class1"
45.17,52.376,23.743,20.832,NA,58.317,"J",26,62.537,"Class5"
38.976,37.652,72.086,13.203,20.026,46.031,"F",22,73.981,"Class5"
40.863,50.004,46.918,26.241,21.34,54.277,"V",28,75.906,"Class5"
96.707,75.677,75.676,61.344,67.214,61.47,"I",79,NA,"Class4"
96.534,44.758,67.332,59.418,77.456,88.89,"F",97,105.405,"Class1"
54.46,68.433,82.452,49.426,29.627,48.165,"I",75,15.267,"Class4"
98.691,60.125,58.229,61.704,43.828,85.126,"W",95,53.81,"Class1"
57.065,58.464,80.815,54.562,79.216,46.997,"H",84,29.277,"Class4"
76.577,55.388,78.68,64.372,41.856,67.656,"A",63,45.771,"Class4"
76.804,23.603,25.309,47.742,84.252,11.845,"C",88,75.74,"Class2"
39.59,47.187,67.803,16.946,21.24,69.665,"F",29,69.696,"Class5"
33.143,46.139,31.807,17.313,17.937,52.206,"T",39,46.689,"Class5"
77.204,24.623,52.156,65.69,69.779,13.434,"C",73,77.813,"Class2"
42.302,82.759,21.764,16.522,12.618,50.157,"N",1,60.593,"Class3"
109.494,65.987,79.845,40.981,82.632,35.297,"A",76,29.221,"Class4"
95.861,21.919,62.332,67.935,89.265,70.945,"F",95,27.922,"Class1"
74.848,21.66,23.359,39.742,61.453,16.146,"P",77,46.707,"Class2"
49.473,82.297,78.391,50.602,71.005,41.119,"H",62,29.291,"Class4"
94.852,93.512,63.176,57.403,75.321,70.787,"N",95,53.357,"Class1"
81.263,28.381,48.301,28.453,69.744,7.106,"T",85,58.741,"Class2"
50.22,64.542,103.075,30.109,20.517,57.007,"M",29,63.101,"Class5"
59.096,81.875,84.022,60.322,53.275,75.623,"H",61,17.932,"Class4"
76.8,24.543,42.995,34.268,73.537,18.949,"P",84,70.272,"Class2"
51.594,79.664,20.422,18.332,6.664,27.027,"F",18,70.843,"Class3"
30.864,67.111,17.288,15.3,5.548,39.579,"T",6,55.991,"Class3"
79.575,24.269,43.528,67.466,72.486,19.905,"F",92,94.56,"Class2"
25.689,72.559,28.072,15.35,7.051,43.827,"N",39,78.956,"Class3"
49.756,62.087,5.045,20.824,20.724,69.054,"V",29,74.591,"Class5"
97.953,53.967,55.943,57.198,57.949,85.282,"N",95,57.447,"Class1"
31.441,59.212,44.777,30.085,15.389,62.406,"T",28,48.298,"Class5"
49.316,49.752,14.179,32.01,22.912,47.497,"J",37,54.961,"Class5"
97.495,21.602,52.979,60.677,87.655,73.3,"W",95,55.27,"Class1"
47.762,82.558,21.843,17.54,7.24,42.738,"T",27,75.084,"Class3"
97.292,98.097,64.607,56.31,69.699,69.911,"N",97,12.318,"Class1"
0.046,89.951,25.699,15.987,14.511,26.754,"O",2,59.95,"Class3"
29.867,57.633,32.352,31.175,19.865,65.295,"V",26,57.662,"Class5"
52.552,63.897,82.421,40.228,80.305,32.724,"I",92,12.68,"Class4"
48.767,61.485,36.713,10.911,18.428,60.336,"V",23,85.751,"Class5"
95.929,5.896,80.948,66.396,66.9,86.067,"W",97,110.533,"Class1"
70.749,30.128,50.428,30.97,91.733,9.164,"G",68,69.303,"Class2"
74.169,71.689,80.315,52.847,24.768,32.147,"I",75,28.682,"Class4"
68.929,62.178,74.251,56.752,70.065,50.806,"I",82,42.591,"Class4"
35.301,77.18,11.87,15.864,5.366,43.165,"T",29,70.82,"Class3"
97.611,51.275,58.33,55.901,88.03,76.176,"W",100,31.287,"Class1"
41.143,85.612,15.47,16.891,7.496,55.051,"D",33,43.586,"Class3"
71.324,25.283,55.287,29.193,87.081,29.155,"F",75,64.262,"Class2"
85.062,25.701,32.208,29.267,83.892,13.091,"G",73,51.04,"Class2"
74.283,23.894,32.432,36.349,88.362,23.497,"C",62,61.668,"Class2"
37.601,71.148,22.457,18.018,9.125,45.422,"T",21,57.313,"Class3"
42.536,33.482,55.482,26.25,17.19,48.552,"T",36,62.45,"Class5"
97.617,50.201,68.855,58.506,49.006,74.284,"F",99,56.83,"Class1"
43.412,64.52,50.887,10.236,20.814,52.596,"T",24,69.128,"Class5"
48.506,43.138,29.187,28.671,NA,71.51,"F",21,50.182,"Class5"
72.587,78.589,81.096,48.541,48.776,70.47,"I",83,1.417,"Class4"
49.806,70.153,77.607,56.837,67.418,48.105,"I",73,29.099,"Class4"
70.282,23.009,26.116,23.9,73.401,17.267,"T",93,95.967,"Class2"
97.069,70.403,60.858,66.639,48.584,83.964,"B",95,44.844,"Class1"
29.686,80.759,19.038,15.148,7.633,39.206,"T",21,79.49,"Class3"
65.216,81.433,81.849,50.428,70.62,68.056,"H",69,12.748,"Class4"
46.564,59.153,81.066,56.558,24.927,61.895,"A",79,23.147,"Class4"
67.384,23.836,26.167,63.587,73.293,12.549,"G",82,103.417,"Class2"
58.238,56.654,83.511,48.066,57.296,45.382,"A",76,39.25,"Class4"
77.342,23.762,33.394,54.504,70.599,15.693,"T",81,32.88,"Class2"
32.256,46.788,2.441,14.077,15.479,67.506,"T",36,54.702,"Class5"
34.773,79.114,19.448,15.374,3.628,44.023,"T",30,62.179,"Class3"
97.077,36.786,53.704,57.708,77.202,84.378,"B",98,73.264,"Class1"
75.67,57.895,82.957,61.993,62.071,55.486,"I",68,32.128,"Class4"
22.189,69.628,24.46,19.033,1.254,35.16,"N",20,69.902,"Class3"
25.316,71.422,25.529,19.629,7.419,28.014,"O",1,NA,"Class3"
70.341,22.923,19.751,71.254,64.749,7.146,"P",72,78.706,"Class2"
76.65,25.59,59.574,35.57,85.815,13.098,"C",81,49.151,"Class2"
32.751,55.261,78.631,37.865,73.599,32.472,"H",92,26.51,"Class4"
43.446,48.924,80.331,54.794,69.943,48.841,"C",64,20.163,"Class4"
72.319,26.648,44.979,54.662,84.495,18.306,"C",68,84.742,"Class2"
79.145,66.13,75.405,52.037,71.589,40.165,"W",74,13.901,"Class4"
75.784,56.82,79.197,48.663,66.204,52.743,"A",89,23.353,"Class4"
72.351,68.831,80.138,57.109,84.457,78.863,"C",91,39.312,"Class4"
49.097,77.247,14.467,19.063,14.921,55.383,"O",1,57.069,"Class3"
74.998,22.145,18.653,25.572,95.92,10.044,"P",77,98.959,"Class2"
99.085,48.537,71.031,67.572,37.742,85.061,"W",96,93.039,"Class1"
81.192,27.295,19.617,88.385,68.25,21.393,"T",64,78.274,"Class2"
37.818,46.796,56.364,12.867,15.68,59.029,"M",38,80.657,"Class5"
96.777,66.8,68.342,59.38,89.98,82.343,"B",96,29.008,"Class1"
71.935,24.903,38.153,87.599,90.725,14.729,"P",79,68.884,"Class2"
