"RDG1","WAL2","XUD3","FZO4","VMY5","EXQ6","BLU7","ITA8","ATD9","Output19","JXU10"
69.07,32.062,15.378,27.095,"K",92,8.327,80.954,19.232,"Class3",11.98
77.753,27.449,8.562,20.155,"V",87,8.607,81.155,21.583,"Class3",12.553
96.747,26.143,11.851,11.247,"A",72,8.979,81.278,17.933,"Class3",16.079
92.374,64.249,74.123,29.842,"J",84,72.366,29.354,58.228,"Class2",54.024
34.895,53.049,41.892,29.094,"D",19,88.254,75.01,12.925,"Class1",44.188
55.767,37.94,9.505,21.027,"O",77,3.205,81.65,25.744,"Class3",10.435
94.554,71.484,71.692,33.727,"H",84,70.779,23.145,49.29,"Class2",106.923
92.269,7.682,25.05,19.229,"A",61,7.235,81.002,22.741,"Class3",16.455
90.086,76.786,69.121,37.129,"J",87,69.947,27.545,36.362,"Class2",60.818
31.593,31.441,35.836,57.782,"O",4,58.292,22.542,54.283,"Class4",68.38
23.42,53.698,87.131,27.486,"Y",12,92.424,78.063,12.816,"Class1",48.125
79.984,26.647,6.033,5.881,"Z",82,7.621,80.854,20.876,"Class3",14.79
81.768,46.899,72.192,26.607,"N",86,64.937,20.548,46.098,"Class2",105.278
64.616,50.597,74.873,29.318,"K",87,69.857,24.064,44.219,"Class2",45.023
93.938,10.518,6.583,7.038,"O",76,5.535,81.827,23.563,"Class3",10.951
55.14,12.985,7.384,12.898,"A",75,11.083,81.267,21.16,"Class3",14.054
39.339,31.719,24.195,55.956,"C",9,54.295,31.301,63.045,"Class4",90.831
92.342,64.157,75.056,25.034,"Q",84,71.569,13.503,41.452,"Class2",53.906
62.578,52.195,73.602,20.262,"K",87,68.81,22.471,55.029,"Class2",43.713
41.696,49.947,19.979,29.473,"Y",24,89.117,72.557,16.395,"Class1",38.475
60.834,59.847,72.805,26,"Q",87,63.568,9.525,55.329,"Class2",74.54
47.935,31.973,44.113,59.172,"B",0,65.573,34.385,60.27,"Class4",84.646
41.282,31.838,55.279,55.551,"C",1,57.042,22.611,57.942,"Class4",74.268
78.769,24.347,4.228,14.285,"A",79,2.924,80.059,25.236,"Class3",16.327
70.21,25.628,2.691,8.314,"O",61,8.585,81.657,22.466,"Class3",11.08
80.154,39.474,72.895,23.698,"K",87,70.484,18.016,41.144,"Class2",89.969
40.748,17.855,4.781,14.586,"Z",75,2.049,81.862,21.678,"Class3",15.41
45.984,18.684,6.983,17.765,"K",74,4.41,NA,18.63,"Class3",13.19
35.668,31.486,28.494,51.688,"C",5,45.058,NA,44.849,"Class4",77.321
75.245,7.245,16.968,25.579,"Z",66,7.157,81.05,17.552,"Class3",14.505
49.015,21.645,2.392,14.826,"A",91,3.255,80.561,27.041,"Class3",13.588
64.348,58.705,71.853,37.784,"Q",87,60.272,17.95,31.46,"Class2",72.329
52.908,32.625,72.239,55.405,"O",4,50.365,36.489,12.063,"Class4",84.222
27.082,48.959,79.827,31.294,"J",17,90.044,71.518,12.679,"Class1",36.602
19.6,35.759,22.753,66.812,"F",9,52.018,38.496,66.568,"Class4",90.326
40.221,50.688,83.906,30.004,"J",33,96.6,72.062,15.529,"Class1",42.067
43.195,52.292,72.759,33.115,"D",28,93.378,74.706,14.395,"Class1",43.714
67.929,22.055,64.883,18.763,"Q",84,62.375,8.285,82.311,"Class2",75.633
40.639,51.742,32.679,31.615,"J",10,88.837,78.482,11.55,"Class1",50.697
27.912,51.625,87.17,34.101,"Y",23,90.145,77.577,12.37,"Class1",52.577
33.602,52.437,82.076,30.892,"J",29,93.385,61.433,12.871,"Class1",31.225
89.322,58.498,69.524,34.825,"J",84,71.214,15.456,48.959,"Class2",39.298
92.826,20.738,74.96,25.233,"Q",85,66.529,27.308,50.072,"Class2",77.642
40.298,54.982,40.896,26.166,"I",14,91.655,78.61,15.282,"Class1",37.521
34.156,53.663,26.124,28.83,"Z",26,91.643,69.564,11.323,"Class1",42.521
39.606,51.519,50.235,32.179,"Z",22,89.903,74.537,13.159,"Class1",44.027
66.971,53.904,80.017,27.531,"H",85,69.499,NA,82.222,"Class2",70.865
96.152,14.175,7.887,14.564,"K",60,2.401,80.586,19.272,"Class3",16.915
69.642,66.718,75.251,30.528,"N",86,67.236,22.539,50.129,"Class2",45.645
71.013,15.166,3.796,17.303,"K",75,3.018,NA,19.181,"Class3",13.328
69.694,41.43,70.903,30.901,"Q",86,69.978,17.138,59.195,"Class2",43.327
25.366,32.132,51.412,61.248,"O",9,49.284,35.04,34.971,"Class4",67.561
55.442,26.042,9.474,14.219,"Z",86,10.416,81.261,25.985,"Class3",15.804
63.946,17.746,2.121,17.946,"Z",86,6.041,81.003,18.6,"Class3",14.626
70.391,36.622,78.064,33.268,"K",85,NA,8.658,62.158,"Class2",88.284
94.893,54.733,70.072,36.149,"H",84,71.17,20.753,67.301,"Class2",49.769
33.725,48.391,45.91,28.377,"J",19,91.414,78.623,11.883,"Class1",43.741
95.963,31.475,67.686,25.835,"Q",87,63.968,11.735,32.062,"Class2",33.763
40.563,50.461,-29.502,26.792,"J",26,93.197,74.393,13.837,"Class1",37.808
84.007,34.843,74.087,26.306,"K",86,66.276,22.871,67.442,"Class2",94.96
47.107,25.198,17.568,10.722,"Z",79,9.058,81.152,27.245,"Class3",11.304
48.983,53.074,58.889,27.888,"J",28,94.874,65.183,14.7,"Class1",42.06
27.566,51.159,82.71,27.746,"Y",29,92.492,72.446,15.613,"Class1",43.65
46.001,51.835,5.949,28.751,"Y",11,89.035,65.822,11.166,"Class1",46.502
52.781,49.956,35.287,33.289,"J",21,NA,57.232,13.017,"Class1",43.127
73.988,24.777,6.559,23.194,"A",58,11.423,80.296,19.186,"Class3",13.614
72.33,14.465,11.499,16.617,"Z",88,7.432,81.504,18.172,"Class3",15.894
52.223,21.756,0.169,9.66,"K",76,8.661,81.557,20.926,"Class3",12.081
52.876,32.447,27.928,64.784,"O",7,55.557,26.283,36.026,"Class4",55.645
67.032,43.602,71.915,25.872,"J",86,64.497,16.74,40.83,"Class2",35.578
80.456,42.217,67.257,38.141,"K",86,67.782,15.297,36.622,"Class2",69.975
47.215,54.043,5.699,25.937,"I",30,90.319,67.065,16.015,"Class1",53.869
35.68,33.366,46.373,64.29,"C",7,58.486,20.768,46.834,"Class4",51.363
40.867,54.453,45.276,30.337,"Z",12,95.482,76.035,14.831,"Class1",43.945
61.35,12.641,11.016,26.356,"V",64,7.774,81.718,24.401,"Class3",17.336
69.519,69.763,70.903,25.223,"N",87,NA,29.308,60.193,"Class2",79.906
42.414,32.941,22.119,55.11,"B",0,57.894,35.73,23.774,"Class4",82.349
37.09,52.229,80.837,30.621,"D",12,88.453,67.537,12.138,"Class1",46.032
48.589,33.288,38.417,50.316,"B",8,62.013,31.05,62.623,"Class4",88.788
84.525,43.859,74.336,23.781,"H",86,70.835,23.991,27.432,"Class2",42.469
20.184,33.809,44.606,67.591,"G",2,66.389,20.263,2.542,"Class4",102.592
95.089,32.837,72.427,30.319,"Q",86,66.519,15.447,46.448,"Class2",45.437
39.793,54.021,36.126,27.973,"D",14,90.199,71.439,12.628,"Class1",35.84
23.474,33.312,25.336,66.825,"G",9,42.319,18.213,46.531,"Class4",66.411
37.322,52.706,105.308,27.662,"Y",16,96.753,75.591,15.868,"Class1",48.326
24.08,54.487,5.432,33.049,"I",16,90.33,53.775,11.476,"Class1",46.902
37.528,57.1,76.463,27.307,"I",16,93.767,74.895,14.935,"Class1",49.961
30.035,33.743,31.253,47.689,"B",10,53.925,29.639,52.044,"Class4",82.942
90.203,17.647,8.463,9.96,"Z",90,NA,80.939,21.063,"Class3",12.114
69.885,44.313,71.858,27.31,"N",87,64.489,18.629,64.216,"Class2",65.679
32.117,48.984,61.989,25.118,"Y",11,96.39,65.955,12.939,"Class1",34.827
46.597,30.795,9.841,25.018,"K",70,6.698,80.168,23.387,"Class3",17.827
33.194,31.687,28.247,62.969,"G",6,62.752,22.183,73.481,"Class4",68.038
64.937,22.869,7.447,3.394,"K",83,3.696,80.418,22.237,"Class3",13.224
60.463,7.364,3.893,19.53,"O",61,4.382,80.204,22.882,"Class3",13.521
60.668,46.373,72.765,27.293,"N",87,NA,29.448,73.991,"Class2",48.72
24.79,32.893,22.107,51.996,"O",6,60.303,38.523,4.765,"Class4",79.197
66.897,45.937,73.906,33.211,"K",85,63.139,14.999,71.574,"Class2",42.904
82.039,30.076,12.578,10.036,"Z",78,9.11,81.538,19.54,"Class3",14.287
64.594,55.102,69.273,32.371,"K",87,72.147,20.788,50.94,"Class2",71.181
49.452,-0.392,6.466,12.568,"A",65,9.879,81.084,17.417,"Class3",15.602
32.215,32.834,42.383,57.265,"C",9,74.007,31.437,20.077,"Class4",72.001
83.721,49.847,69.715,31.416,"N",86,70.385,12.234,74.201,"Class2",49.244
19.002,34.018,56.103,57.256,"O",8,53.728,35.488,57.669,"Class4",75.359
33.182,52.026,54.937,30.631,"D",29,89.522,63.283,13.041,"Class1",40.908
49.069,32.575,55.301,54.863,"G",3,NA,19.311,13.296,"Class4",83.885
87.993,81.743,71.415,25.449,"N",85,69.509,21.51,29.391,"Class2",42.971
52.839,33.379,-0.013,27.713,"V",80,7.039,80.951,20.057,"Class3",14.927
91.817,18.445,17.248,20.27,"K",58,3.995,80.276,23.022,"Class3",11.078
28.633,51.88,14.967,27.571,"D",15,89.437,NA,13.191,"Class1",46.533
69.925,1.318,9.322,2.959,"O",81,9.796,81.784,27.692,"Class3",12.229
25.01,32.461,51.483,60.546,"G",2,51.007,38.455,52.665,"Class4",68.501
92.421,53.44,70.01,23.511,"H",86,71.199,21.042,60.41,"Class2",104.867
52.604,31.198,37.087,74.713,"G",8,62.562,35.142,54.25,"Class4",53.154
54.132,32.267,56.45,55.516,"C",0,54.457,35.51,23.948,"Class4",59.979
73.858,23.145,15.673,19.541,"K",60,7.009,81.038,27.641,"Class3",14.413
27.82,32.319,56.223,37.051,"G",8,56.16,30.982,49.419,"Class4",79.245
81.648,46.085,71.904,34.201,"J",85,71.376,NA,80.932,"Class2",43.165
66.901,31.14,11.436,14.629,"Z",55,4.27,80.977,17.392,"Class3",12.683
54.804,9.797,1.776,18.007,"A",91,4.82,81.482,24.506,"Class3",12.189
45.376,52.432,10.436,33.274,"I",10,89.428,54.235,16.829,"Class1",36.301
41.826,51.626,48.856,32.699,"D",19,89.228,77.014,16.935,"Class1",36.521
77.478,15.18,4.728,13.37,"A",84,9.181,81.619,21.747,"Class3",14.817
94.867,64.126,74.252,29.888,"Q",84,69.541,10.769,48.569,"Class2",37.481
80.936,42.548,79.5,23.623,"Q",86,71.196,17.351,60.123,"Class2",88.655
41.374,53.623,31.984,29.056,"D",27,96.816,63.774,15.608,"Class1",43.26
77.248,23.281,8.36,23.608,"O",89,3.409,81.564,20.774,"Class3",13.23
41.504,53.27,69.822,32.952,"Y",18,91.803,74.425,13.637,"Class1",48.772
61.029,46.033,73.885,29.136,"N",86,64.818,21.456,38.921,"Class2",116.544
49.771,52.819,10.26,27.645,"Y",15,90.312,NA,16.764,"Class1",40.543
23.302,50.41,38.961,35.286,"I",14,90.213,80.49,11.005,"Class1",40.347
34.339,31.837,29.022,46.195,"B",8,52.14,NA,13.241,"Class4",62.373
90.945,9.246,9.418,9.766,"K",76,2.86,81.752,26.227,"Class3",12.797
85.496,51.174,73.449,16.96,"K",85,70.177,14.073,63.44,"Class2",49.301
28.639,52.623,49.157,35.64,"D",31,90.074,79.195,14.76,"Class1",49.269
29.448,50.45,70.366,33.994,"J",20,NA,64.761,13.702,"Class1",44.772
79.511,8.328,23.382,12.632,"K",80,4.824,80.783,19.264,"Class3",12.912
54.051,33.841,27.806,64.146,"F",6,52.846,NA,73.237,"Class4",80.325
45.003,52.469,27.77,31.315,"J",20,90.602,57.352,13.371,"Class1",41.338
76.553,56.339,68.12,26.155,"J",84,66.033,12.318,40.822,"Class2",44.865
78.498,49.964,72.614,26.922,"Q",86,63.462,22.801,54.91,"Class2",52.463
81.054,34.329,1.592,14.501,"Z",90,NA,80.38,27.904,"Class3",16.979
56.215,17.086,-0.039,17.09,"O",80,9.897,80.107,26.118,"Class3",15.956
32.861,32.166,30.135,54.24,"B",0,40.796,21.57,54.581,"Class4",78.391
94.737,10.647,4.332,15.625,"V",78,NA,80.758,23.24,"Class3",12.565
28.104,52.099,-1.218,29.803,"I",17,88.108,56.189,11.402,"Class1",41.5
41.034,31.328,10.015,55.36,"G",4,47.773,NA,49.519,"Class4",82.237
71.779,58.095,73.579,37.917,"N",87,60.394,11.985,68.24,"Class2",83.987
45.352,32.602,30.922,66.838,"F",6,66.704,32.113,36.783,"Class4",72.957
35.053,52.865,41.273,30.661,"Y",13,95.158,66.79,16.436,"Class1",45.866
96.431,20.687,-4.641,11.432,"A",70,6.971,NA,25.307,"Class3",13.713
96.753,28.31,2.111,15.2,"Z",92,8.03,80.656,20.405,"Class3",15.357
22.798,32.858,48.639,55.741,"C",10,51.743,31.056,36.575,"Class4",98.785
70.036,19.533,2.246,3.163,"A",92,NA,80.84,22.385,"Class3",14.378
55.267,34.209,49.545,51.256,"O",5,47.325,31.48,40.848,"Class4",77.935
30.643,57.072,61.083,28.642,"Z",20,91.963,63.801,14.451,"Class1",43.352
53.286,17.582,-5.226,9.987,"Z",67,2.448,81.698,24.134,"Class3",12.963
93.545,12.677,9.136,24.317,"A",92,10.621,80.816,17.111,"Class3",8.739
39.465,35.362,5.959,11.761,"A",60,8.744,80.875,20.731,"Class3",14.567
45.719,51.555,22.778,27.771,"Z",10,89.802,73.296,16.498,"Class1",54.126
81.586,14.103,15.262,12.895,"A",69,6.343,81.491,27.778,"Class3",18.074
71.483,69.507,68.448,31.985,"N",84,63.891,22.445,37.548,"Class2",16.47
61.162,21.825,11.398,14.072,"V",86,3.63,81.272,18.204,"Class3",15.909
68.594,52.294,68.63,21.376,"N",84,62.959,18.671,75.614,"Class2",70.736
30.217,54.369,56.51,29.824,"J",24,90.868,61.003,14.799,"Class1",47.476
92.105,30.99,12.172,12.681,"O",79,3.273,81.256,23.887,"Class3",16.379
23.669,53.575,58.851,30.271,"D",14,96.211,73.443,13.657,"Class1",48.01
29.674,55.522,76.547,23.585,"Y",20,95.3,60.784,13.881,"Class1",41.083
31.49,47.714,69.265,29.156,"J",30,93.843,70.216,13.476,"Class1",41.075
65.027,14.949,17.59,16.355,"V",59,8.97,81.284,21.101,"Class3",13.284
89.388,54.886,70.814,18.584,"H",86,67.753,15.474,81.897,"Class2",90.395
49.636,50.705,43.085,35.528,"D",26,88.532,61.537,16.065,"Class1",45.821
55.185,33.58,12.851,69.797,"G",7,57.354,38.998,66.453,"Class4",78.568
35.758,52.948,47.67,30.02,"I",19,89,68.049,13.974,"Class1",43.936
82.759,12.815,16.421,9.412,"V",54,3.598,NA,27.109,"Class3",11.171
26.978,32.07,24.994,56.432,"C",10,60.402,18.153,53.817,"Class4",71.802
28.179,54.632,47.883,27.951,"Y",23,91.647,54.357,14.69,"Class1",38.096
52.046,52.322,28.862,25.39,"D",27,95.878,72.086,14.183,"Class1",38.301
44.264,47.816,55.351,29.073,"I",24,89.1,73.899,13.556,"Class1",33.085
49.021,25.558,5.332,7.77,"V",61,5.433,80.371,20.966,"Class3",14.533
58.153,6.714,11.23,7.942,"O",61,11.263,80.582,25.94,"Class3",11.163
70.698,66.924,71.144,33.6,"K",86,60.197,22.576,61.192,"Class2",72.937
42.774,52.378,22.198,28.822,"J",18,96.389,64.413,11.18,"Class1",47.937
43.828,32.483,56.381,59.232,"F",6,69.972,38.951,57.195,"Class4",81.393
48.56,14.104,16.751,10.279,"V",89,6.353,81.674,21.222,"Class3",15.11
81.876,54.293,67.461,30.903,"J",84,67.691,16.196,79.755,"Class2",66.267
74.513,79.216,70.313,24.015,"K",86,70.953,12.641,29.436,"Class2",60.909
34.856,31.757,51.824,43.995,"C",4,44.225,23.106,13.837,"Class4",75.877
78.449,31.654,69.746,33.899,"J",84,67.991,27.215,34.609,"Class2",35.361
68.324,26.765,9.77,17.232,"K",68,8.304,80.219,27.628,"Class3",15.8
82.203,58.345,76.192,25.376,"N",86,72.407,27.179,42.538,"Class2",62.52
90.21,62.242,70.197,41.468,"J",84,60.381,19.344,68.175,"Class2",67.711
41.193,53.193,83.01,29.079,"Y",13,NA,67.133,15.537,"Class1",40.175
21.971,33.178,22.71,62.347,"G",0,NA,30.041,11.921,"Class4",63.951
83.701,47.19,69.772,31.936,"K",87,67.213,22.729,66.467,"Class2",69.808
38.199,51.311,25.12,27.551,"Z",16,94.584,64.951,11.855,"Class1",44.299
77.136,55.507,71.743,25.233,"K",87,65.319,14.896,68.494,"Class2",86.437
43.174,53.383,39.716,27.398,"I",10,94.661,53.893,12.422,"Class1",43.97
47.249,53.919,48.495,31.181,"J",29,89.562,53.747,16.694,"Class1",46.197
59.418,9.299,-1.068,19.299,"O",70,4.805,81.482,18.421,"Class3",16.75
92.045,48.324,74.892,19.66,"K",84,64.882,21.809,45.47,"Class2",61.472
68.474,35.422,70.673,28.913,"K",85,65.53,NA,77.357,"Class2",59.293
52.055,52.264,19.971,27.91,"Y",22,93.927,70.268,13.385,"Class1",51.889
24.63,47.464,-18.917,27.761,"D",10,91.753,65.674,12.754,"Class1",39.206
64.891,64.207,73.269,30.836,"J",85,70.861,11.98,64.907,"Class2",70.939
67.48,45.458,72.754,22.965,"H",87,66.719,10.335,28.845,"Class2",61.264
41.036,28.089,5.694,10.538,"V",91,9.075,81.705,22.306,"Class3",14.493
49.048,48.872,15.179,26.176,"Z",18,89.077,59.142,16.833,"Class1",48.645
37.046,54.845,19.089,29.878,"Y",17,90.688,60.96,12.22,"Class1",36.74
44.236,33.2,31.174,45.994,"C",4,47.783,31.414,62.999,"Class4",57.522
51.147,32.66,37.953,48.91,"B",7,54.658,34.125,2.959,"Class4",58.629
23.575,50.23,48.806,24.559,"I",23,NA,80.029,11.277,"Class1",42.584
43.198,51.948,62.459,27.288,"Y",14,90.953,NA,11.006,"Class1",41.721
85.311,-1.097,11.454,3.211,"O",58,2.227,80.339,21.367,"Class3",13.483
79.734,16.719,0.526,3.619,"V",65,8.425,81.602,26.77,"Class3",14.327
79.503,61.944,71.784,30.211,"N",87,62.505,16.534,62.511,"Class2",16.068
33.669,51.184,76.291,31.092,"J",21,92.538,NA,15.546,"Class1",39.282
24.338,33.474,16.235,47.52,"F",0,72.493,29.023,26.232,"Class4",81.044
95.84,40.298,74.404,36.684,"Q",86,71.896,18.292,37.222,"Class2",52.009
87.983,11.633,18.488,16.914,"A",83,4.072,81.538,17.208,"Class3",14.837
42.981,26.362,19.434,15.198,"Z",80,7.662,80.033,19.989,"Class3",14.095
69.468,5.883,4.671,12.183,"K",54,10.496,80.631,25.683,"Class3",13.3
39.291,52.563,-19.37,27.065,"Z",16,92.89,80.42,16.78,"Class1",48.07
26.469,30.966,58.507,52.173,"B",10,74.067,29.506,11.665,"Class4",91.475
48.742,53.158,43.175,24.574,"Y",28,95.358,73.793,16.544,"Class1",45.482
46.922,17.331,2.718,3.492,"V",79,8.363,81.286,17.541,"Class3",13.767
64.402,43.957,74.109,22.043,"Q",86,64.273,9.47,75.502,"Class2",54.988
74.349,17.369,9.187,14.259,"V",71,6.768,80.546,21.472,"Class3",20.134
41.475,32.288,33.915,46.496,"G",3,60.645,37.93,27.27,"Class4",85.565
42.533,33.171,36.472,40.978,"O",7,67.275,22.846,55.765,"Class4",77.599
27.097,50.002,69.514,29.762,"I",29,88.587,63.313,13.362,"Class1",42.088
46.63,50.544,39.649,27.391,"J",19,94.114,70.335,12.186,"Class1",51.849
44.252,31.768,52.308,61.193,"B",8,64.513,19.375,2.439,"Class4",46.668
30.504,31.854,42.118,65.815,"O",10,70.813,18.478,42.762,"Class4",59.408
75.267,34.659,76.471,26.367,"J",87,68.517,12.208,59.273,"Class2",77.39
95.473,27.641,11.895,12.378,"V",91,7.676,80.32,27.584,"Class3",11.692
31.222,52.545,71.158,31.571,"D",15,90.939,59.811,13.622,"Class1",38.267
36.498,32.921,33.098,51.611,"O",2,NA,38.893,7.529,"Class4",78.88
86.47,49.476,71.781,18.784,"J",87,60.699,17.359,83.36,"Class2",40.637
73.856,68.055,69.677,29.822,"N",85,70.288,NA,82.004,"Class2",66.29
92.453,43.667,67.39,28.908,"Q",85,72.941,15.587,28.474,"Class2",47.918
52.569,28.553,6.822,16.885,"A",77,6.89,80.021,20.568,"Class3",12.769
43.996,7.784,4.897,5.957,"K",77,9.311,81.077,19.169,"Class3",17.097
26.013,51.864,40.964,31.717,"J",16,96.316,59.101,12.049,"Class1",40.867
45.041,31.77,49.895,61.311,"C",4,58.576,21.761,9.735,"Class4",59.935
41.62,31.989,50.977,65.303,"B",1,66.197,37.76,59.173,"Class4",79.417
65.815,49.269,72.064,38.377,"H",84,66.829,8.717,50.918,"Class2",91.394
20.459,32.923,49.019,53.281,"O",3,65.704,37.294,30.695,"Class4",67.593
86.234,63.213,67.355,11.703,"K",85,62.521,22.58,74.313,"Class2",87.827
75.048,54.489,74.67,27.324,"K",86,70.842,14.867,66.593,"Class2",73.229
54.873,32.447,40.302,62.85,"G",8,64.46,32.805,5.495,"Class4",78.434
73.095,63.238,76.552,28.345,"J",87,65.725,13.913,27.488,"Class2",68.955
68.385,18.038,10.071,22.681,"O",58,3.052,81.276,18.443,"Class3",15.453
40.405,51.689,13.652,28.183,"D",12,88.324,77.889,13.675,"Class1",42.518
82.636,35.183,72.006,31.396,"Q",85,71.212,18.975,35.52,"Class2",100.621
86.98,48.244,67.171,32.839,"H",86,65.971,13.89,74.392,"Class2",70.26
66.367,27.649,72.095,21.892,"N",85,64.441,23.989,54.932,"Class2",63.986
45.811,33.452,30.64,68.497,"O",9,68.13,37.045,70.749,"Class4",69.715
93.526,25.339,16.926,13.056,"K",92,10.997,81.062,23.224,"Class3",13.608
89.957,21.78,8.707,21.16,"O",55,9.169,81.876,26.553,"Class3",12.296
79.585,68.044,72.857,19.386,"K",84,68.191,11.523,51.668,"Class2",66.341
29.124,53.333,49.771,34.301,"Y",32,88.928,70.282,13.121,"Class1",41.015
73.89,20.894,7.86,17.984,"O",72,3.656,81.326,17.44,"Class3",10.521
76.581,73.909,73.808,23.62,"H",87,71.764,20.068,27.799,"Class2",86.018
88.549,27.9,71.481,20.787,"J",87,62.758,17.644,68.688,"Class2",98.781
31.574,51.739,30.973,34.169,"Y",11,89.249,60.024,13.552,"Class1",39.568
49.724,53.773,60.074,28.569,"I",30,92.896,79.35,16.96,"Class1",40.31
82.378,57.235,72.591,36.364,"J",84,70.109,17.022,28.93,"Class2",74.92
26.922,56.399,51.211,27.246,"Y",24,96.663,56.96,15.32,"Class1",43.587
48.963,19.357,1.421,10.644,"Z",86,2.016,81.423,26.508,"Class3",15.046
37.809,54.297,75.239,27.662,"Y",26,95.584,80.948,14.801,"Class1",43.444
78.713,62.625,72.716,28.58,"H",85,63.286,14.136,69.619,"Class2",94.503
72.798,56.858,71.36,39.067,"N",86,68.497,29.246,72.532,"Class2",39.608
39.959,52.46,90.263,27.648,"D",29,95.374,76.495,12.17,"Class1",44.976
49.081,25.867,12.387,15.694,"K",64,11.516,80.389,27.33,"Class3",14.614
34.605,32.968,28.545,55.304,"O",8,53.276,24.353,53.157,"Class4",56.049
87.451,14.241,11.749,6.44,"O",86,6.478,81.45,25.468,"Class3",12.137
26.103,48.21,29.777,28.829,"J",15,94.892,78.717,16.946,"Class1",50.947
59.202,23.73,9.596,16.47,"A",92,9.731,80.583,25.987,"Class3",13.362
28.565,33.851,45.581,61.535,"B",6,61.311,30.971,32.773,"Class4",65.435
51.669,53.318,29.071,32.082,"D",23,88.929,69.078,11.863,"Class1",44.509
26.955,32.62,14.335,61.997,"G",8,55.643,18.146,15.835,"Class4",79.341
35.512,51.314,38.912,31.286,"I",13,94.416,62.009,13.465,"Class1",42.522
34.617,31.581,47.927,56.664,"B",8,NA,18.945,10.791,"Class4",84.803
41.329,54.338,45.62,33.799,"Y",24,91.403,59.244,14.232,"Class1",47.128
76.401,38.678,67.784,28.003,"J",85,60.32,16.713,32.758,"Class2",66.801
51.232,34.314,14.191,16.896,"K",82,2.428,81.083,19.007,"Class3",11.776
24.504,32.369,67.427,71.695,"G",4,54.105,25.811,73.438,"Class4",72.097
46.336,-11.303,15.463,13.702,"Z",68,4.958,81.562,27.29,"Class3",14.321
39.72,32.349,50.094,56.79,"F",10,53.01,25.551,57.951,"Class4",87.829
42.655,50.129,46.371,35.601,"I",10,94.662,60.301,16.216,"Class1",41.311
49.687,53.52,42.613,36.438,"D",14,92.826,70.324,12.674,"Class1",53.982
60.829,9.989,6.055,17.119,"A",77,8.949,80.287,25.898,"Class3",13.677
94.15,33.765,12.501,13.521,"A",57,NA,81.415,24.974,"Class3",11.738
34.191,53.599,39.413,28.219,"J",18,95.199,64.9,15.682,"Class1",40.764
44.764,52.249,102.208,31.241,"Y",14,95.472,74.569,16.441,"Class1",45.162
50.366,22.38,21.528,12.664,"V",59,4.037,81.513,20.756,"Class3",16.21
24.633,49.968,-4.115,23.226,"Y",12,95.487,78.153,13.006,"Class1",46.994
62.91,19.842,14.166,2.833,"K",82,3.542,80.358,18.154,"Class3",13.252
95.974,49.68,76.51,36.216,"J",87,70.433,22.459,55.026,"Class2",95.251
45.421,28.131,0.074,14.971,"Z",78,NA,80.204,19.028,"Class3",12.054
75.544,69.842,73.481,42.448,"K",87,63.605,23.97,37.214,"Class2",37.569
27.71,51.029,-10.738,30.033,"Y",10,89.042,73.673,14.119,"Class1",34.385
29.934,51.168,22.442,30.903,"I",10,91.044,73.315,11.93,"Class1",36.206
94.578,29.629,68.06,25.37,"Q",85,62.924,25.733,69.088,"Class2",32.482
20.23,31.817,42.994,51.026,"O",10,57.331,18.347,7.22,"Class4",98.502
93.67,21.899,7.405,3.592,"O",80,NA,80.176,17.504,"Class3",14.307
30.165,31.798,49.312,62.251,"F",2,72.479,19.352,39.987,"Class4",57.397
46.734,31.56,27.058,61.777,"G",9,59.905,33.307,61.664,"Class4",68.83
64.449,21.77,67.076,32.415,"K",85,67.924,19.799,81.365,"Class2",75.451
58.941,19.548,7.831,5.057,"V",56,7.895,81.822,19.305,"Class3",11.669
34.229,54.296,23.587,30.977,"D",17,95.828,74.105,14.914,"Class1",42.019
