"GXI1","EUH2","ETN3","AZS4","DTQ5","QGH6","IUQ7","IME8","QBO9","CTN10","Output20"
26.404,77.286,27.542,52.152,28.981,"D",69,25.645,41,46.324,"Class4"
83.311,94.9,56.328,38.559,51.26,"Q",43,67.783,63,51.681,"Class1"
61.941,85.738,NA,50.1,30.632,"Q",72,30.369,38,46.409,"Class4"
27.575,51.819,56.111,15.759,56.416,"F",63,11.812,36,10.25,"Class2"
56.171,89.6,56.732,35.396,54.449,"A",65,38.447,69,13.605,"Class1"
12.995,34.481,58.81,16.76,43.829,"G",89,14.988,42,10.261,"Class2"
55.08,68.132,30.104,43.235,54.364,"Q",11,68.257,93,17.041,"Class3"
52.038,95.707,63.104,36.364,44.842,"C",42,52.618,68,57.659,"Class1"
23.364,70.332,48.674,35.013,33.204,"N",75,18.829,39,43.309,"Class4"
11.234,29.624,61.55,16.423,20.984,"F",57,13.727,20,10.572,"Class2"
22.486,36.21,57.504,16.832,24.856,"N",93,9.482,26,10.621,"Class2"
32.947,26.877,54.892,16.694,19.736,"F",63,13.95,28,10.436,"Class2"
70.9,94.202,62.958,34.833,41.414,"Y",26,41.76,52,65.995,"Class1"
14.334,76.063,16.321,42.822,34.983,"J",76,17.495,34,46.184,"Class4"
60.482,65.66,69.784,30.871,65.335,"H",11,66.772,87,13.003,"Class3"
47.792,80.723,59.976,37.983,48.334,"Q",52,52.242,68,67.897,"Class1"
52.713,68.355,44.687,54.958,40.958,"H",12,61.999,83,27.54,"Class3"
71.428,88.503,56.753,34.746,46.201,"R",60,34.445,66,23.778,"Class1"
53.145,60.556,15.779,57.932,41.782,"I",72,19.424,34,44.537,"Class4"
33.43,59.777,37.952,83.426,32.116,"N",68,24.07,33,46.618,"Class4"
48.997,67.584,33.447,48.978,73.06,"F",12,65.752,87,45.842,"Class3"
59.635,67.816,45.377,25.875,66.737,"H",13,66.023,91,38.568,"Class3"
16.965,76.181,42.176,93.091,40.505,"J",75,37.326,41,44.72,"Class4"
36.621,47.545,46.945,75.44,48.926,"D",69,24.566,35,44.342,"Class4"
6.762,25.347,25.762,69.966,33.261,"N",67,33.063,41,44.077,"Class4"
74.665,75.011,58.475,36.092,49.845,"C",63,38.953,54,45.467,"Class1"
4.726,36.847,46.029,55.196,52.282,"I",68,24.894,34,45.554,"Class4"
61.226,67.403,54.056,75.423,79.415,"W",11,64.725,90,52.728,"Class3"
89.21,77.88,60.46,35.722,49.106,"Y",45,37.043,50,65.927,"Class1"
16.367,61.297,25.554,41.896,35.966,"J",72,30.224,37,44.859,"Class4"
26.643,91.315,58.076,35.249,49.865,"C",43,49.476,63,79.349,"Class1"
26.571,32.717,54.758,16.177,73.326,"N",84,16.355,19,10.653,"Class2"
55.24,35.432,39.486,74.008,48.247,"D",72,15.197,38,44.063,"Class4"
57.462,83.977,62.879,32.32,56.466,"A",56,64.68,54,39.969,"Class1"
74.636,86.342,64.21,35.024,54.647,"C",63,64.359,68,61.073,"Class1"
46.824,67.848,8.277,66.524,75.346,"K",13,70.608,91,36.872,"Class3"
55.675,71.557,33.935,90.173,31.968,"I",69,29.741,36,44.135,"Class4"
61.004,67.911,19.78,31.91,77.909,"K",11,67.701,92,36.58,"Class3"
23.872,26.684,53.48,16.598,41.652,"J",75,8.474,27,10.425,"Class2"
24.152,78.88,NA,36.395,60.809,"A",58,49.455,60,43.144,"Class1"
50.081,65.444,49.287,39.565,74.359,"K",12,68.327,93,36.696,"Class3"
36.918,88.917,38.342,76.121,41.107,"Q",71,25.189,35,46.477,"Class4"
79.681,73.922,65.918,36.851,48.158,"A",37,54.737,62,79.388,"Class1"
43.244,94.053,53.749,35.712,43.189,"Y",66,66.697,64,95.231,"Class1"
55.242,75.914,31.512,37.765,38.967,"I",69,21.045,41,42.567,"Class4"
66.746,67.996,51.856,75.696,37.893,"H",12,63.714,95,21.901,"Class3"
48.451,60.009,35.831,62.188,46.393,"J",74,16.498,35,45.837,"Class4"
30.195,93.888,54.802,35.151,57.149,"Y",65,40.161,66,35.559,"Class1"
59.401,77.666,32.369,59.383,40.119,"J",74,38.35,33,43.255,"Class4"
44.063,65.043,51.201,47.982,42.961,"W",13,73.691,90,38.008,"Class3"
45.408,83.575,44.679,47.414,37.261,"D",69,18.264,37,45.334,"Class4"
65.084,73.73,60.268,36.16,68.745,"R",64,62.883,68,-3.34,"Class1"
47.149,66.37,37.536,85.251,95.736,"Q",13,66.373,91,44.468,"Class3"
2.3,49.185,NA,16.542,37.492,"C",59,3.145,29,10.256,"Class2"
0.69,NA,15.515,29.113,36.552,"I",76,40.465,38,45.684,"Class4"
63.419,65.442,41.081,72.413,74.558,"K",12,60.345,91,22.127,"Class3"
58.602,68.881,64.504,53.651,76.339,"H",13,66.57,95,53.385,"Class3"
11.802,49.679,56.034,15.856,79.027,"F",78,11.12,14,10.485,"Class2"
79.109,89.005,NA,35.372,67.206,"Q",65,65.059,64,56.256,"Class1"
63.104,65.523,22.233,85.385,63.108,"Q",11,72.399,86,-6.569,"Class3"
11.846,39.191,57.477,16.753,22.96,"F",88,14.275,28,10.728,"Class2"
41.658,40.277,34.861,39.651,22.774,"D",71,39.53,36,45.666,"Class4"
55.695,68.876,57.816,37.693,63.705,"A",55,55.409,57,48.125,"Class1"
78.656,91.761,64.916,38.15,48.152,"Y",58,57.736,54,65.783,"Class1"
51.664,65.986,47.525,37.789,45.927,"H",13,70.286,95,38.981,"Class3"
8.306,28.094,60.263,16.437,13.135,"J",76,7.416,18,10.633,"Class2"
43.809,67.26,35.109,84.561,80.437,"K",13,68.338,89,13.875,"Class3"
52.687,NA,33.106,17.369,42.691,"I",70,36.11,41,45.829,"Class4"
24.897,49.921,NA,15.916,43.403,"N",90,9.195,28,9.976,"Class2"
22.597,87.328,10.461,42.172,40.451,"Q",76,28.297,35,46.359,"Class4"
34.942,67.389,54.802,35.41,43.152,"Q",50,50.506,66,50.446,"Class1"
63.522,67.228,35.464,63.245,59.354,"K",13,61.693,87,28.385,"Class3"
62.156,75.733,56.475,35.784,47.271,"Q",64,67.659,69,38.73,"Class1"
51.656,66.685,29.302,87.112,49.678,"F",13,60.502,86,25.972,"Class3"
30.767,61.703,11.439,78.74,32.07,"I",71,25.627,40,45.429,"Class4"
9.055,46.334,60.759,16.418,40.591,"J",92,5.207,47,10.777,"Class2"
32.951,44.491,57.472,16.504,45.732,"J",79,16.6,31,10.877,"Class2"
51.35,NA,41.653,59.43,77.86,"W",11,62.354,95,35.912,"Class3"
2.686,23.428,56.665,16.911,34.763,"J",62,3.828,45,10.273,"Class2"
52.127,65.851,15.48,63.425,73.464,"K",13,63.136,87,27.151,"Class3"
22.071,78.286,58.895,36.112,59.344,"C",59,49.999,57,33.732,"Class1"
58.772,76.568,53.758,45.271,45.612,"D",66,31.515,38,43.463,"Class4"
21.483,62.994,55.763,16.642,31.34,"G",89,3.753,33,10.588,"Class2"
48.991,89.565,61.842,36.268,39.015,"C",29,44.709,56,42.097,"Class1"
51.138,71.158,59.858,37.683,62.693,"A",36,57.711,57,44.834,"Class1"
32.68,59.032,57.633,16.206,33.046,"C",61,15.979,16,9.689,"Class2"
54.095,65.158,48.152,67.089,76.419,"Q",11,73.915,88,23.769,"Class3"
11.794,55.809,56.154,16.451,50.331,"G",63,9.169,34,10.433,"Class2"
71.496,72.112,60.11,35.448,58.432,"A",61,60.127,52,48.919,"Class1"
49.87,65.099,17.006,24.686,95.397,"Q",13,66.4,85,-13.925,"Class3"
90.207,79.93,63.497,34.83,63.817,"C",28,43.814,57,37.306,"Class1"
58.252,66.731,42.593,42.009,72.248,"H",11,73.459,88,5.314,"Class3"
28.733,51.449,54.784,16.098,27.803,"C",61,6.194,19,10.46,"Class2"
23.452,82.914,59.603,36.725,48.683,"Y",39,61.325,70,40.479,"Class1"
37.204,59.353,32.714,33.09,41.252,"J",75,30.031,41,44.673,"Class4"
32.56,86.159,63.028,36.848,38.499,"Y",21,56.367,54,65.952,"Class1"
36.566,69.954,60.84,34.31,50.42,"A",31,54.166,67,93.041,"Class1"
34.34,41.395,54.974,16.299,36.623,"C",88,14.645,38,10.758,"Class2"
63.679,66.241,29.321,46.094,81.426,"Q",11,65.376,83,37.598,"Class3"
69.374,82.289,61.367,35.032,56.821,"Q",44,56.07,55,16.984,"Class1"
2.993,NA,58.115,16.232,33.75,"C",72,13.94,47,10.417,"Class2"
57.832,51.205,36.983,76.792,42.964,"D",75,36.946,39,43.246,"Class4"
11.021,34.912,56.824,16.398,43.549,"G",59,15.727,24,10.533,"Class2"
24.184,68.067,59.736,36.703,54.532,"C",48,57.36,63,18.441,"Class1"
49.241,75.974,60.757,37.097,59.622,"C",52,49.493,65,71.414,"Class1"
51.251,66.598,38.881,67.198,110.175,"F",12,65.117,89,6.859,"Class3"
12.979,40.42,58.263,16.364,46.88,"N",75,5.843,24,10.786,"Class2"
50.607,66.303,49.605,83.85,109.783,"K",12,67.715,91,16.458,"Class3"
16.678,21.692,55.963,16.072,47.679,"C",65,3.051,26,10.676,"Class2"
21.368,42.273,NA,45.097,47.519,"J",69,31.716,34,47.032,"Class4"
32.085,96.944,55.541,35.132,62.458,"Y",66,68.007,49,-22.676,"Class1"
49.786,72.728,60.1,33.51,44.988,"Y",21,51.068,52,65.828,"Class1"
67.679,92.321,61.21,34.892,49.806,"R",39,67.876,64,34.53,"Class1"
62.516,88.404,56.359,68.995,51.657,"Q",73,34.623,39,44.704,"Class4"
63.472,32.829,29.115,93.186,41.394,"N",77,24.41,35,44.392,"Class4"
25.324,48.173,56.805,17.188,58.222,"G",89,10.347,38,10.509,"Class2"
28.878,78.99,62.78,34.582,45.636,"A",39,42.166,70,71.686,"Class1"
25.204,34.998,25.591,84.144,40.687,"D",66,28.864,40,45.872,"Class4"
26.09,48.98,54.582,16.551,21.23,"N",55,15.436,34,11.23,"Class2"
56.52,67.698,35.125,48.222,40.684,"W",12,60.287,87,34.798,"Class3"
31.288,39.504,27.21,73.849,48.793,"N",67,21.585,33,49.274,"Class4"
52.281,68.23,49.735,90.463,76.428,"K",13,66.477,85,37.885,"Class3"
2.215,81.09,34.038,50.605,37.148,"Q",66,17.961,36,46.138,"Class4"
46.602,NA,65.82,35.332,55.01,"C",43,54.606,62,109.01,"Class1"
20.697,54.548,57.465,15.871,6.069,"C",65,6.76,43,10.401,"Class2"
66.526,66.043,25.121,58.181,63.867,"K",13,69.831,86,35.069,"Class3"
54.875,66.022,52.495,84.056,42.105,"H",11,61.455,84,39.924,"Class3"
28.88,88.14,58.711,37.101,42.387,"Q",43,56.874,54,55.116,"Class1"
57.482,66.034,42.91,51.993,91.581,"H",13,60.589,94,30.085,"Class3"
46.441,68.504,41.239,50.301,60.239,"K",13,60.995,87,17.827,"Class3"
7.506,38.104,NA,16.408,24.939,"G",59,8.911,26,10.11,"Class2"
25.303,NA,55.594,17.041,37.258,"J",58,16.103,50,10.241,"Class2"
62.096,67.064,48.146,39.698,68.499,"H",11,69.268,90,13.513,"Class3"
83.584,94.915,67.017,34.874,63.097,"C",40,53.565,67,8.748,"Class1"
23.065,26.014,57.449,16.989,34.069,"J",89,14.403,22,10.07,"Class2"
48.618,65.277,34.428,47.404,64.733,"K",13,63.577,95,10.237,"Class3"
37.272,81.863,61.694,36.387,60.637,"R",66,54.115,68,96.4,"Class1"
50.881,NA,56.473,34.031,90.935,"W",11,69.765,87,35.298,"Class3"
48.711,67.653,46.383,64.214,87.373,"F",11,67.107,86,42.03,"Class3"
12.764,30.656,NA,16.06,34.891,"J",61,3.283,17,10.208,"Class2"
30.962,19.653,60.264,17.367,29.113,"G",54,6.186,36,11.068,"Class2"
2.774,46.137,38.33,42.222,44.054,"J",72,33.613,35,43.401,"Class4"
3.454,35.937,57.608,16.795,15.922,"F",61,14.376,31,10.457,"Class2"
6.349,71.26,20.088,65.066,44.026,"J",75,41.58,36,43.188,"Class4"
68.289,88.46,59.764,37.763,54.192,"R",32,66,59,17.957,"Class1"
3.872,59.635,54.572,16.733,43.988,"C",91,8.317,25,10.411,"Class2"
51.437,67.758,43.61,67.507,72.292,"Q",11,65.281,92,40.361,"Class3"
6.358,32.816,57.261,16.448,36.452,"G",58,5.55,36,9.915,"Class2"
48.993,66.385,44.013,80.594,81.467,"F",13,61.526,87,53.137,"Class3"
30.242,44.286,61.766,15.971,35.084,"Q",74,24.868,39,44.27,"Class4"
21.875,68.425,6.366,97.266,48.528,"I",70,27.538,36,42.863,"Class4"
40.39,73.215,58.225,38.486,61.725,"A",21,40.991,57,67.486,"Class1"
40.067,78.344,NA,35.518,62.279,"Y",35,34.524,49,89.712,"Class1"
62.601,66.515,43.933,-3.45,74.878,"H",11,72.595,92,13.146,"Class3"
67.815,39.844,18.971,34.07,25.584,"N",77,15.711,38,43.243,"Class4"
49.097,89.112,64.951,35.387,55.462,"C",22,57.253,69,65.387,"Class1"
62.762,68.142,53.969,56.687,33.416,"K",11,64.318,87,49.551,"Class3"
56.995,95.638,60.311,35.883,68.124,"Q",48,37.205,67,91.285,"Class1"
10.398,53.614,56.012,16.531,23.348,"G",77,6.496,34,10.511,"Class2"
14.735,57.181,55.127,16.309,15.587,"F",53,6.565,39,10.102,"Class2"
62.904,81.738,NA,36.044,57.708,"R",51,68.599,69,77.355,"Class1"
30.493,42.237,58.586,16.089,25.074,"C",86,15.772,15,10.75,"Class2"
50.564,65.845,NA,43.459,46.139,"F",13,71.402,85,43.799,"Class3"
59.743,68.587,33.421,51.262,57.852,"H",11,65.413,95,45.897,"Class3"
60.238,65.073,38.611,34.407,79.93,"F",13,61.185,92,39.897,"Class3"
47.098,65.178,29.811,49.305,79.623,"W",13,61.962,86,16.541,"Class3"
17.469,29.756,57.683,16.735,37.206,"N",56,7.221,48,10.102,"Class2"
65.968,68.095,52.52,72.254,52.098,"I",73,15.862,39,43.21,"Class4"
26.768,56.201,57.655,15.749,57.665,"C",69,11.067,18,10.493,"Class2"
77.169,89.414,59.246,35.355,52.82,"A",60,34.1,58,71.818,"Class1"
48.341,65.439,53.355,52.218,52.968,"Q",12,68.692,83,15.315,"Class3"
58.166,94.532,64.255,35.271,55.281,"A",65,49.485,59,79.197,"Class1"
48.352,NA,61.768,58.47,31.096,"D",73,41.415,40,44.448,"Class4"
56.238,67.725,33.258,36.073,41.52,"F",12,68.005,90,-10.822,"Class3"
59.908,58.974,14.988,65.958,46.534,"J",76,24.967,33,46.137,"Class4"
43.963,95.424,59.363,36.297,64.209,"R",46,53.62,51,14.205,"Class1"
72.83,72.006,57.906,37.693,50.819,"R",29,38.086,56,56.241,"Class1"
77.451,73.185,59.302,36.436,44.336,"C",21,53.368,65,25.109,"Class1"
41.536,29.03,33.799,61.824,42.937,"Q",76,40.581,34,44.194,"Class4"
43.68,66.386,36.443,55.068,13.269,"F",11,67.954,94,38.07,"Class3"
44.587,88.736,58.466,35.475,37.855,"A",47,39.903,69,11.995,"Class1"
40.444,81.302,59.314,33.866,48.197,"Q",42,66.661,55,38.986,"Class1"
42.711,68.596,37.719,98.735,112.759,"F",12,68.204,86,48.497,"Class3"
63.031,65.484,47.631,52.598,85.98,"F",13,61.629,89,57.721,"Class3"
49.17,68.254,48.674,73.749,70.188,"Q",12,73.836,89,19.911,"Class3"
85.076,91.143,53.222,38.599,49.84,"R",64,62.099,65,-18.749,"Class1"
32.435,84.706,62.307,38.449,29.709,"Y",62,60.502,49,28.015,"Class1"
52.026,65.485,27.345,77.656,97.153,"W",13,69.351,83,21.085,"Class3"
57.197,77.988,66.828,39.405,60.58,"A",40,49.14,69,11.316,"Class1"
17.131,35.902,55.845,16.36,36.018,"C",77,8.085,46,10.321,"Class2"
34.809,79.504,35.285,52.15,48.297,"I",72,23.78,33,44.692,"Class4"
45.035,67.715,16.162,77.994,95.85,"W",13,74.864,94,28.675,"Class3"
33.23,34.554,36.52,71.227,34.668,"Q",71,40.616,37,43.657,"Class4"
30.036,87.954,58.643,36.918,46.175,"Q",27,56.424,68,50.732,"Class1"
45.48,NA,33.096,67.979,70.473,"W",13,72.223,83,23.105,"Class3"
79.967,77.644,62.991,34.297,48.407,"A",55,50.178,49,30.764,"Class1"
80.064,67.674,59.361,35.547,77.267,"A",60,52.336,59,6.629,"Class1"
8.398,NA,54.709,16.373,10.264,"G",73,4.947,51,10.293,"Class2"
6.043,46.621,NA,16.887,42.017,"J",87,12.206,39,10.722,"Class2"
67.597,NA,17.129,58.692,38.345,"J",72,18.938,37,42.074,"Class4"
67.638,61.909,32.596,74.188,38.273,"J",71,25.008,35,45.078,"Class4"
7.319,44.863,60.785,16.479,37.978,"J",70,5.794,24,10.619,"Class2"
53.083,88.487,24.461,96.935,36.99,"N",73,16.979,35,46.031,"Class4"
64.673,90.922,57.893,39.958,48.649,"Q",21,50.717,49,10.429,"Class1"
58.593,65.648,21.36,70.96,64.599,"Q",11,72.814,91,21.811,"Class3"
72.589,68.943,63.928,32.438,56.475,"A",40,68.593,58,42.852,"Class1"
65.339,NA,62.306,36.79,48.79,"C",48,46.615,62,76.375,"Class1"
30.549,28.074,56.878,15.692,71.622,"N",70,8.457,22,10.552,"Class2"
28.431,84.319,61.417,35.61,43.702,"Q",44,61.694,66,52.245,"Class1"
42.325,65.96,32.493,68.109,64.707,"H",12,69.343,85,27.744,"Class3"
11.064,57.695,55.605,15.942,68.723,"C",72,6.375,26,10.29,"Class2"
34.187,50.014,26.82,53.871,38.119,"I",66,17.161,35,44.004,"Class4"
19.919,59.33,45.863,38.656,41.953,"N",75,21.941,35,42.797,"Class4"
45.757,65.051,51.462,92.974,37.337,"H",13,72.909,84,46.83,"Class3"
52.823,51.24,10.808,43.379,45.257,"I",69,31.396,39,47.615,"Class4"
26.418,59.218,57.482,16.567,60.391,"N",74,16.502,28,10.909,"Class2"
21.708,29.037,56.676,16.885,37.615,"C",65,9.526,24,10.736,"Class2"
7.217,17.613,57.505,16.668,57.515,"C",79,13.195,51,9.833,"Class2"
19.072,38.623,59.152,16.635,66.337,"C",81,14.614,33,10.633,"Class2"
1.929,29.793,59.146,16.251,25.682,"J",56,10.89,40,10.351,"Class2"
42.408,67.955,36.915,68.613,83.379,"F",11,63.527,85,28.614,"Class3"
31.564,48.359,58.365,16.11,4.324,"F",89,9.167,33,10.941,"Class2"
23.376,36.927,55.92,16.619,47.263,"J",91,13.001,28,10.225,"Class2"
50.772,66.949,51.347,48.328,42.639,"K",12,60.158,83,28.379,"Class3"
32.737,NA,55.886,16.651,47.639,"G",87,14.396,40,10.287,"Class2"
18.947,54.851,53.522,16.712,43.671,"C",77,3.136,42,10.359,"Class2"
14.661,39.878,58.224,16.307,24.551,"C",57,10.949,45,11.167,"Class2"
10.966,83.449,17.361,54.889,40.412,"N",73,16.533,35,45.86,"Class4"
25.24,50.483,26.926,63.738,39.107,"Q",77,32.797,40,43.227,"Class4"
5.939,34.352,56.188,17.171,55.197,"N",79,14.771,44,9.916,"Class2"
72.954,96.677,60.964,35.08,53.209,"Q",55,67.705,68,13.183,"Class1"
4.015,26.361,58.14,16.866,21.427,"J",73,5.054,50,11.014,"Class2"
36.293,NA,67.515,36.051,67.263,"R",40,44.663,52,34.155,"Class1"
41.074,92.351,60.853,37.116,39.209,"C",51,45.88,65,57.153,"Class1"
60.724,68.599,5.713,63.698,41.126,"Q",76,31.539,37,43.895,"Class4"
45.854,67.741,33.461,69.172,62.154,"H",13,67.517,95,66.013,"Class3"
59.069,56.095,13.679,72.973,34.866,"I",67,22.093,40,44.507,"Class4"
20.461,39.495,25.17,68.931,47.076,"D",67,30.05,36,42.408,"Class4"
34.437,71.355,41.13,73.737,44.884,"Q",70,32.124,35,41.661,"Class4"
90.731,74.55,62.362,36.506,58.101,"C",40,63.575,66,53.173,"Class1"
16.229,19.7,55.384,17.205,54.788,"F",90,14.162,25,10.396,"Class2"
83.268,87.665,65.655,35.069,52.472,"R",45,63.485,58,51.639,"Class1"
4.427,60.806,59.809,16.682,59.757,"N",89,14.982,40,10.23,"Class2"
38.765,85.23,55.923,36.158,60.963,"A",65,37.095,50,45.308,"Class1"
9.808,48.557,59.103,16.861,20.096,"N",52,10.462,36,10.676,"Class2"
58.214,51.313,14.477,79.456,49.882,"D",77,21.356,34,42.546,"Class4"
61.207,93.425,65.237,34.771,55.275,"A",47,48.84,67,45.202,"Class1"
45.892,65.974,36.879,77.378,70.411,"K",11,69.065,90,45.016,"Class3"
66.185,66.056,34.908,32.259,75.062,"Q",11,73.157,84,13.434,"Class3"
72.685,70.888,62.714,33.851,55.656,"Y",52,51.297,49,41.48,"Class1"
31.546,79.207,60.016,37.379,59.807,"R",41,57.908,54,33.323,"Class1"
2.096,25.209,56.029,16.643,13.127,"N",56,11.665,40,10.192,"Class2"
55.724,24.828,44.233,87.458,43.337,"J",72,15.37,39,43.106,"Class4"
30.433,39.588,55.015,16.101,50.565,"G",85,5.402,43,10.377,"Class2"
55.663,74.027,53.469,36.891,40.219,"Y",56,56.028,58,13.849,"Class1"
52.199,68.032,46.513,49.935,94.542,"Q",11,63.108,91,56.26,"Class3"
5.504,43.822,55.133,16.211,65.023,"C",65,9.263,34,10.117,"Class2"
23.727,61.933,59.615,16.187,51.398,"J",54,14.999,35,10.283,"Class2"
51.017,68.57,28.065,77.93,36.486,"N",66,40.682,36,45.028,"Class4"
53.86,81.217,60.886,37.246,41.759,"Q",66,37.994,66,18.795,"Class1"
29.66,78.173,32.789,67.83,35.494,"N",67,27.416,33,43.619,"Class4"
66.443,68.416,19.71,83.45,73.407,"Q",11,61.953,87,17.915,"Class3"
37.819,49.935,52.034,25.716,45.578,"D",72,31.762,41,44.671,"Class4"
50.034,65.438,31.266,97.604,94.613,"H",11,67.974,89,42.231,"Class3"
9.309,43.822,58.707,16.876,73.625,"G",90,7.591,17,10.715,"Class2"
57.897,66.569,45.089,42.154,49.724,"F",12,61.668,92,-1.149,"Class3"
22.684,67.391,51.246,26.042,31.923,"Q",68,23.897,36,44.78,"Class4"
3.472,17.22,56.283,16.587,67.414,"J",61,5.41,41,10.363,"Class2"
41.38,79.335,25.426,32.07,30.229,"N",73,39.851,38,46.395,"Class4"
40.545,82.287,7.426,90.896,36.949,"Q",71,18.669,40,44.215,"Class4"
19.634,31.842,59.858,16.24,34.907,"N",77,5.13,27,10.179,"Class2"
43.626,66.085,25.62,59.42,71.117,"F",13,65.905,90,22.356,"Class3"
33.443,75.977,60.425,37.908,49.401,"R",66,52.944,55,9.203,"Class1"
53.669,68.499,29.741,83.066,60.063,"K",13,64.875,88,19.471,"Class3"
67.059,67.336,56.643,33.609,41.296,"Y",44,68.924,50,51.008,"Class1"
40.394,80.829,52.333,36.609,56.557,"Q",54,49.987,59,60.042,"Class1"
62.74,65.008,28.053,83.226,69.012,"W",12,71.527,88,4.537,"Class3"
62.961,66.294,38.022,53.805,69.063,"H",12,73.38,88,34.345,"Class3"
62.144,65.468,33.292,59.416,37.327,"K",13,64.352,89,24.197,"Class3"
26.091,61.055,19.475,48.96,31.713,"I",76,21.364,35,44.823,"Class4"
61.952,81.158,64.64,37.555,27.435,"R",27,53.33,66,53.23,"Class1"
42.484,68.025,22.528,33.863,62.73,"K",13,67.559,83,43.538,"Class3"
59.275,68.059,37.291,79.351,56.533,"K",12,63.39,95,35.935,"Class3"
13.943,82.258,68.687,57.146,35.395,"J",77,37.826,37,43.796,"Class4"
10.53,59.347,57.867,16.718,33.425,"F",70,5.657,47,10.709,"Class2"
64.019,44.619,45.591,47.089,32.486,"Q",66,37.216,38,44.106,"Class4"
41.247,74.803,31.798,72.082,47.433,"D",73,19.709,35,40.815,"Class4"
54.685,NA,34.583,97.343,48.737,"D",77,26.903,41,44.086,"Class4"
10.92,42.803,55.767,16.19,35.819,"F",84,16.016,38,10.404,"Class2"
22.106,39.435,56.72,15.958,52.443,"J",87,7.065,43,10.373,"Class2"
12.889,24.481,57.915,16.677,52.817,"J",78,4.869,42,10.355,"Class2"
77.787,81.368,62.685,35.754,71.905,"A",31,56.247,58,29.472,"Class1"
50.607,68.038,38.763,45.157,81.559,"W",12,67.193,95,35.318,"Class3"
16.204,83.436,34.443,88.513,33.748,"N",73,19.822,35,42.714,"Class4"
2.744,59.716,57.193,16.163,7.049,"C",51,11.27,50,11.206,"Class2"
34.946,53.859,55.269,16.893,17.435,"N",57,15.215,46,10.525,"Class2"
54.757,66.553,18.637,47.052,91.129,"W",11,66.825,94,39.205,"Class3"
85.92,75.827,55.083,36.704,56.076,"A",55,63.007,49,87.653,"Class1"
61.647,66.502,NA,32.416,67.553,"K",11,69.101,93,30.411,"Class3"
61.403,67.267,NA,108.155,66.111,"F",13,68.955,92,41.323,"Class3"
66.135,66.702,47.94,102.707,58.498,"K",13,71.384,88,47.378,"Class3"
6.235,71.757,41.349,69.546,36.135,"J",70,34.845,37,44.525,"Class4"
7.136,53.454,56.904,16.225,55.508,"C",71,5.248,51,10.823,"Class2"
20.944,63.854,43.226,44.289,41.285,"N",67,26.082,36,45.937,"Class4"
56.569,66.128,33.195,100.408,52.042,"K",12,69.639,86,18.962,"Class3"
79.064,89.77,67.584,37.182,48.364,"C",64,62.839,63,81.638,"Class1"
12.143,60.141,60.607,16.745,59.183,"C",80,7.138,45,10.284,"Class2"
43.948,67.697,44.454,44.514,84.655,"W",13,69.489,83,53.364,"Class3"
27.896,59.454,59.245,16.574,37.585,"F",52,11.164,46,11.385,"Class2"
47.386,67.902,27.982,39.144,53.621,"K",12,69.061,92,-17.469,"Class3"
86.798,71.508,60.584,34.962,56.028,"R",31,46.163,57,5.271,"Class1"
24.155,51.838,56.182,16.549,23.127,"G",67,12.769,15,10.444,"Class2"
53.669,83.454,16.319,40.661,37.92,"J",70,29.259,34,43.614,"Class4"
59.765,67.911,37.585,15.907,65.325,"K",12,71.302,87,15.439,"Class3"
42.845,73.125,NA,33.55,66.141,"A",41,34.641,57,54.087,"Class1"
6.338,54.866,56.38,16.584,47.342,"J",63,14.318,36,10.189,"Class2"
30.18,56.682,48.289,56.915,47.723,"D",75,38.2,35,44.83,"Class4"
55.041,67.863,20.136,70.955,69.439,"H",11,73.786,83,-2.325,"Class3"
20.712,45.812,61.726,60.156,36.145,"N",77,20.927,37,45.561,"Class4"
46.793,66.442,22.894,22.213,37.645,"W",11,68.021,87,35.94,"Class3"
10.366,79.91,22.354,88.973,47.46,"D",77,31.541,35,45.939,"Class4"
31.92,43.149,51.424,15.945,36.304,"N",51,5.4,15,10.248,"Class2"
21.418,51.497,56.89,16.475,37.049,"J",68,8.038,50,10.065,"Class2"
40.465,78.582,23.204,46.291,42.941,"N",73,23.69,40,46.583,"Class4"
9.528,23.386,NA,16.612,50.524,"C",90,13.785,47,10.64,"Class2"
9.051,NA,55.243,16.12,36.486,"N",59,11.593,20,10.757,"Class2"
63.058,36.3,32.28,82.226,35.396,"J",77,20.126,39,45.173,"Class4"
27.056,69.12,56.105,35.97,51.761,"R",42,47.46,60,59.946,"Class1"
50.728,67.743,34.328,30.638,37.57,"W",12,63.867,86,18.462,"Class3"
25.212,70.356,67.504,38.141,51.457,"R",45,34.546,56,53.595,"Class1"
33.177,87.044,55.886,36.238,46.784,"C",48,61.489,59,27.256,"Class1"
31.533,41.024,NA,17.121,34.044,"C",51,3.712,32,10.411,"Class2"
30.72,36.073,29.265,74.565,35.352,"Q",76,24.531,36,44.438,"Class4"
62.185,65.265,47,70.925,56.5,"H",12,67.502,88,25.22,"Class3"
58.649,NA,17.022,23.718,83.415,"Q",13,73.913,95,4.079,"Class3"
59.092,65.298,39.975,17.295,97.811,"K",12,65.465,84,29.112,"Class3"
47.823,94.633,60.318,35.277,42.091,"Y",47,47.447,50,65.14,"Class1"
18.778,22.78,56.67,16.556,9.275,"G",64,4.377,41,10.495,"Class2"
8.013,47.875,57.076,16.362,31.091,"F",87,15.82,22,10.33,"Class2"
