"Output11","EVC1","CXK2","FKO3","IWU4","ANT5","PZK6","EZW7","SFA8","CLB9","LQW10","TKH11"
"Class2",10.37,77.354,11.083,74.579,"D","H",48.981,62.706,16,22.404,40.879
"Class1",-18.156,46.24,93.174,49.841,"W","B",77.087,31.478,43,49.501,27.718
"Class3",50.081,30.756,32.202,38.62,"S","R",15.641,67.932,71,78.661,42.06
"Class2",31.602,39.34,33.618,64.748,"R","Z",23.996,69.081,21,30.103,26.71
"Class1",74.073,35.035,76.185,57.782,"O","B",66.225,27.914,25,24.425,30.648
"Class1",2.53,55.828,40.132,55.557,"T","V",73.586,28.739,45,18.872,32.98
"Class3",42.201,31.958,31.467,58.677,"C","R",12.385,22.59,64,90.246,38.816
"Class3",62.45,36.041,33.101,40.778,"J","D",18.936,66.45,66,90.595,42.237
"Class5",86.692,44.491,16.31,42.549,"W","B",34.775,51.737,18,12.609,68.242
"Class5",85.758,70.181,15.677,42.862,"N","X",29.151,7.427,23,10.774,60.282
"Class2",27.704,39.978,19.553,60.896,"F","Z",19.704,61.656,44,27.131,34.484
"Class5",81.462,20.091,16.873,48.968,"I","G",24.024,58.287,30,30.043,51.465
"Class2",46.295,70.701,40.281,71.345,"X","H",75.025,69.811,17,4.462,87.819
"Class1",36.121,25.766,75.464,59.838,"W","W",73.93,23.578,35,28.595,-1.615
"Class2",15.592,49.487,23.519,64.242,"D","B",13.319,68.317,16,20.977,12.363
"Class2",41.755,58.73,17.713,77.355,"F","H",36.022,63.062,17,12.645,12.002
"Class2",54.87,51.672,17.908,68.941,"F","W",35.525,65.937,37,15.245,47.103
"Class4",34.745,58.503,7.239,31.185,"K","C",57.25,77.296,34,30.793,69.49
"Class1",34.487,19.869,81.481,56.716,"V","B",73.59,25.783,22,32.598,10.999
"Class4",52.838,58.483,13.336,53.83,"W","Z",82.701,77.022,34,35.372,89.76
"Class5",89.376,49.568,16.43,42.714,"L","S",19.776,60.324,34,1.139,55.791
"Class3",74.859,39.325,27.532,NA,"S","U",19.703,26.323,82,79.42,39.518
"Class4",49.069,57.316,4.16,45.978,"K","W",59.474,80.083,29,24.204,67.122
"Class3",44.885,34.454,34.475,73.565,"J","R",10.754,21.816,64,84.727,43.42
"Class3",60.468,31.208,31.338,54.13,"C","A",12.93,47.742,71,75.703,41.538
"Class2",49.132,60.339,14.07,66.667,"K","W",38.356,63.248,25,25.522,63.271
"Class5",83.724,29.233,15.853,44.076,"A","X",11.753,24.685,35,28.867,55.411
"Class5",87.14,15.214,16.671,45.015,"N","G",10.33,36.84,31,9.175,61.068
"Class1",33.521,58.988,37.483,67.747,"W","Q",72.036,26.821,29,42.924,29.82
"Class1",72.506,27.804,91.505,68.685,"N","R",70.888,23.309,22,34.527,13.06
"Class3",86.084,34.407,32.368,40.035,"C","T",15.258,39.935,73,77.951,35.432
"Class5",85.272,60.9,16.172,45.312,"W","B",20.006,46.181,22,5.531,65.953
"Class4",20.179,58.225,17.948,49.133,NA,"W",35.715,76.736,34,44.951,74.413
"Class5",83.076,14.444,16.545,49.673,"I","X",-1.089,43.831,33,29.997,64.952
"Class2",22.977,66.395,26.427,74.925,"D","B",28.33,69.945,32,16.385,39.784
"Class2",12.667,76.789,39.493,69.209,"F","H",39.345,69.816,37,10.865,26.316
"Class1",11.465,31.255,73.761,62.53,"V","W",70.716,30.59,30,33.708,31.47
"Class2",24.326,45.324,11.482,56.486,"K","H",-0.151,69.536,14,23.755,32.44
"Class2",11.831,71.001,20.103,91.012,NA,"B",42.31,68.606,45,32.453,36.101
"Class4",47.83,59.526,17.428,54.425,"Q","M",86.75,80.151,30,60.137,65.238
"Class2",-3.544,72.641,31.26,81.668,"X","N",67.379,69.052,30,29.918,70.648
"Class5",84.49,10.868,15.628,42.193,"W","A",30.877,22.088,22,12.61,54.98
"Class4",71.635,57.291,8.813,53.362,"Z","J",50.554,80.337,29,46.742,63.06
"Class2",30.349,67.289,27.191,83.039,"D","H",66.869,64.391,14,31.948,13.581
"Class3",32.099,35.097,33.113,74.111,"S","U",6.271,73.486,68,75.15,35.091
"Class4",65.386,58.83,8.698,63.906,"Z","Z",54.804,75.64,33,17.061,74.487
"Class1",8.131,49.704,55.145,51.239,"V","W",68.346,31.128,22,29.108,24.73
"Class5",80.553,14.99,16.894,46.766,"W","S",24.256,35.978,26,9.51,82.543
"Class4",26.005,58.764,5.41,45.472,"Q","C",61.874,80.54,34,51.925,60.328
"Class1",50.641,41.233,63.603,58.993,"T","B",76.581,24.26,47,16.122,31.928
"Class1",41.795,41.742,37.681,64.99,"V","V",73.628,25.588,34,31.694,54.355
"Class1",45.611,34.615,84.385,55.145,NA,"V",68.026,23.964,41,34.626,50.778
"Class3",62.274,41.711,27.195,67.095,"J","D",18.992,73.392,61,84.204,40.938
"Class3",41.071,35.359,34.392,28.509,"J","R",9.536,78.379,74,84.132,56.702
"Class2",8.122,72.906,39.218,86.994,"K","Z",33.672,61.434,34,14.832,42.035
"Class1",26.824,57.988,49.376,55.515,"W","R",73.823,30.524,36,21.989,48.379
"Class4",33.142,57.551,9.134,44.407,"G","W",72.223,80.625,32,36.445,79.151
"Class3",102.64,36.967,28.478,53.912,"A","T",17.385,69.156,82,71.552,41.109
"Class2",18.013,71.215,32.546,59.605,NA,"Z",60.381,67.579,13,9.79,29.876
"Class1",34.698,21.079,74.789,48.087,"N","V",72.351,30.719,46,39.635,25.815
"Class2",4.133,77.401,40.21,58.224,"F","Z",78.559,63.601,24,13.85,65.661
"Class3",48.971,31.512,29.562,53.499,"S","A",16.486,56.389,69,70.689,49.663
"Class5",84.997,69.021,15.191,47.116,"W","X",13.006,40.12,16,14.811,56.68
"Class2",41.731,39.052,35.686,79.243,"R","B",11.415,61.529,31,11.368,47.419
"Class4",41.961,58.939,18.587,46.07,"K","W",72.327,79.17,34,43.95,50.29
"Class4",36.867,58.724,11.573,NA,"Q","M",79.267,77.955,33,27.688,67.649
"Class1",57.031,45.315,50.862,NA,"T","V",72.75,30.684,44,45.896,42.267
"Class2",29.25,80.189,30.048,57.306,"D","Z",71.22,64.803,40,28.272,16.926
"Class1",35.129,47.389,74.364,71.502,"W","W",74.621,25.972,49,24.331,29.795
"Class4",26.51,59.202,12.62,45.065,"G","J",49.744,75.704,29,42.476,75.299
"Class5",88.662,35.767,15.327,44.522,"I","B",17.065,48.009,37,26.873,59.803
"Class2",23.208,70.622,40.287,69.464,"R","W",50.922,67.427,39,14.558,43.486
"Class2",18.023,58.732,11.798,71.129,"D","N",47.776,69.839,21,13.62,38.897
"Class1",7.759,50.8,93.545,56.255,"T","W",69.91,31.432,22,41.162,19.954
"Class2",31.067,50.781,30.537,55.463,"X","W",21.433,61.307,17,30.386,39.182
"Class5",85.507,24.118,15.542,50.279,"L","X",29.332,51.105,19,15.942,65.78
"Class1",-39.186,53.668,96.201,65.337,"T","B",65.786,25.707,40,43.806,0.692
"Class4",82.938,57.717,16.172,52.169,NA,"C",49.225,78.865,31,26.954,60.317
"Class2",42.477,49.647,13.391,63.76,"K","Z",38.694,66.164,9,6.906,35.1
"Class2",28.127,58.017,40.109,69.782,"R","W",58.337,61.016,4,28.454,47.006
"Class3",5.168,36.511,34.076,63.454,"J","R",11.937,69.02,66,90.724,40.115
"Class1",19.926,40.826,41.281,41.699,"T","R",72.673,27.856,22,24.556,42.072
"Class4",35.663,57.325,17.78,41.02,"W","C",102.615,75.691,32,29.932,76.701
"Class1",50.719,36.332,42.193,69.355,"O","V",74.72,30.415,49,17.758,31.197
"Class3",57.705,29.587,30.257,65.21,"A","D",13.302,26.375,54,71.46,39.235
"Class1",-0.428,46.756,66.4,51.38,"V","Q",70.714,23.311,52,27.115,30.136
"Class3",21.204,33.315,34.702,42.109,"C","U",8.674,45.328,70,78.497,32.39
"Class2",21.216,70.209,31.31,56.149,"F","H",35.458,65.311,39,8.94,48.451
"Class1",31.709,54.539,95.55,NA,"W","W",71.558,27.819,48,22.497,50.765
"Class1",24.01,28.11,66.972,NA,"N","V",74.29,28.513,31,27.854,14.222
"Class3",65.655,37.276,28.319,57.197,"Z","R",14.403,77.024,63,85.663,28.08
"Class5",88.239,23.77,15.646,41.983,"A","A",13.809,20.26,14,37.373,84.409
"Class3",72.521,33.832,29.85,51.626,"S","T",17.628,44.673,66,77.692,41.874
"Class4",52.815,58.788,15.25,49.932,"Z","Z",65.549,75.914,31,54.597,89.652
"Class1",9.953,52.354,90.202,39.219,"W","R",69.205,23.418,32,43.691,23.587
"Class4",60.65,59.556,12.955,48.468,"G","M",46.883,79.573,29,24.459,70.88
"Class1",18.281,33.614,82.762,48.444,"V","Q",67.243,26.445,24,28.67,70.264
"Class3",76.552,27.864,32.959,NA,"A","A",16.089,53.638,61,71.884,47.424
"Class4",36.367,59.63,10.257,49.577,"Z","J",79.81,76.801,30,47.371,86.078
"Class3",112.139,33.958,34.206,66.976,"J","T",13.114,30.996,59,87.395,36.459
"Class4",24.664,59.094,18.101,45.811,"G","C",54.521,79.752,31,30.586,64.215
"Class3",67.283,38.546,32.445,NA,"Z","U",17.011,31.891,71,84.023,38.339
"Class5",89.509,21.13,16.676,49.52,"W","X",16.353,50.918,32,22.336,42.056
"Class5",85.699,45.7,16.095,48.25,"A","G",6.666,25.178,33,43.497,56.018
"Class4",71.967,57.912,17.995,47.072,"W","M",67.064,80.928,29,39.069,64.805
"Class3",32.994,40.736,28.428,57.769,"J","R",14.12,25.235,68,81.067,42.205
"Class5",89.293,77.936,15.373,48.616,"W","B",25.359,10.509,28,38.388,59.371
"Class4",63.411,59.456,11.868,44.638,"Q","J",70.507,75.025,29,31.362,69.981
"Class5",81.77,73.795,15.365,45.388,"N","G",24.365,45.42,31,11.021,65.086
"Class2",31.411,49.972,28.363,65.199,"X","Z",30.703,68.772,25,20.392,19.238
"Class3",25.14,41.288,33.77,32.319,"A","T",17.477,41.72,78,76.605,32.904
"Class1",59.323,17.764,78.242,61.559,"N","Q",76.985,23.951,46,32.554,13.253
"Class1",18.215,39.259,52.454,34.333,"T","R",66.595,25.223,43,28.393,38.511
"Class2",26.792,52.392,11.35,60.664,"F","Z",28.278,64.074,4,8.841,51.833
"Class2",37.786,71.034,14.396,80.86,"K","B",48.652,62.295,32,22.1,39.915
"Class1",35.908,39.873,81.574,55.413,"W","W",71.154,24.268,37,38.346,37.864
"Class3",24.92,28.791,28.111,56.239,"C","A",11.799,53.307,79,81.442,37.217
"Class1",33.721,52.688,91.682,52.85,"T","V",71.548,22.102,46,32.567,20.838
"Class1",41.916,30.285,77.011,61.803,"T","B",74.171,26.614,23,35.673,34.008
"Class3",40.589,41.728,29.567,46.137,"A","A",17.274,65.194,64,85.016,42.271
"Class1",19.538,34.822,85.046,49.894,"W","R",70.616,23.625,50,45.592,18.576
"Class1",13.509,57.943,88.387,53.866,"W","Q",71.113,23.917,47,12.734,20.502
"Class4",50.794,59.13,10.912,51.966,"Q","W",58.608,77.376,34,30.632,81.562
"Class2",22.276,44.981,25.926,63.542,"K","H",35.829,61.763,40,5.224,51.812
"Class3",19.513,36.864,31.548,47.784,"Z","U",12.733,25.635,65,87.391,32.334
"Class1",34.622,54.736,72.639,NA,"N","B",73.751,30.374,53,18.422,44.133
"Class4",25.473,59.842,18.065,48.614,"Z","M",46.353,78.088,29,28.267,79.946
"Class1",55.719,46.449,77.12,74.804,"O","Q",72.308,23.054,31,12.618,27.696
"Class4",68.281,58.684,16.52,37.299,"K","M",92.566,80.514,34,40.938,72.571
"Class4",43.51,58.666,6.413,45.591,"Z","M",90.954,75.727,29,53.875,60.795
"Class4",45.798,58.499,10.239,35.145,"Z","J",53.993,79.905,34,22.269,69.281
"Class5",84.734,13.931,15.049,44.933,"N","X",17.302,55.531,33,11.101,65.814
"Class5",89.44,75.77,15.355,44.531,"W","S",30.903,34.959,33,22.549,57.872
"Class5",83.04,36.384,15.2,49.235,"I","G",19.689,33.753,6,43.951,50.192
"Class1",31.038,28.032,71.011,43.622,"W","R",74.247,26.452,30,21.517,28.878
"Class3",24.918,31.895,34.285,55.141,"C","T",18.956,61.711,76,73.096,42.919
"Class1",59.433,55.38,93.145,40.254,"O","V",71.541,24.13,23,34.034,29.765
"Class5",83.295,77.975,16.28,48.281,"W","S",20.558,4.231,34,0.307,70.91
"Class4",57.688,57.729,12.613,56.576,"W","M",81.029,75.197,32,62.848,45.001
"Class2",25.313,65.19,22.89,59.901,"D","H",62.915,63.491,47,20.09,21.41
"Class3",22.92,37.196,28.013,55.113,"A","R",16.818,76.63,54,69.716,45.448
"Class1",5.834,23.225,95.48,55.379,"T","V",69.945,31.093,27,44.847,13.563
"Class5",87.614,66.816,15.322,43.347,"N","B",27.702,69.336,30,28.179,74.285
"Class4",65.463,57.25,11.855,43.693,"Z","Z",100.301,77.892,33,45.457,80.143
"Class5",85.159,54.334,15.225,44.693,NA,"G",20.474,27.345,34,32.724,67.452
"Class1",20.035,58.061,44.139,48.287,"N","B",75.97,29.154,27,24.929,14.34
"Class2",26.313,40.287,31.706,NA,"F","H",30.28,63.534,33,12.734,-5.974
"Class5",88.701,29.417,15.449,44.929,"W","B",28.681,32.581,26,19.392,52.686
"Class4",46.334,59.47,17.619,63.849,"Z","J",60.901,80.728,30,25.501,83.457
"Class3",48.648,28.233,27.894,56.682,"J","T",17.343,57.162,80,76.84,38.229
"Class2",10.424,45.772,17.741,78.471,"X","N",25.189,68.861,10,26.026,41.143
"Class1",42.483,22.214,69.619,68.322,"V","R",69.338,23.696,39,33.238,30.038
"Class3",77.337,31.239,29.985,44.625,"J","R",17.75,31.498,80,76.572,31.389
"Class5",85.021,24.222,16.163,44.056,"W","S",15.946,45.981,20,25.039,33.42
"Class4",28.459,57.576,16.128,49.41,"W","C",67.611,79.531,33,60.754,75.896
"Class4",68.83,57.184,15.231,35.909,"Z","J",86.821,76.372,34,25.763,72.13
"Class4",26.797,57.141,11.468,46.109,"Z","C",64.687,79.932,30,60.936,79.371
"Class4",78.642,57.358,16.472,45.639,"W","Z",73.402,75.603,32,25.072,63.486
"Class1",-5.26,23.093,38.808,48.335,"V","B",75.464,25.096,28,41.045,47.6
"Class2",34.812,54.941,25.014,77.034,"R","B",63.984,67.92,4,20.703,18.985
"Class2",35.096,72.147,9.393,60.557,"D","H",36.476,69.043,11,18.683,44.682
"Class4",82.428,58.81,10.019,44.949,"W","W",51.923,77.611,33,59.566,88.651
"Class3",36.852,40.618,27.109,49.992,"A","U",17.802,58.882,60,79.505,29.923
"Class2",27.482,42.156,36.759,48.476,"F","B",58.686,66.731,5,33.34,40.276
"Class3",109.425,34.754,29.108,61.543,"A","U",18.717,32.105,69,72.953,51.848
"Class3",50.346,41.339,31.524,47.181,"S","T",17.941,64.173,67,72.256,37.017
"Class3",51.829,38.934,35.895,62.236,"Z","A",12.36,39.202,62,85.192,35.507
"Class3",90.504,39.36,29.179,41.355,"S","R",12.649,22.201,65,79.952,40.854
"Class2",27.848,71.763,33.878,35.116,"F","W",20.933,62.913,25,7.639,34.256
"Class3",51.788,31.12,35.461,49.301,"A","A",21.224,40.429,73,84.503,38.334
"Class2",30.291,78.536,34.323,61.318,"X","W",62.252,69.282,29,14.192,40.358
"Class4",61.467,57.457,4.391,49.906,"Q","J",67.003,77.745,32,45.962,59.046
"Class5",89.401,23.493,15.14,44.037,"W","G",14.186,28.28,10,5.218,65.799
"Class1",0.094,33.425,89.888,46.938,"W","R",77.056,31.723,52,43.2,31.688
"Class1",23.185,30.871,66.913,49.716,"N","B",72.979,24.224,51,43.999,26.222
"Class4",49.112,59.702,13.996,58.018,"Z","Z",81.558,80.064,33,56.16,66.894
"Class4",44.025,59.563,4.919,52.099,"Z","C",40.636,77.653,32,54.948,81.782
"Class5",90.554,39.642,15.245,47.554,"N","B",32.348,10.552,25,20.191,52.748
"Class3",100.728,32.634,34.272,54.058,NA,"R",17.449,39.173,75,85.958,37.498
"Class4",72.185,57.833,14.647,57.806,"G","Z",62.334,79.662,29,18.734,89.237
"Class4",69.535,57.213,18.887,48.302,"Q","M",77.682,76.805,34,32.376,73.974
"Class3",65.547,39.975,27.994,47.652,"C","U",22.127,46.157,67,74.626,44.271
"Class3",84.119,29.168,31.432,62.413,NA,"U",17.431,33.461,74,71.794,34.384
"Class1",40.533,21.588,44.718,NA,"N","Q",74.225,28.177,41,15.158,43.049
"Class1",28.211,34.125,44.357,55.183,"N","W",71.307,22.474,24,26.738,40.479
"Class2",4.003,43.193,34.302,60.823,"D","W",58.44,67.047,10,21.35,28.657
"Class5",88.862,43.877,15.423,41.196,"N","B",33.657,61.42,12,33.222,54.279
"Class1",48.228,39.072,85.114,41.885,"W","B",66.226,26.98,41,15.213,60.528
"Class1",26.94,18.338,44.473,54.64,"N","W",66.787,22.964,44,46.429,44.855
"Class2",26.348,66.775,31.313,61.327,"K","B",8.421,61.081,42,4.048,29.063
"Class4",16.342,58.186,15.103,45.797,"Z","W",83.071,76.306,29,51.096,67.016
"Class5",90.509,15.841,16.482,41.076,"I","B",16.316,14.191,36,2.901,65.832
"Class5",92.333,27.032,16.511,45.846,"I","A",16.413,31.912,24,33.799,70.073
"Class4",70.205,57.7,7.854,42.611,"Q","Z",65.275,80.497,34,20.289,69.784
"Class2",34.282,70.322,23.828,63.138,"X","Z",36.279,67.105,42,9.4,21.681
"Class3",35.106,34.152,29.055,54.21,"C","U",11.444,32.291,82,74.802,39.128
"Class2",17.013,40.056,19.403,77.191,"F","Z",51.054,64.684,24,15.586,23.428
"Class4",92.413,57.677,12.645,49.919,"G","Z",72.034,78.622,29,34.372,73.366
"Class4",75.154,57.059,14.33,NA,"G","M",37.357,75.954,33,50.579,73.589
"Class2",35.826,67.212,26.097,59.511,"R","N",53.062,61.947,24,24.662,4.054
"Class2",11.811,42.922,30.167,64.007,"R","N",18.857,67.972,17,7.805,49.016
"Class3",70.613,30.961,34.063,71.972,"S","D",19.965,37.385,80,90.65,40.033
"Class3",41.249,29.06,34.028,39.016,"Z","R",13.832,44.212,65,89.344,41.204
"Class1",56.726,50.707,57.264,64.089,"V","Q",72.612,29.558,46,34.008,12.108
"Class2",16.67,63.986,19.5,51.605,"R","H",42.735,67.757,4,32.099,36.771
"Class3",63.217,27.751,27.655,NA,"A","D",18.915,73.94,68,89.226,39.176
"Class4",66.596,59.908,16.942,45.562,"K","M",63.333,77.893,33,61.087,64.318
"Class5",87.145,38.689,15.632,39.741,"I","X",22.071,29.294,36,32.732,50.463
"Class1",37.356,48.27,57.343,58.017,"V","B",74.986,28.498,43,24.389,34.871
"Class1",8.284,50.27,71.533,62.084,"T","V",73.033,30.422,27,17.857,56.725
"Class2",20.554,62.7,25.126,47.382,"D","H",21.134,67.282,21,33.757,19.658
"Class3",47.955,34.217,34.865,76.85,"S","D",9.026,36.941,69,90.844,40.667
"Class4",48.361,58.138,7.187,70.819,"K","Z",24.157,78.835,29,52.086,86.916
"Class1",29.342,41.531,88.322,57.721,"O","W",74.301,31.188,45,32.569,47.567
"Class2",52.065,42.487,16.548,61.505,"D","H",33.663,61.506,25,31.928,70.756
"Class1",46.002,48.188,80.434,49.781,"W","V",76.521,30.613,26,11.271,7.886
"Class5",86.716,24.012,16.148,40.564,"W","B",16.187,28.012,10,1.817,81.137
"Class3",49.998,35.025,30.857,48.076,"C","T",14.232,57.423,71,74.647,42.417
"Class2",15.689,52.509,14.03,63.268,"F","Z",18.716,66.868,7,15.419,35.55
"Class5",82.639,74.658,15.19,51.194,"A","B",24.257,10.474,13,32.928,69.04
"Class5",88.669,35.012,16.348,48.809,"A","S",26.758,69.935,23,1.348,44.936
"Class1",38.253,52.088,48.614,54.375,"O","V",70.952,31.217,48,21.538,52.178
"Class3",9.087,29.451,27.681,26.215,"C","A",14.258,44.242,68,71.041,36.765
"Class4",56.977,59.325,17.583,47.054,"G","W",69.341,78.672,34,50.67,101.305
"Class2",18.525,64.07,34.822,51.134,NA,"H",43.672,67.864,13,13.413,38.965
"Class1",43.274,18.153,74.908,70.355,"T","B",76.126,30.946,38,23.963,20.891
"Class5",87.349,54.213,15.78,43.995,"N","B",21.712,29.125,9,13.359,55.135
"Class5",83.949,17.326,15.212,52.486,"I","A",12.599,44.11,32,29.633,71.732
"Class5",83.325,10.482,15.553,41.294,"I","S",28.596,52.521,17,13.275,63.371
"Class3",74.549,40.269,32.028,26.37,"C","R",12.507,42.175,64,83.917,33.845
"Class3",3.003,34.771,31.525,55.534,"S","D",4.845,72.969,68,71.954,42.699
"Class5",84.664,13.708,16.307,48.054,"I","G",2.222,23.249,21,27.246,59.123
"Class5",85.19,47.469,15.095,44.777,"L","A",21.058,26.822,26,1.843,76.376
"Class1",1.546,49.766,85.514,48.434,NA,"B",69.235,28.456,47,36.324,25.548
"Class3",43.837,30.752,34.934,45.346,NA,"D",8.824,43.792,69,78.284,39.993
"Class4",42.399,57.5,7.478,55.838,"Q","W",30.877,80.089,31,43.447,78.695
"Class4",15.743,58.592,7.857,41.73,"Z","Z",70.685,75.508,30,21.466,66.051
"Class1",28.468,30.964,96.332,62.922,"W","V",67.642,22.221,24,14.649,13.662
"Class1",23.455,34.375,56.875,67.028,"W","R",75.389,29.241,40,24.494,32.032
"Class3",81.172,33.311,35.817,68.914,"J","U",16.023,23.673,58,88.211,43.879
"Class5",84.372,77.172,15.774,46.262,NA,"A",9.172,17.145,26,34.72,64.405
"Class4",35.018,59.129,7.109,55.201,"Q","C",81.872,78.818,34,47.162,80.429
"Class1",53.428,51.362,81.173,50.678,"W","B",70.473,29.401,39,13.255,24.319
"Class5",89.693,58.706,16.408,48.648,"W","S",22.68,74.822,39,26.963,59.842
"Class4",104.245,57.736,12.661,45.765,"K","W",56.146,75.314,33,58.68,57.229
"Class5",87.241,74.436,16.549,48.755,"W","B",25.545,54.642,14,10.645,70.991
"Class4",63.092,59.753,14.655,57.3,"K","M",50.982,79.74,30,30.276,76.058
"Class2",12.206,73.718,35.417,58.02,"X","H",19.295,64.143,37,9.673,16.352
"Class2",-8.017,56.043,9.504,75.264,"X","N",24.08,65.145,29,27.873,35.003
"Class4",86.17,57.947,6.513,52.485,"Z","W",92.005,78.837,31,26.547,80.865
"Class3",24.249,39.566,32.593,64.53,"J","A",11.344,39.434,68,75.899,39.668
"Class2",28.024,45.391,38.998,NA,"D","H",26.57,68.403,22,31.594,29.698
"Class5",87.832,16.348,15.084,41.872,"W","B",28.403,49.057,10,16.608,74.625
"Class2",18.424,56.418,19.621,79.809,"D","Z",35.182,64.769,21,6.714,24.757
"Class5",84.832,64.833,16.917,48.32,"L","A",25.899,3.237,14,43.187,53.473
"Class5",90.278,64.874,16.325,45.402,"N","A",21.555,52.066,9,34.023,72.816
"Class2",20.263,56.794,19.165,54.791,"R","N",11.059,69.79,27,10.15,34.44
"Class1",30.148,34.472,77.275,69.166,"T","R",69.749,30.304,28,12.103,16.598
"Class1",25.274,45.279,88.245,58.536,"O","R",74.807,26.514,54,35.361,26.062
"Class2",26.422,67.434,22.118,77.347,"X","N",33.474,64.64,19,34.331,34.54
"Class4",53.349,58.656,4.169,61.656,"Q","W",53.376,80.686,34,35.871,67.935
"Class5",84.68,70.595,16.899,40.589,"I","B",21.91,53.76,10,32.107,47.831
"Class4",37.753,57.801,5.5,61.591,"Q","M",68.363,75.222,30,33.774,56.795
"Class2",26.107,71.43,33.876,58.51,"D","N",1.09,62.326,40,16.775,39.57
"Class5",83.267,45.229,16.914,41.702,"A","X",23.643,42.399,10,22.326,78.761
"Class3",96.307,34.624,33.698,49.214,"A","R",15.033,43.761,82,78.044,44.361
"Class1",53.896,40.411,89.277,58.583,"V","W",75.706,24.276,22,10.209,16.524
"Class2",25.544,49.382,37.591,59.837,"R","H",35.776,67.861,46,17.783,32.997
"Class4",36.926,59.284,7.442,30.565,"K","M",33.685,79.019,32,36.256,84.869
"Class5",86.916,23.86,15.438,41.263,"I","S",26.138,35.828,8,33.805,78.546
"Class5",84.165,25.047,15.512,47.176,"L","G",13.321,46.26,32,12.866,59.054
"Class4",52.009,58.645,13.812,43.287,"K","Z",78.175,76.858,33,60.997,75.619
"Class3",71.238,34.854,34.873,57.927,"Z","D",14.337,76.347,56,81.739,40.435
"Class1",21.265,57.18,65.931,54.377,"T","V",76.682,29.424,41,31.568,58.111
"Class5",83.198,29.711,16.897,47.376,"W","G",-0.946,43.169,8,25.291,60.472
"Class3",37.361,27.987,27.69,36.899,"C","U",7.615,32.342,81,77.584,41.789
"Class3",8.831,35.749,28.718,54.553,"A","R",18.76,31.079,69,89.892,41.626
"Class2",44.768,64.773,28.799,66.479,"K","W",19.935,63.602,33,32.902,-3.22
"Class1",61.416,53.706,46.969,68.768,"T","V",75.16,28.288,32,18.634,14.838
"Class2",31.065,61.957,11.41,92.379,"F","H",16.401,62.574,8,10.17,23.14
"Class2",6.164,44.373,25.428,60.521,"X","W",16.494,69.454,8,12.854,44.788
"Class4",28.314,57.87,9.102,40.947,"Q","J",71.932,79.437,32,18.996,68.655
"Class4",41.984,57.516,8.541,NA,"Q","M",95.54,77.137,30,45.409,69.919
"Class2",24.243,62.946,13.954,NA,"F","W",49.225,66.68,45,15.739,28.336
"Class5",80.692,68.677,15.083,37.877,"N","G",22.338,70.042,8,7.345,77.894
"Class2",51.003,74.131,13.947,63.596,"F","Z",12.269,61.487,42,23.144,57.598
"Class2",23.81,80.191,9.067,30.581,"D","Z",33.553,65.777,28,5.511,69.266
"Class4",24.979,58.902,8.174,56.003,"Q","M",98.766,75.695,34,39.558,66.606
"Class1",40.096,56.173,81.954,52.194,NA,"V",71.91,27.428,47,28.455,11.373
"Class5",89.043,65.14,16.658,NA,"I","G",22.245,71.261,15,42.763,50.038
