"WYI1","ECB2","Output5","RKH3","DKI4","JIA5","HTD6","CGX7","KHF8","LSH9","OZT10","ODQ11","LYB12"
95,78.447,"Class2",46.961,26.448,73.55,40,"C",59.111,74.398,"P",94.272,21.175
73,60.7,"Class1",64.547,31.875,25.379,64,"R",NA,30.678,"C",77.225,55.109
91,57.226,"Class2",49.138,24.882,54.466,28,"I",60.652,69.367,"R",92.812,38.754
67,53.983,"Class1",71.418,34.194,43.031,64,"R",34.299,36.787,"R",84.312,48.269
72,56.375,"Class1",74.229,41.455,21.445,72,"D",26.609,37.804,"W",96.449,46.664
92,82.228,"Class2",47.246,28.557,62.97,41,"D",57.312,14.267,"H",96.893,40.714
63,39.922,"Class3",60.518,68.788,83.271,5,"E",23.404,18.113,"Z",42.722,90.303
92,57.256,"Class2",33.663,26.617,28.627,50,"A",57.517,41.592,"R",94.186,56.583
61,45.184,"Class3",46.285,69.7,84.158,14,"J",NA,19.892,"O",NA,86.719
68,68.371,"Class1",88.034,25.993,20.057,67,"V",33.132,55.652,"X",91.674,49.463
72,47.153,"Class3",54.686,70.694,93.226,6,"J",22.595,25.507,"R",56.084,82.663
91,71.86,"Class2",57.177,27.318,73.523,28,"X",57.034,47.6,"O",95.364,31.642
91,81.336,"Class2",29.139,31.287,51.086,36,"I",57.092,79.21,"R",NA,56.545
94,53.009,"Class2",30.535,26.843,33.646,39,"C",58.864,65.157,"P",92.878,35.853
39,41.775,"Class3",56.425,70.467,84.821,25,"P",27.975,21.533,"R",51.958,75.149
41,39.977,"Class3",50.317,70.532,78.55,14,"J",25.16,21.383,"I",46.508,65.965
72,38.53,"Class1",64.389,1.406,21.668,71,"C",27.006,53.721,"R",84.465,54.667
91,57.388,"Class2",50.878,27.59,67.283,68,"X",60.293,53.641,"R",91.66,44.417
67,45.596,"Class3",48.051,68.916,76.54,31,"J",21.072,14.935,"I",47.862,80.648
88,40.056,"Class3",64.475,70.264,90.468,21,"M",22.933,22.208,"O",49.357,89.403
66,35.178,"Class1",93.611,27.337,45.887,64,"V",32.989,11.961,"C",106.393,33.217
73,62.421,"Class1",65.533,15.478,15.141,67,"S",30.404,64.186,"X",NA,54.952
72,43.326,"Class1",76.528,31.85,27.799,73,"R",34.132,38.876,"C",86.219,34.487
70,36.785,"Class1",84.196,34.216,39.3,65,"C",33.921,38.261,"R",72.869,35.079
71,39.113,"Class1",65.503,31.543,24.72,73,"D",35.129,51.74,"D",84.881,32.525
67,55.97,"Class1",85.092,24.507,13.821,70,"S",28.863,21.876,"D",NA,39.136
63,39.878,"Class1",88.178,18.895,5.796,68,"C",30.167,11.574,"R",88.905,48.623
64,55.745,"Class1",79.152,31.813,9.927,71,"C",33.401,36.666,"W",73.861,43.57
73,55.45,"Class1",82.455,28.476,19.654,67,"R",30.076,34.577,"D",81.979,32.359
59,41.055,"Class3",60.336,70.345,93.563,21,"P",20.055,27.254,"R",52.063,68.357
70,34.9,"Class1",91.702,29.886,30.425,70,"C",33.606,33.701,"X",77.166,43.626
96,26.567,"Class2",39.816,24.815,56.974,68,"X",60.791,21.48,"C",94.838,11.483
94,39.247,"Class2",26.243,29.441,58.355,80,"C",60.225,46.262,"C",94.414,19.425
97,57.586,"Class2",37.849,30.185,82.184,75,"I",NA,57.535,"O",93.47,66.714
95,43.353,"Class2",46.636,28.71,69.509,59,"I",59.578,78.843,"C",90.63,48.498
99,67.864,"Class2",35.526,28.876,62.25,39,"C",NA,-1.28,"O",92.308,52.332
63,35.042,"Class1",78.846,18.67,33.963,68,"R",25.03,75.577,"W",75.909,32.664
78,45.974,"Class3",63.937,69.95,70.324,5,"E",16.838,25.76,"R",40.789,64.145
48,41.704,"Class3",61.782,70.563,79.757,14,"P",20.413,21.494,"I",48.524,82.096
98,23.314,"Class2",47.96,31.343,47.27,31,"X",NA,-30.733,"P",90.422,62.879
87,43.149,"Class3",63.107,69.821,77.704,19,"J",20.568,22.165,"I",41.983,63.18
68,43.241,"Class3",51.202,70.988,71.969,27,"M",NA,21.161,"O",52.764,65.468
98,63.959,"Class2",52.482,28.98,47.184,29,"C",57.966,72.355,"R",92.638,47.079
58,44.515,"Class3",63.582,69.525,98.079,23,"J",15.501,19.178,"G",51.852,76.135
99,81.471,"Class2",30.22,28.118,28.795,65,"A",57.976,30.043,"R",93.856,63.524
57,42.377,"Class3",56.588,70.416,96.396,20,"K",20.897,22.397,"R",55.035,74.245
65,31.145,"Class1",92.945,19.256,29.423,64,"R",26.037,46.27,"C",89.234,46.185
55,40.144,"Class3",53.856,69.017,92.924,23,"E",14.97,21.23,"R",53.194,67.98
94,23.242,"Class2",53.743,28.289,62.652,57,"A",57.98,56.328,"H",94.049,47.587
71,35.126,"Class1",75.208,27.855,27.372,70,"C",NA,61.941,"X",85.529,48.082
35,44.962,"Class3",55.842,70.328,76.275,20,"M",14.746,26.901,"G",51.824,76.58
71,44.969,"Class1",88.184,23.817,30.35,66,"C",25.862,75.79,"C",80.79,45.548
61,43.255,"Class3",64.541,70.41,86.799,25,"J",25.55,20.583,"O",55.118,67.839
94,25.737,"Class2",51.737,28.71,51.734,30,"C",58.852,62.143,"P",93.365,57.279
78,45.439,"Class3",59.055,69.245,94.543,17,"M",NA,23.384,"R",58.686,79.128
63,56.968,"Class1",91.411,35.751,17.349,69,"S",32.56,33.263,"X",80.662,33.237
66,40.214,"Class1",77.448,19.964,35.029,73,"S",NA,46.879,"C",91.763,52.939
70,65.747,"Class1",75.607,49.241,40.752,73,"S",29.525,11.151,"R",81.547,49.559
67,58.381,"Class1",66.19,20.424,19.19,67,"R",35.902,24.929,"C",74.759,33.067
92,74.064,"Class2",35.464,28.707,62.652,37,"X",60.06,47.508,"H",93.565,47.95
97,24.839,"Class2",28.881,30.902,61.284,50,"A",57.632,60.904,"C",93.714,65.302
44,46.46,"Class3",59.935,68.415,91.352,7,"P",NA,19.94,"I",43.241,70.39
71,51.853,"Class1",84.535,24.332,22.591,71,"V",29.452,17.833,"C",74.783,37.088
77,45.859,"Class3",55.677,68.82,81.688,14,"K",25.208,21.103,"G",44.228,84.958
73,54.496,"Class1",86.307,35.09,16.897,67,"R",29.517,54.359,"R",85.225,35.752
99,46.529,"Class2",42.658,28.15,65.24,36,"X",NA,24.339,"O",NA,53.52
70,57.222,"Class1",73.563,0.299,9.284,73,"R",24.586,27.687,"R",81.312,35.671
90,57.938,"Class2",56.407,27.866,33.028,79,"I",57.966,26.394,"P",94.92,62.368
81,47.882,"Class3",46.826,69.052,92.096,15,"E",26.651,18.357,"R",50.136,90.632
96,23.187,"Class2",28.897,28.297,37.421,37,"I",59.584,39.738,"R",94.925,41.301
70,65.958,"Class1",62.12,11.825,47.851,64,"S",31.044,29.037,"X",62.106,37.659
91,47.547,"Class3",53.463,70.339,84.107,24,"E",19.388,26.634,"I",42.811,74.452
90,41.224,"Class3",61.148,69.89,92.929,14,"E",22.134,25.403,"G",51.168,62.082
97,65.767,"Class2",56.227,27.709,34.095,54,"D",60.264,44.193,"C",93.612,23.326
97,36.64,"Class2",28.87,25.593,62.447,54,"D",57.537,38.696,"R",93.462,52.144
70,68.717,"Class1",79.978,30.357,36.308,64,"R",31.935,58.501,"C",NA,43.616
91,29.903,"Class2",29.017,29.403,44.492,52,"X",59.739,-3.729,"R",93.689,64.051
96,80.681,"Class2",51.409,26.284,84.057,60,"X",60.088,36.158,"C",90.867,49.283
91,83.757,"Class2",47.529,25.914,68.171,36,"I",58.807,23.692,"P",92.118,50.98
85,44.205,"Class3",53.611,70.191,75.069,7,"P",16.873,22.915,"R",51.465,83.073
60,42.143,"Class3",53.759,70.365,63.119,10,"K",17.386,22.912,"O",50.88,85.331
79,45.329,"Class3",48.93,69.552,90.039,14,"M",18.14,24.324,"I",37.462,74.039
96,76.18,"Class2",27.6,26.961,83.45,54,"D",58.629,33.886,"C",91.537,27.271
66,33.853,"Class1",72.126,16.545,40.954,73,"D",35.906,58.272,"W",86.305,56.061
59,47.079,"Class3",48.759,71.002,82.446,21,"E",22.983,14.901,"Z",51.619,84.421
94,28.425,"Class2",45.877,27.484,63.278,40,"D",NA,59.478,"C",90.742,67.206
67,41.091,"Class1",90.107,16.035,21.606,66,"C",28.576,29.529,"C",88.983,44.011
95,73.696,"Class2",39.474,28.466,38.472,81,"C",58.822,14.892,"H",88.74,49.142
98,57.761,"Class2",47.274,28.158,68.47,73,"D",60.276,27.917,"C",92.201,18.787
98,51.623,"Class2",26.633,30.039,53.626,42,"C",60.129,53.703,"O",90.692,27.11
68,47.286,"Class3",55.695,69.728,73.54,16,"K",13.186,22.413,"R",55.949,81.137
72,42.111,"Class1",76.272,32.008,22.086,67,"S",24.495,22.023,"D",83.428,38.45
92,65.49,"Class2",46.138,28.424,46.264,73,"X",59.347,19.453,"H",91.948,33.683
72,43.209,"Class1",80.468,41.638,23.581,65,"S",25.96,50.364,"W",97.79,56.876
93,37.439,"Class2",34.069,26.379,53.491,35,"D",59.444,85.021,"C",94.987,63.963
72,53.663,"Class1",78.17,22.646,25.678,73,"V",34.793,61.308,"R",91.01,36.752
73,41.233,"Class1",89.67,26.162,44.793,73,"S",34.729,40.978,"R",81.129,35.803
66,69.281,"Class1",85.815,18.85,18.727,68,"S",27.072,53.468,"X",76.539,37.539
56,44.558,"Class3",51.364,69.649,76.61,27,"E",17.884,24.072,"O",54.154,66.721
67,69.302,"Class1",66.956,20.886,15.56,73,"S",33.24,57.173,"X",93.055,51.942
71,50.348,"Class1",67.24,22.909,14.399,70,"D",32.482,63.318,"W",83.891,35.233
53,44.579,"Class3",52.622,70.637,84.885,28,"E",28.939,21.412,"I",40.391,80.279
90,76.124,"Class2",50.398,29.719,51.821,44,"I",60.779,87.238,"R",89.309,29.64
91,47.808,"Class3",56.308,69.69,89.253,5,"P",29.758,28.389,"Z",43.359,72.313
42,42.835,"Class3",62.427,71.274,91.512,18,"K",27.079,22.942,"R",44.411,72.7
71,41.173,"Class1",72.483,35.466,0.231,72,"V",28.208,31.283,"W",72.865,39.496
69,64.618,"Class1",87.153,14.318,27.581,64,"D",34.866,48.94,"W",80.531,43.266
99,75.681,"Class2",43.688,28.668,82.806,75,"X",58.537,8.868,"O",91.636,29.546
93,56.002,"Class2",50.234,29.312,60.736,50,"I",60.931,87.395,"H",94.081,58.599
67,47.391,"Class1",67.16,18.645,36.017,69,"S",31.292,21.606,"R",91.538,44.371
96,19.952,"Class2",32.981,26.79,53.372,80,"X",58.578,31.497,"R",93.176,51.245
97,46.453,"Class2",49.902,27.271,29.463,70,"D",57.704,10.395,"P",96.713,56.132
62,46.038,"Class3",56.326,70.482,86.275,32,"J",13.373,17.708,"I",50.674,74.06
63,55.314,"Class1",60.706,23.555,19.482,65,"C",33.419,40.826,"D",85.831,38.339
67,57.73,"Class1",66.587,30.108,13.792,69,"R",34.831,37.172,"C",97.19,44.256
69,59.913,"Class1",80.443,9.037,31.149,69,"D",28.042,45.114,"D",82.465,45.694
92,67.295,"Class2",30.499,28.157,66.043,43,"C",59.632,44.937,"O",95.497,49.089
93,75.089,"Class2",55.681,29.693,44.35,62,"A",57.36,59.726,"O",97.806,68.342
40,42.566,"Class3",57.866,69.306,98.285,26,"J",12.672,21.653,"G",49.722,64.327
96,44.648,"Class2",26.151,26.254,80.15,79,"C",58.157,33.561,"H",94.556,49.99
95,69.228,"Class2",56.888,30.889,83.582,72,"C",58.506,3.504,"R",93.351,51.112
63,47.658,"Class1",82.622,23.481,23.406,70,"S",24.884,48.328,"X",83.107,38.089
69,64.406,"Class1",64.531,25.223,15.461,66,"C",33.101,31.95,"D",77.568,47.064
90,20.185,"Class2",46.95,28.197,70.515,64,"X",60.132,87.33,"P",93.12,33.027
59,46.464,"Class3",51.339,70.529,91.11,20,"J",14.779,18.965,"R",51.623,81.758
67,61.399,"Class1",76.922,12.371,12.112,72,"S",29.126,36.159,"X",84.118,42.53
41,45.137,"Class3",51.484,70.923,81.085,19,"J",29.268,27.489,"G",49.129,66.549
98,49.945,"Class2",40.388,29.961,75.477,41,"C",58.11,42.592,"R",94.19,32.857
97,49.956,"Class2",47.486,29.528,39.425,74,"D",60.285,68.71,"P",90.917,46.441
99,58.402,"Class2",41.749,31.018,65.694,56,"I",59.553,57.152,"H",94.389,25.107
76,41.999,"Class3",60.486,70.84,81.877,8,"J",17.812,21.817,"Z",44.919,79.295
63,34.8,"Class1",76.006,22.973,41.328,67,"C",31.382,58.444,"C",79.596,47.983
35,44.46,"Class3",60.793,69.26,96.505,28,"J",16.483,18.78,"I",54.045,63.044
73,39.823,"Class1",87.097,7.787,21.096,71,"C",24.807,54.615,"D",80.065,46.564
96,69.223,"Class2",55.972,26.533,54.945,40,"C",59.835,21.098,"R",93.533,55.387
69,44.669,"Class3",48.351,70.426,80.809,32,"P",23.288,23.396,"I",NA,66.064
95,53.992,"Class2",39.972,29.274,61.605,75,"I",59.027,25.1,"P",89.716,22.488
66,65.507,"Class1",74.007,35.472,38.855,68,"R",32.748,35.149,"W",70.905,36.108
73,54.152,"Class1",85.639,21.91,30.755,71,"S",32.218,20.649,"C",98.053,38.01
70,68.396,"Class1",73.029,33.251,25.699,64,"D",35.05,65.279,"D",92.46,56.429
93,72.471,"Class2",32.585,29.525,68.523,48,"I",NA,39.173,"H",90.198,53.924
64,35.245,"Class1",69.592,28.14,30.048,68,"S",32.468,47.805,"R",70.875,50.885
81,40.829,"Class3",45.293,70.931,74.311,26,"K",16.562,21.893,"G",51.275,83.858
98,76.674,"Class2",27.306,27.854,65.483,37,"D",57.604,34.66,"C",93.183,28.845
57,42.806,"Class3",50.33,69.98,85.019,28,"P",29.017,19.598,"O",49.229,72.574
67,38.179,"Class1",84.812,16.675,40.659,65,"R",24.333,30.241,"W",72.24,39.569
41,47.765,"Class3",55.479,70.139,79.817,23,"E",26.916,19.517,"G",49.937,66.439
53,43.489,"Class3",54.163,70.47,88.836,15,"P",13.64,23.464,"O",48.866,79.815
35,45.215,"Class3",49.356,70.907,103.755,9,"M",27.124,22.573,"G",47.26,84.385
69,39.869,"Class3",55.789,70.733,79.86,28,"M",13.456,27.687,"G",48.047,72.523
90,67.591,"Class2",36.051,28.499,40.831,77,"C",60.09,23.354,"R",93.197,21.929
98,51.63,"Class2",47.933,28.476,62.169,56,"I",59.54,13.171,"C",93.566,56.047
90,39.311,"Class2",34.631,29.268,67.886,39,"A",58.667,31.012,"O",93.087,24.304
98,19.977,"Class2",42.505,27.52,51.381,76,"I",59.964,64.074,"C",91.356,41.307
46,43.256,"Class3",48.267,70.783,86.637,13,"P",25.04,23.226,"R",48.221,64.68
70,52.585,"Class1",83.243,24.087,40.189,71,"C",34.389,13.855,"C",90.319,49.454
90,31.041,"Class2",43.963,26.524,42.75,42,"D",57.446,43.951,"C",90.684,27.706
94,49.588,"Class2",26.076,28.096,56.191,38,"C",59.798,76.963,"O",NA,54.34
94,51.458,"Class2",28.88,27.193,53.092,80,"X",57.074,6.215,"O",92.554,54.853
88,39.424,"Class3",47.552,69.114,79.624,19,"P",16.553,23.475,"G",NA,78.681
64,68.567,"Class1",83.861,12.966,22.61,66,"V",28.091,40.584,"C",100.067,35.218
91,53.047,"Class2",45.65,26.28,32.524,66,"A",58.856,68.63,"O",90.092,18.302
95,83.103,"Class2",35.227,27.536,93.31,25,"I",60.117,38.945,"O",92.632,11.596
91,74.411,"Class2",28.139,29.661,46.545,52,"I",57.345,61.903,"P",91.033,14.32
88,47.484,"Class3",63.247,70.055,80.798,21,"P",26.273,24.068,"G",50.478,71.626
93,42.745,"Class2",52.784,29.625,73.02,52,"C",57.316,36.642,"O",91.612,55.658
69,46.992,"Class1",64.261,25.386,24.37,73,"S",34.781,24.266,"X",97.012,38.562
89,44.415,"Class3",51.161,69.93,78.722,25,"J",26.986,23.96,"R",43.265,63.312
69,31.254,"Class1",70.28,26.598,42.83,73,"S",27.986,4.675,"X",91.636,53.214
67,65.486,"Class1",76.505,31.858,30.286,70,"D",33.213,31.596,"W",74.462,51.116
93,50.309,"Class2",44.429,33.734,47.384,34,"I",59.218,-5.294,"R",92.476,35.907
56,45.85,"Class3",64.314,70.267,96.138,22,"E",16.374,23.406,"Z",47.641,73.237
67,62.723,"Class1",85.847,41.437,23.915,69,"S",27.249,24.216,"W",87.908,53.689
92,83.244,"Class2",32.125,30.541,49.435,72,"I",57.029,109.527,"O",94.438,69.886
62,45.33,"Class3",58.579,69.364,77.362,30,"P",21.415,22.314,"O",42.473,72.707
95,63.006,"Class2",42.515,27.941,68.093,27,"C",59.342,15.495,"O",93.968,69.152
75,39.997,"Class3",56.205,69.863,91.65,31,"M",21.335,30.088,"R",42.854,79.103
92,69.718,"Class2",47.33,28.438,58.74,34,"A",59.767,10.508,"C",89.361,63.946
60,41.657,"Class3",47.783,70.214,83.502,32,"J",18.201,24.886,"R",50.865,85.995
95,18.333,"Class2",29.468,27.863,50.719,36,"D",58.923,54.661,"R",95.05,16.955
89,45.568,"Class3",64.117,70.052,100.038,29,"P",23.768,23.464,"Z",51.437,74.553
96,30.826,"Class2",31.326,30.724,74.404,82,"D",58.151,79.4,"H",92.829,41.033
33,39.707,"Class3",63.845,69.135,74.65,16,"K",15.036,21.969,"O",43.713,78.178
65,44.13,"Class1",85.87,18.803,22.502,67,"S",32.559,58.775,"W",68.478,56.032
67,58.277,"Class1",81.762,33.263,0.923,65,"D",26.626,25.208,"W",91.106,49.13
96,39.434,"Class2",29.392,29.193,57.015,66,"I",58.422,-3.615,"O",93.32,17.833
67,43.608,"Class3",46.754,69.923,62.964,26,"K",NA,20.134,"G",49.988,78.182
72,42.502,"Class1",88.105,20.956,19.295,71,"S",NA,7.865,"C",83.339,42.317
36,41.397,"Class3",58.952,69.264,93.387,31,"E",21.078,19.945,"O",51.423,71.405
92,54.038,"Class2",55.835,26.973,76.636,24,"D",60.967,46.304,"O",91.805,14.556
35,42.519,"Class3",50.218,69.286,85.295,32,"J",18.797,23.683,"I",49.046,90.254
71,42.429,"Class3",45.679,69.144,79.877,16,"E",29.007,24.288,"R",NA,67.849
68,45.708,"Class3",56.933,70.389,91.069,31,"P",NA,21.844,"G",48.855,67.462
59,46.6,"Class3",55.861,70.458,79.67,12,"E",12.332,22.285,"Z",45.761,82.284
91,37.884,"Class2",35.267,29.459,78.298,60,"I",59.824,69.093,"R",93.516,38.324
66,45.41,"Class3",50.903,70.803,110.327,23,"J",27.48,19.515,"Z",46.945,70.439
68,60.695,"Class1",89.094,30.072,-3.546,69,"S",26.165,72.737,"D",96.158,50.51
48,40.013,"Class3",47.103,70.056,86.941,30,"J",21.534,21.876,"R",45.353,66.612
67,39.85,"Class1",77.949,23.225,30.919,69,"C",35.693,52.3,"W",99.683,54.124
87,47.301,"Class3",46.79,70.585,75.004,9,"M",22.377,22.788,"O",52.859,66.918
91,42.332,"Class3",62.008,69.612,94.758,4,"K",26.318,21.922,"Z",47.672,83.162
98,43.318,"Class2",42.769,31.103,74.655,48,"X",60.248,3.469,"H",93.112,41.271
50,46.989,"Class3",48.457,71.191,100.182,6,"M",17.891,23.188,"R",43.639,86.528
87,42.584,"Class3",46.734,71.095,92.417,10,"K",15.471,31.08,"O",46.124,68.96
95,29.729,"Class2",30.643,28.068,75.538,37,"X",57.679,50.972,"C",95.092,27.295
91,17.352,"Class2",42.315,28.848,62.769,66,"X",59.697,57.027,"C",92.566,40.796
68,50.591,"Class1",66.87,28.074,42.252,67,"V",25.029,26.594,"X",83.852,44.737
75,42.686,"Class3",58.838,69.702,78.828,21,"E",22.555,25.176,"R",46.203,88.074
38,44.257,"Class3",54.196,70.453,91.625,31,"J",21.943,24.567,"Z",44.951,82.675
69,59.538,"Class1",64.995,22.581,2.72,69,"D",24.301,41.185,"D",88.25,45.062
32,47.419,"Class3",62.37,69.973,74.222,32,"K",25.891,20.258,"R",59.059,67.712
77,43.11,"Class3",63.706,70.952,59.669,15,"P",15.163,14.529,"Z",47.243,78.678
64,57.942,"Class1",85.631,27.675,20.927,70,"C",25.013,78.883,"R",86.713,42.706
93,54.54,"Class2",50.08,26.561,55.834,26,"C",59.155,20.866,"H",95.267,32.685
68,57.537,"Class1",78.086,20.855,38.566,73,"V",26.03,41.04,"D",96.072,53.543
99,69.037,"Class2",34.17,30.202,63.595,69,"A",60.262,96.02,"R",NA,41.002
71,55.134,"Class1",82.661,29.856,21.812,67,"R",24.315,56.728,"X",74.522,32.152
66,67.14,"Class1",62.289,25.972,22.602,71,"V",29.905,38.421,"W",102.036,34.527
90,37.222,"Class2",28.945,32.653,54.721,71,"I",57.189,42.046,"C",91.006,56.215
52,40.912,"Class3",50.631,68.636,106.783,9,"E",27.273,19.701,"I",46.645,80.466
69,32.531,"Class1",90.681,28.566,6.62,66,"D",28.089,59.059,"X",84.287,48.693
47,40.047,"Class3",60.566,70.166,83.867,12,"K",29.199,20.519,"O",49.79,70.02
66,40.351,"Class3",58.408,69.581,106.134,25,"E",17.567,23.263,"Z",57.089,64.796
92,79.636,"Class2",46.09,29.248,44.388,44,"I",59.943,25.742,"H",92.516,14.688
94,27.046,"Class2",54.768,28.947,48.414,26,"I",57.18,45.055,"H",91.424,30.082
39,47.322,"Class3",60.953,69.27,71.992,6,"J",18.885,21.787,"G",47.287,84.567
31,43.327,"Class3",57.531,70.684,67.939,7,"M",13.998,23.302,"I",48.439,77.987
61,41.749,"Class3",57.583,68.897,88.694,21,"E",16.005,24.857,"Z",36.573,63.462
71,32.347,"Class1",87.296,17.093,9.69,64,"V",34.804,37.962,"W",68.405,35.714
67,46.552,"Class3",50.832,70.464,95.061,22,"J",26.667,24.144,"R",44.333,73.947
62,44.339,"Class3",53.505,69.856,97.72,31,"P",20.088,20.345,"I",56.853,85.292
95,69.947,"Class2",57.712,27.893,47.629,32,"I",60.088,28.915,"C",94.231,58.145
89,45.046,"Class3",62.455,70.043,77.606,14,"P",28.627,25.645,"O",45.362,89.079
85,45.779,"Class3",61.028,70.157,94.824,21,"K",15.124,24.448,"R",55.164,88.394
66,50.978,"Class1",91.952,37.099,26.238,66,"D",33.057,68.288,"X",98.149,55.336
66,40.393,"Class3",61.686,70.94,71.93,18,"P",14.583,24.821,"Z",45.556,79.308
69,45.232,"Class3",47.369,70.873,91.877,16,"E",18.521,17.871,"Z",53.855,80.892
66,43.425,"Class3",58.291,70.145,78.28,16,"M",13.272,23.277,"G",50.382,68.337
42,46.681,"Class3",55.721,70.125,76.785,9,"J",20.159,25.467,"G",42.298,89.198
96,56.999,"Class2",26.223,26.937,64.905,74,"A",58.058,58.518,"P",93.945,23.634
86,40.957,"Class3",58.81,69.453,77.551,16,"K",23.08,22.189,"O",46.353,80.732
97,72.977,"Class2",38.968,30.732,53.941,37,"I",57.058,70.58,"H",93.153,14.41
69,61.376,"Class1",84.305,28.498,24.724,66,"S",NA,70.587,"X",73.645,48.304
42,40.899,"Class3",55.581,69.696,105.346,14,"P",29.881,22.295,"R",54.112,75.307
64,67.894,"Class1",82.852,8.504,18.266,70,"R",29.544,20.148,"R",NA,40.314
46,40.418,"Class3",63.377,69.975,72.346,29,"M",17.529,24.205,"I",48.85,63.496
73,62.158,"Class1",91.071,39.14,29.448,65,"V",33.891,57.765,"W",93.676,45.582
60,40.272,"Class3",53.642,68.884,84.086,26,"K",25.713,23.726,"O",45.184,88.415
73,44.603,"Class1",62.288,19.79,36.935,67,"V",29.473,30.828,"D",83.957,54.093
96,86.662,"Class2",36.719,25.821,79.763,27,"I",58.142,89.854,"O",94.532,19.19
65,61.323,"Class1",74.849,10.627,48.428,71,"V",27.734,48.205,"D",105.131,46.308
99,85.431,"Class2",25.524,27.485,45.866,63,"I",60.381,19.691,"C",93.368,14.425
97,25.029,"Class2",30.156,28.658,44.165,30,"D",58.745,46.458,"R",94.148,41.678
90,40.146,"Class3",46.557,68.839,93.806,13,"P",28.144,23.19,"G",50.113,78.128
50,41.476,"Class3",56.369,70.368,82.998,21,"M",18.421,22.452,"I",46.69,90.342
72,39.405,"Class1",67.333,28.166,11.704,70,"V",28.128,43.573,"R",76.881,39.228
66,47.59,"Class3",53.881,69.24,93.338,17,"E",15.214,26.571,"I",50.259,71.211
91,55.235,"Class2",55.107,26.351,79.443,46,"X",59.418,52.281,"H",94.274,25.978
91,76.396,"Class2",44.272,30.635,61.353,73,"I",57.937,55.982,"H",94.068,42.029
95,37.049,"Class2",49.285,27.336,68.634,80,"C",58.927,50.301,"P",97.012,20.758
52,41.5,"Class3",55.565,70.149,90.343,30,"K",25.891,20.048,"G",51.719,75.537
71,64.9,"Class1",82.46,25.26,32.613,68,"V",25.397,21.04,"X",90.88,56.093
96,53.159,"Class2",28.582,28.256,60.184,57,"A",58.136,18.732,"O",92.304,36.941
64,46.894,"Class1",71.013,23.456,18.416,73,"S",NA,43.152,"W",72.023,37.406
97,30.902,"Class2",28.897,29.074,55.464,57,"D",60.424,16.864,"C",91.393,18.944
65,46.179,"Class3",44.864,69.707,77.369,18,"P",14.437,24.26,"O",48.354,87.006
99,19.715,"Class2",56.427,29.091,68.617,66,"I",58.024,-9.407,"P",93.98,67.609
92,30.981,"Class2",40.551,24.596,57.52,79,"A",NA,-0.182,"R",92.855,63.77
70,46.768,"Class1",72.299,31.823,6.123,67,"R",29.878,44.328,"W",99.102,55.517
71,69.999,"Class1",84.787,31.88,48.803,67,"R",30.573,42.486,"D",79.886,40.142
88,47.144,"Class3",53.266,70.011,78.997,12,"M",19.679,21.785,"Z",45.527,75.163
88,40.108,"Class3",47.94,70.367,98.546,13,"P",15.37,19.175,"G",57.125,76.879
71,60.992,"Class1",70.559,36.793,33.655,67,"V",24.228,57.667,"X",82.994,37.165
73,59.318,"Class1",78.122,39.46,19.956,67,"V",33.837,30.347,"D",86.197,40.304
64,42.677,"Class3",50.933,70.984,85.863,17,"P",NA,19.451,"Z",53.644,71.263
71,66.99,"Class1",77.185,23.206,10.102,69,"V",30.679,46.73,"C",NA,56.227
68,37.238,"Class1",92.856,17.049,8.424,71,"R",27.7,58.519,"X",79.905,40.586
66,39.244,"Class1",75.587,32.514,22.515,66,"D",31.528,61.998,"X",90.539,56.186
62,44.893,"Class3",54.265,69.13,99.234,4,"E",25.438,24.268,"Z",41.226,87.086
78,42.888,"Class3",64.513,70.665,84.746,7,"K",12.091,24.613,"Z",45.767,79.369
72,41.12,"Class1",61.335,32.268,9.292,66,"R",26.367,29.983,"D",69.989,31.875
92,64.115,"Class2",43.469,28.115,90.041,52,"I",59.329,60.562,"H",95.749,33.219
93,41.586,"Class2",50.795,26.799,47.359,79,"A",NA,40.135,"H",NA,42.315
83,40.527,"Class3",61.345,69.571,103.329,32,"K",26.755,23.613,"I",52.473,79.971
33,42.222,"Class3",46.169,69.92,73.731,25,"K",14.535,23.744,"Z",48.039,85.564
