"Output1","ONF1","UNV2","DLX3","GHE4","DZH5","QAK6","OEL7","CRB8","BSP9","ZJI10"
"Class1",63.163,50.914,45.669,"N",54.223,13.639,52,96.468,73.522,64.14
"Class3",56.174,57.185,89.103,"X",89.852,80.613,43,93.21,56.693,68.811
"Class4",69.004,70.477,69.792,"K",73.842,79.972,84,65.672,85.446,30.135
"Class5",19.533,73.649,88.948,"D",50.493,72.083,28,58.463,16.683,25.827
"Class1",66.834,60.046,10.086,"D",70.135,23.943,48,80.692,82.809,52.164
"Class1",63.633,61.266,6.435,"O",68.425,16.872,53,81.666,74.208,16.342
"Class2",66.794,20.907,26.279,"Z",80.242,45.153,58,46.04,64.455,80.098
"Class1",64.014,58.393,57.503,"K",64.931,38.418,57,81.624,91.503,15.994
"Class4",62.874,65.231,45.87,"U",71.113,79.734,90,67.664,70.375,75.404
"Class3",44.949,31.652,69.985,"G",73.344,84.912,51,96.098,85.782,68.179
"Class3",7.394,44.614,77.405,"X",88.545,82.589,39,93.854,73.979,68.35
"Class5",19.936,33.308,35.067,"D",9.533,52.173,59,67.688,25.318,49.675
"Class2",54.785,13.277,29.309,"D",78.554,43.436,84,37.542,63.922,82.336
"Class1",62.902,62.744,34.448,"N",62.669,14.065,50,83.36,84.31,51.09
"Class2",75.081,21.167,28.144,"E",77.731,45.127,77,19.952,73.524,83.597
"Class1",66.513,72.638,48,"N",54.746,28.419,58,73.386,84.789,44.144
"Class4",80.778,69.496,46.145,"I",72.721,79.285,66,64.946,69.205,36.265
"Class1",60.321,49.145,51.95,"N",59.287,25.853,53,75.769,77.184,23.744
"Class4",74.107,74.309,32.939,"U",71.027,79.484,75,66.228,81.016,55.725
"Class4",71.551,56.907,44.217,"K",69.802,79.246,72,61.667,95.749,52.108
"Class2",65.163,15.723,NA,"N",77.577,43.725,77,60.242,67.159,88.861
"Class1",60.25,68.313,28.287,"D",68.039,34.224,53,92.559,76.611,70.843
"Class1",66.901,45.256,37.41,"O",70.157,32.353,56,86.147,71.827,-8.515
"Class2",68.87,20.863,31.112,"E",79.242,44.631,75,67.642,98.639,78.14
"Class2",83.659,18.155,27.298,"N",75.59,46.814,45,74.414,88.082,82.893
"Class3",61.467,55.963,63.989,"F",70.392,81.976,40,93.569,69.519,51.16
"Class5",32.902,22.23,82.96,"X",48.996,76.949,45,17.809,34.309,15.185
"Class3",64.435,38.786,82.862,NA,78.627,81.19,41,92.78,74.273,68.526
"Class4",63.75,50.895,43.739,"U",68.929,79.214,63,64.664,93.145,25.3
"Class5",28.204,40.182,88.753,"I",41.189,76.97,23,81.673,34.107,31.306
"Class5",38.05,52.387,60.515,"X",66.746,76.605,57,76.697,29.061,38.178
"Class4",56.738,70.155,76.01,"I",69.546,79.427,86,66.013,81.759,11.426
"Class1",61.75,56.903,50.896,"K",67.951,25.319,60,86.781,83.162,55.228
"Class3",30.445,27.767,92.784,"F",79.688,81.325,38,91.227,46.965,62.299
"Class1",62.936,48.906,41.011,"X",69.523,22.566,53,79.798,82.005,100.484
"Class3",39.015,11.667,60.98,"H",91.888,82.237,51,95.917,92.706,71.688
"Class2",39.728,11.206,30.755,"E",77.429,43.445,82,25.164,88.123,79.327
"Class4",43.296,2.048,47.15,"I",73.857,79.063,92,65.538,76.534,30.891
"Class5",37.619,84.511,74.165,"N",40.52,88.289,47,82.961,24.803,61.633
"Class2",50.799,12.239,29.645,"N",79.366,47.356,52,52.279,68.695,73.772
"Class4",79.861,1.276,47.536,"E",73.922,79.511,88,64.745,71.867,55.265
"Class1",66.445,33.873,27.993,"O",66.492,20.749,49,78.311,97.058,40.446
"Class3",61.738,46.774,61.839,"H",67.153,82.282,49,91.527,82.116,69.307
"Class1",68.873,32.032,17.478,"D",62.952,20.243,52,87.825,96.389,154.187
"Class3",58.391,41.447,57.664,"T",76.548,79.452,52,100.778,57.754,60.475
"Class1",64.854,39.921,48.809,"K",63.348,15.214,57,86.62,77.926,-7.242
"Class1",61.252,69.471,12.216,"D",71.179,21.925,60,85.739,78.984,65.962
"Class3",44.003,40.741,75.583,"H",84.091,83.613,45,91.607,94.573,53.443
"Class1",64.678,67.598,32.739,"O",50.262,34.642,56,77.772,91.233,27.504
"Class1",61.022,34.293,11.537,"K",54.723,6.325,48,74.942,88.991,112.088
"Class5",59.369,91.808,43.417,"I",80.68,70.114,61,35.727,4.275,9.791
"Class3",44.734,21.342,89.556,"F",82.153,85.419,44,94.058,60.732,45.125
"Class5",36.706,77.654,73.101,"D",52.746,79.017,49,65.272,28.483,38.909
"Class2",60.274,14.477,24.516,"Z",74.147,47.447,37,55.492,91.217,81.536
"Class5",54.262,53.422,66.228,"I",29.443,67.978,56,57.083,43.638,39.279
"Class2",49.239,22.446,27.673,"Z",72.636,41.987,86,61.713,98.872,85.3
"Class3",17.269,47.868,75.588,"G",66.002,80.947,52,93.583,92.426,46.786
"Class5",16.34,93.966,63.236,"X",80.706,78.349,44,99.955,16.296,36.027
"Class4",73.845,2.423,42.113,"I",72.478,79.966,97,62.628,81.973,60.367
"Class5",45.105,19.769,43.695,"M",18.16,66.382,39,108.2,49.323,36.968
"Class3",63.042,36.978,80.17,"T",90.05,78.361,40,94.041,49.846,71.357
"Class2",62.035,25.032,28.744,"K",76.137,43.489,81,53.21,92.217,73.245
"Class5",22.279,82.634,87.274,"D",52.106,74.832,29,66.35,15.332,44.452
"Class2",91.087,25.863,27.193,"E",74.516,43.28,83,45.476,80.384,74.728
"Class4",32.547,68.604,68.038,"E",74.211,79.792,87,67.752,89.309,45.854
"Class1",65.77,42.176,16.128,"O",73.134,34.078,48,79.704,89.961,71.925
"Class3",49.745,57.04,76.951,"T",80.089,79.645,38,92.782,86.262,80.994
"Class5",33.844,43.291,NA,"X",90.06,62.909,62,104.166,46.799,58.921
"Class2",95.286,16.692,28.437,NA,78.736,44.477,59,51.578,59.478,86.088
"Class5",56.723,83.684,75.745,"M",87.041,94.271,26,96.698,7.528,70.318
"Class1",64.284,31.816,9.351,"D",65.551,30.532,60,80.711,78.015,44.492
"Class3",62.78,53.32,80.315,"G",90.496,84.168,40,89.898,44.566,36.524
"Class4",66.217,18.38,73.646,"K",73.609,79.529,63,55.855,95.054,51.644
"Class5",38.52,57.096,85.761,"D",23.425,67.246,46,86.55,17.598,44.531
"Class2",70.278,16.407,21.053,"Z",78.061,43.69,66,27.136,76.444,82.172
"Class3",31.998,22.173,75.675,"F",79.8,82.01,48,90.509,71.335,65.502
"Class5",13.972,86.994,63.401,"N",48.877,102.661,50,69.074,7.662,34.664
"Class3",7.664,8.126,50.633,"G",89.432,79.478,47,93.598,69.298,107.604
"Class3",76.976,44.584,49.014,"X",87.489,82.251,52,92.607,82.607,54.3
"Class2",79.019,17.773,NA,"E",77.463,42.855,61,75.272,62.805,74.032
"Class2",82.048,13.387,21.804,"Z",75.508,46.183,48,27.226,69.285,64.939
"Class4",61.808,51.213,40.063,"I",75.144,79.86,63,59.506,87.124,35.904
