"JBT1","RNA2","XJB3","UAS4","YOU5","Output15","EZQ6","RPB7","WOI8","FZT9"
16,71.12,45.709,86.556,65.8,"Class3","T",67.949,9.894,46.577
26,65.473,NA,80.148,28.247,"Class3","N",67.534,5.984,47.993
53,17.22,52.549,20.747,93.137,"Class1","U",49.852,20.5,64.723
28,34.547,49.478,87.785,57.488,"Class5","Q",60.732,66.21,41.104
51,48.22,26.094,91.73,73.86,"Class5","P",50.917,66.396,27.484
54,19.938,32.55,20.148,78.364,"Class1","X",88.397,51.074,65.706
53,11.346,68.816,45.351,43.609,"Class2","T",50.03,42.619,51.741
62,21.869,69.431,33.826,93.378,"Class1","X",77.026,47.5,69.993
21,41.549,62.913,62.114,73.197,"Class4","C",37.933,38.87,12.964
61,43.188,21.693,84.233,60.698,"Class5","P",61.241,66.278,22.168
40,60.678,47.612,86.346,64.729,"Class3","S",76.037,6.808,46.297
85,7.158,72.168,31.942,44.984,"Class2","K",54.894,25.48,51.671
63,15.766,36.657,59.686,91.135,"Class1","X",60.132,26.518,66.185
28,72.539,47.028,81.686,104.718,"Class3","I",73.44,25.779,46.027
67,21.205,68.2,73.807,18.133,"Class2","K",43.127,29.385,51.856
24,72.902,45.269,86.607,104.054,"Class3","T",68.758,1.518,46.397
32,NA,68.436,62.013,15.917,"Class2","K",53.606,11.572,51.512
18,76.235,40.615,88.603,60.381,"Class3","Q",69.043,12.623,46.817
60,33.171,43.198,77.111,95.95,"Class1","T",69.824,37.734,69.612
37,51.148,5.844,90.042,65.18,"Class5","S",56.88,66.672,22.339
41,NA,NA,41.569,64.653,"Class2","X",52.187,35.831,51.48
84,25.604,62.526,59.089,72.3,"Class4","H",30.741,60.239,12.603
22,61.807,55.642,61.333,74.761,"Class4","X",22.415,84.473,12.4
36,54.812,51.349,90.699,30.007,"Class3","N",68.797,17.476,47.977
59,26.338,-2.498,98.046,68.87,"Class5","S",56.447,66.437,41.312
41,68.415,50.926,81.479,68.511,"Class3","I",67.885,11.245,46.311
8,59.65,41.621,87.23,40.998,"Class3","N",67.491,31.671,46.594
70,38.221,24.671,72.36,64.293,"Class5","Z",37.803,66.962,38.353
53,27.571,45.736,46.693,92.33,"Class1","K",24.84,57.562,66.697
63,30.524,24.437,87.162,70.703,"Class5","W",47.886,66.453,30.746
12,41.223,45.782,88.282,28.867,"Class3","I",76.45,15.486,47.508
28,24.276,39.944,70.027,61.363,"Class5","P",34.807,66.231,26.36
14,NA,43.915,81.328,41.494,"Class3","Q",74.113,25.237,47.737
49,58.317,47.552,89.687,74.384,"Class3","N",68.045,19.539,46.262
74,53.041,29.367,75.211,66.797,"Class5","P",57.525,66.558,27.254
40,42.985,46.013,60.109,73.865,"Class4","S",57.835,49.206,12.651
41,85.774,48.955,83.354,88.964,"Class3","Q",71.545,13.816,46.367
5,75.582,44.784,82.07,65.246,"Class3","Q",60.188,3.095,47.801
70,33.918,50.29,93.278,72.746,"Class5","Q",33.847,66.594,36.809
32,84.298,58.076,58.393,73.691,"Class4","I",48.35,64.88,12.239
68,52.324,28.557,75.828,68.953,"Class5","Q",51.825,66.759,38.484
82,28.705,77.589,77.365,24.254,"Class2","K",50.93,30.573,51.842
62,15.973,67.752,78.689,84.059,"Class2","H",50.892,38.263,51.08
53,53.743,64.895,47.794,84.118,"Class1","U",61.404,22.591,69.292
30,69.423,43.073,83.676,69.086,"Class3","N",71.038,31.876,46.932
54,55.185,45.767,58.55,73.542,"Class4","X",61.195,17.313,12.509
15,46.56,34.897,57.384,72.23,"Class4","I",46.501,26.651,12.687
59,29.092,26.461,39.802,102.368,"Class1","U",50.39,65.745,63.565
38,36.675,54.707,77.321,64.123,"Class5","P",51.104,66.938,28.744
53,NA,56.867,23.818,83.557,"Class1","K",36.678,36.135,63.631
45,15.621,-2.226,81.076,72.779,"Class5","S",54.135,66.005,22.895
44,-3.161,37.565,77.758,65.83,"Class5","S",75.53,66.445,29.124
7,53.159,42.157,85.142,14.436,"Class3","T",67.607,7.753,47.53
70,45.868,41.412,82.57,59.436,"Class5","P",58.063,66.317,41.91
57,NA,20.212,88.169,63.537,"Class5","Q",47.46,66.811,32.09
80,15.152,76.407,54.937,69.71,"Class2","K",52.295,47.041,51.936
57,12.935,13.113,67.816,73.421,"Class5","Q",35.958,66.92,41.463
62,22.01,68.283,86.83,89.427,"Class1","K",67.285,61.231,68.176
68,-4.854,72.42,34.034,83.711,"Class2","H",51.28,30.355,51.263
31,48.934,45.456,90.459,25.589,"Class3","N",74.726,4.64,47.046
47,48.429,30.51,66.135,72.405,"Class5","W",59.274,66.058,26.258
77,35.512,27.746,68.323,58.62,"Class5","P",35.247,66.813,29.417
80,42.801,28.922,77.696,69.556,"Class5","Q",35.762,66.141,38.954
16,45.996,NA,62.392,70.364,"Class4","S",26.138,39.744,12.895
69,25.684,39.409,59.104,72.919,"Class4","X",63.919,37.871,12.08
59,60.088,33.22,67.699,66.691,"Class5","Q",36.456,66.657,35.133
50,76.224,46.616,90.975,110.814,"Class3","Q",70.477,26.673,47.074
57,68.676,8.242,66.358,69.168,"Class5","S",43.896,66.365,31.09
42,13.862,79.157,83.191,81.513,"Class2","X",52.91,16.821,51.178
64,28.417,19.292,90.049,73.066,"Class5","P",62.275,66.179,41.523
35,53.596,48.977,81.793,61.961,"Class5","W",61.707,66.417,34.847
34,82.405,48.191,88.043,146.195,"Class3","S",54.59,19.684,47.579
62,15.845,70.266,41.939,67.01,"Class2","Y",47.619,24.045,51.589
4,82.773,42.62,90.816,52.994,"Class3","Q",64.334,22.528,46.47
37,18.045,70.561,56.864,55.356,"Class2","Y",50.947,43.801,51.163
8,61.033,46.882,85.808,106.933,"Class3","S",70.155,22.187,46.592
59,24.812,30.547,80.646,89.947,"Class1","U",70.08,60.148,69.475
46,39.232,46.264,86.624,73.964,"Class3","S",53.873,0.225,47.826
36,73.843,50.707,90.396,60.706,"Class3","I",69.476,18.095,46.91
52,26.467,53.334,86.754,63.193,"Class5","W",44.515,66.335,36.261
66,13.908,77.758,36.158,46.933,"Class2","H",60.746,8.588,51.935
73,29.45,38.548,83.214,75.245,"Class5","W",77.25,66.689,26.555
60,15.493,76.524,74.685,52.174,"Class2","K",58.802,36.769,51.091
81,13.064,78.673,51.981,31,"Class2","T",49.12,33.135,51.076
42,NA,45.318,85.147,30.545,"Class3","S",69.45,20.884,46.977
88,3.372,49.249,61.487,70.273,"Class4","S",40.145,28.556,12.935
58,21.559,25.66,66.204,75.935,"Class1","K",88.928,77.485,69.548
68,32.609,37.427,94.781,66.236,"Class5","Q",57.038,66.28,27.2
29,78.679,51.873,89.9,40.615,"Class3","Q",64.721,28.514,47.267
46,41.822,32.802,86.759,61.775,"Class5","W",77.888,66.398,40.679
65,NA,7.817,77.736,54.834,"Class5","Z",46.528,66.918,32.48
44,8.266,76.867,64.002,46.622,"Class2","H",55.235,41.814,51.451
61,16.857,60.775,71.755,107.36,"Class1","K",24.128,39.187,63.15
28,21.201,31.36,98.27,59.557,"Class5","Z",54.873,66.706,26.355
16,48.821,56.986,58.81,75.414,"Class4","S",32.989,27.987,12.452
91,74.377,57.787,56.488,73.208,"Class4","C",60.168,36.601,12.379
57,58.537,84.284,33.398,81.275,"Class1","U",33.741,20.386,68.904
61,29.932,38.586,39.762,84.607,"Class1","X",37.949,14.349,63.583
39,49.811,44.572,85.847,39.697,"Class3","S",63.99,14.466,47.865
39,71.408,50.619,82.753,71.007,"Class3","T",67.049,1.107,47.851
37,49.889,50.288,88.059,39.241,"Class3","Q",75.242,8.729,47.481
51,16.057,52.6,59.613,71.587,"Class4","H",49.992,22.846,12.951
44,50.976,49.697,89.311,62.364,"Class3","S",67.07,9.938,46.854
63,68.137,NA,60.295,76.778,"Class4","I",31.254,50.027,12.372
73,28.712,51.546,62.924,73.983,"Class4","C",28.875,18.093,12.671
20,109.128,49.135,88.884,75.181,"Class3","T",72.574,28.655,46.259
60,19.632,38.747,43.362,88.572,"Class1","T",43.238,66.568,63.87
74,18.527,23.534,65.222,65.205,"Class5","P",42.711,66.783,42.322
62,18.413,35.875,64.192,88.57,"Class1","X",49.902,65.462,68.245
19,41.22,45.505,88.435,86.138,"Class3","T",73.638,0.96,46.868
43,28.031,55.54,60.868,69.207,"Class4","I",53.566,88.111,12.784
57,27.935,50.495,68.258,97.017,"Class1","U",86.486,78.479,67.135
37,20.674,67.201,59.064,72.622,"Class4","S",57.982,32.676,12.886
38,33.223,50.793,83.445,67.056,"Class5","Z",34.063,66.406,41.803
14,64.594,50.919,87.532,57.233,"Class3","I",79.926,13.023,47.739
60,31.465,36.656,78.409,82.99,"Class1","K",57.75,44.495,68.84
34,27.828,54.81,56.147,68.77,"Class4","C",48.342,31.844,12.001
61,3.213,NA,90.551,97.262,"Class2","H",46.769,25.295,51.297
55,18.008,60.625,67.127,100.26,"Class1","U",47.455,35.647,67.477
54,52.086,48.69,56.682,73.842,"Class4","X",44.838,67.187,12.593
69,58.852,55.482,57.841,72.457,"Class4","C",46.233,28.683,12.239
33,44.486,NA,90.148,83.555,"Class5","W",70.262,66.809,28.744
78,27.227,8.787,92.483,72.229,"Class5","W",41.659,66.455,27.242
76,39.918,61.968,61.414,73.903,"Class4","I",51.754,74.374,12.165
31,57.379,44.748,80.574,53.586,"Class3","N",67.967,1.518,47.92
44,20.366,64.894,73.24,54.569,"Class2","K",49.949,24.973,51.841
30,74.404,52.022,83.032,48.627,"Class3","N",69.411,25.977,46.667
56,90.573,41.609,57.278,72.475,"Class4","C",37.869,81.618,12.161
77,28.129,31.478,71.223,84.65,"Class5","P",67.189,66.356,34.259
27,67.297,45.92,85.444,45.492,"Class3","T",78.254,25.696,46.774
38,53.349,33.497,76.544,64.446,"Class5","P",68.115,66.245,26.021
15,68.159,49.481,79.977,93.936,"Class3","Q",73.391,9.407,47.904
27,71.378,54.111,61.25,70.244,"Class4","I",48.901,18.363,12.997
44,65.399,43.084,90.53,92.876,"Class3","S",71.644,2.941,46.718
38,48.833,56.35,59.671,72.217,"Class4","S",46.413,66.011,12.349
54,22.418,36.176,63.56,92.882,"Class1","U",63.336,80.375,66.781
60,33.776,54.846,30.296,80.6,"Class1","X",40.601,35.595,64.75
68,49.254,50.93,60.252,75.024,"Class4","S",62.434,38.184,12.606
49,63.151,44.826,88.302,67.372,"Class3","I",62.298,15.485,47.101
52,27.715,-0.17,86.823,54.512,"Class5","S",23.657,66.161,25.21
80,27.669,23.976,95.626,57.107,"Class5","P",67.028,66.42,31.871
85,12.357,69.032,19.558,20.272,"Class2","K",58.579,14.434,51.912
27,39.942,52.408,63.469,70.507,"Class4","S",50.375,60.532,12.32
65,3.718,NA,64.124,70.356,"Class4","X",60.017,50.927,12.344
55,27.117,70.069,76.23,92.13,"Class1","T",65.257,84.568,66.998
59,8.376,75.931,61.306,48.877,"Class2","X",46.467,25.6,51.909
30,5.918,65.036,63.567,49.796,"Class2","H",50.077,12.388,51.876
91,-4.466,NA,58.676,79.4,"Class4","I",45.312,41.024,12.415
15,48.875,42.648,90.458,39.153,"Class3","Q",64.591,11.923,46.994
38,44.74,47.602,94.584,70.514,"Class5","Z",65.521,66.408,42.209
73,44.959,54.272,60.556,72.578,"Class4","H",69.563,79.939,12.567
62,NA,59.062,90.942,83.669,"Class1","T",41.6,47.156,63.349
63,48.155,52.866,68.887,72.238,"Class1","U",58.883,65.288,67.055
48,46.536,11.464,71.863,79.268,"Class5","Q",50.704,66.021,26.866
16,-13.951,NA,60.382,72.379,"Class4","I",56.174,65.246,12.118
63,NA,66.523,46.501,48.682,"Class2","K",55.14,28.906,51.394
61,30.971,-0.808,32.632,95.053,"Class1","K",66.053,61.76,68.65
58,15.003,74.897,18.126,24.641,"Class2","X",54.075,20.409,51.117
76,12.439,73.026,62.318,115.507,"Class2","X",47.315,9.774,51.281
79,59.458,40.562,79.327,65.903,"Class5","P",50.407,66.515,42.757
63,34.488,40.439,81.939,72.125,"Class5","Q",57.663,66.98,31.397
48,92.732,60.231,59.879,73.424,"Class4","I",62.176,90.479,12.281
54,20.594,77.172,45.051,73.612,"Class2","K",62.006,41.987,51.058
62,NA,36.991,94.624,57.231,"Class5","P",53.309,66.691,31.856
66,31.758,75.598,93.042,45.307,"Class2","Y",53.656,5.026,51.104
55,64.993,66.322,58.771,73.996,"Class4","X",39.856,21.294,12.047
28,68.816,47.638,88.187,47.208,"Class3","T",68.392,3.886,46.171
26,1.888,34.323,62.439,73.855,"Class4","S",66.339,44.818,12.55
31,56.202,42.603,96.979,67.668,"Class5","S",50.692,66.501,22.419
22,39.941,NA,59.33,72.386,"Class4","H",47.754,23.38,12.149
40,35.804,29.015,94.944,65.061,"Class5","P",58.055,66.502,29.122
56,28.003,NA,67.296,84.778,"Class1","K",107.389,34.228,67.176
58,29.224,39.62,87.606,81.813,"Class5","S",32.655,66.006,35.445
26,62.394,50.375,84.119,87.305,"Class3","T",64.794,7.067,47.6
59,21.037,55.044,36.582,80.25,"Class1","X",79.603,55.76,67.6
54,16.28,20.056,32.632,86.354,"Class1","X",61.776,43.755,63.351
51,4.824,61.739,80.37,29.297,"Class2","K",54.628,4.6,51.206
55,31.203,44.329,69.456,93.396,"Class1","X",60.084,65.426,65.16
53,23.481,28.773,66.073,79.019,"Class1","U",39.204,14.542,63.756
29,24.661,46.579,60.723,69.686,"Class4","H",63.039,57.114,12.014
74,11.421,62.993,20.679,68.476,"Class2","X",56.952,17.395,51.496
54,43.202,69.396,32.759,84.634,"Class1","U",57.163,14.405,65.795
13,50.166,48.249,82.12,41.373,"Class3","N",71.951,31.725,46.073
49,7.264,17.769,73.563,64.161,"Class5","Q",48.429,66.179,27.806
40,9.509,49.744,91.453,74.611,"Class5","W",40.991,66.533,23.243
18,10.699,55.048,58.897,72.791,"Class4","X",39.915,65.726,12.561
77,28.229,NA,71.235,70.575,"Class5","S",36.711,66.549,25.745
1,79.455,42.157,79.035,48.196,"Class3","S",75.477,5.98,47.814
51,37.02,55.165,61.522,75.372,"Class4","S",51.191,64.67,12.149
53,22.506,6.747,89.472,70.225,"Class5","P",50.906,66.032,24.996
33,-1.377,69.922,78.495,104.818,"Class2","K",50.266,4.545,51.095
40,105.826,43.981,59.119,71.571,"Class4","X",63.812,57.769,12.522
43,11.477,75.856,51.435,87.718,"Class2","H",54.172,7.994,51.393
57,27.109,43.485,50.576,88.929,"Class1","U",39.633,30.403,64.638
55,11.186,48.99,38.989,91.361,"Class1","T",52.282,87.499,68.393
58,NA,27.91,65.327,66.541,"Class5","S",51.862,66.215,34.902
33,50.449,39.971,78.682,74.684,"Class5","Z",42.577,66.456,26.197
81,37.834,63.871,58.714,72.507,"Class4","C",47.468,51.621,12.039
73,32.331,NA,66.31,79.852,"Class5","Q",56.941,66.968,30.5
55,15.387,51.196,42.703,84.45,"Class1","U",56.81,53.311,64.868
59,47.36,NA,37.662,92.414,"Class1","U",72.863,22.78,66.603
11,48.372,46.204,85.353,49.547,"Class3","N",75.81,18.869,47.394
39,72.334,59.64,58.585,75.022,"Class4","X",64.328,47.233,12.561
58,9.488,38.044,67.785,89.506,"Class1","K",68.5,25.76,64.741
21,49.099,48.542,79.863,41.643,"Class3","Q",76.048,2.49,46.385
60,5.999,78.018,93.918,22.248,"Class2","K",50.357,48.148,51.939
72,17.06,51.076,60.086,73.274,"Class4","S",34.289,22.307,12.638
55,29.803,26.194,87.377,75.837,"Class1","T",53.484,31.64,67.787
74,11.924,68.371,86.096,53.774,"Class2","X",53.894,11.151,51.269
41,20.404,70.56,36.677,11.962,"Class2","Y",52.37,35.859,51.776
84,35.357,46.944,60.368,72.504,"Class4","I",57.155,74.067,12.043
54,31.329,78.636,28.405,82.427,"Class1","K",46.247,72.492,68.45
54,27.495,-3.401,33.891,84.221,"Class1","U",42.471,57.937,66.26
54,24.84,49.914,93.876,85.21,"Class1","K",62.565,37.317,67.401
59,36.429,64.117,34.67,96.633,"Class1","K",77.059,25.682,67.739
39,42.518,52.783,59.252,72.377,"Class4","S",41.812,75.611,12.595
61,50.288,19.552,20.024,94.063,"Class1","F",71.228,84.468,69.742
39,46.185,28.396,68.606,82.052,"Class5","Z",60.487,66.236,33.867
62,15.614,24.791,31.445,94.243,"Class1","F",75.474,18.224,66.467
63,22.834,66.855,46.473,81.82,"Class1","U",54.586,24.309,69.584
6,57.43,44.122,82.393,31.935,"Class3","S",70.818,19.664,46.918
80,21.654,75.089,59.94,57.393,"Class2","K",50.575,10.234,51.114
49,60.965,51.53,81.158,50.325,"Class3","I",71.464,19.133,46.054
59,19.512,61.058,22.134,79.692,"Class1","K",41.315,74.971,69.021
52,36.039,62.161,64.57,71.586,"Class4","I",60.934,67.697,12.459
55,50.05,11.036,86.93,69.322,"Class5","Q",46.538,66.778,36.916
52,17.524,20.793,87.949,69.988,"Class5","W",74.269,66.281,37.646
60,22.447,64.382,78.477,83.758,"Class1","X",39.794,80.254,64.738
56,28.162,39.946,82.839,84.176,"Class1","T",89.374,83.272,68.139
48,12.35,73.822,68.377,83.434,"Class2","H",54.467,10.828,51.415
29,57.833,43.559,87.564,44.218,"Class3","N",68.014,11.356,47.058
43,24.514,68.639,68.896,60.61,"Class2","K",59.189,46.685,51.159
36,60.864,52.54,87.564,112.023,"Class3","N",68.355,19.271,47.855
54,24.373,72.571,18.399,88.001,"Class1","F",39.08,88.599,68.644
57,50.118,64.349,89.293,99.82,"Class1","T",59.463,42.753,69.123
53,40.997,41.258,60.887,83.995,"Class1","U",90.593,38.236,69.463
79,-11.725,57.241,57.735,72.421,"Class4","H",38.06,32.898,12.839
65,8.946,70.433,47.817,69.624,"Class2","T",62.868,28.269,51.448
33,75.726,51.59,89.655,71.365,"Class3","S",66.706,26.406,47.13
83,34.926,56.291,61.541,74.282,"Class4","C",46.597,78.42,12.531
31,46.849,17.731,76.763,61.636,"Class5","W",48.023,66.865,27.778
57,8.774,53.508,36.117,92.751,"Class1","F",42.208,54.516,66.475
63,20.408,33.819,24.211,87.315,"Class1","X",48.003,88.515,64.33
32,71.296,47.388,83.108,77.826,"Class3","N",76.912,6.059,47.478
56,35.262,73.298,84.546,77.356,"Class1","U",22.645,45.872,69.613
62,32.798,10.94,98.065,70.319,"Class5","P",55.135,66.281,28.689
60,20.853,75.987,32.744,33.049,"Class2","H",56.223,44.936,51.78
62,14.252,75.76,30.588,42.619,"Class2","Y",48.619,31.558,51.458
81,53.157,59.118,62.893,73.353,"Class4","C",50.399,18.904,12.601
87,53.38,50.444,62.84,72.732,"Class4","I",56.444,54.315,12.742
56,26.98,25.099,42.989,91.397,"Class1","F",56.114,86.572,64.67
53,31.141,NA,93.488,80.571,"Class1","T",45.56,50.123,68.676
29,33.83,43.844,64.563,75.035,"Class4","H",34.484,58.153,12.037
29,53.939,47.476,64.937,70.513,"Class4","H",43.263,39.929,12.149
63,34.405,14.214,94.551,61.593,"Class5","Q",67.931,66.179,22.506
28,62.919,45.917,81.759,32.732,"Class3","I",80.746,15.676,46.115
39,54.511,53.236,63.844,74.154,"Class4","C",28.088,88.916,12.977
31,62.445,45.282,87.63,61.332,"Class3","T",74.867,21.313,46.164
74,11.231,56.195,64.283,73.596,"Class4","S",31.926,58.704,12.646
53,-3.574,18.681,80.486,58.244,"Class5","W",69.034,66.812,25.7
55,15.802,73.49,46.765,77.395,"Class1","X",53.511,28.287,67.537
51,9.439,72.814,83.783,29.227,"Class2","T",50.46,2.631,51.216
61,50.444,32.467,23.891,93.136,"Class1","U",48.005,85.931,66.655
54,66.312,43.358,64.063,72.005,"Class4","C",41.581,79.973,12.595
55,-0.552,69.36,78.475,25.666,"Class2","T",49.372,23.633,51.836
82,48.127,NA,61.76,71.152,"Class4","C",49.754,82.927,12.931
57,33.123,46.324,56.076,75.038,"Class4","H",29.118,60.071,12.736
63,13.77,70.384,44.834,28.679,"Class2","K",49.92,3.544,51.345
16,54.035,48.294,83.996,107.104,"Class3","I",74.702,5.943,47.234
62,17.782,26.067,37.5,76.601,"Class1","T",53.707,57.858,65.092
35,62.149,46.18,90.004,49.507,"Class3","I",70.168,6.125,46.522
70,88.285,49.703,62.203,70.553,"Class4","H",24.785,24.215,12.084
43,42.295,49.366,81.648,18.684,"Class3","Q",65.89,29.931,47.184
60,22.857,64.886,71.74,86.701,"Class1","X",62.832,71.508,64.921
58,30.642,49.124,64.176,80.117,"Class1","U",77.401,82.16,69.262
31,13.395,73.462,35.145,66.329,"Class2","Y",52.098,42.143,51.37
84,25.519,64.124,87.519,52.661,"Class2","K",51.153,11.582,51.682
64,49.422,22.812,82.496,70.044,"Class5","P",49.753,66.598,42.208
81,13.146,69.984,57.771,71.012,"Class4","S",63.716,68.109,12.713
39,17.192,72.472,45.963,69.447,"Class2","K",49.221,12.608,51.32
33,25.765,72.099,41.633,20.572,"Class2","H",51.068,3.508,51.185
78,18.708,76.846,47.829,8.849,"Class2","Y",55.122,19.573,51.305
32,53.216,45.865,87.756,76.622,"Class3","T",72.317,27.916,46.292
58,31.603,11.923,80.251,72.689,"Class5","S",17.033,66.038,41.454
53,17.955,58.31,39.493,80.722,"Class1","T",73.759,37.735,67.923
55,34.751,17.036,83.296,64.138,"Class5","S",63.596,66.858,23.523
81,32.626,11.73,67.557,70.877,"Class5","P",67.504,66.494,33.372
58,43.323,35.15,31.518,80.356,"Class1","T",59.499,17.434,65.568
74,14.09,64.542,87.325,69.578,"Class5","W",66.7,66.349,23.409
41,25.714,14.037,97.624,60.827,"Class5","Z",54.918,66.818,34.642
86,56.613,58.053,64.607,70.918,"Class4","X",43.238,50.49,12.943
58,28.502,55.702,61.162,106.163,"Class1","F",37.565,40.231,67.934
57,12.493,112.265,68.04,96.931,"Class1","X",56.06,15.362,64.922
50,-20.113,54.821,62.029,73.295,"Class4","X",57.799,80.089,12.357
34,69.893,48.438,85.556,107.822,"Class3","N",76.826,28.587,46.833
48,79.24,44.925,88.539,66.089,"Class3","S",74.595,17.58,46.891
18,69.821,47.164,81.407,69.1,"Class3","T",62.366,15.822,46.633
56,30.399,34.342,85.193,84.893,"Class1","X",77.205,43.183,64.622
8,77.74,48.7,82.086,62.764,"Class3","S",80.453,15.235,47.788
54,33.626,42.677,84.42,91.089,"Class1","F",74.207,58.682,67.78
50,72.4,50.522,79.338,73.757,"Class3","S",63.564,11.671,46.792
33,49.062,NA,77.273,62.222,"Class5","P",47.332,66.519,37.136
56,21.75,64.052,69.123,48.439,"Class2","T",48.195,36.509,51.541
2,42.328,45.511,88.77,53.136,"Class3","S",67.69,16.101,46.976
58,36.729,69.068,70.465,82.881,"Class1","X",41.759,27.586,66.509
64,43.945,23.007,90.264,72.766,"Class5","Z",51.294,66.415,27.038
34,43.933,13.279,93.123,70.947,"Class5","P",56.708,66.67,28.615
60,47.687,27.042,87.872,82.003,"Class5","S",16.385,66.392,26.431
65,6.318,53.535,60.909,75.303,"Class4","C",27.118,55.299,12.602
35,57.495,25.465,73.756,64.935,"Class5","W",55.443,66.875,28.888
57,16.703,41.721,95.123,87.795,"Class1","K",67.494,63.943,64.783
60,25.557,24.016,76.029,71.193,"Class5","P",50.144,66.94,29.436
28,31.694,38.616,65.814,67.811,"Class5","Z",49.308,66.032,33.782
66,4.024,75.861,32.69,90.122,"Class2","X",58.163,36.869,51.966
46,4.813,71.348,81.979,45.621,"Class2","H",53.85,34.66,51.69
49,22.983,28.307,72.217,75.231,"Class5","Z",48.45,66.576,40.302
55,23.07,71.198,96.313,104.962,"Class1","K",66.968,85.255,65.471
26,70.374,52.41,61.752,76.26,"Class4","C",50.54,41.176,12.775
8,77.911,44.886,81.422,43.003,"Class3","Q",69.594,14.5,46.363
66,13.271,68.7,47.073,35.245,"Class2","Y",59.186,36.771,51.128
77,48.518,40.405,93.269,64.16,"Class5","P",54.639,66.746,37.759
55,27.012,92.577,93.413,93.412,"Class1","X",56.447,36.588,66.185
47,17.29,67.753,57.412,41.045,"Class2","K",54.795,29.061,51.425
36,19.671,67.546,82.053,69.158,"Class2","T",56.324,11.452,51.89
50,3.114,72.927,89.852,17.975,"Class2","X",56.423,13.746,51.712
58,NA,37.468,57.726,86.376,"Class1","T",32.389,77.564,63.822
33,40.259,60.814,58.695,76.538,"Class4","S",33.061,36.477,12.819
8,64.003,46.814,83.224,54.671,"Class3","I",61.884,7.739,46.326
44,42.62,-2.52,84.062,70.977,"Class5","S",43.144,66.799,22.209
39,14.985,28.906,90.617,69.931,"Class5","Z",46.751,66.212,40.336
63,24.247,33.144,78.135,72.557,"Class1","U",73.752,14.334,65.174
82,13.566,71.065,58.812,33.755,"Class2","K",46.522,4.973,51.248
