"EJS1","SLH2","ZUD3","JFS4","WML5","EHM6","IPF7","ZUS8","TKM9","OHJ10","Output21","RYQ11"
65.146,"Z",94.253,59,66.025,39.074,31.13,17,59.5,55.602,"Class3",43.878
29.614,"V",35.843,7,13.796,24.281,45.23,87,31.885,39.23,"Class2",16.712
73.247,"C",84.903,57,62.111,86.619,32.603,26,60.278,85.369,"Class3",40.099
8.768,"G",65.786,83,33.772,58.26,4.713,73,69.727,40.075,"Class1",66.669
76.494,"Z",90.697,66,54.911,37.498,30.842,5,59.689,79.786,"Class3",37.722
18.849,"G",65.208,34,73.724,31.345,13.859,75,68.244,39.472,"Class1",70.689
26.989,"X",65.542,60,32.444,56.689,5.297,73,66.763,61.02,"Class1",70.813
18.299,"I",65.627,36,52.584,62.961,16.543,76,65.655,49.732,"Class1",69.132
76.208,"T",92.115,61,60.802,33.571,32.009,24,63.75,19.189,"Class3",40.529
6.823,"L",65.731,39,42.13,61.898,12.115,74,66.403,65.519,"Class1",60.874
81.59,"S",88.582,66,59.205,42.444,29.489,18,59.432,36.705,"Class3",40.902
18.39,"L",65.548,51,41.603,60.652,17.698,73,65.209,69.607,"Class1",62.83
31.261,"V",30.941,10,-1.917,20.83,58.365,88,14.643,68.188,"Class2",27.532
33.665,"V",33.464,7,29.208,28.976,41.022,87,21.86,81.487,"Class2",13.018
26.518,"A",26.011,5,12.289,24.529,45.799,87,26.102,90.892,"Class2",24.895
74.356,"I",91.558,65,66.892,25.664,32.438,39,59.044,25.236,"Class3",37.85
19.624,"D",64.965,67,32.463,46.102,20.304,77,68.753,51.585,"Class1",71.896
58.269,"Z",90.118,83,63.287,46.044,29.953,38,58.654,20.185,"Class3",43.25
62.753,"T",92.131,75,72.832,88.515,30.995,5,60.795,93.905,"Class3",41.208
93.083,"Z",87.709,78,63.321,89.316,30.252,5,57.164,86.123,"Class3",43.976
82.585,"Z",95.426,93,55.042,51.646,32.288,12,NA,68.928,"Class3",41.563
65.997,"C",94.882,96,66.657,41.622,33.585,0,60.662,63.13,"Class3",39.667
77.216,"I",91.704,78,64.46,84.261,32.82,12,62.732,59.466,"Class3",41.153
29.834,"V",23.341,5,16.186,28.567,42.788,90,32.963,44.778,"Class2",5.846
35.375,"K",27.786,8,33.158,28.139,33.684,89,15.902,41.222,"Class2",19.034
25.515,"W",52.116,13,21.151,19.032,43.446,84,26.264,58.816,"Class2",14.954
75.767,"C",90.963,85,71.818,78.918,31.024,14,61.966,98.656,"Class3",41.596
86.679,"C",95.99,98,55.136,38.376,33.112,6,NA,52.794,"Class3",37.283
22.425,"I",65.381,86,12.219,53.133,9.259,73,70.703,72.962,"Class1",69.027
21.041,"V",33.659,14,16.93,34.54,39.069,86,16.35,90.934,"Class2",15.703
28.652,"A",24.302,9,18.72,22.206,27.24,90,30.251,82.853,"Class2",16.971
58.839,"C",93.678,95,61.517,21.606,32.151,37,62.326,26.216,"Class3",34.682
19.767,"G",65.686,61,50.63,62.703,19.833,72,69.702,77.426,"Class1",69.711
82.51,"S",91.696,95,64.104,37.596,31.054,2,57.084,94.144,"Class3",43.447
9.355,"D",65.476,37,27.637,71.908,15.52,76,65.99,48.117,"Class1",62.541
28.263,"L",65.326,62,26.455,69.147,7.058,76,69.905,42.003,"Class1",68.299
18.94,"G",65.421,78,45.515,41.358,6.745,74,68.886,35.894,"Class1",65.736
30.301,"T",17.471,4,16.927,23.929,28.299,91,30.532,84.794,"Class2",11.596
75.861,"Z",91.554,92,66.27,59.52,30.032,26,58.688,82.601,"Class3",39.18
58.667,"S",88.153,58,53.9,32.295,32.558,31,63.313,62.735,"Class3",41.569
28.531,"K",7.987,3,15.157,23.734,31.787,85,13.113,61.89,"Class2",14.545
72.61,"C",93.154,98,67.255,77.029,31.589,NA,62.323,93.479,"Class3",46.513
21.117,"X",65.071,77,52.13,55.159,22.266,76,68.573,60.532,"Class1",64.776
29.62,"I",65.147,86,40.117,40.241,19.479,74,68.834,35.358,"Class1",70.308
93.902,"C",93.866,59,62.566,106.699,30.707,4,57.471,68.66,"Class3",40.802
32.267,"A",31.903,14,26.129,25.46,50.813,NA,15.923,54.135,"Class2",17.601
30.04,"I",65.709,75,57.949,60.2,15.451,77,68.024,37.582,"Class1",61.027
35.552,"T",55.268,5,16.956,17.741,38.892,84,32.485,47.672,"Class2",15.641
26.869,"T",32.567,5,14.782,20.429,52.987,86,13.234,90.901,"Class2",9.977
85.575,"Z",91.607,59,66.719,64.719,29.814,15,61.569,79.079,"Class3",37.552
58.116,"C",94.552,69,65.767,42.91,32.653,13,57.464,32.972,"Class3",45.38
25.436,"T",9.758,10,11.75,21.011,40.589,89,29.919,53.282,"Class2",14.449
9.928,"G",65.769,35,36.447,49.257,15.713,76,67.902,74.714,"Class1",72.756
60.408,"T",93.862,89,61.773,64.705,33.306,16,62.352,82.08,"Class3",33.308
59.325,"S",87.431,90,68.368,51.368,31.615,3,59.4,90.259,"Class3",38.36
21.334,"W",44.587,12,24.148,23.401,56.691,87,28.014,49.921,"Class2",12.022
26.427,"L",66.085,37,13.371,54.249,19.612,72,70.212,62.04,"Class1",60.072
25.998,"D",65.64,56,43.822,48.839,18.663,76,70.178,77.983,"Class1",65.507
80.508,"T",95.335,96,60.541,47.558,29.018,33,57.169,14.444,"Class3",36.568
32.248,"T",47.145,8,22.706,25.04,33.082,86,13.183,75.432,"Class2",16.681
62.9,"T",92.776,63,64.998,35.337,32.476,23,57.938,53.885,"Class3",37.199
61.027,"I",87.382,79,49.773,111.391,29.197,39,59.508,41.189,"Class3",39.415
21.048,"L",65.985,35,41.342,40.24,6.747,77,66.064,44.066,"Class1",63.894
31.155,"W",32.862,13,26.372,24.285,25.381,89,25.854,78.058,"Class2",8.548
36.353,"A",11.986,4,25.265,22.84,54.103,84,28.954,70.835,"Class2",17.279
9.712,"I",65.32,76,68.824,66.051,18.916,75,66.532,42.215,"Class1",65.893
24.376,"G",65.399,35,15.34,50.033,17.852,74,70.009,76.87,"Class1",66.679
27.896,"A",58.992,5,18.242,34.149,55.718,91,9.155,84.624,"Class2",26.133
36.794,"W",30.953,10,11.812,27.333,44.817,NA,14.498,49.527,"Class2",10.381
9.744,"G",65.779,68,32.476,62.402,14.339,73,65.273,75.862,"Class1",64.7
76.516,"S",88.998,89,60.563,49.11,30.232,29,63.931,36.794,"Class3",40.008
34.682,"W",35.029,13,10.814,32.872,25.397,88,11.622,40.7,"Class2",12.385
31.213,"A",42.031,3,16.411,31.133,53.85,84,10.098,50.135,"Class2",12.089
14.597,"D",64.817,85,42.284,48.433,19.722,76,66.654,36.762,"Class1",70.858
30.764,"K",35.424,3,15.768,26.264,42.16,91,14.761,59.499,"Class2",19.975
17.997,"X",65.124,43,29.419,58.702,19.762,77,70.03,77.957,"Class1",62.194
69.946,"S",84.167,78,64.015,94.051,29.941,36,60.477,31.833,"Class3",42.022
19.403,"D",65.027,84,47.108,59.581,18.152,73,70.57,43.04,"Class1",65.713
24.553,"L",65.939,83,15.352,45.248,7.952,72,68.898,36.363,"Class1",64.315
12.044,"X",66.22,73,13.307,39.507,11.352,77,67.666,54.764,"Class1",62.955
14.712,"G",65.481,81,71.64,36.859,14.609,75,68.951,45.084,"Class1",69.144
86.073,"T",95.17,86,70.72,53.015,30.573,17,61.774,81.068,"Class3",44.259
22.257,"G",64.842,33,9.878,59.673,17.414,77,70.142,63.195,"Class1",64.254
31.99,"T",32.145,4,-3.143,23.671,43.22,88,17.723,52.609,"Class2",13.521
22.976,"V",27.357,10,13.151,26.029,51.438,84,13.501,51.182,"Class2",16.725
63.46,"C",92.865,82,68.106,70.302,32.814,43,63.672,9.076,"Class3",39.759
81.914,"S",87.274,73,61.876,28.179,31.155,45,58.305,91.526,"Class3",36.649
88.359,"T",90.449,63,49.641,88.833,29.345,16,63.757,96.754,"Class3",42.06
35.525,"W",19.616,6,10.809,28.224,41.951,85,22.846,50.287,"Class2",14.539
30.213,"W",41.189,5,26.941,24.655,57.257,89,17.031,59.098,"Class2",24.851
21.858,"X",65.144,81,39.69,56.32,20.417,72,67.856,43.67,"Class1",66.964
19.733,"I",65.843,64,23.994,42.068,20.578,77,70.105,54.691,"Class1",66.919
90.15,"C",92.533,86,65.011,53.139,33.888,37,58.859,76.722,"Class3",35.569
76.963,"C",100.236,78,61.457,55.887,32.203,5,62.374,6.474,"Class3",43.05
25.587,"W",46.079,7,15.109,31.604,28.45,90,15.606,75.502,"Class2",19.745
36.401,"W",37.548,7,17.903,20.284,54.801,84,33.445,63.113,"Class2",20.482
89.224,"Z",92.714,87,57.131,66.052,29.356,21,59.033,32.058,"Class3",43.607
36.196,"A",20.621,11,24.24,26.797,47.237,NA,16.778,75.305,"Class2",11.505
14.637,"X",65.567,83,13.298,48.16,20.908,74,70.57,37.732,"Class1",64.357
13.443,"X",65.387,39,62.535,58.424,15.166,74,65.996,44.092,"Class1",69.097
6.5,"X",65.274,73,-5.516,52.511,15.608,75,69.238,45.515,"Class1",67.369
23.778,"D",65.929,75,58.627,52.955,21.647,72,NA,67.941,"Class1",64.787
24.508,"D",65.269,80,32.779,18.333,3.957,75,69.924,64.802,"Class1",72.704
7.537,"I",65.271,41,48.472,52.569,12.671,75,66.303,57.085,"Class1",59.447
79.129,"C",94.417,86,60.824,29.373,31.864,41,62.066,52.143,"Class3",41.801
18.303,"I",64.753,71,28.881,47.386,7.508,75,66.455,39.724,"Class1",66.205
22.016,"A",27.772,7,20.91,24.335,31.583,87,9.609,70.17,"Class2",16.174
10.523,"G",65.313,64,29.198,40.073,4.101,75,65.459,67.315,"Class1",65.077
20.068,"D",65.792,79,36.101,52.25,11.268,72,66.194,72.032,"Class1",69.206
15.282,"X",65.696,70,46.137,50.443,17.7,73,66.89,47.015,"Class1",62.703
27.775,"A",37.997,3,25.084,26.038,26.289,87,28.586,52.586,"Class2",15.717
25.469,"K",27.315,11,9.229,24.057,49.809,85,25.346,86.924,"Class2",18.414
92.254,"T",88.612,96,63.385,109.429,32.511,19,58.61,67.607,"Class3",37.53
23.594,"T",31.883,7,15.268,24.945,42.952,84,9.103,58.917,"Class2",7.871
86.877,"I",93.142,84,50.939,71.118,30.612,42,58.136,91.73,"Class3",38.012
32.242,"T",43.991,13,9.509,33.005,30.716,87,11.927,83.964,"Class2",17.612
27.696,"G",65.138,84,72.641,42.598,12.379,72,69.51,56.126,"Class1",64.554
76.485,"S",93.575,71,71.513,2.831,31.23,33,57.681,48.439,"Class3",41.168
28.159,"X",65.542,36,16.23,20.504,18.233,74,70.131,71.325,"Class1",64.881
65.241,"I",91.293,63,55.533,51.578,32.095,13,NA,38.185,"Class3",44.201
30.775,"A",35.774,11,16.571,23.456,23.601,87,17.596,86.791,"Class2",20.567
19.544,"G",65.468,33,12.822,56.998,4.458,73,69.128,65.907,"Class1",66.641
16.01,"D",65.092,49,51.244,46.801,4.22,76,69.058,65.324,"Class1",66.333
35.897,"V",21.1,10,15.66,30.809,26.222,86,11.046,70.456,"Class2",27.529
21.455,"W",-1.227,12,28.755,21.643,52.427,85,11.968,64.481,"Class2",8.549
72.589,"C",92.553,61,66.122,67.781,31.041,25,58.089,69.409,"Class3",40.162
91.848,"Z",84.78,61,60.052,58.96,32.194,28,62.764,16.643,"Class3",39.622
10.089,"I",65.4,84,28.65,34.163,6.827,74,65.278,56.292,"Class1",64.908
29.217,"K",24.041,14,36.26,21.556,38.968,89,24.698,63.58,"Class2",21.178
87.224,"I",92.065,69,55.291,90.052,30.495,6,58.39,55.949,"Class3",40.066
93.503,"T",94.316,59,54.874,-0.319,29.729,30,61.312,28.788,"Class3",37.551
28.868,"I",65.924,53,28.428,42.432,22.472,76,70.285,34.522,"Class1",73.47
58.192,"I",97.094,96,66.562,66.819,33.133,17,59.922,8.539,"Class3",40.111
64.933,"S",95.602,95,59.02,94.204,32.076,43,59.808,76.331,"Class3",38.184
65.048,"C",97.306,62,63.731,33.656,29.545,38,NA,27.784,"Class3",37.238
16.11,"L",64.953,38,52.937,55.839,10.013,77,69.681,62.046,"Class1",63.019
28.954,"A",44.358,11,15.198,20.08,28.96,87,17.011,62.134,"Class2",24.911
32.829,"T",25.605,8,20.158,24.131,51.973,89,15.56,48.459,"Class2",14.597
29.235,"W",35.132,6,36.212,27.33,24.09,90,32.125,58.887,"Class2",23.056
33.938,"K",30.641,6,10.231,26.609,54.273,89,17.146,82.04,"Class2",15.495
29.562,"V",15.597,12,29.725,22.898,50.326,88,25.17,80.993,"Class2",23.475
28.354,"W",42.796,14,1.82,27.576,36.178,84,21.351,44.708,"Class2",30.597
20.862,"L",65.539,39,12.019,49.302,20.35,73,69.304,47.3,"Class1",64.137
69.297,"S",86.825,86,54.494,97.539,30.543,5,58.521,87.166,"Class3",37.848
66.269,"T",83.298,62,61.747,35.936,33.305,0,60,18.103,"Class3",38.91
92.315,"C",93.229,91,57.644,44.351,31.573,28,61.438,30.073,"Class3",42.557
20.91,"I",65.656,55,-4.2,35.709,4.559,72,68.298,38.319,"Class1",61.417
21.541,"T",31.193,11,32.054,21.274,31.656,84,18.523,87.918,"Class2",12.672
59.404,"Z",91.109,65,54.418,63.421,30.405,1,61.788,63.584,"Class3",41.872
28.647,"W",43.198,4,15.764,25.167,28.561,85,32.025,67.107,"Class2",22.139
74.421,"S",87.725,80,55.85,91.775,33.721,7,57.345,62.839,"Class3",36.601
21.211,"T",29.821,14,26.221,22.599,43.279,84,31.072,64.447,"Class2",23.676
26.184,"L",65.58,44,53.241,36.643,4.604,76,66.368,43.479,"Class1",65.658
68.506,"T",92.524,71,57.137,76.321,31.011,38,62.324,40.133,"Class3",43.831
26.385,"D",65.681,41,15.718,64.127,20.939,74,69.387,65.084,"Class1",67.024
23.65,"I",64.493,57,32.506,31.672,19.737,77,69.637,65.811,"Class1",70.05
29.07,"A",19.054,14,26.185,31.007,45.728,90,29.714,78.903,"Class2",23.287
17.683,"D",65.622,44,41.79,40.993,21.862,77,67.224,61.049,"Class1",68.722
26.6,"V",28.025,10,10.043,22.217,52.243,91,18.598,51.688,"Class2",13.636
34.172,"A",28.632,10,5.121,26.577,29.889,88,13.541,77.139,"Class2",15.477
24.613,"X",65.569,71,28.793,60.537,9.306,76,68.327,35.83,"Class1",63.315
90.57,"I",99.716,61,62.014,81.515,29.741,13,59.434,36.017,"Class3",35.193
28.049,"W",21.154,10,22.612,25.498,56.015,90,27.037,43.792,"Class2",11.434
25.712,"V",42.309,3,16.68,21.247,37.392,86,11.418,54.235,"Class2",10.445
21.54,"K",24.94,6,36.122,26.103,37.27,88,16.444,70.953,"Class2",14.392
22.675,"A",-7.276,11,16.296,23.419,54.556,89,21.559,41.117,"Class2",17.48
87.624,"Z",91.915,59,67.593,61.95,29.59,16,58.103,31.471,"Class3",45.569
91.485,"I",90.614,76,57.541,72.372,32.685,9,61.965,82.97,"Class3",39.345
60.031,"C",90.427,60,56.953,63.712,33.557,22,59.135,17.379,"Class3",39.056
33.169,"W",23.111,6,27.291,21.427,43.589,89,14.89,65.827,"Class2",11.997
64.569,"S",92.855,78,62.701,29.487,30.609,24,63.702,85.602,"Class3",39.605
79.096,"C",92.641,63,71.613,67.74,30.604,5,59.569,47.315,"Class3",38.349
15.214,"D",65.026,58,70.589,37.786,13.086,73,66.856,52.974,"Class1",64.828
16.192,"G",65.408,86,19.086,41.613,20.12,72,66.063,43.921,"Class1",63.402
32.248,"A",30.751,11,17.635,29.665,26.569,88,26.422,79.059,"Class2",18.17
32.092,"W",27.227,9,15.376,26.217,47.84,90,33.819,63.764,"Class2",11.281
32.171,"A",41.841,8,20.567,19.69,31.819,87,26.292,61.647,"Class2",19.928
8.69,"L",65.142,70,38.047,55.503,17.588,77,67.296,68.443,"Class1",69.612
25.476,"X",65.594,48,38.491,61.549,17.407,76,67.846,62.04,"Class1",68.203
71.086,"Z",94.856,85,68.019,53.005,31.835,24,63.668,66.527,"Class3",42.787
69.773,"I",92.042,94,47.855,84.934,31.188,4,62.151,30.059,"Class3",39.626
25.952,"L",65.66,57,18.99,30.137,16.015,72,NA,40.771,"Class1",66.656
70.493,"I",95.605,64,59.826,36.938,31.129,1,61.619,21.581,"Class3",38.012
88.634,"I",91.855,74,67.591,52.341,33.962,29,59.715,7.491,"Class3",42.883
82.997,"C",93.69,63,57.648,64.998,32.144,23,59.622,66.19,"Class3",37.317
23.762,"A",51.759,13,18.167,24.619,43.517,85,17.871,52.177,"Class2",21.306
84.831,"I",93.5,93,62.25,79.681,31.979,17,57.278,9.509,"Class3",40.084
91.393,"I",94.642,80,53.192,52.633,31.809,37,63.587,23.845,"Class3",35.814
84.594,"C",87.902,66,56.429,49.398,32.15,4,59.093,42.387,"Class3",38.253
13.389,"X",66.04,83,23.686,38.95,11.865,76,69.703,54.366,"Class1",61.244
28.609,"W",34.984,12,25.726,27.14,43.631,87,17.081,74.562,"Class2",24.581
29.441,"G",65.34,81,31.875,58.778,11.818,73,69.029,36.735,"Class1",63.043
26.458,"W",29.58,13,18.423,25.978,28.871,88,16.353,46.316,"Class2",20.797
30.01,"D",65.63,79,31,73.525,11.153,NA,65.745,53.185,"Class1",68.984
25.433,"K",33.833,12,36.104,26.571,36.526,87,23.278,57.131,"Class2",19.803
93.075,"S",87.281,80,62.539,30.337,32.247,15,62.744,58.157,"Class3",40.669
81.847,"I",103.69,88,49.909,31.302,30.492,14,60.592,8.371,"Class3",42.571
36.351,"V",65.687,9,19.682,27.916,50.284,88,21.917,62.996,"Class2",23.958
26.298,"V",34.368,9,12.085,23.725,43.58,86,30.326,78.578,"Class2",20.358
92.395,"S",93.925,59,68.765,42.84,31.114,13,58.039,64.306,"Class3",33.221
32.652,"T",39.396,14,27.814,27.369,39.419,88,33.642,40.938,"Class2",12.917
74.712,"I",97.113,81,53.341,57.661,29.471,4,59.26,71.129,"Class3",46.085
24.205,"W",31.029,5,25.155,23.077,57.717,87,27.963,52.793,"Class2",7.453
11.724,"I",65.442,48,64.437,44.518,11.32,72,65.751,34.028,"Class1",66.114
83.282,"T",91.664,91,54.067,86.043,30.549,38,58.145,17.707,"Class3",38.016
92.848,"Z",101.14,94,47.577,41.885,30.08,17,61.473,53.782,"Class3",36.261
23.503,"T",32.95,6,35.309,33.164,40.448,91,23.532,63.108,"Class2",16.914
6.534,"L",65.857,47,25.07,37.114,6.627,77,69.291,33.196,"Class1",64.465
72.18,"I",87.538,67,80.887,56.952,33.339,20,57.244,82.479,"Class3",39.676
22.937,"K",28.824,11,21.038,30.927,52.266,86,10.751,78.558,"Class2",20.858
27.922,"V",43.491,5,0.267,24.933,24.64,NA,27.172,62.098,"Class2",15.396
65.989,"T",93.394,61,64.756,62.123,31.342,32,58.805,30.105,"Class3",32.777
69.458,"S",95.646,80,72.208,48.675,29.257,5,62.147,56.97,"Class3",38.082
8.53,"L",64.927,39,-1.667,47.371,17.068,NA,70.282,43.028,"Class1",68.607
27.234,"W",46.735,6,18.226,28.833,30.923,88,10.223,79.138,"Class2",18.965
71.968,"C",91.95,87,66.749,54.138,29.162,6,61.814,74.738,"Class3",37.226
23.926,"L",65.741,56,23.946,61.982,19.117,77,69.138,47.586,"Class1",65.254
28.168,"G",65.451,66,9.479,37.292,4.289,73,65.077,37.641,"Class1",69.674
33.227,"A",22.549,13,22.073,16.991,44.554,85,9.789,84.458,"Class2",6.626
30.852,"I",65.963,77,51.962,36.281,21.103,77,65.669,56.438,"Class1",60.644
77.248,"T",90.597,83,67.414,31.179,31.937,10,62.245,16.017,"Class3",40.746
26.358,"A",37.052,4,25.101,23.528,33.659,85,30.103,80.73,"Class2",29.377
13.279,"I",65.18,38,33.386,58.699,19.865,75,68.127,40.379,"Class1",63.597
63.171,"T",93.384,83,69.842,25.002,30.193,26,57.371,13.808,"Class3",36.037
30.65,"V",53.26,7,8.729,15.253,51.513,90,15.875,41.933,"Class2",14.25
62.61,"T",89.696,64,61.444,33.173,32.267,30,57.736,11.078,"Class3",36.281
21.871,"X",64.858,70,52.957,76.778,14.94,76,70.316,46.192,"Class1",68.391
22.462,"T",49.756,14,26.528,23.358,52.34,85,9.56,62.222,"Class2",11.905
26.547,"G",65.507,60,10.748,47.966,16.49,77,67.078,43.797,"Class1",67.726
22.716,"D",65.158,70,41.128,57.544,17.967,72,NA,62.247,"Class1",63.665
81.355,"I",89.397,69,58.293,33.341,29.326,37,NA,75.997,"Class3",41.52
25.653,"K",45.676,4,23.089,24.155,52.699,88,33.868,87.51,"Class2",27.023
91.721,"C",86.427,84,81.111,70.423,31.785,40,59.216,45.885,"Class3",41.503
21.71,"T",25.229,14,17.461,27.131,37.849,85,16.026,55.463,"Class2",19.051
32.25,"K",30.442,13,17.783,17.54,41.274,84,32.216,79.482,"Class2",20.639
26.445,"A",29.444,13,19.335,25.418,58.97,91,11.95,48.645,"Class2",25.138
29.661,"T",47.163,9,19.494,26.176,41.512,90,11.731,39.866,"Class2",17.026
12.596,"X",66.104,53,20.34,47.41,16.045,73,67.061,59.35,"Class1",63.331
74.323,"Z",90.903,90,64.115,53.638,31.762,26,62.982,47.459,"Class3",33.745
68.531,"Z",87.335,87,73.503,60.31,29.645,45,60.152,25.534,"Class3",37.445
82.447,"Z",93.076,63,60.405,45.396,32.857,9,62.659,52.048,"Class3",38.296
27.873,"T",13.614,7,16.845,33.253,25.877,84,21.884,56.983,"Class2",16.84
11.724,"G",65.491,51,41.296,38.837,8.174,72,69.476,33.48,"Class1",61.098
22.645,"K",23.692,4,14.414,22.44,40.537,88,21.915,51.011,"Class2",13.878
19.724,"I",65.259,59,74.038,54.549,4.23,77,68.84,52.499,"Class1",64.331
34.202,"W",47.996,10,21.775,29.476,48.78,86,10.93,57.695,"Class2",8.039
35.521,"K",40.763,5,24.585,15.766,32.83,84,20.433,69.947,"Class2",9.927
34.556,"K",22.166,5,13.786,34.847,33.781,90,11.918,75.335,"Class2",16.118
13.547,"I",65.492,34,39.983,61.997,5.376,75,NA,47.355,"Class1",61.475
24.881,"V",40.522,14,23.862,27.807,35.555,90,10.204,41.003,"Class2",20.345
30.597,"X",66.11,75,19.075,45.998,11.599,NA,69.063,76.648,"Class1",70.372
28.843,"V",31.691,9,24.251,24.493,43.734,84,20.063,53.773,"Class2",14.993
6.657,"L",65.871,69,35.232,69.88,9.43,72,68.478,50.47,"Class1",68.719
34.812,"W",5.949,8,28.664,30.998,50.865,87,24.822,68.404,"Class2",18.903
28.09,"X",66.133,62,1.722,48.238,18.69,72,66.553,69.151,"Class1",60.695
22.209,"G",64.869,53,55.963,28.257,8.18,77,66.45,35.522,"Class1",64.334
89.975,"I",91.959,84,66.991,61.375,31.737,3,63.98,12.389,"Class3",38.32
9.571,"D",65.946,41,21.782,49.734,8.814,75,69.356,63.169,"Class1",69.253
84.122,"I",89.81,80,64.637,50.708,30.793,11,NA,21.784,"Class3",42.56
27.312,"I",66.152,48,8.015,59.532,7.012,NA,67.629,43.635,"Class1",66.169
28.947,"G",65.114,68,47.595,61.235,9.55,75,66.394,51.507,"Class1",65.197
23.911,"G",65.633,78,1.84,44.965,15.802,77,70.978,52.96,"Class1",68.696
27.538,"A",39.875,5,11.272,27.558,31.535,90,21.819,72.641,"Class2",15.35
21.827,"D",65.237,47,13.699,52.673,12.79,74,69.246,35.162,"Class1",68.52
29.572,"L",65.042,84,74.465,68.176,6.51,74,68.523,54.028,"Class1",61.805
22.694,"V",23.814,5,19.983,23.756,33.698,84,33.725,83.51,"Class2",19.856
21.182,"X",65.475,50,24.963,51.601,12.003,75,65.514,64.335,"Class1",66.923
12.891,"X",65.647,34,6.035,46.389,22.211,77,66.457,34.12,"Class1",63.209
16.658,"L",65.203,79,61.336,59.669,4.458,72,68.65,48.552,"Class1",66.849
65.503,"S",90.25,59,55.253,93.066,31.853,1,60.338,39.602,"Class3",38.678
65.565,"C",93.186,56,49.383,58.575,32.93,30,58.98,31.32,"Class3",39.873
15.688,"G",65.067,48,28.005,36.157,17.647,77,66.155,43.45,"Class1",63.69
70.678,"C",89.892,95,65.206,47.615,33.542,38,62.063,75.363,"Class3",37.93
12.347,"D",65.912,47,28.311,34.45,8.782,77,70.9,75.183,"Class1",69.125
30.682,"V",30.956,7,22.244,27.769,38.925,88,NA,84.014,"Class2",18.661
24.854,"K",42.438,13,11.369,23.826,30.511,86,33.566,90.009,"Class2",22.374
72.711,"Z",91.911,75,45.728,49.734,33.024,22,59.493,8.158,"Class3",38.9
30.48,"A",38.313,12,13.361,21.43,53.121,87,31.63,56.325,"Class2",26.833
6.754,"X",65.972,53,49.484,66.046,19.638,73,66.209,42.569,"Class1",66.876
21.655,"X",65.299,50,36.03,52.582,11.668,74,67.931,63.757,"Class1",77.887
23.647,"T",34.468,9,21.007,27.458,33.301,90,NA,51.421,"Class2",15.598
90.317,"S",93.007,83,62.723,69.134,31.562,38,61.579,37.054,"Class3",43.196
89.088,"T",89.006,73,47.062,60.34,29.304,31,60.258,13.829,"Class3",40.07
11.673,"I",65.726,51,31.703,48.613,4.122,75,67.424,59.665,"Class1",64.868
12.374,"G",65.517,67,89.027,39.303,12.508,73,65.464,61.519,"Class1",66.65
75.458,"S",89.28,79,61.095,76.759,29.445,18,63.055,53.745,"Class3",34.223
61.524,"Z",92.421,80,66.305,24.336,30.755,23,60.043,48.573,"Class3",38.96
90.917,"I",91.793,87,53.634,66.852,30.598,27,63.267,60.775,"Class3",36.309
21.155,"T",47.449,12,17.358,22.424,51.013,89,15.558,63.387,"Class2",12.589
90.011,"S",89.965,86,65.051,53.529,32.543,42,61.884,40.612,"Class3",35.694
25.112,"D",65.376,74,31.217,34.384,12.379,74,70.836,38.636,"Class1",65.421
7.336,"L",65.219,80,44.225,61.184,8.464,NA,69.372,69.921,"Class1",63.345
35.034,"A",48.81,10,14.647,23.653,40.904,85,11.097,61.358,"Class2",12.434
29.91,"G",65.036,72,38.761,35.169,15.152,73,65.55,45.602,"Class1",67.739
8.404,"D",66.084,86,13.386,44.084,22.334,76,67.802,54.442,"Class1",68.688
13.374,"G",65.263,33,46.891,77.652,4.357,75,65.235,46.744,"Class1",67.016
24.938,"W",27.638,8,25.161,35.488,29.222,84,27.808,85.787,"Class2",12.489
23.18,"V",30.009,14,33.555,22.956,56.709,91,NA,62.288,"Class2",14.598
