"OJC1","TNS2","HZG3","FMR4","QPZ5","POJ6","Output4","NKG7","NRB8","CUJ9","WRT10","QNS11"
98.561,39.185,42.855,43.277,93,40.796,"Class5","H",69.754,66,57.483,88.34
27.974,1.407,81.816,38.292,12,47.299,"Class3","X",8.078,62,76.408,12.366
53.926,1.908,4.767,33.292,8,52.57,"Class3","F",0.031,51,75.047,24.266
53.117,37.738,52.423,27.955,63,64.837,"Class2","A",49.381,44,79.102,50.982
98.444,38.591,-0.921,42.857,83,54.481,"Class5","H",75.936,63,61.681,100.791
48.678,2.537,95.043,37.547,34,50.862,"Class3","I",4.207,73,74.498,13.462
46.801,2.707,38.904,44.714,58,56.706,"Class3","P",0.171,82,70.979,10.636
53.347,70.939,9.553,21.102,38,54.462,"Class2","A",24.126,51,76.661,47.18
98.096,15.416,30.558,42.957,82,59.502,"Class5","H",76.374,63,61.121,80.218
26.73,72.275,73.622,42.475,31,35.861,"Class4","D",65.999,29,55.35,35.629
36.27,53.677,67.533,55.994,8,66.559,"Class1","Q",39.453,37,3.01,32.335
97.968,18.471,20.191,44.726,92,45.508,"Class5","U",77.375,71,56.293,59.139
41.866,46.737,66.303,37.397,27,88.131,"Class1","H",12.386,57,17.434,71.044
55.502,54.06,32.277,23.458,63,58.759,"Class2","J",46.318,49,78.99,51.822
98.404,28.314,19.592,44.324,84,51.446,"Class5","Z",72.873,66,59.495,48.64
69.127,73.361,84.581,38.756,26,63.884,"Class1","Q",44.113,57,25.683,22.756
57.032,54.521,59.404,15.206,64,53.429,"Class2","C",44.886,48,76.618,49.861
15.769,55.492,72.15,28.355,19,37.599,"Class4","H",56.443,29,59.952,31.451
46.704,2.102,35.614,41.547,52,52.582,"Class3","X",3.251,64,62.307,12.602
98.374,17.839,21.778,44.365,81,41.451,"Class5","D",72.009,75,60.387,34.618
49.595,72.855,22.365,22.077,41,63.707,"Class2","A",47.11,48,79.356,48.13
66.041,84.067,50.021,35.071,15,87.034,"Class1","X",29.814,89,12.316,32.538
18.288,62.539,64.816,51.648,38,37.409,"Class4","Y",57.957,39,56.867,30.577
108.79,2.79,65.674,46.005,20,41.347,"Class3","F",4.248,76,86.727,2.025
98.744,33.899,33.431,44.559,78,88.888,"Class5","D",75.987,63,61.508,63.009
25.891,82.433,62.926,31.764,25,88.278,"Class1","H",38.335,62,8.707,35.76
84.117,2.063,95.834,40.737,54,63.214,"Class3","W",8.414,77,55.882,12.744
27.58,65.998,69.551,47.763,52,38.097,"Class4","F",10.575,38,63.191,43.079
33.112,64.727,83.028,27.825,23,NA,"Class4","Y",65.538,13,73.188,23.287
58.35,92.031,43.455,8.778,51,54.198,"Class2","W",12.191,36,79.895,47.644
15.385,60.139,58.304,28.171,28,36.029,"Class4","D",67.429,36,75.465,41.631
49.252,1.128,60.102,38.825,45,54.359,"Class3","X",5.5,84,68.037,15.685
NA,65.509,57.711,41.17,46,37.642,"Class4","V",76.185,37,69.477,39.003
45.994,1.653,64.262,43.726,29,49.074,"Class3","W",1.235,37,60.035,10.561
36.078,1.85,52.977,40.709,60,49.019,"Class3","W",1.439,32,54.023,12.63
32.327,81.5,75.735,29.845,5,71.349,"Class1","S",42.963,73,31.14,28.032
49.49,65.012,36.257,8.492,47,36.627,"Class2","W",13.231,53,79.499,50.191
69.386,72.905,70.71,57.512,26,93.597,"Class1","S",53.655,26,4.549,54.022
NA,62.943,62.623,49.922,35,37.799,"Class4","H",4.817,32,58.666,34.697
57.339,1.558,90.493,35.381,42,45.363,"Class3","W",2.58,79,89.575,-2.742
51.392,72.67,62.742,27.291,47,29.718,"Class2","W",20.3,49,80.317,50.338
58.243,64.588,58.537,49.204,25,100.455,"Class1","X",8.125,63,21.177,42.948
14.355,69.991,89.92,15.311,35,36.442,"Class4","Y",9.989,34,55.875,24.215
26.01,67.861,68.419,52.207,16,81.383,"Class1","Q",39.835,77,27.813,32.82
48.676,77.789,55.614,10.802,39,49.866,"Class2","X",49.018,57,81.18,51.459
98.419,15.985,4.188,43.491,87,16.255,"Class5","D",74.035,69,58.167,100.531
74.563,2.927,39.654,46.073,46,46.093,"Class3","F",7.321,84,62.822,14.181
51.659,78.598,75.143,74.56,50,68.836,"Class1","H",14.482,47,13.329,34.409
58.171,65.65,23.411,24.74,56,34.909,"Class2","A",43.828,59,80.053,50.975
53.241,64.913,59.515,19.053,38,53.179,"Class2","W",15.657,53,81.665,47.989
98.644,22.702,3.994,43.92,93,34.166,"Class5","C",67.236,63,61.649,95.129
42.645,80.213,67.473,54.845,64,92.376,"Class1","S",33.849,74,26.222,72.71
50.629,1.06,40.791,32.313,47,51.82,"Class3","X",1.431,30,53.035,15.106
98.926,18.792,44.69,44.792,81,63.609,"Class5","U",75.535,74,58.555,50.031
98.544,24.781,17.561,44.412,91,44.032,"Class5","Z",76.795,57,55.579,113.366
57.65,41.225,38.256,27.758,51,25.313,"Class2","J",33.31,60,81.71,49.826
15.53,69.209,87.682,37.645,32,38.059,"Class4","H",10.707,41,60.806,40.623
98.7,23.102,19.725,42.892,81,40.625,"Class5","H",79.946,73,57.927,47.407
38.284,36.025,39.099,7.688,66,9.363,"Class2","W",9.058,33,77.438,47.282
21.003,61.687,63.251,13.47,18,37.955,"Class4","H",76.891,28,65.487,27.042
51.162,74.6,45.425,17.208,67,47.958,"Class2","C",14.326,47,78.198,49.878
98.508,40.5,37.119,44.704,94,38.286,"Class5","D",72.583,66,57.703,72.486
44.669,81.92,64.095,37.996,22,80.18,"Class1","H",53.364,77,24.921,7.533
57.094,2.704,67.35,40.121,72,52.485,"Class3","W",1.831,38,51.433,15.545
55.451,95.45,35.033,23.065,39,46.186,"Class2","X",9.428,59,76.669,48.527
67.592,73.736,74.306,31.815,61,79.22,"Class1","Q",45.038,53,20.982,52.857
64.561,82.888,75.058,53.367,21,87.151,"Class1","Q",43.138,64,25.058,48.88
49.662,38.884,47.025,20.509,69,48.343,"Class2","A",23.235,46,81.763,45.154
13.103,66.177,65.068,10.251,26,37.747,"Class4","D",66.346,33,59.663,34.221
12.409,73.942,91.921,9.273,52,37.442,"Class4","F",71.035,22,74.455,27.126
46.927,1.422,57.511,42.889,14,50.206,"Class3","F",1.17,25,71.108,13.336
26.232,54.415,72.203,5.428,41,36.223,"Class4","V",20.103,33,60.633,26.436
NA,37.623,12.343,44.846,82,64.037,"Class5","H",76.379,64,56.547,82.132
94.307,57.408,75.297,36.273,62,84.607,"Class1","S",20.997,74,16.005,22.295
53.278,1.231,64.185,46.411,41,48.173,"Class3","F",4.472,59,80.398,1.437
27.667,58.991,73.169,63.583,13,37.114,"Class4","Y",54.239,41,55.486,32.087
111.043,2.693,30.899,35.451,49,56.691,"Class3","P",6.874,73,61.722,6.207
98.574,21.338,41.269,43.005,96,75.328,"Class5","H",69.333,65,59.863,31.689
98.498,21.4,51.335,42.084,92,53.986,"Class5","U",67.644,65,57.843,67.464
98.503,37.343,20.389,42.547,84,58.783,"Class5","Z",74.247,77,58.14,73.551
71.476,44.131,74.611,35.614,53,83.471,"Class1","P",14.437,29,29.264,-2.612
98.69,15.777,33.776,42.377,85,47.433,"Class5","Z",76.451,66,56.701,86.762
NA,29.392,7.52,43.071,90,44.68,"Class5","D",75.05,71,57.485,69.337
98.13,16.866,23.746,42.89,78,68.137,"Class5","H",79.911,76,62.468,18.129
68.643,2.707,43.93,40.302,24,62.406,"Class3","F",2.746,26,69.849,15.238
98.268,30.679,60.457,42.356,87,2.661,"Class5","H",77.101,59,55.181,86.079
21.146,71.703,68.159,56.774,17,37.761,"Class4","H",19.295,41,55.035,35.137
32.666,65.263,66.05,37.433,31,36.44,"Class4","D",55.69,19,65.374,36.874
62.016,70.194,47.994,21.393,55,53.935,"Class2","A",12.951,35,78.18,50.165
45.975,28.482,35.486,29.909,48,30.079,"Class2","A",36.685,55,78.042,50.554
60.887,2.101,25.367,35.49,53,46.776,"Class3","X",6.63,84,78.692,15.175
41.986,84.493,77.974,44.247,1,93.837,"Class1","S",11.738,24,13.418,30.964
26.514,62.463,71.64,8.031,40,39.529,"Class4","F",69.904,32,66.564,44.67
63.513,2.177,70.593,32.623,9,43.292,"Class3","W",1.607,61,73.054,5.932
99.35,37.384,38.821,42.845,77,33.679,"Class5","H",69.934,56,61.331,101.103
NA,1.666,95.482,45.858,36,57.796,"Class3","W",1.346,28,75.76,4.293
98.509,37,32.422,42.708,78,66.829,"Class5","D",79.432,83,59.956,74.959
98.878,16.111,45.66,44.988,84,35.036,"Class5","Z",71.998,59,63.756,65.839
27.91,62.401,89.87,19.271,12,37.727,"Class4","F",40.184,45,64.652,36.968
98.312,28.951,20.359,43.448,89,55.328,"Class5","U",71.468,60,64.904,92.541
35.13,69.543,68.928,7.676,62,53.192,"Class2","C",27.322,52,81.27,51.057
98.867,17.765,11.052,42.194,92,40.893,"Class5","U",75.186,57,60.304,33.741
98.464,43.944,16.392,44.385,82,53.708,"Class5","D",74.523,63,60.494,91.353
53.098,91.924,69.89,18.212,47,28.554,"Class2","X",26.773,32,81.895,47.697
98.626,19.236,26.634,43.626,94,9.037,"Class5","H",79.545,73,62.594,24.485
NA,32.334,11.492,42.502,78,58.75,"Class5","Z",72.726,64,60.756,44.546
100.115,2.635,43.741,45.977,44,53.071,"Class3","I",2.594,55,86.578,0.83
68.135,1.735,58.326,36.409,64,50.138,"Class3","I",8.82,76,89.245,15.751
20.978,71.329,66.309,24.834,33,37.107,"Class4","V",59.932,39,69.291,14.571
48.963,88.237,42.164,11.089,61,23.028,"Class2","W",23.061,41,76.753,50.862
98.753,44.364,4.586,43.198,86,NA,"Class5","Z",77.849,71,56.569,84.127
28.192,67.213,67.818,34.083,52,36.706,"Class4","V",67.345,37,67.394,35.07
21.624,73.885,65.045,84.125,22,37.339,"Class4","F",11.013,37,66.943,13.056
56.571,2.946,73.437,36.44,46,52.992,"Class3","P",0.169,64,63.944,11.933
69.357,2.227,86.628,38.387,32,47.053,"Class3","I",0.584,52,72.238,9.213
19.387,57.493,82.285,41.459,32,35.93,"Class4","Y",54.449,31,75.02,26.865
63.328,41.731,67.773,16.34,69,63.642,"Class2","J",38.992,38,81.357,47.517
45.346,31.667,26.185,7.336,45,59.883,"Class2","W",11.45,38,79.556,50.91
53.498,2.199,66.468,37.589,71,37.582,"Class3","P",1.558,60,61.501,12.566
98.523,44.018,59.668,44.395,90,57.283,"Class5","U",78.368,78,60.241,78.103
27.713,66.38,87.286,63.136,42,38.668,"Class4","Y",73.414,14,68.93,46.477
98.72,37.084,49.635,44.407,82,39.147,"Class5","C",74.423,66,57.926,62.369
28.348,56.085,81.078,40.021,30,38.247,"Class4","F",10.254,44,70.499,38.185
16.916,64.671,72.255,41.876,63,94.796,"Class1","P",52.578,26,30.613,43.245
51.151,1.214,85.82,43.396,59,49.975,"Class3","I",4.122,59,55.315,15.659
56.03,63.929,65.372,33.22,34,81.148,"Class1","P",8.601,51,20.641,46.629
28.496,66.788,86.422,87.844,25,35.968,"Class4","F",5.801,36,59.822,17.447
NA,51.993,97.499,59.552,12,37.657,"Class4","F",14.982,16,57.142,40.192
44.135,79.548,76.831,53.066,10,88.74,"Class1","X",11.912,49,23.485,52.757
60.315,75.698,41.753,7.035,56,22.459,"Class2","X",25.331,38,79.672,48.644
22.055,71.556,94.99,74.12,34,37.717,"Class4","Y",25.129,11,64.063,33.859
98.514,42.129,22.401,44.471,96,22.336,"Class5","Z",70.699,72,61.068,4.423
98.037,39.766,37.064,42.097,92,48.391,"Class5","H",77.816,74,60.396,30.301
98.71,22.848,32.655,43.275,83,44.947,"Class5","U",79.228,79,59.225,92.991
98.132,23.522,49.462,42.136,87,34.699,"Class5","C",68.11,68,56.897,76.955
98.371,20.31,46.913,43.088,93,64.727,"Class5","U",74.196,62,62.773,27.22
70.651,2.836,42.74,45.632,8,52.655,"Class3","X",4.298,83,68.288,19.63
98.301,39.237,7.258,42.29,86,32.926,"Class5","D",75.382,66,58.391,9.946
61.372,2.885,100.098,33.738,57,44.737,"Class3","W",2.407,76,76.734,12.937
41.052,81.731,33.202,68.964,59,59.967,"Class1","S",8.734,29,4.907,30.13
NA,29.925,24.335,44.554,93,57.947,"Class5","Z",78.873,70,59.231,99.996
76.577,1.676,62.773,44.64,65,52.176,"Class3","P",4.701,49,54.545,0.455
89.863,64.999,77.444,41.101,52,95.114,"Class1","X",14.596,84,16.343,47.374
21.786,57.369,56.352,24.161,36,37.66,"Class4","D",46.788,32,73.829,30.309
34.956,44.265,40.408,8.507,60,50.853,"Class2","J",24.675,59,79.945,48.59
58.636,2.235,41.354,41.662,68,47.327,"Class3","I",6.561,44,87.703,4.132
85.562,1.52,53.714,41.46,55,54.174,"Class3","X",0.397,64,51.225,13.918
19.892,66.267,82.433,70.57,48,37.259,"Class4","D",10.861,42,61.21,28.795
98.446,16.575,13.545,42.026,96,67.881,"Class5","U",72.463,77,61.217,52.615
59.676,2.675,38.325,34.273,13,49.217,"Class3","P",6.265,71,65.844,7.091
30.443,1.169,18.878,45.729,31,NA,"Class3","F",2.893,38,81.006,8.351
45.426,84.934,61.102,36.656,22,97.45,"Class1","P",9.301,44,12.665,17.9
62.726,74.176,89.238,47.549,11,86.382,"Class1","S",30.053,78,11.364,53.095
50.928,81.004,47.248,14.453,58,29.541,"Class2","A",41.242,35,79.347,47.873
98.314,19.882,21.855,44.061,80,38.395,"Class5","Z",72.822,74,62.272,42.992
62.103,87.452,28.978,11.547,55,9.73,"Class2","W",46.208,48,77.555,49.169
26.933,53.374,81.224,56.536,44,36.833,"Class4","D",13.772,34,75.736,37.496
17.421,58.338,69.444,19.631,33,36.995,"Class4","D",26.469,19,66.735,25.762
99.034,2.25,36.003,34.379,20,50.727,"Class3","P",1.372,51,76.648,7.511
63.383,1.523,35.82,36.556,50,56.164,"Class3","W",2.055,42,83.145,9.312
74.82,66.269,85.17,45.353,55,88.831,"Class1","P",16,37,26.048,47.837
15.773,65.345,78.697,62.583,27,37.362,"Class4","D",72.402,23,63.536,23.854
50.112,27.881,43.938,26.953,50,-6.96,"Class2","X",22.971,62,80.381,52.038
53.321,62.273,48.173,44.94,62,77.792,"Class1","H",41.107,31,8.45,38.494
19.032,58.551,90.224,8.308,52,37.921,"Class4","F",29.302,33,69.433,41.037
30.461,54.884,86.123,64.993,30,37.443,"Class4","H",74.882,22,67.741,35.196
NA,53.894,80.535,84.073,51,37.518,"Class4","D",71.075,37,56.006,35.805
98.497,34.765,44.085,42.102,82,55.289,"Class5","Z",76.308,76,55.113,106.466
66.563,2.547,51.328,36.686,63,56.362,"Class3","P",4.17,32,80.262,12.818
NA,54.487,63.711,53.932,46,71.31,"Class1","S",17.765,27,11.534,28.416
27.539,82.338,61.902,40.169,27,72.917,"Class1","Q",21.633,50,23.208,29.306
20.1,65.63,71.78,20.086,39,37.011,"Class4","F",72.071,27,67.052,27.862
21.847,53.585,88.059,23.654,42,38.115,"Class4","D",3.1,24,75.834,50.574
31.559,52.091,82.358,55.664,46,37.704,"Class4","V",15.974,20,75.047,35.218
58.344,69.703,60.875,29.586,54,NA,"Class1","X",31.827,54,30.423,62.341
51.658,84.747,45.894,24.241,57,11.336,"Class2","W",15.951,34,78.796,49.826
98.01,33.605,31.105,43.746,78,27.702,"Class5","C",77.483,68,56.737,54.287
98.568,41.365,43.939,43.352,83,57.824,"Class5","U",76.306,77,64.752,92.666
8.13,50.92,65.374,54.409,54,89.093,"Class1","P",41.837,65,18.975,46.1
46.334,70.303,56.28,13.76,52,66.018,"Class2","C",8.33,51,80.166,49.135
68.319,1.935,29.492,39.127,29,47.78,"Class3","P",0.254,33,64.066,8.081
70.504,47.768,45.728,44.482,12,82.573,"Class1","X",47.51,61,7.07,57.104
4.396,65.098,94.929,6.307,46,37.497,"Class4","F",41.064,10,73.077,41.552
33.92,48.545,78.033,52.803,9,53.445,"Class1","P",9.625,66,10.44,41.679
56.029,32.057,23.513,15.316,62,83.022,"Class2","X",18.777,53,79.33,48.185
55.925,52.663,76.15,64.109,9,76.169,"Class1","S",22.973,71,12.259,20.653
4.99,69.604,54.101,61.495,5,81.385,"Class1","H",20.308,39,9.312,23.634
98.384,43.805,38.277,44.765,86,51.86,"Class5","Z",78.821,82,59.608,83.89
27.165,53.11,67.029,88.695,20,38.671,"Class4","H",34.011,43,75.239,23.761
58.894,2.253,62.588,42.641,52,44.698,"Class3","P",4.482,34,84.22,5.818
17.071,64.722,43.511,38.022,12,36.311,"Class4","Y",29.15,42,72.611,38.99
98.041,20.151,24.321,44.773,82,32.231,"Class5","H",70.106,73,60.593,22.617
98.422,18.034,32.609,42.044,80,53.835,"Class5","Z",75.21,80,60.902,88.319
16.521,73.368,65.535,34.526,29,38.348,"Class4","V",31.127,16,62.606,39.85
43.719,58.91,79.883,74.159,53,79.351,"Class1","S",36.093,38,6.431,53.138
93.732,1.464,67.673,37.924,52,52.052,"Class3","P",6.97,80,54.975,10.917
98.569,38.286,6.139,42.583,96,48.795,"Class5","Z",73.003,71,62.244,92.722
87.5,61.665,47.805,43.344,53,78.032,"Class1","H",22.699,28,15.683,53.872
98.274,32.037,8.119,43.102,79,53.947,"Class5","Z",69.356,63,63.139,45.824
23.212,72.062,58.839,65.499,48,36.983,"Class4","H",31.664,32,60.823,35.363
NA,77.685,76.264,63.324,12,82.659,"Class1","Q",52.056,68,14.124,34.29
98.701,17.524,-4.455,42.253,81,59.273,"Class5","Z",74.52,82,62.02,47.217
26.871,64.147,68.668,73,49,38.07,"Class4","H",11.101,14,64.405,35.749
55.333,85.371,56.699,29.669,15,75.915,"Class1","P",52.473,30,15.89,54.839
66.709,2.97,26.912,33.377,74,54.185,"Class3","W",6.617,45,82.133,9.499
78.19,53.745,72.035,43.909,6,88.432,"Class1","H",8.034,51,16.765,51.845
92.363,2.314,67.218,44.015,22,47.023,"Class3","X",5.15,57,76.482,11.738
35.051,65.515,78.041,77.736,30,37.068,"Class4","H",19.191,26,66.303,24.537
21.972,55.739,64.122,58.374,23,37.782,"Class4","D",70.524,43,56.92,35.453
97.675,21.748,21.318,43.164,96,50.488,"Class5","U",71.707,77,63.866,68.379
32.754,72.183,56.34,53.235,18,74.229,"Class1","Q",26.234,90,18.093,45.945
62.78,1.385,74.848,33.298,26,53.158,"Class3","P",7.595,29,84.002,5.211
97.841,33.192,-5.134,42.799,94,75.044,"Class5","H",74.178,68,64.815,38.475
35.4,75.057,58.538,13.209,57,NA,"Class2","J",35.543,42,78.285,49.882
37.938,2.083,79.444,42.192,54,57.271,"Class3","F",3.206,25,81.293,16.329
97.765,45.721,37.09,44.931,80,35.453,"Class5","Z",77.964,65,57.359,93.209
75.74,46.982,70.112,47.032,40,NA,"Class1","H",48.352,36,3.131,25.142
76.15,1.522,61.474,34.719,74,54.46,"Class3","P",8.053,55,79.247,19.343
50.05,1.955,41.22,37.019,76,46.412,"Class3","X",3.464,36,72.191,11.635
NA,1.356,38.855,44.174,10,51.023,"Class3","F",8.051,43,59.983,5.155
47.632,2.353,79.307,46.495,35,52.795,"Class3","P",1.802,37,87.587,12.722
11.272,61.794,63.99,56.425,37,37.102,"Class4","V",42.895,31,74.321,41.515
16.702,63.294,62.068,81.363,16,38.302,"Class4","Y",67.648,39,68.878,36.63
51.594,1.464,54.626,36.435,70,46.931,"Class3","I",8.278,62,67.342,7.774
26.951,73.407,65.256,44.896,19,37.696,"Class4","F",11.631,11,60.697,23.826
19.318,69.223,49.928,32.942,17,36.656,"Class4","Y",21.105,28,69.797,44.729
34.616,46.611,89.302,75.802,51,84.216,"Class1","S",38.775,42,21.533,33.188
57.383,64.026,57.608,16.512,59,13.938,"Class2","C",48.297,53,79.144,49.708
73.471,2.015,33.091,36.843,8,51.414,"Class3","F",4.1,33,79.218,11.267
56.771,1.722,18.067,42.169,21,44.836,"Class3","F",5.053,51,55.027,13.363
99.222,26.946,21.007,42.726,92,59.719,"Class5","C",69.372,79,58.478,28.855
99.028,17.181,27.344,42.98,77,NA,"Class5","Z",75.7,76,58.555,68.659
97.897,24.589,17.738,42.557,93,76.41,"Class5","U",71.343,56,62.04,59.011
93.913,2.698,53.976,43.998,49,50.388,"Class3","I",8.614,62,70.873,-1.686
98.415,34.648,31.708,42.758,81,37.795,"Class5","U",69.536,82,56.475,55.602
75.541,2.224,92.174,37.782,61,NA,"Class3","I",5.138,25,54.055,15.678
45.666,2.498,80.462,33.754,41,49.06,"Class3","F",0.554,72,86.493,7.127
91.472,61.465,56.833,54.393,44,74.268,"Class1","S",37.856,34,21.908,23.844
67.515,2.543,46.962,41.615,70,49.453,"Class3","X",5.286,60,70.544,13.789
98.571,16.896,21.074,44.685,82,54.497,"Class5","C",71.315,79,60.204,15.373
NA,58.337,68.91,67.237,34,82.834,"Class1","X",8.137,49,15.201,46.279
48.768,46.149,66.015,27.71,45,45.131,"Class2","A",45.668,51,78.25,48.524
65.479,53.08,52.571,62.723,27,80.299,"Class1","X",37.801,58,24.173,41.285
14.691,59.857,77.516,49.252,36,38.687,"Class4","H",29.993,38,68.939,27.933
58.244,2.767,62.865,43.914,37,46.95,"Class3","X",4.779,80,82.281,15.383
23.989,72.683,60.563,47.103,48,36.564,"Class4","F",23.925,17,55.593,45.801
NA,47.663,69.645,42.907,57,84.291,"Class1","H",24.232,66,12.929,19.443
33.358,2.087,45.927,35.649,15,50.458,"Class3","P",8.704,32,58.879,6.427
50.014,64.36,32.459,24.523,57,30.499,"Class2","W",52.167,56,77.503,50.522
70.521,1.227,36.829,38.381,43,45.516,"Class3","X",0.556,31,78.797,6.58
62.89,56.359,81.997,75.946,4,78.948,"Class1","P",39.162,29,27.715,34.919
97.577,32.043,7.476,43.722,89,85.151,"Class5","C",70.679,59,56.857,78.22
37.007,83.101,71.435,53.309,64,77.13,"Class1","P",17.819,54,22.593,21.994
98.685,20.357,53.625,44.084,78,NA,"Class5","D",68.766,80,55.585,39.325
67.924,84.811,66.027,66.173,34,86.126,"Class1","H",53.674,74,10.737,8.584
46.261,94.285,31.358,9.847,58,75.722,"Class2","A",8.756,51,79.351,53.392
22.074,59.331,72.95,13.648,46,38.19,"Class4","Y",14.864,24,68.486,31.746
98.832,23.087,18.062,42.161,86,61.081,"Class5","U",75.544,55,61.68,44.812
98.166,35.571,22.124,42.756,86,54.798,"Class5","U",69.115,77,61.141,89.535
12.644,70.904,71.632,61.381,45,37.636,"Class4","V",49.395,12,56.923,38.488
NA,2.01,23.582,34.901,62,42.761,"Class3","X",2.949,79,79.344,14.112
98.314,15.74,33.953,43.316,77,24.526,"Class5","H",69.165,71,63.727,35.454
NA,80.79,60.957,60.454,58,98.107,"Class1","Q",22.614,75,31.669,32.1
55.411,54.93,63.032,59.427,18,78.063,"Class1","X",41.416,28,13.432,58.299
59.299,79.675,52.194,22.428,48,41.121,"Class2","W",20.881,62,78.69,47.512
99.011,39.966,32.532,43.992,78,51.697,"Class5","Z",74.375,61,60.694,57.058
27.329,62.498,64.209,51.364,28,37.174,"Class4","H",38.555,24,62.274,37.156
33.956,91.955,40.173,7.364,66,27.989,"Class2","X",35.418,36,76.439,51.346
48.62,54.244,9.265,20.137,49,22.664,"Class2","W",16,45,81.489,44.673
14.072,59.446,62.852,66.824,59,75.673,"Class1","H",13.247,73,21.065,39.692
58.748,1.871,119.05,37.94,66,47.445,"Class3","I",8.796,26,79.393,9.856
26.865,58.971,65.462,83.687,26,37.804,"Class4","Y",56.248,21,69.111,34.642
60.966,79.089,54.577,58.577,2,65.209,"Class1","P",32.392,74,25.863,48.805
98.456,18.383,13.591,43.202,77,58.176,"Class5","H",68.938,68,60.983,69.636
69.403,82.579,75.576,40.495,26,73.219,"Class1","Q",25.79,49,27.049,28.655
98.525,46.137,33.336,44.968,95,60.713,"Class5","D",67.386,69,62.944,20.416
54.988,73.376,73.647,41.529,46,61.651,"Class1","S",46.732,32,24.985,53.479
56.988,79.414,66.004,41.57,43,88.249,"Class1","P",39.096,79,24.298,21.243
98.718,15.774,17.743,42.889,83,60.586,"Class5","Z",79.049,63,62.117,79.578
64.59,1.65,80.981,40.996,11,46.285,"Class3","I",3.087,74,81.373,9.069
15.593,81.851,68.447,32.84,35,72.674,"Class1","X",31.736,59,19.585,63.01
80.117,60.19,50.286,32.406,37,77.314,"Class1","X",26.468,73,28.9,47.046
34.401,47.873,80.923,29.229,51,86.515,"Class1","S",9.638,70,4.036,57.165
64.75,82.021,77.799,48.122,28,105.869,"Class1","P",35.93,24,5.793,38.666
35.559,1.995,48.054,34.546,11,50.151,"Class3","P",2.356,73,62.944,11.982
98.727,25.823,9.61,42.184,86,29.527,"Class5","D",77.814,77,55.937,55.505
31.849,48.708,47.77,7.507,60,1.304,"Class2","A",16.9,32,80.051,48.099
NA,73.94,79.764,47.564,7,82.662,"Class1","X",32.606,62,30.463,41.122
57.529,77.197,53.319,27.515,52,66.872,"Class2","J",23.15,38,76.841,49.679
58.983,1.051,34.299,38.091,64,53.423,"Class3","P",0.486,27,53.059,11.622
97.796,39.204,22.86,42.457,83,45.608,"Class5","H",79.612,62,57.029,31.02
54.66,2.344,48.843,36.558,28,53.057,"Class3","W",4.262,69,60.543,11.543
49.413,69.098,47.308,16.011,66,45.529,"Class2","X",11.048,44,77.215,47.97
