"PVT1","EWU2","YVT3","XIU4","VWP5","TGF6","WGR7","OEX8","EBD9","JXG10","XGE11","Output7"
"X",24.242,19.23,73.854,44.741,32.289,12.228,12,"T",35.147,69.525,"Class1"
"H",20.093,44.254,10.832,56.088,22.162,73.049,4,"E",61.541,85.463,"Class3"
"P",23.659,17.608,79.682,43.192,31.463,39.269,20,"T",24.97,68.985,"Class1"
NA,24.393,41.146,14.947,84.452,12.309,70.943,NA,"S",55.918,86.916,"Class3"
"Y",19.406,17.524,82.81,63.125,32.208,9.677,17,"E",33.435,67.24,"Class1"
"M",76.828,72.693,7.564,45.478,68.006,53.775,58,"E",84.537,64.706,"Class2"
NA,68.365,70.409,31.212,32.014,65.912,52.367,52,"T",78.423,7.551,"Class2"
"G",21.826,25.59,11.02,56.708,26.268,72.147,2,"O",57.676,86.486,"Class3"
"P",21.47,18.193,93.973,36.865,31.564,44.009,13,"T",34.577,52.666,"Class1"
"L",25.318,27.172,26.193,58.612,17.755,72.254,4,"G",63.359,92.862,"Class3"
"G",15.965,46.024,21.675,54.241,26.119,65.634,2,"E",53.033,84.961,"Class3"
"F",21.578,28.057,22.149,55.296,21.681,69.266,3,"S",54.406,88.106,"Class3"
"W",72.735,70.475,27.203,49.012,74.382,72.774,90,"T",92.684,5.135,"Class2"
"O",23.978,41.677,23.833,31.259,16.396,72.474,2,"S",59.985,83.077,"Class3"
"Y",24.269,18.448,92.835,40.972,31.31,22.657,24,"U",3.349,61.281,"Class1"
"Y",21.476,18.508,67.922,59.242,32.494,9.388,10,"A",34.225,65.74,"Class1"
NA,28.112,40.836,26.417,71.551,23.949,74.914,4,"E",59.599,92.357,"Class3"
"F",14.81,25.184,21.716,80.954,21.463,71.258,2,"G",55.485,86.496,"Class3"
"P",23.795,19.737,97.417,56.146,32.32,36.519,19,"A",23.971,76.554,"Class1"
"G",16.681,43.978,6.639,70.39,21.148,71.013,2,"S",61.51,87.053,"Class3"
"O",22.53,30.804,17.877,44.827,18.821,74.428,2,"D",63.309,89.537,"Class3"
"D",22.897,18.143,73.408,71.596,32.505,22.985,12,"T",36.465,78.318,"Class1"
"D",20.268,19.155,85.878,38.449,31.943,-6.465,23,"U",1.295,66.86,"Class1"
"J",62.207,71.397,15.914,54.249,82.903,60.405,71,"Y",78.474,64.48,"Class2"
"F",30.16,47.655,30.55,42.448,20.468,73.275,4,"D",56.836,82.427,"Class3"
"F",29.349,30.041,17.946,27.408,14.385,70.015,2,"S",62.908,90.454,"Class3"
"P",67.767,73.289,17.1,34.964,73.317,70.527,58,"T",87.464,98.147,"Class2"
"M",73.315,67.37,24.204,37.351,52.006,68.933,53,"E",80.183,50.896,"Class2"
"J",75.377,69.697,28.333,43.421,57.347,71.742,70,"Q",97.176,69.582,"Class2"
"X",26.928,17.612,89.012,56.844,32.389,4.996,6,"S",32.552,84.29,"Class1"
"O",24.769,37.945,15.912,42.571,18.958,70.43,4,"O",56.329,87.689,"Class3"
"J",74.148,64.674,15.767,47.689,73.707,46.569,78,"E",76.275,80.543,"Class2"
"P",72.01,72.242,26.964,47.471,71.052,63.242,83,"Y",68.322,53.153,"Class2"
"H",29.217,22.627,9.625,26.283,25.666,74.537,4,"E",63.707,83.583,"Class3"
"H",31.194,39.147,21.723,28.135,19.024,64.345,3,"S",61.479,82.686,"Class3"
"O",30.666,28.122,21.039,56.566,10.907,71.398,3,"E",61.22,86.136,"Class3"
"O",29.172,27.792,15.38,28.736,15.988,74.777,4,"D",60.907,92.445,"Class3"
"D",22.576,18.053,83.153,50.966,31.491,40.947,11,"A",24.974,76.748,"Class1"
"D",14.991,19.093,88.941,47.942,32.592,31.258,22,"S",16.603,60.974,"Class1"
"H",19.04,37.815,12.042,25.542,20.87,67.089,2,"D",54.303,82.493,"Class3"
"X",24.117,19.538,79.998,38.775,33.015,5.36,18,"S",34.146,44.76,"Class1"
"D",22.502,19.33,67.508,40.936,31.066,10.781,19,"A",19.188,58.95,"Class1"
"P",19.476,18.288,91.667,65.084,32.747,11.96,NA,"A",19.793,59.268,"Class1"
"P",27.811,18.727,95.796,44.761,33.104,30.009,11,"S",2.389,44.404,"Class1"
NA,25.134,42.325,14.985,45.813,15.671,66.651,3,"E",56.74,92.316,"Class3"
"V",23.122,18.137,80.031,70.311,31.02,7.26,16,"A",2.78,54.064,"Class1"
NA,20.245,18.827,65.209,59.245,30.972,37.91,NA,"A",24.189,70.262,"Class1"
"D",20.951,19.964,97.38,52.699,31.626,13.464,23,"U",35.474,61.165,"Class1"
"O",25.104,37.612,27.907,55.01,21.441,73.695,3,"S",60.233,87.178,"Class3"
"C",72.24,72.605,27.251,45.426,60.594,71.25,78,"W",99.058,34.727,"Class2"
"Y",21.612,19.972,64.855,64.4,31.499,26.4,4,"S",10.336,49.005,"Class1"
"M",69.486,73.474,37.891,23.282,74.977,63.924,84,"W",76.507,93.9,"Class2"
"L",20.684,28.141,15.248,62.086,15.683,74.428,2,"O",54.201,86.899,"Class3"
"G",17.968,23.789,19.216,49.914,16.807,70.085,2,"D",58.153,82.466,"Class3"
"G",31.24,40.202,23.068,73.937,25.279,63.14,2,"O",60.016,91.532,"Class3"
"P",23.712,18.568,79.659,46.238,30.714,0.381,7,"U",25.543,84.69,"Class1"
"P",24.272,18.288,69.239,45.584,31.148,25.455,25,"E",35.663,74.656,"Class1"
"H",22.897,27.07,16.047,42.21,21.425,65.523,3,"E",57.336,86.857,"Class3"
NA,23.394,44.443,28.15,82.269,16.857,67.373,3,"S",60.108,90.138,"Class3"
"G",30.468,36.565,16.678,62.122,16.344,67.811,4,"S",63.443,82.383,"Class3"
"M",67.093,64.645,27.227,36.508,76.516,77.328,89,"Y",66.44,40.422,"Class2"
"G",23.718,22.627,22.478,74.378,23.746,65.968,4,"D",63.826,92.395,"Class3"
"D",22.117,19.133,100.956,55.171,32.182,25.56,6,"E",7.878,46.233,"Class1"
"X",24.137,17.145,93.319,54.948,30.798,28.32,22,"A",24.095,54,"Class1"
"X",23.256,19.241,86.671,53.289,31.743,11.573,4,"A",2.717,74.06,"Class1"
"O",23.748,36.727,8,52.637,17.767,72.236,2,"E",54.297,92.789,"Class3"
"X",22.975,17.432,88.42,46.395,31.275,36.212,23,"A",8.652,46.397,"Class1"
"O",24.601,38.87,18.206,61.528,18.926,76.728,2,"O",53.529,82.989,"Class3"
"C",69.392,73.711,5.745,54,78.035,63.447,79,"E",78.912,44.305,"Class2"
"H",25.144,32.676,7.402,55.568,27.22,66.323,4,"E",54.026,89.017,"Class3"
"P",73.418,73.329,24.594,36.063,69.94,64.337,67,"W",84.815,89.264,"Class2"
"H",23.587,49.568,23.527,57.48,17.47,69.732,4,"E",55.813,81.999,"Class3"
"C",71.759,65.144,17.995,13.032,62.327,71.035,64,"W",85.241,70.125,"Class2"
"F",39.878,28.233,12.556,34.574,17.499,72.299,4,"D",59.83,88.3,"Class3"
"M",73.295,70.79,21.141,19.348,65.277,59.311,56,"E",90.535,34.198,"Class2"
NA,27.974,32.194,33.639,58.554,10.981,74.621,2,"G",62.858,87.44,"Class3"
"P",26.28,19.44,83.539,38.227,32.026,19.494,24,"E",5.447,83.084,"Class1"
"C",75.519,73.511,32.267,47.382,74.854,68.208,66,"Q",72.159,86.459,"Class2"
NA,21.057,17.198,92.894,37.266,32.047,10.036,15,"U",26.76,57.967,"Class1"
"X",24.638,19.075,87.198,67.259,32.552,19.441,17,"A",25.605,70.934,"Class1"
"P",68.982,70.797,1.442,40.173,60.88,74.036,59,"W",94.16,30.743,"Class2"
"D",25.425,19.582,83.941,42.6,32.214,13.135,9,"E",19.384,54.959,"Class1"
"D",21.463,19.363,100.142,61.491,30.946,7.354,14,"E",19.016,79.735,"Class1"
"O",31.741,42.877,6.644,84.658,16.339,70.272,2,"E",62.492,90.288,"Class3"
"X",20.931,19.522,118.662,42.998,32.54,12.829,17,"S",1.54,72.617,"Class1"
"P",71.419,67.487,23.426,49.753,78.235,73.811,71,"E",66.083,57.631,"Class2"
"O",26.323,44.225,21.661,75.087,19.223,73.9,NA,"E",59.712,88.966,"Class3"
"C",82.233,68.205,32.739,34.872,65.923,66.647,75,"T",72.811,88.138,"Class2"
"X",18.366,17.785,84.216,58.245,31.82,22.926,11,"A",28.982,43.501,"Class1"
"F",28.134,46.911,21.647,44.815,21.895,67.599,2,"E",60.673,81.477,"Class3"
"X",25.978,17.639,84.705,47.255,31.581,32.291,19,"U",35.096,77.744,"Class1"
"D",25.211,17.625,81.276,68.397,32.403,9.866,9,"A",9.339,59.264,"Class1"
"P",21.614,17.092,77.504,44.918,31.961,35.168,23,"E",8.247,84.27,"Class1"
"P",69.235,63.202,19.965,19.696,53.251,60.706,71,"T",81.362,65.049,"Class2"
"P",25.161,19.007,77.217,69.134,32.113,12.189,19,"U",7.368,72.139,"Class1"
"L",34.787,46.708,8.732,32.182,21.705,71.747,NA,"O",55.352,90.327,"Class3"
"G",27.063,41.941,23.441,69.806,26.761,64.475,3,"S",59.717,91.013,"Class3"
"W",78.266,64.572,26.833,43.046,79.566,71.434,87,"Q",89.578,44.97,"Class2"
"X",23.599,18.602,69.762,38.759,32.674,8.425,4,"U",19.493,74.021,"Class1"
"L",14.762,42.945,23.717,69.512,17.571,70.428,3,"D",59.015,88.092,"Class3"
"Y",30.194,19.681,75.267,71.683,31.627,36.543,25,"S",15.778,61.731,"Class1"
"C",64.291,71.771,27.272,27.084,72.144,67.251,60,"W",71.104,71.745,"Class2"
"F",23.097,40.534,21.17,38.614,31.699,69.722,4,"E",55.759,82.129,"Class3"
"P",22.846,17.386,71.815,71.253,32.144,25.911,3,"E",22.116,55.271,"Class1"
"M",72.087,69.034,12.526,39.423,52.401,62.43,66,"Y",73.742,62.135,"Class2"
"L",24.776,45.222,17.16,81.036,18.724,70.225,3,"O",57.919,92.61,"Class3"
"H",28.43,35.578,21.635,30.113,16.979,71.857,3,"G",63.794,83.294,"Class3"
"G",27.263,38.254,19.647,43.182,15.51,72.84,4,"S",56.243,87.419,"Class3"
"F",24.262,34.435,20.431,62.487,19.219,68.333,3,"G",62.72,88.43,"Class3"
"G",29.488,22.587,18.466,58.717,21.181,67.493,3,"G",56.435,87.678,"Class3"
"L",31.551,37.343,18.697,37.806,16.363,62.86,3,"E",60.452,91.532,"Class3"
"L",20.223,32.582,17.054,76.824,18.027,68.312,2,"G",53.547,92.465,"Class3"
"X",23.782,17.933,51.61,65.041,33.26,27.741,13,"E",22.304,71.962,"Class1"
"V",21.143,18.379,57.89,54.797,32.208,11.404,21,"T",16.222,61.122,"Class1"
"Y",21.08,18.671,84.92,71.666,31.95,21.848,16,"E",29.001,46.828,"Class1"
"L",33.387,43.71,15.243,79.018,17.955,69.805,3,"G",54.857,88.062,"Class3"
"H",22.82,36.768,17.867,32.979,17.757,72.719,3,"S",60.41,90.762,"Class3"
"O",23.692,44.656,18.084,31.715,22.204,73.186,4,"G",63.36,85.306,"Class3"
"G",27.983,45.672,25.514,76.043,24.011,70.547,2,"S",59.982,92.036,"Class3"
"C",73.221,67.175,20.611,46.151,78.305,61.853,79,"Q",75.933,75.555,"Class2"
"G",26.523,47.255,2.957,64.647,23.474,68.966,4,"O",61.351,90.156,"Class3"
"O",26.269,40.24,16.263,83.634,17.817,69.646,3,"D",54.662,91.739,"Class3"
"P",19.94,17.734,64.337,58.878,31.266,11.87,26,"T",0.704,65.507,"Class1"
"V",17.049,17.782,92.214,59.165,31.65,19.331,3,"U",34.444,72.405,"Class1"
"F",28.738,36.67,16.061,50.364,24.257,67.07,4,"E",53.742,81.967,"Class3"
"V",21.886,17.034,81.592,64.404,31.605,41.506,12,"S",9.587,69.126,"Class1"
"H",19.596,39.94,27.901,66.466,23.067,69.86,2,"D",57.489,91.585,"Class3"
"Y",24.126,18.818,88.319,58.251,31.607,27.029,10,"U",35.873,55.087,"Class1"
"P",21.388,17.988,83.364,59.314,31.312,34.384,25,"E",30.442,49.891,"Class1"
"J",75.023,67.255,20.744,30.856,64.489,66.998,70,"Y",78.325,96.533,"Class2"
"F",22.891,38.385,22.359,65.076,25.782,69.459,2,"O",62.619,84.917,"Class3"
"V",23.451,17.251,93.181,52.096,32.839,19.934,9,"S",7.173,78.603,"Class1"
"O",24.076,32.546,10.859,40.535,24.522,68.491,4,"G",53.118,85.757,"Class3"
"X",21.175,17.785,65.519,42.891,31.994,17.329,26,"A",26.417,70.988,"Class1"
"J",72.542,66.825,9.521,51.313,81.311,55.446,86,"Q",63.08,53.772,"Class2"
"L",29.05,46.85,17.555,49.613,23.795,70.625,4,"E",58.329,85.604,"Class3"
"D",25.814,17,82.599,37.462,32.601,5.822,14,"S",5.998,72.786,"Class1"
"W",74.174,72.795,11.732,12.592,72.318,57.878,71,"Q",98.393,43.501,"Class2"
"G",21.621,30.104,15.422,57.688,19.102,68.579,2,"E",62.487,90.605,"Class3"
"J",76.387,73.883,13.787,55.089,64.071,66.123,76,"T",71.469,83.44,"Class2"
"C",72.204,72.834,7.124,15.166,74.184,73.808,55,"T",94.544,52.196,"Class2"
"V",23.448,18.433,96.256,42.349,31.394,-3.324,7,"S",24.037,68.202,"Class1"
"M",71.645,67.452,29.533,15.863,49.445,67.184,60,"E",84.223,14.295,"Class2"
"G",29.563,27.192,17.632,63.177,22.074,67.771,4,"E",59.107,89.126,"Class3"
"G",21.537,22.109,6.274,30.182,16.489,74.509,3,"O",57.918,90.1,"Class3"
"H",24.4,49.073,4.521,30.101,18.983,68.57,2,"G",55.534,83.936,"Class3"
"X",23.471,17.453,97.897,70.102,31.919,16.947,25,"S",26.57,81.805,"Class1"
"F",27.967,35.995,21.857,80.632,17.356,70.138,3,"E",60.08,82.718,"Class3"
"H",29.392,42.212,25.914,31.444,15.539,77.3,3,"S",62.113,85.112,"Class3"
"P",20.869,18.269,87.058,60.678,32.669,16.685,17,"T",34.472,54.332,"Class1"
"P",20.231,17.878,61.848,40.425,32.313,29.494,11,"U",30.598,69.581,"Class1"
"L",29.549,45.001,20.806,29.87,16.729,72.596,4,"D",60.386,81.156,"Class3"
"P",80.546,65.609,31.394,57.435,50.874,64.07,78,"E",81.59,22.557,"Class2"
"H",26.574,35.892,28.991,57.01,15.817,70.633,3,"O",62.23,86.831,"Class3"
"J",77.053,68.683,10.022,55.981,88.1,65.256,84,"Y",92.41,9.261,"Class2"
"Y",22.196,18.044,93.56,56.909,32.976,21.776,25,"T",1.905,61.241,"Class1"
"X",18.049,18.6,84.131,56.544,31.59,27.56,23,"T",26.114,68.687,"Class1"
"W",77.876,72.908,41.603,15.459,58.194,73.992,62,"T",77.749,75.737,"Class2"
"V",25.011,18.145,89.028,67.279,32.79,20.406,13,"S",17.199,65.919,"Class1"
"G",20.972,48.939,32.588,76.532,20.462,63.82,3,"G",61.972,90.006,"Class3"
"F",29.172,45.946,16.187,83.279,26.154,73.379,2,"G",54.985,89.292,"Class3"
NA,76.107,67.631,6.815,43.714,69.996,69.178,54,"Q",78.633,64.665,"Class2"
"M",71.074,72.88,18.136,23.573,58.834,67.64,85,"E",81.904,90.34,"Class2"
"G",23.139,34.036,11.949,54.643,14.15,68.094,2,"S",61.869,86.346,"Class3"
"L",27.256,46.251,12.22,76.619,17.604,69.256,4,"D",58.252,87.822,"Class3"
"V",22.411,18.01,59.121,37.327,32.725,10.747,13,"T",12.913,44.593,"Class1"
"P",73.211,73.212,9.792,12.498,86.58,53.33,72,"Y",71.03,78.195,"Class2"
"J",69.188,63.611,31.118,55.618,79.102,47.404,90,"Q",75.661,73.537,"Class2"
"D",24.453,17.629,67.176,56.833,31.691,25.28,26,"E",4.296,64.982,"Class1"
"V",20.717,17.922,88.263,62.436,31.491,2.71,11,"E",15.127,66.655,"Class1"
"Y",19.12,17.474,86.334,39.068,32.505,23.733,7,"A",16.278,71.12,"Class1"
"W",77.203,65.841,26.804,18.579,68.896,63.304,62,"Y",88.421,72.835,"Class2"
"X",26.328,19.565,70.662,38.483,33.186,41.032,11,"S",35.278,58.786,"Class1"
"G",29.897,24.102,18.694,66.44,18.87,76.999,3,"D",58.609,89.497,"Class3"
"W",81.773,63.533,25.012,35.48,57.724,66.369,80,"Q",88.245,52.178,"Class2"
"F",31.933,25.254,17.661,41.989,19.034,71.8,3,"O",56.618,91.91,"Class3"
"M",71.174,63.172,32.207,24.174,67.728,71.263,65,"T",80.578,34.81,"Class2"
"C",66.689,71.605,16.748,50.922,82.942,66.481,54,"Q",65.755,72.137,"Class2"
"D",22.908,17.487,73.056,65.265,32.271,23.722,26,"U",33.066,44.361,"Class1"
"P",20.751,18.102,73.032,44.834,31.536,32.458,12,"U",8.305,56.643,"Class1"
"J",75.127,63.768,23.535,32.207,73.426,74.344,84,"Y",64.871,43.448,"Class2"
"X",18.676,18.788,100.132,41.708,31.913,28.482,NA,"T",6.999,74.175,"Class1"
"F",25.558,26.539,13.696,78.332,18.657,69.594,4,"S",59.728,89.558,"Class3"
"C",67.723,67.401,15.035,45.885,66.656,66.204,53,"W",77.39,42.924,"Class2"
"P",68.145,63.759,3.925,29.263,59.644,70.2,85,"E",72.912,23.328,"Class2"
"D",18.071,18.875,83.098,40.461,32.188,22.522,5,"T",32.743,44.455,"Class1"
"M",75.361,65.203,7.189,52.408,70.048,63.801,57,"T",83.506,83.149,"Class2"
"J",71.779,71.179,4.726,30.888,63.755,71.604,52,"E",81.516,97.802,"Class2"
"V",18.858,19.918,93.818,57.118,32.387,20.619,17,"A",10.97,60.062,"Class1"
"P",68.799,63.098,24.593,23.102,68.599,64.913,74,"E",77.263,82.236,"Class2"
"F",32.597,44.114,17.531,39.244,16.139,77.309,4,"S",61.19,83.366,"Class3"
"X",23.79,17.724,74.002,69.891,32.679,16.607,24,"A",21.418,61.147,"Class1"
"C",74.571,68.758,28.993,17.965,68.68,65.531,53,"W",82.197,84.847,"Class2"
"G",24.661,36.255,16.845,56.329,25.987,71.67,NA,"S",58.412,88.307,"Class3"
"J",74.928,69.075,12.706,46.851,56.065,75.457,90,"Q",68.574,74.579,"Class2"
"C",73.419,73.788,17.776,29.045,68.302,73.8,67,"Y",66.711,22.893,"Class2"
"M",69.603,72.032,15.119,44.097,75.429,56.386,85,"Q",80.829,76.108,"Class2"
"W",79.512,65.696,36.096,27.768,61,56.001,58,"W",88.504,96.603,"Class2"
"P",21.928,17.464,59.946,64.867,32.156,20.921,NA,"S",14.183,66.138,"Class1"
"J",71.705,63.478,21.256,31.958,83.516,63.547,88,"E",75.185,50.247,"Class2"
"O",30.329,32.5,12.646,81.922,21.693,70.078,2,"E",60.919,90.182,"Class3"
"H",31.488,37.988,9.374,32.862,25.296,66.893,3,"D",62.652,83.453,"Class3"
"C",72.547,70.034,17.383,53.674,74.49,68.915,NA,"Y",99.514,34.223,"Class2"
"O",27.766,21.565,23.101,40.879,25.432,74.197,3,"E",55.95,85.115,"Class3"
NA,23.018,17.34,72.696,38.732,32.584,29.191,20,"A",6.902,72.705,"Class1"
"C",75.037,65.402,22.726,54.01,63.544,54.801,NA,"T",69.713,63.069,"Class2"
"C",60.907,66.374,20.727,25.911,80.338,49.242,73,"T",98.351,72.477,"Class2"
"W",69.524,68.68,11.511,24.402,84.295,60.409,NA,"Y",65.8,46.994,"Class2"
"O",21.681,44.896,19.803,27.656,20.755,77.199,4,"S",58.828,86.346,"Class3"
"G",27.516,21.25,12.276,53.742,19.48,69.956,3,"G",57.097,90.809,"Class3"
"F",23.684,46.831,29.823,69.958,22.931,72.44,2,"D",62.34,90.122,"Class3"
"L",20.913,34.195,12.945,37.46,24.272,68.863,2,"G",62.885,87.165,"Class3"
"W",70.972,69.547,-4.987,47.482,72.089,69.656,88,"Y",89.235,26.4,"Class2"
"M",73.794,73.756,12.71,34.668,67.394,79.92,58,"Y",79.921,65.982,"Class2"
"C",83.867,63.395,33.563,42.076,79.215,72.037,69,"Q",82.266,71.074,"Class2"
"L",25.99,30.964,18.611,68.281,27.005,70.559,4,"G",60.716,87.279,"Class3"
"G",20.575,23.688,24.873,53.924,24.538,70.741,2,"G",58.53,87.691,"Class3"
"F",27.815,25.467,9.155,55.293,18.527,73.397,4,"O",57.933,88.536,"Class3"
"C",74.971,73.242,29.178,46.002,62.731,61.937,85,"Q",88.158,10.831,"Class2"
"Y",23.16,17.595,88.851,57.561,32.21,52.034,4,"A",14.498,80.898,"Class1"
"G",22.32,23.473,9.651,84.723,21.004,76.02,4,"G",56.163,87.815,"Class3"
"O",24.517,38.38,23.236,73.695,15.83,72.488,NA,"O",62.452,92.346,"Class3"
"P",17.969,18.897,100.121,60.903,32.071,15.843,18,"U",21.006,70.26,"Class1"
NA,19.31,35.276,24.011,68.718,20.238,64.849,3,"E",60.08,92.945,"Class3"
"O",21.421,40.253,23.961,25.845,14.501,72.491,2,"E",53.686,86.777,"Class3"
"J",64.281,68.033,14.219,15.148,52.498,73.31,73,"E",81.275,34.305,"Class2"
"X",20.476,17.44,70.374,50.833,32.56,32.122,26,"E",24.797,69.061,"Class1"
"P",25.057,17.744,67.477,51.999,32.535,32.518,21,"A",34.696,69.868,"Class1"
"D",17.535,17.339,65.845,59.393,31.956,30.111,10,"A",25.364,60.289,"Class1"
"J",74.378,68.472,34.005,18.826,78.424,62.041,83,"Y",69.983,58.784,"Class2"
"C",73.056,67.97,29.974,56.456,85.674,69.736,73,"Q",91.257,63.507,"Class2"
"G",17.143,29.315,9.166,66.72,19.374,67.715,4,"E",54.354,85.422,"Class3"
"H",20.891,44.435,14.978,60.669,19.175,68.658,2,"E",62.898,87.63,"Class3"
"O",21.297,29.041,21.629,56.667,27.887,77.743,3,"D",62.821,82.32,"Class3"
"F",27.378,47.388,13.323,32.624,26.052,69.427,4,"D",57.138,87.61,"Class3"
"G",22.604,49.818,13.566,43.143,21.53,69.945,4,"O",56.249,91.122,"Class3"
NA,71.47,64.936,22.009,57.928,72.679,58.914,82,"Q",72.762,71.461,"Class2"
"P",73.411,63.281,34.978,56.503,79.418,67.298,77,"Q",94.313,94.592,"Class2"
"C",72.903,64.58,15.39,33.876,68.285,64.986,81,"E",99.405,47.462,"Class2"
"G",20.279,45.205,6.923,49.338,19.304,71.937,3,"G",63.157,82.754,"Class3"
"L",32.656,45.103,13.638,75.192,25.087,65.639,4,"G",61.292,92.626,"Class3"
"L",34.649,36.012,16.402,40.725,21.936,72.911,3,"O",60.791,87.765,"Class3"
"Y",18.694,19.764,62.637,68.654,30.621,28.737,6,"U",0.002,44.651,"Class1"
"W",71.47,69.027,33.888,36.42,69.934,55.005,58,"Y",90.311,39.784,"Class2"
NA,33.928,40.955,26.402,36.453,20.792,69.556,4,"G",61.226,91.751,"Class3"
"J",66.368,63.16,43.199,53.807,59.423,67.887,89,"W",87.056,85.368,"Class2"
"M",78.52,69.752,15.641,27.086,91.042,62.379,86,"T",89.24,55.555,"Class2"
"H",22.712,22.341,21.561,83.576,20.579,74.156,4,"E",62.88,90.026,"Class3"
"F",19.928,35.832,8.728,46.538,14.364,75.1,2,"E",54.436,87.772,"Class3"
"P",20.711,17.061,66.125,49.799,31.614,22.656,17,"U",28.224,80.149,"Class1"
"V",19.781,19,79.403,66.914,30.951,18.254,6,"U",29.993,46.929,"Class1"
"L",22.093,32.887,13.357,79.722,18.457,70.509,4,"G",56.851,84.78,"Class3"
"O",24.533,39.38,4.114,62.875,16.189,72.493,4,"D",62.288,91.206,"Class3"
"P",25.266,17.92,74.701,48.027,30.302,1.809,21,"T",0.507,52.794,"Class1"
"P",19.318,18.135,84.734,57.816,33.178,11.623,12,"S",10.859,60.933,"Class1"
"W",70.126,66.192,-2.143,50.905,72.459,71.991,62,"E",83.122,94.538,"Class2"
"P",65.499,70.796,36.98,57.183,42.648,62.777,66,"W",77.555,64.848,"Class2"
"V",24.225,17.392,72.252,43.037,31.165,-2.851,9,"E",1.895,59.779,"Class1"
"O",30.368,36.509,4.566,68.402,24.832,67.695,3,"S",53.812,82.084,"Class3"
"H",32.212,25.866,22.764,36.336,27.803,71.785,4,"E",63.873,85.373,"Class3"
"P",23.885,18.863,70.946,42.448,31.958,33.758,18,"U",17.191,49.887,"Class1"
"G",18.826,46.933,14.009,31.269,15.527,67.612,2,"G",61.092,91.799,"Class3"
"V",17.419,19.329,81.613,48.494,32.619,34.545,10,"S",7.508,63.858,"Class1"
"X",23.839,18.992,82.655,70.292,32.33,7.795,18,"U",1.174,53.231,"Class1"
"H",25.158,34.673,21.786,59.473,21.809,70.886,4,"S",54.47,88.615,"Class3"
"M",76.373,68.945,7.446,42.708,60.52,61.548,NA,"W",91.406,55.014,"Class2"
"C",75.814,70.341,32.755,53.127,73.305,64.385,79,"T",91.495,88.93,"Class2"
"D",26.56,17.031,103.031,40.573,31.978,33.36,8,"T",32.667,79.682,"Class1"
"Y",22.697,17.288,82.958,54.332,32.828,28.48,20,"E",27.19,77.123,"Class1"
"M",78.037,67.665,21.21,37.557,83.033,80.209,64,"W",92.332,71.425,"Class2"
"Y",22.007,17.831,71.476,41.585,31.984,29.521,12,"T",29.949,77.86,"Class1"
"P",71.23,66.717,39.749,54.694,69.256,61.275,NA,"W",70.095,10.639,"Class2"
"P",26.227,17.314,79.417,51.039,31.837,18.181,10,"U",27.775,52.76,"Class1"
"G",20.979,30.237,17.344,27.6,17.111,71.208,2,"D",53.302,82.09,"Class3"
"V",24.994,17.337,80.339,63.998,31.729,17.651,19,"T",15.062,46.329,"Class1"
"P",23.006,18.883,83.081,65.105,32.997,-2.223,24,"A",17.959,67.366,"Class1"
"P",69.829,65.166,29.924,27.362,70.541,59.356,82,"W",77.872,90.225,"Class2"
"L",29.234,35.9,8.082,54.82,19.093,71.616,3,"D",59.768,84.137,"Class3"
"P",24.275,17.919,72.873,64.727,31.834,37.016,15,"A",8.543,75.794,"Class1"
"O",32.434,34.617,21.089,30.379,29.394,72.769,2,"S",59.672,90.637,"Class3"
"W",73.428,65.258,-8.774,36.432,58.711,56.924,70,"T",84.059,81.591,"Class2"
"W",81.33,64.275,22.978,40.801,81.405,53.83,52,"E",63.285,95.078,"Class2"
"G",20.306,33.61,21.707,70.143,20.772,67.91,3,"O",53.728,92.423,"Class3"
"C",73.845,66.47,-2.654,39.314,64.835,67.721,85,"E",87.373,26.262,"Class2"
"P",19.938,18.012,87.927,60.833,31.725,29.38,24,"S",36.366,46.681,"Class1"
"J",69.801,69.363,34.677,33.57,62.722,65.888,72,"E",93.517,51.326,"Class2"
"D",21.289,18.902,86.337,68.218,32.909,22.505,9,"A",15.271,45.124,"Class1"
"O",27.1,42.777,15.661,27.196,13.967,71.573,3,"S",54.357,87.502,"Class3"
"P",76.063,66.928,35.821,35.42,60.744,66.463,54,"E",63.706,28.935,"Class2"
"O",13.637,29.641,23.804,51.415,16.867,73.424,4,"D",56.914,86.424,"Class3"
"G",31.202,23.545,18.961,38.927,21.385,65.782,NA,"D",55.668,82.458,"Class3"
"O",24.372,30.745,18.446,76.175,16.247,69.793,NA,"S",58.483,87.251,"Class3"
"M",74.754,68.755,18.499,53.925,63.643,71.742,61,"T",69.106,96.109,"Class2"
"H",22.132,36.957,22.904,74.669,21.332,78.536,2,"E",61.575,83.28,"Class3"
"G",27.106,34.295,19.371,66.472,22.591,69.827,2,"G",61.489,87.681,"Class3"
"H",23.691,44.826,20.845,50.419,28.599,65.134,3,"O",63.661,88.889,"Class3"
"J",80.281,70.962,13.738,54.113,70.466,67.351,79,"Y",90.507,86.687,"Class2"
"H",23.983,32.887,28.251,47.583,20.094,70.578,2,"S",57.245,84.524,"Class3"
"W",78.012,68.971,34.927,50.485,47.277,62.991,53,"E",95.618,77.823,"Class2"
"Y",24.852,19.208,85.77,43.386,31.168,15.656,6,"E",15.239,76.327,"Class1"
NA,69.516,68.317,19.867,27.728,77.691,77.584,75,"W",69.842,77.982,"Class2"
