"YHS1","MVY2","ZDE3","XWB4","BPA5","UKA6","WYP7","JSM8","Output14","MGV9","QEF10"
44.657,86.059,66.111,"W",28.218,48.26,24.836,70.349,"Class3",82.808,54
47.855,81.417,65.671,"O",16.926,52.267,29.154,49.785,"Class3",NA,65
11.992,67.261,50.346,"V",44.493,93.923,17.302,36.553,"Class1",39.629,21
73.885,9.065,39.661,"K",46.866,94.542,23.398,63.559,"Class1",NA,19
66.848,66.362,38.943,"L",49.006,66.791,21.181,19.269,"Class4",11.33,78
56.922,83.124,63.896,"O",7.507,50.783,20.878,57.815,"Class3",87.509,60
75.957,8.137,51.504,"V",47.487,91.932,20.914,67.89,"Class1",35.869,19
44.725,85.172,63.808,"T",17.249,51.984,16.774,65.666,"Class3",86.788,66
64.944,83.751,61.936,"K",47.868,89.23,35.702,54.303,"Class1",39.013,21
70.989,61.713,37.987,"L",36.877,50.719,21.456,21.658,"Class4",11.181,95
38.715,43.606,21.778,"A",54.427,60.985,77.259,60.659,"Class2",52.527,87
58.924,15.541,42.655,"R",47.152,95.166,29.147,55.362,"Class1",38.808,21
44.589,66.426,48.366,"R",46.199,97.249,12.569,54.603,"Class1",56.471,20
68.894,41.87,55.329,"I",58.661,54.544,21.21,28.584,"Class4",17.561,67
55.76,83.616,64.647,"H",21.05,50.032,25.892,54.301,"Class3",85.822,55
46.068,82.371,64.953,"H",22.48,51.811,14.718,45.444,"Class3",NA,64
65.31,34.138,11.298,"O",61.461,43.789,21.332,11.861,"Class4",12.837,63
36.176,83.797,40.184,"K",47.016,95.759,22.097,84.222,"Class1",28.961,20
46.401,82.728,66.603,"H",15.585,49.748,30.778,86.65,"Class3",87.499,62
50.214,43.107,53.999,"T",46.723,97.936,17.392,60.218,"Class1",56.324,20
24.096,44.37,43.454,"F",15.717,37.023,92.324,34.567,"Class2",33.447,87
36.47,45.439,19.409,"M",26.849,28.222,67.369,43.884,"Class2",43.228,88
56.812,79.207,66.888,"T",16.209,57.757,29.937,56.526,"Class3",NA,58
86.909,69.868,-10.156,"L",77.074,39.01,21.098,27.014,"Class4",15.685,76
42.039,49.632,70.496,"R",39.289,39.824,65.522,52.65,"Class2",40.781,87
77.492,62.986,42.759,"C",82.352,44.163,21.776,21.641,"Class4",11.309,74
13.116,22.363,54.724,"R",46.705,92.999,14.934,45.653,"Class1",71.543,19
47.065,45.906,18.944,"R",31.473,15.817,50.729,67.533,"Class2",36.752,87
11.963,29.993,67.149,"K",46.482,91.528,23.242,39.391,"Class1",60.8,19
71.804,71.487,41.591,"I",55.179,49.045,21.412,21.363,"Class4",14.682,64
21.481,55.994,56.168,"Y",46.461,91.989,24.564,34.893,"Class1",70.773,19
61.599,36.234,32.394,"L",26.071,83.812,21.761,22.735,"Class4",12.375,83
50.514,46.904,47.089,"B",27.486,44.928,43.732,71.515,"Class2",39.834,87
51.629,56.935,57.211,"T",47.067,97.013,19.323,56.89,"Class1",62.892,21
90.802,46.705,45.723,"F",61.217,28.837,21.63,26.432,"Class4",NA,88
34.432,18.436,56.147,"T",45.047,96.72,22.196,54.331,"Class1",72.351,19
34.861,47.753,2.518,"M",44.808,38.991,87.133,40.064,"Class2",33.081,87
48.166,44.912,73.912,"F",21.935,39.332,68.453,52.357,"Class2",53.85,87
41.779,48.094,47.575,"M",17.607,44.714,97.423,46.306,"Class2",NA,88
37.761,47.291,68.678,"A",16.406,52.816,74.353,54.599,"Class2",40.126,88
58.071,77.626,30.198,"R",45.903,97.909,12.301,55.485,"Class1",33.783,19
91.146,58.017,53.931,"I",65.985,36.575,21.906,17.987,"Class4",11.651,90
28.452,43.36,89.477,"M",29.218,73.973,63.008,55.068,"Class2",51.411,87
65.039,46.32,21.188,"O",84.209,38.572,21.536,25.202,"Class4",15.763,72
68.759,64.295,64.95,"I",73.848,7.982,20.989,16.153,"Class4",18.479,97
32.329,43.626,50.817,"A",25.557,86.129,73.741,38.061,"Class2",43.51,87
51.563,NA,77.321,"A",6.813,56.201,75.269,54.076,"Class2",32.457,87
31.217,78.76,55.158,"K",46.698,93.793,17.807,41.129,"Class1",64.416,20
50.407,49.034,31.762,"M",39.947,63.942,82.04,65.522,"Class2",45.474,87
34.089,44.645,37.039,"R",22.552,58.433,71.612,57.934,"Class2",39.508,88
83.828,61.754,51.68,"L",52.937,58.791,22.109,14.466,"Class4",20.041,74
83.361,35.69,37.973,"C",53.376,35.442,21.563,25.924,"Class4",20.975,65
49.147,48.541,27.536,"R",16.301,82.625,84.153,58.789,"Class2",33.108,87
41.361,16.306,70.413,"T",46.431,89.579,8.722,37.868,"Class1",68.055,21
56.86,81.047,67.837,"L",23.789,53.704,11.921,46.536,"Class3",87.084,68
88.183,77.065,58.311,"O",30.298,78.046,21.591,24.922,"Class4",13.537,93
42.665,64.173,63.644,"R",46.302,89.981,16.84,71.278,"Class1",26.401,21
46.924,48.61,70.151,"F",16.564,16.12,78.202,46.4,"Class2",33.097,88
89.109,72.461,48.288,"C",38.292,19.808,21.39,22.964,"Class4",10.989,61
54.915,86.01,66.452,"W",14.224,54.226,33.04,35.605,"Class3",93.321,55
31.684,44.532,18.645,"B",38.461,65.379,74.341,54.143,"Class2",52.301,88
46.81,NA,65.056,"L",27.223,48.187,7.854,56.283,"Class3",NA,58
54.473,85.692,65.449,"L",18.147,52.073,14.643,63.582,"Class3",86.98,51
33.555,45.603,69.43,"B",48.668,22.158,63.279,49.381,"Class2",48.187,87
23.798,47.533,42.429,"B",33.63,18.017,60.9,52.876,"Class2",36.789,88
76.214,35.633,39.671,"I",33.472,79.137,22.109,22.1,"Class4",18.826,92
52.334,85.885,64.43,"W",27.176,51.112,34.16,40.752,"Class3",93.374,55
47.626,84.064,68.764,"H",24.052,54.395,49.988,67.413,"Class3",90.103,61
88.526,65.119,55.928,"C",57.695,83.704,21.974,27.551,"Class4",10.489,84
49.872,84.228,67.252,"O",11.534,53.331,31.711,64.123,"Class3",91.03,66
50.357,52.604,46.147,"V",45.787,93.125,29.496,53.405,"Class1",57.706,21
37.336,81.171,51.606,"T",48.839,96.247,2.243,58.801,"Class1",NA,19
18.166,29.119,48.672,"K",46.253,93.175,14.332,47.413,"Class1",79.061,19
50.232,48.473,54.808,"A",41.359,52.724,71.951,46.738,"Class2",45.358,88
27.204,NA,53.983,"F",31.126,54.266,96.087,60.551,"Class2",41.808,87
44.689,48.879,62.364,"R",17.257,84.667,86.223,46.551,"Class2",33.165,87
29.534,NA,49.509,"R",46.073,97.77,15.091,63.027,"Class1",25.08,20
65.733,29.365,30.201,"O",48.421,53.273,21.565,10.552,"Class4",9.145,81
35.464,43.239,1.227,"M",13.648,77.061,65.276,47.952,"Class2",47.659,87
67.584,33.904,50.384,"F",70.86,41.158,22.027,18.6,"Class4",15.161,94
50.058,43.975,94.091,"F",30.497,26.04,68.668,45.888,"Class2",40.463,88
40.744,48.195,10.442,"M",24.318,68.608,73.43,31.972,"Class2",32.697,88
46.877,86.593,66.02,"L",7.985,48.785,-3.632,67.952,"Class3",90.072,62
87.011,68.346,30.389,"I",70.066,71.555,21.61,18.048,"Class4",20.342,94
47.589,81.338,67.543,"W",18.997,53.858,36.438,62.433,"Class3",94.616,68
15.201,44.872,42.598,"K",48.754,88.682,31.382,15.986,"Class1",61.069,21
52.667,80.166,65.935,"H",17.163,47.922,40.471,48.974,"Class3",90.363,53
51.927,44.597,86.274,"B",30.462,34.935,99.875,52.818,"Class2",40.866,87
56.603,80.281,69.518,"W",25.042,54.446,26.921,47.976,"Class3",84.877,69
69.143,40.507,56.145,"L",30.381,27.084,21.397,27.838,"Class4",17.917,82
33.956,47.941,64.771,"B",0.522,53.832,79.941,48.167,"Class2",34.061,88
42.46,80.751,65.138,"W",29.564,50.874,37.873,52.433,"Class3",87.76,63
44.252,82.593,68.124,"H",17.836,53.231,34.548,64.985,"Class3",89.138,63
48.33,45.005,54.84,"M",23.217,83.185,85.579,46.775,"Class2",47.203,87
71.462,45.429,43.894,"I",10.659,50.513,21.88,26.052,"Class4",15.922,81
24.225,16.825,53.603,"R",45.945,94.091,21.438,30.017,"Class1",70.677,21
32.239,47.325,33.235,"B",20.562,37.105,88.26,53.782,"Class2",42.386,88
52.903,85.659,63.992,"H",31.131,53.622,42.783,61.965,"Class3",93.477,69
34.951,71.338,39.091,"K",46.616,97.321,32.67,69.409,"Class1",50.051,21
29.797,44.725,35.129,"F",37.279,43.939,61.441,46.86,"Class2",31.534,87
22.544,43.993,100.726,"R",18.698,52.874,70.886,60.697,"Class2",50.536,88
52.457,12.803,66.171,"Y",45.71,89.017,17.923,76.224,"Class1",37.939,21
62.352,38.698,42.576,"K",46.06,91.425,27.372,63.687,"Class1",49.791,21
85.043,45.639,73.946,"O",68.134,49.172,21.067,22.075,"Class4",15.482,93
69.868,62.297,21.662,"F",42.983,33.879,21.069,14.029,"Class4",7.379,99
47.806,85.45,64.146,"O",10.943,50.274,34.763,64.801,"Class3",85.413,51
33.44,48.739,42.032,"A",21.353,65.101,61.098,61.333,"Class2",43.836,88
50.274,86.644,64.158,"H",18.935,56.309,11.974,46.18,"Class3",87.542,54
30.031,46.233,37.46,"R",25.824,51.309,59.43,72.708,"Class2",42.074,87
15.131,69.875,49.498,"V",46.245,90.217,24.894,75.331,"Class1",60.653,21
67.395,80.963,40.797,"O",21.305,35.911,21.448,18.795,"Class4",10.28,81
65.947,33.348,49.693,"L",75.838,78.705,21.176,16.981,"Class4",NA,73
52.937,49.291,79.045,"R",35.476,51.171,78.639,53.481,"Class2",31.355,87
57.401,85.512,63.994,"H",17.047,51.326,12.494,65.184,"Class3",82.065,54
79.238,24.448,55.871,"V",46.394,97.86,26.42,108.937,"Class1",29.313,19
91.373,77.424,56.348,"C",51.761,3.651,21.377,30.349,"Class4",15.151,75
22.384,43.681,67.398,"M",35.922,65.896,76.964,38.234,"Class2",39.952,87
47.756,49.737,48.602,"M",16.901,49.976,73.185,48.62,"Class2",54.081,87
11.657,44.079,42.018,"K",47.379,88.923,18.761,69.124,"Class1",42.207,21
42.758,86.17,68.352,"O",16.135,56.824,4.741,80.585,"Class3",92.7,54
72.741,81.602,41.644,"O",35.208,14.002,21.775,25.857,"Class4",15.106,81
30.148,45.323,92.14,"M",14.846,48.966,70.259,61.034,"Class2",43.487,88
62.837,55.07,51.341,"F",40.878,8.15,21.623,27.41,"Class4",14.462,87
32.824,9.934,37.178,"V",47.777,92.346,18.243,73.51,"Class1",79.069,21
86.589,49.208,2.604,"C",49.73,68.206,21.096,17.403,"Class4",NA,90
45.632,45.633,48.092,"B",26.673,23.367,71.714,49.8,"Class2",44.806,87
82.149,48.713,50.24,"C",86.791,48.393,21.076,26.18,"Class4",NA,75
51.658,46.174,46.185,"M",23.655,70.365,91.89,60.119,"Class2",51.971,88
46.848,NA,54.236,"A",11.719,81.516,83.985,62.111,"Class2",38.333,87
40.779,45.618,141.893,"A",18.292,58.765,52.485,44.911,"Class2",34.258,88
45.587,80.522,67.162,"O",19.191,49.38,33.405,69.397,"Class3",92.455,55
74.866,76.234,50.159,"L",48.86,10.556,21.096,14.214,"Class4",16.106,83
29.049,43.498,75.715,"M",12.907,35.378,73.923,64.593,"Class2",50.702,88
91.505,79.074,45.582,"C",51.964,74.645,22.335,32.174,"Class4",14.414,99
23.841,80.17,33.39,"T",45.498,92.58,24.883,58.766,"Class1",73.358,19
26.948,56.198,57.679,"T",48.489,96.307,22.928,59.136,"Class1",35.504,20
33.291,45.006,5.834,"F",2.522,83.301,89.665,68.9,"Class2",40.571,88
44.948,45.66,44.339,"M",32.297,55.166,59.009,52.706,"Class2",50.639,88
75.759,55.26,54.101,"Y",46.803,94.909,21.824,60.009,"Class1",46.325,21
75.538,82.965,17.843,"O",50.495,38.925,20.276,10.448,"Class4",18.22,73
55.836,80.148,65.647,"H",26.004,50.535,32.468,64.918,"Class3",83.436,63
48.578,46.459,55.194,"A",52.598,79.406,67.167,70.209,"Class2",34.006,88
73.854,37.467,49.455,"C",6.642,15.173,21.024,17.019,"Class4",7.637,61
20.402,46.854,58.688,"K",45.599,88.975,17.519,96.932,"Class1",58.909,21
56.234,84.375,64.77,"H",19.868,52.25,50.639,69.896,"Class3",92.634,69
28.461,48.789,25.162,"F",28.871,50.458,95.423,56.971,"Class2",49.361,87
25.982,44.44,39.376,"A",24.013,19.914,82.154,31.446,"Class2",32.38,87
71.496,NA,22.454,"C",85.222,39.129,21.888,23.655,"Class4",20.37,67
47.348,81.459,64.93,"O",9.501,53.615,33.362,60.005,"Class3",90.426,66
62.614,47.931,41.317,"I",62.909,53.019,20.932,12.462,"Class4",15.306,97
53.265,NA,54.841,"R",48.016,94.862,19.25,35.64,"Class1",64.04,21
86.161,43.602,36.258,"F",69.661,56.766,21.248,29.658,"Class4",8.411,99
76.059,79.684,48.477,"I",81.104,29.756,21.111,28.752,"Class4",8.794,91
43.863,49.879,25.595,"R",37.563,40.373,79.137,37.483,"Class2",43.514,88
29.712,46.178,53.226,"M",28.676,54.126,27.89,53.561,"Class2",39.502,88
32.451,72.273,59.504,"Y",44.833,89.744,17.415,83.281,"Class1",69.765,19
56.782,80.929,64.537,"O",25.719,48.352,19.54,67.913,"Class3",88.031,61
43.948,86.084,63.706,"T",15.547,57.601,15.596,68.374,"Class3",NA,57
73.279,37.982,66.887,"L",71.335,53.389,22.152,21.369,"Class4",8.577,92
82.59,81.274,32.023,"C",97.624,57.501,21.549,21.811,"Class4",15.764,67
13.187,18.726,55.6,"T",46.893,88.391,13.901,44.945,"Class1",56.525,20
73.95,73.911,51.33,"F",107.307,53.413,21.106,32.295,"Class4",NA,87
61.545,77.066,42.648,"C",41.805,46.911,21.03,31.741,"Class4",20.701,69
26.683,NA,20.906,"F",28.338,76.711,77.058,62.66,"Class2",42.248,87
47.007,79.631,67.242,"O",13.11,54.982,21.797,60.33,"Class3",94.128,58
44.052,84.469,66.154,"L",24.421,55.749,7.972,47.37,"Class3",89.088,62
36.371,70.711,44.038,"Y",45.67,90.633,17.097,58.823,"Class1",53.243,21
80.23,47.844,50.573,"F",57.291,49.975,21.884,22.342,"Class4",14.076,68
66.404,75.335,64.87,"F",72.325,83.954,21.935,25.948,"Class4",11.21,65
45.882,20.685,67.804,"K",45.745,88.027,29.708,50.982,"Class1",54.506,19
87.431,72.997,64.923,"L",61.288,36.322,20.764,27.53,"Class4",13.413,97
55.408,84.456,67.631,"W",16.123,55.106,25.507,56.416,"Class3",82.791,67
47.333,79.082,66.19,"L",11.542,57.124,-1.941,53.601,"Class3",90.055,68
85.379,76.147,34.192,"L",55.081,14.622,21.492,13.731,"Class4",13.583,97
54.283,NA,41.996,"K",45.664,91.799,14.615,56.831,"Class1",81.933,19
84.154,78.153,51.986,"F",51.323,40.043,21.216,27.096,"Class4",16.421,79
14.899,NA,49.07,"Y",46.318,91.551,17.118,68.782,"Class1",34.077,20
27.976,45.146,35.649,"F",40.602,43.532,79.838,65.576,"Class2",32.685,87
52.53,83.71,65.566,"W",28.365,55.383,53.454,55.888,"Class3",92.728,53
56.122,81.546,66.526,"L",20.285,51.67,28.685,95.436,"Class3",86.385,63
70.128,77.791,59.255,"Y",48.868,88.672,8.778,73.235,"Class1",59.956,19
18.445,54.985,47.808,"V",48.319,88.6,19.484,80.249,"Class1",66.115,20
41.048,49.63,63.1,"B",34.15,64.425,75.881,44.667,"Class2",53.269,87
55.291,85.9,69.411,"H",20.136,53.666,24.384,61.548,"Class3",83.039,56
31.815,8.135,50.494,"Y",49.434,93.534,18.293,82.959,"Class1",25.96,19
48.634,83.679,64.658,"W",10.942,53.143,14.943,69.11,"Class3",86.662,69
43.741,79.965,64.561,"W",20.6,56.763,37.983,46.386,"Class3",83.035,66
53.826,39.802,47.293,"K",45.926,93.035,21.839,61.668,"Class1",49.791,21
26.72,59.943,41.583,"K",44.593,89.413,30.154,70.791,"Class1",76.816,21
27.103,49.406,42.126,"A",28.646,55.045,72.445,58.23,"Class2",50.924,87
41.338,81.95,46.233,"R",47.314,97.125,21.703,61.712,"Class1",78.109,21
58.309,80.267,66.727,"O",21.001,48.984,33.11,61.717,"Class3",91.015,57
77.651,51.483,53.133,"V",46.661,97.815,9.761,74.708,"Class1",49.086,20
23.349,25.239,61,"Y",46.038,96.506,0.208,39.689,"Class1",71.993,19
89.529,64.951,40.627,"F",59.888,84.951,20.896,9.376,"Class4",10.759,67
30.799,44.865,36.173,"F",32.132,47.431,75.483,58.275,"Class2",37.09,87
43.96,81.118,65.162,"O",13.521,51.134,5.079,64.408,"Class3",93.305,64
17.507,28.771,59.889,"Y",48.265,88.682,13.331,64.064,"Class1",65.888,19
49.134,49.219,45.421,"M",34.726,68.28,88.299,60.835,"Class2",34.809,88
54.937,82.965,64.183,"H",21.963,52.624,38.393,61.321,"Class3",NA,54
27.569,47.389,53.511,"A",8.427,17.885,85.204,51.028,"Class2",42.794,88
11.408,26.804,50.813,"Y",47.893,92.517,24.774,42.157,"Class1",70.528,19
23.9,30.724,49.73,"Y",47.404,97.186,17.69,60.963,"Class1",64.728,19
51.171,46.573,57.747,"B",33.29,78.678,71.416,61.458,"Class2",41.262,88
55.517,82.061,68.941,"H",26.168,52.652,18.207,87.421,"Class3",87.928,60
63.551,47.27,46.508,"L",48.801,70.762,21.181,20.177,"Class4",17.575,92
48.846,47.618,18.935,"F",16.162,69.115,86.562,59.154,"Class2",42.121,87
44.151,83.758,66.171,"H",18.416,55.49,12.363,50.088,"Class3",87.493,68
50.439,82.266,67.766,"O",15.015,57.427,3.233,83.319,"Class3",82.011,66
37.033,NA,75.55,"A",34.829,85.946,82.736,54.674,"Class2",NA,87
20.295,16.409,70.372,"V",46.432,94.687,19.082,43.903,"Class1",49.965,19
53.399,48.172,67.991,"F",28.211,62.568,49.668,33.883,"Class2",32.023,88
40.649,84.276,65.992,"O",16.312,48.24,15.522,90.674,"Class3",90.529,53
64.935,51.225,33.636,"C",44.773,71.583,21.612,32.039,"Class4",20.876,68
29.801,48.882,67.457,"R",48.315,75.444,71.143,51.879,"Class2",37.152,87
43.88,47.763,60.218,"M",11.328,80.164,69.747,33.93,"Class2",31.386,87
77.549,82.072,34.185,"L",68.264,64.507,21.866,31.006,"Class4",12.119,79
23.777,38.816,56.061,"R",45.459,89.565,14.35,62.745,"Class1",78.422,19
48.16,84.949,64.89,"W",13.925,54.594,31.527,73.602,"Class3",85.591,66
50.752,81.456,55.064,"K",46.525,89.277,14.129,59.595,"Class1",25.546,21
46.872,43.286,119.637,"F",33.26,82.061,66.641,50.902,"Class2",37.602,88
74.216,31.512,47.668,"I",67.038,83.434,20.906,22.11,"Class4",13.163,77
50.363,47.942,65.574,"M",29.5,29.707,57.295,51.389,"Class2",36.654,88
16.4,28.689,41.317,"Y",44.57,97.786,10.767,68.21,"Class1",67.69,21
41.21,80.053,67.384,"T",8.603,55.26,41.14,58.165,"Class3",81.88,63
42.514,16.839,43.351,"T",47.929,93.596,8.764,71.823,"Class1",53.512,19
45.976,79.406,68.242,"O",14.809,57.159,15.575,59.183,"Class3",83.601,61
44.185,46.694,73.762,"M",17.141,56.349,71.163,53.393,"Class2",36.746,87
48.301,81.535,65.577,"T",20.007,49.465,17.327,34.216,"Class3",82.942,69
19.445,15.817,54.637,"Y",47.083,90.369,9.804,36.723,"Class1",69.983,21
78.359,43.476,49.46,"O",62.27,30.586,21.211,5.796,"Class4",18.216,73
48.322,43.864,26.224,"A",46.078,73.12,46.252,40.373,"Class2",34.692,87
39.109,46.431,77.284,"F",19.479,83.682,51.157,54.276,"Class2",45.757,87
50.877,82.684,68.233,"L",10.655,48.662,25.172,48.565,"Class3",94.978,53
77.109,82.048,63.032,"I",58.315,48.772,22.003,28.413,"Class4",15.097,98
15.555,44.946,59.351,"K",46.069,89.419,21.851,56.605,"Class1",39.525,19
87.025,80.532,29.1,"L",96.708,69.848,21.275,26.044,"Class4",14.395,72
83.708,50.203,42.775,"C",57.801,58.617,21.691,23.395,"Class4",18.648,68
53.16,23.116,49.849,"T",45.795,90.681,22.035,49.196,"Class1",NA,20
63.27,76.123,55.373,"T",47.362,96.417,9.692,76.802,"Class1",49.192,19
26.019,38.321,49.864,"V",47.2,96.94,12.573,45.745,"Class1",65.829,20
63.224,52.319,40.912,"Y",46.962,91.433,22.379,90.656,"Class1",44.746,21
23.03,45.61,90.87,"R",35.228,65.479,101.592,59.508,"Class2",48.758,87
34.281,47.379,109.806,"F",43.35,74.319,67.696,45.492,"Class2",43.676,88
42.633,80.625,67.696,"O",19.077,52.81,37.695,59.68,"Class3",83.785,64
35.4,43.459,41.302,"R",30.571,42.699,79.302,53.469,"Class2",45.587,88
54.791,29.009,39.316,"Y",45.538,96.713,29.401,60.785,"Class1",24.565,21
56.095,84.86,69.605,"W",12.626,47.206,14.163,84.166,"Class3",85.387,65
59.746,75.58,51.668,"R",46.052,88.316,31.942,73.724,"Class1",78.096,21
78.873,46.969,37.539,"C",71.433,25.12,21.739,37.907,"Class4",16.752,63
45.7,48.562,-9.717,"M",19.538,59.201,84.424,49.036,"Class2",35.024,88
75.064,31.703,29.34,"F",50.177,77.884,21.609,22.044,"Class4",10.475,74
29.159,48.922,18.046,"A",26.356,85.692,71.265,48.828,"Class2",54.802,87
37.896,46.055,21.133,"M",29.743,69.208,91.667,57.71,"Class2",47.789,88
46.449,79.902,65.863,"W",9.707,51.114,33.664,48.804,"Class3",88.978,59
62.617,52.615,59.611,"I",93.847,80.942,21.312,28.106,"Class4",16.025,91
53.007,85.73,65.744,"L",17.888,53.119,47.001,43.151,"Class3",87.547,62
69.035,40.517,52.485,"K",45.983,89.156,20.578,71.623,"Class1",67.703,21
89.123,38.224,42.267,"L",67.941,53.57,21.361,32.061,"Class4",14.36,82
28.315,47.008,74.739,"B",40.782,21.271,75.396,46.813,"Class2",39.63,87
42.31,47.628,40.716,"R",22.061,52.544,66.008,43.911,"Class2",34.611,87
43.127,79.996,67.11,"T",19.927,52.334,26.127,60.229,"Class3",85.993,62
40.646,79.171,66.098,"T",18.425,56.331,23.492,35.431,"Class3",90.826,62
82.742,63.821,51.49,"F",51.251,38.858,21.288,26.805,"Class4",16.504,77
63.472,NA,21.999,"C",73.334,66.902,21.799,11.362,"Class4",7.426,65
37.649,47.815,39.675,"F",12.018,44.554,99.833,53.282,"Class2",32.934,88
45.708,81.756,68.154,"O",18.065,54.11,28.887,62.813,"Class3",86.773,66
82.925,53.041,36.691,"L",60.361,67.159,22.072,34.394,"Class4",11.283,61
13.43,69.438,64.141,"K",45.648,95.583,8.046,85.359,"Class1",76.31,19
56.934,84.484,64.973,"W",26.43,57.387,10.358,47.444,"Class3",92.78,52
29.981,49.111,29.147,"M",28.342,36.758,89.258,46.166,"Class2",35.374,88
54.58,80.878,65.097,"H",36.22,48.023,26.475,75.126,"Class3",93.375,67
19.646,33.55,56.547,"R",47.382,96.038,19.47,65.219,"Class1",38.874,20
62.14,82.533,39.886,"C",65.069,61.196,21.685,21.027,"Class4",20.517,97
69.912,47.271,20.372,"I",46.922,59.963,21.486,38.796,"Class4",8.671,71
44.982,82.511,67.223,"W",26.906,53.633,27.324,79.27,"Class3",94.35,58
90.796,NA,45.422,"L",54.626,84.537,21.646,23.733,"Class4",18.675,67
85.585,81.271,60.728,"O",67.635,82.903,21.315,16.759,"Class4",13.749,97
79.738,33.617,48.961,"I",24.652,47.512,20.788,15.088,"Class4",17.752,65
60.93,42.43,44.537,"V",45.538,95.338,10.963,59.181,"Class1",69.308,20
41.811,82.639,66.005,"H",23.95,51.817,15.937,67.688,"Class3",88.721,61
44.381,NA,-11.407,"F",32.404,39.271,94.766,55.72,"Class2",46.362,87
50.103,49.494,26.948,"R",22.157,24.915,54.888,54.007,"Class2",54.852,88
28.203,39.284,54.477,"Y",48.96,94.748,16.187,49.717,"Class1",65.84,21
61.25,77.393,31.123,"F",59.577,68.378,21.506,13.146,"Class4",8.335,63
52.043,80.706,66.641,"W",24.496,52.523,19.849,64.861,"Class3",87.624,51
46.216,86.772,66.841,"O",23.455,51.81,21.3,51.874,"Class3",83.045,66
90.779,45.779,50.339,"F",58.951,19.934,21.371,19.763,"Class4",NA,86
51.786,48.15,9.783,"B",26.663,42.797,65.033,55.144,"Class2",36.259,87
28.826,53.126,52.13,"T",47.603,90.867,16.395,35.148,"Class1",36.019,19
68.142,31.717,58.076,"F",67.049,82.666,21.64,24.433,"Class4",20.596,65
84.524,61.387,26.224,"C",38.742,69.603,21.355,34.342,"Class4",13.828,64
46.29,81.064,65.921,"T",20.742,51.219,18.692,61.607,"Class3",91.177,65
46.8,67.423,54.64,"T",47.168,93.198,24.129,44.92,"Class1",42.125,19
79.539,13.507,47.254,"K",45.906,92.408,12.67,61.901,"Class1",40.159,21
30.468,44.131,70.668,"B",26.182,16.886,40.334,64.182,"Class2",44.676,88
76.465,40.157,34.571,"I",101.4,3.951,21.258,27.297,"Class4",19.567,96
57.957,79.636,64.366,"O",15.7,57.958,23.119,70.963,"Class3",92.36,69
62.931,72.764,39.751,"I",78.812,45.305,21.258,27.439,"Class4",18.2,90
66.389,68.789,51.542,"R",44.944,88.073,3.573,85.354,"Class1",75.543,20
64.071,67.786,15.741,"L",83.268,16.465,21.381,18.123,"Class4",15.577,97
32.417,60.584,40.664,"V",45.317,91.621,14.626,116.858,"Class1",43.22,19
41.766,82.177,65.818,"H",28.125,54.794,44.903,56.253,"Class3",89.603,60
44.932,85.526,66.49,"T",25.225,49.364,15.631,90.272,"Class3",89.406,66
53.53,14.043,59.874,"R",45.985,91.767,32.374,85.916,"Class1",71.823,21
56.274,84.375,64.346,"T",27.044,51.14,11.644,55.085,"Class3",91.736,60
