"LRK1","POA2","UYL3","SLN4","EXB5","HQG6","KLP7","ALR8","PHS9","RST10","Output13","VRU11"
68.876,"J","H",36.205,39,16.739,60.178,45.25,85.255,-1.056,"Class5",24.423
74.911,"U","K",25.248,45,66.325,32.044,18.843,82.761,84.413,"Class1",89.404
36.406,"G","M",64.935,13,15.806,85.14,57.272,84.639,24.953,"Class4",48.701
71.451,"X","Z",22.957,64,61.724,74.488,70.529,84.189,74.905,"Class3",78.412
76.591,"X","Q",12.373,56,62.727,12.195,58.982,83.984,88.023,"Class3",72.787
36.872,"V","B",36.38,36,15.686,54.342,78.134,53.015,35.217,"Class5",27.842
77.197,"A","K",67.394,72,41.439,65.732,7.663,81.81,84.274,"Class1",87.884
76.383,"C","P",21.957,68,63.961,69.536,26.662,77.255,75.768,"Class1",89.001
21.284,"J","G",29.567,37,16.401,41.148,69.118,16.79,42.124,"Class5",26.967
79.862,"F","S",17.982,54,13.245,28.135,39,84.395,66.327,"Class3",64.781
75.403,"Q","P",72.181,49,50.973,46.515,17.803,78.922,76.081,"Class1",89.017
60.013,"H","U",28.321,61,48.008,28.447,68.872,83.923,71.163,"Class3",64.039
26.859,"V","E",NA,36,18.998,49.978,86.283,31.057,51.233,"Class5",23.947
67.55,"O","Z",31.254,54,46.639,28.381,30.026,83.994,72.733,"Class3",90.831
51.071,"F","U",35.347,64,42.613,59.264,29.552,85.139,50.702,"Class3",78.618
34.983,"O","Z",12.892,59,49.925,31.675,66.585,85,62.682,"Class3",64.236
79.008,"U","E",55.209,58,40.499,66.779,13.652,76.094,81.313,"Class1",90.197
32.655,"J","G",29.023,42,19.752,17.438,35.978,37.356,45.247,"Class5",23.406
42.05,"P","B",31.343,32,17.523,19.139,75.145,67.544,16.231,"Class5",25.415
75.846,"Q","P",41.191,45,26.754,31.285,7.788,69.157,60.081,"Class1",91.039
75.351,"Q","K",58.302,42,88.61,25.496,21.465,65.392,77.338,"Class1",87.037
35.801,"J","M",64.834,23,14.255,87.113,47.113,86.603,23.872,"Class4",47.877
42.62,"S","D",72.121,80,78.662,68.362,52.302,68.39,69.807,"Class2",72.217
36.28,"P","B",NA,40,16.133,57.119,40.742,35.36,11.051,"Class5",26.361
76.671,"V","B",34.089,31,21.792,42.083,81.1,57.845,31.393,"Class5",25.732
51.046,"H","H",37.446,33,17.601,54.943,53.597,56.837,67.857,"Class5",26.605
77.465,"Q","A",23.607,88,62.984,40.408,12.136,71.37,68.185,"Class1",90
73.091,"H","G",50.37,64,15.083,48.847,27.643,82.793,53.203,"Class3",71.547
59.486,"L","M",77.903,81,76.558,64.03,56.157,67.711,68.447,"Class2",74.297
70.422,"S","Z",86.24,80,51.774,69.424,55.125,66.828,68.182,"Class2",84.088
23.108,"P","G",30.218,33,17.158,110.822,20.286,88.313,54.066,"Class5",22.366
62.069,"L","D",86.209,84,47.621,70.712,52.054,66.841,69.804,"Class2",69.233
57.946,"G","G",20.332,62,45.04,28.618,57.901,84.285,63.98,"Class3",84.537
54.839,"V","G",35.649,42,18.582,51.773,70.167,48.338,58.513,"Class5",22.258
77.403,"Q","K",61.65,69,30.236,43.792,26.062,66.594,79.586,"Class1",90.372
39.411,"A","Z",64.276,19,9.021,82.636,38.679,88.308,23.657,"Class4",49.584
37.022,"U","M",NA,28,19.096,86.973,55.787,81.99,25.317,"Class4",45.182
44.946,"Y","G",35.23,30,19.41,5.595,69.904,35.909,41.741,"Class5",24.585
42.69,"O","Q",24.018,53,32.972,43.74,30.759,83.452,66.538,"Class3",63.758
43.201,"L","Z",84.479,79,66.529,65.479,55.011,67.664,70.062,"Class2",74.006
29.494,"H","T",69.781,78,71.457,70.378,51.143,67.297,69.805,"Class2",81.061
55.503,"L","Z",72.24,88,60.988,60.356,53.984,67.662,70.534,"Class2",79.91
51.224,"X","S",36.984,62,49.733,41.697,36.572,83.276,89.935,"Class3",74.859
62.451,"O","U",20.411,55,54.974,19.677,30.646,85.831,65.716,"Class3",87.568
42.189,"H","T",85.063,86,74.175,75.179,54.292,69.459,68.754,"Class2",82.867
76.766,"J","P",30.321,78,66.646,47.787,22.459,74.345,74.418,"Class1",91.476
37.911,"U","Z",64.731,21,8.389,84.374,51.911,96.797,20.734,"Class4",46.994
31.015,"K","D",81.387,77,42.926,57.098,55.416,67.225,67.725,"Class2",67.961
59.742,"B","Z",83.406,78,73.446,67.217,54.71,68.53,68.956,"Class2",70.252
65.723,"O","U",19.391,59,62.25,49.294,35.762,82.431,57.119,"Class3",76.145
56.747,"X","Z",31.609,52,26.101,72.498,65.146,81.162,84.07,"Class3",76.279
74.928,"H","Q",36.64,59,29.155,67.073,62.355,82.521,68.893,"Class3",63.534
74.237,"H","G",51.816,53,54.898,69.394,65.375,82.56,69.346,"Class3",84.261
72.411,"B","H",87.199,82,78.788,66.765,50.478,68.707,68.518,"Class2",72.328
57.23,"H","Z",11.848,57,61.903,66.446,62.213,83.642,69.069,"Class3",90.813
39.467,"U","Z",64.546,26,18.48,87.746,49.971,89.223,24.985,"Class4",47.133
81.254,"G","S",12.223,55,51.162,-5.268,55.138,82.548,67.592,"Class3",85.116
75.123,"Q","A",37.301,75,49.8,44.667,22.576,71.833,85.205,"Class1",91.713
35.979,"F","G",64.664,16,39.912,85.893,37.663,82.415,24.827,"Class4",43.354
58.298,"F","S",42.136,55,38.987,38.191,29.089,82.053,66.119,"Class3",85.303
34.284,"V","B",36.175,33,16.741,34.133,10.23,12.992,21.303,"Class5",27.263
100.617,"F","S",56.834,53,20.637,74.1,57.599,85.081,69.429,"Class3",78.947
77.779,"Q","K",38.628,62,57.379,19.622,10.138,74.682,77.928,"Class1",92.302
77.93,"C","J",70.256,39,59.43,53.057,11.085,70.932,67.477,"Class1",90.189
58.718,"F","S",9.435,58,17.883,27.643,46.293,81.44,49.386,"Class3",85.029
32.087,"J","Z",64.523,13,36.041,86.579,49.456,86.815,20.969,"Class4",51.057
37.436,"F","M",64.954,28,28.365,86.199,53.963,86.816,25.581,"Class4",53.827
75.919,"C","J",66.43,83,86.834,51.353,12.648,71.421,88.428,"Class1",91.003
39.594,"F","U",64.958,12,18.014,87.529,39.797,83.605,25.664,"Class4",54.356
79.857,"Q","P",26.377,69,70.644,58.486,26.734,69.416,63.007,"Class1",89.996
39.17,"J","P",64.088,21,9.724,81.662,47.934,91.471,23.79,"Class4",NA
56.405,"H","M",84.077,81,50.676,71.608,52.459,67.666,70.759,"Class2",79.347
68.603,"H","U",22.065,53,57.817,75.456,38.682,85.452,63.349,"Class3",85.062
36.829,"J","M",64.948,15,32.358,86.598,47.935,89.902,28.749,"Class4",NA
41.409,"G","Q",48.148,59,44.763,61.856,31.145,82.768,67.591,"Class3",76.429
79.746,"A","E",39.59,68,76.009,56.312,9.72,87.757,79.928,"Class1",88.857
59.547,"K","M",75.059,87,43.498,62.102,50.114,67.081,68.048,"Class2",NA
70.338,"G","G",34.903,58,50.541,19.556,47.274,86.133,59.437,"Class3",91.995
73.27,"J","B",28.784,39,19.123,107.897,56.178,48.687,38.022,"Class5",24.796
35.686,"F","P",64.272,14,8.935,81.503,59.286,87.967,23.273,"Class4",50.946
40.477,"F","M",64.084,16,7.204,83.446,51.821,92.114,26.5,"Class4",46.66
58.532,"F","S",12.791,54,38.567,52.416,51.186,84.06,56.995,"Class3",71.527
79.921,"G","Z",49.598,58,46.974,-19.349,48.025,83.138,93.13,"Class3",90.951
27.039,"P","H",37.167,42,17.894,29.136,34.375,66.348,40.725,"Class5",26.42
77.413,"J","A",55.46,39,20.117,28.002,15.207,71.239,59.238,"Class1",88.534
77.169,"A","P",13.861,53,33.376,8.116,7.006,71.115,81.463,"Class1",88.625
32.56,"H","S",20.131,54,26.828,49.072,42.033,83.527,68.412,"Class3",69.829
62.969,"H","U",45.014,60,38.285,56.522,69.852,84.417,52.561,"Class3",96.26
40.463,"U","G",64.235,13,30.732,86.139,41.914,87.723,24.922,"Class4",49.556
39.554,"G","U",64.509,15,20.536,85.292,45.813,86.442,26.552,"Class4",43.599
77.501,"Q","E",70.645,41,73.647,46.363,14.832,72.92,71.215,"Class1",92.622
41.28,"P","E",34.382,41,21.543,56.889,87.234,51.494,30.682,"Class5",23.457
46.209,"L","Z",73.094,82,69.908,64.433,51.765,67.854,69.664,"Class2",72.632
80.235,"G","S",45.749,56,31.351,84.766,47.771,84.124,72.959,"Class3",68.343
49.778,"G","S",NA,52,15.388,54.177,25.891,84.552,62.042,"Class3",71.439
47.26,"X","G",19.323,52,16.586,45.197,52.225,83.9,80.853,"Class3",73.322
96.342,"B","T",75.889,88,69.159,59.956,52.004,67.794,68.59,"Class2",81.901
64.545,"H","D",69.425,85,65.362,66.275,49.784,66.492,68.315,"Class2",NA
39.013,"G","U",64.375,16,16.183,86.297,37.623,83.568,25.853,"Class4",45.625
61.278,"K","D",70.833,78,60.411,61.132,56.784,65.742,68.913,"Class2",69.415
58.928,"L","T",73.791,87,78.188,63.767,53.221,67.978,69.06,"Class2",72.208
37.411,"J","M",64.3,13,28.012,88.557,50.362,81.255,26.4,"Class4",51
79.408,"O","U",49.897,58,64.568,80.467,33.213,83.471,81.309,"Class3",94.593
76.875,"U","J",21.21,66,61.514,57.528,12.202,81.663,65.422,"Class1",90.42
32.159,"S","M",85.746,76,41.463,67.276,50.385,67.331,70.801,"Class2",77.987
74.955,"J","B",33.665,31,19.024,36.21,50.09,31.746,52.006,"Class5",26.806
32.972,"A","P",64.501,26,14.204,85.062,54.75,88.965,26.162,"Class4",42.805
37.616,"J","Z",64.72,22,16.608,85.429,40.24,90.212,24.21,"Class4",NA
83.061,"S","D",76.002,80,47.948,67.507,56.51,66.8,69.693,"Class2",77.64
65.919,"J","B",35.519,41,18.296,32.421,13.814,39.183,22.276,"Class5",23.61
86.783,"S","T",72.625,88,68.76,69.974,49.092,66.982,69.205,"Class2",69.861
38.849,"O","S",18.967,58,27.745,25.408,49.958,82.194,48.348,"Class3",89.12
72.764,"S","D",85.451,84,54.058,66.798,49.537,66.997,69.84,"Class2",84.788
58.778,"J","E",32.64,41,21.369,22.281,29.229,28.487,31.912,"Class5",25.796
78.371,"A","P",48.268,87,76.427,8.786,14.014,73.767,68.77,"Class1",NA
75.993,"J","A",47.808,75,27.32,59.798,26.706,80.513,77.314,"Class1",90.288
50.706,"B","T",70.23,83,41.06,55.183,51.656,66.795,69.691,"Class2",87.852
47.333,"H","Z",70.068,85,71.095,66.376,50.492,67.55,69.86,"Class2",81.209
37.044,"F","G",64.392,11,25.329,84.369,56.212,91.248,25.003,"Class4",48.332
13.337,"H","G",30.491,36,19.088,78.305,77.935,55.697,4.039,"Class5",26.599
65.847,"G","G",35.583,55,51.951,57.858,70.496,83.626,72.022,"Class3",NA
75.523,"U","E",15.453,47,18.626,15.535,10.465,72.423,67.953,"Class1",88.897
73.306,"J","E",17.466,51,21.096,26.8,14.302,85.185,76.275,"Class1",91.221
56.445,"H","B",37.235,38,16.826,58.788,60.103,23.301,40.044,"Class5",27.098
86.575,"H","S",51.95,63,23.28,43.875,36.48,82.958,72.828,"Class3",78.43
74.674,"X","Z",19.743,54,58.546,47.471,27.153,84.538,69.913,"Class3",79.548
58.331,"G","S",17.19,64,63.425,38.5,25.117,82.923,68.086,"Class3",94.285
35.71,"U","M",64.799,15,33.334,82.697,41.317,84.237,25.192,"Class4",52.845
83.895,"V","B",36.411,40,16.586,29.1,29.964,60.409,48.007,"Class5",24.114
95.44,"Y","G",37.186,31,21.945,65.358,61.096,33.535,21.452,"Class5",26.942
77.109,"K","D",NA,81,63.737,64.395,56.393,66.899,70.669,"Class2",86.475
61.445,"L","H",72.551,77,73.168,64.842,49.858,67.29,70.657,"Class2",69.922
72.871,"K","T",83.092,76,49.28,65.076,54.465,69.07,68.575,"Class2",70.451
90.503,"O","U",NA,58,46.482,48.605,30.051,83.756,82.279,"Class3",NA
78.2,"J","K",67.114,73,45.459,83.918,17.763,77.413,74.417,"Class1",87.867
76.241,"Q","J",39.483,52,25.493,-5.764,16.982,73.288,78.466,"Class1",88.379
58.845,"P","B",35.568,37,19.481,38.384,68.999,35.197,60.771,"Class5",25.793
69.344,"O","G",24.559,60,55.038,43.411,49.282,83.52,69.945,"Class3",70.543
75.641,"J","E",32.587,57,45.742,49.807,16.722,71.808,70.624,"Class1",90.292
37.494,"J","M",64.45,25,15.897,86.014,35.134,83.845,24.02,"Class4",46.766
77.285,"C","P",46.336,41,76.384,52.563,29.857,71.004,73.528,"Class1",92.054
35.289,"H","L",31.674,37,18.788,47.535,85.308,54.145,54.792,"Class5",NA
36.806,"F","U",64.589,13,7.393,86.207,49.92,89.34,24.009,"Class4",55.3
37.957,"G","Z",64.955,12,30.613,87.413,58.337,86.444,24.454,"Class4",43.28
64.007,"H","U",46.849,53,13.206,24.433,58.523,83.871,78.501,"Class3",89.658
79.068,"Y","B",NA,38,18.377,88.779,17.035,48.124,34.888,"Class5",22.516
62.147,"P","B",29.796,38,15.289,51.791,30.322,89.821,46.311,"Class5",22.208
53.179,"G","Q",35.23,61,18.899,0.553,45.787,85.388,55.664,"Class3",76.744
74.905,"Q","K",NA,54,74.71,11.518,23.165,87.194,60.763,"Class1",92.908
63.341,"F","G",40.24,54,60.714,8.292,62.242,82.953,79.708,"Class3",92.327
74.485,"U","A",53.303,81,56.238,37.082,22.15,71.132,78.176,"Class1",89.957
34.861,"U","U",64.792,18,19.603,86.29,41.513,92.729,22.406,"Class4",42.458
38.727,"G","P",64.824,23,39.127,84.146,53.887,87.428,23.218,"Class4",55.482
78.312,"C","A",12.571,47,81.206,56.641,22.37,68.25,65.583,"Class1",88.889
41.394,"H","Z",17.106,52,62.688,27.974,28.044,84.765,68.028,"Class3",83.602
55.041,"G","Q",47.707,52,36.367,73.949,61.976,83.916,67.733,"Class3",64.516
35.625,"J","U",64.344,18,22.197,84.959,45.743,88.905,24.357,"Class4",47.665
59.68,"S","Z",69.426,82,58.704,62.97,56.349,68.034,69.147,"Class2",73.164
75.898,"J","P",35.22,67,59.64,21.278,21.159,84.905,73.631,"Class1",92.341
37.613,"F","Z",64.885,20,26.676,85.013,46.767,89.189,22.964,"Class4",41.057
49.107,"V","E",36.132,33,19.31,116.449,19.365,78.119,13.461,"Class5",25.066
36.574,"U","Z",64.101,25,35.196,85.536,44.759,92.38,24.833,"Class4",54.148
77.744,"C","K",26.798,79,55.257,69.688,12.299,74.898,84.19,"Class1",90.876
35.135,"F","P",64.94,13,39.752,85.642,37.007,88.905,26.718,"Class4",48.517
40.853,"V","H",NA,39,21.504,50.371,47.085,77.923,42.04,"Class5",22.782
72.918,"P","B",29.992,30,20.134,91.082,31.427,50.596,13.91,"Class5",27.731
75.917,"Q","P",72.934,77,32.111,45.493,26.51,68.462,66.038,"Class1",92.125
76.794,"A","J",55.549,66,65.352,45.825,20.807,79.54,87.421,"Class1",NA
50.942,"L","H",69.923,76,75.678,65.151,51.736,69.533,71.222,"Class2",68.866
57.21,"H","G",31.476,33,17.411,59.364,12.48,46.711,19.351,"Class5",24.245
78.141,"H","Z",81.516,86,51.236,75.269,55.498,68.14,70.587,"Class2",78.628
65.611,"G","Z",15.418,56,14.208,36.186,41.391,84.283,42.572,"Class3",65.868
62.248,"V","L",30.931,39,21.818,63.862,37.617,65.853,14.012,"Class5",25.968
77.114,"A","A",65.794,66,39.087,43.125,25.743,67.049,83.317,"Class1",91.142
64.849,"H","U",44.144,58,22.226,66.819,44.845,82.524,68.193,"Class3",94.498
40.37,"J","U",64.659,25,37.109,85.292,57.638,86.965,25.58,"Class4",51.853
29.53,"Y","H",28.497,33,17.272,50.085,87.205,58.118,41.204,"Class5",22.444
68.642,"O","Q",18.317,52,39.663,19.441,69.093,87.908,74.745,"Class3",75.987
77.105,"J","A",41.003,70,18.857,51.814,28.276,85.865,78.442,"Class1",91.441
25.36,"L","T",85.965,78,42.676,74.769,50.056,65.331,70.327,"Class2",67.347
89.175,"G","S",16.038,63,41.204,41.541,52.304,84.41,67.202,"Class3",93.072
35.53,"A","G",64.915,17,31.374,80.578,54.246,84.715,22.407,"Class4",41.74
79.562,"K","M",69.857,76,65.639,73.496,51.256,67.091,67.973,"Class2",79.54
34.97,"G","G",64.336,28,11.985,84.218,45.906,82.783,24.256,"Class4",49.757
76.927,"C","E",24.729,43,74.321,54.382,7.614,70.196,64.217,"Class1",90.046
31.436,"A","P",64.322,13,24.299,84.66,57.994,88.545,24.222,"Class4",NA
76.03,"U","P",19.64,40,78.584,85.026,12.153,76.339,81.314,"Class1",88.412
75.193,"A","E",50.93,71,61.668,70.992,25.206,79.951,77.876,"Class1",87.049
37.051,"G","Z",64.744,25,32.847,86.453,52.455,88.945,23.954,"Class4",52.989
55.38,"P","H",35.137,41,17.11,26.362,87.474,60.834,12.172,"Class5",27.791
34.203,"P","H",29.107,30,21.174,33.899,53.012,25.226,64.479,"Class5",22.578
72.03,"S","Z",77.443,77,75.439,43.682,55.485,67.856,68.521,"Class2",78.502
77.479,"A","J",48.984,42,65.317,43.101,22.92,74.829,82.174,"Class1",90.853
16.672,"J","G",34.857,34,15.778,107.956,87.023,33.036,46.875,"Class5",27.483
41.219,"F","U",64.531,12,18.135,85.072,52.569,87.118,22.688,"Class4",55.586
76.594,"A","J",43.878,77,87.054,81.762,26.926,70.149,83.274,"Class1",90.71
68.433,"V","E",35.595,42,15.447,85.268,19.313,19.494,13.301,"Class5",NA
33.564,"A","Z",64.718,12,28.499,85.789,40.763,89.626,26.417,"Class4",49.164
32.827,"J","E",31.799,42,17.542,75.42,48.199,29.419,-8.808,"Class5",27.957
43.824,"F","Q",49.695,62,30.037,57.722,39.618,83.298,59.116,"Class3",63.97
30.054,"F","G",64.353,15,20.675,86.145,52.816,93.831,23.624,"Class4",50.306
35.234,"F","U",64.536,25,39.037,82.842,59.987,84.918,26.382,"Class4",49.533
59.022,"G","U",42.872,55,14.834,30.33,40.48,83.712,47.581,"Class3",88.525
88.977,"X","S",14.083,61,62.33,-4.938,39.324,84.358,65.36,"Class3",89.349
74.726,"L","M",72.391,81,56.185,65.125,53.557,68.081,69.274,"Class2",77.348
56.687,"L","T",82.909,84,46.945,55.191,50.327,67.241,71.526,"Class2",87.812
59.104,"S","Z",84.343,81,41.259,69.186,54.406,66.915,70.042,"Class2",88.604
21.583,"V","E",36.85,42,16.731,63.449,78.083,52.553,21.664,"Class5",26.021
38.417,"G","G",64.245,23,36.773,84.787,56.146,88.501,22.18,"Class4",44.498
76.905,"U","E",70.451,63,64.483,39.859,16.382,78.932,88.006,"Class1",89.556
38.825,"S","H",85.224,85,43.283,73.032,56.268,67.616,68.427,"Class2",74.247
37.005,"F","G",64.823,22,24.797,87.959,53.383,83.367,22.734,"Class4",54.672
70.186,"S","H",73.811,77,57.571,57.593,54.596,67.431,67.777,"Class2",78.585
76.367,"J","A",14.375,45,24.853,43.204,18.574,77.429,67.557,"Class1",92.151
51.722,"G","Q",47.485,62,54.142,8.766,65.379,82.918,71.346,"Class3",68.962
55.525,"O","Z",41.009,59,41.063,21.206,25.341,81.98,67.878,"Class3",71.26
64.829,"B","M",70.02,85,46.042,62.35,49.839,67.228,69.755,"Class2",81.049
36.84,"J","M",64.206,18,26.424,83.739,52.573,84.42,23.151,"Class4",47.789
84.753,"H","S",NA,55,50.266,56.335,36.472,84.604,52.644,"Class3",86.604
14.796,"P","B",36.988,38,17.763,59.315,58.629,53.223,48.727,"Class5",23.94
80.376,"G","Z",33.374,59,24.852,47.296,30.875,84.812,64.826,"Class3",86.258
50.731,"P","L",29.539,40,19.047,77.358,12.505,14.87,35.273,"Class5",NA
40.62,"K","M",77.765,85,75.413,71.769,55.134,67.775,67.644,"Class2",75.227
54.025,"H","Q",53.567,61,16.782,55.817,45.754,84.358,59.615,"Class3",70.164
51.953,"K","D",75.858,84,55.082,63.041,55.066,68.217,70.241,"Class2",67.404
64.424,"H","Q",35.693,57,18.079,69.953,30.775,84.739,52.111,"Class3",92.928
76.784,"Q","P",39.728,39,57.175,55.353,28.104,80.314,78.66,"Class1",88.065
77.616,"A","P",72.435,52,61.501,84.13,22.67,80.779,73.736,"Class1",92.234
75.084,"C","K",24.816,77,40.491,78.731,13.836,82.559,83.284,"Class1",92.496
63.31,"K","H",78.903,82,45.395,68.34,51.266,66.543,72.062,"Class2",88.514
40.078,"U","G",64.045,16,35.255,83.927,47.659,89.046,21.526,"Class4",NA
31.042,"S","T",78.198,85,63.501,66.982,50.643,67.901,69.058,"Class2",87.125
43.243,"X","U",26.422,63,64.56,47.809,42.545,85.629,68.685,"Class3",69.511
49.675,"Y","L",36.379,33,16.038,83.275,82.79,77.56,15.166,"Class5",27.695
78.799,"J","A",49.536,51,47.858,14.486,15.167,80.478,90.312,"Class1",88.943
27.412,"P","L",35.329,36,18.46,69.135,10.54,81.875,24.726,"Class5",24.229
86.484,"G","U",16.517,52,38.458,29.011,62.834,86.684,65.214,"Class3",96.356
77.26,"Q","J",42.145,70,21.796,39.917,14.401,64.33,69.208,"Class1",91.194
35.651,"U","Z",64.957,20,12.525,83.848,43.236,83.306,25.101,"Class4",45.822
19.475,"V","L",32.968,37,21.697,20.297,60.037,32.439,33.968,"Class5",23.481
35.308,"A","Z",NA,18,19.645,84.2,42.64,85.83,24.026,"Class4",52.934
93.1,"F","S",56.655,62,51.143,28.079,47.595,82.568,38.44,"Class3",87.878
79.041,"C","K",16.899,70,64.772,31.111,15.398,71.409,78.856,"Class1",NA
85.802,"F","Z",41.216,60,55.675,43.157,69.602,82.319,61.784,"Class3",72.488
60.134,"B","M",69.325,82,46.165,63.211,55.378,67.77,70.527,"Class2",78.147
35.128,"G","U",64.77,11,30.65,84.053,47.669,84.208,26.057,"Class4",51.163
63.643,"J","E",35.787,34,19.941,78.707,25.929,2.676,78.179,"Class5",23.431
73.597,"G","Q",51.638,57,59.043,69.039,70.333,84.826,53.378,"Class3",95.831
23.027,"P","L",28.575,41,20.578,68.7,47.917,52.401,27.167,"Class5",22.849
76.893,"C","A",38.389,61,47.848,35.214,24.243,88.326,74.819,"Class1",90.634
52.942,"H","Q",12.518,53,21.986,40.494,30.045,82.45,70.788,"Class3",87.872
32.047,"G","G",64.204,21,40.682,85.565,58.556,94.002,19.63,"Class4",55.789
82.024,"X","S",20.255,61,49.115,64.731,34.34,85.404,62.644,"Class3",66.954
49.3,"K","D",84.631,81,56.777,72.751,53.393,64.887,70.352,"Class2",71.622
43.43,"J","H",33.226,40,20.639,33.313,43.49,74.969,61.334,"Class5",27.521
78.229,"C","E",66.725,72,30.089,31.298,28.06,66.084,85.572,"Class1",91.98
76.132,"B","T",79.822,76,45.36,78.578,51.719,68.606,70.169,"Class2",70.101
33.699,"J","G",64.471,25,22.186,85.087,51.404,88.595,24.259,"Class4",41.966
30.147,"J","B",29.772,40,21.622,28.34,52.78,42.409,79.262,"Class5",27.036
77.496,"H","U",18.213,56,40.62,24.998,50.15,83.67,64.989,"Class3",91.565
54.811,"H","Z",57.729,55,31.351,55.596,41.43,81.408,68.499,"Class3",73.513
66.622,"F","Z",38.396,61,14.499,78.864,70.644,83.98,63.468,"Class3",70.447
67.007,"G","U",35.609,54,28.154,76.348,59.455,83.399,59.394,"Class3",72.662
43.01,"G","Z",54.016,54,27.415,78.182,37.023,85.782,59.848,"Class3",78.535
65.787,"H","Z",NA,88,64.311,61.529,56.988,67.121,69.467,"Class2",73.3
36.761,"A","P",64.712,23,20.239,88.857,36.828,88.488,24.238,"Class4",51.716
70.803,"G","S",16.229,64,45.445,22.463,34.479,81.705,79.27,"Class3",66.747
36.387,"U","Z",64.359,20,30.664,87.607,43.29,83.127,25.747,"Class4",46.742
54.681,"B","T",77.466,81,56.801,78.646,51.954,68.197,69.753,"Class2",88.911
60.951,"H","B",35.596,34,19.926,-0.637,30.744,59.282,55.671,"Class5",27.272
58.759,"V","B",30.056,30,21.49,86.173,13.201,32.738,21.049,"Class5",25.816
36.071,"F","S",27.612,58,17.58,90.762,27.866,83.147,77.487,"Class3",76.385
40.773,"U","P",64.762,11,30.485,85.868,58.894,83.509,24.343,"Class4",55.473
67.589,"K","Z",81.287,80,69.835,75.55,56.35,66.247,70.69,"Class2",83.866
36.666,"U","P",64.23,25,20.694,84.778,47.895,92.27,25.867,"Class4",55.975
32.806,"K","T",79.599,83,54.474,62.565,55.382,68.899,68.332,"Class2",88.653
42.368,"J","U",64.314,25,22.454,84.725,52.534,90.801,22.4,"Class4",54.997
61.36,"H","B",32.171,32,17.457,30.383,68.464,17.733,40.379,"Class5",26.104
86.229,"X","G",28.98,52,40.932,20.275,61.751,84.281,58.49,"Class3",77.106
92.703,"H","T",75.656,87,67.227,66.985,50.649,67.132,69.755,"Class2",84.109
77.207,"U","J",28.593,72,25.94,17.54,27.77,74.807,70.509,"Class1",91.229
69.427,"H","D",75.119,81,49.087,67.367,56.518,68.215,69.149,"Class2",85.221
36.345,"A","M",64.851,25,35.574,85.798,49.367,87.714,27.06,"Class4",50.489
63.684,"O","G",55.832,64,26.375,29.057,63.987,86.111,56.988,"Class3",64.853
38.052,"H","L",37.688,32,17.872,71.673,55.393,37.255,40.553,"Class5",22.363
27.678,"V","H",28.189,30,21.785,59.046,66.589,61.534,26.603,"Class5",22.034
34.016,"F","G",64.851,23,10.987,88.696,57.586,89.143,22.361,"Class4",54.303
38.572,"F","G",64.782,23,15.225,83.971,37.911,90.355,22.896,"Class4",52.34
