"DUW1","BSO2","YVC3","ATJ4","QCL5","Output24","IWX6","NQY7","CDB8","SOY9","AOF10","EXH11"
8.422,29.506,35.851,94.41,42,"Class4",79.525,95.983,4.057,82,"B",60.768
64.614,62.891,74.871,62.281,80,"Class2",30.397,80.831,36.745,81,"K",75.639
NA,22.446,94.011,30.234,29,"Class1",10.884,48.394,8.886,6,"N",59.068
76.671,67.805,76.366,69.298,80,"Class2",20.947,101.726,30.073,88,"K",67.205
73.997,67.518,41.579,35.634,40,"Class3",86.604,81.579,66.651,77,"W",122.049
8.088,33.885,36.808,28.53,48,"Class4",83.186,-36.401,30.376,79,"K",70.863
51.355,49.122,43.564,20.314,32,"Class1",11.638,70.838,6.556,9,"N",28.645
76.508,79.685,41.198,31.247,49,"Class3",60.064,77.089,23.134,87,"H",62.229
9.599,35.991,35.699,51.813,25,"Class4",61.094,55.95,46.832,72,"B",31.488
59.638,37.315,NA,24.852,39,"Class1",10.302,29.952,8.625,12,"W",-1.327
8.703,32.2,35.803,74.914,88,"Class4",81.42,9.112,57.485,81,"B",25.954
85.675,77.926,41.595,16.757,40,"Class3",63.839,81.562,23.133,87,"R",55.962
10.046,34.414,NA,90.353,37,"Class4",72.239,61.28,16.113,72,"D",83.921
9.388,35.311,36.438,21.413,37,"Class4",81.941,56.435,71.926,81,"K",21.041
77.383,82.148,41.996,36.644,25,"Class3",68.614,60.132,52.433,90,"G",61.423
NA,23.301,59.549,30.401,38,"Class1",15.045,61.369,7.877,34,"A",39.482
8.475,32.382,34.08,73.1,40,"Class4",78.707,64.747,22.742,83,"W",90.409
46.529,85.474,64.205,22.786,50,"Class1",14.889,52.835,8.274,16,"H",53.622
10.813,35.11,36.76,28.291,53,"Class4",65.312,11.272,10.315,80,"B",34.949
NA,60.084,15.575,38.195,27,"Class1",10.548,34.245,7.386,24,"W",53.947
82.196,80.382,41.042,15.018,24,"Class3",43.615,69.128,49.294,83,"Y",90.705
10.028,31.659,36.809,12.55,74,"Class4",74.182,46.728,16.168,71,"D",70.944
54.586,24.556,55.18,31.642,53,"Class1",16.175,27.361,7.85,15,"H",71.404
10.709,34.266,34.019,37.705,68,"Class4",58.263,95.516,55.071,79,"H",64.174
NA,66.381,77.752,46.459,79,"Class2",33.406,73.184,6.86,83,"O",70.51
47.845,70.206,81.184,39.627,79,"Class2",19.693,56.656,19.442,85,"M",64.061
9.014,35.695,NA,61.101,90,"Class4",67.88,60.843,49.723,65,"D",61.549
9.169,38.897,34.913,90.257,66,"Class4",60.593,21.954,14.458,74,"K",67.63
55.637,76.603,NA,28.005,56,"Class1",14.394,73.605,7.488,15,"U",67.636
37.156,68.241,78.357,57.777,79,"Class2",27.743,103.133,31.253,91,"O",81.395
44.308,66.51,72.687,43.162,79,"Class2",34.934,62.993,10.971,90,"O",78.78
48.303,68.605,90.612,24.453,29,"Class1",15.738,18.914,7.727,35,"U",40.674
10.338,30.507,35.872,94.63,89,"Class4",62.977,55.353,63.312,80,"B",40.12
72.868,83.467,41.684,36.676,33,"Class3",81.997,112.276,92.301,99,"W",65.711
34.785,54.517,69.999,69.674,80,"Class2",32.382,103.881,24.423,85,"J",76.894
10.135,31.766,33.093,38.822,39,"Class4",85.395,22.479,62.611,75,"H",37.342
57.278,51.129,53.223,28.907,7,"Class1",15.332,24.218,7.137,25,"U",39.496
9.599,28.218,35.133,60.339,48,"Class4",60.066,42.839,57.862,67,"K",61.714
75.432,80.672,41.667,29.635,26,"Class3",37.321,87.395,64.987,81,"R",61.868
70.095,80.995,40.912,15.889,37,"Class3",83.786,83.058,43.819,92,"G",48.73
82.518,78.483,41.597,27.771,44,"Class3",69.596,98.215,27.97,83,"Y",54.78
10.39,34.601,34.938,58.242,70,"Class4",67.869,38.515,24.208,70,"W",86.898
53.51,-18.514,73.677,35.179,15,"Class1",16.183,48.579,8.959,27,"U",2.694
72.443,79.026,41.403,15.245,25,"Class3",59.241,78.865,93.774,99,"H",50.468
57.699,68.693,72.746,36.102,79,"Class2",23.976,38.682,25.735,90,"M",78.74
39.095,65.629,72.401,55.11,80,"Class2",15.499,7.744,42.14,90,"O",73.317
75.294,87.326,41.638,23.982,30,"Class3",69.209,70.272,74.951,99,"R",49.071
50.744,32.255,83.534,35.876,20,"Class1",13.808,55.775,6.372,29,"N",71.648
43.731,60.896,67.094,30.923,79,"Class2",31.821,86.596,24.058,86,"J",83.31
9.431,32.232,34.166,20.583,38,"Class4",86.6,76.319,51.418,86,"W",55.992
10.953,33.048,35.56,25.966,56,"Class4",84.424,25.661,65.395,70,"H",37.515
9.156,32.015,34.864,30.719,62,"Class4",73.523,69.123,42.157,84,"H",53.113
49.819,-6.016,68.32,28.449,39,"Class1",12.376,56.047,8.832,20,"U",85.648
49.054,87.74,82.616,31.85,23,"Class1",16.717,78.705,8.053,16,"U",52.384
41.757,66.91,77.703,68.276,80,"Class2",21.792,6.225,16.223,85,"J",76.533
NA,44.468,29.521,24.166,21,"Class1",13.008,54.649,7.932,18,"U",22.249
9.982,26.872,34.293,70.377,22,"Class4",88.536,40.959,45.044,83,"W",94.063
79.752,76.76,41.096,19.828,29,"Class3",63.289,72.487,12.745,98,"H",81.43
74.615,67.004,72.979,23.757,79,"Class2",16.03,64.961,9.757,89,"K",66.019
54.579,65.524,44.735,21.826,21,"Class1",12.414,70.347,7.742,34,"U",50.592
9.064,33.613,33.794,75.121,60,"Class4",71.849,44.706,71.678,65,"B",53.498
51.489,77.563,90.51,30.568,49,"Class1",12.971,46.457,6.367,32,"H",77.796
52.64,65.125,76.488,72.353,79,"Class2",29.696,80.861,16.194,86,"Z",69.404
48.822,29.85,30.882,38.28,35,"Class1",11.844,12.354,8.018,10,"N",114.265
49.446,15.14,63.866,23.567,23,"Class1",14.029,34.143,8.723,10,"N",-5.124
75.392,55.501,70.015,68.252,80,"Class2",32.913,37.029,25.059,83,"M",80.006
53.702,8.248,NA,31.647,12,"Class1",12.847,8.705,8.573,6,"W",64.551
35.607,69.767,65.172,47.383,79,"Class2",29.522,40.395,28.696,90,"M",78.318
75.799,76.861,41.469,15.403,32,"Class3",51.506,97.336,59.448,98,"H",43.727
72.546,60.203,75.036,40.359,80,"Class2",27.237,61.734,23.604,80,"O",62.785
69.141,87.949,41.397,12.168,23,"Class3",41.502,77.301,62.634,89,"R",27.678
49.978,31.534,64.532,27.532,56,"Class1",15.702,63.22,6.672,17,"W",44.542
40.1,67.652,67.5,38.446,80,"Class2",21.555,62.507,28.926,83,"O",79.208
52.424,95.079,98.685,29.638,10,"Class1",10.403,71.609,7.676,33,"A",34.514
73.894,76.564,41.32,14.236,34,"Class3",60.138,61.446,92.739,98,"Y",66.734
72.125,69.295,87.728,53.19,79,"Class2",15.007,53.75,26.083,81,"O",69.6
52.916,47.409,13.413,35.355,41,"Class1",12.446,71.189,8.87,6,"U",12.863
83.967,81.281,42.067,18.995,46,"Class3",80.2,83.725,66.921,97,"R",55.588
77.331,80.221,42.395,32.214,44,"Class3",86.83,77.066,13.932,86,"R",79.887
49.887,52.663,30.801,30.9,25,"Class1",14.021,86.412,6.463,17,"W",26.413
10.079,28.812,36.241,28.152,85,"Class4",84.034,67.108,3.095,74,"H",51.715
10.972,38.098,36.16,76.506,37,"Class4",83.431,77.099,58.256,71,"D",57.709
47.002,36.402,44.747,28.559,33,"Class1",11.497,63.055,6.874,24,"H",21.102
9.143,37.047,33.875,20.455,55,"Class4",71.766,26.065,40.667,81,"K",56.875
61.497,70.227,72.366,49.202,79,"Class2",24.161,59.862,38.64,88,"K",72.066
8.208,30.307,33.866,79.308,89,"Class4",60.044,56.224,50.855,86,"H",77.129
58.078,71.583,74.634,68.379,80,"Class2",25.877,28.791,11.188,90,"O",74.411
47.247,67.665,68.113,69.307,80,"Class2",22.601,26.404,16.162,87,"K",71.427
59.921,68.43,72.968,49.62,79,"Class2",15.163,44.668,12.215,86,"K",68.599
50.763,63.153,71.712,61.526,80,"Class2",24.746,59.678,34.229,86,"M",64.126
81.329,83.366,41.929,27.059,46,"Class3",60.162,64.355,15.392,86,"Y",53.943
9.403,28.218,35.972,59.866,56,"Class4",78.52,56.99,12.844,75,"W",60.162
51.68,66.209,83.506,40.616,80,"Class2",31.196,31.57,36.562,84,"Z",70.484
82.856,86.51,41.554,32.792,49,"Class3",70.446,77.798,59.769,79,"Y",73.359
10.556,31.103,36.707,48.099,74,"Class4",87.22,85.833,70.536,76,"D",58.897
35.16,72.72,78.374,50.256,80,"Class2",23.567,37.002,34.441,91,"Z",70.737
81.05,81.294,41.865,24.623,42,"Class3",78.557,51.335,77.97,93,"H",51.348
71.271,82.488,41.818,31.039,29,"Class3",88.083,88.651,35.106,100,"R",47.711
10.277,30.392,35.888,94.84,69,"Class4",83.829,76.059,35.097,83,"H",76.471
60.339,20.192,51.909,31.766,55,"Class1",14.42,83.77,7.698,8,"A",17.662
76.769,76.321,41.456,17.798,36,"Class3",69.376,75.281,77.053,86,"H",74.02
10.964,31.32,36.279,23.106,71,"Class4",68.042,112.253,22.65,66,"W",44.956
84.798,77.449,41.259,17.81,26,"Class3",81.429,72.251,50.265,100,"H",60.576
71.286,56.197,72.631,52.254,79,"Class2",17.282,46.148,35.61,83,"K",74.671
82.616,59.91,71.295,56.96,80,"Class2",18.165,65.143,6.669,81,"Z",69.836
39.19,65.358,74.814,46.155,80,"Class2",22.229,18.532,40.352,87,"J",69.255
8.992,30.27,36.302,72.738,53,"Class4",78.736,-0.033,64.406,85,"W",34.356
55.087,3.344,NA,37.208,21,"Class1",15.489,71.836,7.179,33,"H",39.796
70.966,88.61,41.463,23.748,38,"Class3",69.197,68.598,44.835,89,"G",30.018
79.931,81.236,41.5,21.902,25,"Class3",34.546,73.139,29.969,96,"R",80.348
10.878,32.485,34.855,27.1,39,"Class4",75.541,90.356,14.438,66,"H",81.649
72.391,70.265,42.186,22.493,49,"Class3",56.498,73.211,90.978,85,"Y",80.835
57.841,37.472,38.838,36.694,38,"Class1",10.604,90.158,6.374,17,"W",105.007
73.515,84.958,41.135,16.583,40,"Class3",35.818,71.635,45.15,84,"G",28.862
56.081,65.862,72.218,36.288,80,"Class2",25.527,72.736,29.447,87,"O",68.269
10.171,35.67,36.572,20.074,81,"Class4",77.72,49.511,52.992,66,"B",62.932
78.446,59.401,72.381,27.177,79,"Class2",17.717,98.246,32.768,82,"J",70.611
8.649,29.224,36.479,62.929,39,"Class4",75.124,31.459,26.258,77,"K",66.416
52.73,55.826,66.256,25.176,53,"Class1",16.301,17.307,8.863,22,"W",40.438
9.285,33.899,35.333,21.379,97,"Class4",84.225,74.637,18.287,86,"W",33.649
76.306,79.266,41.325,20.046,29,"Class3",35.739,65.741,93.121,84,"Y",80.759
49.135,63.348,75.34,37.202,80,"Class2",16.843,57.271,30.852,84,"O",67.503
9.292,33.299,35.663,65.366,16,"Class4",77.939,38.289,8.324,84,"D",86.231
10.869,29.977,34.724,78.849,97,"Class4",64.541,120.38,4.505,75,"W",26.024
8.705,28.362,35.868,34.013,62,"Class4",79.033,53.175,22.181,76,"K",69.366
79.93,83.553,41.072,37.332,46,"Class3",41.931,78.73,67.927,93,"Y",41.025
83.464,80.229,41.621,17.185,50,"Class3",78.192,60.256,89.445,86,"R",53.618
46.05,66.737,82.991,32.545,79,"Class2",32.527,25.661,20.081,87,"J",76.398
10.021,32.981,34.234,96.406,70,"Class4",80.507,18.104,65.649,73,"H",86.871
8.193,31.261,37.016,84.547,18,"Class4",75.758,99.245,65.867,77,"B",71.244
43.167,61.923,78.289,47.428,79,"Class2",23.052,67.716,24.672,83,"O",73.76
9.148,34.296,38.092,81.768,25,"Class4",58.359,37.585,54.838,70,"D",63.429
53.787,63.756,71.066,45.08,79,"Class2",34.175,50.595,29.441,88,"K",77.862
9.835,31.585,33.531,9.913,88,"Class4",86.311,34.424,58.565,69,"K",55.186
53.997,77.665,135.304,22.42,36,"Class1",14.648,43.818,7.89,27,"U",86.703
58.524,-6.537,35.237,21.283,16,"Class1",10.513,14.799,8.183,27,"H",37.473
51.054,27.601,41.773,32.64,30,"Class1",12.415,60.656,6.604,33,"H",109.151
52.829,26.804,98.207,29.356,26,"Class1",12.468,46.679,8.679,17,"W",71.199
84.432,76.281,41.455,23.449,48,"Class3",35.701,62.905,44.359,96,"G",76.019
69.252,66.841,41.454,15.45,24,"Class3",73.529,74.783,60.571,78,"G",61.836
55.314,63.766,9.805,31.958,28,"Class1",10.494,46.099,7.429,24,"U",4.106
76.364,60.736,NA,41.583,79,"Class2",17.572,83.361,14.164,81,"O",72.079
59.015,27.687,83.559,30.284,32,"Class1",11.131,44.97,8.235,9,"N",89.647
8.587,32.854,35.503,70.847,28,"Class4",69.693,65.373,11.694,78,"W",28.892
49.047,68.481,77.268,54.415,79,"Class2",28.675,50.155,31.309,85,"O",73.175
47.442,66.744,21.132,32.495,57,"Class1",10.567,65.178,8.446,9,"U",30.356
10.419,32.421,35.034,61.548,52,"Class4",88.753,34.783,63.285,86,"D",31.782
69.598,80.379,41.862,33.816,35,"Class3",42.92,74.354,40.745,93,"W",64.28
55.873,70.415,66.969,68.89,79,"Class2",29.209,82.461,30.269,84,"K",82.192
85.838,79.039,41.352,18.888,34,"Class3",81.571,70.635,60.817,90,"H",43.542
9.161,34.838,36.583,32.855,73,"Class4",74.67,28.608,75.879,66,"H",100.679
73.513,73.777,41.583,26.824,27,"Class3",60.594,55.389,54.858,90,"G",95.07
82.729,82.802,41.193,33.019,45,"Class3",67.416,76.087,53.776,86,"W",50.883
52.057,60.085,74.329,65.465,80,"Class2",27.292,88.945,42.916,83,"K",74.821
52.712,19.285,59.672,24.252,19,"Class1",11.062,29.235,6.35,25,"N",-23.576
73.891,65.32,71.708,26.539,80,"Class2",26.308,47.01,42.057,82,"J",71.002
49.516,72.019,130.605,37.787,41,"Class1",10.385,28.838,7.31,17,"H",24.406
74.815,72.753,41.865,14.986,44,"Class3",49.942,72.508,21.543,84,"G",50.909
10.408,34.449,34.824,33.262,72,"Class4",76.823,17.999,50.937,66,"D",66.604
74.697,93.633,41.533,12.729,24,"Class3",49.589,66.543,35.857,96,"W",90.506
8.369,31.077,35.828,9.596,67,"Class4",81.889,82.779,56.836,78,"H",44.312
55.221,25.024,45.532,34.714,44,"Class1",10.646,34.072,7.332,5,"U",62.489
8.749,32.597,36.605,37.337,94,"Class4",71.282,55.02,36.611,69,"B",35.369
73.576,72.756,41.765,22.154,24,"Class3",82.602,85.889,47.501,92,"H",70.58
82.33,90.68,41.729,15.558,28,"Class3",77.649,66.473,73.037,79,"R",84.008
53.158,84.97,113.175,36.095,33,"Class1",13.55,50.32,6.338,34,"A",90.694
50.378,6.346,9.484,34.865,9,"Class1",11.141,77.606,7.512,15,"N",13.183
53.485,24.819,116.236,30.985,22,"Class1",12.185,80.613,6.496,23,"U",31.359
34.908,73.392,70.119,34.19,80,"Class2",24.901,101.302,10.766,88,"Z",69.166
56.593,17.205,73.654,37.575,36,"Class1",15.581,59.661,8.117,9,"N",43.149
8.786,36.216,NA,15.149,72,"Class4",63.941,29.82,37.302,80,"D",60.1
47.57,29.53,38.602,20.489,16,"Class1",16.094,30.577,8.529,26,"H",50.916
8.53,28.457,37.335,12.951,86,"Class4",76.7,66.039,53.241,65,"H",34.861
9.081,34.992,36.946,85.579,67,"Class4",72.444,18.366,49.425,72,"W",56.003
68.132,72.108,78.286,34.844,80,"Class2",28.862,40.125,17.421,80,"O",71.69
10.231,28.366,34.705,10.029,75,"Class4",76.884,73.664,36.67,71,"W",41.666
75.414,81.415,41.834,34.751,24,"Class3",78.879,76.492,35.476,81,"W",64.221
77.754,85.341,41.768,26.978,33,"Class3",77.691,68.542,58.423,87,"H",67.775
52.801,80.111,47.169,35.681,21,"Class1",15.07,78.933,6.44,6,"U",49.74
54.995,68.679,43.002,35.101,30,"Class1",14.101,-6.461,6.757,26,"W",-11.817
70.337,85.683,42.142,30.528,45,"Class3",76.489,96.007,83.8,77,"Y",46.427
76.708,84.243,41.41,12.721,25,"Class3",89.768,58.451,18.769,89,"Y",85.556
51.725,65.891,76.172,42.263,79,"Class2",18.383,78.113,7.265,86,"J",69.222
44.031,59.938,71.201,58.592,79,"Class2",14.685,66.565,17.889,91,"M",69.958
8.347,32.749,33.736,9.592,52,"Class4",78.699,84.484,17.632,68,"D",55.412
52.274,52.931,-3.875,38.079,22,"Class1",10.845,56.22,8.654,24,"A",30.193
77.191,86.701,NA,37.22,43,"Class3",50.027,64.124,54.79,79,"R",23.13
8.926,30.322,34.266,92.832,28,"Class4",66.439,35.848,32.444,85,"K",23.946
54.62,59.762,86.264,43.804,79,"Class2",34.804,57.618,38.433,86,"J",70.404
49.655,61.193,80.965,68.756,79,"Class2",29.33,28.689,34.301,81,"K",70.914
70.026,64.683,79.493,53.985,80,"Class2",18.44,43.254,9.679,86,"J",69.568
8.101,34.026,35.979,92.353,51,"Class4",73.909,-3.046,73.134,81,"B",53.405
49.024,59.071,50.027,34.544,49,"Class1",13.963,26.458,6.489,23,"H",61.699
48.706,2.484,69.575,22.236,42,"Class1",15.633,31.101,6.144,20,"H",48.728
9.149,29.619,35.683,65.368,27,"Class4",68.461,29.156,32.84,68,"H",56.86
66.99,65.255,75.039,38.209,80,"Class2",29.238,71.754,24.67,80,"M",64.996
47.184,28.354,59.153,24.193,40,"Class1",10.222,-7.018,6.086,10,"N",76.57
70.9,54.69,73.451,52.907,80,"Class2",23.615,57.708,30.889,90,"Z",71.138
9.134,32.601,35.813,50.141,79,"Class4",61.832,84.002,15.274,69,"K",46.914
85.938,78.079,41.169,33.078,37,"Class3",43.077,82.891,56.681,77,"R",59.576
8.151,31.474,35.425,40.035,74,"Class4",84.108,82.377,30.531,65,"B",75.154
60.917,64.993,22.023,34.975,22,"Class1",13.632,22.713,6.116,25,"N",81.882
8.961,30.829,34.257,80.552,82,"Class4",68.397,58.035,60.208,65,"W",50.438
71.499,79.47,41.248,14.928,40,"Class3",52.839,81.508,41.371,93,"H",72.147
81.367,80.894,41.754,18.484,38,"Class3",37.563,73.598,21.094,83,"W",76.661
10.81,31.644,35.676,31.948,50,"Class4",71.249,3.768,17.665,69,"D",62.6
9.297,29.571,34.042,53.93,62,"Class4",64.653,95.118,6.693,69,"B",42.91
10.779,30.246,36.198,62.536,34,"Class4",59.377,17.906,8.68,71,"W",87.599
74.246,83.055,41.661,24.807,23,"Class3",38.133,56.736,70.783,92,"W",48.056
69.603,90.226,42.363,36.976,45,"Class3",61.61,79.586,10.748,77,"G",53.734
53.931,67.045,72.805,50.015,79,"Class2",33.025,79.422,7.07,81,"M",78.394
9.102,29.671,33.936,87.326,54,"Class4",83.71,70.046,21.574,81,"H",80.873
10.868,31.648,35.209,15.698,38,"Class4",69.072,111.971,75.802,78,"B",81.311
9.281,34.795,33.308,54.355,39,"Class4",76.685,52.544,13.446,83,"K",43.294
54.305,11.857,74.126,21.665,20,"Class1",12.312,36.696,7.169,4,"N",67.396
78.972,63.299,85.614,67.621,80,"Class2",32.866,45.207,28.62,81,"Z",75.751
9.639,34.465,35.83,59.681,59,"Class4",64.533,12.264,12.033,76,"D",0.035
67.833,66.708,78.204,55.67,79,"Class2",14.802,38.48,20.576,88,"J",76.653
85.87,79.49,41.521,17.843,30,"Class3",55.719,70.296,97.275,82,"Y",72.019
39.854,65.69,70.383,45.312,79,"Class2",20.722,62.471,25.021,91,"O",68.097
9.813,34.851,36.324,65.744,51,"Class4",83.369,29.504,74.411,69,"H",71.002
72.932,75.516,41.439,22.383,31,"Class3",39.999,67.963,93.7,91,"G",68.8
NA,66.322,57.613,23.963,31,"Class1",10.933,32.692,6.557,19,"U",5.166
78.87,85.291,41.091,13.177,28,"Class3",66.731,74.696,90.376,95,"R",60.677
57.94,67.824,75.488,46.41,79,"Class2",33.89,71.404,11.247,87,"O",71.786
84.774,76.264,41.503,35.005,49,"Class3",54.159,85.323,79.715,94,"R",69.274
75.533,67.529,NA,39.092,79,"Class2",31.963,41.946,10.464,87,"K",64.547
NA,54.269,-43.634,32.542,20,"Class1",13.882,101.204,6.126,15,"N",46.725
8.231,26.914,33.834,59.782,47,"Class4",76.711,93.59,17.866,69,"H",63.613
48.494,40.647,-4.485,33.213,23,"Class1",12.464,21.715,8.12,28,"U",64.968
56.885,22.915,66.38,33.418,40,"Class1",11.344,22.675,7.052,25,"W",15.664
85.017,78.77,41.751,15.756,39,"Class3",46.24,102.539,23.252,92,"R",57.523
49.97,64.303,67.249,72.127,79,"Class2",33.755,81.21,12.845,81,"O",76.427
73.793,82.786,42.02,28.235,42,"Class3",76.017,77.98,23.06,80,"R",57.726
61.443,69.127,70.36,48.552,79,"Class2",30.21,24.582,34.149,89,"K",75.859
77.437,65.379,80.705,51.78,80,"Class2",26.136,13.018,39.259,91,"Z",70.373
59.485,71.083,69.288,68.043,79,"Class2",34.4,36.661,36.821,84,"J",81.365
50.028,38.209,102.735,28.997,6,"Class1",12.256,5.638,8.038,21,"N",42.735
83.867,73.183,41.366,29.513,27,"Class3",39.257,79.177,61.998,93,"R",44.895
58.481,66.808,NA,24.105,80,"Class2",27.727,25.396,41.307,80,"O",75.105
52.407,77.332,64.44,36.135,55,"Class1",14.118,73.394,8.94,28,"W",33.837
70.643,77.955,41.263,37.777,32,"Class3",44.732,73.449,17.88,82,"W",70.03
8.985,33.754,34.331,35.867,55,"Class4",59.046,90.959,30.449,65,"B",71.09
53.667,68.588,77.715,29.706,79,"Class2",28.737,65.795,14.994,85,"O",72.615
50.292,30.464,61.914,36.269,29,"Class1",10.307,49.537,8.118,9,"A",29.415
76.489,75.138,41.702,12.207,47,"Class3",36.34,84.412,75.665,92,"W",67.643
37.494,62.643,80.516,54.322,79,"Class2",28.509,70.259,14.959,83,"K",74.441
80.676,75.599,41.551,12.953,25,"Class3",55.82,64.74,22.253,80,"Y",90.818
83.626,73.586,41.223,15.016,27,"Class3",47.572,53.444,61.326,97,"Y",51.362
57.768,111.971,36.027,27.31,43,"Class1",13.629,48.835,6.981,12,"U",94.006
80.885,86.378,41.752,21.239,50,"Class3",55.68,84.914,72.41,77,"H",38.41
9.478,34.009,33.406,48.626,20,"Class4",80.855,48.875,28.194,86,"B",79.15
39.331,61.592,83.784,27.949,80,"Class2",22.927,70.922,40.075,82,"O",66.309
47.141,49.344,55.346,29.545,18,"Class1",10.914,51.829,6.919,35,"A",30.122
8.131,34.191,33.729,45.231,41,"Class4",80.669,33.754,17.563,70,"K",82.091
84.642,65.277,58.3,63.549,80,"Class2",27.356,81.536,39.148,89,"O",76.069
69.778,79.598,41.299,17.949,41,"Class3",37.046,72.391,84.147,77,"Y",77.904
10.176,31.319,35.761,82.089,61,"Class4",70.408,53.035,55.925,75,"D",58.128
46.403,62.38,29.189,25.215,35,"Class1",12.732,77.189,6.709,17,"N",27.04
57.289,111.328,57.949,26.776,44,"Class1",11.786,45.114,8.832,23,"U",41.15
10.812,33.52,35.183,9.012,49,"Class4",75.769,47.645,48.557,65,"K",65.479
51.028,70.294,73.249,58.962,79,"Class2",18.874,83.212,20.906,80,"K",67.861
9.285,30.763,34.422,17.709,49,"Class4",85.45,4.765,33.892,71,"W",42.445
9.134,28.044,35.882,29.751,68,"Class4",74.369,33.744,36.996,80,"K",26.359
79.408,80.749,41.365,28.315,38,"Class3",57.909,83.351,65.257,87,"Y",61.609
10.572,34.371,35.918,75.745,44,"Class4",86.16,2.465,28.009,68,"H",70.48
35.789,71.916,80.664,22.154,79,"Class2",31.905,42.539,33.11,89,"M",67.026
72.359,76.558,41.873,16.309,45,"Class3",53.184,65.18,80.624,95,"W",80.379
68.08,58.458,60.587,31.861,80,"Class2",31.343,60.803,23.157,88,"Z",79.687
77.73,79.808,41.215,35.119,50,"Class3",76.739,84.536,88.54,96,"H",101.522
NA,32.124,36.118,77.923,42,"Class4",66.954,106.234,23.63,84,"W",75.225
NA,61.821,75.305,68.49,80,"Class2",22.349,67.036,35.572,80,"M",69.196
8.738,34.34,35.811,83.112,37,"Class4",74.048,24.492,41.692,66,"B",61.592
8.478,32.25,35.334,51.473,85,"Class4",76.639,64.869,61.313,80,"H",63.723
66.832,64.951,75.208,36.645,80,"Class2",23.839,37.277,25.624,86,"M",71.117
9.086,26.563,35.263,74.199,16,"Class4",67.581,44.059,43.469,69,"D",65.2
59.879,42.475,55.26,29.545,58,"Class1",11.928,99.944,8.453,32,"H",58.067
83.565,60.361,74.918,70.477,80,"Class2",15.711,50.908,25.003,84,"K",66.537
74.645,65.168,74.367,43.375,80,"Class2",24.181,29.567,21.641,89,"O",72.481
48.198,92.768,100.932,34.898,36,"Class1",15.812,66.851,8.071,28,"N",102.483
36.807,68.714,80.696,32.625,80,"Class2",31.637,122.01,6.013,88,"O",71.823
48.138,67.188,4.824,23.815,10,"Class1",12.607,28.754,7.45,33,"A",39.77
54.269,92.95,78.095,22.511,19,"Class1",15.481,67.449,6.875,32,"H",55.582
9.876,23.848,35.462,87.593,78,"Class4",65.493,69.528,53.768,70,"B",79.239
70.575,86.58,41.699,23.59,43,"Class3",68.799,97.533,95.016,98,"G",43.569
54.198,63.644,84.048,22.905,80,"Class2",33.444,86.762,17.114,88,"M",71.624
9.906,34.252,34.396,34.361,72,"Class4",58.111,56.762,37.063,80,"W",56.883
78.488,79.949,41.752,14.618,49,"Class3",38.22,70.614,39.725,89,"H",40.916
80.817,70.827,71.997,36.885,79,"Class2",16.642,14.804,41.497,81,"K",68.924
76.476,58.838,NA,59.481,80,"Class2",29.57,65.722,32.574,85,"Z",79.115
10.469,35.926,34.068,97.937,86,"Class4",74.109,37.369,71.092,76,"W",69.332
8.108,35.356,35.274,18.223,83,"Class4",82.986,43.319,55.351,70,"D",56.697
49.66,14.701,116.031,28.626,47,"Class1",11.866,86.652,7.101,33,"A",45.329
73.777,80.412,41.736,33.456,24,"Class3",64.015,73.566,22.762,84,"R",69.67
59.209,17.567,77.71,30.794,39,"Class1",15.406,66.14,6.447,9,"U",47.5
74.287,89.143,41.135,34.991,46,"Class3",46.997,51.451,34.379,85,"G",78.501
10.552,33.023,33.262,22.697,30,"Class4",70.329,56.592,21.375,84,"H",93.736
53.972,41.795,96.984,25.554,25,"Class1",16.403,15.253,8.397,25,"W",65.555
NA,29.263,29.032,31.024,45,"Class1",12.108,57.19,8.854,17,"H",45.296
9.065,31.137,35.977,48.502,22,"Class4",86.182,63.098,32.102,79,"B",69.761
8.359,31.596,36.425,51.896,32,"Class4",87.676,48.021,73.891,74,"D",56.108
82.522,61.086,70.188,34.626,79,"Class2",17.227,57.336,8.96,91,"K",69.927
84.549,90.207,41.497,14.804,23,"Class3",68.617,74.453,79.537,92,"R",55.799
84.014,80.678,41.616,14.412,37,"Class3",46.417,87.588,80.233,100,"W",66.057
43.387,67.431,76.393,26.008,79,"Class2",30.573,20.713,14.053,88,"K",69.37
34.951,68.372,81.02,35.028,79,"Class2",16.602,61.086,17.855,90,"Z",68.407
57.357,67.582,34.133,37.384,57,"Class1",10.039,61.664,7.053,7,"W",68.755
NA,45.5,34.309,34.902,9,"Class1",13.871,35.545,6.355,33,"W",32.287
78.91,88.912,41.901,32.705,30,"Class3",76.598,61.475,75.079,90,"H",29.599
51.524,26.631,61.896,38.544,58,"Class1",10.154,64.727,6.818,10,"U",68.192
55.529,44.727,65.73,22.256,27,"Class1",12.212,58.755,8.728,26,"A",78.754
46.761,68.755,40.189,21.886,23,"Class1",14.745,50.453,7.759,27,"N",45.299
82.208,67.096,78.298,52.21,79,"Class2",33.13,81.082,39.398,84,"O",74.439
71.066,85.181,42.183,14.202,24,"Class3",60.749,63.805,57.757,93,"H",41.406
8.551,31.496,36.48,85.837,88,"Class4",71.182,106.342,9.438,67,"D",69.73
50.147,69.05,101.869,24.534,28,"Class1",12.989,59.276,6.264,26,"U",64.916
