"AMD1","XIO2","NBE3","ASH4","MJG5","FRB6","NGE7","EAX8","Output21","EHW9","XLQ10"
13.573,64.318,96.345,33.78,6,61.56,"X",24.156,"Class4",65.09,NA
60.074,75.011,50.545,9.553,46,33.941,"D",53.753,"Class3",45.759,60.973
80.773,71.632,73.793,74.097,30,14.533,"A",23.321,"Class3",50.094,46.841
16.616,64.613,89.802,57.574,9,39.948,"L",42.348,"Class4",43.214,36.517
34.793,51.021,95.542,59.592,39,48.802,"X",32.746,"Class4",77.275,27.587
49.408,35.073,77.064,11.895,84,30.96,"X",81.83,"Class5",65.435,17.382
16.297,54.44,90.358,68.018,65,39.629,"I",31.252,"Class4",74.728,19.775
27.835,59.516,92.976,66.442,25,47.394,"K",34.489,"Class4",85.698,25.849
38.311,82.881,50.855,40.746,18,15.307,"D",42.632,"Class3",55.421,41.989
33.805,23.945,10.916,81.106,91,90.834,"X",43.197,"Class2",38.834,54.359
47.145,21.275,80.71,12.104,53,34.007,"X",87.161,"Class5",29.809,16.104
41.422,25.359,46.073,60.578,88,91.407,"X",45.367,"Class2",28.991,54.92
35.287,23.872,47.874,47.533,82,91.532,"X",43.69,"Class2",38.563,35.431
31.199,50.296,89.288,28.412,59,40.938,"X",28.712,"Class4",72.999,17.608
61.777,85.783,56.462,71.222,44,11.426,"T",33.48,"Class3",48.722,64.799
43.624,41.717,79.225,9.918,54,17.5,"R",90.979,"Class5",67.484,13.118
53.644,27.574,60.653,10.924,74,27.968,"V",80.955,"Class5",48.629,7.995
51.926,51.343,72.199,8.904,88,21.912,"X",82.12,"Class5",60.709,10.636
37.267,30.185,76.518,12.122,65,38.953,"D",78.817,"Class5",64.929,17.67
NA,51.946,87.749,49.378,75,51.976,"E",41.154,"Class4",72.375,31.687
41.017,85.904,21.044,81.842,63,25.954,"J",44.026,"Class1",82.983,61.913
38.145,44.238,65.596,14.921,95,26.999,"R",80.804,"Class5",81.886,9.821
37.457,62.055,90.931,58.583,77,56.596,"K",35.942,"Class4",63.775,35.098
43.302,26.398,42.93,75.635,83,91.539,"X",45.367,"Class2",29.969,67.482
46.414,78.112,55.354,13.24,57,42.639,"I",42.065,"Class1",83.65,62.334
52.706,56.031,25.221,58.612,46,36.967,"A",43.308,"Class1",85.824,64.813
34.408,26.013,19.862,59.736,86,91.84,"R",59.108,"Class2",44.848,27.146
24.727,79.027,43.135,55.232,57,18.011,"J",43.091,"Class1",83.763,69.655
NA,25.797,21.818,79.766,90,91.749,"Z",62.481,"Class2",29.347,54.791
47.571,36.282,66.285,15.279,80,27.283,"V",75.113,"Class5",82.878,NA
84.519,87.054,78.181,31.031,19,27.665,"G",47.71,"Class3",45.755,41.506
28.281,51.869,48.118,87.87,38,34.207,"B",44.35,"Class1",84.699,68.341
26.387,52.998,46.486,55.572,56,35.353,"A",43.944,"Class1",82.145,72.643
37.268,24.638,9.468,74.367,95,91.7,"X",50.684,"Class2",32.334,44.727
22.389,82.807,59.514,20.971,18,29.039,"G",17.798,"Class3",53.215,31.843
45.729,25.46,38.612,52.831,82,91.562,"Z",60.629,"Class2",27.595,31.798
44.411,86.06,82.228,55.036,19,29.332,"G",45.634,"Class3",58.862,62.086
45.584,22.012,82.143,11.067,78,28.391,"S",59.414,"Class5",31.353,12.796
20.323,78.016,57.528,24.906,39,30.37,"G",16.93,"Class3",53.042,58.01
31.587,24.958,10.818,75.833,91,91.187,"Z",42.489,"Class2",38.106,31.535
24.68,64.238,97.56,55.318,32,50.172,"L",29.894,"Class4",100.524,23.867
23.954,88.864,43.114,27.092,44,41.372,"I",39.203,"Class1",83.58,53.095
85.121,75.213,85.021,50.503,48,8.014,"A",54.977,"Class3",50.018,28.629
48.482,28.036,69.765,8.29,89,27.183,"D",82.005,"Class5",58.476,15.116
30.986,25.426,55.04,63.491,82,91.728,"O",27.877,"Class2",18.831,57.948
42.748,27.267,59.534,62.791,80,91.512,"E",35.97,"Class2",41.717,48.589
NA,50.126,90.15,37.453,65,52.655,"I",30.183,"Class4",71.929,15.039
20.013,54.565,99.511,60.918,55,48.483,"E",36.888,"Class4",62.921,24.901
38.558,20.202,65.097,12.348,61,25.941,"X",59.798,"Class5",75.012,15.387
37.898,45.137,79.776,11.36,60,27.801,"D",65.23,"Class5",38.038,18.211
48.947,42.148,64.832,12.699,80,33.061,"D",73.572,"Class5",7.91,16.162
36.14,55.016,92.469,35.674,73,44.947,"K",36.34,"Class4",67.611,7.663
43.652,85.598,78.027,45.602,56,41.874,"Z",43.636,"Class1",83.624,60.503
31.223,24.936,32.09,27.547,89,91.762,"E",56.986,"Class2",39.96,31.573
43.202,50.552,80.715,12.63,79,25.375,"R",79.407,"Class5",14.533,17.162
69.219,73.914,51.976,27.805,34,43.723,"T",15.164,"Class3",58.949,29.755
53.533,45.681,78.171,13.249,71,30.908,"V",65.344,"Class5",13.173,11.063
39.639,71.826,80.056,47.85,25,56.579,"G",19.595,"Class3",58.486,50.7
NA,51.536,95.951,42.459,5,48.796,"L",40.144,"Class4",75.751,25.699
42.775,24.7,23.852,69.199,91,91.446,"E",27.908,"Class2",17.294,47.861
7.029,50.432,98.387,63.203,11,40.24,"L",42.766,"Class4",64.194,43.698
43.009,26.992,31.081,75.461,94,91.278,"X",63.708,"Class2",39.849,35.061
40.741,63.27,43.359,58.122,56,45.406,"J",42.342,"Class1",82.263,58.473
31.291,26.785,40.235,70.876,90,91.903,"E",52.695,"Class2",30.674,28.242
11.093,63.869,92.751,45.056,13,43.462,"E",40.025,"Class4",75.978,13.13
37.064,25.935,36.605,60.05,83,90.781,"R",31.61,"Class2",36.337,39.34
46.581,73.391,70.397,48.325,44,36.166,"D",40.447,"Class3",53.696,42.211
26.988,60.184,87.636,39.271,15,39.861,"K",28.014,"Class4",90.658,35.645
17.605,50.656,90.143,45.358,48,47.277,"K",42.067,"Class4",56.773,26.328
72.901,83.881,64.061,67.016,44,27.517,"G",34.738,"Class3",53.892,63.513
49.89,72.554,83.819,50.516,44,14.271,"D",9.612,"Class3",45.789,39.164
21.374,83.089,86.902,57.993,19,18.049,"G",20.449,"Class3",48.778,25.989
46.007,59.639,58.062,69.423,60,80.202,"I",40.307,"Class1",84.111,74.073
32.337,50.015,93.413,46.061,57,51.853,"K",42.674,"Class4",70.031,16.293
36.951,25.464,17.656,42.134,93,90.981,"Z",44.457,"Class2",29.936,40.994
33.625,46.913,79.589,36.231,58,65.526,"A",41.144,"Class1",82.308,NA
38.313,61.562,23.365,40.358,47,58.868,"I",39.971,"Class1",82.242,78.79
34.846,94.207,86.64,49.977,21,42.972,"J",46.31,"Class3",43.15,4.877
49.812,24.914,56.982,55.517,81,91.15,"X",50.519,"Class2",20.023,32.846
21.32,49.333,20.79,50.001,60,53.451,"B",43.15,"Class1",80.234,73.981
23.098,53.577,88.895,69.382,15,47.203,"L",22.881,"Class4",59.501,38.294
43.547,49.56,83.953,15.804,61,26.97,"X",68.867,"Class5",88.692,15.257
42.497,91.404,68.055,37.248,34,37.923,"J",50.936,"Class3",49.127,32.538
45.322,30.196,67.378,11.28,92,28.299,"D",85.031,"Class5",61.813,10.987
13.577,79.985,67.473,40.755,18,8.445,"G",41.453,"Class3",38.673,49.086
20.385,89.823,63.53,62.689,34,3.37,"A",36.954,"Class3",50.478,47.461
41.573,62.51,38.244,60.61,56,51.505,"I",39.272,"Class1",83.906,64.194
37.32,47.937,71.981,19.564,81,25.934,"V",81.191,"Class5",55.112,NA
19.88,87.144,70.953,46.503,16,39.557,"D",28.462,"Class3",46.029,24.769
49.65,90.877,54.285,75.838,49,63.44,"B",43.117,"Class1",86.171,67.588
51.647,59.596,54.749,38.392,41,38.925,"B",42.756,"Class1",85.133,75.207
NA,90.365,52.209,76.366,32,18.615,"D",23.529,"Class3",53.358,70.053
41.568,82.969,66.746,56.397,20,10.896,"J",46.931,"Class3",48.841,42.002
34.026,27.716,50.004,32.279,79,91.564,"X",51.714,"Class2",26.88,57.18
52.77,64.205,63.464,8.95,91,27.802,"D",84.235,"Class5",19.315,16.203
39.48,75.821,71.744,49.729,18,42.229,"A",17.918,"Class3",56.491,87.879
NA,54.082,90.146,70.33,77,40.322,"I",31.675,"Class4",69.937,44.054
36.698,55.154,92.692,52.046,32,51.515,"I",23.771,"Class4",80.953,16.786
9.852,66.109,92.37,61.072,54,52.44,"L",29.582,"Class4",70.252,23.039
53.586,70.099,28.503,28.825,56,69.635,"Z",42.273,"Class1",81.746,52.054
47.064,61.264,68.623,6.655,84,25.654,"X",81,"Class5",19.959,6.301
40.767,63.837,69.933,10.164,79,27.44,"R",77.518,"Class5",41.306,16.38
45.735,23.938,18.822,56.997,83,91.93,"O",45.265,"Class2",31.307,32.129
33.523,27.064,38.601,51.976,84,90.718,"R",66.469,"Class2",38.049,54.043
40.729,50.261,31.443,51.835,52,37.836,"B",40.786,"Class1",84.221,68.714
43.955,64.326,52.553,85.174,56,87.699,"Z",42.241,"Class1",84.673,65.689
41.544,49.12,69.893,14.893,85,34.196,"R",82.472,"Class5",44.598,10.568
34.197,58.479,94.832,57.59,23,50.307,"I",24.036,"Class4",63.392,37.379
NA,44.48,65.721,9.352,58,24.391,"V",84.79,"Class5",19.406,18.482
46.188,24.841,56.397,62.419,94,91.701,"E",33.287,"Class2",34.659,26.434
16.192,65.435,95.118,39.85,27,47.99,"I",21.887,"Class4",89.277,19.22
53.508,33.676,74.831,13.316,84,28.087,"R",70.254,"Class5",40.539,19.245
39.88,25.348,49.239,42.662,79,91.495,"O",57.75,"Class2",18.344,23.921
6.432,74.229,83.435,47.532,26,20.31,"A",31.72,"Class3",52.551,28.041
24.337,71.692,66.257,4.938,46,53.031,"I",43.34,"Class1",85.365,76.129
49.931,26.806,59.614,26.457,93,91.671,"X",47.547,"Class2",23.745,69.737
31.74,92.565,14.9,52.038,47,47.615,"A",41.143,"Class1",83.13,NA
41.299,27.507,48.726,52.24,90,91.654,"O",27.671,"Class2",32.345,29.108
38.922,85.186,21.093,63.672,41,63.18,"I",40.207,"Class1",82.806,NA
45.978,23.701,47.366,75.411,90,91.646,"O",42.654,"Class2",21.029,54.689
43.418,23.196,38.611,67.797,87,91.274,"R",27.758,"Class2",23.021,50.757
43.079,26.631,38.171,29.048,92,91.666,"R",67.679,"Class2",31.166,65.9
25.97,55.835,98.266,50.404,79,47.237,"K",34.361,"Class4",68.109,14.807
83.263,85.918,77.412,32.665,48,35.611,"D",50.12,"Class3",50.699,34.397
71.732,90.421,75.788,42.213,38,51.791,"G",48.857,"Class3",45.704,24.148
42.074,23.338,27.316,50.243,90,91.474,"X",29.427,"Class2",32.649,33.508
39.667,32.838,63.462,7.806,74,29.871,"R",71.281,"Class5",90.478,16.287
71.267,72.332,79.299,84.333,31,15.18,"A",27.433,"Class3",54.251,48.491
18.122,91.444,75.564,50.745,40,54.053,"J",44.009,"Class1",81.792,77.827
37.149,49.191,81.775,12.669,57,28.236,"S",69.516,"Class5",77.454,12.485
44.33,26.675,37.812,53.587,93,90.977,"X",33.885,"Class2",34.981,42.875
22.963,66.978,97.437,48.57,58,55.34,"E",32.138,"Class4",62.29,NA
42.219,35.575,72.709,10.879,86,29.711,"R",76.283,"Class5",19.919,19.911
17.253,64.516,89.483,66.608,80,50.868,"I",24.123,"Class4",66.11,24.172
68.529,79.902,70.685,41.685,29,42.083,"J",29.452,"Class3",48.474,32.016
31.666,63.276,93.407,45.74,8,54.168,"I",30.634,"Class4",62.313,15.915
39.228,33.169,61.33,7.323,91,31.76,"X",86.994,"Class5",15.747,17.258
21.558,66.598,89.322,27.41,14,42.355,"K",32.915,"Class4",69.604,7.905
34.862,26.477,20.37,68.15,79,91.163,"R",63.326,"Class2",20.986,46.286
19.318,44.01,49.498,70.723,62,54.809,"Z",42.21,"Class1",85.424,67.593
42.983,27.928,54.889,47.805,82,91.487,"Z",39.251,"Class2",28.404,48.364
48.523,25.271,16.53,52.938,84,91.311,"R",63.513,"Class2",33.907,50.932
44.574,24.435,47.308,39.009,85,92.044,"E",61.607,"Class2",23.967,46.964
29.975,50.598,88.813,64.708,63,49.243,"K",33.383,"Class4",73.61,40.847
53.428,48.344,83.368,12.755,83,26.506,"D",71.893,"Class5",35.786,19.021
52.471,52.089,84.196,4.278,53,24.313,"D",64.876,"Class5",15.659,14.434
31.491,27.565,33.927,57.456,83,91.544,"X",52.898,"Class2",29.967,34.797
48.726,66.157,52.053,49.005,43,28.974,"J",41.614,"Class1",84.871,62.093
37.053,55.874,78.877,12.229,57,25.886,"D",64.051,"Class5",27.288,11.221
52.044,44.075,60.214,12.384,65,33.359,"D",85.371,"Class5",56.08,14.191
12.433,78.098,84.723,10.507,25,13.749,"T",32.036,"Class3",55.508,22.703
40.746,89.818,62.282,41.595,39,77.258,"B",40.346,"Class1",84.858,72.319
49.525,27.16,30.026,43.569,78,91.887,"O",58.319,"Class2",21.412,59.063
11.488,87.604,74.784,47.597,42,30.013,"D",18.974,"Class3",55.143,51.653
NA,60.699,23.002,98.049,46,54.833,"B",42.372,"Class1",85.667,78.912
11.812,93.466,51.137,41.341,39,16.623,"G",26.404,"Class3",50.884,42.11
43.601,24.435,42.993,65.229,85,91.932,"E",59.614,"Class2",25.446,59.48
89.698,88.435,86.858,41.348,41,9.203,"G",19.979,"Class3",42.49,35.952
37.614,23.289,8.359,51.811,86,91.218,"Z",51.538,"Class2",43.193,45.694
38.152,46.194,61.174,17.292,74,33.151,"S",78.172,"Class5",65.403,11.933
41.563,27.562,24.595,54.258,93,91.63,"R",44.983,"Class2",37.803,74.868
12.828,56.024,87.409,53.354,12,39.936,"L",30.228,"Class4",67.552,35.768
17.83,59.005,93.973,35.829,8,36.511,"X",39.958,"Class4",43.789,23.723
34.215,61.206,89.731,66.462,29,41.995,"X",40.766,"Class4",87.114,10.307
38.912,34.801,78.682,20.196,77,28.674,"V",67.174,"Class5",57.883,19.091
44.031,35.526,65.418,13.338,75,18.55,"V",72.387,"Class5",69.467,7.784
23.58,93.419,68.796,58.587,27,38.07,"D",41.877,"Class3",58.744,37.757
51.084,21.651,76.753,11.869,91,27.674,"X",92.47,"Class5",49.266,13.911
43.159,25.55,35.875,27.969,81,90.967,"O",33.761,"Class2",28.115,37.671
41.031,40.017,64.289,13.089,92,31.179,"X",83.885,"Class5",38.183,9.979
29.176,27.7,47.194,52.541,85,91.455,"X",47.807,"Class2",27.895,50.911
52.209,38.903,78.983,14.528,58,24.54,"D",70.898,"Class5",-8.743,16.599
5.209,71.775,62.946,32.462,43,38.252,"A",19.426,"Class3",43.78,60.439
18.717,82.526,56.412,56.513,39,19.862,"I",41.749,"Class1",86.195,73.314
25.469,56.62,56.504,76.083,50,34.08,"A",42.688,"Class1",85.355,73.676
36.264,25.102,13.871,58.323,88,91.419,"Z",47.958,"Class2",28.394,56.176
47.315,26.75,27.92,34.861,78,91.299,"O",50.491,"Class2",28.387,47.326
2.435,81.76,82.158,29.036,21,22.233,"J",55.811,"Class3",47.722,23.424
27.025,78.678,36.39,38.929,52,45.764,"I",43.099,"Class1",84.27,NA
28.409,94.573,50.113,16.546,62,53.339,"Z",41.014,"Class1",87.65,68.135
NA,51.543,91.03,51.064,50,45.412,"X",42.951,"Class4",62.264,33.642
24.781,49.274,93.908,74.501,42,50.414,"X",42.12,"Class4",70.371,18.197
NA,53.988,19.752,68.45,38,26.853,"A",44.029,"Class1",82.083,NA
53.556,57.051,20.595,75.732,44,58.647,"Z",39.016,"Class1",83.18,56.651
17.832,49.948,92.55,15.104,28,44.52,"X",21.109,"Class4",52.84,22.746
37.536,84.706,54.692,62.619,42,46.626,"A",43.135,"Class1",82.778,43.457
24.04,63.991,27.81,60.172,38,56.648,"Z",42.674,"Class1",86,78.795
33.968,78.408,41.788,2.593,41,36.38,"I",44.199,"Class1",86.466,66.195
NA,21.4,84.284,10.683,65,30.939,"D",71.207,"Class5",48.474,13.513
15.003,55.036,95.554,64.219,67,57.016,"L",39.421,"Class4",85.644,40.729
16.94,50.895,90.487,49.764,53,48.874,"X",33.591,"Class4",88.281,15.527
53.651,37.341,67.376,18.459,57,31.972,"R",89.792,"Class5",97.275,NA
41.812,27.445,58.868,69.753,81,91.264,"R",46.351,"Class2",43.667,69.95
49.191,36.521,82.955,13.475,91,35.117,"D",56.112,"Class5",52.609,13.758
NA,58.407,99.15,59.086,41,52.185,"X",26.441,"Class4",59.927,31.348
2.105,78.208,54.141,34.016,24,11.627,"J",25.549,"Class3",46.172,46.886
25.454,55.451,49.654,42.129,59,27.465,"I",39.822,"Class1",84.708,66.131
60.069,76.263,51.192,53.743,47,16.718,"A",29.575,"Class3",57.322,27.973
20.588,92.053,75.139,57.088,32,32.895,"G",16.02,"Class3",60.516,NA
47.698,25.455,66.959,8.374,70,20.793,"R",86.345,"Class5",29.804,16.612
3.493,78.348,56.277,53.55,27,13.199,"T",22.514,"Class3",49.681,52.803
31.204,26.236,37.315,81.595,90,91.571,"E",33.719,"Class2",28.083,38.664
25.323,81.772,42.773,22.996,42,47.592,"J",40.122,"Class1",81.291,68.148
49.508,26.912,37.569,53.379,80,91.022,"Z",56.196,"Class2",30.573,24.391
30.111,63.603,94.965,44.277,53,46.795,"I",27.274,"Class4",79.864,29.97
26.875,49.592,92.935,54.388,73,52.445,"E",31.535,"Class4",58.205,8.459
12.028,53.388,95.782,44.195,55,54.999,"K",37.424,"Class4",64.518,15.675
53.641,64.152,79.703,7.684,66,30.754,"R",68.981,"Class5",28.259,13.26
31.399,46.165,30.744,-7.466,58,20.685,"I",43.159,"Class1",86.131,76.335
44.63,20.606,60.688,6.683,60,25.967,"S",82.557,"Class5",54.662,12.97
2.443,90.916,64.253,52.414,43,-20.489,"D",36.568,"Class3",48.77,64.63
14.516,50.966,99.059,57.786,31,49.432,"K",32.328,"Class4",51.304,16.007
NA,45.737,20.089,58.576,48,34.774,"B",39.015,"Class1",83.974,80.004
53.91,44.556,65.523,77.585,53,31.498,"A",39.29,"Class1",84.563,80.239
24.186,51.479,93.707,79.067,80,36.145,"L",21.537,"Class4",58.423,29.006
22.9,91.476,60.915,50.852,17,59.193,"D",38.422,"Class3",56.81,31.164
27.049,50.941,29.168,17.409,42,26.998,"B",42.195,"Class1",85.042,67.635
43.811,30.561,65.751,10.135,61,27.376,"V",91.12,"Class5",91.588,17.116
36.805,24.795,31.055,47.481,78,90.828,"R",57.699,"Class2",22.877,64.973
47.79,24.537,38.102,62.652,90,90.783,"O",54.041,"Class2",16.189,46.817
46.459,58.278,69.213,9.233,57,28.283,"D",62.535,"Class5",51.016,9.492
42.03,26.274,35.001,60.891,89,91.435,"R",39.88,"Class2",25.454,56.994
57.972,90.833,72.525,45.731,21,41.4,"T",46.439,"Class3",43.014,36.203
49.36,91.522,76.68,41.081,19,18.741,"D",40.522,"Class3",58.562,1.568
78.321,77.499,59.162,59.443,41,10.626,"G",54.41,"Class3",50.217,52.887
34.436,89.805,66.172,14.624,53,77.285,"B",44.388,"Class1",82.576,64.768
37.632,25.527,58.399,35.917,90,91.114,"E",63.611,"Class2",26.262,30.45
37.715,72.837,16.822,23.565,54,63.955,"I",43.368,"Class1",81.739,NA
26.628,49.193,92.158,63.143,24,44.335,"L",36.468,"Class4",43.092,35.374
14.826,53.775,95.43,37.26,17,56.488,"L",31.46,"Class4",57.513,22.715
30.438,93.107,78.985,32.21,25,33.14,"G",18.335,"Class3",57.415,30.269
39.899,60.985,14.034,78.111,62,21.479,"B",39.026,"Class1",81.735,74.174
29.052,53.998,92.056,50.76,37,53.762,"K",36.079,"Class4",51.671,NA
30.302,58.886,92.208,64.386,67,51.12,"K",36.938,"Class4",55.51,21.787
49.668,27.027,38.98,49.802,78,91.856,"Z",64.535,"Class2",36.696,40.15
41.01,34.259,75.757,7.703,69,29.249,"D",60.639,"Class5",14.167,8.819
46.156,64.469,63.529,66.744,58,35.164,"B",40.561,"Class1",84.349,69.887
77.16,80.486,64.968,21.781,16,28.402,"J",39.238,"Class3",49.191,36.757
16.443,66.011,89.404,55.819,63,36.549,"L",24.544,"Class4",91.482,23.884
4.471,80.072,78.049,47.749,16,18.844,"G",23.53,"Class3",59.261,55.562
63.662,91.706,59.43,33.634,17,41.531,"J",52.422,"Class3",37.064,50.496
37.074,61.526,92.562,46.66,16,47.653,"E",42.732,"Class4",72.347,NA
81.442,78.189,83.16,74.838,33,19.355,"T",10.958,"Class3",58.614,17.304
27.646,78.32,68.689,30.596,31,24.824,"T",26.064,"Class3",49.83,24.272
44.806,65.466,78.177,60.425,40,35.934,"I",43.807,"Class1",82.331,68.308
38.988,42.161,65.096,8.23,74,26.708,"X",88.482,"Class5",75.876,13.517
55.486,89.821,73.564,32.75,27,16.665,"J",42.745,"Class3",47.226,62.68
16.402,50.217,88.976,43.722,68,53.732,"K",33.923,"Class4",96.844,18.332
41.318,26.258,67.903,8.405,53,29.613,"D",89.465,"Class5",65.36,12.028
45.123,25.012,46.131,64.775,90,92.154,"O",62.344,"Class2",34.572,18.168
19.756,57.515,94.593,52.458,81,51.719,"X",23.541,"Class4",59.9,23.4
18.655,78.708,50.842,55.088,28,10.053,"J",21.796,"Class3",41.878,28.706
26.523,61.597,95.954,46.304,48,47.655,"I",33.258,"Class4",65.829,22.744
7.422,58.127,89.285,61.471,47,46.356,"I",33.717,"Class4",85.2,15.519
32.448,27.348,14.248,49.761,91,90.962,"Z",46.299,"Class2",30.145,39.39
32.16,24.566,10.547,43.477,95,91.186,"X",56.122,"Class2",26.068,13.88
45.149,26.836,74.596,9.402,82,23.021,"V",61.276,"Class5",70.495,10.868
18.418,51.343,37.966,29.019,42,72.412,"B",43.857,"Class1",81.99,68.93
43.797,93.55,41.685,53.84,54,29.433,"Z",40.288,"Class1",84.258,75.46
9.58,55.89,95.053,43.523,64,49.697,"X",32.488,"Class4",67.011,17.712
48.872,78.007,79.927,54.811,24,12.811,"T",37.42,"Class3",50.484,NA
35.916,65.694,92.503,56.211,54,43.046,"I",41.257,"Class4",64.135,27.374
68.13,81.354,65.532,82.155,20,56.763,"T",41.164,"Class3",47.047,21.776
14.774,63.469,90.119,82.019,75,59.359,"L",34.693,"Class4",66.818,21.329
30.879,27.964,28.714,32.166,89,91.663,"R",31.739,"Class2",32.137,26.682
41.477,61.242,42.87,29.249,52,31.773,"I",42.356,"Class1",83.888,76.447
47.829,43.767,78.109,4.86,89,33.098,"X",81.707,"Class5",40.161,18.876
40.588,26.82,82.531,9.261,58,20.584,"D",84.282,"Class5",60.813,15.515
36.477,71.586,39.862,42.37,50,43.688,"Z",41.839,"Class1",82.966,NA
NA,72.467,64.25,61.41,17,47.876,"D",10.917,"Class3",49.813,NA
32.348,23.751,38.749,59.69,95,91.18,"E",28.795,"Class2",25.819,51.744
42.653,43.989,65.385,7.775,96,36.2,"X",83.663,"Class5",-5.236,18.639
25.089,45.697,51.177,63.637,36,25.429,"B",44.408,"Class1",84.189,55.737
29.431,66.21,31.129,20.863,62,71.204,"I",40.493,"Class1",86.247,63.537
52.51,47.149,81.888,60.05,58,28.137,"A",44.595,"Class1",83.254,60.958
31.113,49.104,90.033,59.53,37,44.144,"L",38.131,"Class4",54.988,28.194
16.02,57.134,97.745,56.995,26,47.694,"I",30.845,"Class4",67.032,32.227
46.856,39.044,72.586,7.86,65,24.592,"S",92.664,"Class5",3.445,12.426
84.085,78.416,60,39.367,41,7.35,"T",50.229,"Class3",53.895,NA
55.122,75.077,50.855,47.019,25,33.867,"A",48.573,"Class3",47.851,36.284
34.459,64.537,35.957,23.555,52,41.902,"I",42.226,"Class1",83.129,69.352
55.709,89.135,53.848,60.379,23,34.718,"J",35.813,"Class3",58.127,36.168
19.983,62.634,81.908,88.264,48,50.032,"B",42.143,"Class1",85.64,66.909
35.502,92.038,52.83,34.844,33,29.051,"G",40.289,"Class3",50.211,33.6
38.54,25.625,47.048,52.228,82,91.394,"X",63.661,"Class2",24.644,60.568
NA,65.163,99.634,61.458,39,52.981,"K",32.439,"Class4",66.776,20.494
44.804,56.135,18.591,84.041,60,4.129,"A",44.356,"Class1",83.265,62.462
68.801,84.891,57.378,53.409,24,17.562,"D",10.424,"Class3",54.004,NA
25.593,62.291,98.255,56.391,16,51.508,"E",29.418,"Class4",63.383,25.311
NA,59.473,77.676,3.608,74,22.595,"X",57.927,"Class5",18.244,16.031
37.757,60.093,77.952,12.74,67,29.717,"X",89.38,"Class5",3.043,15.341
39.425,27.474,75.27,12.337,60,32.986,"S",90.664,"Class5",70.556,8.131
72.794,87.794,58.416,40.42,46,25.418,"J",46.35,"Class3",46.399,48.873
44.533,26.08,69.196,13.08,53,27.222,"S",85.686,"Class5",47.356,11.76
55.914,84.886,44.464,50.679,51,55.128,"I",40.702,"Class1",86.297,71.13
41.561,75.164,70.961,54.301,45,24.571,"T",31.345,"Class3",56.639,4.925
29.803,66.106,93.066,37.366,47,54.607,"X",24.1,"Class4",81.802,25.226
3.32,92.839,82.4,32.662,37,27.988,"D",22.763,"Class3",46.67,57.91
27.669,25.966,12.262,46.71,86,92.705,"R",63.648,"Class2",37.204,53.264
47.514,39.348,71.417,4.881,70,28.866,"D",86.683,"Class5",98.781,20.535
8.567,50.143,87.558,66.511,19,46.127,"K",26.766,"Class4",49.813,38.45
40.471,26.411,58.592,60.379,84,90.644,"Z",30.333,"Class2",24.873,56.36
90.323,84.035,58.56,38.747,28,43.874,"J",19.73,"Class3",42.163,57.538
26.172,63.103,93.83,67.512,64,50.727,"X",30.653,"Class4",63.428,37.17
NA,80.411,61.501,66.642,28,-7.814,"A",33.139,"Class3",51.694,21.88
38.469,26.663,58.623,60.131,82,91.274,"R",59.788,"Class2",26.272,41.668
42.203,51.375,68.081,9.007,82,22.716,"X",64.492,"Class5",48.25,6.117
35.446,93.654,71.45,57.922,29,19.628,"J",17.873,"Class3",47.701,19.554
