"GKT1","EVL2","TVU3","KAM4","OMD5","Output5","UVT6","KTN7","JQW8","FJI9","XOR10","GDI11"
"V",18.525,1.588,50.95,50.289,"Class3",83,82.951,50.535,52.584,44.586,"U"
"F",37.59,32.285,42.134,24.058,"Class3",65,79.888,51.086,43.99,53.413,"P"
"P",6.637,47.146,29.475,79.841,"Class1",54,33.163,49.194,41.126,62.392,"D"
"F",42.287,26.192,NA,NA,"Class3",49,81.055,54.769,7.707,53.448,"U"
"X",24.059,55.128,21.514,53.067,"Class2",50,80.835,75.405,94.967,8.858,"B"
"H",15.894,49.393,29.919,NA,"Class2",51,93.774,21.403,86.742,73.554,"E"
"H",39.88,52.512,37.287,61.275,"Class2",52,97.469,26.176,88.689,11.813,"B"
"I",37.231,51.818,30.703,67.961,"Class2",50,102.97,57.034,92.314,8.767,"E"
"H",13.681,54.08,37.271,79.797,"Class2",39,71.152,15.801,91.921,22.762,"Y"
"G",38.054,50.381,36.804,45.488,"Class2",41,77.668,53.586,89.078,10.553,"E"
"J",27.744,14.643,42.372,29.065,"Class3",53,85.104,41.498,11.807,54.143,"P"
"F",30.071,32.545,53.602,27.285,"Class3",68,83.559,46.187,15.524,50.268,"N"
"M",31.306,48.99,49.381,77.288,"Class2",48,81.1,19.235,92.561,38.216,"H"
"P",4.137,28.966,40.965,38.653,"Class1",47,35.546,45.618,42.01,52.497,"B"
"V",36.771,11.958,NA,65.057,"Class3",45,82.648,64.528,28.359,45.59,"U"
"E",33.378,25.879,40.128,19.922,"Class3",72,81.924,63.931,43.153,51.651,"P"
"J",27.996,39.62,44.64,40.398,"Class3",69,83.083,32.473,46.697,49.195,"N"
"X",26.465,50.679,30.887,NA,"Class2",32,77.48,53.305,87.979,4.791,"Y"
"H",15.381,54.927,45.139,76.473,"Class2",47,85.059,48.111,87.621,25.391,"B"
"J",28.024,41.516,50.77,17.787,"Class3",69,82.908,35.894,4.926,44.593,"P"
"X",12.668,56.707,33.916,NA,"Class1",41,51.626,44.495,41.364,51.191,"M"
"G",15.813,50.836,30.51,58.575,"Class2",45,62.418,42.537,86.342,58.998,"E"
"W",28.915,19.591,63.875,32.812,"Class3",86,82.308,50.792,27.511,49.676,"N"
"V",45.885,15.909,58.359,65.193,"Class3",56,81.062,57.46,17.818,52.532,"E"
"J",30.31,15.174,51.409,30.532,"Class3",47,85.121,58.777,15.361,46.758,"U"
"H",37.862,52.237,53.633,80.045,"Class2",46,83.858,57.483,92.47,8.217,"E"
"X",30.353,52.478,37.98,74.944,"Class2",47,78.518,77.155,88.028,57.101,"Y"
"W",32.971,42.485,52.852,28.44,"Class3",78,77.512,63.763,42.116,44.328,"N"
"E",33.444,22.419,56.581,43.63,"Class3",81,77.501,66.902,33.251,53.59,"P"
"F",35.374,21.099,48.074,60.612,"Class3",52,81.683,46.667,50.206,56.802,"V"
"W",32.601,34.427,46.946,55.874,"Class3",49,82.443,27.986,-2.782,52.975,"P"
"G",38.026,50.334,30.544,39.964,"Class2",37,93.266,48.4,87.31,31.175,"E"
"X",3.538,39.076,46.809,47.822,"Class1",68,30.558,49.463,33.394,81.03,"D"
"X",7.37,33.201,30.939,22.104,"Class1",40,28.778,47.157,39.16,74.464,"B"
"P",4.908,30.321,29.055,70.563,"Class1",42,38.991,44.237,22.727,53.614,"D"
"H",29.337,51.186,51.224,83.318,"Class2",37,79.215,50.171,91.603,32.404,"M"
"X",7.556,36.079,27.313,9.815,"Class1",47,29.28,46.408,31.978,71.79,"E"
"M",29.459,49.973,21.022,77.572,"Class2",52,74.158,39.08,92.142,50.995,"B"
"H",29.026,50.211,40.06,41.057,"Class2",49,72.339,58.197,87.283,21.672,"H"
"J",21.785,31.839,55.333,73.051,"Class3",62,81.689,56.019,22.832,40.37,"E"
"F",40.751,15.728,NA,61.63,"Class3",84,80.238,62.18,54.604,49.424,"N"
"G",17.935,50.911,39.878,44.192,"Class2",44,74.294,32.458,91.088,10.142,"Y"
"I",35.976,55.029,36.853,72.011,"Class2",51,99.996,49.995,87.149,27.303,"E"
"G",31.883,54.016,42.155,43.165,"Class2",52,74.34,40.119,88.529,8.955,"E"
"F",7.238,21.007,39.847,65.411,"Class1",42,33.807,46.161,43.014,67.299,"B"
"J",12.714,24.668,39.617,9.172,"Class1",53,33.191,44.148,38.81,82.431,"D"
"F",42.722,17.031,39.355,19.385,"Class3",74,79.3,54.268,56.437,52.066,"V"
"X",4.625,39.176,34.739,61.488,"Class1",62,27.488,47.973,25.979,83.62,"E"
"E",17.329,36.797,36.126,55.245,"Class1",64,43.328,44.78,30.764,83.934,"M"
"G",25.06,54.183,30.212,85.023,"Class2",38,72.143,80.196,83.22,54.529,"H"
"E",3.994,53.053,42.176,70.584,"Class1",72,54.28,45.612,26.862,83.004,"B"
"G",44.094,52.187,37.5,51.551,"Class2",51,84.096,73.081,83.766,22.253,"B"
"I",31.279,55.749,21.19,51.162,"Class2",46,93.228,37.055,94.231,13.667,"Y"
"G",50.631,53.531,47.401,50.865,"Class2",48,82.778,36.232,89.202,28.34,"M"
"I",30.008,54.722,27.781,60.2,"Class2",53,85.077,82.483,86.932,75.174,"E"
"M",22.53,51.136,46.334,80.182,"Class2",35,75.264,52.984,91.723,20.528,"E"
"I",13.672,51.02,36.978,83.955,"Class2",45,94.528,47.754,98.203,31.351,"Y"
"X",3.836,58.705,33.575,80.055,"Class1",65,49.803,45.522,36.04,59.046,"B"
"J",3.663,45.913,32.026,47.293,"Class1",71,39.575,46.326,31.351,74.835,"D"
"P",0.696,36.874,37.591,24,"Class1",66,24.72,45.551,30.847,91.041,"M"
"W",28.848,20.474,47.344,68.436,"Class3",65,75.496,46.031,40.78,47.105,"P"
"G",25.48,55.239,30.625,69.222,"Class2",34,71.686,50.983,84.781,40.53,"Y"
"F",40.142,5.028,41.217,45.324,"Class3",86,81.211,30.201,24.911,51.705,"P"
"E",7.703,36.074,11.79,NA,"Class1",48,36.94,44.025,46.077,79.371,"D"
"F",2.335,44.262,32.038,57.655,"Class1",61,19.221,46.41,37.631,54.452,"E"
"I",12.907,50.434,36.659,84.223,"Class2",40,73.582,77.7,85.617,62.741,"Y"
"V",37.275,17.94,48.22,35.369,"Class3",59,76.084,37.128,40.221,45.992,"V"
"E",15.505,5.235,45.937,55.876,"Class3",50,80.14,37.768,59.422,46.237,"N"
"M",37.941,48.404,46.969,50.168,"Class2",50,72.689,41.261,85.645,65.321,"B"
"W",22.94,21.093,44.691,69.473,"Class3",54,78.399,67.033,66.507,43.079,"P"
"F",19.011,40.216,47.538,47.345,"Class3",81,76.639,36.123,50.024,43.331,"U"
"V",36.97,17.63,50.814,64.216,"Class3",68,78.68,32.118,34.417,53.084,"P"
"P",12.049,40.176,6.157,59.099,"Class1",47,38.308,44.181,31.948,62.048,"E"
"X",-1.214,45.418,27.684,45.107,"Class1",51,44.713,49.912,42.991,74.308,"M"
"X",34.011,51.146,36.49,47.929,"Class2",38,70.396,25.05,91.33,51.438,"M"
"H",24.756,52.534,41.109,64.313,"Class2",44,78.017,25.645,86.223,46.224,"E"
"G",22.981,49.385,37.243,69.505,"Class2",37,89.033,39.937,90.335,52.344,"Y"
"H",31.184,53.69,28.672,82.474,"Class2",42,76.816,34.255,88.679,76.875,"H"
"E",40.017,44.536,48.222,37.369,"Class3",69,80.09,30.195,10.643,44.437,"P"
"X",10.511,53.721,44.352,10.016,"Class1",52,30.706,49.141,40.896,76.266,"B"
"F",15.077,52.039,34.405,26.964,"Class1",69,48.236,49.722,25.511,88.21,"E"
"I",29.038,52.94,40.413,75.936,"Class2",40,70.21,54.958,87.986,2.214,"M"
"X",12.255,34.153,38.615,22.999,"Class1",61,25.289,44.521,34.442,63.431,"D"
"W",21.131,32.155,53.884,20.826,"Class3",59,81.997,50.847,28.616,51.474,"U"
"E",31.438,43.446,59.469,32.354,"Class3",52,79.518,60.238,9.803,41.121,"P"
"F",33.1,11.471,41.435,29.103,"Class3",84,83.577,73.508,62.041,56.198,"V"
"F",5.535,34.875,33.982,NA,"Class1",47,37.814,48.139,40.356,68.955,"E"
"E",2.707,21.658,24.603,5.272,"Class1",70,29.77,47.365,38.937,60.209,"M"
"M",19.674,52.265,29.441,78.344,"Class2",40,83.35,41.999,88.527,27.409,"Y"
"F",39.168,31.004,35.134,51.905,"Class3",46,80.915,66.25,15.074,47.624,"N"
"E",7.674,24.299,23.67,40.48,"Class1",55,37.564,45.019,29.135,71.56,"B"
"X",38.914,50.631,NA,85.454,"Class2",46,60.349,24.465,93.376,10.37,"B"
"F",41.849,14.578,57.152,51.721,"Class3",47,79.6,25.037,-5.584,56.034,"N"
"G",29.723,48.637,19.175,54.392,"Class2",33,68.402,54.499,91.514,15.974,"H"
"I",30.1,50.271,30.392,46.589,"Class2",35,72.518,65.056,94.978,15.786,"B"
"W",29.404,33.412,38.87,55.521,"Class3",47,86.097,50.622,37.409,43.121,"E"
"J",0.196,30.759,NA,55.915,"Class1",56,36.64,44.633,33.954,52.503,"N"
"W",17.452,23.953,49.271,55.504,"Class3",52,82.837,43.734,31.795,40.826,"N"
"G",35.309,48.951,42.805,77.905,"Class2",47,75.989,70.6,86.26,57.108,"M"
"J",38.975,22.679,49.677,25.604,"Class3",64,79.448,52.743,22.466,50.599,"E"
"J",6.525,41.632,34.895,37.404,"Class1",66,18.24,44.041,40.026,62.98,"B"
"X",11.488,28.525,27.403,64.627,"Class1",57,36.551,48.313,40.126,73.086,"B"
"W",32.872,15.917,45.146,71.183,"Class3",86,85.977,65.875,31.115,53.988,"V"
"H",22.927,49.574,22.267,74.387,"Class2",39,80.13,38.776,91.159,31.333,"M"
"E",28.053,19.808,57.924,56.378,"Class3",61,84.226,33.292,45.743,53.532,"P"
"I",28.865,53.022,44.663,85.442,"Class2",39,86.989,18.685,92.514,69.536,"E"
"X",32.01,51.468,35.205,68.034,"Class2",48,86.826,81.792,88.293,45.238,"E"
"H",33.419,48.835,30.962,86.086,"Class2",38,72.693,48.663,89.303,60.138,"M"
"I",43.375,51.164,38.125,52.494,"Class2",38,89.706,25.7,86.677,19.283,"B"
"H",31.166,52.598,30.785,81.989,"Class2",41,93.395,73.184,92.467,49.316,"M"
"F",3.35,31.614,37.42,NA,"Class1",71,48.272,49.128,42.442,87.532,"B"
"F",32.219,13.587,52.565,40.901,"Class3",55,79.168,42.494,42.651,45.109,"E"
"F",21.482,52.021,NA,79.4,"Class1",41,27.349,45.683,33.337,77.132,"M"
"W",32.35,37.897,38.911,52.846,"Class3",65,80.496,41.048,42.803,41.863,"N"
"X",11.407,58.739,NA,85.695,"Class1",40,36.741,48.477,48.791,86.568,"M"
"F",32.852,14.244,29.101,51.881,"Class3",46,81.499,27.409,24.491,46.216,"P"
"G",27.556,55.545,31.297,51.649,"Class2",49,80.447,65.043,89.829,56.991,"H"
"E",32.278,32.883,58.806,22.387,"Class3",71,81.459,68.334,26.966,51.151,"V"
"X",41.969,54.324,44.987,55.441,"Class2",48,84.516,62.363,90.806,22.636,"E"
"F",16.176,30.722,43.082,7.506,"Class1",43,36.809,45.148,24.64,83.41,"M"
"F",44.572,16.118,52.962,44.96,"Class3",64,79.608,37.191,13.681,46.411,"N"
"W",26.746,17.398,NA,51.064,"Class3",68,78.228,39.626,18.769,47.887,"N"
"F",14.027,25.11,44.241,47.494,"Class1",58,29.07,48.427,24.881,59.076,"M"
"V",33.98,10.147,37.256,46.657,"Class3",47,82.22,41.563,32.634,53.481,"N"
"F",15.321,39.073,39.277,18.478,"Class1",47,10.721,46.783,29.907,86.25,"M"
"E",28.611,40.717,29.73,73.958,"Class3",71,81.244,54.801,38.684,56.139,"V"
"E",20.402,10.905,51.084,33.629,"Class3",55,81.916,61.436,33.37,44.635,"V"
"X",9.994,48.211,24.582,52.117,"Class2",49,93.896,74.88,87.452,66.782,"E"
"F",27.377,35.148,55.755,17.585,"Class3",76,80.715,62.206,12.636,46.819,"N"
"V",34.581,36.551,35.433,54.869,"Class3",75,82.691,34.833,9.595,50.523,"U"
"V",33.252,17.396,48.298,61.225,"Class3",78,82.07,55.86,26.452,56.076,"N"
"J",4.022,50.043,42.306,56.397,"Class1",61,35.369,46.021,28.808,82.678,"N"
"I",35.548,54.876,30.754,61.97,"Class2",51,84.961,41.442,87.061,60.627,"Y"
"X",33.36,50,37.943,NA,"Class2",37,80.708,31.819,92.572,49.6,"E"
"J",23.637,30.414,52.463,60.913,"Class3",53,79.901,25.749,33.176,43.18,"P"
"J",2.406,47.207,30.392,29.169,"Class1",58,36.25,47.092,21.088,73.615,"B"
"W",35.018,7.967,44.665,51.339,"Class3",57,75.514,50.156,14.404,43.185,"E"
"E",31.559,14.175,38.507,60.606,"Class3",50,78.041,71.224,27.902,44.481,"N"
"P",7.255,37.343,39.427,19.391,"Class1",52,42.546,48.372,32.314,92.144,"B"
"W",42.141,10.433,56.89,33.824,"Class3",68,82.217,57.417,38.227,42.974,"P"
"J",28.411,16.717,42.068,24.835,"Class3",48,83.504,47.268,31.424,40.755,"P"
"J",8.998,41.739,47.688,14.927,"Class1",66,21.351,46.433,35.56,92.013,"B"
"J",11.183,58.209,28.052,66.875,"Class1",45,37.799,45.939,36.273,72.454,"B"
"E",10.664,54.624,NA,57.622,"Class1",57,27.52,46.747,38.232,83.056,"M"
"P",10.688,52.559,18.901,50.51,"Class1",66,49.487,46.269,39.108,92.176,"B"
"J",7.148,52.358,29.853,69.704,"Class1",44,33.223,46.445,47.82,92.514,"E"
"V",25.452,5.085,52.241,49.806,"Class3",82,80.379,28.084,67.16,53.746,"N"
"H",31.173,52.152,37.667,71.773,"Class2",49,98.112,18.912,86.193,2.069,"B"
"E",35.948,5.77,51.838,42.289,"Class3",59,78.009,37.699,18.634,47.431,"N"
"J",1.72,30.298,41.422,4.235,"Class1",59,45.265,47.188,29.958,80.498,"M"
"W",46.713,18.649,42.946,54.324,"Class3",47,82.259,35.733,20.434,44.388,"V"
"H",20.3,49.902,27.405,52.762,"Class2",35,79.957,47.983,89.759,67.27,"Y"
"J",6.987,37.992,26.636,31.416,"Class1",37,38.644,47.554,31.538,64.915,"N"
"X",6.343,31.898,24.186,25.277,"Class1",56,44.445,48.201,42.082,56.91,"M"
"X",-0.02,51.808,39.944,61.761,"Class1",63,40.949,46.291,29.121,71.556,"N"
"E",30.678,8.668,56.855,48.662,"Class3",45,84.374,58.589,56.665,53.573,"N"
"E",-1.622,34.591,35.194,37.11,"Class1",51,17.2,48.034,26.492,89.484,"D"
"V",33.123,44.462,46.587,72.693,"Class3",73,80.664,36.68,65.147,53.709,"P"
"F",4.611,49.369,47.235,5.896,"Class1",64,25.421,45.444,28.817,81.789,"B"
"V",35.193,8.106,35.557,36.951,"Class3",67,82.952,58.73,43.632,55.199,"E"
"M",19.921,50.915,31.865,69.471,"Class2",38,76.103,24.557,84.792,44.164,"B"
"I",33.497,50.285,NA,85.595,"Class2",31,76,82.385,88.003,33.706,"B"
"X",36.493,53.203,NA,77.293,"Class2",52,62.434,80.213,90.766,13.006,"E"
"E",-5.266,56.931,51.421,29.731,"Class1",50,41.527,48.301,34.265,88.383,"B"
"X",34.716,51.228,26.08,76.416,"Class2",34,83.584,35.857,90.218,7.261,"E"
"X",13.222,59.585,23.033,51.988,"Class1",68,32.723,44.735,30.599,65.046,"B"
"P",2.964,34.959,21.183,7.389,"Class1",39,33.497,45.158,30.2,62.86,"N"
"X",3.803,32.427,54.174,70.427,"Class1",68,43.176,46.73,41.129,92.03,"D"
"M",16.735,48.858,29.068,84.035,"Class2",43,93.475,41.837,88.753,30.107,"E"
"J",22.365,18.547,49.778,NA,"Class3",61,80.085,34.994,56.905,55.437,"N"
"M",28.27,55.262,36.687,70.79,"Class2",30,83.367,35.99,84.754,64.512,"E"
"I",36.007,52.35,29.303,59.09,"Class2",28,87.341,61.911,88.534,32.568,"B"
"X",10.002,25.602,25.912,25.776,"Class1",67,44.633,44.39,39.442,77.197,"M"
"J",18.132,5.238,49.714,NA,"Class3",75,79.67,25.013,41.957,50.681,"V"
"J",34.091,18.883,76.973,18.425,"Class3",47,77.71,34.391,30.834,40.284,"N"
"W",17.236,5.293,43.36,37.995,"Class3",68,81.204,55.505,11.586,44.046,"U"
"X",11.408,34.626,19.029,71.703,"Class1",47,21.296,48.561,42.138,73.322,"B"
"G",35.771,50.561,NA,76.67,"Class2",39,77.258,64.955,83.694,34.518,"M"
"I",19.423,48.14,37.002,44.447,"Class2",41,76.511,70.315,90.381,29.057,"H"
"J",6.242,39.756,33.796,32.768,"Class1",40,32.695,44.811,51.716,72.221,"N"
"E",29.313,28.184,37.352,37.859,"Class3",64,80.665,29.62,4.562,45.821,"U"
"P",9.97,56.06,51.845,60.388,"Class1",67,36.008,46.172,30.935,52.743,"D"
"X",2.959,30.926,34.996,7.207,"Class1",51,37.374,46.485,53.092,76.464,"E"
"G",35.38,52.154,45.691,41.881,"Class2",44,87.593,26.684,92.731,49.348,"E"
"X",10.272,49.993,34.745,7.593,"Class1",65,31.032,45.385,25.006,56.139,"D"
"G",24.673,55.992,29.611,86.547,"Class2",51,87.341,16.936,87.533,73.84,"E"
"F",32.922,20.666,49.213,40.806,"Class3",44,80.589,62.776,-22.108,50.598,"P"
"F",28.982,17.245,50.774,47.514,"Class3",65,82.54,30.396,28.031,46.09,"N"
"E",1.707,28.522,29.138,73.774,"Class1",67,46.187,46.529,60.886,73.78,"M"
"E",33.198,39.173,57.598,26.271,"Class3",75,86.152,31.404,43.769,44.744,"P"
"V",35.55,4.91,44.572,27.186,"Class3",61,81.569,63.783,60.205,53.9,"U"
"M",30.112,55.264,42.002,43.751,"Class2",47,83.727,20.24,93.917,32.99,"B"
"I",40.813,48.629,41.407,52.14,"Class2",37,77.79,37.08,86.896,70.657,"M"
"F",3.249,60.813,49.165,3.002,"Class1",53,49.84,46.32,49.431,80.383,"D"
"X",25.633,53.222,34.095,76.04,"Class2",49,68.961,23.762,93.569,25.865,"E"
"V",27.177,11.478,47.368,55.26,"Class3",77,82.394,35.904,59.494,46.319,"U"
"M",19.904,54.788,43.443,70.804,"Class2",38,87.472,56.898,92.132,63.759,"Y"
"F",34.921,28.3,54.293,49.802,"Class3",82,79.707,69.307,1.955,50.529,"E"
"E",5.451,44.181,36.477,33.296,"Class1",70,37.163,46.864,46.516,88.562,"M"
"G",37.278,52.992,38.887,76.064,"Class2",34,83.805,63.645,84.723,27.974,"M"
"P",7.222,52.649,53.344,48.029,"Class1",39,30.286,44.413,42.82,65.392,"D"
"E",2.903,54.317,35.35,70.565,"Class1",65,21.359,49.284,33.931,83.296,"D"
"E",31.728,23.718,48.77,48.151,"Class3",44,80.548,50.924,12.88,40.52,"N"
"X",11.603,49.469,31.906,50.426,"Class1",60,53.993,47.581,30.055,76.694,"M"
"M",39.903,51.299,29.546,72.885,"Class2",35,71.484,80.9,91.761,60.725,"H"
"I",30.355,48.545,33.098,62.417,"Class2",53,71.593,67.872,91.795,67.674,"M"
"W",26.687,17.721,46.633,21.651,"Class3",63,85.236,34.055,23.384,41.863,"U"
"X",28.679,53.086,47.677,52.199,"Class2",47,85.018,33.771,89.642,62.893,"Y"
"H",28.429,55.006,29.483,55.642,"Class2",49,80.754,59.51,88.305,6.317,"B"
"I",30.565,52.404,37.265,68.736,"Class2",44,76.996,80.944,96.632,56.156,"Y"
"J",19.661,3.417,48.183,32.157,"Class3",71,83.214,66.345,28.365,51.623,"N"
"F",12.728,53.931,33.54,4.017,"Class1",47,25.589,44.818,42.876,75.028,"B"
"V",28.68,40.26,33.905,34.811,"Class3",64,81.241,47.714,9.727,51.648,"U"
"M",26.344,49.862,43.032,78.571,"Class2",29,96.028,29.432,93.572,18.891,"M"
"H",37.45,48.816,27.261,58.491,"Class2",38,73.173,35.343,89.474,34.382,"Y"
"X",32.251,54.865,NA,47.323,"Class2",32,87.244,41.71,87.086,54.791,"Y"
"E",42.234,26.429,37.666,65.897,"Class3",61,81.809,52.383,15.396,47.173,"V"
"X",11.341,51.404,42.895,72.06,"Class2",52,78.232,29.936,87.41,72.456,"H"
"I",23.671,49.455,39.973,65.628,"Class2",31,70.129,36.096,91.453,32.863,"H"
"P",0.984,30.56,21.348,15.804,"Class1",57,27.465,45.555,27.923,63.969,"D"
"V",29.354,13.27,50.229,34.806,"Class3",85,82.188,63.011,37.962,44.939,"V"
"H",22.282,50.267,27.519,78.744,"Class2",43,80.952,67.649,87.997,43.532,"E"
"J",44.158,23.465,37.882,22.834,"Class3",70,83.111,48.708,-2.866,52.062,"N"
"J",-1.263,53.586,35.029,60.372,"Class1",54,39.696,46.065,34.604,67.359,"D"
"E",10.006,48.62,44.887,66.235,"Class1",50,42.175,44.02,43.257,74.669,"M"
"F",28.177,27.657,48.423,19.663,"Class3",45,82.733,70.398,-3.313,47.483,"E"
"X",23.253,49.906,38.534,73.076,"Class2",52,90.302,59.026,89.166,17.258,"Y"
"J",11.681,51.169,31.95,51.289,"Class1",56,33.648,44.435,56.022,55.371,"E"
"V",28.128,7.09,53.985,28.028,"Class3",66,80.266,31.893,10.9,47.399,"U"
"V",33.261,29.848,49.096,57.626,"Class3",73,82.101,43.679,18.533,41.2,"E"
"E",9.392,48.086,30.064,21.985,"Class1",72,29.581,49.596,44.665,77.873,"N"
"H",26.512,49.516,34.521,43.375,"Class2",41,93.885,23.697,92.83,23.15,"Y"
"P",11.623,32.278,40.093,66.742,"Class1",56,38.808,47.912,36.457,79.42,"N"
"E",18.108,16.045,62.628,26.796,"Class3",61,81.977,52.381,55.789,49.573,"P"
"E",2.653,43.758,20.883,86.722,"Class1",68,31.953,45.382,38.554,89.525,"E"
"P",8.014,60.66,25.928,79.348,"Class1",72,48.559,48.411,48.098,85.234,"M"
"H",33.08,54.424,40.926,NA,"Class2",52,82.638,16.323,90.094,59.707,"E"
"E",35.31,8.012,41.836,67.95,"Class3",74,84.802,60.443,9.889,56.551,"P"
"V",17.166,45.853,43.59,73.302,"Class3",75,83.82,59.542,-4.632,45.743,"E"
"P",9.145,55.13,40.656,56.966,"Class1",72,32.011,44.954,26.464,68.878,"E"
"W",26.277,27.493,36.204,33.847,"Class3",70,78.634,67.024,22.575,42.139,"N"
"F",18.523,20.678,35.422,71.336,"Class3",68,79.48,74.7,16.492,55.855,"N"
"J",1.275,49.895,46.792,68.492,"Class1",57,30.721,49.474,35.841,80.796,"N"
"M",28.113,55.969,40.241,45.285,"Class2",32,75.74,53.846,89.027,66.219,"M"
"E",24.215,12.212,56.461,66.064,"Class3",46,84.006,39.201,5.249,55.613,"E"
"F",30.046,3.167,NA,71.804,"Class3",50,81.11,47.316,25.66,49.793,"E"
"J",33.277,35.788,45.069,65.944,"Class3",79,80.671,57.983,37.307,47.356,"P"
"J",39.012,32.1,30.096,23.941,"Class3",65,83.488,25.87,66.232,52.406,"U"
"I",27.335,52.34,32.179,66.388,"Class2",44,83.072,32.879,92.853,78.534,"M"
"H",28.527,50.585,42.106,51.578,"Class2",39,73.394,68.332,88.738,18.35,"M"
"G",37.05,51.719,28.089,83.291,"Class2",48,75.346,78.017,92.654,54.871,"H"
"E",36.424,1.19,65.638,55.282,"Class3",83,86.525,72.197,39.385,41.58,"U"
"H",37.732,49.905,33.68,77.104,"Class2",30,90.71,62.872,86.722,47.654,"B"
"F",8.275,36.522,34.741,17.327,"Class1",55,35.143,44.424,36.011,73.758,"E"
"W",38.28,6.541,34.005,66.392,"Class3",71,84.214,26.793,41.744,45.465,"U"
"X",32.759,50.933,33.996,41.257,"Class2",47,89.329,34.865,91.122,68.777,"Y"
"M",36.908,48.547,31.833,41.557,"Class2",31,81.008,54.257,87.191,15.726,"B"
"G",18.851,51.915,27.764,81.327,"Class2",35,70.749,32.74,93.018,36.575,"B"
"P",3.807,28.523,29.255,18.264,"Class1",65,44.911,44.777,42.082,73.442,"B"
"J",6.165,33.855,42.1,75.225,"Class1",64,50.499,49.08,41.104,64.282,"N"
"G",19.594,48.039,26.422,74.544,"Class2",41,80.894,56.754,90.718,62.88,"E"
"J",-0.877,56.996,32.533,37.913,"Class1",62,35.59,46.884,63.841,70.755,"N"
"H",31.418,49.299,41.783,70.064,"Class2",33,78.904,66.863,86.536,57.769,"M"
"M",38.282,55.889,39.275,50.148,"Class2",51,68.992,62.651,92.795,48.148,"M"
"J",21.34,1.802,48.281,22.168,"Class3",58,80.031,74.94,28.135,49.152,"P"
"I",11.835,55.842,42.802,55.025,"Class2",30,79.081,32.704,90.455,39.353,"M"
"X",37.59,49.471,39.263,49.706,"Class2",50,82.565,18.785,89.229,33.187,"H"
"I",36.843,55.463,44.852,82.7,"Class2",41,99.321,59.809,88.657,64.825,"E"
"M",33.461,48.877,34.685,69.349,"Class2",43,68.556,65.462,89.138,40.493,"E"
"J",35.773,35.626,51.222,17.733,"Class3",52,78.972,46.403,-1.054,52.839,"U"
"I",31.568,54.528,24.354,61.064,"Class2",37,75.322,43.507,85.658,20.724,"H"
"E",10.404,28.771,17.671,4.278,"Class1",58,37.122,46.233,35.258,64.181,"M"
"I",27.9,52.412,41.45,52.417,"Class2",51,72.636,25.255,90.43,44.882,"Y"
"M",23.198,50.421,50.279,44.255,"Class2",48,68.325,34.234,88.353,4.496,"M"
"J",18.162,6.948,48.11,60.717,"Class3",68,79.42,33.228,51.082,48.641,"N"
"E",2.634,28.098,21.659,72.584,"Class1",66,41.638,47.006,21.773,86.54,"N"
"G",37.183,50.647,26.797,70.557,"Class2",53,93.949,39.185,88.764,49.963,"M"
"G",42.497,49.022,39.161,46.078,"Class2",48,77.73,73.794,84.531,2.622,"B"
"J",27.336,42.373,43.687,32.469,"Class3",78,76.862,73.019,28.686,55.297,"E"
"F",29.803,6.814,47.064,63.211,"Class3",81,87.078,52.686,31.248,54.448,"E"
"I",34.061,48.378,41.535,80.195,"Class2",51,84.006,39.783,91.031,41.059,"M"
"X",8.671,50.157,25.405,43.446,"Class1",44,50.911,44.482,39.005,83.812,"M"
"E",7.657,58.8,44.49,35.875,"Class1",48,44.874,44.517,45.054,83.953,"D"
"G",30.983,55.576,33.216,80.193,"Class2",37,71.874,52.687,89.757,77.05,"H"
"F",1.217,36.659,47.296,10.662,"Class1",52,31.285,45.693,30.227,67.593,"E"
"M",44.24,53.766,41.625,75.179,"Class2",53,67.684,63.338,91.888,35.282,"B"
"W",25.411,16.257,46.083,55.79,"Class3",84,82.564,39.944,39.738,47.857,"P"
"V",30.524,36.251,50.656,52.653,"Class3",56,84.462,57.148,77.609,53.244,"E"
"G",28.969,48.992,44.205,75.257,"Class2",46,74.688,35.552,92.769,13.505,"M"
"X",6.997,25.473,32.85,11.458,"Class1",48,52.069,49.164,40.807,79.545,"E"
"J",20.861,1.784,34.183,57.9,"Class3",82,82.504,42.677,54.049,44.248,"E"
"J",29.929,5.675,44.698,51.408,"Class3",50,78.169,53.862,58.334,48.56,"P"
"V",30.053,17.757,40.667,50.602,"Class3",44,79.453,70.156,8.565,49.207,"V"
"F",13.759,36.473,27.882,78.703,"Class1",45,34.627,46.438,38.231,79.332,"N"
"H",22.223,48.627,42.616,81.943,"Class2",53,65.398,40.339,85.99,68.402,"B"
"G",36.817,53.325,38.493,57.391,"Class2",45,74.445,52.72,92.807,56.229,"M"
"I",29.947,55.963,42.74,55.383,"Class2",40,88.584,41.278,87.671,13.911,"E"
"X",28.576,49.61,40.796,55.368,"Class2",40,73.628,26.648,92.634,7.175,"M"
"E",11.271,55.922,42.071,7.49,"Class1",70,49.326,46,46.331,80.815,"E"
"W",28.797,38.433,53.638,28.42,"Class3",64,80.29,38.935,20.554,51.333,"N"
"E",7.367,55.501,53.022,19.311,"Class1",56,39.528,44.596,35.631,71.085,"M"
"I",29.98,55.428,24.366,87.095,"Class2",46,88.184,27.75,82.389,58.687,"Y"
