"IGA1","DKY2","UXZ3","MBD4","HKC5","VHG6","IQM7","Output23","XVE8","UBW9","SZQ10","EUN11"
77.356,82.976,83.242,53,"E",64.085,22.744,"Class1","C",63.561,79.239,71.789
75.466,77.204,75.03,61,"T",56.468,22.138,"Class1","O",46.451,80.891,71.358
24.264,49.396,56.88,74,"J",54.435,63.08,"Class4","M",67.277,47.466,45.748
69.992,85.422,45.31,46,"V",7.096,86.208,"Class3","Y",32.942,40.753,16.318
41.613,83.448,98.183,42,"P",13.6,92.252,"Class3","F",31.898,33.205,3.503
77.272,81.259,29.125,63,"U",90.296,24.273,"Class1","N",40.755,80.341,72.087
77.362,73.647,79.654,32,"E",53.571,22.177,"Class1","V",35.501,80.658,72.099
71.265,85.36,45.37,50,"Q",7.429,82.697,"Class3","N",28.072,34.694,13.621
77.306,86.053,66.776,43,"H",54.751,27.854,"Class1","O",29.318,79.367,72.354
42.673,97.71,54.875,33,"H",64.863,60.377,"Class2","F",59.666,30.379,67.826
19.933,45.763,52.768,78,"W",NA,58.474,"Class4","E",67.308,39.508,13.547
37.98,101.098,54.395,26,"U",52.347,78.425,"Class2","W",58.772,30.001,87.119
64.018,87.676,57.804,43,"P",12.04,83.168,"Class3","N",28.554,35.426,14.442
46.566,89.28,31.731,30,"P",64.519,11.52,"Class2","D",19.863,30.181,49.638
22.857,34.06,61.796,49,"B",47.452,33.745,"Class4","M",66.417,49.758,24.818
18.789,43.091,69.491,40,"U",38.358,65.609,"Class4","N",55.314,39.22,41.674
23.349,29.896,57.012,52,"U",53.978,51.129,"Class4","N",58.586,38.255,19.148
63.113,77.824,35.218,50,"T",9.783,87.805,"Class3","N",31.262,38.668,17.205
38.045,88.559,50.376,12,"H",65.492,-6.995,"Class2","W",70.668,30.398,59.247
22.26,42.848,68.596,50,"G",28.399,47.592,"Class4","J",57.209,29.544,47.43
34.869,91.802,23.538,10,"H",67.248,-22.996,"Class2","W",5.221,30.139,48.958
47.402,85.652,68.568,26,"S",63.88,84.483,"Class2","F",27.802,30.233,55.878
44.044,84.017,59.676,27,"P",76.125,17.595,"Class2","W",48.733,30.697,89.212
NA,87.358,43.81,29,"H",54.639,2.29,"Class2","R",22.559,30.297,91.456
77.564,78.746,82.905,65,"E",52.608,23.706,"Class1","Q",36.255,80.008,70.293
19.767,40.862,69.753,80,"G",36.316,38.675,"Class4","Y",63.219,47.989,17.975
24.332,37.871,44.147,42,"U",40.17,64.206,"Class4","J",53.518,42.91,32.419
28.478,87.618,1.516,31,"S",75.667,36.523,"Class2","G",22.473,30.486,88.33
75.78,79.913,61.381,68,"T",61.944,22.229,"Class1","N",66.139,80.641,71.184
47.137,84.596,72.055,46,"Q",8.951,82.53,"Class3","N",36.034,37.501,15.845
30.146,89.104,45.035,17,"H",67.155,18.187,"Class2","G",102.871,30.568,94.535
42.329,87.247,81.286,24,"P",NA,9.265,"Class2","F",6.621,30.149,87.032
77.927,77.799,56.585,41,"O",70.61,22.982,"Class1","O",19.295,80.688,72.812
31.963,85.948,72.052,50,"V",12.94,82.576,"Class3","F",33.633,39.993,20.866
75.626,87.041,85.947,31,"E",68.265,23.118,"Class1","O",52.816,79.228,70.471
26.849,101.056,72.807,26,"S",49.413,45.394,"Class2","R",73.075,30.087,88.876
27.082,84.676,32.374,45,"Q",13.589,90.291,"Class3","N",33.441,41.1,21.026
45.153,84.822,33.901,42,"V",8.36,87.835,"Class3","W",32.374,39.198,20.423
75.952,80.574,62.425,65,"O",90.353,22.846,"Class1","Q",26.937,80.056,70.377
40.286,86.834,21.328,18,"U",57.576,27.054,"Class2","W",111.571,30.505,91.002
40.369,86.141,59.001,19,"S",94.28,43.9,"Class2","W",64.705,30.081,91.898
29.103,87.346,51.409,20,"H",74.272,43.661,"Class2","R",43.783,30.716,92.462
21.248,42.676,61.901,39,"B",NA,21.293,"Class4","N",54.482,28.81,42.418
75.24,81.39,52.548,25,"T",73.358,24.921,"Class1","V",59.841,80.785,70.406
21.322,40.23,73.292,64,"J",30.636,48.166,"Class4","J",43.091,43.387,15.071
NA,78.444,81.924,88,"U",40.319,23.217,"Class1","N",59.733,79.366,70.504
75.442,79.678,82.423,76,"U",48.92,26.223,"Class1","V",62.653,80.983,72.474
55.329,82.724,8.105,44,"Q",12.21,91.063,"Class3","Y",35.9,35.65,9.399
27.373,85.37,45.468,48,"I",11.801,85.308,"Class3","N",28.552,33.944,4.954
30.853,80.815,6.173,48,"Q",8.843,94.35,"Class3","N",30.742,31.276,17.689
78.867,83.518,74.648,42,"Q",10.967,90.46,"Class3","W",28.274,35.232,16.931
29.179,88.761,62.899,11,"H",58.412,23.158,"Class2","F",80.086,30.54,75.651
75.244,85.743,53.294,54,"O",84.229,21.834,"Class1","C",49.492,80.073,70.717
43.662,83.361,31.909,46,"Q",9.035,94.107,"Class3","F",35.248,30.794,13.577
48.089,104.53,18.214,25,"H",67.524,66.759,"Class2","D",33.095,30.099,85.302
75.028,86.785,82.022,48,"Q",9.26,73.362,"Class3","N",24.051,33.659,17.729
57.289,86.169,68.002,45,"I",7.433,90.643,"Class3","W",31.47,31.869,15.814
77.83,79.264,44.803,46,"H",43.506,25.834,"Class1","V",15.109,80.991,72.757
22.58,35.488,53.227,57,"J",54.197,45.013,"Class4","E",60.907,43.009,35.906
NA,88.231,56.101,48,"Q",11.161,80.741,"Class3","H",33.941,41.174,9.789
22.577,25.179,68.146,54,"B",34.729,29.274,"Class4","Y",35.137,45.562,28.148
27.612,93.228,33.257,10,"P",78.671,16.453,"Class2","W",34.522,30.41,67.272
75.625,84.631,66.7,38,"U",66.312,20.106,"Class1","V",29.58,80.991,71.979
23.048,26.704,50.036,57,"W",32.196,21.404,"Class4","E",48.405,42.546,47.227
76.145,80.523,67.972,65,"U",70.657,22.72,"Class1","Q",72.767,80.874,72.546
76.354,74.273,52.956,24,"T",50.056,24.295,"Class1","V",42.017,79.744,71.729
21.877,27.61,51.195,32,"B",29.451,57.962,"Class4","Y",44.851,35.854,24.02
21.408,37.501,53.02,41,"W",48.378,60.409,"Class4","M",51.173,45.386,30.434
NA,83.705,49.923,53,"U",89.862,26.828,"Class1","O",60.22,80.086,72.165
83.916,85.133,67.048,50,"P",10.914,92.072,"Class3","F",29.685,32.403,6.012
76.387,75.487,47.363,94,"U",41.918,23.06,"Class1","V",39.862,80.764,72.409
49.452,85.099,38.693,17,"H",84.948,60.052,"Class2","D",63.376,30.589,69.367
19.835,40.093,56.284,58,"B",37.521,48.798,"Class4","E",40.926,45.997,30.328
23.083,29.411,60.665,73,"J",37.417,44.205,"Class4","M",66.142,41.175,53.026
76.638,77.038,71.995,46,"E",73.609,22.565,"Class1","Q",63.929,80.673,72.444
73.205,87.187,58.443,44,"Q",7.633,87.415,"Class3","Y",33.618,34.619,5.06
75.674,78.115,62.205,46,"Q",8.457,84.9,"Class3","F",33.438,34.491,16.46
75.755,89.314,43.81,89,"O",64.907,25.381,"Class1","N",54.996,79.268,70.619
74.772,75.77,7.371,42,"I",12.156,85.896,"Class3","F",33.156,35.161,6.312
71.324,84.972,51.444,43,"V",7.421,85.082,"Class3","W",30.835,33.723,13.349
76.006,72.125,64.725,24,"H",76.701,25.913,"Class1","N",48.002,79.527,71.636
76.446,84.581,51.293,28,"E",63.774,21.846,"Class1","Q",6.206,80.996,71.395
76.217,84.007,89.157,47,"Q",13.916,88.263,"Class3","N",30.702,34.305,12.372
75.964,83.359,79.691,93,"U",75.647,22.418,"Class1","Q",34.753,80.042,70.961
27.47,85.087,47.531,42,"T",9.941,92.235,"Class3","W",37.093,36.685,6.186
48.015,87.699,32.806,27,"S",60.304,19.068,"Class2","R",86.559,30.517,78.976
54.151,87.46,45.574,44,"I",9.205,85.183,"Class3","Y",33.543,39.064,5.353
24.606,37.47,49.006,47,"J",51.47,70.669,"Class4","N",63.702,36.012,51.133
83.863,83.966,43.013,44,"I",7.114,83.241,"Class3","H",34.743,31.376,7.03
25.428,77.544,63.717,43,"I",10.83,86.204,"Class3","F",37.702,34.312,11.999
75.555,79.657,55.677,45,"E",72.055,24.327,"Class1","C",82.645,79.785,72.652
42.508,81.689,-6.331,33,"P",NA,40.015,"Class2","D",71.112,30.351,65.358
76.55,78.882,68.783,48,"H",90.609,25.129,"Class1","O",78.789,79.526,71.337
56.104,85.118,26.222,48,"I",13.406,87.633,"Class3","H",35.394,38.83,19.653
75.204,81.001,41.196,73,"E",NA,23.867,"Class1","N",39.311,80.311,71.716
29.491,92.144,49.805,9,"U",56.605,30.704,"Class2","W",41.489,30.013,61.221
23.779,85.869,82.369,42,"P",10.207,89.31,"Class3","W",32.557,32.248,16.69
NA,32.565,51.167,65,"J",NA,42.035,"Class4","E",53.362,54.623,53.327
76.507,84.309,67.136,77,"U",52.669,22.655,"Class1","Q",56.806,79.134,70.28
20.368,83.844,44.263,45,"P",10.404,88.048,"Class3","W",32.975,35.877,10.321
18.802,33.999,71.165,74,"B",52.66,70.534,"Class4","J",48.332,55.423,24.1
19.098,46.89,46.629,55,"G",34.676,26.21,"Class4","E",56.771,40.583,28.928
39.898,92.262,66.712,17,"D",91.164,22.617,"Class2","R",109.017,30.51,80.651
35.134,102.144,34.796,18,"P",99.38,28.028,"Class2","R",17.03,30.175,79.145
40.953,82.78,68.972,50,"P",10.351,84.955,"Class3","Y",33.948,37.083,4.678
65.685,86.386,30.928,43,"V",7.92,85.863,"Class3","Y",27.67,41.69,16.541
45.054,91.335,57.73,12,"U",50.242,0.093,"Class2","F",16.33,30.632,80.152
20.86,25.414,64.37,40,"W",49.032,63.552,"Class4","Y",61.158,46.813,44.396
18.807,43.961,60.125,53,"J",49.234,50.272,"Class4","N",61.073,53.728,37.394
46.365,82.496,73.966,50,"T",9.442,90.076,"Class3","Y",33.555,37.828,14.83
20.875,38.211,62.395,50,"G",53.134,51.413,"Class4","N",80.393,56.988,25.337
NA,28.463,59.068,32,"J",28.715,42.538,"Class4","M",56.277,56.606,13.362
18.727,30.264,50.493,29,"J",41.632,63.302,"Class4","Y",54.763,36.433,27.387
75.382,77.219,45.459,60,"O",70.76,24.372,"Class1","N",48.849,79.793,72.465
NA,31.727,48.589,78,"U",32.243,28.854,"Class4","N",58.881,34.417,45.097
61.555,86.731,54.695,46,"P",11.24,82.987,"Class3","H",25.192,32.213,5.481
39.556,84.717,91.565,50,"T",13.454,86.352,"Class3","Y",38.454,36.521,9.008
78.384,89.003,28.224,46,"I",10.862,91.808,"Class3","W",32.246,37.934,8.804
19.064,29.808,74.316,28,"U",31.173,54.918,"Class4","J",82.809,30.784,18.625
28.982,83.898,68.165,11,"P",82.244,25.591,"Class2","G",73.754,30.314,54.577
77.053,75.174,59.999,89,"O",67.36,22.547,"Class1","C",49.546,79.047,70.648
19.43,56.194,49.78,74,"B",NA,60.968,"Class4","Y",96.8,40.265,14.456
50.876,91.03,36.833,17,"H",50.157,18.512,"Class2","G",0.325,30.204,90.794
76.963,77.787,52.78,55,"T",41.573,23.687,"Class1","C",35.033,79.552,71.673
25.956,44.998,58.411,61,"U",30.117,53.293,"Class4","E",54.281,31.255,21.206
77.204,81.623,13.069,54,"T",63.132,22.269,"Class1","V",36.013,79.261,72.773
76.605,78.778,66.861,86,"E",76.612,26.306,"Class1","C",75.572,80.515,72.403
24.86,84.445,40.372,47,"P",13.112,77.555,"Class3","Y",39.924,30.447,17.804
55.494,84.032,58.102,44,"P",13.388,86.666,"Class3","F",35.179,31.838,19.899
76.772,81.818,51.094,64,"H",93.398,24.105,"Class1","O",33.383,80.292,71.555
60.585,85.571,60.859,45,"Q",7.362,85.884,"Class3","Y",35.189,34.693,12.218
21.132,47.405,59.456,74,"J",51.606,62.096,"Class4","Y",54.615,29.785,35.28
76.429,85.87,48.075,36,"O",65.158,24.647,"Class1","Q",21.203,79.385,71.499
34.547,89.232,80.688,49,"P",8.474,83.835,"Class3","W",30.333,36.942,18.205
34.746,84.671,78.429,50,"I",10.558,92.488,"Class3","W",37.092,40.46,18.6
NA,80.097,57.059,42,"T",13.978,81.593,"Class3","F",32.898,35.303,4.883
27.629,84.864,21.447,42,"I",13.303,89.437,"Class3","F",37.288,34.394,3.654
77.964,78.579,80.911,82,"O",75.23,26.567,"Class1","N",49.403,79.36,72.451
35.897,83.961,62.736,31,"U",89.693,-4.343,"Class2","G",26.102,30.872,79.012
45.729,89.735,65.948,25,"D",51.887,26.195,"Class2","G",63.107,30.879,63.441
18.358,40.821,62.883,33,"W",36.842,39.405,"Class4","J",68.525,53.918,16.368
75.22,81.866,55.957,48,"O",79.404,22.026,"Class1","Q",50.987,80.387,70.273
67.427,87.321,49.08,50,"I",9.498,87.646,"Class3","H",36.028,41.574,19.734
20.452,89.678,64.955,45,"T",12.893,87.906,"Class3","N",31.398,36.81,16.425
42.702,93.402,80.014,32,"U",93.481,66.181,"Class2","G",55.095,30.403,73.477
22.349,39.367,69.052,77,"G",34.649,29.212,"Class4","M",55.461,39.25,18.734
25.029,35.941,64.771,72,"U",39.578,45.327,"Class4","Y",69.822,50.086,50.704
20.497,36.562,62.379,66,"W",29.009,33.442,"Class4","Y",50.682,52.76,28.773
23.257,30.786,54.048,54,"J",39.049,18.787,"Class4","M",56.639,46.392,47.301
35.7,95.035,61.291,31,"U",56.578,44.4,"Class2","F",39.787,30.339,51.371
20.111,25.834,53.589,67,"W",49.734,56.477,"Class4","N",60.319,42.537,41.377
21.75,48.59,47.82,48,"U",45.615,31.715,"Class4","N",42.116,32.856,14.486
52.824,85.558,63.12,50,"I",11.507,90.107,"Class3","H",35.092,39.925,18.44
37.149,87.479,71.285,34,"U",79.247,47.203,"Class2","F",-12.211,30.424,90.799
75.048,90.363,62.495,81,"T",77.552,22.086,"Class1","Q",28.277,80.926,70.09
34.642,85.489,38.744,45,"V",9.876,81.391,"Class3","N",32.379,37.39,11.77
38.913,88.755,87.507,14,"H",89.014,22.757,"Class2","F",-11.502,30.788,68.494
25.461,26.288,62.797,28,"J",50.507,39.017,"Class4","J",61.127,38.441,25.67
73.537,71.586,19.886,47,"T",8.623,81.159,"Class3","N",29.801,31.961,14.107
29.68,90.02,50.593,16,"H",83.346,34.53,"Class2","R",70.778,30.515,81.807
27.022,88.48,63.683,34,"H",90.158,40.56,"Class2","G",26.232,30.604,81.454
75.295,81.871,68.557,44,"V",11.916,92.122,"Class3","N",29.024,35.804,15.896
26.071,96.024,63.936,24,"P",65.363,42.471,"Class2","D",59.935,30.028,61.659
76.526,77.618,77.616,92,"H",64.459,26.452,"Class1","V",43.915,79.622,71.612
75.04,82.905,88.606,83,"T",90.168,23.015,"Class1","Q",28.766,80.758,70.331
81.159,76.643,56.786,45,"I",10.407,85.396,"Class3","W",33.406,36.162,5.633
76.551,81.229,1.722,44,"T",9.761,85.477,"Class3","N",30.423,42.038,5.875
36.981,86.895,48.713,50,"Q",11.275,82.791,"Class3","H",28.881,37.987,13.376
45.669,82.402,52.802,44,"P",10.191,78.273,"Class3","H",27.126,40.987,6.923
38.248,92.287,50.58,12,"U",81.958,17.451,"Class2","R",9.333,30.818,72.338
75.275,84.651,52.571,43,"T",NA,26.626,"Class1","C",58.23,79.078,71.071
43.93,80.112,52.169,45,"P",7.155,88.755,"Class3","W",28.062,36.904,21.36
NA,47.968,68.249,70,"J",54.876,30.584,"Class4","E",61.517,32.46,52.981
24.316,33.695,66.165,37,"U",41.465,36.138,"Class4","N",55.276,31.249,37.562
48.38,86.313,50.472,22,"U",87.942,26.272,"Class2","R",48.078,30.574,53.775
38.307,96.481,83.401,27,"H",64.445,-24.108,"Class2","F",4.148,30.427,72.048
21.018,40.035,40.411,45,"W",35.282,44.404,"Class4","J",64.642,45.363,39.164
25.344,29.127,44.821,50,"G",42.136,66.111,"Class4","M",46.385,46.019,28.37
47.585,97.049,21.955,11,"U",NA,8.9,"Class2","W",54.926,30.424,90.822
76.074,81.466,57.944,78,"O",NA,20.763,"Class1","V",58.386,79.25,71.629
44.849,82.759,63.841,44,"P",13.664,78.196,"Class3","Y",32.336,36.562,11.928
NA,80.515,50.102,48,"I",NA,90.525,"Class3","H",30.534,36.827,20.655
76.116,80.445,55.803,26,"E",91.268,24.398,"Class1","C",24.368,80.178,71.594
22.267,34.625,50.329,73,"W",41.05,53.992,"Class4","N",44.455,38.459,30.518
75.177,83.326,70.358,94,"O",91.377,22.855,"Class1","V",3.648,80.233,72.074
18.872,37.581,49.118,75,"J",54.509,37.643,"Class4","J",70.737,32.823,24.965
39.101,86.779,90.634,25,"P",66.2,59.228,"Class2","F",38.704,30.547,67.091
31.274,84.861,58.772,44,"P",8.33,88.615,"Class3","W",34.311,42.25,15.767
NA,83.719,66.056,11,"P",75.582,78.817,"Class2","W",56.446,30.268,71.162
25.641,31.206,57.463,58,"W",48.78,12.942,"Class4","M",57.818,36.143,16.94
27.853,97.616,67.081,33,"D",94.381,47.682,"Class2","R",65.999,30.98,62.781
20.433,46.045,39.944,64,"J",48.95,31.323,"Class4","M",57.926,30.143,46.132
23.956,43.575,69.441,70,"J",34.289,22.324,"Class4","J",57.043,49.937,40.872
47.365,79.986,69.251,45,"T",NA,85.921,"Class3","F",30.339,41.95,11.687
19.513,38.923,57.74,46,"W",29.435,31.307,"Class4","Y",66.796,53.671,27.039
27.732,87.341,75.022,33,"D",91.087,25.825,"Class2","R",38.26,30.811,75.953
21.525,38.672,57.56,79,"J",37.842,34.087,"Class4","N",67.97,48.6,17.222
76.8,74.646,56.414,55,"H",55.441,24.313,"Class1","Q",47.901,79.283,71.687
23.83,39.849,43.774,45,"W",50.296,60.386,"Class4","E",56.105,28.173,18.792
76.027,80.195,66.934,56,"O",75.263,25.727,"Class1","N",22.66,79.807,71.051
24.806,32.958,58.579,75,"U",49.097,26.403,"Class4","Y",50.98,59.458,15.886
34.901,91.092,60.368,24,"H",89.647,74.222,"Class2","R",47.115,30.618,56.066
77.146,82.338,71.464,81,"E",71.237,22.492,"Class1","N",10.401,79.661,70.34
37.595,95.162,92.206,30,"H",92.093,-1.119,"Class2","F",23.043,30.185,84.469
22.754,81.94,36.119,49,"V",8.641,88.256,"Class3","Y",34.091,38.082,6.637
77.403,81.121,30.173,62,"O",66.643,21.66,"Class1","C",28.65,80.297,70.596
76.315,80.832,108.525,45,"P",11.063,79.517,"Class3","F",28.904,31.899,8.408
38.694,98.575,62.544,29,"P",64.396,39.882,"Class2","F",72.545,30.809,71.291
25.118,35.27,62.029,70,"U",48.164,59.057,"Class4","Y",59.684,46.995,39.042
41.597,91.666,45.537,10,"S",NA,13.123,"Class2","D",36.288,30.37,71.766
71.477,83.466,56.247,48,"Q",9.139,86.975,"Class3","Y",31.443,30.807,11.161
76.7,86.624,23.981,45,"T",7.236,76.072,"Class3","N",30.31,41.648,8.655
32.618,88.169,91.765,14,"D",78.957,25.899,"Class2","G",70.046,30.11,76.521
76.481,74.741,54.48,92,"U",48.787,23.644,"Class1","V",63.828,80.169,70.026
24.515,49.812,68.03,35,"U",46.427,37.139,"Class4","Y",42.775,58.556,30.36
67.248,84.802,32.629,50,"Q",11.411,85.097,"Class3","W",36.04,39.629,15.883
43.037,87.699,39.437,48,"T",11.768,89.265,"Class3","W",31.12,38.362,14.956
23.035,33.637,46.218,63,"J",41.417,11.854,"Class4","E",69.606,54.074,53.212
20.59,41.901,51.192,73,"W",36.457,53.53,"Class4","N",54.156,34.386,36.009
32.724,86.361,18.408,21,"P",77.461,11.951,"Class2","D",45.658,30.829,66.652
NA,49.836,44.744,64,"W",38.217,51.39,"Class4","E",68.845,40.158,51.228
76.106,79.829,59.33,50,"E",72.207,24.513,"Class1","O",47.624,80.822,72.195
NA,38.972,62.38,72,"J",37.065,37.96,"Class4","J",64.157,41.805,30.081
37.769,93.826,66.578,12,"S",48.765,32.274,"Class2","G",49.546,30.842,57.651
23.038,79.517,37.123,47,"Q",8.619,72.917,"Class3","F",33.106,40.122,14.939
50.271,86.993,38.522,10,"U",78.265,79.476,"Class2","G",61.41,30.93,66.885
76.577,82.344,63.289,94,"H",84.161,21.844,"Class1","Q",59.458,79.557,72.661
28.988,93.112,63.038,17,"S",84.809,36.499,"Class2","R",-2.526,30.787,78.496
22.199,19.301,45.889,39,"U",32.954,25.803,"Class4","E",68.926,59.592,30.45
23.878,36.773,53.066,45,"B",31.603,43.551,"Class4","N",64.728,56.588,35.814
45.174,86.865,72.852,25,"P",50.632,40.518,"Class2","G",18.415,30.009,69.792
25.558,40.308,37.559,49,"U",28.135,51.293,"Class4","N",65.559,49.068,24.741
20.162,39.156,48.983,28,"G",48.547,42.011,"Class4","N",52.89,41.839,21.073
38.127,86.348,71.699,16,"U",68.721,58.537,"Class2","R",37.514,30.002,88.839
77.853,77.362,47.319,45,"U",88.684,30.248,"Class1","C",61.248,79.313,72.872
76.376,81.046,58.721,75,"O",90.282,21.189,"Class1","V",27.322,79.157,71.449
49.858,89.539,35.243,34,"H",66.495,4.029,"Class2","G",27.191,30.728,61.286
NA,82.028,61.745,44,"P",12.569,83.501,"Class3","Y",32.615,31.285,17.13
19.444,32.692,59.326,76,"U",28.66,51.035,"Class4","J",64.907,36.863,14.893
36.409,88.907,49.86,11,"P",96.904,52.973,"Class2","G",60.238,30.96,52.073
45.843,92.52,60.531,31,"P",99.265,57.637,"Class2","D",95.554,30.742,62.237
33.307,82.081,47.717,49,"I",13.933,91.005,"Class3","W",31.27,30.975,3.036
76.031,80.653,34.376,87,"E",40.36,27.216,"Class1","N",52.713,80.608,71.131
20.25,30.811,74.471,36,"U",37.062,37.506,"Class4","J",49.723,40.497,43.015
69.933,74.969,28.133,42,"I",13.166,87.442,"Class3","Y",28.512,40.739,16.407
80.264,90.964,10.494,46,"I",7.147,84.225,"Class3","H",32.56,38.719,7.729
19.65,33.038,48.678,44,"U",34.982,27.892,"Class4","M",59.389,32.979,36.134
43.788,98.039,49.805,21,"H",49.55,61.043,"Class2","F",55.239,30.19,78.854
21.873,86.883,33.966,43,"V",NA,83.891,"Class3","F",31.063,35.407,16.006
23.015,83.263,76.842,42,"V",7.306,83.274,"Class3","F",28.342,36.332,3.733
83.375,89.208,77.322,42,"T",10.611,93.117,"Class3","W",39.003,37.847,13.492
75.719,79.299,92.476,89,"U",61.873,17.513,"Class1","O",66.404,80.621,72.721
28.633,95.364,28.854,29,"D",59.417,80.625,"Class2","W",53.003,30.826,96.282
NA,93.461,37.048,20,"U",72.562,72.766,"Class2","F",49.201,30.759,58.874
56.501,90.268,56.084,44,"Q",13.654,86.981,"Class3","F",29.405,33.061,11.127
77.668,87.825,55.309,45,"T",13.787,94.429,"Class3","F",34.088,34.048,3.872
26.252,102.574,51.334,20,"P",87.06,-2.229,"Class2","G",49.411,30.271,60.871
29.64,91.229,68.091,28,"H",NA,35.529,"Class2","W",61.781,30.44,60.11
24.287,39.411,61.943,30,"B",49.945,44.266,"Class4","M",60.375,59.143,48.397
23.795,27.489,60.138,72,"U",35.952,54.98,"Class4","E",59.623,39.41,41.539
37.065,86.618,57.914,11,"P",87.137,34.832,"Class2","G",49.394,30.816,76.668
NA,93.512,69.008,33,"H",58.79,71.53,"Class2","W",73.273,30.919,74.591
26.477,86.115,32.908,50,"Q",8.55,78.76,"Class3","W",34.269,30.928,14
21.398,39.718,67.005,55,"G",28.773,21.205,"Class4","E",61.887,41.489,31.153
22.069,87.472,44.999,48,"T",12.541,86.117,"Class3","W",32.134,33.169,18.058
22.53,35.563,60.363,50,"U",39.254,70.854,"Class4","N",60.837,31.603,19.35
77.276,80.756,2.182,25,"H",66.598,21.468,"Class1","N",71.356,79.32,70.953
77.086,76.124,39.015,49,"U",62.102,24.494,"Class1","C",70.673,80.991,71.451
23.747,91.967,44.555,43,"I",10.969,75.399,"Class3","F",29.133,39.206,16.311
49.033,103.246,45.653,19,"D",94.232,-9.208,"Class2","R",42.378,30.577,87.811
37.054,88.245,66.442,14,"H",64.588,5.194,"Class2","F",54.22,30.73,60.074
76.864,74.671,41.704,44,"O",67.658,25.987,"Class1","V",27.208,79.473,71.674
26.556,94.356,37.427,12,"S",56.527,29.63,"Class2","R",68.717,30.042,85.729
75.208,81.107,40.612,45,"T",10.414,82.477,"Class3","H",34.659,37.96,9.771
39.463,88.448,49.801,12,"D",79.762,3.207,"Class2","D",40.678,30.915,86.561
30.112,85.589,68.294,15,"S",97.222,41.557,"Class2","G",78.08,30.763,82.953
32.248,88.819,66.891,16,"P",92.616,47.427,"Class2","W",39.568,30.258,96.262
75.185,88.503,56.032,63,"O",48.991,20.833,"Class1","N",40.327,79.828,70.9
19.853,43.352,51.942,62,"B",42.678,34.796,"Class4","Y",62.008,37.765,27.539
76.561,81.941,56.181,33,"H",80.102,25.216,"Class1","Q",36.877,79.611,70.301
76.127,85.147,70.373,35,"O",74.613,26.478,"Class1","O",30.576,80.745,71.191
23.847,25.915,69.469,48,"B",45.367,53.434,"Class4","M",55.317,34.9,29.347
28.92,90.423,69.065,25,"H",69.095,37.177,"Class2","D",17.368,30.711,49.247
75.398,81.621,67.132,70,"U",72.891,26.062,"Class1","O",26.536,80.907,72.18
40.348,89.899,63.16,16,"P",57.391,55.353,"Class2","R",2.771,30.269,96.161
37.347,101.375,67.173,16,"S",58.835,26.939,"Class2","G",47.31,30.796,97.345
76.501,75.431,71.99,27,"T",80.813,22.744,"Class1","C",35.277,80.718,71.442
67.842,87.838,20.593,46,"P",7.058,81.977,"Class3","Y",35.526,40.637,6.595
32.019,87.741,59.096,30,"H",58.864,11.792,"Class2","R",7.753,30.32,65.026
76.238,79.678,58.757,90,"H",52.154,20.104,"Class1","Q",28.806,79.749,71.675
39.844,93.254,49.164,42,"P",11.84,83.739,"Class3","Y",28.521,31.293,7.58
27.564,91.073,27.884,30,"H",57.109,12.484,"Class2","D",44.416,30.924,68.099
30.666,94.937,80.33,30,"U",94.124,37.219,"Class2","F",41.174,30.993,97.628
46.455,91.848,63.018,11,"D",81.984,14.356,"Class2","F",53.438,30.626,59.102
26.515,91.117,40.533,13,"D",48.19,-3.483,"Class2","R",-23.541,30.873,84.867
67.559,81.011,53.443,49,"I",13.013,81.341,"Class3","F",35.942,31.127,19.646
24.69,30.246,63.623,34,"B",NA,67.323,"Class4","E",76.032,48.908,38.412
77.39,85.115,55.74,46,"O",79.197,21.326,"Class1","V",27.143,80.349,70.231
NA,102.292,65.333,9,"H",58.799,15.183,"Class2","G",43.909,30.735,66.017
18.025,40.654,64.426,74,"J",47.619,39.127,"Class4","E",69.813,59.275,40.22
48.669,86.905,69.181,10,"U",47.832,40.871,"Class2","F",29.014,30.538,51.96
18.761,26.776,65.703,32,"U",28.941,62.825,"Class4","E",69.348,31.361,23.083
77.633,88.786,73.703,48,"T",NA,86.664,"Class3","N",30.757,36.961,21.083
75.425,83.644,69.171,66,"U",41.826,22.97,"Class1","V",50.917,79.317,72.963
77.153,80.947,65.571,68,"T",63.056,24.003,"Class1","O",39.639,79.087,71.683
19.252,35.645,60.384,59,"G",40.648,45.838,"Class4","E",54.886,58.83,36.502
25.363,39.232,65.2,44,"W",31.318,33.104,"Class4","M",41.651,58.798,37.082
43.149,92.84,56.245,30,"D",90.111,80.758,"Class2","W",39.544,30.73,61.025
NA,83.212,28.983,23,"D",88.111,57.623,"Class2","W",4.366,30.688,54.945
77.807,80.123,91.67,86,"E",87.993,27.362,"Class1","N",36.505,79.434,72.114
44.24,86.303,49.285,28,"U",75.333,55.398,"Class2","D",23.852,30.22,48.605
51.156,87.538,54.194,46,"T",NA,85.17,"Class3","Y",28.981,37.145,10.065
25.754,35.864,43.667,68,"U",35.385,15.487,"Class4","Y",60.708,44.591,15.599
NA,83.004,56.246,59,"E",59.349,24.419,"Class1","N",42.36,79.349,70.637
49.214,87.694,33.304,46,"I",8.557,86.689,"Class3","Y",36.933,35.386,3.617
