"SDK1","URA2","SEY3","CEO4","PFR5","BEK6","LGB7","BZS8","Output26","PTE9","KPA10","CID11"
50.216,"P",82.93,27,25.238,34.986,28.023,57.131,"Class2",48.25,14,49.479
54.963,"K",63.258,56,NA,52.005,45.964,81.11,"Class3",35.006,34,98.783
71.708,"K",85.859,53,45.561,43.477,58.503,71.273,"Class3",58.366,28,75.864
67.311,"I",65.8,60,13.047,65.996,34.392,20.67,"Class4",42.948,46,44.182
60.736,"C",53.849,47,67.092,50.286,38.267,78.449,"Class3",57.05,36,91.616
49.958,"T",75.588,38,25.585,39.989,24.124,95.775,"Class2",59.809,49,42.012
68.646,"L",65.395,70,46.64,12.047,42.242,34.054,"Class4",45.221,NA,45.859
65.163,"I",65.555,53,44.001,20.711,27.591,14.826,"Class4",56.595,42,43.155
49.938,"E",50.629,68,25.36,45.52,22.174,87.074,"Class2",50.708,11,42.702
35.597,"O",24.818,37,NA,54.986,40.708,62.304,"Class1",38.514,56,19.013
33.898,"F",27.615,36,31.396,6.058,83.642,62.852,"Class1",46.727,56,46.517
54.126,"C",18.309,56,40.373,49.767,42.595,73.346,"Class3",58.238,30,92.86
67.024,"X",65.47,73,20.994,34.968,13.135,32.041,"Class4",32.138,44,46.171
49.928,"P",44.984,45,24.63,21.134,21.532,85.509,"Class2",47.768,25,44.18
34.65,"C",31.543,45,30.824,31.188,64.517,68.794,"Class1",18.462,61,27.942
49.742,"P",52.246,53,25.445,49.791,22.422,57.557,"Class2",50.501,28,48.443
83.862,"K",66.297,55,37.614,44.612,49.024,76.221,"Class3",36.178,28,80.971
44.921,"I",52.181,57,53.845,53.95,66.829,77.429,"Class3",27.563,35,66.269
51.582,"P",66.281,12,25.781,26.473,4.048,63.843,"Class2",46.628,60,48.172
51.305,"I",84.031,65,22.644,45.054,3.963,58.846,"Class2",54.631,6,42.234
67.384,"I",65.966,55,73.651,44.884,45.438,32.293,"Class4",74.877,55,47.368
30.642,"F",30.507,46,27.327,25.357,42.344,59.241,"Class1",25.885,62,53.864
53.202,"Q",37.912,55,66.014,50.268,43.288,72.123,"Class3",56.817,29,59.447
27.044,"O",35.938,52,35.076,22.447,16.256,65.522,"Class1",40.121,60,35.508
31.395,"O",31.781,34,34.009,37.673,32.137,63.496,"Class1",22.073,56,56.448
62.997,"I",48.71,51,62.874,44.339,50.443,75.302,"Class3",50.644,36,91.968
70.554,"R",65.61,57,27.923,27.681,8.541,36.165,"Class4",37.218,33,46.144
66.71,"V",65.165,72,50.911,21.532,27.819,32.108,"Class4",67.57,55,46.488
53.611,"K",26.592,47,39.691,51.167,70.219,78.845,"Class3",36.124,30,74.177
70.006,"X",65.431,65,39.934,7.853,5.556,34.168,"Class4",54.239,38,45.033
24.901,"A",33.966,45,33.125,24.116,72.818,57.38,"Class1",13.282,59,21.407
67.071,"Q",72.43,54,33.957,48.137,70.818,74.791,"Class3",43.102,36,57.058
51.873,"E",45.773,72,23.387,11.72,29.784,87.929,"Class2",57.634,29,45.324
30.879,"F",43.958,52,27.995,11.888,80.116,62.957,"Class1",20.467,57,54.348
78.614,"C",29.694,49,28.395,46.278,66.851,73.363,"Class3",33.485,NA,65.074
51.198,"V",66.025,19,25.119,9.167,28.507,113.016,"Class2",53.442,15,39.392
34.671,"J",16.409,55,43.393,52.678,57.508,73.893,"Class3",27.967,32,86.849
62.323,"R",65.59,53,18.553,16.547,7.899,29.809,"Class4",34.35,50,42.98
71.19,"X",65.442,63,23.923,39.649,6.661,32.015,"Class4",67.156,NA,48.091
25.466,"O",44.098,32,35.713,45.626,47.901,67.58,"Class1",31.36,67,68.254
49.646,"V",83.722,45,27.13,21.874,3.869,87.748,"Class2",45.18,55,39.773
50.45,"V",24.628,30,24.508,25.658,35.026,82.383,"Class2",47.487,43,44.675
22.338,"Z",33.132,46,23.817,50.845,20.424,57.454,"Class1",18.654,NA,57.648
51.64,"J",50.438,52,38.666,46.399,76.069,74.938,"Class3",22.045,32,91.24
27.978,"A",28.567,40,12.556,54.197,27.436,59.995,"Class1",47.915,58,50.12
53.024,"E",62.262,19,27.621,50.375,18.629,74.605,"Class2",49.466,NA,48.277
67.315,"L",65.414,69,59.289,11.795,24.569,29.325,"Class4",68.495,47,43.481
68.621,"J",49.506,48,64.686,46.572,59.987,78.807,"Class3",31.737,33,58.2
31.51,"C",25.553,31,28.497,43.497,34.979,49.181,"Class1",32.122,64,53.913
31.204,"F",31.064,30,27.83,23.051,51.077,69.151,"Class1",25.309,68,47.711
49.446,"P",69.887,14,23.214,47.807,33.51,66.31,"Class2",54.537,41,45.443
24.789,"C",29.666,48,13.224,45.78,56.391,62.335,"Class1",35.667,60,59.65
27.504,"Z",24.442,44,31.533,18.489,33.644,56.454,"Class1",20.721,65,45.023
38.495,"J",56.628,54,37.462,46.96,65.599,75.274,"Class3",33.577,35,79.86
50.636,"V",70.409,28,25.363,49.595,5.75,73.19,"Class2",55.778,42,42.068
51.119,"I",48.06,46,25.205,47.551,5.49,107.371,"Class2",56.968,48,44.972
82.463,"K",81.211,51,59.293,46.789,64.631,76.022,"Class3",22.45,35,74.417
65.882,"X",64.793,60,32.104,34.749,26.86,21.36,"Class4",69.239,26,43.409
72.091,"Q",44.946,56,57.572,48.307,53.639,77.849,"Class3",54.252,34,61.862
63.364,"Q",49.611,53,51.172,53.162,67.489,79.552,"Class3",57.777,33,98.745
61.977,"K",55.618,47,40.402,51.956,45.362,78.113,"Class3",46.583,31,59.389
71.148,"V",65.884,58,44.999,10.75,26.851,26.811,"Class4",48.34,29,48.304
66.107,"K",45.683,48,60.256,45.093,44.003,71.058,"Class3",42.453,31,79.058
29.711,"Z",31.913,46,32.895,9.412,68.509,70.198,"Class1",18.134,58,21.923
49.84,"T",97.068,74,26.335,20.897,3.325,83.502,"Class2",45.079,38,42.926
20.948,"A",19.177,54,21.366,46.362,59.651,64.149,"Class1",43.494,68,43.255
58.721,"Q",93.303,51,39.65,50.393,60.943,77.063,"Class3",57.898,32,78.077
26.762,"O",38.534,42,30.229,54.897,59.401,58.697,"Class1",37.78,64,79.127
62.703,"I",66.357,54,14.434,41.32,27.824,29.43,"Class4",44.135,46,47.521
51.139,"P",59.706,73,25.405,19.01,14.209,81.213,"Class2",53.413,19,48.108
48.957,"P",91.014,33,24.572,49.689,11.23,73.543,"Class2",50.052,55,40.907
26.417,"F",34.206,36,24.808,0.027,64.641,73.784,"Class1",27.056,58,85.412
65.739,"X",66.313,72,27.266,42.859,24.876,28.522,"Class4",34.233,37,45.191
68.798,"X",65.391,53,16.606,30.338,6.606,32.567,"Class4",39.079,32,44.199
66.51,"X",65.801,66,24.636,11.431,33.593,28.542,"Class4",68.694,26,46.199
34.245,"F",31.882,39,26.005,32.215,44.776,66.536,"Class1",29.87,NA,53.797
65.929,"Q",51.156,53,61.404,46.82,62.583,77.979,"Class3",28.359,33,77.801
50.539,"E",71.22,64,24.377,40.511,15.361,100.8,"Class2",45.208,55,42.165
33.568,"Z",51.204,34,33.666,40.377,66.621,69.121,"Class1",47.638,57,47.814
38.46,"A",40.732,48,28.038,7.17,21.423,53.16,"Class1",32.681,71,61.638
67.216,"I",65.917,55,NA,45.359,31.178,24.914,"Class4",71.831,54,48.627
70.202,"R",65.395,55,41.074,36.631,46.516,21.892,"Class4",66.641,33,45.5
50.924,"P",51.942,52,22.92,14.71,24.898,92.49,"Class2",47.471,16,46.413
32.126,"O",45.237,42,29.981,22.434,25.619,61.595,"Class1",9.891,58,56.667
49.957,"T",53.192,73,26.609,49.806,7.697,70.52,"Class2",58.367,32,43.077
64.213,"Q",49.854,54,48.652,50.744,45.703,76.968,"Class3",24.403,34,82.742
66.71,"V",65.823,54,45.568,43.881,36.723,28.108,"Class4",29.022,53,42.778
63.236,"I",65.293,50,25.048,71.551,47.46,34.993,"Class4",49.106,41,44.19
66.199,"L",65.234,62,67.456,40.301,24.383,30.475,"Class4",41.015,35,44.574
66.732,"R",65.915,62,30.349,32.017,37.704,27.005,"Class4",28.809,50,47.797
35.242,"F",44.668,51,37.022,19.398,27.373,65.673,"Class1",27.385,58,77.343
49.919,"E",38.354,41,25.606,36.476,32.528,86.539,"Class2",49.106,7,44.045
39.51,"Q",28.34,49,37.98,45.488,65.072,81.038,"Class3",47.806,34,69.81
50.846,"E",76.092,59,24.668,48.21,26.404,61.74,"Class2",52.606,36,46.639
66.589,"I",64.87,68,26.104,7.79,18.297,42.353,"Class4",32.237,37,42.856
49.682,"V",75.521,17,23.922,17.154,15.618,86.913,"Class2",52.652,48,42.669
68.682,"I",65.546,71,30.039,28.166,28.401,30.502,"Class4",58.818,42,45.001
29.897,"F",18.959,35,23.567,53.945,32.593,72.507,"Class1",47.096,63,52.083
49.97,"J",47.761,51,32.587,43.108,70.651,67.672,"Class3",29.868,28,60.1
62.776,"L",65.353,54,18.035,2.068,19.522,25.918,"Class4",42.671,40,42.304
35.359,"A",33.036,53,18.071,52.718,79.722,68.906,"Class1",11.577,70,19.773
66.664,"C",62.52,58,63.48,44.241,55.962,73.924,"Class3",55.351,33,64.091
23.945,"Z",40.671,29,NA,25.669,37.849,67.124,"Class1",50.061,59,51.671
67.93,"L",65.271,65,26.978,51.12,32.24,24.068,"Class4",56.017,48,44.933
21.83,"A",28.449,38,17.399,21.803,57.729,53.498,"Class1",29.817,66,63.734
27.814,"F",27.945,45,38.245,26.583,58.22,64.539,"Class1",22.703,71,65.307
69.793,"V",65.413,52,NA,45.292,18.636,39.771,"Class4",74.148,30,46.44
67.243,"L",65.872,73,NA,3.241,45.056,30.268,"Class4",26.772,26,44.345
62.158,"J",62.851,58,49.374,52.76,73.6,78.821,"Class3",50.61,31,97.697
55.72,"K",49.459,55,58.324,46.418,59.771,76.679,"Class3",25.59,29,68.614
50.621,"P",67.979,51,26.034,39.155,35.838,78.622,"Class2",51.235,39,49.229
38.684,"A",18.972,37,24.143,42.368,16.82,65.287,"Class1",27.583,70,46.693
60.534,"I",65.385,72,31.088,54.344,46.168,29.643,"Class4",49.122,52,48.48
64.562,"I",65.59,52,NA,20.577,49.904,31.111,"Class4",75.142,35,42.019
63.733,"I",65.198,70,NA,2.89,23.769,42.941,"Class4",64.359,55,48.286
30.321,"Z",37.679,32,30.577,22.771,17.649,60.424,"Class1",14.783,56,41.419
26.026,"C",45.087,30,14.519,19.609,33.625,53.437,"Class1",14.707,56,34.557
49.884,"V",56.534,74,23.107,25.173,3.487,70.387,"Class2",52.572,23,40.079
49.85,"T",72.733,51,25.445,23.902,23.31,67.215,"Class2",45.266,31,45.123
32.641,"O",22.95,31,20.329,5.16,21.238,57.013,"Class1",12.358,59,19.405
67.48,"Q",41.497,53,61.875,50.324,45.456,75.554,"Class3",34.899,30,82.273
50.006,"T",55.128,67,26.077,39.997,27.084,84.536,"Class2",50.817,29,47.154
65.58,"R",64.791,70,48.318,7.304,23.853,37.277,"Class4",56.571,28,42.367
49.968,"E",100.372,16,23.352,26.977,3.944,84.762,"Class2",52.768,37,46.564
79.368,"K",86.699,54,61.576,50.281,38.649,73.484,"Class3",26.761,29,59.511
63.474,"I",41.725,52,43.755,48.728,71.907,73.875,"Class3",49.126,36,78.979
31.628,"Z",28.81,48,30.715,4.471,32.826,57.604,"Class1",32.216,68,57.089
50.582,"E",55.612,51,27.324,49.97,26.182,73.482,"Class2",46.045,60,41.389
26.344,"C",43.343,40,22.622,40.3,72.002,56.257,"Class1",47.104,72,84.428
36.755,"O",38.434,52,32.131,4.741,18.293,55.715,"Class1",19.461,56,55.151
50.448,"E",82.148,49,24.52,22.163,29.22,90.734,"Class2",53.44,27,40.974
29.883,"C",37.2,48,31.783,29.355,62.499,48.499,"Class1",22.059,61,37.223
60.682,"I",62.814,48,63.957,50.39,45.7,74.875,"Class3",33.821,35,58.281
26.426,"Z",35.271,51,42.238,31.339,30.359,51.024,"Class1",44.117,61,68.27
79.052,"K",52.165,58,NA,43.875,59.722,74.917,"Class3",55.486,NA,77.805
29.99,"C",33.914,31,16.137,34.92,28.874,54.839,"Class1",34.37,57,61.813
66.52,"L",66.131,55,34.534,12.771,5.503,17.849,"Class4",72.052,47,42.52
64.701,"I",65.571,58,16.579,52.63,8.965,36.177,"Class4",57.407,51,48.644
50.821,"E",53.973,25,24.321,9.58,17.904,81.625,"Class2",46.966,6,40.792
66.825,"K",39.674,54,44.867,53.345,70.57,77.145,"Class3",49.498,30,60.447
68.692,"X",65.766,51,34.833,36.289,41.051,30.554,"Class4",40.691,47,47.413
77.645,"C",38.525,50,68.891,43.132,49.687,70.87,"Class3",35.19,35,98.763
65.981,"X",65.332,50,4.914,71.854,29.004,29.787,"Class4",28.168,35,42.267
28.512,"O",37.709,40,25.341,25.538,81.691,60.886,"Class1",29.704,58,51.014
33.303,"F",30.01,40,11.287,2.377,51.02,46.392,"Class1",45.714,60,35.467
70.148,"V",65.101,62,NA,9.387,8.953,31.917,"Class4",61.01,28,48.03
65.318,"X",65.532,72,-0.596,48.188,23.095,33.834,"Class4",74.361,33,48.643
48.783,"V",62.043,16,24.158,26.336,3.932,92.971,"Class2",48.232,NA,40.685
64.909,"X",66.236,53,39.315,56.913,11.931,32.349,"Class4",36.177,43,45.35
51.926,"Q",71.496,58,65.695,52.231,61.502,77.27,"Class3",58.566,36,75.264
50.918,"I",71.422,57,25.4,13.881,14.758,75.044,"Class2",52.083,33,45.308
66.334,"Q",79.415,58,NA,46.872,49.852,71.421,"Class3",39.826,35,70.687
82.023,"C",72.263,57,52.508,52.8,69.161,80.399,"Class3",33.091,30,64.308
51.103,"V",68.634,74,24.963,10.744,31.153,60.191,"Class2",45.773,58,46.124
49.645,"C",60.643,49,73.848,44.281,71.892,76.224,"Class3",28.958,36,79.143
24.596,"O",19.823,53,23.494,0.305,19.59,56.239,"Class1",36.789,70,75.75
78.562,"C",70.928,48,58.965,44.259,51.63,77.046,"Class3",59.227,29,89.709
48.572,"I",33.252,52,49.741,43.709,51.733,79.818,"Class3",29.307,36,62.014
50.861,"P",79.894,35,25.819,43.788,22.691,91.363,"Class2",45.576,14,41.361
51.185,"V",69.65,23,26.318,50.683,29.014,88.868,"Class2",60.678,37,45.425
64.812,"X",65.458,59,40.813,5.621,44.993,32.122,"Class4",48.719,54,46.758
51.076,"V",58.039,45,23.883,26.964,25.17,63.025,"Class2",54.112,57,39.373
48.024,"V",61.423,52,25.856,22.94,15.046,84.872,"Class2",47.894,45,47.212
67.803,"J",36.876,57,NA,50.238,40.715,73.661,"Class3",56.652,31,71.712
39.252,"J",79.468,50,46.834,48.644,42.767,78.08,"Class3",24.423,34,62.589
67.617,"L",65.388,52,12.876,14.115,36.749,26.039,"Class4",42.556,31,47.944
31.411,"A",35.821,30,NA,25.647,74.501,55.496,"Class1",29.14,NA,45.428
51.391,"V",59.387,56,25.042,18.318,26.558,77.303,"Class2",57.919,32,40.892
24.575,"F",9.167,48,37.43,46.794,86.503,63.508,"Class1",11.901,58,62.525
21.727,"C",38.406,42,35.469,1.383,18.336,52.301,"Class1",11.335,61,67.21
49.181,"Q",16.722,58,58.602,52.255,61.328,76.746,"Class3",26.742,34,99.995
50.207,"P",37.415,16,24.128,39.057,19.409,99.22,"Class2",52.05,36,43.904
23.482,"O",33.364,54,16.157,43.686,81.734,76.257,"Class1",17.096,57,79.095
65.405,"I",65.288,75,41.545,56.936,26.5,37.521,"Class4",27.498,26,47.821
28.426,"F",33.289,42,40.038,45.093,32.381,57.859,"Class1",29.919,58,76.64
64.443,"R",65.635,73,61.63,49.175,43.78,16.918,"Class4",33.295,55,42.154
49.726,"P",49.466,14,NA,33.417,24.133,47.163,"Class2",47.679,27,40.013
51.607,"E",72.016,58,25.14,16.457,12.957,80.646,"Class2",51.172,46,48.171
52.107,"I",79.257,44,NA,19.22,8.237,67.417,"Class2",60.93,58,45.728
52.255,"P",66.054,14,NA,34.718,25.899,79.092,"Class2",47.861,32,40.443
30.957,"C",29.615,39,NA,20.567,70.928,58.582,"Class1",33.688,70,74.677
49.896,"E",28.399,37,25.012,10.007,11.124,75.168,"Class2",47.976,45,42.715
48.565,"I",99.942,51,23.129,26.228,17.79,86.503,"Class2",45.596,37,41.764
45.687,"I",69.465,48,56.243,43.285,48.18,77.911,"Class3",49.366,28,64.374
50.004,"P",8.685,57,25.162,38.459,17.958,64.143,"Class2",49.299,30,48.184
68.092,"R",65.483,73,54.772,59.261,28.162,30.121,"Class4",74.894,38,44.525
67.501,"C",72.721,55,52.127,51.728,52.513,82.218,"Class3",36.708,34,99.984
68.019,"R",65.119,69,74.462,54.652,40.364,37.326,"Class4",42.017,40,43.866
67.153,"L",65.591,65,43.028,23.094,16.905,27.502,"Class4",76.04,53,47.788
60.938,"J",67.79,49,65.958,44.285,51.382,74.977,"Class3",32.431,36,75.799
74.314,"I",32.834,49,50.815,43.993,61.474,81.079,"Class3",26.205,NA,67.154
61.488,"K",54.519,49,63.941,43.325,59.683,78.336,"Class3",52.297,30,57.36
67.358,"R",65.558,58,37.676,63.393,41.671,13.767,"Class4",29.458,50,48.26
63.804,"I",71.773,52,27.608,51.756,63.59,78.62,"Class3",37.675,32,70.195
22.437,"A",37.733,42,19.688,20.541,25.757,59.13,"Class1",10.105,67,48.181
67.937,"L",65.722,74,42.968,68.533,22.914,30.705,"Class4",68.926,46,46.959
27.113,"A",29.742,37,23.263,18.468,36.294,64.992,"Class1",41.357,66,81.729
28.008,"Z",39.884,49,21.467,10.169,78.488,65.995,"Class1",10.867,66,51.509
68.721,"X",65.565,65,21.734,29.872,39.761,28.937,"Class4",41.597,35,42.354
21.139,"C",23.954,29,29.718,12.892,49.334,52.718,"Class1",8.523,70,85.666
49.911,"T",75.439,47,25.94,13.972,27.5,95.26,"Class2",57.075,56,43.645
33.866,"Z",30.171,35,30.66,54.386,23.88,61.015,"Class1",20.425,59,65.504
26.918,"C",46.73,47,38.773,56.867,32.611,67.853,"Class1",22.84,60,61.072
69.32,"X",65.906,70,NA,29.739,45.814,32.922,"Class4",48.133,43,45.773
65.994,"R",65.003,74,25.367,66.749,28.541,32.004,"Class4",29.704,33,46.938
85.181,"K",91.49,48,49.994,50.749,75.531,68.179,"Class3",57.085,28,64.1
26.459,"C",31.911,50,40.184,53.309,67.985,54.454,"Class1",52.711,56,54.832
71.604,"X",65.705,75,35.634,34.336,44.758,25.1,"Class4",41.476,27,44.458
69.753,"V",65.98,72,9.38,51.179,9.544,27.466,"Class4",26.169,55,47.858
24.539,"Z",33.42,31,17.368,48.965,16.445,50.813,"Class1",16.341,65,68.467
60.484,"I",76.752,52,41.462,45.364,49.948,77.549,"Class3",40.029,33,58.528
34.689,"O",21.155,54,19.62,4.316,35.709,54.782,"Class1",11.368,65,56.843
66.317,"I",65.624,64,29.688,10.775,31.111,28.02,"Class4",35.591,44,46.864
38.105,"C",36.326,44,24.644,35.223,26.826,69.628,"Class1",36.97,68,68.298
24.617,"O",35.117,43,27.87,28.978,55.98,54.275,"Class1",53.126,66,49.497
71.926,"J",62.289,47,73.244,43.035,75.601,76.564,"Class3",49.904,31,74.575
36.487,"O",27.154,39,8.754,5.22,81.783,72.253,"Class1",43.893,66,37.529
68.015,"V",65.941,67,46.169,34.346,32.475,27.778,"Class4",74.569,55,47.367
68.979,"L",65.369,51,42.914,13.091,15.488,32.44,"Class4",27.427,40,47.812
74.096,"I",7.072,49,37.207,52.931,63.726,75.982,"Class3",31.639,36,83.124
16.728,"C",29.849,52,18.277,11.326,52.237,51.558,"Class1",12.096,64,29.556
70.403,"I",60.641,48,44.419,43.58,67.126,78.355,"Class3",29.117,35,68.192
49.501,"I",64.06,61,26.152,42.394,22.152,87.623,"Class2",50.172,49,47.193
76.442,"C",83.913,53,50.077,51.896,54.874,73.096,"Class3",23.134,34,79.864
78.322,"I",47.554,52,55.33,46.168,40.52,72.478,"Class3",58.674,33,89.268
49.16,"T",54.196,48,22.965,26.579,30.436,62.949,"Class2",45.903,17,43.64
49.066,"I",104.995,30,23.192,33.711,21.426,86.002,"Class2",60.234,14,44.326
50.995,"P",41.406,48,23.783,14.733,4.277,81.335,"Class2",56.24,27,39.856
49.096,"E",37.58,73,NA,13.761,34.46,98.671,"Class2",54.779,40,40.286
48.385,"E",65.234,24,26.783,53.411,35.794,68.854,"Class2",49.533,30,45.146
22.092,"Z",25.847,33,30.292,16.661,13.715,55.384,"Class1",34.279,70,69.515
28.835,"O",40.051,29,14.066,7.553,75.357,61.324,"Class1",38.931,72,82.175
52.042,"P",100.672,49,25.836,32.819,7.738,69.336,"Class2",59.749,46,49.373
50.756,"E",56.675,21,24.724,45.911,35.289,83.875,"Class2",46.119,28,45.623
41.592,"J",48.184,55,82.059,46.908,45.877,80.607,"Class3",28.697,30,59.864
62.812,"I",57.163,51,28.684,46.506,40.81,74.246,"Class3",27.323,33,86.184
70.77,"V",65.353,52,9.589,7.956,38.207,15.678,"Class4",76.448,37,48.023
57.079,"I",57.497,57,49.339,51.1,40.029,73.094,"Class3",36.776,31,59.075
51.132,"V",54.193,39,25.868,31.994,25.626,71.891,"Class2",47.893,57,42.8
29.853,"O",36.157,50,19.606,53.072,69.178,67.895,"Class1",32.482,64,18.188
26.887,"C",21.655,37,28.962,43.773,61.441,58.716,"Class1",27.126,64,72.471
29.314,"Z",31.971,50,19.716,8.217,53.797,64.934,"Class1",35.187,57,30.577
67.369,"R",65.312,69,26.505,33.912,17.881,16.05,"Class4",75.35,46,45.442
68.251,"I",15.361,54,48.038,49.102,51.576,73.156,"Class3",57.175,29,96.39
30.497,"O",45.542,40,NA,18.594,45.765,68.468,"Class1",35.247,63,52.836
67.571,"R",65.677,60,21.168,36.222,24.515,36.567,"Class4",50.277,28,48.307
50.456,"V",43.583,20,25.292,17.786,7.721,80.258,"Class2",47.327,55,47.275
28.814,"A",37.923,48,19.938,12.706,76.75,57.673,"Class1",40.564,59,67.674
24.115,"A",45.325,29,36.341,52.011,61.154,54.649,"Class1",52.658,56,21.135
62.606,"I",65.599,65,13.286,33.805,42.371,37.115,"Class4",64.111,NA,45.951
70.501,"X",65.991,61,72.67,49.033,17.476,30.876,"Class4",52.901,35,48.802
28.004,"F",31.123,44,18.942,54.339,80.352,61.65,"Class1",25.543,58,61.839
52.153,"E",90.933,53,25.172,52.096,32.49,75.174,"Class2",56.638,59,48.347
66.915,"Q",40.027,57,44.814,51.228,67.35,73.138,"Class3",57.604,34,79.381
50.961,"T",49.702,54,25.43,29.839,6.256,90.26,"Class2",56.818,15,41.28
67.981,"I",64.864,61,-1.196,40.288,37.281,29.779,"Class4",76.773,34,44.715
66.809,"I",65.461,75,55.034,7.399,13.111,30.892,"Class4",26.248,32,42.627
66.32,"X",65.178,50,32.052,33.164,14.069,26.649,"Class4",26.171,50,47.928
63.514,"X",65.161,69,48.767,57.417,12.286,35.516,"Class4",42.843,42,47.011
51.495,"V",36.14,23,NA,23.38,7.022,79.638,"Class2",56.921,16,39.648
66.815,"V",65.312,53,46.045,70.821,18.977,35.395,"Class4",50.027,34,45.511
79.298,"J",58.036,57,37.03,46.949,61.02,78.138,"Class3",23.356,35,71.922
48.89,"T",81.684,41,24.982,28.048,14.885,80.859,"Class2",47.582,46,40.885
52.292,"T",69.003,51,25.307,43.982,15.841,76.684,"Class2",47.776,11,39.618
26.293,"O",36.997,36,23.876,54.86,17.373,66.018,"Class1",39.92,70,44.162
51.834,"C",58.74,50,57.596,51.65,59.613,80.311,"Class3",23.85,31,70.767
51.46,"V",77.061,48,25.925,19.798,11.001,100.548,"Class2",47.208,29,48.08
26.194,"C",14.246,51,42.696,44.376,54.75,75.048,"Class3",57.809,30,91.962
66.524,"I",65.518,74,-2.574,48.484,31.088,22.113,"Class4",50.346,NA,45.608
62.997,"J",79.757,57,64.658,49.213,69.882,68.285,"Class3",45.315,31,76.336
24.919,"Z",37.959,48,19.676,39.588,43.468,61.113,"Class1",52.199,71,42.999
51.393,"E",98.756,60,22.644,33.873,18.402,69.145,"Class2",60.006,18,48.277
48.11,"K",23.505,52,29.26,45.233,56.739,76.61,"Class3",29.643,33,61.386
24.841,"C",42.371,53,32.813,43.476,54.274,60.732,"Class1",42.575,60,84.598
77.604,"Q",61.143,54,48.363,45.979,68.665,80.201,"Class3",47.547,30,61.847
67.848,"I",65.111,52,15.117,8.033,25.104,26.209,"Class4",67.694,25,43.283
57.43,"J",61.413,53,27.06,50.222,51.596,73.201,"Class3",42.952,32,83.557
66.457,"X",65.197,55,18.615,17.018,31.243,29.3,"Class4",49.504,50,46.499
50.447,"P",20.128,34,25.882,33.788,26.902,84.456,"Class2",60.237,37,46.92
86.718,"I",65.594,49,NA,53.847,54.418,74.677,"Class3",32.872,32,76.589
82.088,"Q",22.131,49,47.999,51.431,61.036,78.314,"Class3",55.624,28,71.787
26.199,"Z",27.877,44,29.614,30.22,54.106,61.692,"Class1",15.789,60,53.637
68.143,"V",65.626,69,4.494,71.887,32.093,15.603,"Class4",68.291,50,48.714
37.808,"I",60.438,53,44.636,45.895,59.569,73.965,"Class3",51.464,33,96.851
22.323,"F",34.08,30,14.398,13.693,13.216,62.146,"Class1",49.892,68,61.683
32.082,"Z",31.559,52,24.087,26.352,28.966,62.29,"Class1",11.084,61,26.298
54.689,"I",58.771,56,40.155,51.95,64.067,78.11,"Class3",39.404,32,94.245
29.214,"C",40.103,53,25.501,46.092,81.713,54.94,"Class1",19.04,71,29.927
63.196,"K",-0.531,52,49.006,51.729,48.606,76.352,"Class3",34.259,31,84.38
62.505,"I",65.464,63,41.032,25.233,46.188,33.246,"Class4",55.972,30,45.726
63.303,"L",65.856,73,38.102,43.675,10.272,30.62,"Class4",34.967,44,42.588
66.943,"L",65.789,68,29.562,38.841,5.437,32.375,"Class4",65.477,37,46.597
21.62,"A",27.426,30,30.525,48.139,38.738,56.112,"Class1",23.634,58,44.732
50.918,"I",39.466,57,23.626,21.416,15.153,59.413,"Class2",49.84,11,46.525
51.409,"T",54.813,19,24.912,17.217,7.005,71.244,"Class2",56.779,29,45.805
66.429,"V",65.426,64,54.522,3.112,14.357,31.461,"Class4",47.523,25,43.071
66.473,"I",65.123,64,43.408,32.157,6.82,26.421,"Class4",33.747,49,46.676
65.418,"L",65.62,75,17.605,43.596,44.563,27.081,"Class4",45.906,46,44.856
49.969,"V",81.591,31,26.579,13.383,28.435,83.057,"Class2",52.203,NA,44.72
25.958,"O",14.442,43,29.964,6.311,50.86,69.316,"Class1",17.042,64,39.234
28.698,"Z",35.954,55,18.488,42.097,30.334,54.07,"Class1",37.843,63,26.929
64.888,"Q",60.611,57,34.358,51.722,40.55,72.15,"Class3",25.683,32,66.866
77.88,"Q",39.334,55,73.047,45.724,59.898,74.855,"Class3",51.549,32,74.453
78.447,"C",69.809,49,66.802,48.368,43.098,80.468,"Class3",47.957,35,89.369
51.102,"E",40.858,14,26.037,15.199,30.837,59.661,"Class2",47.477,47,48.486
49.37,"I",82.702,56,25.372,50.619,6.092,50.174,"Class2",54.217,25,44.95
67.908,"C",30.535,56,48.967,50.379,41.538,75.159,"Class3",40.442,33,75.457
66.693,"V",66.242,56,49.243,40.872,33.885,28.478,"Class4",61.676,32,47.119
67.63,"R",65.582,64,41.383,29.294,34.475,24.747,"Class4",76.985,28,48.586
66.496,"L",65.395,73,37.409,38.383,18.345,36.099,"Class4",55.169,47,47.701
67.262,"X",64.975,75,45.958,58.961,36.114,28.435,"Class4",57.547,34,46.943
69.677,"L",66.035,62,8.675,19.465,4.974,19.582,"Class4",76.044,43,45.18
64.053,"K",23.478,52,60.529,46.848,54.557,75.471,"Class3",32.047,32,82.104
69.731,"I",23.059,52,47.923,43.183,42.359,83.559,"Class3",43.298,33,80.713
65.741,"I",65.936,75,31.207,56.13,24.566,10.987,"Class4",65.747,26,48.711
62.663,"L",65.902,50,55.575,4.471,40.17,29.926,"Class4",41.906,29,48.089
