"VZB1","RDU2","QGJ3","QKH4","WKR5","MVA6","Output1","YEX7","RZG8","QIG9","BJL10","NLD11"
"G",36.498,51.139,59,94.252,33.065,"Class3",85.586,28.044,71,96.521,59.777
"D",61.467,39.155,66,49.429,59.326,"Class2",73.22,49.399,62,39.596,73.362
"V",49.435,75.626,59,50.717,81.929,"Class1",28.62,66.191,14,41.641,65.358
"O",62.068,37.921,60,33.877,36.988,"Class2",86.133,54.34,67,16.32,75.773
"M",25.961,77.145,40,49.923,81.5,"Class1",33.946,72.634,39,74.817,71.849
"Y",72.01,25.958,61,72.674,35.094,"Class3",84.676,-3.004,78,98.459,58.337
"F",79.38,53.415,63,63.077,33.47,"Class3",82.798,53.001,81,94.097,43.467
"E",67.061,34.309,62,32.921,61.945,"Class2",72.353,54.508,80,80.038,29.75
"F",82.767,38.984,63,25.355,36.509,"Class3",72.177,37.454,83,96.763,40.008
"S",62.113,93.584,57,54.371,76.328,"Class2",62.675,55.178,64,90.925,41.469
NA,64.926,95.321,53,48.962,70.543,"Class2",74.539,54.809,71,18.918,23.504
"M",51.544,71.898,54,41.556,82.426,"Class1",65.506,60.238,22,28.351,68.032
"D",62.198,64.708,52,39.828,79.137,"Class2",54.847,53.809,78,41.313,59.786
"V",25.765,80.141,60,49.301,81.962,"Class1",52.628,73.411,7,22.771,65.714
"B",27.801,79.668,43,35.807,79.481,"Class1",36.524,90.776,19,43.527,62.286
"S",63.735,54.094,64,26.027,36.767,"Class2",75.794,56.494,70,78.218,33.294
"E",62.081,78.488,64,47.138,51.471,"Class2",76.925,53.193,78,95.625,40.264
"E",63.574,72.472,52,21.308,67.696,"Class2",91.784,61.836,64,30.117,79.834
"M",55.124,71.178,43,45.607,78.8,"Class1",24.338,38.904,37,20.997,74.821
"E",61.045,76.925,67,42.508,36.513,"Class2",59.021,58.314,60,61.505,53.575
"Q",63.69,52.01,53,38.92,71.905,"Class2",86.205,54.98,60,70.605,27.475
"S",62.413,46.651,53,37.465,21.579,"Class2",66.39,56.031,75,22.971,35.695
"L",60.28,31.36,55,56.764,36.16,"Class3",74.643,54.924,78,95.691,31.52
"O",66.611,46.757,51,38.669,24.153,"Class2",76.583,52.572,68,74.67,49.681
"S",65.316,19.244,55,53.066,30.301,"Class2",75.345,60.731,82,63.463,38.623
"E",62.626,45.741,54,39.724,37.662,"Class2",85.341,55.634,60,77.014,77.359
"D",65.187,20.173,59,38.585,71.384,"Class2",59.664,51.791,66,80.73,57.274
"V",29.802,75.583,60,45.262,82.773,"Class1",50.293,90.968,38,70.529,64.712
"O",67.455,88.954,55,20.388,57.153,"Class2",64.639,51.256,62,5.844,79.93
"V",66.852,81.336,51,41.073,81.55,"Class1",4.985,46.22,21,65.952,60.928
"Y",32.468,39.156,65,42.947,33.816,"Class3",90.422,13.073,83,98.94,47.907
"Q",61.217,42.595,58,35.877,NA,"Class2",49.818,51.062,57,91.03,30.587
"E",61.235,70.958,53,59.462,53.074,"Class2",67.263,56.569,74,87.846,79.055
"D",65.358,49.618,55,38.428,24.953,"Class2",50.822,61.689,68,60.826,29.906
"J",53.569,26.38,69,32.426,35.706,"Class3",95.474,23.641,74,93.162,43.837
"B",29.614,73.36,67,28.936,NA,"Class1",51.456,53.614,10,27.461,70.645
"F",68.753,58.325,58,11.267,36.68,"Class3",91.315,36.692,71,95.139,39.62
"F",87.714,-13.673,68,76.257,34.338,"Class3",87.429,35.312,83,94.192,29.194
"N",31.797,78.451,38,35.556,83.683,"Class1",28.569,51.112,35,22.983,77.934
"V",14.667,75.889,61,36.534,82.44,"Class1",47.356,55.99,21,58.234,73.894
"B",58.167,72.268,63,49.724,NA,"Class1",66.535,22.372,37,39.303,70.746
"G",84.815,35.213,67,4.423,36.12,"Class3",84.739,47.97,73,98.499,67.13
"J",73.143,56.081,51,1.133,33.653,"Class3",76.81,58.695,74,93.316,50.006
"J",47.697,56.227,63,23.291,34.879,"Class3",71.799,8.427,86,97.791,56.241
"B",63.469,80.311,49,40.192,80.369,"Class1",42.057,90.523,6,30.167,69.154
"G",46.205,48.785,65,40.115,35.085,"Class3",80.309,20.072,74,97.549,63.851
"E",63.02,84.477,60,42.308,56.031,"Class2",75.677,53.824,81,26.916,28.529
"D",63.451,42.812,57,41.959,56.344,"Class2",78.088,50.647,81,36.491,78.131
"V",17.786,82.435,39,42.831,83.024,"Class1",45.081,43.815,34,57.694,68.317
"M",45.198,74.33,65,39.729,NA,"Class1",16.843,33.335,25,39.589,61.689
"Y",81.016,57.608,65,70.95,35.487,"Class3",73.34,41.941,82,95.252,27.635
"Q",67.59,31.183,65,37.094,77.348,"Class2",69.641,52.652,67,87.775,54.928
"M",22.78,73.927,42,49.371,79.989,"Class1",38.628,74.132,35,60.439,62.728
NA,33.863,76.407,54,34.731,81.648,"Class1",6.783,58.713,25,65.228,69.286
"V",21.135,73.113,42,41.356,80.176,"Class1",34.607,89.54,9,62.689,62.422
"N",27.419,73.604,56,40.347,78.295,"Class1",44.931,46.146,38,42.748,67.022
"Q",66.319,84.001,64,43.143,20.966,"Class2",70.24,51.479,80,24.586,25.543
"O",62.095,75.947,52,45.631,59.845,"Class2",74.658,59.657,73,44.583,75.231
"N",53.377,78.767,50,39.322,81.424,"Class1",27.413,41.665,6,29.602,59.981
"G",83.588,50.179,56,70.337,35.359,"Class3",87.699,16.192,84,93.124,61.106
"F",67.305,36.208,68,31.167,35.573,"Class3",87.263,15.611,80,97.104,56.454
"Q",63.535,94.252,55,49.309,31.287,"Class2",54.056,45.129,81,37.063,68.128
"B",22.605,73.84,44,41.493,83.482,"Class1",1.774,50.674,31,35.798,64.965
"V",46.012,80.609,50,35.122,79.145,"Class1",30.698,42.787,26,45.299,59.939
"S",64.881,47.062,62,35.226,40.247,"Class2",95.436,53.827,63,86.735,84.81
"M",62.09,82.293,34,44.802,81.202,"Class1",76.69,48.501,8,27.746,67.846
"L",71.978,35.261,60,44.33,34.405,"Class3",67.578,49.795,80,97.969,69.184
"Y",45.318,44.563,53,12.517,35.166,"Class3",72.775,37.465,76,94.874,58.849
"O",63.298,5.246,61,25.623,31.736,"Class2",74.792,60.388,71,89.076,29.723
"F",35.36,39.224,66,29.423,35.892,"Class3",84.395,11.468,82,96.379,67.265
"M",44.954,77.017,35,38.91,81.584,"Class1",13.867,62.724,20,60.556,67.379
"V",21.323,71.406,64,40.15,82.701,"Class1",62.432,71.179,22,19.23,69.348
"M",40.52,80.747,61,43.291,78.733,"Class1",17.389,11.577,18,43.564,61.255
"E",63.228,56.455,65,30.905,25.372,"Class2",64.975,57.302,77,93.453,28.896
"O",67.927,63.231,52,41.788,55.469,"Class2",76.11,55.945,67,35.912,83.458
"Q",63.638,43.14,54,34.951,67.887,"Class2",78.6,55.423,63,75.4,30.98
"G",89.14,21.611,69,61.431,34.997,"Class3",69.631,-6.34,72,97.923,54.549
"Q",63.805,65.966,58,35.512,73.9,"Class2",67.872,57.223,56,52.678,49.009
"B",23.413,70.882,44,35.948,80.335,"Class1",69.596,65.738,30,40.494,71.508
"C",10.717,75.486,49,33.118,78.503,"Class1",60.04,61.605,35,39.213,67.291
"B",61.6,75.187,60,36.583,81.882,"Class1",14.505,67.606,11,68.877,75.835
"F",31.064,61.522,68,87.845,34.332,"Class3",87.721,25.584,71,95.586,69.026
"D",63.519,92.214,59,39.288,57.777,"Class2",88.858,57.183,79,61.122,52.009
"E",64.183,65.898,50,49.784,39.356,"Class2",77.83,59.381,55,10.591,46.804
"B",24.544,72.102,65,41.809,83.39,"Class1",104.019,64.912,28,42.1,60.468
"Y",80.757,75.652,64,80.893,33.691,"Class3",84.775,43.809,75,96.158,66.081
"L",38.133,61.988,71,65.994,35.673,"Class3",88.67,45.661,84,93.073,55.096
"V",41.508,82.024,44,42.329,80.14,"Class1",25.974,40.485,13,69.788,77.711
"D",64.368,56.471,53,50.174,55.955,"Class2",78.303,56.333,57,43.042,24.581
"N",67.553,79.705,32,39.721,79.616,"Class1",-16.842,59.258,10,34.125,67.672
"O",67.115,81.604,62,48.73,78.869,"Class2",42.634,60.562,82,11.543,75.493
"M",59,75.383,37,37.338,83.965,"Class1",49.381,74.65,41,30.639,62.832
"D",65.765,84.049,57,42.008,45.879,"Class2",69.114,61.519,74,33.005,54.862
"N",40.325,69.926,59,42.877,81.482,"Class1",16.7,86.896,6,66.801,59.284
"M",62.643,76.188,57,41.76,NA,"Class1",80.111,85.142,36,51.201,63.614
"C",55.084,80.444,52,37.46,80.309,"Class1",32.921,66.238,16,44.062,61.222
"G",36.391,20.217,52,44.173,34.839,"Class3",80.377,25.121,83,98.192,28.228
"B",62.92,78.885,57,39.437,NA,"Class1",27.661,55.965,16,51.55,77.716
"G",45.567,63.734,70,43.14,33.503,"Class3",79.35,59.745,78,94.034,59.726
"N",58.864,78.14,48,42.217,82.365,"Class1",64.818,49.007,28,41.116,66.223
"D",67.012,35.256,60,44.971,44.035,"Class2",98.416,50.055,62,77.077,71.954
"D",63.305,35.103,63,55.506,41.64,"Class2",72.967,48.617,76,19.248,81.929
"M",12.476,72.656,32,37.225,80.13,"Class1",39.49,44.79,27,41.151,68.53
"Q",67.414,45.976,65,41.776,28.186,"Class2",65.438,58.759,55,62.226,49.979
"N",42.594,78.179,64,37.957,NA,"Class1",53.971,25.144,33,73.419,71.918
"J",73.756,55.5,60,79.662,33.344,"Class3",77.157,48.683,73,98.594,40.082
"B",67.055,74.569,66,44.317,79.901,"Class1",140.106,43.387,38,56.199,74.915
"D",61.15,52.344,65,33.495,43.536,"Class2",78.565,52.97,74,63.504,49.936
"L",44.127,46.211,60,38.939,36.229,"Class3",98.205,41.965,71,94.487,63.216
"D",62.829,62.055,52,48.118,79.533,"Class2",88.553,61.088,70,60.925,75.453
"C",10.004,80.369,65,33.717,81.511,"Class1",48.974,55.073,30,29.371,65.722
"E",65.544,88.123,63,44.253,NA,"Class2",86.303,54.384,60,41.693,77.741
"B",25.639,73.865,34,43.652,82.944,"Class1",64.078,34.007,26,70.531,72.107
"M",21.598,77.447,48,32.016,78.4,"Class1",12.413,27.232,29,42.16,59.477
"F",62.905,64.97,52,30.426,33.042,"Class3",85.353,36.105,81,98.985,61.483
"B",35.013,74.496,38,42.012,80.271,"Class1",69.752,57.952,31,55.924,60.736
"B",36.545,71.28,60,44.002,80.317,"Class1",56.969,84.005,39,61.171,63.932
"B",43.264,80.602,48,40.707,78.845,"Class1",8.584,57.247,28,38.535,74.013
"S",64.648,74.739,51,40.64,33.886,"Class2",80.462,55.103,59,70.605,85.944
"D",64.919,80.431,57,43.04,72.101,"Class2",68.892,58.105,59,32.163,35.957
"N",67.141,78.053,43,42.802,83.684,"Class1",53.331,33.121,35,80.277,61.392
NA,62.91,43.474,63,37.864,70.802,"Class2",76.34,48.202,80,56.345,46.711
"D",63.776,43.302,59,28.324,33.063,"Class2",78.863,54.522,60,28.633,47.214
"M",27.794,71.843,55,45.343,81.637,"Class1",78.702,62.522,9,31.031,76.893
"E",62.458,45.746,63,29.028,24.177,"Class2",94.29,57.571,66,12.884,68.606
"Q",63.7,52.217,65,19.313,71.556,"Class2",70.788,58.622,55,81.003,70.939
"Y",35.291,36.19,54,34.841,35.634,"Class3",74.345,37.829,81,93.135,42.388
"F",56.768,43.749,56,58.732,34.157,"Class3",78.255,23.338,73,93.918,53.263
"O",63.937,32.786,52,31.076,NA,"Class2",61.948,60.594,65,84.873,64.733
"Y",33.746,24.652,67,35.812,35.231,"Class3",68.448,54.306,82,97.312,39.45
"D",66.973,16.061,63,37.885,31.9,"Class2",56.18,64.606,67,42.37,29.443
"N",39.372,78.292,49,36.979,82.659,"Class1",-2.518,70.27,37,58.373,75.91
"B",36.789,67.812,53,40.078,83.577,"Class1",95.452,67.852,15,43.069,67.838
"M",65.672,83.054,55,36.353,83.798,"Class1",29.891,83.854,13,19.248,62.772
"S",63.414,24.866,50,31.374,52.293,"Class2",60.688,52.457,62,25.97,55.091
"D",62.939,5.812,56,50.571,71.731,"Class2",65.675,57.028,82,3.444,30.113
"E",63.596,81.936,59,47.529,77.922,"Class2",73.864,56.423,63,23.476,56.708
"J",52.383,70.557,67,53.038,33.346,"Class3",73.673,44.264,82,96.771,61.723
"B",36.233,75.713,40,40.259,80.575,"Class1",45.612,71.703,22,22.329,76.621
"S",64.108,104.361,54,36.866,59.146,"Class2",75.824,54.678,75,59.643,34.149
"S",65.29,53.345,56,45.145,24.569,"Class2",62.196,48.897,61,49.658,71.147
"J",36.772,44.459,55,29.635,36.233,"Class3",88.417,50.363,84,96.956,69.152
"N",52.611,79.434,64,45.008,83.196,"Class1",41.112,57.817,29,50.266,76.479
NA,52.503,78.053,55,41.937,83.984,"Class1",79.304,53.865,14,32.416,74.107
"Y",35.039,19.848,67,47.817,36.442,"Class3",93.454,28.173,71,93.54,46.633
"F",42.707,50.557,55,24.474,35.809,"Class3",78.109,39.356,86,98.123,36.708
"M",53.564,79.474,45,35.503,79.891,"Class1",36.228,63.234,33,61.391,62.877
"E",65.718,61.984,59,36.139,76.204,"Class2",73.587,52.001,57,85.585,38.271
"J",44.161,65.786,65,38.873,34.639,"Class3",85.487,38.109,86,97.271,50.306
"C",20.339,82.852,48,45.288,80.426,"Class1",49.342,55.5,17,19.129,70.193
"E",67.666,38.793,54,56.873,49.729,"Class2",77.732,59.727,66,79.818,33.068
"E",66.723,15.199,54,36.262,37.417,"Class2",61.231,50.544,63,4.712,77.155
"J",55.808,57.501,67,23.465,35.175,"Class3",77.232,19.616,76,98.144,44.877
"G",38.466,57.25,62,47.545,33.6,"Class3",81.25,36.184,80,96.507,55.918
"Y",42.089,46.527,67,86.665,35.746,"Class3",89.402,33.662,77,93.197,67.398
"N",34.013,78.882,32,37.773,79.552,"Class1",57.824,21.339,6,44.455,67.251
"O",62.562,69.611,62,33.819,62.484,"Class2",75.113,59.561,74,69.85,55.627
"C",33.323,73.345,66,43.801,79.827,"Class1",26.865,21.414,8,59.098,70.325
"M",35.404,74.736,51,37.455,80.816,"Class1",-30.49,37.466,20,31.666,61.023
"C",21.675,70.168,41,41.452,83.718,"Class1",62.299,71.935,21,34.07,73.66
"M",22.921,79.191,43,36.399,81.096,"Class1",0.956,64.248,40,21.397,74.005
"C",44.212,78.339,47,41.863,81.146,"Class1",41.343,38.27,34,28.122,59.28
"D",63.663,91.498,54,36.295,NA,"Class2",83.389,53.87,72,36.961,56.03
"Y",31.882,51.507,71,45.832,35.849,"Class3",83.731,60.542,81,95.804,49.483
"L",71.81,37.521,52,107.039,35.405,"Class3",89.951,44.939,86,97.17,64.178
"F",84.286,58.678,61,38.523,34.583,"Class3",102.501,36.164,86,96.521,57.78
"L",67.739,11.449,65,47.739,35.348,"Class3",97.704,43.401,85,96.677,44.267
"D",61.695,25.442,55,41.86,65.029,"Class2",71.76,60.268,73,85.748,66.579
"M",38.321,75.252,56,40.259,83.575,"Class1",53.177,62.326,24,33.51,77.055
"C",22.343,73.97,43,40.283,78.462,"Class1",48.935,65.278,7,47.779,75.692
"G",52.676,59.356,68,36.007,36.896,"Class3",84.478,12.738,81,97.333,61.879
NA,61.506,77.224,41,40.097,80.666,"Class1",65.062,57.699,33,25.61,64.433
"D",64.442,75.198,55,34.108,24.326,"Class2",70.252,56.935,75,71.717,36.501
"Y",82.05,51.566,66,60.934,35.865,"Class3",75.747,23.328,78,95.425,54.709
"B",61.387,76.809,36,42.263,80.808,"Class1",11.623,42.165,26,47.58,66.997
"B",30.405,77.286,39,40.86,78.127,"Class1",13.882,54.696,7,60.701,72.727
"V",32.038,71.937,46,38.628,NA,"Class1",35.639,48.566,19,25.036,62.578
"J",44.201,54.447,69,97.209,35.819,"Class3",101.87,27.616,71,94.778,32.935
"Y",51.68,52.065,51,24.668,33.996,"Class3",81.694,30.163,79,95.292,60.277
"Y",32.238,19.526,57,26.522,35.044,"Class3",90.513,51.366,86,96.398,30.963
"L",85.682,24.017,59,42.13,33.301,"Class3",92.873,15.53,75,98.954,39.609
"F",83.379,31.653,62,35.572,33.472,"Class3",84.672,18.72,79,96.904,29.676
"N",51.624,76.126,52,36.845,NA,"Class1",59.999,40.924,34,20.651,72.059
"E",66.148,29.254,54,40.076,39.925,"Class2",82.112,61.547,64,56.769,83.591
"V",32.257,69.559,40,35.41,82.475,"Class1",44.582,60.914,30,54.768,74.19
"F",79.405,37.117,51,66.246,35.571,"Class3",70.821,28.947,77,94.233,51.021
"J",83.85,50.566,66,40.83,33.861,"Class3",89.839,21.376,83,98.649,57.142
"Q",63.726,27.586,54,43.243,NA,"Class2",75.049,52.697,55,64.361,62.564
"O",64.21,100.882,57,37.58,38.549,"Class2",92.907,51.906,67,47.571,45.424
"E",63.163,55.49,67,36.092,42.629,"Class2",74.815,57.867,66,59.115,29.775
"D",65.096,41.54,62,24.067,34.644,"Class2",78.761,52.509,57,61.874,60.399
"L",57.243,72.084,51,35.139,35.203,"Class3",84.605,47.734,81,98.874,59.639
"B",30.254,75.261,40,38.44,78.097,"Class1",11.301,67.045,21,42.453,70.611
"C",29.497,73.173,37,44.93,80.368,"Class1",90.828,67.576,28,73.081,72.332
"S",61.546,63.684,58,54.328,55.372,"Class2",81.86,60.681,75,77.343,67.956
"V",58.426,71.863,59,36.177,82.518,"Class1",17.528,36.981,10,38.611,77.766
"C",37.877,76.33,64,44.896,83.401,"Class1",28.147,37.677,40,62.163,64.926
"J",59.438,51.679,65,26.793,33.747,"Class3",78.889,43.3,77,93.36,43.235
"F",73.889,56.095,51,75.643,34.742,"Class3",92.196,41.103,77,98.621,36.345
NA,66.065,47,57,83.404,34.194,"Class3",77.842,53.023,83,94.896,32.5
"C",56.013,75.314,58,35.237,79.972,"Class1",54.079,41.155,10,28.041,69.019
"N",14.039,75.149,52,45.353,80.417,"Class1",49.777,64.38,33,64.554,70.148
"Y",76.323,33.965,54,29.091,36.441,"Class3",73.513,22.771,82,95.369,33.598
"N",13.033,72.815,34,50.929,83.265,"Class1",-20.792,63.89,7,72.829,75.526
"B",23.493,70.236,39,43.75,83.857,"Class1",20.501,37.893,41,56.662,77.088
"B",26.671,72.859,34,34.595,81.041,"Class1",44.83,55.424,5,19.89,73.524
"Y",54.247,17.555,64,59,36.044,"Class3",101.087,29.308,75,93.183,39.218
"V",30.897,81.393,42,39.783,83.021,"Class1",21.822,74.786,15,49.031,65.842
"S",65.524,79.386,55,50.306,24.08,"Class2",85.42,57.307,55,14.922,77.304
"L",33.275,47.49,61,56.661,33.009,"Class3",95.381,40.526,86,94.539,66.689
"Q",68,67.306,52,53.273,55.924,"Class2",82.627,52.606,59,67.402,63.589
"O",61.893,-19.879,58,47.741,42.499,"Class2",78.751,54.849,71,52.721,69.731
"F",32.5,62.725,52,68.776,34.985,"Class3",95.422,27.421,73,96.603,27.636
"J",78.983,33.207,62,22.28,NA,"Class3",79.99,35.794,76,97.997,52.345
"G",86.646,27.102,71,62.381,35.292,"Class3",81.185,65.575,82,96.732,51.384
"L",58.644,28.64,67,22.739,34.413,"Class3",80.478,-0.352,84,94.994,50.464
"E",65.458,17.604,50,32.23,23.784,"Class2",70.32,53.569,80,76.324,29.748
"F",32.36,46.165,60,19.271,35.581,"Class3",90.087,30.013,86,94.81,28.984
"S",61.069,1.92,57,36.12,41.466,"Class2",62.966,59.48,61,32.595,70.857
"M",28.144,71.282,59,34.611,81.351,"Class1",61.378,61.38,36,35.389,69.466
NA,9.386,83.954,40,46.687,81.768,"Class1",-22.054,65.696,28,22.927,62.113
"V",37.05,74.393,49,42.943,81.857,"Class1",42.406,66.531,13,78.514,64.05
"M",22.635,81.854,63,39.723,80.639,"Class1",5.79,42.027,22,80.308,66.812
"M",21.868,76.01,49,28.788,83.815,"Class1",76.816,45.932,38,45.366,76.291
NA,9.485,75.311,65,45.792,83.292,"Class1",72.206,55.147,25,31.254,75.229
"C",61.927,77.127,37,35.125,78.936,"Class1",51.588,35.282,28,74.913,62.812
"G",63.805,50.513,71,79.971,35.665,"Class3",93.356,34.083,82,97.952,64.024
"B",37.956,72.542,54,46.629,83.383,"Class1",38.887,71.991,28,34.113,64.979
"L",54.958,65.182,63,31.844,34.872,"Class3",76.199,45.457,81,98.453,49.288
"L",82.355,28.809,60,68.269,36.81,"Class3",71.815,55.784,80,95.476,57.313
"M",20.191,79.746,48,37.63,78.002,"Class1",31.067,48.203,39,39.684,68.645
"C",35.011,73.652,49,40.802,79.364,"Class1",16.804,27.684,22,80.945,75.344
NA,37.827,73.475,38,34.646,78.372,"Class1",20.933,76.833,37,67.232,77.488
"J",44.641,26.439,64,53.399,33.684,"Class3",73.199,21.747,71,98.741,35.888
"V",56.945,78.411,48,42.46,81.95,"Class1",43.918,60.962,33,49.159,76.83
"L",69.264,35.605,51,84.358,33.437,"Class3",55.949,-12.401,81,95.752,48.701
"V",17.658,80.93,64,34.491,80.765,"Class1",35.922,68.191,27,69.937,64.587
"L",66.823,38.811,61,52.128,34.872,"Class3",83.359,48.94,73,93.114,42.404
"J",37.31,29.869,65,47.41,35.127,"Class3",93.591,32.609,79,98.509,57.286
"M",14.59,79.991,58,41.423,79.428,"Class1",41.118,77.201,21,70.031,61.191
"C",48.698,76.551,53,38.595,82.584,"Class1",22.398,25.264,21,20.21,66.479
"V",68.671,71.824,42,42.508,78.261,"Class1",3.994,64.284,9,64.558,74.691
"O",66.202,78.702,58,48.426,26.295,"Class2",65.467,64.033,69,77.026,61.768
"L",85.326,51.65,70,11.349,33.137,"Class3",89.509,56.351,73,98.1,52.451
"N",21.781,79.993,39,40.58,79.185,"Class1",39.71,36.944,6,31.086,62.483
"L",87.348,19.941,60,106.274,35.078,"Class3",83.014,25.057,85,98.689,57.756
"G",68.038,22.496,55,54.997,34.094,"Class3",84.059,46.806,79,98.847,51.549
"E",66.515,48.344,63,34.624,33.541,"Class2",74.333,54.324,67,7.691,65.669
"B",44.845,68.004,61,48.214,80.106,"Class1",65.192,66.081,13,37.173,60.035
"V",50.529,81.324,42,34.649,81.136,"Class1",29.414,70.984,8,48.619,63.623
"O",67.299,78.631,63,53.039,NA,"Class2",78.683,59.273,66,59.634,26.862
"S",61.184,65.147,53,44.398,60.521,"Class2",74.507,51.013,58,54.25,65.764
"V",9.288,76.711,34,36.957,80.899,"Class1",46.371,59.371,21,73.143,75.334
"L",88.275,61.802,53,54.004,NA,"Class3",83.685,24.089,82,98.106,44.072
"M",50.776,76.386,36,44.23,NA,"Class1",40.309,63.91,11,20.089,73.795
"N",56.201,74.872,35,39.746,80.197,"Class1",27.496,65.023,40,71.479,63.211
"J",31.475,69.886,71,40.833,33.635,"Class3",69.497,68.639,78,95.475,33.076
"F",79.769,50.451,67,21.865,33.043,"Class3",85.706,-22.307,79,93.354,27.976
"N",47.156,81.814,33,45.027,80.561,"Class1",41.505,41.099,32,80.119,69.198
"B",26.629,73.75,49,41.958,81.91,"Class1",81.102,56.998,20,26.054,63.031
"Q",67.315,40.84,53,35.035,25.815,"Class2",69.411,55.976,56,75.754,39.103
"D",66.995,102.584,65,16.906,27.203,"Class2",77.777,57.085,62,87.818,53.098
"M",24.721,75.458,43,36.838,78.593,"Class1",34.952,36.962,40,20.103,72.194
"O",65.916,89.858,53,47.949,29.636,"Class2",70.981,58.973,61,10.99,68.503
"V",10.237,80.484,34,42.072,NA,"Class1",13.563,71.757,29,46.501,59.583
"B",65.178,78.131,36,45.182,80.219,"Class1",51.153,56.934,39,77.651,60.08
"Y",78.989,55.463,59,35.793,33.02,"Class3",95.146,40.301,78,97.56,70.646
"J",40.87,35.484,63,68.843,33.193,"Class3",78.983,47.836,77,93.032,53.642
"G",75.541,57.408,67,51.293,36.439,"Class3",78.94,43.21,86,93.786,41.929
"L",41.748,45.522,56,59.514,33.368,"Class3",91.323,20.394,74,93.506,30.054
"D",61.869,45.964,59,42.945,37.193,"Class2",68.65,55.161,62,84.746,51.854
"B",44.704,78.788,44,38.969,83.562,"Class1",22.909,42.791,30,46.766,63.982
"L",45.866,10.745,57,44.25,34.296,"Class3",102.728,57.511,86,96.716,68.532
"F",35.577,42.712,62,29.233,35.285,"Class3",99.659,39.214,81,96.282,35.526
"S",62.388,62.212,60,42.183,63.833,"Class2",69.733,51.45,78,65.987,29.683
"B",19.216,82.861,37,38.633,78.363,"Class1",39.553,37.176,16,24.236,77.171
"B",22.284,77.87,53,48.278,78.054,"Class1",12.751,50.631,9,69.802,74.414
"E",67.204,51.718,59,27.865,68.165,"Class2",71.415,53.424,68,80.62,39.537
"S",63.735,48.219,50,54.853,53.936,"Class2",56.912,65.919,70,30.881,51.4
"S",64.371,70.717,67,37.626,36.19,"Class2",72.023,57.036,81,46.947,41.846
"M",14.747,74.851,48,44.444,78.755,"Class1",14.965,66.163,36,38.9,69.685
"D",62.078,35.613,61,52.133,64.964,"Class2",86.98,58.187,55,99.279,26.185
"B",68.883,74.06,37,42.82,82.428,"Class1",29.767,47.45,33,48.457,63.064
"G",31.575,33.032,54,74.298,36.875,"Class3",71.386,35.884,82,94.419,66.714
"N",32.247,79.367,45,42.239,80.151,"Class1",46.602,58.247,12,27.017,71.822
"L",56.659,62.799,67,38.573,33.629,"Class3",83.446,23.274,76,95.223,32.696
"F",39.35,37.888,70,85.322,36.945,"Class3",76.756,31.564,72,94.912,58.127
"E",67.949,110.901,50,31.714,29.06,"Class2",59.76,51.959,57,80.495,50.856
"D",67.538,71.648,64,52.333,29.003,"Class2",80.92,56.905,66,78.807,61.816
"Y",35.861,24.204,54,36.734,35.452,"Class3",81.847,58.317,71,96.959,33.098
"Y",77.72,47.898,55,23.46,36.1,"Class3",79.795,23.735,71,96.427,31.598
"G",69.954,41.28,60,40.548,35.964,"Class3",73.546,-1.406,72,97.085,53.173
"J",40.797,9.77,70,35.806,34.145,"Class3",108.464,15.595,71,98.361,36.101
"D",67.141,94.582,64,31.023,77.059,"Class2",79.944,58.892,69,17.707,33.553
"L",58.393,61.406,62,17.762,35.524,"Class3",90.246,46.842,84,97.504,43.187
