"RWC1","UKL2","GOX3","MNK4","QJY5","YOF6","TKP7","Output3","LKO8","RGK9"
7.082,35.705,77.745,32.732,"P",32,86.748,"Class2",18.483,21.313
53.109,68.938,53.631,66.891,"J",50,56.004,"Class1",19.428,81.224
53.13,50.859,29.533,59.72,"F",57,21.3,"Class1",37.018,77.838
24.908,10.507,14.734,56.59,"G",37,49.152,"Class3",16.017,49.755
53.541,56.107,41.598,51.172,"U",56,37.187,"Class1",42.124,84.718
53.804,53.181,36.318,42.749,"J",52,18.039,"Class1",48.366,75.299
26.77,51.765,25.155,33.195,"G",35,57.809,"Class3",14.26,46.921
30.762,12.993,31.75,21.421,"G",36,58.977,"Class3",19.223,47.135
5.605,36.147,57.375,91.337,"K",37,86.951,"Class2",17.806,83.022
12.936,39.899,72.003,21.017,"W",25,87.161,"Class2",26.867,67.644
53.4,46.617,40.794,66.944,"U",50,14.893,"Class1",24.338,72.008
53.108,63.911,53.85,65.565,"I",50,33.345,"Class1",52.49,83.063
40.135,13.622,30.088,60.238,"X",36,47.682,"Class3",14.296,48.383
41.854,9.653,32.959,3.896,"G",36,50.735,"Class3",12.38,58.606
53.315,87.106,57.043,51.639,"F",56,42.944,"Class1",43.343,72.119
53.26,68.35,62.582,53.598,"J",53,50.775,"Class1",52.084,85.304
33.032,19.879,25.434,7.435,"X",34,63.734,"Class3",16.462,51.421
44.224,51.249,26.316,81.289,"E",35,52.011,"Class3",11.232,50.478
21.809,20.446,12.55,59.701,"E",NA,54.985,"Class3",16.134,48.944
47.508,41.414,22.827,25.479,"K",34,64.055,"Class3",18.702,50.292
53.683,65.98,57.578,50.582,"I",53,15.939,"Class1",38.291,90.022
53.046,71.503,41.263,54.9,"F",57,29.546,"Class1",49.071,80.91
53.488,42.578,36.339,51.141,"J",56,15.463,"Class1",20.106,88.426
53.47,69.679,18.158,60.759,"U",55,33.636,"Class1",37.552,84.905
53.525,69.553,24.637,37.669,"U",55,27.65,"Class1",45.6,72.602
20.071,29.672,31.149,42.787,"X",35,55.629,"Class3",14.293,55.945
53.052,73.993,60.76,36.38,"I",54,26.627,"Class1",58.796,89.683
33.409,56.922,24.859,41.617,"G",35,57.364,"Class3",15.513,59.851
34.05,30.17,66.296,56.481,"K",28,86.478,"Class2",32.527,84.686
26.633,34.444,34.418,3.754,"E",35,53.027,"Class3",12.492,57.424
44.13,3.011,25.271,46.851,"K",34,59.787,"Class3",13.121,54.048
53.032,62.253,40.801,50.677,"F",56,49.951,"Class1",53.907,88.262
7.18,40.911,19.12,40.024,"Q",35,87.597,"Class2",14.328,27.877
19.872,42.791,45.133,38.951,"P",39,86.599,"Class2",9.319,55.113
24.702,38.066,69.67,13.188,"W",10,87.556,"Class2",11.968,42.446
21.814,44.554,73.325,69.592,"L",21,87.901,"Class2",14.141,21.916
20.05,36.082,60.7,38.909,"L",20,85.384,"Class2",33.796,73.807
28.703,27.305,40.792,52.186,"W",30,85.796,"Class2",32.841,47.234
29.356,47.699,53.675,24.563,"P",23,85.816,"Class2",14.836,79.035
29.485,-6.315,22.531,-0.716,"E",35,53.727,"Class3",11.041,50.611
31.269,26.809,25.383,25.365,"G",36,42.329,"Class3",16.707,51.232
37.203,6.375,34.781,29.601,"R",37,52.739,"Class3",16.839,52.722
53.793,52.551,53.745,35.876,"J",53,8.392,"Class1",45,74.391
45.993,39.822,33.577,-4.607,"X",34,58.923,"Class3",18.54,49.182
53.545,NA,31.038,40.217,"F",50,48.68,"Class1",32.797,88.967
5.011,30.661,51.652,17.861,"P",20,85.722,"Class2",9.43,41.437
53.968,63.444,18.921,51.328,"T",57,45.735,"Class1",58.829,82.167
47.955,37.013,36.257,33.523,"E",37,56.36,"Class3",13.897,55.123
18.329,20.092,57.395,20.213,"Q",NA,86.459,"Class2",9.248,67.554
26.307,40.956,97.386,4.82,"L",31,86.839,"Class2",21.483,27.53
53.18,53.828,37.844,26.403,"J",54,14.858,"Class1",32.667,86.783
35.84,15.862,42.651,32.203,"K",NA,54.989,"Class3",16.005,44.472
34.247,20.666,16.843,42.002,"E",36,59.642,"Class3",11.898,53.037
8.88,27.571,65.391,3.289,"W",40,85.741,"Class2",22.517,58.716
9.686,33.627,60.784,51.309,"K",16,86.857,"Class2",12.081,83.325
53.025,58.115,52.856,51.083,"U",56,58.218,"Class1",23.939,87.248
35.412,43.248,21.306,46.426,"K",36,66.872,"Class3",15.312,46.85
35.307,26.444,72.716,-21.115,"K",15,85.96,"Class2",29.878,65.369
11.5,30.561,30.682,62.03,"K",27,89.096,"Class2",7.603,30.213
53.594,55.488,41.808,45.448,"U",50,42.868,"Class1",42.393,76.599
5.116,31.622,56.97,60.415,"P",22,88.431,"Class2",8.132,56.312
35.221,24.353,29.754,15.206,"R",36,47.78,"Class3",17.74,55.332
53.743,58.859,44.41,49.425,"U",55,25.047,"Class1",39.102,87.627
15.132,33.859,81.21,110.085,"L",18,86.562,"Class2",22.117,52.277
22.658,33.503,81.429,6.088,"P",14,85.315,"Class2",19.583,85.041
53.956,58.788,18.213,58.946,"U",57,34.729,"Class1",30.113,77.791
19.629,2.351,50.95,24.673,"L",41,88.401,"Class2",25.135,37.056
53.878,72.801,53.546,33.645,"I",54,7.188,"Class1",58.129,83.257
36.848,21.723,34.317,50.269,"K",14,88.394,"Class2",24.168,43.406
23.641,62.224,14.096,40.043,"X",34,50.535,"Class3",14.007,54.136
48.61,37.236,22.975,12.972,"E",35,52.975,"Class3",13.657,43.429
18.956,28.845,20.654,81.808,"X",34,47.553,"Class3",15.507,58.836
53.862,51.628,56.922,39.911,"F",NA,40.234,"Class1",23.577,76.253
33.15,33.918,75.467,78.878,"Q",15,86.319,"Class2",13.455,35.043
53.795,68.267,39.452,45.34,"I",NA,10.719,"Class1",26.107,77.995
36.254,19.528,69.592,31.794,"P",30,86.101,"Class2",14.135,68.848
27.639,28.402,35.475,38.633,"X",34,59.615,"Class3",14.356,43.762
53.181,70.38,21.483,51.682,"I",52,65.84,"Class1",31.513,73.945
29.266,26.338,24.181,16.039,"K",36,55.435,"Class3",19.537,44.71
33.291,11.723,16.597,42.315,"X",36,52.759,"Class3",15.154,59.993
28.096,36.177,30.292,29.037,"R",35,65.001,"Class3",17.663,55.458
30.033,29.421,61.485,62.441,"K",19,86.386,"Class2",27.857,77.068
53.026,68.823,46.131,59.265,"F",52,33.988,"Class1",49.976,85.226
45.966,15.253,27.331,28.939,"G",34,45.927,"Class3",17.67,55.545
53.716,92.801,58.665,32.674,"U",53,19.467,"Class1",23.169,77.597
28.187,31.129,54.933,8.167,"W",20,86.364,"Class2",9.544,78.826
29.937,NA,32.987,36.339,"E",36,56.498,"Class3",13.011,43.297
20.375,23.187,29.651,11.333,"G",34,49.156,"Class3",16.798,59.122
37.255,NA,21.986,48.669,"E",37,51.801,"Class3",13.06,57.322
53.326,65.584,40.148,61.405,"T",55,45.891,"Class1",31.683,78.314
42.906,45.992,28.549,28.325,"G",37,64.075,"Class3",13.165,55.359
53.943,60.426,27.222,41.919,"J",53,18.083,"Class1",36.644,86.529
53.612,43.522,33.971,41.602,"U",54,44.369,"Class1",38.897,87.462
13.784,39.715,36.258,20.513,"L",16,86.726,"Class2",11.965,77.69
36.976,24.877,30.699,52.248,"E",37,55.391,"Class3",19.903,51.214
29.092,33.301,32.18,27.035,"R",35,58.214,"Class3",17.632,53.933
53.236,73.912,45.733,30.452,"T",NA,18.895,"Class1",40.63,73.47
25.559,22.998,66.616,23.182,"L",30,85.757,"Class2",20.591,23.821
53.201,68.624,53.371,31.191,"U",55,37.443,"Class1",45.322,83.144
33.609,NA,27.347,19.582,"X",35,57.042,"Class3",12.031,44.126
31.616,NA,68.274,29.295,"K",22,89.967,"Class2",10.531,79.446
28.794,10.307,28.66,47.446,"G",34,63.122,"Class3",13.189,50.722
38.583,-15.944,30.011,5.731,"X",37,58.322,"Class3",12.293,43.221
34.789,26.526,96.438,62.078,"Q",11,85.588,"Class2",32.44,71.951
6.424,43.502,46.85,12.203,"Q",22,89.624,"Class2",10.289,78.736
53.559,66.246,66.604,59.55,"J",54,41.937,"Class1",17.289,88.628
21.797,41.679,60.44,75.481,"K",27,89.42,"Class2",21.337,57.995
53.528,71.258,39.52,41.985,"F",57,28.493,"Class1",25.093,78.277
46.065,6.515,38.342,67.416,"E",36,57.232,"Class3",17.783,58.452
53.18,47.418,47.516,31.912,"T",57,38.339,"Class1",39.234,85.924
32.446,40.18,86.06,68.709,"W",38,86.684,"Class2",24.464,41.97
19.416,28.155,15.02,13.88,"K",36,45.959,"Class3",17.137,56.444
53.857,71.278,41.672,48.003,"U",51,8.451,"Class1",21.143,86.454
23.016,18.297,69.94,19.592,"K",36,85.17,"Class2",23.09,25.976
20.4,36.869,33.137,36.484,"R",36,60.986,"Class3",12.372,51.518
38.739,37.878,32.322,34.476,"X",37,64.416,"Class3",15.796,49.635
30.44,29.247,55.335,51.568,"Q",32,86.444,"Class2",15.731,37.21
7.042,8.128,21.634,59.192,"Q",12,84.681,"Class2",22.277,21.776
28.218,5.057,20.008,36.438,"E",34,51.585,"Class3",13.373,58.533
28.331,21.959,24.043,39.245,"X",35,55.89,"Class3",18.814,45.711
29.197,18.117,24.54,48.211,"G",34,56.483,"Class3",19.701,58.221
53.107,67.257,77.671,68.238,"T",54,59.351,"Class1",38.225,89.031
53.586,81.939,60.238,40.484,"T",NA,43.471,"Class1",47.682,85.116
19.989,50.467,71.835,16.497,"Q",27,88.315,"Class2",13.497,33.692
53.618,47.246,59.726,55.227,"I",50,23.085,"Class1",46.95,85.717
34.438,31.675,101.909,41.032,"K",27,86.181,"Class2",34.064,63.617
48.452,18.221,30.985,27.411,"X",37,48.718,"Class3",12.728,43.467
31.916,32.49,26.494,45.56,"E",34,50.034,"Class3",18,43.254
22.819,1.666,31.724,-22.518,"E",34,58.318,"Class3",13.024,49.154
20.854,36.226,41.793,21.226,"K",NA,87.884,"Class2",12.42,53.179
53.905,62.26,51.218,42.713,"I",55,26.079,"Class1",49.996,73.758
25.606,32.265,67.427,70.035,"W",41,87.182,"Class2",16.323,35.071
26.555,30.087,61.4,-9.428,"Q",NA,88.149,"Class2",29.113,34.174
33.273,32.812,84.037,47.241,"P",34,87.24,"Class2",21.569,59.124
25.969,20.324,96.96,41.482,"P",37,87.232,"Class2",26.336,61.862
29.851,36.183,33.845,50.482,"G",34,55.077,"Class3",15.048,53.689
47.876,22.629,27.032,51.577,"R",NA,50.743,"Class3",15.191,55.506
51.255,6.722,38.387,54.426,"G",34,58.203,"Class3",13.37,48.753
25.657,45.304,80.915,56.248,"Q",38,87.754,"Class2",10.416,62.507
53.336,45.344,35.696,29.653,"U",55,21.679,"Class1",23.085,80.463
16.355,26.181,44.27,14.946,"Q",40,85.463,"Class2",33.893,47.077
53.189,66.02,42.463,53.547,"F",53,15.088,"Class1",31.278,77.487
16.725,29.054,78.688,-10.985,"Q",28,87.374,"Class2",11.801,29.541
53.451,74.994,24.666,54.064,"T",57,25.084,"Class1",49.559,79.685
53.029,52.107,31.112,42.38,"F",52,42.116,"Class1",44.214,90.264
6.623,39.044,89.379,63.989,"Q",12,86.998,"Class2",21.03,81.989
53.062,55.123,40.997,53.371,"F",54,45.834,"Class1",41.353,76.771
26.805,14.912,34.06,18.879,"R",36,57.363,"Class3",14.437,58.007
53.131,64.86,21.645,49.713,"F",50,29.942,"Class1",37.995,80.132
46.267,44.967,28.768,38.94,"X",37,60.286,"Class3",13.455,48.014
33.94,39.002,71.725,49.338,"K",19,86.647,"Class2",32.431,25.684
22.525,25.568,24.611,51.397,"X",36,52.19,"Class3",11.547,51.821
53.68,72.542,39.855,43.198,"U",55,-2.991,"Class1",58.077,91.45
19.745,15.8,25.484,52.128,"X",37,42.765,"Class3",16.63,57.86
13.615,33.252,62.755,47.488,"K",33,85.929,"Class2",28.327,40.474
23.008,35.561,71.435,69.549,"Q",39,86.787,"Class2",31.25,60.426
23.659,27.35,65.214,78.43,"L",11,88.143,"Class2",25.756,22.538
32.683,1.971,26.195,66.293,"R",34,56.653,"Class3",19.381,59.683
15.913,25.894,60.557,94.1,"Q",25,88.999,"Class2",14.616,57.939
29.811,35.72,28.277,3.872,"R",35,57.066,"Class3",12.591,52.815
52.856,29.888,24.578,8.952,"E",36,56.21,"Class3",12.225,46.861
53.659,81.458,39.655,53.787,"T",52,49.886,"Class1",46.106,87.285
53.736,75.624,67.039,61.764,"U",52,63.771,"Class1",55.013,90.593
42.128,2.563,30.298,26.723,"E",37,65.816,"Class3",17.297,44.374
9.66,18.672,33.572,10.382,"L",32,88.836,"Class2",27.488,59.232
8.838,33.238,74.887,44.883,"K",NA,85.068,"Class2",24.89,48.192
51.442,35.812,29.735,10.809,"R",37,61.736,"Class3",12.648,46.92
26.912,26.454,35.971,-7.052,"K",37,50.064,"Class3",14.22,48.849
41.108,39.019,22.679,0.718,"R",37,62.268,"Class3",15.838,52.985
4.805,32.758,73.337,17.559,"P",28,88.795,"Class2",14.098,40.989
8.032,10.472,47.539,-25.911,"P",34,84.648,"Class2",21.193,61.302
30.96,21.493,68.516,70.878,"P",23,87.187,"Class2",34.906,67.943
8.98,37.675,65.879,87.961,"Q",39,87.186,"Class2",22.215,84.537
53.434,48.33,55.902,45.015,"U",51,38.421,"Class1",53.433,72.876
8.766,27.289,31.774,62.52,"L",NA,85.968,"Class2",21.235,23.741
20.083,24.169,40.744,63.507,"X",35,56.137,"Class3",15.436,44.232
23.61,38.808,28.778,40.87,"K",37,59.379,"Class3",14.748,59.592
16.865,17.353,55.772,8.163,"W",25,87.298,"Class2",21.5,64.588
53.796,65.62,39.7,51.292,"F",56,25.689,"Class1",58.052,75.168
14.361,35.051,65.81,22.153,"W",38,89.749,"Class2",13.376,56.198
53.911,53.831,25.891,51.638,"F",50,29.833,"Class1",23.307,80.777
35.111,31.951,39.952,-12.292,"Q",41,88.435,"Class2",14.9,83.563
21.911,13.773,44.095,55.021,"P",29,89.195,"Class2",14.773,66.287
53.451,59.936,50.464,58.49,"U",53,20.824,"Class1",15.703,87.175
9.553,52.157,40.817,26.387,"Q",11,87.3,"Class2",33.726,24.997
53.032,62.169,23.546,29.253,"U",50,18.422,"Class1",36.153,76.675
53.85,62.962,18.311,37.768,"U",51,40.754,"Class1",36.638,76.802
53.838,53.686,7.58,54.357,"I",55,34.036,"Class1",39.309,77.088
53.656,68.604,24.039,59.73,"J",51,46.884,"Class1",53.351,86.066
45.662,9.464,20.757,49.32,"X",NA,53.866,"Class3",14.092,46.798
53.275,53.717,57.31,53.576,"U",53,39.57,"Class1",29.187,74.704
48.353,38.951,34.577,60.549,"E",35,59.851,"Class3",18.774,54.697
53.469,80.742,41.208,36.292,"J",51,37.631,"Class1",58.557,82.829
53.861,52.97,62.072,46.624,"I",50,47.897,"Class1",41.489,85.314
28.888,19.441,52.484,26.899,"P",40,88.879,"Class2",25.751,68.774
36.893,43.348,29.233,10.621,"K",34,43.826,"Class3",14.019,59.56
41.691,28.275,23.411,-6.379,"G",36,51.465,"Class3",14.837,45.325
8.288,36.967,39.157,36.224,"L",33,85.794,"Class2",26.273,79.872
53.696,54.466,33.162,39.98,"F",50,54.918,"Class1",25.63,87.791
17.022,52.825,77.485,73.942,"Q",29,88.197,"Class2",21.217,76.571
39.801,16.74,30.433,29.107,"E",35,50.266,"Class3",13.75,53.948
34.796,14.433,33.325,45.438,"R",37,46.952,"Class3",14.223,47.459
34.228,39.129,69.981,18.187,"Q",24,86.99,"Class2",31.342,85.172
53.664,59.875,47.888,72.677,"J",52,37.806,"Class1",17.482,82.846
5.73,22.458,58.205,75.905,"W",NA,87.965,"Class2",21.677,38.433
41.688,44.665,30.956,18.738,"K",34,51.133,"Class3",19.163,55.635
21.245,27.64,36.268,11.411,"E",35,57.914,"Class3",16.43,49.814
53.669,48.208,60.55,67.844,"T",54,26.208,"Class1",25.277,84.347
23.223,25.363,58.195,26.892,"L",27,86.219,"Class2",17.681,85.336
32.462,NA,17.175,15.252,"K",34,62.23,"Class3",13.442,48.218
53.144,50.886,22.983,53.241,"F",51,60.882,"Class1",17.603,78.167
53.591,65.008,52.893,48.936,"T",51,50.893,"Class1",15.832,74.324
24.772,18.94,48.924,-24.936,"Q",18,86.514,"Class2",10.889,40.697
40.225,32.947,21.422,18.213,"X",35,53.964,"Class3",14.034,55.936
39.865,34.247,17.982,49.433,"R",36,49.51,"Class3",19.683,53.524
23.715,27.861,51.777,70.934,"L",35,89.07,"Class2",30.608,32.014
53.437,81.07,25.671,23.773,"J",50,36.394,"Class1",59.939,77.487
27.988,27.041,15.95,34.411,"Q",30,88.092,"Class2",28.157,31.044
33.519,30.792,37.708,-10.881,"K",41,83.49,"Class2",25.148,61.911
27.075,38.916,74.843,43.291,"K",39,87.651,"Class2",10.194,49.9
32.678,19.805,31.414,11.179,"K",36,61.234,"Class3",11.7,45.761
53.062,65.437,24.324,69.731,"T",57,23.978,"Class1",52.526,91.665
31.769,16.288,61.144,68.799,"K",30,90.313,"Class2",11.407,29.997
53.991,NA,42.165,44.741,"U",50,55.107,"Class1",29.332,91.03
13.154,35.322,58.964,62.829,"K",16,87.665,"Class2",12.033,82.856
11.057,35.133,45.003,49.764,"L",39,88.074,"Class2",27.592,77.963
34.162,23.076,83.424,58.538,"Q",15,87.296,"Class2",15.889,23.639
17.401,40.265,51.244,34.707,"W",34,88.481,"Class2",14.416,68.107
52.596,34.519,37.578,25.61,"E",34,62.805,"Class3",18.009,56.27
35.977,24.676,31.636,-19.888,"E",36,56.338,"Class3",11.159,46.807
19.839,-7.392,26.015,23.454,"X",35,49.579,"Class3",19.993,52.918
53.969,38.429,63.475,64.145,"I",55,27.855,"Class1",26.989,78.424
25.023,14.921,46.287,41.607,"W",35,85.774,"Class2",29.415,26.043
53.921,60.167,43.909,29.234,"F",56,35.165,"Class1",17.824,77.419
18.303,35.775,81.68,19.594,"L",32,86.269,"Class2",22.439,86.255
