"QWE1","UFS2","XRO3","RPX4","QFI5","IBH6","RUJ7","GBR8","GWJ9","Output10","AZU10","GOC11"
56.629,"B","S",36.928,33.046,23.399,37.974,45.081,54,"Class1",50.431,68
53.425,"L","J",49.542,55.315,61.21,44.877,16.428,42,"Class3",57.88,28
70.366,"F","O",47.962,63.165,60.32,9.453,18.107,39,"Class2",53.499,79
60.15,"F","Y",31.939,60.422,54.947,65.004,61.903,41,"Class2",18.793,85
52.32,"I","Y",39.989,58.61,59.25,45.881,61.866,36,"Class2",71.635,87
85.643,"L","S",25.192,64.555,54.339,57.358,84.689,42,"Class2",51.592,84
30.333,"I","N",42.153,62.124,54.003,69.885,56.143,39,"Class2",53.333,94
54.889,"B","P",33.912,21.921,28.622,73.585,49.743,37,"Class1",26.45,93
66.807,"Z","S",52.545,59.25,41.756,45.04,35.418,44,"Class2",53.705,80
63.476,"Q","K",33.317,20.25,32.816,47.531,55.818,30,"Class1",56.301,75
68.589,"B","U",51.351,50.927,67.489,50.667,25.023,73,"Class3",63.428,49
80.077,"L","U",47.484,52.68,82.147,46.694,40.875,11,"Class3",66.026,16
75.027,"M","R",56.307,55.6,80.082,46.007,8.576,11,"Class3",69.373,32
39.483,"F","N",61.028,60.475,61.347,84.245,69.266,42,"Class2",59.532,79
37.815,"Q","S",27.141,31.548,23.702,67.264,75.885,49,"Class1",51.61,74
48.11,"I","S",34.108,61.323,56.782,71.215,6.421,43,"Class2",55.939,89
47.613,"L","N",42.485,56.385,40.378,58.736,3.355,38,"Class2",63.196,94
40.007,"F","Q",58.209,64.496,47.358,34.401,56.744,43,"Class2",43.317,82
45.597,"Q","P",26.56,9.154,24.496,28.512,81.351,52,"Class1",43.557,95
86.218,"R","U",75.801,46.408,66.227,45.771,12.062,24,"Class3",58.821,16
30.872,"B","K",30.994,32.055,20.116,36.173,43.849,36,"Class1",40.112,70
18.892,"F","Y",45.151,61.796,56.393,30.02,7.611,38,"Class2",47.801,90
51.878,"Z","N",62.804,61.841,48.569,42.724,81.546,43,"Class2",59.468,90
89.342,"L","F",64.404,59.683,63.761,45.999,12.304,74,"Class3",58.803,33
78.294,"B","F",75.079,57.284,26.702,46.472,17.045,79,"Class3",69.321,16
29.327,"B","Z",26.464,20.576,23.907,62.166,41.713,28,"Class1",50.237,81
NA,"A","R",63.594,57.277,81.078,48.817,27.138,25,"Class3",68.203,36
25.227,"B","P",34.248,19.107,30.033,51.888,58.889,55,"Class1",49.438,85
51.796,"B","S",33.072,10.099,37.534,51.008,70.234,31,"Class1",38.275,79
72.115,"A","R",52.019,62.467,45.083,48.734,16.585,18,"Class3",66.112,53
56.407,"A","P",56.304,51.961,50.783,44.021,18.32,81,"Class3",76.036,20
13.43,"F","N",69.593,57.898,53.578,79.252,47.811,36,"Class2",61.986,86
39.762,"L","J",79.61,47.027,62.059,49.4,28.34,52,"Class3",60.479,12
76.734,"L","Q",30.828,58.98,46.504,76.831,61.299,38,"Class2",36.799,83
46.63,"F","Z",28.686,5.716,25.939,58.978,73.88,45,"Class1",40.47,71
35.174,"L","S",59.928,66.387,56.704,69.864,49.267,40,"Class2",7.915,94
55.748,"A","J",51.16,50.235,79.944,48.033,39.759,61,"Class3",51.549,58
79.573,"T","Q",72.061,62.009,42.081,44.365,91.272,34,"Class2",51.507,88
84.281,"R","U",78.508,66.984,39.447,52.87,14.65,21,"Class3",65.878,9
NA,"V","Z",30.125,20.351,32.588,22.761,50.958,50,"Class1",41.654,92
28.362,"Q","C",31.658,19.074,36.261,55.49,39.889,35,"Class1",32.389,85
33.077,"L","K",32.142,45.367,27.833,84.085,28.594,56,"Class1",56.444,92
68.075,"T","Y",48.596,59.089,55.848,1.345,7.564,42,"Class2",53.487,84
NA,"I","Y",53.426,57.119,34.495,35.702,80.969,41,"Class2",31.32,82
12.812,"I","O",26.746,58.547,49.177,104.412,57.87,44,"Class2",63.317,78
35.187,"L","R",80.176,53.585,21.718,44.046,37.685,62,"Class3",60.908,35
55.377,"R","U",64.782,56.681,31.274,45.269,39.643,28,"Class3",60.54,42
83.263,"F","N",25.562,56.824,54.425,68.721,74.943,44,"Class2",58.519,85
29.794,"L","C",27.762,32.031,19.315,102.955,71.838,41,"Class1",51.4,78
40.532,"I","N",54.787,65.028,52.111,62.915,17.834,39,"Class2",31.329,79
18.75,"I","O",42.549,58.497,51.691,91.884,3.294,43,"Class2",36.591,80
65.576,"B","J",59.935,51.396,51.604,45.163,33.377,21,"Class3",60.012,17
79.243,"Z","O",77.377,56.243,45.073,35.268,24.941,35,"Class2",69.427,91
55.832,"F","O",25.482,61.46,52.339,31.344,28.548,37,"Class2",41.876,86
NA,"B","P",31.645,29.627,29.484,92.67,73.561,33,"Class1",49.264,87
52.006,"F","K",27.85,27.374,53.924,34.457,75.281,55,"Class1",44.256,87
35.664,"R","R",49.568,49.787,19.288,41.984,15.527,77,"Class3",68.164,20
62.446,"F","S",57.465,61.552,62.306,59.613,49.463,41,"Class2",49.018,90
45.076,"B","P",71.173,52.241,52.047,42.954,32.723,9,"Class3",62.964,58
75.877,"Z","Q",41.259,59.589,53.128,55.484,68.761,38,"Class2",33.37,NA
NA,"Q","Z",35.718,15.93,22.578,51.553,53.19,46,"Class1",46.62,73
83.362,"L","F",71.453,59.912,19.329,46.106,28.627,55,"Class3",78.88,28
69.149,"B","U",57.895,47.09,37.616,48.206,14.602,54,"Class3",69.429,31
54.227,"F","Y",48.274,65.874,48.605,71.422,3.539,44,"Class2",63.096,83
31.526,"L","R",85.967,51.283,54.083,39.55,23.644,79,"Class3",74.293,11
30.149,"M","J",86.954,56.186,57.887,48.27,15.72,89,"Class3",54.941,52
31.488,"Z","S",38.189,62.951,61.076,50.943,22.654,43,"Class2",40.621,84
70.338,"A","P",59.01,40.472,53.128,43.079,35.766,59,"Class3",57.584,7
41.72,"F","N",38.888,59.913,47.865,61.19,45.412,41,"Class2",47.916,94
85.79,"F","N",25.04,56.53,56.325,17.954,24.842,37,"Class2",62.155,NA
84.225,"A","F",64.342,48.656,53.779,42.987,33.106,89,"Class3",67.946,19
20.898,"L","S",46.673,60.678,52.192,42.359,71.517,38,"Class2",65.069,90
15.515,"I","N",77.863,58.616,78.105,61.92,49.024,37,"Class2",85.532,NA
61.049,"V","C",35.632,28.937,25.869,56.289,61.364,31,"Class1",39.009,94
19.176,"F","P",28.778,6.511,18.908,37.529,25.713,49,"Class1",48.728,90
85.812,"T","N",61.061,58.691,46.923,74.656,56.768,33,"Class2",60.926,88
77.693,"L","S",30.304,53.63,57.837,41.487,16.455,34,"Class2",39.047,87
31.292,"B","K",30.636,26.579,44.136,30.893,79.432,51,"Class1",63.668,68
54.179,"R","R",69.836,47.06,112.682,45.328,11.705,68,"Class3",66.068,57
54.296,"V","C",29.009,20.289,30.661,89.43,67.709,49,"Class1",43.722,80
31.094,"L","R",77.303,45.693,38.73,45.477,38.341,76,"Class3",54.248,58
63.161,"F","P",26.473,37.146,27.732,77.978,61.928,50,"Class1",63.05,NA
58.358,"F","C",29.059,24.576,36.792,85.511,65.645,51,"Class1",43.235,84
54.814,"F","P",30.396,43.118,13.982,75.019,51.854,30,"Class1",40.655,85
61.637,"L","K",31.192,33.564,16.318,29.955,67.662,38,"Class1",47.769,81
79.74,"R","F",70.161,57.743,-7.904,43.061,16.626,55,"Class3",63.615,NA
27.464,"L","Q",21.171,60.056,47.409,61.909,50.147,40,"Class2",44.157,93
61.717,"V","S",34.709,31.895,19.546,54.535,69.237,30,"Class1",37.392,67
49.517,"B","K",32.502,29.254,29.152,37.958,48.979,40,"Class1",56.494,69
30.76,"Z","S",29.622,59.671,60.903,56.345,73.494,39,"Class2",57.475,87
64.688,"R","P",58.619,56.878,41.338,45.569,32.25,13,"Class3",69.388,55
38.581,"B","F",54.278,56.665,46.394,41.889,20.09,25,"Class3",60.988,33
NA,"M","R",49.183,48.316,20.982,44.296,16.011,60,"Class3",41.754,60
85.866,"A","F",48.17,54.825,30.858,43.143,27.882,82,"Class3",83.476,11
60.7,"L","U",83.715,47.371,31.799,47.612,7.054,75,"Class3",75.651,21
33.18,"Q","S",27.236,33.739,22.668,10.906,49.756,42,"Class1",47.31,87
57.623,"L","N",44.754,63.741,50.856,1.457,28.906,36,"Class2",76.05,94
16.282,"F","N",22.099,63.7,51.779,86.273,49.382,38,"Class2",66.119,93
94.094,"M","F",72.256,45.701,46.581,41.72,24.723,32,"Class3",64.635,61
35.026,"A","R",59.159,54.224,68.626,44.073,35.956,84,"Class3",57.613,39
NA,"Q","C",33.467,20.464,31.597,33.946,64.922,42,"Class1",64.318,81
39.353,"V","Z",35.196,10.783,24.034,-13.072,50.959,29,"Class1",40.747,92
90.403,"R","U",85.149,55.889,27.245,47.354,31.193,68,"Class3",62.696,14
69.8,"T","Q",23.549,62.983,41.682,36.366,69.676,34,"Class2",54.422,85
56.992,"B","P",34.393,17.561,28.936,31.415,34.625,50,"Class1",35.901,96
83.105,"A","R",77.72,47.734,41.671,42.622,35.252,83,"Class3",55.534,51
62.926,"Q","P",28.108,21.504,36.133,72.675,62.578,38,"Class1",47.862,68
22.393,"V","P",31.499,23.63,35.937,25.713,42.064,56,"Class1",46.865,76
94.348,"L","J",86.99,43.55,46.324,46.829,13.188,30,"Class3",66.174,47
40.812,"B","Z",29.531,28.034,38.622,55.633,52.341,33,"Class1",50.452,96
38.245,"B","P",49.59,55.154,82.458,40.996,36.238,58,"Class3",66.646,51
92.665,"T","O",35.932,64.189,50.101,35.216,7.601,39,"Class2",71.464,90
31.603,"F","Z",34.844,18.129,31.447,47.428,32.292,36,"Class1",31.564,90
73.899,"M","R",79.12,56.702,78.897,46.232,20.069,47,"Class3",59.813,62
34.036,"V","K",26.424,25.116,24.817,46.976,34.504,54,"Class1",47.808,72
63.74,"F","C",31.59,29.143,22.322,32.945,53.687,37,"Class1",49.786,74
85.272,"L","U",71.588,50.418,19.532,47.041,8.071,27,"Class3",44.753,11
56.145,"B","U",54.371,67.71,55.37,38.824,7.375,18,"Class3",81.305,58
40.824,"Q","Z",34.891,37.265,25.087,22.055,45.961,31,"Class1",49.496,88
93.019,"L","J",72.634,51.857,51.299,47.88,22.64,29,"Class3",71.294,23
43.506,"I","O",58.214,61.944,41.822,110.982,36.714,33,"Class2",31.619,94
46.491,"F","C",26.905,20.277,29.677,94.154,35.958,48,"Class1",46.531,77
36.299,"Q","S",26.514,30.007,22.371,70.546,32.217,52,"Class1",39.759,73
55.419,"L","O",53.552,58.384,41.415,32.957,7.638,37,"Class2",57.743,88
66.659,"L","P",77.863,53.101,45.629,44.55,8.855,74,"Class3",53.245,28
44.013,"M","F",70.744,52.861,63.352,49.977,7.147,31,"Class3",62.457,12
NA,"R","P",81.105,58.559,44.393,38.114,29.614,57,"Class3",62.208,58
55.481,"V","K",32.624,33.824,36.052,-20.135,27.992,45,"Class1",44.933,69
21.133,"F","Q",44.235,63.17,47.292,59.733,89.463,34,"Class2",41.527,91
50.927,"L","Z",28.119,13.313,30.115,53.42,72.918,29,"Class1",46.831,68
77.528,"F","O",69.477,60.898,59.167,64.797,90.771,42,"Class2",33.131,90
84.629,"F","O",48.879,63.77,57.401,47.106,23.601,37,"Class2",59.263,85
40.131,"T","O",67.433,58.074,46.028,44.6,5.039,43,"Class2",45.74,81
53.148,"M","U",65.919,53.439,36.15,44.962,12.386,27,"Class3",62.929,59
18.236,"Z","N",42.213,63.288,62.929,41.648,62.735,44,"Class2",42.493,91
58.038,"B","R",48.968,44.852,67.15,46.284,38.306,30,"Class3",58.831,26
40.667,"L","S",29.366,9.079,19.826,81.525,47.644,44,"Class1",46.302,85
82.471,"L","Y",29.428,62.516,64.648,8.963,48.887,35,"Class2",51.296,83
85.528,"Z","O",33.599,60.664,46.201,52.385,12.027,44,"Class2",65.173,78
43.256,"F","S",36.216,25.782,36.426,79.895,42.586,38,"Class1",55.477,68
31.877,"Q","P",26.878,7.593,30.707,19.713,63.913,49,"Class1",38.88,91
73.098,"I","S",77.105,57.657,71.701,36.407,82.031,40,"Class2",65.725,79
37.583,"M","F",59.737,48.397,45.814,44.534,21.292,77,"Class3",60.663,43
26.85,"L","P",29.293,15.022,24.172,17.874,70.268,51,"Class1",31.42,87
59.385,"L","F",48.931,66.471,48.983,43.997,13.607,75,"Class3",53.943,40
38.148,"T","N",34.867,53.637,59.16,103.019,57.916,42,"Class2",48.539,87
39.589,"Z","Y",50.624,58.343,64.287,68,78.011,36,"Class2",16.714,80
55.569,"M","J",47.382,57.26,46.029,45.526,30.004,72,"Class3",71.04,18
69.497,"A","J",75.688,54.733,43.164,43.665,12.498,29,"Class3",69.758,43
41.955,"B","R",56.077,47.545,50.33,42.514,23.315,55,"Class3",57.654,35
25.031,"F","S",41.911,60.342,51.932,21.315,61.928,40,"Class2",51.618,84
64.703,"L","Y",60.037,57.997,49.317,67.657,29.638,36,"Class2",26.306,82
27.689,"F","Z",30.835,37.98,39.908,37.43,27.498,48,"Class1",27.485,94
22.87,"Q","C",35.746,19.313,44.096,25.682,80.631,36,"Class1",50.764,67
35.217,"L","S",63.604,62.419,57.116,51.584,40.865,43,"Class2",33.649,79
49.086,"L","Z",33.95,20.357,23.198,52.243,53.764,46,"Class1",43.588,68
85.23,"F","N",45.736,56.635,41.814,36.097,50.911,37,"Class2",66.755,91
76.19,"L","S",49.932,64.771,42.095,69.289,59.552,36,"Class2",38.227,88
46.114,"Z","Y",35.94,63.498,52.528,47.352,33.564,42,"Class2",53.77,88
19.334,"L","S",54.821,62.593,39.637,40.982,70.085,39,"Class2",67.661,93
70.588,"Z","Y",64.444,63.057,48.491,26.209,33.188,36,"Class2",74.459,81
75.724,"L","P",86.327,52.479,81.017,43.719,13.753,54,"Class3",62.63,25
43.389,"M","F",79.154,54.134,76.94,45.237,9.309,61,"Class3",59.542,35
24.081,"V","K",26.663,23.609,20.366,62.403,43.389,43,"Class1",53.178,69
30.855,"V","C",36.843,18.098,35.29,30.41,33.537,55,"Class1",42.397,83
93.028,"I","Y",35.533,60.446,51.58,94.977,93.934,43,"Class2",73.547,84
9.784,"T","S",54.525,60.78,58.49,21.761,52.426,42,"Class2",86.387,94
55.171,"Q","Z",33.858,33.487,40.368,37.713,60.835,37,"Class1",52.977,87
60.425,"V","C",31.962,34.967,28.427,78.209,46.2,47,"Class1",44.207,77
62.694,"B","S",27.35,18.378,40.691,92.324,66.376,48,"Class1",54.399,67
35.189,"L","P",34.108,23.129,31.758,39.966,28.959,55,"Class1",53.439,65
53.497,"Q","C",28.88,12.683,35.369,39.465,53.565,50,"Class1",43.15,81
68.959,"L","P",81.748,54.114,67.511,42.61,28.503,18,"Class3",63.81,36
71.969,"B","P",75.783,45.97,32.473,50.262,36.91,43,"Class3",62.667,38
68.222,"F","Q",62.536,60.563,59.752,63.611,13.966,34,"Class2",46.978,NA
NA,"F","Y",71.095,63.485,52.635,32.404,40.93,39,"Class2",33.473,86
87.789,"I","Q",69.52,60.377,59.356,104.798,20.199,44,"Class2",34.425,93
71.493,"I","S",72.474,61.797,42.912,36.027,65.352,35,"Class2",52.547,87
76.917,"T","O",56.899,56.239,57.722,42.828,23.321,41,"Class2",55.163,82
63.935,"R","R",60.143,54.091,63.762,51.85,21.446,10,"Class3",58.373,18
94.71,"L","U",77.012,56.904,59.383,49.565,36.877,21,"Class3",58.267,9
50.855,"L","N",29.215,61.336,52.533,31.07,79.119,40,"Class2",57.862,81
78.643,"Z","Y",35.945,62.96,53.244,73.421,60.944,37,"Class2",63.722,80
38.023,"L","Y",25.591,58.497,46.395,59.257,50.47,43,"Class2",57.485,94
80.889,"T","O",31.185,64.74,52.401,78.157,49.217,44,"Class2",38.452,NA
93.941,"R","F",52.89,48.073,34.861,43.553,41.431,82,"Class3",66.883,44
87.261,"I","Q",48.674,64.398,55.365,64.658,28.927,44,"Class2",69.476,91
31.496,"I","Q",44.795,59.832,40.714,60.867,74.113,41,"Class2",54.09,80
37.393,"L","S",33.218,65.188,48.346,64.116,58.899,42,"Class2",57.353,78
75.547,"R","R",61.993,55.485,100.289,44.348,8.777,55,"Class3",52.542,49
81.951,"F","S",48.312,60.984,66.116,32.028,5.744,36,"Class2",67.522,79
62.952,"B","R",85.464,48.926,38.963,43.579,31.014,74,"Class3",62.336,52
14.63,"I","O",68.835,66.216,54.408,54.245,72.198,33,"Class2",57.314,80
34.111,"Z","Y",73.879,52.209,49.625,59.147,76.021,40,"Class2",46.786,78
31.822,"R","U",53.849,54.974,32.49,41.653,33.683,63,"Class3",69.886,41
74.1,"M","R",63.294,39.825,102.022,42.161,28.134,27,"Class3",54.45,49
57.996,"I","Q",61.978,62.888,49.175,25.094,12.959,40,"Class2",54.066,87
89.821,"L","P",72.101,57.139,41.447,48.2,33.778,14,"Class3",79.082,54
55.174,"M","U",78.059,52.83,65.913,51.712,16.359,58,"Class3",63.352,18
40.294,"B","J",73.674,43.952,57.432,40.552,20.768,16,"Class3",72.252,51
12.739,"T","O",61.807,62.26,44.274,17.199,51.265,39,"Class2",48.032,90
73.58,"L","U",77.371,53.295,36.878,48.216,7.868,73,"Class3",60.182,55
30.392,"L","S",65.819,63.071,59.216,92.26,37.853,44,"Class2",31.317,80
19.746,"B","S",26.858,28.029,33.536,88.818,32.033,54,"Class1",57.265,75
94.242,"B","R",55.124,41.037,124.399,46.272,10.716,10,"Class3",70.037,26
54.269,"L","N",71.869,64.694,41.391,71.034,76.804,43,"Class2",62.966,82
39.372,"L","K",34.518,7.535,26.463,33.705,41.489,50,"Class1",44.687,NA
23.771,"T","Y",37.796,57.489,58.824,66.536,11.343,34,"Class2",71.817,87
66.169,"B","R",53.995,54.306,44.591,47.181,30.039,61,"Class3",62.694,18
72.663,"Z","Y",68.373,62.71,68.806,22.862,72.036,36,"Class2",70.481,90
79.359,"Z","N",43.454,60.336,60.167,62.49,51.758,35,"Class2",49.686,81
62.812,"L","Y",35.884,63.523,51.252,93.583,90.151,40,"Class2",66.235,94
NA,"B","K",34.035,18.607,23.659,55.3,47.919,28,"Class1",43.099,86
33.692,"A","U",77.434,54.446,30.001,44.964,6.578,25,"Class3",65.88,55
79.087,"A","R",53.818,56.509,29.503,47.656,10.616,50,"Class3",83.464,51
45.1,"F","K",28.108,19.211,37.129,57.958,55.1,47,"Class1",35.427,87
NA,"R","R",50.202,59.034,38.216,42.887,9.841,50,"Class3",59.519,9
NA,"L","J",50.774,49.143,42.101,49.448,10.838,72,"Class3",85.732,NA
66.942,"T","Q",31.185,60.801,47.869,63.715,56.805,37,"Class2",37.353,92
75.608,"I","O",39.807,59.424,44.708,63.375,85.217,33,"Class2",65.505,91
66.51,"R","P",59.613,42.236,76.551,46.122,28.396,57,"Class3",72.831,47
24.507,"L","P",36.298,26.259,25.279,13.83,69.009,51,"Class1",32.675,84
NA,"Q","S",26.719,18.261,17.427,36.451,49.666,42,"Class1",53.922,92
38.179,"T","S",35.827,58.69,62.459,55.124,52.227,44,"Class2",62.897,79
45.104,"V","P",27.027,11.459,44.938,37.366,83.147,38,"Class1",50.099,76
62.058,"V","S",27.32,25.146,18.874,109.011,77.655,37,"Class1",50.901,81
73.013,"A","J",79.137,57.29,43.107,40.683,17.813,74,"Class3",71.236,41
55.244,"L","Z",32.831,10.08,25.72,52.9,59.041,49,"Class1",34.984,67
55.275,"M","J",58.842,60.073,45.706,49.126,23.418,42,"Class3",71.313,35
55.879,"B","U",57.447,45.255,54.073,45.743,41.123,11,"Class3",62.668,57
63.865,"Z","Y",24.588,65.437,58.884,64.02,36.658,42,"Class2",36.412,90
69.035,"L","R",78.97,42.605,58.446,44.497,8.08,76,"Class3",58.966,43
59.292,"L","P",28.738,24.577,32.199,56.001,32.43,52,"Class1",35.123,65
46.243,"B","U",81.029,44.314,55.827,44.369,19.618,42,"Class3",56.117,19
50.128,"B","Z",36.733,24.712,25.931,45.193,29.833,28,"Class1",53.745,89
63.751,"B","P",27.548,7.248,32.344,23.792,86.193,48,"Class1",40.786,73
90.154,"Z","S",56.26,61.784,48.226,27.419,30.77,40,"Class2",23.067,80
71.897,"A","P",52.694,37.543,90.829,46.808,23.868,87,"Class3",67.16,51
76.817,"T","N",23.536,61.484,52.321,37.636,14.983,35,"Class2",57.334,83
84.592,"B","F",74.353,50.247,48.079,41.321,8.059,30,"Class3",58.551,59
12.046,"L","S",53.526,67.14,51.255,90.966,78.284,36,"Class2",35.149,83
93.947,"L","F",75.927,60.237,68.765,46.267,19.159,31,"Class3",55.357,38
28.425,"B","S",27.517,29.279,30.019,90.86,85.988,48,"Class1",40.085,83
65.658,"B","F",51.639,52.906,79.967,44.221,38.023,39,"Class3",63.627,30
88.651,"Z","O",31.19,58.861,67.814,41.95,60.325,35,"Class2",38.575,88
62.923,"I","O",60.661,59.609,57.441,24.679,21.224,37,"Class2",52.004,90
31.646,"Q","P",28.051,9.86,29.772,46.999,29.816,36,"Class1",35.102,80
89.838,"B","F",74.536,58.392,22.517,44.989,30.802,64,"Class3",67.156,35
74.374,"L","J",57.774,60.521,30.535,46.101,33.015,65,"Class3",56.162,61
72.286,"B","J",72.677,52.054,73.271,39.791,9.269,43,"Class3",59.541,44
30.889,"R","J",48.147,50.212,26.787,47.792,9.258,79,"Class3",61.474,7
62.497,"T","S",38.538,58.802,57.384,62.923,68.82,43,"Class2",67.901,93
33.653,"A","P",54.349,51.097,53.247,47.887,38.696,33,"Class3",78.842,NA
51.53,"Q","P",31.128,32.023,29.256,37.193,27.459,51,"Class1",49.563,74
60.818,"I","O",23.241,63.325,51.561,41.937,54.487,39,"Class2",60.648,92
24.096,"F","Z",28.336,20.862,31.912,41.109,33.664,30,"Class1",36.894,85
49.176,"L","S",28.626,29.195,24.924,24.698,83.136,30,"Class1",46.349,96
51.123,"T","Y",32.627,61.673,52.781,51.053,4.066,34,"Class2",72.465,81
41.852,"I","N",44.425,60.368,59.329,76.206,93.609,40,"Class2",71.447,81
56.245,"A","U",57.913,53.624,19.502,44.138,20.233,9,"Class3",52.003,47
63.413,"B","C",27.774,21.581,16.144,32.357,39.707,51,"Class1",46.436,96
31.019,"T","S",48.884,62.814,50.057,55.569,51.381,37,"Class2",44.359,88
39.229,"R","P",69.07,58.2,53.987,39.125,23.849,71,"Class3",57.457,54
39.955,"M","U",75.312,60.999,59.409,43.508,13.063,46,"Class3",56.333,20
63.452,"Q","C",31.996,22.91,30.285,83.89,86.132,35,"Class1",40.708,76
61.534,"Q","K",27.926,17.896,24.157,56.81,48.296,29,"Class1",44.606,89
35.333,"V","K",33.597,19.721,18.269,13.705,36.287,38,"Class1",38.355,71
35.907,"Q","P",36.55,22.182,26.209,70.334,50.82,31,"Class1",48.391,65
61.034,"Z","S",63.47,61.726,51.61,95.052,78.371,43,"Class2",54.944,85
81.591,"I","N",28.307,58.133,49.196,46.372,7.867,38,"Class2",64.482,79
47.621,"V","K",30.929,31.98,34.231,128.841,54.123,30,"Class1",57.73,79
61.852,"F","P",28.592,30.449,28.461,94.596,77.329,32,"Class1",42.962,75
56.101,"V","Z",26.267,34.596,24.723,13.606,33.704,32,"Class1",52.454,65
63.487,"Q","C",33.324,14.571,34.452,56.515,73.264,49,"Class1",37.444,75
70.215,"A","P",48.284,63.007,22.835,45.839,34.229,52,"Class3",77.2,37
56.856,"B","U",80.377,58.727,25.795,44.297,40.212,15,"Class3",59.763,45
77.918,"Z","N",38.079,55.411,51.039,11.499,52.58,36,"Class2",93.16,85
55.358,"B","P",77.17,53.207,83.044,49.285,21.581,61,"Class3",59.433,63
43.93,"A","J",57.216,71.508,66.634,47.439,20.887,69,"Class3",46.112,58
91.928,"L","U",70.917,56.589,67.948,41.983,7.813,47,"Class3",67.419,55
60.563,"B","R",60.502,53.83,51.55,39.933,39.581,80,"Class3",67.656,26
26.952,"V","Z",35.597,24.538,25.127,-18.682,61.125,44,"Class1",40.136,76
11.123,"Z","N",74.967,61.103,45.635,38.185,85.308,36,"Class2",41.359,90
36.381,"L","Y",35.743,64.934,49.755,61.994,30.612,42,"Class2",25.187,87
87.582,"T","Q",45.932,64.139,52.73,61.016,67.035,36,"Class2",80.212,88
29.868,"L","O",60.739,65.294,49.508,74.594,73.527,43,"Class2",79.502,86
65.659,"B","P",75.474,48.64,75.297,44.792,9.974,77,"Class3",64.85,39
25.776,"F","K",32.153,38.17,38.518,27.162,63.748,32,"Class1",50.465,66
47.398,"B","S",30.823,4.568,28.889,44.636,70.242,46,"Class1",34.315,66
71.84,"T","O",74.975,57.08,59.722,81.114,49.522,42,"Class2",59.426,88
78.084,"R","U",59.262,58.585,53.136,49.872,10.965,39,"Class3",59.848,33
83.146,"T","O",43.369,65.546,51.556,52.121,74.676,34,"Class2",70.525,78
38.59,"M","U",62.592,63.52,63.296,46.815,27.345,19,"Class3",67.164,49
46.095,"B","R",85.281,51.291,36.927,44.868,40.946,19,"Class3",62.045,18
26.396,"T","S",64.244,59.159,61.464,70.63,58.293,42,"Class2",42.391,82
59.395,"Z","Q",23.813,60.807,51.985,35.807,81.326,33,"Class2",60.606,84
64.201,"I","S",73.681,54.983,57.959,41.565,89.386,33,"Class2",54.452,94
51.001,"I","O",24.256,55.141,56.42,40.343,81.295,39,"Class2",47.076,89
73.157,"T","Y",31.447,56.498,50.632,92.884,34.071,35,"Class2",62.163,79
33.004,"F","Z",33.541,-2.49,28.294,43.462,54.752,30,"Class1",47.082,72
44.046,"I","Q",66.489,60.462,52.435,89.614,81.253,35,"Class2",46.221,80
36.445,"M","F",61.185,48.212,108.828,42.909,19.384,28,"Class3",59.61,11
58.914,"F","N",44.56,64.026,47.05,41.925,90.948,39,"Class2",40.236,78
44.884,"B","K",27.092,13.858,41.348,50.544,40.467,41,"Class1",41.822,93
57.395,"V","K",31.781,25.994,41.848,12.905,56.038,43,"Class1",48.213,84
56.124,"V","S",28.958,14.482,19.943,47.056,65.376,46,"Class1",35.986,81
42.584,"L","F",76.807,51.899,17.362,44.696,17.326,31,"Class3",52.353,64
78.832,"A","R",48.487,48.771,42.659,43.111,34.409,41,"Class3",53.887,51
27.942,"B","K",28.299,41.431,35.49,113.626,67.809,54,"Class1",47.375,91
24.604,"F","S",32.28,34.398,35.728,47.449,34.697,43,"Class1",38.429,90
28.441,"T","S",30.613,61.573,53.022,49.441,90.043,35,"Class2",41.722,93
84.071,"F","S",74.512,57.043,64.476,49.469,52.906,37,"Class2",52.437,91
86.25,"T","Y",60.271,57.911,32.535,126.903,3.248,33,"Class2",73.106,78
32.845,"A","P",74.08,56.992,55.004,44.088,40.602,69,"Class3",50.181,40
79.041,"Z","S",26.83,56.819,68.531,76.318,88.232,34,"Class2",64.579,85
73.993,"R","R",72.521,53.18,28.552,44.375,7.687,34,"Class3",72.897,NA
77.875,"A","J",74.402,56.32,11.129,42.201,32.439,46,"Class3",63.628,21
61.476,"T","Y",27.736,58.546,59.649,59.517,28.805,38,"Class2",18.874,94
60.352,"M","J",50.689,50.521,88.747,45.289,6.687,34,"Class3",64.595,40
62.694,"F","N",23.509,59.535,46.561,84.056,26.892,37,"Class2",37.337,90
18.124,"L","S",41.041,61.196,61.856,64.294,72.236,37,"Class2",70.961,89
NA,"L","Y",70.506,60.733,58.832,66.278,66.572,41,"Class2",52.605,79
89.794,"F","Q",75.828,57.74,52.344,62.529,52.698,40,"Class2",87.518,91
23.014,"B","S",31.727,9.022,33.077,-2.01,83.833,28,"Class1",49.039,66
84.067,"T","Y",64.413,61.42,71.906,58.39,44.941,33,"Class2",49.579,88
NA,"R","U",47.499,51.903,76.097,42.206,34.732,49,"Class3",63.237,52
64.519,"L","P",62.326,51.085,22.74,43.036,32.077,58,"Class3",70.73,60
25.725,"T","Y",61.005,57.224,48.516,-3.884,36.563,39,"Class2",49.886,83
68.197,"T","Y",30.251,61.801,46.649,67.165,20.59,39,"Class2",29.32,92
