"BIG1","FSM2","CKE3","PFE4","Output8","GSF5","AQD6","EMF7","REC8","CHK9"
59,61.882,18.676,10.929,"Class2",27.686,73.806,"K",44.97,61.64
41,64.229,2.198,31.375,"Class2",27.162,74.643,"K",45.991,56.921
23,55.263,78.47,49.091,"Class1",45.452,32.019,"H",62.33,45.255
62,62.02,28.86,41.598,"Class2",20.637,73.606,"Y",40.838,87.751
58,49.46,20.633,81.523,"Class3",67.616,33.508,"I",37.985,26.62
53,50.007,8.071,81.552,"Class3",75.147,48.505,"N",38.566,34.464
55,50.426,11.983,82.983,"Class3",76.53,31.081,"M",63.348,39.115
56,49.904,16.377,85.405,"Class3",60.995,12.762,"N",50.569,24.489
72,62.065,NA,46.84,"Class2",39.506,74.726,"K",47.721,43.469
57,49.767,42.753,93.272,"Class3",65.974,53.604,"H",46.484,41.286
56,50.08,3.392,88.83,"Class3",60.404,51.805,"I",49.271,41.696
56,49.683,11.036,92.384,"Class3",58.09,45.142,"M",49.64,22.431
56,49.089,22.361,88.833,"Class3",56.734,52.939,"I",57.108,45.767
56,49.985,6.844,92.021,"Class3",74.942,52.547,"N",42.404,33.593
26,56.266,82.026,44.12,"Class1",42.838,21.353,"Y",71.622,51.991
23,60.664,72.494,65.062,"Class1",44.312,28.059,"A",81.505,53.548
24,62.829,NA,82.872,"Class1",50.46,35.546,"A",64.579,43.148
71,63.178,17.104,49.446,"Class2",34.17,73.532,"U",56.432,65.851
52,49.082,NA,88.165,"Class3",70.779,21.306,"H",48.051,14.544
55,50.06,59.752,91.139,"Class3",72.684,8.103,"N",49.17,15.051
60,51.024,10.33,91.625,"Class3",68.676,47.582,"N",55.235,57.888
23,57.486,90.682,30.201,"Class1",35.77,28.423,"Y",87.239,64.388
26,42.153,72.572,67.263,"Class1",26.579,21.356,"T",89.631,46.926
54,49.258,59.306,81.645,"Class3",61.063,40.149,"H",38.299,45.801
28,33.116,58.567,58.586,"Class1",74.854,25.605,"H",64.882,60.293
42,62.43,18.94,57.956,"Class2",24.905,73.444,"A",37.177,76.204
58,49.972,4.412,80.128,"Class3",64.95,23.732,"I",61.231,43.688
60,64.811,22.857,61.643,"Class2",36.598,73.948,"A",59.247,54.523
67,63.451,21.195,50.349,"Class2",26.67,73.223,"K",54.469,67.412
29,60.204,68.407,43.374,"Class1",39.583,18.436,"T",68.15,57.598
27,65.262,60.189,58.479,"Class1",48.949,20.779,"V",64.023,44.259
61,49.625,55.503,77.003,"Class3",65.345,36.98,"M",50.575,23.099
62,62.053,8.776,34.509,"Class2",24.288,73.624,"Y",53.417,32.491
53,49.489,43.58,79.106,"Class3",65.828,38.975,"H",65.789,26.57
29,11.905,93.194,60.168,"Class1",38.729,39.144,"H",68.152,45.867
66,63.562,24.674,-3.206,"Class2",53.272,74.513,"U",58.53,48.664
59,63.935,19.738,45.63,"Class2",26.71,73.43,"U",59.032,89.778
26,43.368,67.032,54.322,"Class1",28.593,35.958,"H",67.39,51.106
59,49.617,27.945,100.603,"Class3",75.419,34.584,"M",39.869,42.522
53,50.334,22.957,82.98,"Class3",73.998,49.367,"A",49.556,26.699
58,61.719,5.028,NA,"Class2",38.929,73.588,"M",67.555,77.684
57,63.305,34.375,50.514,"Class2",25.026,74.863,"M",51.049,38.854
24,36.395,80.058,37.298,"Class1",48.444,27.525,"A",61.107,47.943
72,63.043,19.803,59.909,"Class2",28.685,73.059,"U",57.399,61.324
44,60.757,36.185,45.03,"Class2",24.839,74.43,"K",54.736,52.735
55,50.76,35.74,79.749,"Class3",59.892,42.89,"H",43.186,34.936
28,70.002,74.1,67.44,"Class1",18.943,27.84,"Y",88.22,38.875
23,72.612,82.942,32.412,"Class1",23.441,29.868,"V",91.978,51.021
60,62.388,16.393,25.324,"Class2",27.198,73.028,"A",62.308,44.127
45,61.237,9.791,60.662,"Class2",33.266,74.125,"Y",47.666,66.311
26,74.496,79.904,46.998,"Class1",48.449,21.556,"T",71.898,52.475
59,49.308,61.207,90.262,"Class3",71.088,26.432,"I",45.518,18.655
29,35.718,67.154,57.009,"Class1",46.98,32.664,"T",92.061,44.571
28,84.951,62.809,102.173,"Class1",28.374,20.738,"T",87.612,53.154
71,61.789,NA,59.387,"Class2",31.354,74.113,"U",66.654,71.964
26,74.339,80.545,NA,"Class1",43.848,23.597,"V",73.697,55.062
61,49.508,NA,90.8,"Class3",62.709,22.776,"A",38.693,12.406
55,50.941,7.913,80.92,"Class3",70.263,52.714,"A",50.376,20.098
73,60.664,34.173,71.747,"Class2",39.267,74.201,"A",64.49,102.45
