"YLU1","CRS2","GMA3","OLA4","Output13","OWP5","GVZ6","FHC7","AOQ8","QMC9","TKA10","UJR11","IBX12"
34.304,29.309,49.518,55,"Class2","T","F",42.428,10,39.097,56.316,52.927,50.975
19.811,24.29,36.16,86,"Class1","Z","H",60.305,52,39.931,3.279,24.14,75.846
6.463,71.733,40.035,49,"Class1","I","H",63.911,53,32.467,1.897,73.415,73.636
34.664,25.64,47.722,57,"Class2","T","F",39.979,10,54.154,70.524,63.804,35.267
15.472,44.644,26.956,42,"Class1","Z","P",58.552,58,23.306,1.979,56.204,71.155
22.502,30.872,47.776,52,"Class2","S","E",55.442,8,32.656,30.972,21.007,18.745
8.108,66.646,30.992,96,"Class1","Z","P",52.511,54,39.549,3.923,34.864,64.356
62.137,56.62,74.747,77,"Class3","G","K",87.095,65,38.728,23.119,28.669,28.474
7.2,40.189,28.039,69,"Class1","I","D",53.722,55,38.23,2.035,38.94,70.357
14.661,96.673,13.259,54,"Class1","I","I",62.302,NA,55.123,4.334,65.002,66.551
16.484,81.647,5.337,78,"Class1","I","D",63.4,58,21.832,2.239,61.281,65.076
44.714,31.128,79.449,72,"Class3","G","K",76.546,68,39.845,29.523,36.997,41.127
16.975,53.458,88.259,70,"Class3","Y","L",83.315,79,42.423,18.479,30.99,33.864
14.047,65.389,20.013,46,"Class1","H","C",66.59,58,29.894,2.48,58.143,71.625
31.95,42.867,56.029,48,"Class2","T","E",32.621,11,52.08,21.641,37.947,7.383
29.293,33.941,80.535,87,"Class3","G","J",82.08,65,40.599,26.42,32.187,27.041
24.364,53.208,48.852,50,"Class2","T","X",33.481,9,37.559,114.02,18.078,-3.775
33.718,38.78,53.16,53,"Class2","R","E",52.547,NA,43.605,47.419,54.494,65.692
24.274,57.641,3.258,49,"Class1","H","D",61.945,55,13.645,2.881,30.538,70.362
70.719,36.174,78.412,90,"Class3","T","K",77.368,75,40.274,26.462,30.147,21.356
30.581,41.745,80.737,65,"Class3","A","J",85.919,NA,35.874,21.967,34.515,75.594
21.181,90.287,32.127,56,"Class1","H","P",65.679,56,24.698,1.359,25.253,64.734
21.174,65.259,33.862,78,"Class1","K","I",52.016,56,47.654,2.536,65.551,67.888
12.603,88.374,53.507,50,"Class1","I","H",52.612,57,21.896,4.044,28.506,69.064
19.922,68.833,20.922,48,"Class1","Z","C",62.628,52,31.268,0.333,64.449,71.933
23.329,35.531,2.588,55,"Class1","Z","H",63.689,55,32.151,1.725,28.824,66.712
83.133,55.201,74.761,70,"Class3","A","K",76.655,79,35.968,20.375,40.408,7.615
22.859,40.523,26.452,77,"Class1","K","H",55.317,58,41.912,1.026,49.763,64.967
6.147,51.583,15.467,57,"Class1","H","P",58.858,58,34.132,1.246,51.788,70.199
31.195,58.808,47.096,61,"Class2","J","F",40.702,NA,52.22,43.296,24.073,51.02
35.564,26.529,81.33,48,"Class2","T","O",29.867,8,43.538,40.355,60.371,9.667
NA,34.669,25.707,92,"Class1","I","H",64.478,NA,21.64,3.141,71.675,69.321
10.796,73.842,39.32,44,"Class1","K","C",67.827,56,44.452,2.659,60.124,75.27
31.263,34.9,67.198,54,"Class2","T","F",52.791,8,49.579,14.593,61.177,38.41
77.224,47.64,90.99,76,"Class3","P","L",74.922,77,39.245,29.077,19.389,40.337
16.424,25.296,26.511,84,"Class1","H","P",51.039,58,33.721,3.338,26.02,69.681
9.17,81.249,42.533,87,"Class1","R","I",51.86,54,40.769,4.227,37.5,68.305
36.637,30.084,71.075,79,"Class3","T","F",74.672,74,39.38,32.494,28.346,27.368
83.26,37.532,64.687,75,"Class3","P","J",87.434,71,38.441,23.79,37.744,87.511
44.217,52.902,86.631,86,"Class3","T","M",82.298,67,41.661,23.13,40.344,4.235
23.46,27.125,22.593,70,"Class1","I","P",63.901,58,4.632,2.527,40.935,77.386
27.423,32.278,57.99,45,"Class2","J","F",26.91,11,39.431,87.098,49.669,34.49
28.05,56.933,59.798,51,"Class2","J","Y",47.34,10,40.035,34.962,57.19,62.497
8.215,45.605,24.325,95,"Class1","Z","I",53.529,53,19.569,0.827,60.615,67.457
23.016,47.575,58.948,54,"Class2","R","F",54.84,9,20.518,83.452,62.255,-23.643
14.696,97.964,10.053,54,"Class1","K","D",63.739,57,21.942,2.28,29.32,68.907
10.933,88.014,16.733,76,"Class1","K","C",64.811,55,29.902,2.026,71.295,68.587
24.002,37.953,41.561,66,"Class1","H","D",66.98,58,49.605,2.801,60.021,69.205
15.792,22.881,12.87,79,"Class1","K","H",61.474,55,50.58,4.116,57.147,62.383
81.583,35.847,70.43,75,"Class3","P","L",90.138,74,40.279,23.372,30.449,85.934
13.666,49.784,83.446,86,"Class3","T","M",89.992,67,39.677,31.359,30.419,79.264
55.83,30.54,76.677,69,"Class3","T","J",86.626,69,40.385,30.429,36.472,44.844
57.18,30.018,80.286,68,"Class3","T","J",90.596,70,39.734,26.111,39.744,48.377
33.197,34.174,50.535,49,"Class2","J","E",33.296,9,52.507,49.516,54.453,10.509
52.381,56.944,88.421,70,"Class3","G","F",77.582,77,36.324,21.26,34.832,4.355
40.629,33.32,86.186,65,"Class3","A","L",83.361,71,43.781,26.743,22.783,-74.336
13.681,20.418,22.364,73,"Class1","R","P",57.803,58,51.177,2.096,43.843,71.849
35.922,67.53,31.635,50,"Class2","T","E",43.34,9,48.405,13.378,31.982,44.018
7.068,95.71,24.017,62,"Class1","K","I",56.235,57,24.799,4.141,60.96,67.51
18.676,61.728,43.029,84,"Class1","I","C",65.392,58,25.985,2.333,23.881,66.187
28.427,46.277,31.622,49,"Class2","T","E",43.769,8,33,22.346,32.621,60.46
23.494,61.498,62.807,44,"Class2","S","X",46.34,NA,40.689,58.662,24.676,46.663
30.493,29.612,51.024,50,"Class2","R","X",37.214,9,50.569,71.314,57.731,32.133
8.737,35.418,69.21,87,"Class3","T","J",76.781,75,39.887,25.872,30.335,110.029
35.577,36.416,52.968,49,"Class2","T","X",31.19,11,45.897,49.868,46.205,41.983
23.064,46.342,81.045,76,"Class3","P","J",73.981,76,38.898,22.529,40.76,86.038
16.838,25.584,17.821,80,"Class1","R","H",56.659,57,17.279,5.453,44.11,73.528
54.338,54.853,85.692,89,"Class3","G","L",87.122,68,40.113,28.589,36.376,72.947
21.346,37.603,26.464,50,"Class1","K","P",53.77,57,29.903,1.725,41.722,71.379
46.53,33.746,85.315,84,"Class3","P","J",87.544,78,38.518,23.406,41.337,37.992
24.398,88.799,15.042,61,"Class1","K","C",52.712,56,45.987,4.175,55.332,68.293
27.511,33.709,46.596,58,"Class2","J","X",43.305,9,38.198,32.419,19.977,-0.156
28.721,60.029,50.384,46,"Class2","T","F",39.776,10,46.099,41.529,58.564,12.115
15.74,24.1,52.331,89,"Class1","Z","H",56.974,53,22.58,1.382,62.898,73.943
17.781,30.502,85.948,86,"Class3","A","L",85.559,64,41.435,19.225,40.239,46.578
33.773,36.228,47.319,57,"Class2","Z","E",39.274,10,62.27,65.462,39.502,45.431
19.877,79.425,12.544,97,"Class1","K","P",55.394,53,16.74,2.306,69.439,70.637
24.623,88.054,25.973,90,"Class1","H","D",57.673,57,33.502,0.091,38.867,76.999
59.57,47.267,82.964,86,"Class3","P","J",88.607,73,39.179,29.372,39.407,19.08
6.272,66.092,32.326,90,"Class1","H","H",56.469,58,36.994,4.327,42.637,72.295
30.674,52.717,49.06,52,"Class2","T","O",29.975,9,44.785,80.119,21.455,39.116
28.518,54.66,48.282,49,"Class2","R","O",47.848,10,45.99,26.879,16.672,62.714
NA,36.429,80.417,73,"Class3","T","M",79.917,67,40.528,22.667,23.459,71.783
35.055,53.12,45.266,53,"Class2","S","E",57.923,8,39.293,64.79,51.435,64.848
61.934,64.196,80.807,79,"Class3","T","L",72.708,70,39.137,21.973,24.044,46.834
89.167,60.687,82.302,67,"Class3","Y","K",76.612,71,38.579,20.203,25.437,36.173
17.975,71.073,23.345,96,"Class1","R","D",53.588,54,57.316,2.419,65.392,69.486
27.331,66.047,49.181,50,"Class2","J","Y",27.257,11,48.612,20.93,58.879,32.402
12.767,61.571,0.207,67,"Class1","I","C",55.593,57,55.388,1.337,50.152,70.332
87.938,41.009,91.478,65,"Class3","Y","M",74.336,79,36.175,32.742,29.263,45.529
31.413,58.491,27.76,54,"Class2","J","E",48.914,8,44.865,78.921,37.947,44.074
29.859,64.533,45.081,58,"Class2","S","O",30.314,10,34.029,42.385,17.843,19.693
10.905,20.426,21.753,90,"Class1","I","C",51.307,58,23.245,2.458,27.938,68.426
24.19,39.496,75.939,55,"Class2","R","E",54.435,8,44.277,76.202,62.402,45.871
9.869,33.942,69.955,85,"Class3","A","L",83.631,69,39.691,22.889,37.537,27.41
12.197,88.306,16.49,87,"Class1","I","P",57.992,56,49.746,2.131,37.543,68.59
26.154,62.956,57.995,87,"Class3","A","M",79.815,73,42.44,27.875,32.643,47.66
24.686,68.523,59.416,48,"Class2","Z","F",52.983,NA,52.051,60.18,66.391,7.118
5.796,65.102,-23.678,59,"Class1","I","P",61.784,55,19.959,3.81,32.456,69.969
14.711,54.785,79.647,82,"Class3","T","F",90.093,78,41.293,18.936,30.65,45.467
57.755,38.874,79.674,86,"Class3","A","L",76.298,65,40.672,32.461,20.237,70.771
7.865,63.611,6.27,95,"Class1","Z","P",62.013,54,53.261,0.452,72.455,74.686
16.069,39.034,76.372,64,"Class3","T","K",79.714,69,38.327,19.133,34.44,27.901
NA,33.036,71.38,48,"Class2","J","Y",47.136,10,36.786,25.766,19.571,53.157
NA,49.534,67.906,80,"Class3","T","M",74.338,64,37.444,24.203,31.292,56.939
20.373,28.958,54.296,65,"Class1","R","D",52.641,57,49.608,3.369,45.439,67.165
58.994,38.862,77.734,65,"Class3","P","F",83.805,66,40.044,25.062,28.059,38.962
NA,24.251,60.957,53,"Class2","T","Y",27.295,9,45.303,45.973,35.343,18.193
25.159,27.497,65.631,57,"Class2","S","F",51.916,11,39.419,9.266,62.544,35.299
14.628,29.685,30.068,63,"Class1","K","P",62.777,58,26.221,1.824,29.067,69.442
38.02,45.594,75.417,88,"Class3","G","M",72.944,73,40.543,27.91,20.592,62.435
29.001,64.126,27.539,54,"Class2","Z","O",57.732,10,39.939,7.436,62.431,73.246
57.426,31.794,66.459,67,"Class3","T","L",87.804,68,38.341,29.202,26.108,82.842
8.429,74.476,28.333,69,"Class1","Z","I",65.885,54,16.562,2.406,58.286,72.71
25.092,23.306,9.658,90,"Class1","I","C",57.075,57,22.893,2.731,48.148,72.035
51.297,62.384,85.973,66,"Class3","G","F",77.364,73,42.547,27.707,33.701,39.39
30.151,44.268,46.532,49,"Class2","S","Y",38.968,9,46.827,55.027,65.133,40.083
24.845,33.346,56.879,53,"Class2","R","E",34.591,9,53.321,27.274,21.634,49.829
73.359,57.334,80.692,81,"Class3","G","F",90.158,74,39.347,21.239,32.404,-1.068
30.177,60.415,72.998,86,"Class3","G","L",79.269,72,38.872,22.443,40.359,68.216
19.465,62.246,89.253,89,"Class3","G","M",86.915,66,38.717,30.515,32.095,41.521
6.92,34.059,11.249,79,"Class1","Z","C",60.356,57,21.767,1.964,71.018,70.987
6.348,29.412,76.815,75,"Class3","A","K",89.157,68,38.25,22.927,29.373,-62.799
9.808,35.438,71.856,72,"Class3","Y","L",85.447,73,39.62,28.549,35.366,5.505
9.16,80.382,15.365,46,"Class1","H","I",55.804,54,40.207,2.066,36.681,66.956
22.372,41.161,34.206,67,"Class1","Z","C",51.373,52,31.287,3.1,58.39,65.442
18.096,21.8,24.471,90,"Class1","R","H",62.103,56,12.079,2.67,67.554,67.268
74.155,56.211,75.377,76,"Class3","G","J",86.764,68,40.004,22.277,34.182,53.261
27.95,50.502,80.002,46,"Class2","Z","F",40.127,11,48.623,51.348,47.478,77.261
11.673,24.844,30.763,89,"Class1","H","C",52.873,55,14.403,2.303,42.967,72.829
6.234,30.335,27.095,44,"Class1","Z","P",57.86,55,13.206,3.312,45.513,69.47
26.804,64.975,92.169,64,"Class3","G","J",77.334,75,39.964,24.813,28.988,53.669
29.709,66.619,54.773,47,"Class2","S","F",34.208,10,30.632,27.814,64.958,32.555
22.6,30.512,45.457,54,"Class2","S","E",42.765,10,37.725,70.029,38.238,9.47
8.304,84.086,32.171,54,"Class1","Z","D",62.283,53,19.117,4.768,63.624,72.141
19.247,97.779,28.761,89,"Class1","K","P",63.466,55,38.513,2.76,45.595,66.885
35.894,66.588,51.102,51,"Class2","J","Y",28.004,10,36.084,34.945,22.69,19.354
21.733,66.834,39.735,74,"Class1","Z","P",65.835,54,37.312,1.7,66.685,73.318
22.219,33.785,36.074,72,"Class1","I","P",60.134,58,25.726,2.942,35.409,73.411
28.737,51.179,55.398,53,"Class2","S","E",51.445,10,37.658,64.385,29.51,23.034
27.798,56.902,70.359,49,"Class2","T","X",27.966,10,44.398,29.201,59.118,26.516
35.04,25.994,48.309,54,"Class2","S","E",29.889,9,48.396,91.385,56.749,41.189
35.927,67.802,40.293,53,"Class2","J","X",55.28,8,41.145,23.231,51.1,64.83
70.191,45.838,86.145,81,"Class3","T","K",85.672,64,38.594,21.969,28.811,101.295
19.644,57.12,68.747,72,"Class3","T","F",76.346,69,40.504,24.084,29.696,33.095
23.998,48.783,86.894,69,"Class3","T","L",72.316,81,40.696,27.353,32.711,86.161
26.259,60.701,39.284,55,"Class2","T","E",35.332,9,36.108,34.824,26.095,43.922
19.373,53.541,26.378,92,"Class1","I","P",54.351,55,30.086,4.198,57.966,69.516
15.959,22.919,49.659,70,"Class1","H","P",53.495,53,23.167,2.33,58.05,71.63
27.258,47.411,61.561,55,"Class2","Z","X",33.609,8,36.175,84.514,68.379,53.328
73.952,30.57,76.416,73,"Class3","A","J",86.509,67,37.896,33.41,26.91,41.158
9.722,41.429,78.604,89,"Class3","P","L",90.737,NA,36.85,22.867,42.132,21.811
23.711,43.169,83.576,73,"Class3","G","M",73.697,69,43.399,17.211,34.56,71.79
72.351,50.163,68.727,82,"Class3","Y","L",82.667,68,38.762,21.733,25.548,93.485
17.427,32.07,57.045,86,"Class1","Z","I",66.174,52,12.237,0.856,27.44,70.242
22.218,63.999,54.089,61,"Class2","R","E",31.408,10,39.73,46.694,53.596,26.918
92.883,52.422,72.947,72,"Class3","Y","J",74.324,68,40.382,31.334,21.854,40.011
29.967,45.407,72.856,73,"Class3","T","J",76.587,74,38.178,27.476,27.651,75.962
39.901,52.209,74.328,68,"Class3","A","J",76.299,75,41.183,23.001,20.079,35.055
19.348,58.395,25.972,81,"Class1","I","D",61.908,54,26.043,2.513,55.434,71.565
7.467,56.154,89.589,71,"Class3","A","F",83.702,73,40.715,19.996,33.732,91.06
25.909,47.644,75.277,90,"Class3","Y","J",72.309,68,43.876,30.546,22.48,60.774
68.129,58.295,85.258,78,"Class3","Y","K",74.547,72,38.196,27.938,31.797,22.969
17.897,79.337,28.604,53,"Class1","I","P",54.059,53,28.34,1.988,49.437,73.201
26.041,59.488,10.249,86,"Class1","Z","H",53.553,52,23.901,3.2,64.276,67.72
58.326,29.969,82.424,86,"Class3","T","M",82.628,72,40.602,22.654,37.002,47.84
22.116,84.45,55.094,49,"Class1","H","H",63.746,53,33.734,2.424,70.866,68.513
78.373,54.276,69.752,64,"Class3","G","L",84.494,78,39.592,19.607,23.621,18.098
13.617,70.473,34.914,86,"Class1","I","C",63.169,58,25.182,2.271,66.284,70.447
27.836,67.491,30.478,52,"Class2","S","Y",32.083,10,38.185,26.574,22.501,28.942
12.287,92.991,27.401,56,"Class1","R","I",67.785,56,18.647,3.828,66.135,71.973
NA,77.408,26.744,55,"Class1","K","H",54.502,54,28.915,3.458,27.653,73.071
30.715,35.404,52.558,52,"Class2","Z","Y",33.693,9,56.663,34.475,32.852,24.995
28.69,40.088,62.951,55,"Class2","J","F",32.809,8,54.092,100.07,27.119,22.077
6.613,76.801,25.535,46,"Class1","I","P",60.314,58,25.623,2.426,32.795,66.619
34.287,31.097,58.73,57,"Class2","S","F",38.508,10,32.082,1.466,54.443,47.43
33.18,46.197,78.815,90,"Class3","P","K",75.451,74,40.824,33.591,39.603,54.987
15.397,88.978,34.5,84,"Class1","Z","C",59.629,52,22.989,3.412,39.745,60.997
28.032,68.862,51.16,52,"Class2","J","Y",30.542,10,43.779,66.442,58.832,16.422
17.835,28.248,30.773,67,"Class1","H","H",53.32,54,36.037,3.177,45.957,65.647
22.673,76.389,54.667,97,"Class1","Z","I",52.296,52,59.104,1.338,24.941,67.584
34.797,64.667,63.132,45,"Class2","R","E",56.84,8,53.037,61.123,21.802,28.477
22.262,30.875,35.844,52,"Class2","S","F",53.669,NA,32.248,47.665,36.191,33.887
92.937,47.27,69.834,69,"Class3","P","F",80.804,NA,37.515,24.743,32.918,35.804
18.576,62.759,21.322,57,"Class1","Z","D",56.253,52,43.912,0.906,31.314,64.636
9.284,92.666,49.787,69,"Class1","I","C",64.591,52,10.001,0.964,38.416,75.192
NA,61.519,37.189,42,"Class1","I","P",59.697,58,40.917,2.477,60.124,74.574
54.474,60.792,76.827,80,"Class3","Y","F",89.214,NA,39.265,21.321,39.653,23.099
7.666,43.435,8.814,98,"Class1","H","I",61.261,55,13.651,3.282,55.204,70.955
NA,35.21,71.764,86,"Class3","G","L",72.712,74,41.056,23.929,40.566,69.552
10.243,30.938,26.331,53,"Class1","K","H",59.994,57,22.581,3.516,67.384,62.426
29.128,39.855,30.804,61,"Class2","T","X",40.274,10,44.339,31.65,53.159,58.447
19.127,96.956,33.443,51,"Class1","I","C",57.248,56,16.629,2.146,32.059,75.323
17.07,52.214,40.185,46,"Class1","K","C",65.013,57,46.825,3.242,70.687,66.038
29.473,26.839,67.221,54,"Class2","T","F",43.875,9,49.893,48.916,68.256,38.031
33.636,66.778,52.209,46,"Class2","Z","Y",29.256,8,36.022,46.364,66.969,40.81
23.562,31.88,48.866,63,"Class1","H","C",67.491,53,24.767,4.872,49.75,64.651
11.094,39.986,85.405,81,"Class3","G","M",76.847,65,40.612,22.754,24.634,32.953
30.657,30.438,38.819,56,"Class2","J","F",49.581,10,50.969,41.027,28.26,40.421
59.198,40.72,77.524,84,"Class3","T","L",88.097,75,41.648,18.991,37.67,75.963
79.885,39.323,65.683,75,"Class3","P","F",83.07,65,38.7,23.337,33.514,51.038
15.119,71.885,33.769,86,"Class1","Z","D",58.308,58,24.827,4.096,62.731,66.934
22.03,57.277,61.673,46,"Class2","J","Y",33.592,11,61.441,28.976,54.311,22.141
31.745,40.133,44.05,61,"Class2","J","F",31.738,8,43.281,24.243,30.371,-0.444
33.393,41.643,91.124,47,"Class2","Z","O",30.073,8,50.171,65.287,53.609,2.298
14.677,61.896,34.228,49,"Class1","R","D",52.303,NA,23.577,3.835,71.799,64.37
22.61,41.43,31.014,44,"Class1","H","C",63.185,56,27.634,2.489,47.007,70.526
65.434,49.064,78.061,74,"Class3","T","M",81.328,69,42.183,25.551,20.11,46.192
13.184,83.751,35.724,52,"Class1","I","C",61.706,54,38.512,2.354,63.92,69.587
47.506,63.348,76.938,77,"Class3","A","F",73.815,NA,40.424,25.333,23.142,33.137
21.12,21.56,20.539,75,"Class1","K","P",64.263,56,41.785,0.429,65.964,66.65
24.992,57.735,24.915,71,"Class1","I","I",54.164,52,27.039,3.311,53.71,69.71
22.105,27.966,57.305,56,"Class2","R","E",52.531,9,47.498,57.18,35.779,73.336
22.901,65.583,57.532,54,"Class2","S","Y",41.627,NA,43.587,45.814,54.16,42.099
32.106,43.426,46.979,57,"Class2","J","O",44.266,11,45.374,67.474,53.707,4.903
57.83,50.657,70.515,84,"Class3","T","J",75.654,69,41.119,19.222,38.744,89.489
20.188,28.024,26.601,63,"Class1","R","D",54.724,52,30.49,1.614,71.758,70.241
29.039,51.658,75.29,85,"Class3","T","L",81.793,81,38.181,21.919,32.47,58.677
8.546,57.173,23.858,50,"Class1","R","P",56.394,55,30.446,1.975,44.342,65.668
53.69,29.9,85.878,90,"Class3","Y","K",83.826,77,38.432,27.17,27.362,43.419
10.86,53.82,11.201,77,"Class1","R","C",51.768,54,16.488,3.263,73.061,65.604
30.147,32.616,51.359,57,"Class2","R","X",28.733,9,49.962,39.675,41.679,76.789
72.095,59.292,67.13,87,"Class3","P","K",74.031,66,35.499,20.924,27.264,89.815
66.243,57.104,74.435,84,"Class3","Y","K",83.399,72,40.945,21.971,36.741,99.208
NA,23.913,27.182,49,"Class1","R","I",60.037,55,35.999,3.847,30.74,66.754
22.761,81.214,11.232,95,"Class1","Z","P",66.635,57,26.266,4.41,36.693,64.509
24.314,46.703,73.049,84,"Class3","G","F",75.625,66,41.201,20.629,25.871,107.961
63.476,33.613,79.019,88,"Class3","G","K",79.495,79,43.189,18.885,34.184,72.799
25.048,58.396,-6.215,88,"Class1","Z","I",66.153,57,37.82,2.849,44.836,69.835
17.795,29.155,12.653,86,"Class1","I","D",67.335,52,33.905,1.404,63.799,71.435
11.202,42.311,32.56,44,"Class1","Z","C",65.281,56,29.361,1.291,28.609,70.87
33.04,59.04,34.428,55,"Class2","T","O",31.481,9,51.942,34.495,20.997,60.321
34.18,62.957,78.306,48,"Class2","S","O",52.443,11,52.038,73.991,38.63,26.358
19.755,92.423,42.246,95,"Class1","Z","D",65.718,57,33.051,1.717,46.188,70.913
35.402,28.939,54.296,57,"Class2","S","O",45.65,11,37.483,53.631,48.519,20.493
60.153,62.949,82.61,71,"Class3","A","F",75.06,80,39.36,23.965,23.288,65.761
68.868,41.671,68.688,85,"Class3","Y","K",83.422,76,40.62,19.428,30.741,66.956
27.232,40.138,55.056,46,"Class2","R","Y",43.803,9,51.743,53.024,20.883,24.966
7.997,62.838,3.665,43,"Class1","R","C",56.281,54,19.987,3.004,60.538,72.946
22.594,58.924,46.586,51,"Class2","R","Y",31.462,10,56.907,40.325,60.776,10.201
22.85,25.751,28.848,58,"Class2","J","O",40.33,10,44.582,21.131,29.504,44.965
23.572,42.124,49.362,58,"Class2","J","O",31.144,11,51.473,41.483,45.525,61.094
31.533,51.089,59.077,52,"Class2","T","Y",44.942,8,41.174,67.063,47.057,6.306
89.884,46.687,77.844,70,"Class3","A","L",90.279,79,39.322,22.289,29.906,12.423
25.429,47.706,51.587,57,"Class2","J","E",43.845,11,50.096,92.251,52.086,36.517
91.227,40.329,86.202,83,"Class3","P","L",80.58,NA,40.564,30.475,33.108,83.46
40.691,59.274,82.193,67,"Class3","Y","F",84.767,67,39.728,23.059,23.031,43.545
5.45,77.51,5.692,53,"Class1","I","I",66.496,54,12.673,3.164,54.193,68.987
61.644,39.008,77.825,76,"Class3","P","J",82.524,75,40.831,25.912,27.576,11.604
92.442,28.369,90.737,65,"Class3","A","J",79.828,77,37.819,21.156,41.694,96.064
33.224,36.523,70.544,54,"Class2","S","O",56.484,11,40.49,54.026,54.59,11.5
22.12,52.988,61.359,58,"Class2","S","F",30.181,9,45.29,39.379,69.209,71.448
18.116,55.719,43.435,49,"Class1","K","D",64.592,55,25.456,1.498,54.804,67.946
23.603,77.469,31.44,46,"Class1","K","H",67.065,53,41.238,2.228,56.668,68.939
24.153,31.441,54.98,44,"Class2","S","X",54.286,8,35.928,14.479,54.777,27.229
74.434,45.869,85.557,66,"Class3","T","F",81.513,74,38.702,25.232,21.366,-12.425
18.372,85.998,23.711,51,"Class1","Z","H",65.332,55,10.056,2.072,48.317,63.202
29.303,26.7,54.416,56,"Class2","R","E",44.376,11,40.281,56.43,39.068,36.436
23.077,50.514,47.238,51,"Class2","S","E",27.48,NA,51.167,46.195,67.259,28.154
26.086,32.898,8.212,65,"Class1","Z","C",53.365,53,18.13,0.86,36.604,69.467
NA,52.546,74.83,83,"Class3","A","J",90.832,NA,39.903,26.928,32.879,28.147
24.362,34.234,25.903,53,"Class1","H","P",67.386,52,17.893,3.723,44.115,78.061
27.58,42.599,61.541,48,"Class2","J","O",53.775,8,49.767,48.656,62.835,55.027
NA,28.089,90.702,83,"Class3","Y","M",86.582,80,39.249,26.474,39.066,59.478
NA,56.761,29.884,98,"Class1","R","I",59.585,55,13.097,1.902,35.728,67.934
29.636,40.905,72.287,52,"Class2","S","O",51.582,9,50.175,46.244,46.929,2.001
66.252,29.153,94.61,64,"Class3","G","J",90.182,70,36.588,26.508,29.707,43.17
34.293,48.328,59.269,52,"Class2","T","E",46.785,10,44.579,27.294,20.184,13.123
60.857,54.022,67.063,90,"Class3","T","J",80.889,72,37.841,22.853,26.876,66.915
NA,43.114,74.679,66,"Class3","G","M",72.028,70,40.539,22.775,42.356,82.071
51.435,37.691,77.438,77,"Class3","P","L",86.113,67,38.275,21.032,25.375,59.137
27.64,63.524,59.434,58,"Class2","S","X",38.247,11,41.019,16.132,57.469,45.391
10.089,69.338,9.246,77,"Class1","K","C",65.685,55,21.256,1.427,53.383,73.653
29.138,46.845,65.18,58,"Class2","Z","Y",29.17,9,43.505,55.115,52.04,55.313
22.523,61.278,31.3,60,"Class2","R","F",56.405,10,52.476,56.259,66.435,30.132
8.752,39.613,21.316,71,"Class1","Z","H",57.126,54,28.802,1.843,38.835,69.34
