"BXE1","PFV2","EVF3","DCN4","LUK5","Output25","YVS6","WGI7","HFI8","JAO9","PKG10"
73.887,"G",100.192,60.147,23,"Class3",69.448,78.134,"W",NA,53.774
9.96,"F",34.305,5.804,70,"Class1",71.846,67.296,"V",48.737,37.174
87.673,"H",90.581,38.529,28,"Class3",70.356,73.809,"Z",85.811,104.845
7.753,"J",36.661,5.208,72,"Class1",73.131,49.807,"X",54.457,30.452
75.016,"H",90.426,5.542,39,"Class3",68.072,83.451,"W",85.108,51.222
68.168,"F",84.495,19.959,35,"Class2",54.55,74.568,"O",44.396,70.038
67.554,"U",82.287,22.766,59,"Class2",41.327,74.488,"N",89.636,85.977
77.904,"A",90.52,27.331,38,"Class3",81.942,75.837,"D",89.656,91.413
35.835,"U",33.326,34.672,76,"Class4",15.776,42.233,"P",87.144,8.133
7.568,"T",44.416,4.737,72,"Class1",72.276,50.075,"F",54.313,27.588
34.451,"Q",65.831,34.326,74,"Class4",12.198,41.948,"O",88.488,31.272
8.227,"K",50.862,5.82,69,"Class1",75.056,50.555,"X",59.649,26.279
64.249,"O",83.673,22.37,39,"Class2",61.081,77.281,"O",79.27,69.95
7.863,"J",NA,5.449,70,"Class1",68.331,46.404,"F",55.184,32.881
68.16,"I",74.869,9.726,55,"Class2",48.104,50.504,"G",40.835,75.623
68.239,"U",73.71,23.863,46,"Class2",34.033,64.028,"Q",23.959,81.738
8.195,"F",24.564,4.14,71,"Class1",68.677,66.635,"M",50.207,36.36
7.139,"F",41.962,4.559,74,"Class1",66.746,35.6,"V",59.902,35.648
45.042,"P",84.909,33.468,31,"Class5",61.56,9.474,"K",92.313,96.704
54.987,"R",82.343,31.935,55,"Class5",62.601,10.825,"G",NA,97.54
10.347,"K",37.693,4.694,74,"Class1",70.842,62.14,"V",60.691,28.327
8.528,"K",39.235,5.747,74,"Class1",72.921,70.367,"O",47.592,35.389
66.964,"Q",83.881,21.856,40,"Class2",57.797,73.808,"Q",45.465,53.647
69.132,"O",95.591,59.493,37,"Class3",70.065,71.75,"W",86.638,78.259
75.638,"G",93.138,39.009,32,"Class3",62.605,75.428,"Z",87.435,82.117
69.878,"Y",93.008,36.071,21,"Class3",51.145,76.389,"U",89.731,47.776
66.518,"F",84.252,14.89,36,"Class2",93.088,68.155,"B",89.789,53.824
82.064,"O",94.451,55.419,39,"Class3",61.235,75.421,"B",83.831,51.55
56.773,"H",83.41,31.249,51,"Class5",61.519,15.961,"E",89.342,98.085
29.217,"M",59.865,28.299,85,"Class4",20.49,38.988,"H",86.563,27.469
7.682,"F",35.716,5.484,73,"Class1",65.186,65.822,"O",53.823,29.142
68.937,"U",71.081,19.503,52,"Class2",88.832,79.094,"B",29.032,68.47
64.761,"G",92.683,7.383,32,"Class3",74.927,76.34,"D",87.042,47.826
9.107,"L",14.258,5.871,70,"Class1",73.665,59.51,"F",53.189,27.925
41.913,"R",85.089,33.854,43,"Class5",64.163,18.816,"E",87.72,97.228
70.116,"I",75.179,15.637,62,"Class2",74.842,82.8,"G",95.397,102.034
7.285,"L",36.398,5.87,74,"Class1",66.69,70.12,"F",56.896,38.096
78.401,"O",95.225,5.477,29,"Class3",68.102,80.469,"B",85.116,42.44
61.29,"A",97.446,19.608,40,"Class3",81.09,77.029,"D",88.949,62.836
51.285,"H",81.814,33.749,41,"Class5",63.407,10.747,"G",84.613,97.012
8.752,"F",55.018,4.308,74,"Class1",74.841,31.623,"V",56.497,30.88
68.177,"Q",79.377,22.294,33,"Class2",48.839,60.698,"O",36.434,83.853
65.948,"O",77.084,18.692,63,"Class2",87.189,65.427,"G",80.176,94.458
35.493,"N",83.683,32.894,36,"Class5",62.833,17.699,"R",89.585,97.284
64.619,"O",88.953,9.204,62,"Class2",33.628,63.669,"B",26.477,78.887
8.186,"F",30.066,4.221,72,"Class1",75.302,68.455,"M",51.838,32.906
29.156,"Q",40.919,33.242,54,"Class4",34.844,74.507,"P",86.872,54.233
9.168,"T",12.221,5.621,69,"Class1",67.686,16.986,"O",47.507,32.301
30.611,"H",84.068,33.424,29,"Class5",61.259,17.959,"B",85.478,97.574
8.441,"K",9.241,5.455,69,"Class1",69.461,50.872,"V",56.837,22.519
23.601,"P",NA,33.491,49,"Class5",61.735,7.115,"K",NA,97.59
66.378,"O",80.045,11.554,40,"Class2",62.872,75.085,"B",37.49,72.074
8.384,"T",NA,5.159,71,"Class1",68.752,25.389,"O",49.172,27.947
66.654,"I",88.852,13.597,64,"Class2",91.789,78.952,"G",67.768,90.995
77.288,"H",85.968,47.695,31,"Class3",59.559,79.448,"U",90.493,57.97
8.104,"F",20.309,4.336,70,"Class1",71.529,67.29,"X",54.347,28.988
32.629,"U",34.064,36.677,82,"Class4",11.666,57.74,"I",86.5,24.227
35.287,"M",38.732,28.235,75,"Class4",21.59,61.659,"P",88.958,40.079
29.381,"U",76.319,30.99,58,"Class4",-8.022,11.979,"I",87.098,25.063
68.234,"O",69.671,17.94,54,"Class2",46.585,53.589,"G",45.962,62.94
67.265,"I",86.908,21.906,37,"Class2",19.32,83.763,"Q",28.51,39.636
67.244,"U",83.165,23.371,49,"Class2",49.533,73.313,"O",72.843,49.949
25.545,"H",82.376,31.873,34,"Class5",61.032,17.173,"G",87.521,97.24
79.355,"G",96.336,40.496,20,"Class3",67.288,73.348,"B",82.214,39.899
10.117,"T",54.555,5.288,73,"Class1",67.863,65.012,"M",47.226,31.463
74.624,"G",96.673,6.59,21,"Class3",62.865,83.11,"Z",88.834,69.311
67.603,"I",77.881,20.707,38,"Class2",46.294,51.543,"Q",57.154,96.219
8.577,"L",42.435,4.336,70,"Class1",73.294,38.876,"F",57.406,35.641
17.947,"R",85.226,33.435,28,"Class5",62.621,9.553,"R",89.222,97.68
7.216,"T",19.929,5.281,74,"Class1",68.417,46.446,"V",53.458,31.703
69.694,"I",NA,10.638,64,"Class2",66.062,78.293,"B",77.841,75.24
74.429,"A",93.599,39.66,35,"Class3",82.255,76.696,"W",80.246,63.105
82.314,"A",87.77,4.399,27,"Class3",81.469,75.749,"B",NA,54.734
35.35,"Q",NA,27.598,51,"Class4",6.875,74.404,"O",87.562,42.871
66.432,"I",78.262,20.514,32,"Class2",34.336,62.545,"O",59.022,108.903
32.936,"M",48.029,36.264,89,"Class4",-4.177,77.688,"I",88.28,47.632
32.052,"N",83.916,33.942,36,"Class5",63.403,7.943,"K",91.351,97.357
79.323,"H",94.282,49.467,41,"Class3",72.133,78.258,"Z",88.384,68.546
35.083,"U",80.898,29.048,63,"Class4",16.577,11.215,"P",88.598,9.577
83.912,"Y",90.457,41.928,36,"Class3",63.619,75.555,"Z",81.943,63.246
50.706,"R",84.777,33.537,33,"Class5",62.266,18.892,"R",84.419,97.498
74.252,"O",93.268,34.57,21,"Class3",70.772,79.43,"W",85.031,83.241
33.439,"R",84.455,32.436,34,"Class5",61.392,11.791,"G",NA,97.754
31.626,"U",82.714,31.355,34,"Class5",61.366,12.595,"R",84.602,97.601
75.006,"Y",NA,25.105,25,"Class3",67.969,72.112,"W",84.922,26.839
68.864,"Q",75.176,18.041,58,"Class2",24.113,79.245,"B",88.391,65.276
33.92,"M",30.737,25.571,39,"Class4",33.77,66.661,"P",88.578,15.482
31.994,"U",46.95,29.674,38,"Class4",11.902,45.816,"H",86.564,29.115
68.248,"O",88.099,24.768,45,"Class2",35.354,73.06,"N",93.897,81.975
25.543,"H",83.852,31.033,32,"Class5",61.061,9.191,"E",89.591,97.996
8.004,"F",39.118,5.121,73,"Class1",75.196,45.661,"O",52.387,34.01
75.544,"A",90.732,50.614,36,"Class3",60.317,79.192,"U",82.815,64.789
75.001,"A",91.451,58.479,35,"Class3",72.575,72.951,"D",82.429,54.769
32.448,"Q",35.292,39.139,94,"Class4",5.411,62.67,"I",87.086,22.801
33.43,"Q",68.654,39.498,64,"Class4",23.348,47.164,"O",87.023,31.861
31.741,"M",30.284,33.496,46,"Class4",8.511,29.15,"I",87.63,59.201
68.439,"F",74.385,16.668,55,"Class2",74.5,77.926,"O",24.012,82.507
30.097,"R",83.197,32.667,41,"Class5",61.862,10.703,"R",85.531,97.677
39.728,"U",58.592,31.479,49,"Class4",7.397,81.314,"V",88.306,31.172
8.052,"K",27.552,4.214,74,"Class1",69.237,23.992,"O",55.459,28.033
63.091,"U",NA,32.315,29,"Class5",62.507,6.014,"B",92.675,97.742
67.583,"I",88.735,23.344,62,"Class2",69.841,60.761,"N",83.134,57
73.869,"A",92.904,11.777,33,"Class3",79.511,83.205,"U",87.145,66.627
42.745,"H",83.256,33.241,53,"Class5",61.209,8.524,"B",88.69,96.695
66.349,"U",85.984,8.021,59,"Class2",92.511,60.148,"Q",86.539,63.724
69.188,"O",92.694,45.572,33,"Class3",72.17,79.509,"W",83.301,42.293
25.847,"U",85.329,25.852,64,"Class4",16.712,28.141,"V",86.383,40.119
27.756,"R",83.221,33.868,40,"Class5",62.819,16.184,"E",92.068,97.173
75.59,"A",93.026,52.168,32,"Class3",75.592,73.929,"W",82.173,58.737
45.308,"H",82.801,33.743,36,"Class5",63.593,14.42,"G",92.939,97.41
8.338,"T",57.659,5.511,69,"Class1",71.682,28.958,"F",NA,28.783
8.73,"K",27.023,4.61,70,"Class1",72.144,35.968,"O",48.929,28.807
9.342,"L",21.337,5.264,74,"Class1",73.12,61.357,"F",51.177,27.112
28.248,"N",83.344,31.036,37,"Class5",62.027,16.982,"E",90.285,97.199
67.284,"O",87.761,14.331,67,"Class2",-5.573,51.552,"B",49.491,79.347
67.859,"Y",99.751,48.951,24,"Class3",56.405,71.371,"Z",84.491,87.699
38.184,"O",42.29,33.695,80,"Class4",27.9,74.432,"P",86.634,52.963
43.153,"R",85.039,32.055,55,"Class5",62.493,10.298,"G",88.97,97.351
39.704,"P",81.292,33.396,35,"Class5",63.057,16.15,"K",87.539,97.294
7.06,"J",44.917,5.964,73,"Class1",72.227,70.528,"F",57.514,33.92
46.574,"H",84.601,33.05,49,"Class5",62.154,18.699,"B",88.517,97.26
31.174,"U",55.98,33.832,72,"Class4",6.071,74.36,"H",88.486,2.336
36.127,"U",44.412,25.752,75,"Class4",6.613,14.196,"P",88.527,55.634
39.128,"U",54.236,27.682,56,"Class4",11.572,76.197,"P",86.318,18.866
68.602,"I",70.491,18.077,35,"Class2",43.232,75.738,"B",91.023,76.997
8.243,"H",82.944,32.383,35,"Class5",61.398,17.082,"R",90.558,97.196
25.732,"N",83.014,31.339,39,"Class5",60.922,13.581,"R",90.9,97.225
7.144,"T",39.434,5.886,73,"Class1",77.197,17.637,"M",60.315,33.382
35.804,"K",58.991,33.609,50,"Class4",1.468,58.413,"I",88.522,38.486
77.737,"G",102.773,47.734,40,"Class3",71.425,74.327,"D",85.149,54.177
67.663,"Q",87.557,20.682,64,"Class2",59.047,61.178,"B",21.28,74.824
75.787,"G",95.83,19.832,30,"Class3",71.344,80.178,"Z",87.197,66.942
66.715,"O",69.416,12.352,53,"Class2",24.295,65.835,"O",84.182,89.248
34.857,"U",30.9,37.774,55,"Class4",18.836,51.555,"V",86.468,27.671
77.492,"A",95.186,34.292,23,"Class3",70.368,79.877,"U",86.386,10.596
6.151,"J",33.716,4.522,69,"Class1",73.945,37.81,"O",60.38,39.062
70.667,"A",101.459,8.255,20,"Class3",68.239,74.793,"B",80.455,57.377
7.861,"K",35.388,4.852,72,"Class1",72.316,18.182,"O",56.351,27.266
65.802,"Q",80.56,18.568,62,"Class2",30.878,64.073,"Q",28.021,66.496
66.245,"I",77.493,20.175,43,"Class2",22.141,75.141,"N",45.136,53.369
35.347,"H",NA,33.936,34,"Class5",61.958,6.542,"E",87.186,97.597
79.612,"O",90.218,61.659,31,"Class3",71.66,78.511,"U",88.095,61.549
25.104,"U",83.746,32.127,49,"Class5",61.842,13.747,"E",85.139,97.386
39.746,"N",84.604,32.19,53,"Class5",63.219,5.278,"E",90.771,97.522
37.413,"P",82.467,32.473,53,"Class5",61.362,15.336,"G",91.657,97.939
73.639,"A",91.291,42.471,33,"Class3",71.849,71.687,"W",80.319,62.551
78.45,"Y",93.864,43.549,31,"Class3",72.884,73.124,"U",87.519,53.82
65.486,"Q",75.591,12.46,57,"Class2",17.285,57.332,"Q",25.25,52.813
27.903,"U",59.284,30.627,80,"Class4",8.314,43.824,"H",87.081,16.983
23.77,"K",50.799,37.96,67,"Class4",1.697,24.48,"V",88.236,64.704
73.901,"O",94.539,41.205,41,"Class3",70.767,73.655,"U",80.756,59.569
65.095,"F",84.147,13.208,37,"Class2",49.368,80.2,"Q",26.532,75.666
74.514,"G",84.652,54.873,24,"Class3",79.402,76.802,"D",90.09,80.322
65.164,"O",86.205,14.144,47,"Class2",27.643,76.053,"B",30.238,59.235
33.141,"U",51.416,31.245,66,"Class4",10.438,4.677,"P",87.628,20.024
9.496,"J",48.722,4.837,71,"Class1",72.413,28.665,"V",48.486,34.188
40.195,"N",83.524,31.017,47,"Class5",62.076,18.966,"E",85.909,97.033
8.617,"T",33.078,5.188,69,"Class1",71.702,26.103,"F",49.996,30.58
75.452,"O",89.513,57.833,21,"Class3",59.55,82.68,"B",79.346,65.937
40.776,"U",22.677,29.732,93,"Class4",9.101,57.529,"H",86.174,39.678
8.52,"T",39.289,5.009,73,"Class1",77.035,40.759,"X",52.07,31.694
67.777,"I",73.9,21.246,62,"Class2",40.461,62.24,"N",78.818,74.322
68.394,"U",81.32,8.59,55,"Class2",60.831,64.055,"O",89.05,61.259
9.328,"J",-0.738,4.82,69,"Class1",73.959,66.265,"X",55.643,30.179
67.196,"U",83.969,19.863,65,"Class2",82.058,80.279,"O",24.237,45.144
34.221,"U",27.752,30.376,91,"Class4",14.316,64.855,"O",88.92,18.2
9.835,"F",16.358,5.722,69,"Class1",74.205,58.059,"M",52.025,28.489
38.282,"H",83.889,33.517,40,"Class5",61.869,14.314,"G",85.484,97.193
7.6,"J",25.643,5.942,74,"Class1",69.851,46.945,"F",54.065,33.755
48.478,"H",84.443,31.783,45,"Class5",61.579,10.859,"R",90.158,97.362
39.633,"K",56.819,36.485,81,"Class4",15.25,51.276,"I",87.01,2.485
48.736,"N",83.199,33.492,36,"Class5",63.732,14.364,"K",88.219,97.464
74.848,"Y",87.798,16.555,39,"Class3",70.623,81.925,"Z",83.036,87.812
27.385,"O",26.725,36.631,60,"Class4",18.597,19.607,"O",86.108,60.561
41.403,"R",85.986,31.187,33,"Class5",64.118,10.473,"G",88.753,97.083
74.319,"H",87.318,10.97,35,"Class3",78.034,71.184,"B",84.059,70.033
62.466,"H",82.33,32.683,32,"Class5",62.927,5.218,"E",89.488,98.005
49.32,"U",84.42,31.388,29,"Class5",61.374,5.631,"E",89.459,97.945
78.722,"A",96.438,32.05,36,"Class3",72.151,78.396,"W",NA,65.011
7.676,"K",29.52,4.871,73,"Class1",75.948,49.41,"M",NA,28.668
39.037,"H",83.664,33.081,39,"Class5",62.752,15.023,"B",NA,96.913
8.385,"T",56.792,4.784,72,"Class1",70.982,52.944,"X",48.406,25.159
40.02,"N",83.165,33.321,44,"Class5",63.543,11.059,"R",90.679,96.865
37.904,"P",83.271,33.863,32,"Class5",63.049,5.519,"G",92.408,97.862
37.392,"K",43.729,29.901,46,"Class4",20.149,66.556,"O",87.609,38.96
53.947,"P",83.147,31.084,46,"Class5",61.424,12.978,"R",91.336,97.789
41.967,"Q",40.983,29.852,73,"Class4",-0.359,38.975,"O",87.796,19.996
25.926,"M",60.281,26.423,58,"Class4",9.691,61.789,"I",87.731,29.949
8.051,"T",17.481,5.943,72,"Class1",74.157,61.119,"X",57.847,30.771
65.516,"O",74.717,13.069,50,"Class2",29.639,69.759,"G",67.034,79.133
66.018,"I",79.176,17.443,63,"Class2",106.759,78.359,"N",53.228,73.68
40.646,"U",53.595,35.514,90,"Class4",15.273,34.798,"O",86.668,40.941
82.305,"O",87.526,2.074,23,"Class3",86.351,75.827,"U",87.653,55.516
67.676,"I",NA,16.847,46,"Class2",50.284,71.779,"N",82.786,88.708
31.182,"U",19.316,36.549,80,"Class4",23.883,56.285,"O",86.17,27.971
8.898,"J",38.439,4.927,72,"Class1",68.577,33.686,"O",60.93,38.043
51.158,"H",85.662,31.539,32,"Class5",61.256,12.851,"K",84.045,96.636
37.02,"U",65.626,37.219,92,"Class4",18.515,48.449,"V",86.91,41.473
76.086,"G",90.706,45.416,22,"Class3",77.926,79.215,"W",81.696,51.433
86.832,"O",88.813,5.893,25,"Class3",61.754,73.49,"Z",79.001,73.074
8.62,"F",22.227,4.065,69,"Class1",74.732,26.062,"M",48.019,33.423
86.257,"H",84.041,24.105,37,"Class3",66.974,79.27,"Z",89.494,42.567
45.489,"R",84.092,33.726,38,"Class5",61.274,14.949,"E",92.386,97.943
39.921,"O",42.945,27.555,77,"Class4",10.717,5.613,"V",86.622,16.525
66.655,"O",82.59,10.947,51,"Class2",28.975,80.863,"B",37.509,81.499
33.562,"K",41.03,33.15,74,"Class4",1.308,65.167,"H",86.06,35.224
28.282,"P",84.106,33.304,50,"Class5",61.782,10.233,"R",84.144,97.501
30.292,"M",28.539,35.584,69,"Class4",21.396,55.449,"P",86.334,25.296
83.139,"Y",91.264,55.799,29,"Class3",71.463,80.347,"D",84,75.642
32.927,"M",NA,25.481,97,"Class4",6.313,23.073,"V",86.299,26.932
7.652,"J",47.449,4.084,74,"Class1",72.468,22.54,"X",56.935,31.031
38.817,"N",82.57,32.339,53,"Class5",59.521,13.816,"B",89.308,97.139
36.483,"H",84.833,31.93,42,"Class5",63,14.581,"G",88.625,97.167
65.765,"I",98.154,24.046,62,"Class2",55.168,79.103,"G",19.545,28.657
10.004,"L",40.368,4.997,72,"Class1",71.66,44.236,"X",51.202,24.741
67.082,"Q",79.624,8.568,41,"Class2",2.929,67.276,"G",87.49,62.887
7.885,"K",38.813,4.064,70,"Class1",72.436,41.726,"X",49.43,31.176
34.225,"K",45.593,29.439,84,"Class4",8.551,41.024,"O",87.684,35.033
8.371,"K",52.863,5.955,73,"Class1",73.712,39.916,"V",55.435,29.605
67.477,"Q",81.061,9.401,56,"Class2",79.936,55.721,"N",68.134,100.178
8.161,"J",34.105,5.476,69,"Class1",73.241,24.966,"M",49.713,29.46
29.492,"P",83.36,32.198,30,"Class5",63.687,6.01,"K",86.65,97.177
77.216,"G",93.367,15.403,21,"Class3",75.638,79.853,"W",79.373,27.929
68.835,"F",69.812,17.148,33,"Class2",54.834,82.514,"B",92.578,67.907
9.488,"T",9.063,5.239,72,"Class1",70.072,22.403,"O",59.6,28.589
9.383,"J",30.601,4.147,72,"Class1",69.808,30.895,"V",57.209,29.526
36.42,"K",51.403,28.074,51,"Class4",9.739,15.316,"H",86.975,40.486
33.299,"K",30.535,28.27,82,"Class4",4.148,8.272,"I",87.572,4.196
32.482,"U",61.476,36.512,86,"Class4",6.435,31.675,"H",88.705,2.472
65.968,"O",90.642,24.389,28,"Class3",72.349,82.046,"D",79.072,65.405
67.463,"U",81.574,12.639,52,"Class2",32.151,62.322,"Q",21.521,51.639
76.253,"O",91.456,50.232,22,"Class3",59.83,80.185,"B",87.178,65.105
29.231,"R",83.564,33.689,43,"Class5",60.511,11.033,"G",86.905,97.426
66.722,"F",77.62,14.415,67,"Class2",30.159,80.731,"B",29.268,46.606
78.714,"O",88.682,54.322,26,"Class3",82.417,74.821,"W",87.82,66.189
24.192,"H",84.407,32.962,34,"Class5",61.84,17.527,"K",90.756,97.636
23.416,"P",82.824,31.926,28,"Class5",62.039,18.333,"K",85.022,97.467
43.54,"U",82.642,32.699,28,"Class5",61.741,18.999,"B",88.077,97.565
46.741,"N",83.517,33.577,41,"Class5",63.204,8.635,"E",92.015,97.086
71.202,"G",90.383,12.913,26,"Class3",73.039,73.231,"Z",79.139,48.486
65.942,"I",64.148,12.679,42,"Class2",75.334,56.652,"G",39.613,72.214
37.934,"H",83.941,31.823,38,"Class5",62.908,8.954,"E",87.044,97.411
25.271,"O",64.291,36.72,82,"Class4",12.928,62.577,"P",86.206,20.076
