"MTH1","Output15","LTM2","RWU3","CRM4","BRK5","APS6","WRZ7","PTG8","XFR9","TLJ10"
85,"Class1",82.088,51.35,"Y",41.297,29.671,80.839,"L",31.283,14.055
74,"Class1",NA,109.942,"N",35.575,64.502,66.409,"I",34.622,32.288
41,"Class2",46.971,73.375,"I",77.123,85.645,83.047,"P",35.538,30.063
73,"Class3",33.373,24.234,"C",26.567,22.547,72.596,"R",47.667,57.924
78,"Class1",88.286,65.393,"N",35.073,52.01,71.821,"S",36.841,37.566
35,"Class2",44.576,91.141,"K",70.345,73.224,72.518,"I",36.928,35.915
75,"Class1",64.384,71.974,"N",43.71,35.133,87.006,"V",38.129,22.61
76,"Class1",65.562,61.393,"N",45.99,55.622,64.661,"S",32.99,29.556
60,"Class3",37.792,22.64,"C",26.121,31.08,49.059,"N",41.636,53.284
65,"Class3",35.527,25.227,"C",26.683,28.63,72.543,"N",52.95,38.197
46,"Class2",47.514,79.309,"K",72.473,96.384,59.62,"V",25.906,27.632
46,"Class2",44.647,90.822,"E",73.552,87.177,83.915,"I",46.802,27.8
81,"Class1",64.974,31.447,"Y",41.78,63.611,71.045,"I",32.003,34.668
80,"Class1",96.552,59.229,"U",49.407,40.362,69.016,"V",38.274,44.638
48,"Class2",46.72,92.624,"K",76.253,89.758,55.934,"W",31.33,27.799
49,"Class2",45.764,82.117,"O",73.683,86.758,91.402,"P",54.937,26.447
56,"Class3",35.091,17.938,"C",26.368,81.135,61.457,"N",36.064,57.823
51,"Class2",45.353,83.437,"K",65.09,85.137,53.25,"X",55.505,27.846
20,"Class2",44.287,72.277,"K",70.324,95.796,72.405,"X",41.704,33.47
60,"Class3",34.452,22.423,"J",26.132,51.439,59.981,"N",46.698,13.45
55,"Class2",46.795,83.799,"K",68.692,84.919,52.9,"V",43.684,34.971
72,"Class3",32.778,25.08,"P",26.03,35.345,61.229,"W",74.473,48.068
63,"Class2",44.881,91.924,"I",71.561,93.829,76.85,"W",29.245,33.373
36,"Class2",44.218,78.211,"E",70.774,87.082,82.704,"V",55.611,33.406
54,"Class2",44.115,75.069,"O",74.67,97.44,53.313,"V",50.488,30.4
34,"Class2",45.552,88.35,"C",70.999,86.067,87.461,"P",49.379,33.705
45,"Class2",44.732,88.626,"C",74.603,89.743,88.243,"P",42.27,31.369
64,"Class2",46.427,77.457,"C",83.344,84.963,51.672,"W",41.53,26.357
82,"Class1",85.179,38.72,"U",31.407,39.642,68.811,"V",37.121,36.149
56,"Class2",45.566,85.171,"O",78.529,71.047,70.46,"P",46.45,32.112
68,"Class2",46.292,83.237,"C",73.015,79.234,66.427,"W",43.799,31.72
73,"Class1",89.637,12.959,"U",40.53,33.017,68.502,"S",35.241,27.066
82,"Class1",NA,74.574,"Y",35.785,41.291,64.903,"L",37.108,20.095
19,"Class2",47.34,86.067,"E",82.089,78.148,58.808,"V",26.592,34.808
55,"Class3",32.106,20.721,"I",26.279,79.389,51.11,"R",13.417,56.461
22,"Class2",44.113,97.126,"I",69.156,97.75,68.885,"I",40.271,24.081
55,"Class3",31.453,21.019,"W",26.961,90.795,74.684,"N",35.442,93.277
69,"Class2",44.378,83.055,"O",67.892,75.376,54.243,"I",53.515,35.274
72,"Class3",NA,19.39,"P",27.009,56.793,67.134,"N",63.875,65.087
54,"Class3",37.833,19.091,"W",26.952,93.822,75.633,"N",73.066,40.214
56,"Class2",NA,84.538,"I",66.233,89.761,79.784,"I",34.668,33.066
18,"Class2",47.761,86.788,"O",68.551,71.791,87.816,"I",37.748,38.746
50,"Class2",48.298,98.922,"C",71.55,87.418,48.763,"X",52.375,32.395
73,"Class1",65.161,44.464,"U",40.883,54.737,85.416,"I",33.076,23.775
67,"Class1",59.895,37.154,"O",45.258,57.551,67.946,"L",31.695,17.253
67,"Class1",76.827,38.17,"V",38.92,43.143,69.857,"S",33.985,28.447
75,"Class1",71.59,111.515,"Y",44.626,51.379,81.643,"I",32.997,34.861
67,"Class2",45.529,85.759,"O",80.353,79.774,86.33,"X",34.974,33.96
67,"Class2",48.467,89.769,"E",68.189,93.11,66.952,"X",35.045,32.396
15,"Class2",46.332,89.426,"E",79.754,92.16,63.578,"P",25.242,37.224
24,"Class2",44.525,93.918,"C",69.245,78.355,57.129,"W",33.368,37.242
63,"Class3",NA,17.177,"P",26.616,43.885,47.343,"Y",42.589,71.232
54,"Class2",48.729,76.598,"C",77.942,80.911,92.713,"P",56.586,29.521
67,"Class1",63.218,77.462,"N",49.09,23.007,79.881,"S",38.055,35.332
70,"Class3",32.976,19.526,"W",26.363,60.689,54.634,"Y",54.765,58.244
51,"Class3",32.331,20.742,"J",25.74,38.679,54.116,"N",42.068,89.757
57,"Class3",32.417,18.102,"P",25.944,20.741,59.804,"R",37.558,27.564
67,"Class1",68.995,63.907,"Y",32.901,38.546,76.73,"S",32.522,38.909
64,"Class2",47.405,79.47,"C",68.88,78.269,56.73,"V",28.315,28.422
71,"Class3",32.629,19.874,"W",26.663,19.86,56.727,"N",7.11,98.869
58,"Class3",32.36,13.33,"P",25.902,17.377,74.112,"Y",9.541,57.619
52,"Class2",46.697,86.928,"E",66.951,77.22,65.933,"W",38.755,30.922
68,"Class3",NA,19.061,"P",26.59,33.544,68.617,"Y",5.727,60.827
52,"Class3",33.203,25.142,"C",27.267,14.184,48.369,"Y",15.125,43.48
65,"Class3",34.632,20.244,"P",26.793,73.232,58.651,"W",48.171,40.729
56,"Class2",42.804,87.42,"O",69.65,96.923,62.003,"P",40.834,32.625
48,"Class3",38.989,22.438,"J",27.278,70.343,62.726,"X",49.543,50.788
65,"Class3",31.883,15.552,"C",26.796,60.776,78.973,"R",28.565,84.199
35,"Class2",47.11,74.225,"O",70.443,76.133,51.191,"X",41.488,28.522
65,"Class2",46.843,81.731,"C",79.884,93.838,62.224,"P",NA,31.805
48,"Class3",32.472,19.236,"I",26.292,17.744,76.448,"R",NA,39.834
71,"Class3",30.621,22.058,"J",26.782,39.348,66.064,"N",34.339,50.882
75,"Class1",60.96,50.995,"U",41.727,19.91,81.491,"W",31.014,20.21
80,"Class1",79.506,28.36,"Y",44.669,42.619,89.1,"V",35.842,29.982
61,"Class3",34.797,23.517,"I",26.654,22.877,56.847,"X",51.828,57.158
71,"Class2",45.742,94.84,"E",65.784,79.857,69.907,"P",43.108,26.804
34,"Class2",NA,75.394,"K",70.646,74.72,60.683,"I",31.269,34.224
62,"Class3",32.787,27.5,"J",26.198,92.528,72.336,"R",61.965,68.09
72,"Class3",NA,20.44,"J",26.346,57.23,70.225,"W",28.597,77.158
14,"Class2",45.052,90.771,"C",73.01,80.971,57.207,"I",45.619,35.601
62,"Class3",31.431,17.064,"C",25.974,63.017,65.112,"N",40.767,12.123
75,"Class1",53.828,44.826,"V",44.702,64.24,66.696,"S",36.162,35.545
68,"Class3",34.502,20.152,"C",26.584,58.662,70.361,"N",3.54,66.611
28,"Class2",45.798,84.111,"C",75.434,78.63,69.518,"X",35.917,26.777
71,"Class3",30.304,20.399,"P",26.478,62.404,72.601,"R",73.581,71.178
64,"Class2",42.096,88.434,"C",65.431,80.9,52.397,"V",43.36,28.567
72,"Class1",72.988,64.328,"O",42.453,58.07,81.631,"W",38.102,29.111
51,"Class3",30.563,18.771,"J",26.677,69.369,63.286,"Y",62.209,24.511
51,"Class3",33.279,19.371,"W",26.509,82.985,50.197,"X",NA,72.168
15,"Class2",46.976,89.027,"E",77.842,76.269,51.475,"I",53.451,32.023
48,"Class3",34.525,20.54,"J",26.722,57.476,60.402,"Y",50.175,23.516
29,"Class2",45.283,81.092,"O",76.457,73.438,85.263,"I",53.097,33.901
68,"Class3",35.378,25.768,"J",26.36,75.189,78.603,"Y",27.306,26.663
78,"Class1",67.647,26.198,"V",38.408,22.388,75.272,"L",34.536,25.703
57,"Class3",33.549,22.988,"I",26.253,67.158,57.103,"X",9.068,51.374
62,"Class2",46.09,94.901,"I",70.434,88.061,67.513,"P",50.668,26.047
35,"Class2",46.637,98.637,"C",70.442,93.878,95.2,"I",53.793,33.395
52,"Class3",31.714,30.604,"W",26.394,65.752,67.364,"W",73.465,55.244
52,"Class3",32.359,21.335,"P",26.352,50.602,72.248,"Y",13.769,73.337
34,"Class2",45.699,89.987,"O",75.039,76.877,57.953,"X",27.857,37.683
36,"Class2",46.426,98,"C",65.166,80.062,96.206,"W",42.58,33.779
46,"Class2",46.019,70.058,"C",76.408,97.074,54.354,"V",44.647,30.311
58,"Class2",45.647,74.787,"K",69.149,73.934,52.938,"I",33.609,31.744
82,"Class1",57.003,36.409,"O",42.234,40.054,66.299,"I",36.222,36.23
68,"Class3",35.231,20.112,"J",26.106,60.402,45.636,"N",10.793,64.406
70,"Class1",64.826,47.329,"N",44.466,25.347,68.625,"W",31.977,33.057
56,"Class3",30.688,25.038,"J",26.832,69.603,58.074,"X",19.254,32.254
39,"Class2",46.507,89.608,"K",71.427,94.856,69.083,"V",56.358,28.634
58,"Class3",34.073,13.319,"W",26.38,23.157,60.047,"W",40.733,48.841
72,"Class1",101.37,25.649,"V",44.678,47.032,77.135,"V",35.489,33.988
83,"Class1",91.959,98.837,"N",45.063,48.024,63.106,"I",32.674,31.759
85,"Class1",67.751,91.026,"Y",47.217,27.256,75.158,"W",36.043,33.911
73,"Class3",32.44,17.422,"C",26.483,60.959,74.571,"Y",57.52,36.446
13,"Class2",45.193,83.757,"I",65.811,74.161,53.258,"V",31.245,31.718
71,"Class2",44.014,78.525,"C",68.453,74.939,69.04,"P",33.031,33.844
67,"Class3",38.429,17.271,"C",26.211,64.935,63.989,"X",71.858,61.208
57,"Class3",34.75,12.18,"W",26.864,69.53,52.522,"N",61.526,54.654
23,"Class2",45.923,81.644,"C",72.813,72.811,64.271,"W",45.554,34.056
83,"Class1",77.755,57.712,"O",45.059,36.896,63.785,"L",31.063,35.087
60,"Class3",34.932,19.227,"P",25.821,56.561,62.545,"W",45.9,62.896
48,"Class2",46.346,86.127,"I",71.919,90.957,93.2,"V",49.168,28.164
37,"Class2",43.862,79.408,"I",74.204,79.808,52.232,"I",26.91,36.902
62,"Class3",33.158,27.088,"C",25.988,16.162,75.668,"X",6.264,47.022
58,"Class3",35.07,18.552,"W",26.523,65.638,54.053,"Y",16.384,53.305
61,"Class3",37.556,7.34,"C",26.265,66.289,78.763,"N",8.931,56.186
48,"Class2",43.778,83.513,"K",72.438,88.299,60.689,"I",50.63,30.811
85,"Class1",41.858,69.269,"Y",43.984,23.525,66.533,"I",36.043,39.429
51,"Class3",31.722,23.925,"P",26.201,22.882,74.496,"R",64.89,67.728
80,"Class1",66.092,70.562,"N",38.875,24.194,80.056,"S",31.953,31.082
69,"Class3",32.895,24.517,"P",26.28,30.548,66.765,"R",19.162,76.483
73,"Class3",35.499,27.218,"C",26.442,94.608,61.715,"W",36.56,30.643
35,"Class2",45.745,84.885,"E",72.001,79.309,67.596,"V",52.799,28.022
54,"Class3",30.188,25.911,"W",26.008,40.605,50.102,"R",25.553,81.268
44,"Class2",45.798,77.74,"C",67.13,71.96,77.525,"X",26.928,34.25
67,"Class3",35.016,15.642,"J",26.28,79.746,56.398,"X",18.803,30.498
51,"Class3",31.618,16.833,"J",26.816,47.159,74.731,"Y",54.516,60.249
53,"Class3",31.208,26.536,"C",26.401,24.412,53.565,"N",33.512,63.44
69,"Class3",35.25,21.042,"W",26.549,31.039,52.723,"R",42.738,49.264
58,"Class3",35.525,22.902,"C",25.348,48.465,70.463,"Y",23.78,63.502
84,"Class1",50.991,32.467,"U",46.853,41.111,83.59,"V",34.494,42.899
72,"Class1",40.768,64.656,"N",45.24,27.82,68.532,"L",33.136,34.508
42,"Class2",46.517,89.431,"I",71.222,76.591,73.123,"W",48.289,29.95
71,"Class3",33.029,22.751,"W",26.445,18.945,46.555,"N",56.069,45.692
71,"Class3",36.735,18.015,"P",26.156,62.562,68.168,"Y",13.854,60.469
60,"Class3",NA,20.622,"I",26.79,52.108,46.189,"W",13.276,66.986
72,"Class1",66.543,46.119,"O",41.061,65.305,62.73,"L",35.084,34.096
61,"Class2",47.195,79.728,"K",78.16,79.556,75.413,"I",56.974,39.868
19,"Class2",44.455,88.281,"I",77.392,79.589,52.058,"P",26.033,28.376
57,"Class3",32.018,17.775,"W",26.662,73.607,71.131,"R",49.915,51.737
37,"Class2",45.757,103.712,"E",74.185,92.224,92.678,"X",26.317,40.936
57,"Class3",36.334,23.811,"W",26.481,83.381,56.569,"R",71.01,66.844
79,"Class1",55.045,21.715,"N",45.742,22.163,70.345,"W",38.353,25.46
70,"Class1",61.94,77.449,"V",39.731,40.547,73.671,"S",31.75,25.225
70,"Class2",43.434,84.678,"E",70.536,90.692,53.692,"X",30.388,33.031
44,"Class2",46.066,88.394,"I",73.56,80.423,92.529,"X",27.085,34.392
72,"Class3",33.711,16.523,"I",26.758,42.604,57.106,"X",58.519,30.689
51,"Class3",36.781,25.584,"I",26.708,28.441,48.671,"W",31.317,51.417
53,"Class3",32.45,19.89,"P",26.741,57.548,49.268,"N",51.839,43.158
80,"Class1",72.866,64.087,"V",34.37,64.629,76.81,"I",32.031,15.382
66,"Class3",33.619,28.651,"J",26.764,61.679,48.233,"N",43.038,71.159
19,"Class2",45.466,77.125,"K",85.888,97.236,76.736,"V",33.982,28.593
59,"Class2",48.158,70.331,"O",77.71,90.674,86.89,"I",26.027,34.584
73,"Class1",68.147,68.541,"U",39.512,47.743,68.042,"S",34.384,31.363
82,"Class1",66.308,73.023,"N",37.752,46.48,75.945,"L",NA,36.602
51,"Class3",NA,21.589,"J",26.624,37.711,54.435,"N",51.634,32.226
69,"Class1",97.584,37.099,"V",33.029,64.351,72.761,"S",34.02,27.884
53,"Class2",45.823,82.241,"C",72.617,93.194,85.169,"W",33.391,34.359
81,"Class1",66.092,32.169,"N",46.536,65.364,77.358,"L",32.069,37.343
54,"Class3",34.514,19.481,"C",26.564,84.273,76.631,"W",43.637,41.588
70,"Class1",87.311,-24.392,"O",35.242,51.594,68.24,"V",34.992,24.952
57,"Class3",34.595,18.271,"P",26.926,83.746,77.068,"R",39.068,62.282
51,"Class3",32.284,26.758,"C",26.693,83.619,72.76,"X",76.533,37.706
52,"Class3",34.686,18.803,"C",26.94,93.729,52.548,"Y",12.17,53.467
67,"Class1",56.607,57.467,"V",34.337,67.542,78.654,"S",38.14,28.875
62,"Class3",32.725,23.976,"I",26.336,31.611,72.389,"Y",49.585,50.973
62,"Class3",36.809,17.679,"C",26.382,77.583,71.206,"W",57.219,9.336
37,"Class2",46.294,78.835,"O",73.665,95.059,94.688,"I",29.852,32.828
59,"Class2",46.31,91.877,"C",66.967,91.377,63.614,"P",32.562,38.589
77,"Class1",62.99,85.814,"N",42.329,47.477,70.725,"V",38.678,38.944
60,"Class3",36.546,21.54,"J",26.638,58.031,60.364,"W",38.668,37.457
72,"Class3",30.792,24.885,"C",25.884,49.361,73.375,"R",74.479,54.541
73,"Class3",32.186,17.622,"J",26.213,28.54,60.861,"R",49.665,43.93
56,"Class2",48.044,84.909,"I",79.662,90.793,82.666,"V",34.008,30.802
77,"Class1",67.412,31.988,"O",38.991,50.084,77.424,"I",32.933,26.013
51,"Class3",39.562,20.675,"P",26.763,66.227,71.593,"R",25.456,28.607
53,"Class2",44.075,92.984,"O",72.909,80.773,50.753,"X",NA,30.152
20,"Class2",47.89,89.618,"I",74.994,84.425,75.068,"W",29.765,28.11
21,"Class2",47.775,87.008,"I",68.771,90.205,85.903,"X",42.555,33.369
79,"Class1",47.538,56.097,"N",36.46,42.233,72.319,"I",32.614,37.039
70,"Class2",46.992,81.748,"K",65.016,80.421,54.92,"I",25.045,28.914
61,"Class3",NA,17.351,"I",25.95,89.741,60.15,"Y",16.265,34.735
55,"Class3",34.527,15.99,"I",26.377,23.681,65.86,"N",21.142,52.515
45,"Class2",44.335,78.02,"I",69.707,95.013,84.248,"W",27.252,40.457
61,"Class2",44.152,84.088,"O",69.361,91.243,80.494,"V",57.508,33.042
77,"Class1",82.554,-6.737,"O",45.927,55.475,66.009,"I",33.296,48.64
56,"Class3",37.001,20.356,"I",26.628,14.297,77.22,"N",8.366,38.753
52,"Class3",33.508,17.863,"J",26.753,87.733,67.301,"X",NA,61.05
85,"Class1",59.92,108.253,"Y",38.25,43.036,69.445,"W",37.744,39.583
85,"Class1",70.646,64.133,"V",40.509,63.965,69.646,"S",35.768,18.291
85,"Class1",97.728,54.299,"Y",46.05,67.896,65.88,"L",32.571,22.367
81,"Class1",88.044,48.715,"O",38.571,37.386,79.392,"I",34.045,33.21
63,"Class3",34.812,20.4,"J",26.383,51.064,62.506,"R",21.657,69.324
75,"Class1",107.132,54.464,"U",36.932,22.703,83.726,"L",36.22,30.49
76,"Class1",72.268,91.079,"O",39.584,30.062,78.57,"W",37.511,28.773
16,"Class2",46.547,93.216,"I",75.755,86.444,85.83,"P",33.183,31.114
81,"Class1",76.771,53.105,"V",38.346,61.793,70.074,"S",32.717,39.785
50,"Class2",46.703,91.183,"E",63.882,96.544,91.768,"W",30.963,36.218
72,"Class1",66.271,74.793,"N",30.132,41.75,87.285,"V",35.657,27.057
36,"Class2",47.027,91.864,"C",69.532,79.672,92.734,"X",31.885,36.045
70,"Class1",84.838,104.365,"N",32.57,69.682,72.063,"S",33.202,21.369
57,"Class2",46.295,101.642,"C",78.917,74.619,67.882,"P",34.774,29.923
61,"Class3",30.396,17.257,"J",26.425,81.496,74.006,"N",38.315,37.607
69,"Class1",78.052,52.215,"V",46.325,67.208,64.895,"L",33.505,27.163
55,"Class3",NA,15.577,"J",26.263,70.518,59.26,"N",6.837,45.807
57,"Class3",34.447,24.419,"J",26.203,75.709,63.515,"N",48.63,50.704
64,"Class3",36.944,22.858,"I",26.501,69.067,47.342,"R",34.911,47.307
54,"Class2",46.919,81.665,"O",73.795,72.298,88.806,"I",42.951,32.23
62,"Class2",44.798,81.41,"K",73.192,86.852,72.775,"P",41.48,24.211
70,"Class2",49.313,82.173,"C",74.878,84.358,76.236,"W",39.811,32.163
52,"Class3",34.781,19.456,"P",26.757,32.063,61.845,"Y",26.171,38.322
79,"Class1",58.848,90.761,"V",42.153,31.104,88.02,"W",38.493,27.701
77,"Class1",60.991,23.799,"Y",37.193,56.942,77.32,"L",33.482,25.874
17,"Class2",47.387,87.196,"C",66.681,81.301,52.977,"W",35.545,33.836
65,"Class3",36.869,18.292,"I",26.003,95.776,76.679,"Y",49.893,50.407
83,"Class1",89.458,37.225,"V",34.526,58.66,85.721,"V",37.738,30.286
48,"Class3",30.684,24.099,"P",26.632,20.851,63.114,"X",29.3,54.711
70,"Class3",37.071,14.533,"I",26.58,89.665,69.061,"R",8.972,61.694
71,"Class3",37.27,18.988,"C",26.22,75.673,45.389,"Y",NA,62.114
77,"Class1",58.797,38.033,"Y",43.332,43.382,78.313,"L",37.746,31.858
55,"Class3",29.709,19.082,"J",26.36,52.347,69.073,"X",53.597,48.689
60,"Class3",34.391,18.63,"P",26.376,84.207,58.303,"R",52.246,26.726
23,"Class2",44.041,78.068,"C",70.941,88.404,77.797,"P",53.053,30.398
67,"Class3",35.71,17.29,"C",26.757,67.558,62.636,"N",39.65,54.733
48,"Class2",47.12,87.579,"I",68.153,72.931,95.058,"P",44.99,27.306
78,"Class1",59.967,84.823,"O",45.074,50.538,84.204,"S",34.405,30.805
47,"Class2",45.96,76.631,"K",73.71,71.493,95.442,"P",41.436,31.052
60,"Class2",42.866,86.956,"O",77.217,86.811,80.739,"V",26.474,25.858
78,"Class1",66.197,-14.48,"Y",34.533,35.36,88.237,"W",36.754,34.426
80,"Class1",70.013,33.441,"N",44.777,34.519,81.609,"V",32.46,34.333
55,"Class3",25.303,23.137,"C",26.799,58.642,45.249,"N",30.554,55.075
79,"Class1",66.193,16.064,"Y",43.473,63.382,85.883,"I",38.441,20.777
55,"Class3",30.789,17.448,"I",26.835,82.629,73.07,"R",8.112,14.799
54,"Class3",29.063,19.238,"C",25.992,88.137,60.869,"X",NA,60.856
82,"Class1",75.537,45.844,"Y",38.198,37.001,85.505,"V",36.05,33.448
80,"Class1",77.064,18.48,"N",42.09,48.206,82.892,"L",32.059,31.543
75,"Class1",66.261,63.734,"V",47.666,52.709,78.957,"W",37.861,27.775
15,"Class2",44.389,96.286,"I",65.881,82.955,51.95,"P",47.28,33.403
74,"Class1",59.235,22.442,"V",41.102,57.685,77.136,"L",33.702,37.937
68,"Class3",35.127,16.595,"I",26.111,38.967,76.141,"Y",56.242,73.115
62,"Class2",46.413,79.842,"E",61.229,95.282,97.067,"I",42.961,26.453
64,"Class2",48.723,95.611,"K",68.051,76.211,71.011,"X",53.532,29.228
49,"Class3",34.227,26.346,"C",26.297,94.875,78.796,"X",70.484,82.62
65,"Class2",45.776,80.588,"E",72.902,77.782,80.527,"I",33.137,26.445
57,"Class3",35.396,13.029,"I",26.415,54.164,72.63,"R",44.202,80.24
78,"Class1",98.018,60.22,"V",45.471,21.389,72.514,"V",33.045,47.425
21,"Class2",46.741,77.908,"O",70.42,77.069,61.979,"X",38.244,28.056
27,"Class2",46.507,87.501,"I",71.958,97.78,96.158,"V",45.627,41.325
53,"Class3",27.041,22.304,"P",26.54,80.615,59.213,"N",27.801,54.314
19,"Class2",46.385,91.203,"C",72.793,96.564,66.21,"I",32.076,34.996
54,"Class3",35.841,16.879,"C",26.669,64.749,46.608,"X",40.063,73.941
78,"Class1",84.942,36.94,"V",43.033,46.863,78.235,"V",35.609,22.005
48,"Class2",43.989,83.799,"E",79.167,77.882,66.41,"X",37.384,32.72
58,"Class3",36.5,16.527,"C",26.431,86.195,53.469,"R",32.89,69.434
61,"Class3",35.302,19.526,"W",26.421,53.73,46.169,"W",71.007,25.911
77,"Class1",85.449,90.279,"Y",43.208,61.092,80.724,"S",38.866,30.716
51,"Class3",33.927,14.696,"C",26.559,55.301,45.203,"Y",59.507,66.933
58,"Class3",34.142,12.751,"W",26.82,77.598,60.179,"W",40.715,53.928
41,"Class2",NA,87.948,"C",70.319,96.075,57.275,"W",37.515,33.188
76,"Class1",73.089,74.914,"U",38.288,49.697,76.667,"S",36.948,37.705
60,"Class2",46.495,92.868,"E",70.072,96.093,65.065,"I",31.374,34.435
14,"Class2",46.281,88.081,"I",67.2,83.959,75.205,"V",27.774,34.967
69,"Class2",46.953,93.472,"I",73.219,95.661,67.459,"P",31.808,38.277
61,"Class3",33.508,16.776,"J",26.538,26.354,59.016,"R",42.008,66.332
51,"Class3",34.627,25.25,"J",26.398,29.664,46.364,"X",34.624,51.757
64,"Class2",45.247,86.322,"O",71.777,94.801,67.969,"I",53.788,33.559
73,"Class3",37.017,21.335,"J",25.999,83.293,66.329,"X",22.895,40.822
14,"Class2",NA,80.348,"I",72.053,90.763,86.07,"V",40.817,32.284
19,"Class2",45.289,83.999,"K",63.392,93.753,72.942,"V",35.779,36.889
81,"Class1",70.352,44.727,"N",51.239,47.615,85.543,"S",31.861,38.346
25,"Class2",46.484,100.59,"I",72.112,85.297,90.286,"V",44.219,35.981
52,"Class3",34.962,21.073,"P",26.343,17.04,49.579,"R",13.46,51.446
62,"Class2",48.429,82.514,"K",68.294,97.686,65.201,"I",48.51,29.166
64,"Class2",46.717,92.825,"O",74.732,94.227,84.029,"P",48.261,33.716
56,"Class3",34.411,18.656,"W",26.266,48.772,46.92,"X",57.575,57.812
47,"Class2",45.633,83.947,"E",68.646,90.158,69.181,"W",25.541,30.127
52,"Class2",47.376,89.648,"E",70.096,95.471,61.016,"X",NA,32.214
68,"Class2",45.83,85.597,"E",73.535,85.905,62.528,"P",41.9,36.488
55,"Class2",45.491,68.196,"I",70.86,79.257,59.122,"V",34.671,35.069
41,"Class2",46.901,86.107,"K",74.387,93.388,95.217,"X",33.554,32.982
70,"Class1",NA,12.066,"O",48.914,66.368,63.075,"S",36.095,19.266
78,"Class1",82.309,82.878,"U",46.183,54.41,70.384,"W",34.574,26.286
72,"Class1",72.26,11.163,"V",31.848,49.677,78.163,"W",36.814,30.434
60,"Class3",NA,17.842,"J",26.781,73.627,65.101,"X",75.327,11.158
52,"Class3",33.62,18.555,"C",26.146,57.323,66.871,"W",8.57,41.078
39,"Class2",45.846,77.613,"E",70.471,97.933,49.035,"P",55.679,28.763
84,"Class1",42.442,60.601,"Y",44.686,49.042,65.802,"I",NA,29.124
61,"Class3",36.097,22.909,"P",26.758,40.234,47.328,"W",10.247,56.612
81,"Class1",65.07,55.202,"O",42.996,26.329,88.416,"S",34.477,25.791
77,"Class1",65.19,93.886,"O",29.677,62.058,84.165,"V",36.177,34.931
26,"Class2",45.5,84.73,"E",73.637,70.904,97.164,"I",30.096,33.889
72,"Class1",79.039,-27.45,"N",45.394,27.247,67.008,"W",34.387,21.846
72,"Class3",34.475,17.01,"I",26.661,81.007,73.914,"W",52.721,61.797
15,"Class2",46.211,79.517,"K",75.249,76.598,74.712,"X",26.809,36.318
83,"Class1",73.804,-4.581,"U",41.985,29.333,89.024,"L",33.294,34.008
84,"Class1",46.272,91.921,"N",48.707,59.288,89.999,"I",33.709,28.306
68,"Class3",32.132,8.215,"P",26.451,95.517,64.718,"N",44.9,68.645
69,"Class1",106.02,65.168,"N",40.397,27.337,84.542,"S",38.675,45.067
74,"Class1",107.641,78.45,"Y",35.497,27.671,65.947,"I",34.771,27.814
69,"Class3",36.001,13.315,"I",26.65,74.393,46.616,"W",45.759,64.751
73,"Class3",30.523,18.144,"J",26.301,16.075,45.978,"R",17.827,65.249
48,"Class2",47.312,98.327,"E",69.121,81.363,83.457,"X",NA,35.368
67,"Class3",32.409,22.857,"I",26.182,61.539,77.368,"R",47.035,80.771
67,"Class1",80.242,95.06,"U",37.444,57.742,63.013,"W",NA,14.985
27,"Class2",45.993,94.256,"O",78.288,84.658,58.499,"W",46.969,33.588
27,"Class2",44.076,95.784,"C",71.44,97.801,80.507,"W",31.076,33.397
63,"Class2",47.084,75.591,"C",73.657,70.764,57.677,"X",44.253,33.037
24,"Class2",47.131,83.724,"C",75.038,82.759,90.328,"P",56.913,27.857
72,"Class1",65.817,57.541,"O",51.758,40.976,77.185,"L",31.015,38.436
33,"Class2",46.816,83.247,"E",65.465,83.963,79.638,"V",57.931,29.807
21,"Class2",45.726,79.393,"E",77.785,85.168,85.625,"I",37.943,33.379
50,"Class3",29.016,18.176,"I",26.164,52.904,61.972,"N",NA,38.906
59,"Class3",35.075,26.521,"J",26.599,82.753,75.25,"X",22.948,60.405
74,"Class1",79.293,88.26,"O",43.413,18.188,81.244,"S",31.593,18.734
68,"Class3",33.054,25.266,"P",26.985,51.359,78.493,"Y",75.677,84.986
