"MBI1","RQZ2","HOT3","DTB4","WTS5","FQA6","FXN7","VEQ8","VLC9","Output17","SQM10","LOZ11","OCN12"
68.053,17.859,2.501,31.477,"F",65.961,18,98.362,"C","Class3",18.393,54,29.849
33.002,61.092,22.132,53.402,"K",15.608,31,59.855,"S","Class1",25.585,82,78.543
32.578,87.842,61.447,78.533,"T",61.359,79,38.31,"B","Class2",53.142,50,17.863
17.905,54.937,63.193,72.116,"J",11.147,20,58.206,"O","Class1",19.288,74,75.193
73.83,87.586,59.376,13.396,"R",61.353,82,47.84,"M","Class2",47.993,46,62.993
84.188,NA,39.904,78.78,NA,67.028,66,50.517,"D","Class4",68.5,77,23.24
52.805,87.654,61.374,60.169,"E",33.945,76,45.995,"P","Class2",50.851,52,91.069
82.165,46.962,40.395,82.448,"E",68.878,87,46.748,"H","Class4",82.336,50,38.808
67.944,25.85,18.538,48.612,"S",71.951,25,97.833,"R","Class3",6.159,76,14.652
37.779,87.981,61.043,42.853,"X",57.685,80,40.642,"X","Class2",48.384,55,27.608
66.953,22.034,15.28,76.177,"S",68.382,25,98.828,"O","Class3",17.791,61,21.754
11.786,87.004,60.299,23.909,NA,48.117,84,44.034,"Q","Class2",41.847,25,47.278
18.13,58.157,55.826,67.912,"S",20.202,34,67.609,"G","Class1",20.361,77,76.567
17.296,54.205,101.93,74.799,"S",7.817,41,68.017,"E","Class1",19.04,90,76.941
82.344,87.485,61.238,69.227,"E",38.169,83,37.028,"B","Class2",44.654,24,38.863
35.847,87.515,60.761,76.346,"E",49.493,82,41.28,"B","Class2",46.061,46,77.041
30.048,51.215,71.628,53.236,"K",37.332,42,63.141,"E","Class1",24.614,78,71.973
74.25,87.021,61.474,35.495,"T",44.371,78,39.644,"Q","Class2",41.406,46,25.155
81.819,60.898,40.64,84.168,"E",63.772,60,48.994,"D","Class4",74.475,63,52.569
56.001,32.198,25.05,73.838,"F",63.198,26,98.681,"L","Class3",36.009,63,3.656
66.005,32.613,17.904,60.029,"F",63.879,14,98.435,"R","Class3",29.631,70,53.155
71.559,19.157,26.977,35.141,"S",67.353,13,97.134,"C","Class3",24.002,69,72.682
31.365,57.349,96.481,50.107,"J",3.322,20,89.091,"H","Class1",27.315,68,65.706
64.191,72.436,39.764,81.314,"E",76.776,86,51.659,"G","Class4",54.634,72,33.31
75.648,97.234,40.165,75.855,"E",60.011,86,48.965,"H","Class4",75.089,94,42.871
42.967,87.808,60.177,68.974,"R",41.338,79,36.58,"X","Class2",56.788,50,48.868
9.439,64.87,-10.855,57.923,"K",24.126,37,76.759,"H","Class1",24.51,86,71.481
72.969,87.081,61.902,27.062,"R",36.704,85,43.276,"M","Class2",49.994,51,23.889
83.433,87.835,61.526,20.584,"U",39.418,78,46.16,"Q","Class2",43.775,34,29.671
64.241,7.741,19.507,47.821,"J",72.835,25,99.637,"R","Class3",37.631,59,8.177
65.47,64.94,41.019,73.728,"G",62.862,82,50.736,"G","Class4",56.273,93,25.638
73.728,31.956,30.816,60.161,"Z",72.702,12,97.18,"T","Class3",42.784,59,46.488
17.744,48.994,92.913,73.86,"I",14.033,43,60.325,"G","Class1",24.002,63,74.434
66.341,69.605,40.207,86.973,"O",58.363,75,55.561,"L","Class4",67.384,93,17.862
82.508,87.593,62.505,16.528,"X",50.642,87,40.962,"Q","Class2",47.064,22,-5.08
50.241,86.635,42.563,68.341,"E",60.962,94,58.715,"D","Class4",80.854,36,26.586
62.921,82.679,40.339,76.607,"E",54.66,57,47.351,"G","Class4",64.357,28,28.096
76.22,44.139,40.227,82.184,"G",63.451,77,45.809,"D","Class4",69.425,95,30.733
53.192,59.08,39.725,84.657,"P",54.491,63,41.738,"H","Class4",77.719,54,34.423
22.411,54.587,69.269,67.931,"X",21.943,44,92.248,"G","Class1",21.705,70,65.308
9.354,NA,69.295,77.089,"S",11.226,22,92.976,"E","Class1",21.583,84,74.47
86.861,87.263,61.359,56.087,"X",47.002,86,37.426,"M","Class2",44.537,41,26.827
63.423,87.325,63.288,55.642,"U",45.868,79,45.866,"P","Class2",47.553,27,29.499
73.071,87.483,61.828,28.027,"U",46.321,87,44.09,"X","Class2",42.105,6,47.372
73.09,9.144,31.415,58.413,"F",69.389,27,99.43,"L","Class3",17.951,69,42.205
65.781,15.755,22.162,85.705,"F",54.633,23,97.8,"O","Class3",34.186,65,34.117
69.692,87.474,61.863,79.993,"T",46.684,84,44.364,"B","Class2",61.634,17,39.157
30.839,50.188,39.146,35.886,"K",25.488,39,72.819,"H","Class1",21.369,81,72.348
34.692,NA,58.074,45.655,"X",28.52,39,83.63,"H","Class1",30.134,68,73.476
15.658,53.695,79.871,45.614,"J",17.65,38,92.501,"E","Class1",25.577,83,71.257
84.77,96.098,40.245,68.234,"P",63.611,76,38.837,"H","Class4",46.966,65,24.666
87.676,87.598,62.343,32.495,"R",37.635,78,38.137,"Q","Class2",49.348,18,53.907
18.976,87.293,62.698,60.245,"E",36.324,80,38.515,"P","Class2",50.835,19,22.954
10.824,87.388,60.681,17.379,"U",49.406,78,48.234,"X","Class2",44.883,50,48.469
43.35,87.587,60.641,55.059,"U",30.756,77,45.743,"X","Class2",56.586,14,11.813
85.755,63.599,39.804,77.163,"W",67.249,86,60.947,"G","Class4",36.611,43,39.055
73.454,9.519,36.021,76.31,"S",75.882,14,99.193,"T","Class3",32.411,78,22.318
56.486,4.271,25.687,78.921,"S",70.611,9,98.69,"O","Class3",37.185,59,64.064
70.327,19.774,14.896,85.316,"Z",60.986,12,97.572,"C","Class3",18.023,75,34.141
45.143,87.833,61.8,42.265,"T",45.524,75,38.767,"B","Class2",46.437,18,30.966
72.574,87.947,60.579,20.573,"U",30.99,75,47.14,"X","Class2",52.359,33,27.854
59.655,12.678,21.755,77.866,"F",67.169,9,98.559,"C","Class3",31.652,64,68.562
45.056,87.44,61.223,23.014,"T",35.98,85,40.981,"Q","Class2",50.153,47,55.259
4.02,87.831,60.65,31.696,"X",17.849,81,42.63,"P","Class2",53.828,50,44.546
59.529,31.067,28.646,44.201,"Z",72.862,19,99.672,"R","Class3",3.397,65,36.603
84.103,51.222,40.667,81.273,"G",57.367,86,45.395,"J","Class4",49.073,62,18.067
44.298,87.209,61.152,69.702,"X",48.001,81,48.697,"P","Class2",58.127,10,11.955
40.939,48.067,59.568,74.517,"X",14.364,26,72.661,"E","Class1",32.36,76,74.524
72.843,81.902,39.277,72.526,NA,64.724,87,42.773,"H","Class4",22.999,59,35.894
26.536,87.633,61.197,38.729,"X",61.37,86,36.842,"X","Class2",60.195,20,23.934
35.577,49.888,38.978,46.236,"X",12.757,40,86.129,"H","Class1",28.549,65,77.711
62.022,13.321,30.016,61.927,"J",79.749,11,99.364,"O","Class3",33.067,62,55.273
55.639,NA,28.92,48.435,"S",8.694,41,70.728,"G","Class1",21.084,82,65.835
70.974,20.482,17.047,57.244,NA,65.221,18,97.383,"C","Class3",35.753,55,70.765
22.725,57.58,103.159,34.272,"S",23.93,34,87.055,"O","Class1",20.814,82,79.699
40.185,63.65,57.791,57.529,"K",12.573,40,79.472,"S","Class1",24.482,73,72.645
21.594,87.238,60.956,18.062,"U",42.482,80,41.96,"P","Class2",57.765,7,56.84
86.832,87.932,61.331,59.973,"R",36.081,79,41.433,"P","Class2",55.487,24,22.671
18.597,87.568,60.179,82.522,"X",55.242,84,39.099,"B","Class2",47.031,18,11.909
56.219,87.924,61.246,54.039,"X",51.682,75,42.212,"X","Class2",52.616,35,-0.816
57.176,87.131,61.673,64.709,"X",22.921,83,43.328,"X","Class2",58.32,17,37.019
10.25,87.793,60.159,35.355,"T",34.14,87,46.581,"M","Class2",53.709,30,28.866
81.52,52.871,40.638,83.963,"G",56.661,73,42.33,"H","Class4",58.315,50,13.526
70.366,16.439,22.217,55.834,"J",73.209,26,99.914,"C","Class3",47.03,68,75.384
47.554,87.156,60.357,79.205,"X",33.493,83,43.926,"P","Class2",45.672,27,45.036
45.951,49.385,77.121,44.598,"X",15.313,42,68.071,"E","Class1",17.269,89,74.475
75.249,42.99,40.384,85.994,"W",58.512,54,36.96,"G","Class4",46.167,74,36.69
62.727,55.88,39.994,73.305,"P",54.735,60,39.237,"D","Class4",61.382,25,47.298
72.815,NA,27.271,75.048,"J",71.227,16,99.569,"O","Class3",10.24,66,87.761
59.369,10.66,18.689,47.554,"F",56.245,27,98.888,"T","Class3",8.399,59,22.095
73.211,3.201,32.532,31.094,"F",62.796,10,98.882,"C","Class3",22.717,75,75.828
68.827,67.986,39.598,80.698,"O",70.745,66,53.673,"L","Class4",42.434,62,39.364
77.046,42.57,41.093,85.506,"P",64.356,81,60.548,"L","Class4",76.717,49,23.271
33.417,87.269,61.173,29.244,"X",46.47,83,38.304,"Q","Class2",53.933,30,78.543
67.051,66.139,39.975,70.241,"E",62.001,55,52.087,"J","Class4",95.304,45,30.955
9.49,63.548,71.078,60.357,"S",26.605,22,87.346,"S","Class1",27.396,85,73.296
67.209,96.282,41.255,69.193,"O",60.222,62,43.655,"G","Class4",44.071,40,34.82
54.953,87.208,62.566,17.621,NA,29.522,81,39.577,"B","Class2",45.76,52,19.07
18.831,52.855,9.773,82.256,"X",13.454,19,84.774,"E","Class1",21.774,79,72.61
4.371,87.608,61.799,15.257,"U",42.603,75,42.021,"P","Class2",45.721,37,29.391
19.874,50.786,73.376,34.224,"S",39.839,24,86.942,"H","Class1",26.289,71,76.141
62.089,23.033,8.839,67.287,"F",68.811,26,98.495,"C","Class3",50.174,75,56.477
59.319,9.88,35.302,36.384,"J",68.707,10,98.623,"T","Class3",25.103,59,54.255
34.284,62.481,42.584,46.101,"K",26.073,19,83.464,"H","Class1",26.536,85,67.871
62.138,90.599,40.28,77.493,"E",54.284,53,39.222,"D","Class4",31.095,40,38.341
69.721,34.334,21.828,50.453,"Z",72.504,18,98.324,"R","Class3",17.226,87,62.55
50.286,42.206,40.768,85.23,"E",66.967,91,37.031,"L","Class4",57.898,63,41.577
68.393,87.574,60.723,45.302,"R",47.343,85,41.486,"Q","Class2",43.668,20,27.791
4.55,87.47,60.623,58.121,"R",39.904,85,47.39,"Q","Class2",51.665,43,53.091
65.347,34.475,17.971,86.066,"J",79.278,15,97.891,"O","Class3",19.106,79,47.673
48.162,72.179,40.864,70.796,"O",55.471,85,46.67,"D","Class4",76.784,27,26.958
10.806,64.945,71.601,38.007,"K",45.826,32,81.461,"E","Class1",21.544,78,68.105
75.497,56.446,40.324,73.817,"G",67.213,74,58.775,"J","Class4",48.133,28,50.482
65.449,14.895,22.133,39.006,"J",75.705,8,99.827,"L","Class3",18.129,64,37.924
46.739,46.558,40.208,75.804,"G",67.643,68,36.5,"L","Class4",56.896,45,23.337
56.554,87.007,61.653,35.56,"T",37.44,80,46.53,"P","Class2",52.872,13,47.934
28.226,87.474,62.07,32.247,"X",33.76,79,48.863,"Q","Class2",41.156,14,31.426
53.918,97.707,41.433,68.188,"P",64.651,74,39.508,"D","Class4",90.072,88,35.346
48.273,NA,80.542,53.181,"S",17.922,30,76.947,"E","Class1",18.355,71,73.209
67.89,89.04,41.219,84.93,"E",58.527,73,40.313,"G","Class4",46.864,70,30.919
61.763,17.607,13.726,70.924,"D",71.052,12,97.673,"C","Class3",30.72,55,41.631
71.763,NA,40.242,75.772,"W",59.371,93,64.887,"G","Class4",40.456,53,23.388
83.575,NA,61.813,16.26,"E",53.595,85,37.73,"P","Class2",49.191,49,2.469
54.931,53.927,41.186,46.916,"I",12.157,25,94.183,"E","Class1",15.997,73,80.957
59.975,12.397,25.894,49.133,"S",79.549,26,99.987,"T","Class3",55.305,89,44.108
41.35,NA,62.365,53.063,"U",54.72,75,38.302,"X","Class2",46.171,14,27.156
69.812,24.02,22.967,68.981,"S",63.618,18,97.756,"C","Class3",38.392,80,93.626
67.923,27.039,20.195,53.131,"Z",58.973,11,99.428,"R","Class3",26.039,71,20.185
63.913,87.962,63.195,16.284,"R",37.448,83,37.055,"X","Class2",60.889,14,31.087
68.067,11.278,23.252,71.286,"J",61.268,16,98.253,"L","Class3",12.838,67,66.408
65.765,87.31,61.184,26.181,"R",44.145,76,44.453,"Q","Class2",58.193,14,47.99
33.097,87.079,59.958,81.03,"T",32.459,87,37,"X","Class2",44.903,10,41.77
74.022,11.173,11.327,56.053,"F",58.402,16,99.757,"R","Class3",11.569,81,51.343
61.914,76.974,40.847,70.7,"E",78.187,55,62.006,"D","Class4",53.034,53,11.431
71.514,37.463,17.757,48.189,"Z",56.029,16,98.566,"R","Class3",39.044,62,31.489
83.607,75.634,41.142,67.387,"G",71.69,60,42.324,"H","Class4",61.236,35,31.899
32.293,87.379,61.832,37.276,"U",36.81,87,47.342,"X","Class2",39.873,27,-18.632
69.214,48.69,37.927,68.687,"O",67.778,69,55.115,"L","Class4",25.745,75,25.965
54.538,NA,63.388,80.952,"E",34.731,76,43.297,"Q","Class2",44.946,22,1.624
16.371,57.383,55.442,37.73,"K",40.185,25,59.493,"G","Class1",21.469,72,74.096
77.566,87.338,40.413,75.614,"G",68.503,85,41.251,"H","Class4",40.904,73,34.735
43.973,54.275,72.909,39.95,"S",57.197,44,91.277,"O","Class1",16.417,65,67.857
55.12,74.203,41.942,71.149,"W",67.96,87,45.349,"D","Class4",46.215,95,40.765
47.079,48.803,70.556,35.953,"J",11.409,23,79.445,"O","Class1",23.33,92,68.101
68.049,10.776,35.236,67.799,"F",76.758,27,99.954,"O","Class3",27.763,56,39.951
16.797,87.655,62.963,48.522,"E",39.662,85,37.798,"P","Class2",45.841,56,28.249
74.256,92.117,41.519,70.585,"P",54.422,57,38.088,"H","Class4",62.069,43,21.68
80.588,NA,61.211,58.046,"U",23.935,87,47.461,"P","Class2",50.174,19,40.618
5.638,60.017,76.794,71.882,"I",18.116,35,84.368,"E","Class1",27.306,82,75.008
59.117,9.283,3.893,43.711,"S",72.819,18,99.653,"T","Class3",10.599,75,45.063
36.682,87.71,62.353,83.88,"T",36.23,84,48.202,"M","Class2",61.232,16,42.682
20.898,NA,123.889,38.797,"X",58.784,29,62.781,"O","Class1",18.956,93,65.987
66.527,94.905,39.47,85.715,"G",58.952,58,39.53,"G","Class4",86.817,68,20.568
78.32,96.237,40.03,80.815,"O",64.255,61,47.74,"L","Class4",51.405,28,41.967
56.976,51.544,74.506,35.251,"S",33.655,23,56.723,"G","Class1",28.264,87,75.093
58.64,87.517,61.303,19.498,"R",41.009,82,40.94,"P","Class2",42.93,31,66.141
63.091,87.77,62.069,28.997,"U",40.417,85,37.564,"M","Class2",50.219,56,13.885
79.828,49.276,41.336,84.384,"P",66.239,81,58.654,"L","Class4",51.968,72,11.244
64.219,NA,23.214,31.986,"D",59.535,13,97.072,"C","Class3",1.925,67,51.275
65.225,50.44,39.768,85.288,"E",60.679,64,53.726,"J","Class4",57.634,83,8.795
72.283,43.811,41.344,67.009,"P",60.5,91,41.911,"D","Class4",55.654,34,2.09
13.607,59.095,51.981,32.722,"K",13.729,38,86.945,"E","Class1",16.402,66,69.776
5.151,65.62,57.753,46.01,"S",7.939,25,59.681,"E","Class1",22.124,78,76.548
55.111,57.175,42.438,79.934,"W",57.077,57,53.192,"L","Class4",60.052,52,28.506
72.123,87.025,62.668,52.976,"T",49.07,85,46.17,"P","Class2",59.676,23,29.495
84.932,74.466,41.557,77.97,"O",76.254,56,47.74,"D","Class4",47.815,83,26.951
74.059,19.431,18.161,80.375,"S",62.083,13,99.361,"T","Class3",38.296,89,29.398
54.153,59.629,40.522,81.333,"E",52.826,81,52.939,"D","Class4",60.828,85,33.477
23.461,87.168,61.841,83.229,"E",38.026,78,46.74,"Q","Class2",57.112,9,18.764
66.438,97.574,40.9,83.945,NA,64.26,84,47.955,"G","Class4",74.36,40,17.723
31.753,48.579,34.943,78.701,"J",33.557,37,70.171,"G","Class1",25.402,84,71.115
75.397,42.521,41.077,71.617,"E",63.006,72,44.418,"G","Class4",70.475,36,10.143
46.138,52.143,112.508,55.503,"K",20.444,35,61.465,"G","Class1",23.725,68,81.802
67.379,87.151,61.485,30.915,"E",40.328,84,46.206,"X","Class2",40.955,21,3.885
71.501,24.937,26.562,66.684,"J",60.672,13,98.563,"O","Class3",42.59,82,76.433
72.408,4.746,16.905,70.16,"D",74.659,20,99.012,"C","Class3",17.004,61,42.957
20.503,52.588,44.088,72.002,"X",72.55,36,61.878,"H","Class1",25.68,64,76.828
75.487,88.743,41.28,79.883,"G",65.655,57,52.688,"G","Class4",60.238,94,34.469
6.791,87.762,61.243,35.517,"U",39.154,86,41.461,"P","Class2",55.333,20,27.984
34.49,87.301,62.34,44.857,"X",52.17,85,37.464,"Q","Class2",45.687,23,69.287
64.771,78.972,40.355,67.836,"G",61.256,96,42.627,"H","Class4",86.25,85,25.503
56.462,14.728,32.399,82.588,"S",70.927,12,98.685,"T","Class3",32.134,77,35.172
8.171,59.884,33.12,73.876,"I",28.216,25,91.497,"E","Class1",29.699,91,80.567
13.042,87.034,62.609,21.998,"R",34.893,84,43.25,"P","Class2",56.088,24,22.968
45.37,61.173,30.947,83.106,"K",17.142,40,63.549,"G","Class1",33.206,90,70.438
87.501,NA,60.158,32.697,"R",43.676,87,41.059,"X","Class2",42.035,32,36.59
42.736,67.724,37.047,32.399,"I",6.821,41,86.515,"O","Class1",18.242,91,72.838
18.217,63.733,46.208,53.914,"X",50.627,27,63.564,"G","Class1",17.528,65,76.84
56.547,14.755,20.647,72.52,"F",64.454,21,98.488,"O","Class3",41.206,80,40.634
63.506,32.068,26.781,62.234,NA,64.301,13,99.264,"L","Class3",10.514,61,29.129
21.09,87.719,60.474,38.445,"U",53.617,79,39.276,"X","Class2",44.676,7,30.482
57.083,NA,61.759,51.886,"R",35.491,84,45.676,"X","Class2",40.874,43,28.261
65.555,17.82,23.668,77.672,"J",73.732,12,97.659,"L","Class3",20.994,57,51.657
33.345,87.703,60.696,34.326,"U",12.452,84,40.408,"M","Class2",56.222,12,30.412
35.024,55.505,69.05,38.814,"X",29.093,25,87.957,"H","Class1",22.783,90,70.591
71.376,14.904,16.068,30.759,"D",68.561,11,99.45,"O","Class3",50.354,81,12.578
25.464,87.179,62.43,18.955,"R",52.499,75,43.093,"X","Class2",51.484,54,25.336
24.109,87.442,62.156,73.274,"T",60.814,78,43.008,"Q","Class2",42.751,34,28.025
60.614,29.001,24.982,60.741,"F",55.27,16,99.291,"L","Class3",16.774,62,47.681
29.632,87.203,61.383,28.212,"R",39.383,83,42.942,"Q","Class2",46.865,30,31.947
8.434,87.388,61.76,77.61,"U",50.002,81,38.821,"P","Class2",52.198,29,26.787
56.023,59.686,60.714,39.337,NA,33.391,21,87.915,"G","Class1",26.182,69,70.369
32.807,53.337,40.244,87.241,"I",40.646,22,78.097,"S","Class1",22.297,65,75.119
54.975,68.029,41.067,79.644,"G",61.965,80,41.521,"G","Class4",68.135,62,16.725
7.792,87.011,62.716,37.998,"U",30.578,80,38.553,"P","Class2",50.523,14,35.524
18.738,59.931,7.988,72.106,"I",40.722,29,68.078,"E","Class1",20.636,79,79.748
55.039,51.717,40.973,76.951,"P",65.937,95,57.908,"J","Class4",92.823,45,39.32
39.947,65.938,14.429,36.106,"I",21.067,25,56.093,"O","Class1",19.5,77,70.456
65.987,7.422,39.006,62.654,"Z",71.158,12,97.783,"R","Class3",40.626,83,29.065
49.152,87.607,58.989,69.002,"T",43.522,81,41.079,"X","Class2",46.72,47,32.789
57.803,2.562,26.68,70.134,"F",62.601,8,99.202,"O","Class3",38.639,55,74.792
55.225,56.142,61.5,67.742,"K",44.062,19,69.062,"G","Class1",22.594,64,72.528
57.245,30.967,23.689,66.803,"D",66.195,11,98.893,"T","Class3",38.631,69,56.286
62.901,30.357,20.633,40.069,"S",63.706,22,97.312,"R","Class3",22.664,56,42.518
35.303,87.883,63.456,15.49,"U",38.89,82,37.93,"X","Class2",47.235,51,24.332
48.775,NA,62.039,22.625,NA,33.205,85,48.463,"Q","Class2",49.063,54,14.575
71.626,18.912,23.767,69.266,"S",55.08,15,97.763,"R","Class3",38.706,68,22.916
40.842,54.834,71.425,74.165,"K",32.322,38,66.184,"H","Class1",26.316,67,76.678
68.083,54.196,41.989,84.289,"W",73.809,83,48.51,"D","Class4",75.738,78,22.489
42.905,64.407,23.504,83.617,"J",36.1,33,83.926,"G","Class1",29.939,87,74.788
77.287,54.749,42.538,87.182,"E",64.616,92,59.375,"L","Class4",87.612,41,13.669
59.342,94.228,40.187,72.915,"O",53.643,75,64.428,"G","Class4",56.744,74,29.515
29.718,48.939,82.508,41.091,"S",7.678,31,67.434,"O","Class1",28.677,66,64.772
69.85,2.987,23.476,74.099,"S",62.91,18,98.513,"L","Class3",39.942,61,27.467
76.287,87.433,61.701,24.598,"U",56.488,77,48.451,"P","Class2",54.877,29,40.38
23.916,87.535,62.953,16.938,"E",66.535,77,38.853,"X","Class2",32.863,22,29.144
66.054,58.974,39.81,68.93,"W",61.768,87,47.958,"L","Class4",42.152,78,45.863
63.033,34.089,27.456,47.401,"D",71.277,20,97.794,"L","Class3",5.457,65,74.79
70.443,65.12,39.111,85.093,"W",72.607,87,57.24,"L","Class4",43.69,40,34.854
62.62,87.023,60.77,33.088,"E",33.312,87,46.099,"Q","Class2",41.85,52,38.106
50.789,96.126,40.311,86.845,"P",64.883,54,40.831,"J","Class4",63.687,75,37.952
35.717,87.004,62.653,20.011,"U",28.159,86,43.946,"P","Class2",50.959,39,28.394
49.995,87.339,60.335,82.111,"E",42.274,81,47.025,"Q","Class2",50.051,26,44.167
65.082,87.536,62.35,56.065,"U",30.504,84,48.189,"M","Class2",43.71,28,37.576
60.664,57.897,41.287,71.999,"E",51.046,80,53.434,"H","Class4",69.403,63,35.172
5.881,67.863,68.228,73.29,"I",20.189,28,56.455,"O","Class1",18.188,70,73.976
82.294,84.654,40.755,87.932,"P",64.536,62,39.571,"J","Class4",79.045,51,54.44
34.699,49.598,61.157,71.164,"X",28.867,27,78.346,"G","Class1",23.068,73,77.885
71.085,42.801,38.89,77.582,"G",67.165,80,52.032,"G","Class4",40.517,78,37.923
66.663,36.972,25.325,72.789,"Z",64.19,12,98.447,"T","Class3",28.363,59,93.4
68.191,46.68,40.118,67.669,"G",60,64,40.081,"L","Class4",61.34,92,38.944
71.725,12.104,22.278,30.168,"S",76.471,23,97.109,"R","Class3",30.067,57,65.707
65.121,32.319,18.92,58.959,"S",61.38,12,97.387,"L","Class3",33.091,79,29.556
60.663,28.419,14.577,37.449,"J",61.793,17,99.062,"T","Class3",31.106,88,74.341
13.794,47.621,47.57,65.136,"K",50.566,25,90.16,"S","Class1",26.381,75,71.172
62.354,67.591,40.903,73.295,"W",65.603,93,62.93,"G","Class4",54.027,33,30.618
67.347,36.175,25.605,82.326,"D",68.483,22,97.641,"T","Class3",35.938,78,39.487
33.256,87.633,63.946,69.159,"E",31.314,79,44.216,"B","Class2",59.17,34,39.16
69.932,65.678,40.03,75.628,"O",70.994,62,40.545,"J","Class4",76.478,72,19.712
62.517,NA,21.603,48.08,"F",66.656,12,97.402,"T","Class3",18.258,65,125.93
66.837,46.205,40.645,70.099,"G",62.808,65,36.201,"J","Class4",71.72,41,34.912
68.598,21.808,16.489,55.225,"J",73.248,23,98.036,"O","Class3",50.765,78,22.815
72.622,6.454,40.209,64.192,"Z",64.868,16,98.19,"R","Class3",24.102,64,21.896
31.492,59.071,82.284,60.654,NA,51.37,31,88.173,"O","Class1",23.718,79,68.831
73.367,21.296,38.606,63.958,"F",75.594,11,99.165,"T","Class3",33.765,79,34.254
77.673,64.874,40.054,77.148,"E",69.492,78,57.145,"H","Class4",69.495,25,24.722
23.273,61.428,43.689,32.154,"I",27.232,31,92.9,"G","Class1",28.396,65,74.408
47.453,88.362,41.315,72.338,"O",65.566,72,56.722,"G","Class4",64.484,74,1.422
15.945,58.793,79.517,33.881,"I",63.129,22,91.591,"S","Class1",24.979,84,74.628
54.469,67.889,69.871,86.65,"X",35.085,35,62.863,"S","Class1",33.456,90,71.201
62.287,64.341,39.946,87.283,"W",64.182,66,64.155,"L","Class4",63.112,46,31.703
58.433,87.38,60.932,26.716,"X",42.551,87,48.022,"X","Class2",52.064,54,59.423
76.253,66.569,39.83,80.562,"P",63.361,77,57.118,"L","Class4",62.567,78,0.033
57.956,5.323,33.417,81.253,"S",55.523,22,97.38,"T","Class3",8.9,84,53.821
65.078,6.717,15.363,80.825,"F",76.391,9,99.495,"C","Class3",55.278,84,37.67
38.148,87.666,61.377,45.826,"X",41.17,86,36.692,"X","Class2",52.083,11,32.427
63.837,27.608,37.775,64.113,"D",87.189,10,99.148,"L","Class3",24.678,78,62.361
71.927,67.364,40.255,71.822,"W",60.489,89,51.83,"D","Class4",66.768,38,39.952
47.583,53.779,21.218,70.525,"S",23.789,34,57.761,"S","Class1",22.671,76,72.459
13.592,64.323,34.448,41.522,"K",45.754,40,67.996,"G","Class1",20.969,71,66.704
46.588,90.765,41.141,73.486,"O",68.78,94,63.383,"H","Class4",50.633,73,25.432
3.1,50.714,77.394,49.601,"X",47.652,42,79.047,"H","Class1",20.787,80,71.7
76.963,87.54,63.771,76.474,"E",25.056,75,37.233,"X","Class2",71.737,36,18.444
72.322,19.731,12.809,32.631,"D",69.023,12,97.554,"R","Class3",28.067,80,46.681
42.389,49.566,90.754,31.915,"I",32.196,27,61.018,"E","Class1",25.322,76,66.657
56.47,22.721,21.152,67.847,"J",67.645,16,99.363,"C","Class3",36.534,88,55.875
62.875,60.87,39.41,67.456,"G",48.725,65,53.911,"J","Class4",51.439,32,24.229
15.595,87.735,61.789,42.565,"U",34.068,79,38.417,"P","Class2",57.749,27,8.005
10.411,59.763,75.942,55.226,"X",17.965,40,78.185,"E","Class1",30.407,84,73.313
72.576,42.829,42.464,76.232,"P",57.188,70,61.681,"J","Class4",71.183,66,13.953
57.257,NA,41.982,83.465,"G",57.391,83,48.173,"D","Class4",50.451,95,26.679
52.28,81.461,40.304,71.955,"P",65.872,56,37.783,"H","Class4",52.328,51,20.154
75.499,91.048,40.879,67.427,"G",58.533,89,57.179,"D","Class4",52.053,87,6.866
60.831,10.27,26.011,83.132,"S",46.481,25,99.998,"L","Class3",20.622,65,54.432
33.265,87.644,61.876,57.876,"T",31.041,83,48.958,"P","Class2",41.781,45,74.035
75.848,87.212,60.627,57.442,"E",28.58,87,46.745,"X","Class2",41.679,38,13.882
31.72,47.956,28.774,64.09,"S",27.103,37,96.455,"G","Class1",29.929,71,75.876
28.661,87.591,62.995,17.62,NA,58.293,78,46.243,"Q","Class2",38.737,21,57.806
52.819,55.541,44.15,45.715,"K",17.276,44,60.642,"H","Class1",33.16,83,70.492
13.726,65.377,75.655,34.451,"I",7.163,39,81.882,"H","Class1",27.968,67,68.463
79.179,61.791,39.163,83.906,"P",52.358,95,45.813,"H","Class4",49.777,42,24.016
28.643,65.322,69.421,56.355,"X",3.158,35,92.677,"G","Class1",11.261,72,75.742
61.128,26.027,27.403,52.544,"S",59.041,15,97.361,"T","Class3",19.101,80,37.252
63.99,69.161,38.776,75.887,NA,55.456,91,55.602,"J","Class4",48.314,49,47.731
71.721,88.558,39.936,87.571,"G",64.255,77,62.625,"H","Class4",55.886,67,25.992
48.776,88.675,39.614,69.344,NA,51.429,83,53.561,"L","Class4",52.415,75,23.972
63.2,72.182,40.994,81.286,NA,62.131,87,51.601,"J","Class4",83.377,75,30.534
63.638,97.431,40.54,84.208,"P",68.857,92,48.031,"J","Class4",42.845,69,26.602
60.231,17.804,21.046,69.01,"D",64.045,19,98.84,"C","Class3",34.289,59,30.836
46.038,50.672,20.291,68.021,"S",35.523,41,76.319,"O","Class1",21.783,84,78.455
67.86,95.89,36.796,68.986,"O",63.378,83,60.026,"L","Class4",50.343,35,31.52
66.433,NA,27.458,71.363,"S",84.815,16,97.183,"C","Class3",20.934,62,18.888
