"IGZ1","YFS2","KQE3","FYH4","ZUQ5","WZC6","AQT7","YWK8","BWF9","Output9","UOC10"
82.014,30.271,48.922,58.077,NA,59.5,10,83,"C","Class1",70.636
83.258,22.43,57.61,59.829,45.962,70.935,10,52,"O","Class1",70.069
42.683,88.939,85.884,0.912,73.874,80.934,48,51,"F","Class2",61.528
80.223,74.976,74.746,0.11,69.519,54.517,56,56,"C","Class2",33.858
83.698,28.774,56.19,58.734,46.975,65.559,11,53,"K","Class1",71.986
72.188,13.308,20.037,39.66,69.558,47.194,18,42,"T","Class3",50.287
85.252,30.228,50.105,59.59,44.999,66.952,10,59,"C","Class1",70.949
82.065,27.436,48.865,62.537,NA,60.091,11,62,"K","Class1",71.241
20.727,86.379,55.676,0.61,60.18,70.206,41,64,NA,"Class2",37.88
83.669,33.318,46.6,57.533,40.211,68.314,11,63,"Z","Class1",72.834
73.808,18.117,43.479,53.54,53.254,-18.406,5,44,"M","Class3",51.533
82.692,29.766,54.334,59.269,39.749,66.928,11,79,"C","Class1",71.082
84.688,4.99,24.567,55.432,NA,13.487,13,41,"T","Class3",51.971
54.211,77.364,59.638,0.448,66.457,72.484,57,28,"W","Class2",43.635
26.632,87.396,84.84,0.547,65.625,63.481,17,40,"D","Class2",2.33
77.843,74.84,54.222,-0.125,71.352,58.703,53,53,"D","Class2",35.76
79.918,92.339,89.766,0.991,NA,72.925,75,46,"C","Class2",57
81.69,23.008,27.132,65.276,78.79,58.287,6,47,"C","Class3",53.312
82.825,30.319,47.084,62.267,63.043,78.351,10,67,"K","Class1",70.89
43.758,74.326,77.248,1.104,68.76,67.313,30,41,"D","Class2",77.539
83.532,30.428,54.188,62.82,47.105,81.776,10,61,"O","Class1",71.634
77.169,17.717,38.837,46.15,16.045,63.681,16,35,"C","Class3",50.114
73.617,13.179,37.65,68.225,82.464,62.122,18,37,"D","Class3",51.698
86.309,33.106,57.002,56.258,48.345,68.183,10,88,"A","Class1",69.55
47.233,86.611,68.719,0.781,62.256,73.296,27,46,"W","Class2",57.2
76.733,9.668,17.184,45.564,72.025,56.04,17,47,"M","Class3",53.256
83.894,26.812,53.783,60.044,52.89,77.429,10,92,"A","Class1",70.962
81.48,18.068,19.546,55.487,59.707,43.514,23,44,"D","Class3",51.293
73.109,1.223,42.535,71.137,27.799,61.616,18,41,"D","Class3",51.425
9.887,81.193,56.078,0.725,61.558,75.993,18,64,"W","Class2",79.023
86.365,33.03,50.938,59.657,44.14,64.301,10,72,"C","Class1",71.455
40.184,71.014,64.386,0.806,73.75,62.909,32,36,"C","Class2",50.164
80.934,24.489,31.442,65.711,20.515,5.898,7,34,"D","Class3",52.201
30.042,75.603,79.593,0.521,74.554,60.418,45,22,"D","Class2",32.79
83.143,24.815,57.591,62.172,NA,69.626,11,90,"K","Class1",71.054
17.385,74.981,77.428,0.744,62.791,74.215,26,64,"V","Class2",42.959
86.028,34.206,56.588,58.46,53.423,59.621,10,90,"K","Class1",71.668
6.781,80.971,58.515,0.952,70.862,72.898,49,51,"W","Class2",66.251
83.409,34.289,46.865,58.247,60.462,67.664,11,73,NA,"Class1",71.326
48.52,76.391,85.383,-0.467,68.959,71.229,33,42,"D","Class2",21.365
84.685,23.243,58.535,62.936,60.793,89.033,11,60,"A","Class1",72.225
84.463,26.165,55.194,62.049,44.741,82.21,11,88,"C","Class1",71.11
30.875,80.291,58.572,0.664,61.013,66.625,55,44,"C","Class2",15.523
83.167,35.238,55.337,62.646,42.09,71.082,11,83,"Z","Class1",70.429
55.013,76.381,80.179,0.946,62.389,80.718,75,40,"C","Class2",6.119
56.879,81.053,60.482,0.495,74.228,70.862,48,29,"F","Class2",64.002
75.972,17.313,24.023,59.868,27.466,43.823,32,44,"X","Class3",51.349
84.373,25.326,54.756,61.473,52.9,85.091,11,73,"A","Class1",70.857
17.43,75.639,85.064,0.451,73.87,72.028,77,24,"W","Class2",59.612
8.856,79.456,61.522,-0.022,72.803,77.565,32,54,"V","Class2",88.777
53.775,77.234,76.97,0.579,66.6,66.556,57,39,"D","Class2",35.736
85.715,10.32,20.134,40.953,44.082,23.188,26,37,"X","Class3",51.911
81.415,19.762,28.674,66.79,60.88,77.678,16,37,"M","Class3",51.671
75.983,23.482,40.229,62.177,36.235,68.303,11,41,NA,"Class3",54.555
60.897,82.153,52.349,0.091,68.425,71.392,24,38,"C","Class2",50.758
82.266,3.679,31.269,64.314,54.194,105.372,17,37,"T","Class3",52.564
86.664,32.375,59.864,57.224,55.536,75.417,11,55,"Z","Class1",70.331
83.659,21.318,57.829,59.102,42.513,69.188,11,69,"A","Class1",70.637
84.886,24.677,60.928,62.345,55.554,51.92,10,87,"A","Class1",70.583
83.874,26.889,53.692,61.756,44.906,64.098,11,89,"C","Class1",71.103
81.788,15.731,31.918,68.171,84.721,56.841,11,47,"M","Class3",52.188
15.999,74.531,79.25,0.815,65.769,67.998,69,21,"V","Class2",15.83
81.158,13.161,21.808,46.113,46.765,0.588,32,45,"X","Class3",51.701
85.095,33.44,54.053,62.959,54.22,69.8,11,55,"C","Class1",70.43
85.546,29.918,53.69,62.85,NA,54.67,11,70,"K","Class1",72.18
85.948,31.962,54.071,59.857,50.824,70.941,10,58,"A","Class1",71.517
79.713,8.868,16.273,57.934,16.026,53.838,16,44,NA,"Class3",50.021
10.248,79.799,90.925,-0.016,61.863,77.529,25,62,"F","Class2",4.955
85.644,25.594,50.61,54.377,63.309,59.179,11,53,"C","Class1",72.33
64.278,74.871,89.846,0.371,63.098,61.081,69,42,"C","Class2",5.256
86.831,22.326,28.6,39.4,31.202,71.336,4,36,"T","Class3",53.531
79.75,17.674,19.287,44.303,42.138,68.124,20,36,"D","Class3",49.977
82.478,15.136,43.121,61.964,83.44,79.062,31,41,"D","Class3",52.553
39.751,70.966,80.544,1.237,60.317,68.974,59,55,NA,"Class2",65.371
82.15,34.016,55.261,62.936,38.969,50.961,11,84,"O","Class1",69.675
85.541,22.364,57.812,62.004,59.03,55.772,10,77,"C","Class1",70.887
83.201,30.888,55.023,58.645,62.063,51.898,11,79,"C","Class1",71.472
84.85,8.539,21.735,56.955,19.231,19.435,22,41,"T","Class3",52.607
71.521,82.453,66.329,0.31,73.297,66.938,35,57,"C","Class2",36.804
72.231,8.07,37.655,48.391,NA,50.969,32,40,"T","Class3",52.718
84.586,31.769,52.372,59.955,46.027,62.084,11,68,"Z","Class1",70.59
74.839,18.143,22.708,27.842,72.412,39.416,3,34,"M","Class3",53.746
28.307,72.937,73.714,0.504,60.444,63.846,16,28,NA,"Class2",77.021
88.281,28.661,40.644,35.451,72.986,39.749,31,39,"C","Class3",51.159
29.88,87.005,77.049,1.119,73.502,79.063,67,59,"V","Class2",58.954
73.548,24.608,16.022,42.971,15.906,21.665,29,34,"X","Class3",52.664
84.951,25.489,47.226,57.753,54.9,97.251,11,53,"A","Class1",70.478
13.199,77.784,61.829,0.425,NA,62.541,70,31,"W","Class2",53.7
91.746,11.625,27.676,52.558,30.577,59.794,24,47,"D","Class3",52.873
85.018,29.457,47.795,59.491,57.591,55.821,10,54,"Z","Class1",71.499
35.017,80.378,91.15,0.628,71.124,74.025,28,33,"F","Class2",21.74
46.375,82.423,71.879,1.311,69.871,71.404,40,32,"W","Class2",50.596
80.796,11.944,28.693,18.072,70.788,77.591,34,41,"C","Class3",51.095
84.96,29.865,51.506,57.167,43.903,57.022,11,82,NA,"Class1",71.223
84.386,29.612,51.342,57.031,63.147,58.739,11,53,"O","Class1",71.322
87.674,0.119,41.479,77.924,67.822,6.108,21,47,"X","Class3",53.438
83.582,30.653,46.995,63.605,61.05,63.211,11,90,"O","Class1",71.184
78.291,18.324,44.542,19.11,96.984,13.983,1,41,"D","Class3",55.344
15.831,75.636,62.203,0.371,74.773,76.524,44,63,"F","Class2",87.754
75.371,16.498,16.907,47.629,33.576,57.6,25,44,"C","Class3",50.921
84.075,24.748,21.965,46.338,30.669,68.624,31,45,"C","Class3",53.186
82.992,24.503,59.565,57.87,61.158,60.683,10,66,"K","Class1",70.562
84.246,25.338,34.131,61.844,50.649,51.426,14,36,"X","Class3",54.712
47.317,83.62,59.408,1.309,71.226,62.118,60,31,"D","Class2",14.513
32.85,72.188,69.581,1.231,73.966,63.544,77,40,"C","Class2",28.201
81.713,14.398,17.791,54.594,86.23,53.4,31,35,"T","Class3",50.771
75.433,30.67,42.612,43.035,25.761,70.598,22,34,"D","Class3",52.294
82.001,35.438,54.218,55.794,42.286,48.859,10,77,"O","Class1",71.158
86.769,31.191,48.607,57.552,38.449,59.153,11,89,"A","Class1",70.866
86.544,30.765,47.984,62.008,NA,61.296,10,69,"K","Class1",70.698
85.737,26.564,48.816,60.26,53.856,52.52,11,52,"O","Class1",70.199
70.094,77.93,74.943,0.297,62.044,72.402,40,29,"V","Class2",5.552
83.599,28.842,54.594,59.381,54.606,64.631,11,56,"K","Class1",71.083
82.28,28.982,49.877,62.248,51.394,58.732,10,63,"K","Class1",71.939
82.541,33.148,47.355,60.579,40.341,57.288,11,57,"C","Class1",70.403
85.676,33.361,60.694,56.069,57.34,72.825,10,57,"C","Class1",70.244
83.399,13.576,37.893,50.673,61.539,47.789,8,47,"T","Class3",54.215
24.746,77.93,55.713,1.013,67.9,77.838,58,22,"V","Class2",43.464
84.347,6.309,18.178,64.001,80.608,40.538,24,42,"T","Class3",54.105
60.437,75.963,85.577,0.78,64.278,76.462,63,60,"C","Class2",32.107
84.491,27.405,48.578,56.824,66.766,57.584,10,71,"C","Class1",70.788
84.464,28.861,46.018,58.939,54.791,85.306,11,76,"A","Class1",71.975
86.612,31.954,59.713,61.155,61.935,67.005,10,70,"C","Class1",71.547
87.053,24.776,36.607,32.876,28.902,18.864,12,44,"M","Class3",51.741
84.121,29.385,51.307,61.702,62.749,64.789,11,53,"C","Class1",69.161
78.651,11.112,32.595,56.751,49.732,59.244,13,39,"D","Class3",51.37
92.371,19.391,44.352,52.595,65.016,66.311,21,34,"C","Class3",52.025
85.288,32.903,59.512,59.615,49.68,83.512,11,68,"A","Class1",71.442
93.091,21.779,36.274,43.136,68.417,12.255,6,42,"M","Class3",50.92
90.669,18.547,38.34,41.495,74.748,42.765,24,43,"M","Class3",51.748
55.193,79.19,60.666,0.37,NA,69.593,19,57,"D","Class2",76.45
19.843,78.149,64.976,0.306,62.471,73.67,29,20,"V","Class2",53.589
86.586,25.038,58.591,56.014,63.896,68.288,10,59,"Z","Class1",71.301
80.901,17.265,19.149,49.043,49.454,62.575,21,37,"C","Class3",51.845
83.676,15.26,43.147,41.738,65.08,45.408,22,36,"C","Class3",51.964
7.388,75.563,57.799,0.655,71.675,92.335,18,27,"F","Class2",47.768
83.815,20.749,43.903,44.12,14.45,51.206,9,38,"X","Class3",51.893
10.556,76.963,89.25,0.653,61.636,84.663,25,55,"V","Class2",50.42
19.106,77.452,72.905,0.757,74.016,84.433,17,63,"V","Class2",51.203
82.778,19.193,51.441,53.817,52.131,51.852,11,51,"Z","Class1",69.944
86.986,34.455,57.176,61.236,45.82,57.094,10,51,"A","Class1",71.066
72.53,13.116,28.288,53.508,90.189,81.097,24,37,"D","Class3",50.907
80.415,12.892,28.44,77.387,NA,53.015,31,41,NA,"Class3",54.095
50.91,87.8,56.128,0.706,62.942,79.075,64,50,"V","Class2",-0.475
34.235,86.749,75.039,0.284,64.216,68.182,70,37,"C","Class2",28.453
84.526,32.148,47.495,59.588,40.901,75.017,11,76,"Z","Class1",70.988
63.851,77.297,82.971,0.573,68.914,72.305,67,41,"D","Class2",35.311
83.06,27.799,52.993,62.943,55.663,66.445,11,66,"C","Class1",69.777
7.065,98.952,64.869,0.228,60.382,68.034,28,28,"C","Class2",36.864
81.26,71.15,85.74,0.808,63.413,71.995,54,39,"D","Class2",50.752
18.324,86.832,82.193,0.15,73.076,73.363,45,60,"W","Class2",47.134
85.257,28.675,57.676,58.988,61.032,77.701,10,79,"C","Class1",70.416
75.358,74.129,61.719,-0.314,74.134,80.057,69,21,"D","Class2",20.071
81.936,3.667,43.11,37.809,50.852,72.808,14,44,"D","Class3",51.139
86.486,27.134,46.971,61.847,61.297,74.413,10,79,"A","Class1",71.331
74.115,2.983,37.044,67.029,94.169,41.055,21,43,"T","Class3",51.065
72.167,1.484,33.847,32.095,78.914,27.731,16,47,"T","Class3",50.971
78.41,26.574,22.187,47.267,81.659,52.612,27,43,"T","Class3",50.691
38.999,89.733,65.15,1.032,73.699,58.4,77,32,"W","Class2",68.437
84.69,30.52,57.722,58.351,62.937,58.427,10,61,"A","Class1",70.983
42.578,77.063,60.619,0.746,65.247,72.12,32,32,"W","Class2",48.852
83.445,32.472,54.816,59.002,55.202,70.411,11,54,"C","Class1",71.388
83.219,27.25,47.477,56.149,59.627,59.317,10,63,"C","Class1",72.06
82.785,31.62,50.839,58.81,46.342,75.289,10,76,"C","Class1",71.638
47.048,79.891,85.139,0.913,61.771,65.422,76,62,"V","Class2",83.263
9.321,81.5,92.527,0.138,64.885,68.53,37,30,"D","Class2",50.741
76.852,-0.149,37.094,56.025,90.708,28.91,19,42,"M","Class3",52.079
84.016,33.303,58.388,58.241,51.125,52.611,11,79,"C","Class1",71.312
91.31,18.066,25.949,69.097,32.7,68.522,14,35,"D","Class3",50.711
44.47,86.831,70.894,1.197,66.899,75.697,59,27,"W","Class2",46.242
30.269,75.043,91.431,0.649,67.385,77.929,46,39,"V","Class2",42.312
40.805,81.105,82.995,0.767,67.1,64.871,28,30,"D","Class2",-13.739
82.62,25.576,55.334,59.514,57.923,67.316,10,83,"Z","Class1",71.989
93.396,24.772,30.465,47.898,NA,60.485,25,43,"X","Class3",52.656
10.92,91.483,65.673,0.284,70.767,68.637,25,32,NA,"Class2",76.891
30.2,74.79,88.404,0.602,66.906,57.6,79,51,"F","Class2",109.402
81.314,16.796,23.071,67.618,29.345,70.94,31,38,"M","Class3",49.785
82.306,30.478,56.211,61.089,39.261,79.557,10,85,"C","Class1",71.875
86.426,33.765,48.823,59.243,63.02,47.673,10,79,"Z","Class1",71.582
57.741,75.859,68.329,0.531,71.528,65.278,71,22,"V","Class2",10.09
79.262,79.318,85.455,0.921,72.188,67.975,59,21,"F","Class2",64.927
76.192,36.96,34.526,24.274,52.319,10.314,13,36,"D","Class3",50.719
81.505,19.432,41.653,18.414,NA,9.164,15,34,"X","Class3",50.57
60.086,83.209,70.383,0.18,66.602,65.084,43,58,"V","Class2",63.235
82.044,5.511,17.268,37.609,79.043,99.533,1,45,"X","Class3",52.685
7.925,82.561,69.088,0.958,72.911,90.779,54,62,"F","Class2",0.404
68.138,81.072,78.368,0.687,71.882,87.506,20,23,"W","Class2",60.479
