"XTR1","VCD2","EUD3","Output22","NTM4","LKT5","UOF6","RGX7","VHR8","SQO9","JXU10","EVP11"
15.017,85.582,28,"Class1","O",17.846,62.556,"P",96.127,92.064,89.217,11.65
37.568,67.167,31,"Class1","U",23.205,65.328,"Z",88.866,92.061,78.235,19.852
7.804,52.059,46,"Class2","G",81.948,82.057,"T",73.945,33.602,18.948,40.065
40.656,69.384,51,"Class1","U",22.33,71.075,"U",92.455,94.203,87.228,23.159
35,77.429,37,"Class1","U",36.775,64.355,"K",88.608,96.684,81.827,19.236
31.302,68.485,42,"Class1","U",24.741,67.352,"Z",94.995,99.388,83.946,22.58
8.727,47.942,46,"Class2","J",82.357,88.457,"J",65.756,47.823,40.958,34.632
9.345,47.23,46,"Class2","V",78.833,86.714,"V",65.551,34.802,NA,44.794
8.151,42.379,46,"Class2","G",79.644,82.664,"A",68.216,34.716,NA,45.096
9.723,54.337,46,"Class2","X",81.559,82.379,"A",70.651,31.009,55.359,33.907
8.532,51.862,46,"Class2","G",83.272,82.062,"T",74.34,41.522,40.162,6.865
9.773,44.625,46,"Class2","G",83.02,79.313,"J",69.692,41.391,74.879,4.387
21.828,87.34,54,"Class1","J",12.577,71.635,"K",95.825,96.671,88.165,16.836
9.131,45.158,45,"Class2","V",79.073,79.419,"A",73.105,18.464,20.679,47.973
39.532,68.023,36,"Class1","O",23.942,63.758,"Z",90.239,98.758,69.501,10.232
26.792,74.271,28,"Class1","J",30.871,75.752,"K",92.793,95.118,78.402,19.494
43.256,75.194,54,"Class1","J",23.26,69.609,"Z",92.133,98.409,75.906,20.076
8.558,48.697,45,"Class2","J",78.962,82.53,"J",71.282,57.159,74.88,10.294
8.668,42.421,46,"Class2","G",81.582,86.784,"V",68.291,15.456,54.911,22.075
38.9,96.831,34,"Class1","J",22.734,63.267,"P",97.64,92.905,74.391,10.265
16.072,69.023,34,"Class1","U",31.205,66.673,"V",91.431,98.319,75.02,9.109
7.851,41.083,46,"Class2","V",81.983,80.977,"E",66.562,51.021,35.037,39.273
40.86,86.031,28,"Class1","V",30.993,68.615,"K",96.685,90.252,73.639,15.026
40.546,82.875,42,"Class1","W",13.493,61.741,"K",96.305,95.78,71.396,19.06
31.156,70.967,29,"Class1","V",22.095,72.257,"P",88.126,93.808,82.916,20.552
7.365,54.332,46,"Class2","J",83.639,80.116,"A",68.923,65.537,44.878,14.494
22.734,77.393,46,"Class1","W",23.595,69.381,"Z",88.215,93.288,93.791,21.782
8.326,43.832,46,"Class2","J",85.104,77.392,"T",66.666,46.258,60.99,21.014
7.782,47.194,46,"Class2","H",79.792,84.825,"T",73.993,45.662,31.297,36.102
9.329,57.028,46,"Class2","V",83.804,88.821,"A",66.835,64.93,11.047,42.325
41.553,70.378,50,"Class1","O",27.116,71.961,"U",92.838,94.371,77.508,11.809
8.416,51.877,45,"Class2","G",85.661,81.78,"J",65.811,19.766,28.835,33.426
26.293,77.088,29,"Class1","V",19.891,63.618,"Z",91.596,90.613,70.473,25.942
20.427,79.01,29,"Class1","J",23.867,73.17,"U",89.107,91.168,79.613,12.139
25.968,84.486,27,"Class1","O",18.886,66.421,"P",95.407,93.114,76.581,14.283
9.695,48.793,46,"Class2","J",80.376,79.223,"A",68.221,62.689,58.901,18.116
32.275,67.97,49,"Class1","O",28.429,70.285,"Z",94.691,91.945,75.476,9.282
8.066,47.035,46,"Class2","G",81.346,84.853,"E",72.91,52.316,55.84,17.354
32.37,72.371,31,"Class1","U",25.552,65.228,"V",95.516,95.165,NA,9.074
9.51,52.164,46,"Class2","J",78.271,85.896,"E",70.615,69.411,44.622,31.569
7.471,46.434,45,"Class2","X",83.093,87.065,"T",70.459,26.063,57.932,6.391
26.897,73.16,42,"Class1","O",10.337,63.367,"Z",94.326,97.122,81.345,13.697
13.956,70.548,29,"Class1","O",16.43,71.122,"P",96.695,91.06,75.5,12.591
8.381,53.105,45,"Class2","H",81.407,80.804,"V",68.774,65.611,50.786,12.68
7.925,47.147,45,"Class2","G",78.066,83.502,"E",69.13,40.366,63.5,30.925
9.096,49.075,46,"Class2","H",78.444,82.537,"T",67.551,21.555,NA,46.442
9.975,50.493,46,"Class2","V",79.305,82.319,"V",64.233,68.954,48.954,19.993
16.444,69.11,39,"Class1","O",27.364,68.662,"V",90.759,98.202,75.921,11.518
9.567,47.979,45,"Class2","H",81.842,81.612,"T",74.991,25.558,65.66,38.789
23.141,74.808,50,"Class1","J",36.473,66.078,"Z",97.991,94.095,75.065,13.005
7.216,53.254,45,"Class2","G",79.665,85.943,"V",64.306,30.036,48.87,34.441
31.338,82.787,30,"Class1","W",11.052,66.164,"V",97.172,95.22,86.592,NA
19.183,79.436,42,"Class1","U",22.267,68.88,"K",96.952,91.579,80.39,17.544
8.559,43.884,46,"Class2","G",81.08,81.31,"T",64.058,23.383,21.807,NA
8.807,53.469,46,"Class2","V",79.588,81.142,"J",68.135,37.785,36.306,35.669
12.352,68.6,35,"Class1","V",18.345,71.447,"P",91.599,93.353,69.937,19.875
7.534,48.073,46,"Class2","J",81.1,79.798,"V",68.688,66.393,89.399,17.674
15.577,75.266,30,"Class1","W",27.988,74.679,"U",93.241,90.533,80.307,18.369
9.317,49.193,45,"Class2","H",83.972,85.085,"V",74.019,37.921,33.027,14.772
32.727,72.741,27,"Class1","O",20.524,72.089,"P",95.816,94.44,76.581,24.588
9.742,42.349,45,"Class2","V",79.499,84,"E",71.099,64.297,61.765,30.012
8.163,54.833,45,"Class2","H",82.592,81.493,"E",68.478,18.47,NA,23.676
8.212,52.342,46,"Class2","G",79.343,81.719,"J",66.172,31.511,67.509,25.637
8.378,43.638,46,"Class2","V",86.005,83.574,"J",70.599,44.39,36.903,12.679
7.408,45.213,46,"Class2","J",77.887,78.51,"V",68.294,23.433,14.066,37.103
9.9,55.09,45,"Class2","V",79.057,86.358,"A",66.158,57.676,55.984,45.57
9.013,36.797,45,"Class2","H",83.525,85.158,"J",70.192,43.746,2.281,39.324
8.647,45.025,45,"Class2","G",82.136,79.977,"E",74.996,40.787,31.939,14.486
12.325,68.252,42,"Class1","O",32.6,63.333,"U",89.991,99.878,79.616,12.774
28.291,84.396,44,"Class1","W",11.251,67.581,"P",89.038,92.717,89.381,13.085
26.443,76.261,50,"Class1","U",20.731,64.685,"U",95.07,99.676,81.541,16.407
41.525,82.243,54,"Class1","V",24.791,69.651,"Z",91.561,94.67,85.711,12.837
8.594,54.738,46,"Class2","X",77.162,79.392,"E",73.038,43.588,69.186,37.694
8.14,49.691,45,"Class2","V",78.939,79.201,"E",68.834,32.89,31.928,31.553
38.571,70.595,49,"Class1","J",24.351,66.614,"V",94.665,98.993,82.459,14.161
7.774,50.958,45,"Class2","X",82.834,81.968,"E",71.451,21.641,22.159,32.426
39.276,68.991,41,"Class1","V",26.27,67.783,"Z",91.642,99.163,94.359,11.25
8.848,49.765,46,"Class2","G",80.397,85.306,"A",71.552,22.377,10.745,NA
23.258,77.646,35,"Class1","V",22.087,72.002,"U",96.971,95.872,70.817,17.476
36.961,88.33,38,"Class1","V",19.915,75.215,"U",93.035,91.593,78.064,21.958
33.514,84.528,40,"Class1","J",15.802,64.291,"Z",88.528,92.126,80.381,20.942
9.442,49.997,46,"Class2","J",77.891,77.244,"A",72.861,40.162,50.922,46.61
7.502,52.217,46,"Class2","X",82.298,80.87,"V",72.662,21.744,26.078,42.743
25.185,69.424,43,"Class1","V",21.804,72.368,"P",93.398,95.033,68.205,15.388
29.219,77.568,52,"Class1","V",27.573,70.305,"V",96.483,95.343,78.915,11.313
9.808,53.988,45,"Class2","X",80.821,76.836,"V",67.354,68.586,44.24,43.947
36.745,70.428,30,"Class1","U",21.618,70.398,"K",91.757,98.446,76.786,9.773
42.572,81.69,42,"Class1","J",24.537,68.571,"Z",94.527,90.164,67.752,10.076
9.129,49.216,45,"Class2","V",81.053,85.919,"T",67.33,38.433,56.36,32.864
7.234,55.005,45,"Class2","G",83.76,85.384,"T",72.846,33.659,19.497,24.267
40.973,80.747,48,"Class1","U",30.032,71.548,"Z",94.778,91.403,83.024,12.151
29.616,74.166,52,"Class1","V",25.457,68.02,"V",90.799,96.357,82.529,10.22
9.874,47.061,45,"Class2","J",80.17,81.591,"J",71.516,63.434,21.166,NA
37.303,80.273,34,"Class1","W",15.314,65.609,"U",97.569,96.732,73.182,9.543
8.8,51.24,45,"Class2","V",81.391,83.688,"A",65.944,30.472,87.707,27.602
9.845,47.014,46,"Class2","V",81.314,82.122,"A",71.124,59.556,31.228,34.111
9.196,46.447,46,"Class2","J",78.638,81.474,"E",64.538,41.828,54.168,NA
15.793,79.828,37,"Class1","J",28.142,65.878,"P",94.629,94.54,90.837,18.007
8.97,50.052,46,"Class2","X",81.822,79.048,"V",64.874,54.791,57.415,46.889
23.237,80.05,39,"Class1","V",33.178,72.392,"U",94.149,99,82.731,23.905
31.024,64.082,51,"Class1","O",35.426,65.668,"P",93.048,98.097,70.76,9.168
8.396,48.913,46,"Class2","V",83.465,85.579,"E",72.163,15.547,32.966,42.106
24.083,62.823,41,"Class1","J",25.325,68.823,"P",90.54,91.654,78.454,12.497
13.212,79.24,27,"Class1","U",23.675,69.166,"K",94.722,95.41,79.029,13.888
9.65,43.676,46,"Class2","J",82.579,83.313,"T",68.668,31.19,31.582,4.953
39.574,65.358,50,"Class1","J",25.069,68.383,"U",89.573,96.947,77.116,12.75
26.525,89.459,51,"Class1","J",30.788,69.175,"V",96.96,92.376,96.562,19.13
9.765,38.973,46,"Class2","G",81.539,80.222,"T",73.33,31.886,48.267,46.992
8.8,49.322,46,"Class2","H",82.934,80.115,"A",65.898,25.529,50.873,30.416
36.975,74.972,42,"Class1","J",18.837,65.474,"P",92.774,97.88,85.108,10.474
18.601,70.456,51,"Class1","U",20.283,68.499,"P",90.659,96.394,75.162,17.529
42.466,68.082,33,"Class1","V",23.691,65.729,"P",88.839,97.351,87.484,NA
9.014,40.811,46,"Class2","G",81.507,79.611,"J",73.256,21.557,49.281,39.111
7.433,54.324,46,"Class2","J",82.076,82.444,"J",74.41,40.928,34.999,5.253
20.832,84.536,48,"Class1","J",24.636,68.876,"Z",93.158,98.094,83.526,NA
8.145,47.753,46,"Class2","V",84.666,81.796,"J",68.678,56.54,46.175,22.557
29.282,81.298,31,"Class1","U",25.868,66.707,"K",97.495,98.132,87.382,12.086
30.822,79.956,51,"Class1","U",26.534,67.536,"U",95.159,98.316,82.787,19.649
9.119,46.197,46,"Class2","V",81.544,81.659,"V",67.711,22.528,29.574,38.031
9.974,53.049,45,"Class2","H",78.114,88.52,"V",67.67,66.849,65.868,21.194
32.645,79.463,46,"Class1","W",19.612,69.022,"P",89.36,96.208,69.763,23.156
7.412,57.559,46,"Class2","G",78.72,82.335,"T",71.131,59.776,62.955,34.294
8.652,49.182,46,"Class2","J",77.903,75.777,"V",70.19,55.041,41.248,20.805
15.495,67.584,28,"Class1","U",30.648,69.818,"V",93.444,99.673,86.718,14.179
8.933,49.331,45,"Class2","J",78.995,84.361,"E",69.946,21.919,40.488,45.936
25.619,93.968,46,"Class1","U",20.796,65.507,"Z",94.902,94.586,85.099,25.972
29.108,79.518,52,"Class1","W",6.329,71.41,"U",97.929,99.322,NA,17.457
24.519,67.875,43,"Class1","U",25.007,67.176,"V",92.694,99.981,90.1,9.943
7.52,47.315,46,"Class2","J",81.924,80.553,"A",68.514,57.851,28.012,20.618
43.413,74.534,37,"Class1","O",29.082,68.39,"U",90.801,95.481,89.366,18.788
17.874,66.955,41,"Class1","W",22.619,68.955,"Z",91.572,92.299,94.048,21.809
30.087,74.708,42,"Class1","V",28.979,63.443,"Z",96.116,99.554,78.252,22.574
7.059,49.077,45,"Class2","G",77.215,82.878,"T",67.934,56.584,29.203,30.114
13.186,73.831,27,"Class1","O",14.392,70.838,"Z",95.277,94.005,74.973,12.546
8.804,54.85,45,"Class2","X",75.795,84.384,"E",71.446,34.449,74.844,45.928
9.617,53.097,46,"Class2","J",80.264,82.397,"A",70.19,62.908,35.532,19.861
21.942,72.942,44,"Class1","U",14.259,68.299,"K",92.628,94.717,79.175,11.411
7.089,52.067,45,"Class2","X",78.27,80.694,"J",72.748,25.767,24.954,8.715
8.701,49.287,46,"Class2","J",81.14,83.367,"A",71.764,17.839,31.455,20.135
31.336,69.626,28,"Class1","W",24.71,69.687,"Z",89.955,91.226,81.465,10.203
25.518,84.093,32,"Class1","U",30.534,68.366,"K",90.578,97.225,69.912,17.303
12.437,80.982,42,"Class1","W",31.743,72.291,"U",91.168,96.97,81.853,16.518
12.308,78.357,40,"Class1","U",31.491,71.701,"P",96.513,93.674,71.653,23.163
24.68,77.109,34,"Class1","U",27.34,64.704,"P",93.841,90.943,75.868,20.029
20.719,69.476,52,"Class1","O",22.633,67.623,"P",97.408,91.704,80.702,22.44
7.81,49.272,45,"Class2","H",81.716,80.497,"E",71.569,28.27,90.776,45.53
26.838,83.161,50,"Class1","W",24.914,71.211,"K",92.948,98.129,81.498,18.578
9.233,54.916,45,"Class2","V",85.807,88.977,"J",71.109,68.653,8.105,41.961
40.424,69.299,53,"Class1","J",26.607,72.142,"Z",92.166,99.935,83.055,11.214
7.568,45.532,45,"Class2","J",82.073,86.957,"A",68.673,54.931,57.457,19.582
8.506,51.444,46,"Class2","H",79.237,81.601,"J",74.407,61.528,45.47,15.509
8.857,46.188,46,"Class2","G",78.207,82.752,"A",73.875,34.239,31.448,7.487
9.939,48.661,46,"Class2","X",82.851,77.696,"J",68.872,33.635,52.729,27.744
9.309,42.723,46,"Class2","X",83.418,82.668,"E",65.855,57.567,24.594,38.03
14.408,70.959,52,"Class1","J",21.477,70.973,"V",88.71,94.762,75.369,NA
8.658,38.695,46,"Class2","G",79.357,88.477,"E",67.041,43.091,15.163,37.842
27.091,80.133,35,"Class1","W",23.933,66.846,"K",96.354,93.22,89.088,22.309
25.68,80.937,41,"Class1","J",17.761,70.645,"Z",93.073,90.887,81.079,12.38
8.865,48.4,45,"Class2","G",82.458,80.086,"J",67.884,29.129,29.463,32.563
8.514,53.276,46,"Class2","X",78.712,88.096,"A",68.532,43.836,9.081,10.129
38.355,83.593,30,"Class1","J",22.282,68.251,"Z",91.939,94.22,77.876,16.967
36.443,69.343,54,"Class1","U",16.337,67.756,"U",95.617,99.992,79.492,13.118
20.627,73.49,45,"Class1","U",25.182,70.915,"Z",90.847,94.145,NA,9.139
7.04,44.081,45,"Class2","H",85.004,77.549,"T",69.449,17.806,41.605,33.665
27.102,81.824,51,"Class1","W",21.346,75,"K",91.664,94.155,83.487,14.873
31.951,83.669,38,"Class1","O",20.625,68.846,"P",92.466,92.012,72.446,23.047
7.492,47.272,45,"Class2","J",77.961,84.796,"T",64.582,27.244,22.943,37.439
8.624,47.505,46,"Class2","G",82.072,79.004,"J",69.464,47.233,0.759,25.312
18.872,66.954,44,"Class1","V",21.819,69.898,"K",90.071,91.801,73.629,13.37
33.44,63.902,32,"Class1","O",14.239,70.78,"V",93.739,92.026,73.633,15.276
34.789,73.219,52,"Class1","W",24.052,61.209,"V",92.356,95.806,87.687,12.416
33.611,73.634,29,"Class1","O",29.972,71.32,"P",92.293,93.397,96.073,22.027
32.998,73.131,49,"Class1","V",21.979,70.757,"Z",88.078,90.873,79.689,11.767
7.189,53.817,45,"Class2","V",86.663,85.404,"T",65.12,23.882,32.998,28.98
43.937,80.644,52,"Class1","V",30.215,66.517,"Z",94.227,90.234,95.726,14.574
14.886,65.342,51,"Class1","V",19.04,64.773,"P",95.502,95.813,NA,13.247
9.73,49.243,46,"Class2","H",81.904,86.452,"J",64.711,49.821,73.103,21.272
34.758,75.657,44,"Class1","V",14.408,67.024,"Z",89.086,98.102,78.417,17.338
36.639,69.583,53,"Class1","J",10.434,64.869,"U",94.465,94.572,73.367,21.237
40.152,70.091,53,"Class1","V",17.777,70.631,"V",92.221,96.504,83.042,9.599
36.314,75.069,37,"Class1","W",19.257,68.411,"P",92.518,92.463,73.63,10.454
39.846,80.353,36,"Class1","W",22.622,67.706,"P",89.028,96.881,74.469,15.024
9.325,39.034,46,"Class2","J",82.745,80.428,"V",74.164,64.901,30.754,35.448
24.338,64.304,45,"Class1","V",11.184,67.456,"P",88.119,95.603,79.939,17.685
9.118,47.148,46,"Class2","H",79.346,85.965,"T",65.443,35.136,NA,11.242
7.647,42.39,45,"Class2","H",83.772,81.576,"V",74.869,41.522,44.442,43.764
41.057,71,34,"Class1","V",23.16,77.209,"P",92.288,98.657,71.018,24.631
8.107,44.186,46,"Class2","H",80.252,80.198,"A",68.806,25.8,54.178,12.217
18.212,75.675,31,"Class1","J",30.863,72.673,"K",88.476,99.766,71.297,20.437
34.2,64.458,41,"Class1","O",27.99,68.179,"Z",91.41,93.573,76.786,NA
8.717,52.346,45,"Class2","V",83.435,81.606,"A",69.648,26.972,2.392,29.163
9.599,54.575,46,"Class2","H",78.536,82.433,"T",64.641,29.711,76.671,22.946
7.549,46.734,46,"Class2","G",81.37,74.172,"A",71.865,51.347,69.757,10.645
27.011,72.001,29,"Class1","U",18.915,65.175,"Z",93.793,97.365,87.598,18.133
7.203,57.458,46,"Class2","X",81.896,83.08,"J",71.806,62.73,42.593,15.97
32.772,71.85,51,"Class1","J",35.539,68.358,"Z",89.04,94.736,80.533,11.019
37.246,74.885,37,"Class1","J",19.03,67.055,"P",97.623,90.211,90.773,12.872
7.466,50.358,45,"Class2","V",78.634,80.159,"J",66.462,58.622,25.88,11.174
37.25,73.158,36,"Class1","V",28.676,69.368,"K",88.616,98.876,75.559,23.808
19.053,80.32,43,"Class1","W",23.186,71.139,"K",95.953,98.012,76.381,19.037
19.24,72.249,34,"Class1","O",26.299,67.431,"P",92.341,98.114,66.872,12.008
19.362,70.386,50,"Class1","J",28.881,70.884,"U",94.047,96.785,63.917,21.118
17.346,79.559,34,"Class1","U",16.896,67.284,"U",93.57,93.945,91.656,17.696
33.625,82.736,35,"Class1","V",19.315,67.172,"U",89.219,97.092,91.039,13.671
39.6,81.77,42,"Class1","U",31.801,66.807,"V",92.423,95.53,83.939,12.643
9.161,37.053,46,"Class2","V",78.331,82.824,"T",74.523,55.5,67.115,22.874
25.727,70.751,39,"Class1","O",22.197,65.486,"P",91.146,93.953,76.573,21.075
21.237,70.901,41,"Class1","W",15.254,71.792,"U",91.67,99.575,69.792,24.678
26.955,58.846,34,"Class1","W",21.367,64.47,"K",92.432,96.92,75.192,12.088
8.876,55.427,46,"Class2","X",80.628,83.828,"E",67.492,52.309,27.755,30.305
8.243,42.165,45,"Class2","H",83.644,81.589,"A",72.425,57.674,94.235,14.496
15.467,73.803,36,"Class1","U",27.153,72.298,"U",89.977,92.711,79.846,18.497
21.906,88.127,34,"Class1","V",32.595,70.843,"U",88.869,92.086,83.93,23.552
39.072,74.17,50,"Class1","W",33.628,71.048,"K",92.314,95.789,70.074,24.363
35.108,83.593,52,"Class1","O",31.043,75.079,"U",90.945,99.859,91.752,21.958
22.519,71.749,27,"Class1","O",19.691,66.249,"P",90.129,93.039,79.649,9.16
7.357,54.945,46,"Class2","H",81.319,82.102,"E",65.994,58.144,-10.199,25.305
23.438,79.043,41,"Class1","O",28.328,69.014,"K",97.148,92.253,76.647,18.745
9.098,46.237,46,"Class2","G",79.495,80.975,"A",71.006,36.093,43.718,35.836
25.982,83.359,43,"Class1","W",23.051,70.224,"U",92.172,96.731,78.515,22.75
8.549,45.2,45,"Class2","G",78.382,86.384,"J",65.241,35.45,34.471,36.976
9.991,54.953,46,"Class2","J",85.75,81.361,"T",66.645,67.833,13.039,18.992
28.636,62.648,39,"Class1","W",20.693,72.974,"P",96.478,91.269,72.016,23.336
20.287,80.636,38,"Class1","O",29.604,65.551,"V",90.469,95.825,80.267,18.86
7.301,49.738,46,"Class2","J",80.316,80.811,"A",73.049,53.464,45.117,5.557
7.788,48.031,45,"Class2","X",81.286,84.136,"E",66.66,51.3,80.701,3.546
7.141,51.521,45,"Class2","G",84.307,81.352,"V",67.545,18.86,68.421,38.073
7.887,51.23,46,"Class2","G",79.156,78.28,"A",67.261,15.366,40.013,15.076
18.083,82.253,32,"Class1","V",13.674,66.306,"K",88.803,91.162,80.898,16.167
7.833,50.728,46,"Class2","X",79.628,82.136,"A",73.275,28.155,73.424,34.942
8.804,50.546,46,"Class2","X",81.427,86.78,"V",67.453,69.254,75.024,31.08
31.942,77.2,53,"Class1","J",19.557,72.077,"K",97.431,90.195,79.212,NA
8.355,49.046,45,"Class2","X",81.234,84.39,"E",66.359,61.259,40.68,13.228
7.735,48.458,46,"Class2","X",81.925,87.334,"E",70.797,25.856,22.881,38.836
23.694,79.781,52,"Class1","O",31.559,70.615,"P",89.315,93.245,74.747,11.334
9.906,50.078,45,"Class2","V",80.01,79.199,"T",68.639,32.13,35.912,34.923
9.587,43.829,46,"Class2","G",81.731,86.957,"E",64.705,23.388,56.118,33.545
9.631,54.804,46,"Class2","X",86.366,88.507,"A",64.03,69.747,53.435,5.206
8.703,46.207,46,"Class2","H",79.948,83.461,"J",67.7,63.383,52.788,22.385
39.441,78.118,43,"Class1","W",31.189,68.417,"V",96.293,94.224,95.565,10.162
31.027,81.804,53,"Class1","V",19.948,67.223,"V",96.383,93.163,82.941,17.885
7.009,47.004,45,"Class2","H",81.793,79.621,"A",66.166,55.36,24.649,21.584
31.928,76.353,28,"Class1","W",33.505,74.983,"Z",94.1,97.381,83.207,12.577
8.546,48.15,45,"Class2","J",82.333,78.591,"T",74.343,36.867,81.641,19.409
9.799,48.861,46,"Class2","H",80.318,84.704,"J",69.524,61.024,36.504,NA
15.162,70.29,28,"Class1","J",15.1,65.216,"V",95.261,96.007,93.479,21.583
8.045,44.261,46,"Class2","G",78.167,84.803,"E",66.498,35.671,54.828,NA
9.804,45.934,46,"Class2","X",83.893,85.007,"E",65.752,66.255,19.344,12.151
7.162,45.787,45,"Class2","X",82.34,82.085,"A",70.478,65.801,39.025,35.875
19.224,79.012,41,"Class1","V",24.846,64.66,"V",97.541,99.261,68.692,11.797
8.226,51.093,46,"Class2","H",80.599,84.656,"J",72.976,21.107,NA,21.396
17.786,75.833,31,"Class1","J",24.126,71.463,"P",96.81,93.099,82.356,19.647
27.894,69.557,50,"Class1","O",14.99,71.322,"P",96.283,90.319,78.773,22.232
8.606,42.126,45,"Class2","H",79.99,80.596,"A",68.665,68.232,20.788,20.181
8.753,43.338,45,"Class2","G",83.021,79.53,"E",70.865,59.938,49.416,45.243
8.796,48.009,45,"Class2","G",83.464,83.183,"J",68.417,18.646,62.682,17.429
7.884,49.788,46,"Class2","J",83.843,87.451,"V",71.659,62.12,-2.581,18.163
7.056,48.526,46,"Class2","H",81.059,83.951,"E",69.827,43.215,30.387,3.116
23.381,78.616,36,"Class1","W",24.345,65.421,"P",97.538,99.868,81.096,23.738
21.776,83.82,36,"Class1","U",38.354,62.008,"K",88.207,96.621,86.822,17.325
8.486,55.811,46,"Class2","J",82.262,84.686,"E",73.242,16.455,66.177,9.208
41.341,70.495,37,"Class1","V",27.04,67.944,"K",90.691,99.796,69.581,11.372
28.29,77.457,39,"Class1","J",29.026,68.06,"K",93.209,93.472,74.343,10.964
7.85,47.41,46,"Class2","H",80.952,84.129,"T",69.278,24.856,76.491,32.086
19.624,76.832,45,"Class1","V",15.881,66.571,"K",89.534,94.294,64.949,17.309
15.508,74.07,27,"Class1","W",17.622,69.113,"Z",94.795,93.308,83.556,14.726
7.549,47.822,45,"Class2","X",80.375,83.952,"J",65.098,16.258,45.076,27.117
32.249,61.505,35,"Class1","W",28.933,72.839,"K",89.304,96.224,79.66,11.885
7.088,43.637,46,"Class2","V",83.797,85.916,"J",66.974,20.079,24.142,46.628
9.28,54.824,46,"Class2","V",83.013,86.843,"A",72.493,53.308,4.916,10.974
9.084,46.845,45,"Class2","G",80.389,82.947,"V",66.392,39.116,39.678,10.848
42.731,78.899,40,"Class1","U",29.369,68.417,"P",96.946,99.236,83.872,18.983
30.298,69.054,54,"Class1","J",22.028,65.18,"Z",94.007,94.252,91.281,20.396
40.505,73.593,45,"Class1","V",25.621,71.468,"V",95.922,92.32,78.827,15.13
14.535,66.823,40,"Class1","O",17.025,74.326,"K",92.959,95.073,79.231,24.684
40.233,85.224,35,"Class1","U",23.324,70.78,"U",88.367,98.897,88.159,14.986
40.406,80.497,43,"Class1","U",28.246,64.967,"V",91.501,90.421,81.151,24.943
23.825,80.383,36,"Class1","U",25.414,71.261,"U",96.789,97.411,NA,19.493
24.474,76.208,39,"Class1","V",18.553,70.62,"Z",97.883,96.289,84.013,9.141
13.813,76.886,34,"Class1","O",28.416,74.399,"Z",94.706,91.111,77.406,24.672
9.549,53.414,45,"Class2","X",80.389,78.999,"A",70.084,46.778,67.199,8.797
9.182,48.232,46,"Class2","J",83.414,81.523,"A",71.188,34.009,73.789,18.842
8.52,43.503,45,"Class2","G",81.572,84.588,"T",71.878,49.013,12.361,14.939
42.854,77.175,53,"Class1","O",28.177,66.308,"Z",94.673,91.668,73.845,11.936
34.174,67.207,45,"Class1","U",9.389,67.717,"V",88.266,96.237,79.637,18.15
7.375,54.729,45,"Class2","J",77.576,85.974,"T",73.611,46.65,45.702,43.088
9.428,54.151,46,"Class2","V",84.666,82.109,"A",68.924,21.931,37.416,31.881
9.049,48.12,45,"Class2","V",83.896,85.398,"T",70.17,32.312,62.149,31.007
23.947,73.033,40,"Class1","V",29.177,68.69,"V",94.65,96.836,69.978,15.16
9.121,52.315,45,"Class2","G",84.361,77.189,"J",68.911,36.003,30.679,5.88
37.118,77.027,35,"Class1","U",27.044,68.728,"Z",90.571,90.559,81.69,11.281
