"LCX1","OQP2","DAL3","ETB4","QGN5","EAD6","Output2","NER7","FKB8","YZR9","UAL10","XEO11"
46.28,75.385,51.419,24.868,69.449,41,"Class3",55.428,48.889,"B",65.797,60
46.222,85.671,64.924,37.121,87.792,25,"Class4",27.779,79.391,"Y",55.499,23
40.718,94.424,50.145,98.584,78.967,79,"Class5",56.762,11.155,"E",77.58,73
28.759,33.442,31.832,23.538,85.62,38,"Class2",58.39,47.95,"T",29.029,96
62.685,72.948,35.192,22.369,70.801,17,"Class3",18.309,47.747,"L",56.986,61
38.527,22.82,29.899,25.903,52.312,36,"Class2",63.974,41.237,"T",26.557,14
12.198,74.876,37.022,92.372,79.229,57,"Class5",37.86,47.251,"Y",53.711,76
24.795,80.454,41.157,69.116,49.001,36,"Class1",62.59,49.166,"P",65.791,61
36.622,28.872,31.369,26.407,73.913,NA,"Class2",46.537,52.632,"K",29.165,31
50.093,95.256,38.152,98.606,77.836,49,"Class5",55.579,50.096,"N",65.484,79
84.588,72.048,18.389,24.257,70.411,26,"Class3",46.383,49.395,"D",14.284,76
73.4,23.265,28.749,18.06,95.907,NA,"Class2",52.901,49.802,"A",23.782,51
11.846,39.873,28.628,24.292,80.554,35,"Class2",0.336,38.302,"F",23.673,46
43.291,74.051,52.863,74.168,63.597,67,"Class1",60.989,42.419,"P",62.729,73
33.135,84.69,38.878,95.761,77.877,33,"Class5",34.376,49.71,"E",82.427,85
NA,19.145,33.4,21.446,67.219,35,"Class2",35.113,52.518,"T",30.968,90
33.509,75.621,36.628,21.939,69.777,47,"Class3",15.523,49.675,"D",16.633,59
126.399,73.757,39.347,98.976,76.815,55,"Class5",56.179,21.879,"W",54.779,71
42.763,73.305,69.252,94.327,68.26,3,"Class1",49.381,55.234,"C",57.849,29
123.225,70.154,36.526,18.102,69.231,26,"Class3",-5.37,49.652,"R",48.254,73
39.895,87.322,27.163,63.633,56.386,51,"Class1",66.997,38.524,"E",33.151,73
73.138,78.246,50.646,94.299,78.978,51,"Class5",77.282,17.289,"Y",94.927,85
77.56,30.668,29.998,14.727,46.945,38,"Class2",61.222,58.079,"M",21.288,92
48.901,91.363,61.446,45.294,71.028,29,"Class4",22.43,82.493,"T",54.217,13
57.862,82.843,68.405,59.513,56.046,11,"Class1",56.075,45.18,"E",50.46,67
82.561,16.153,28.475,20.667,76.498,38,"Class2",73.709,49.491,"T",28.596,53
38.351,76.453,50.634,95.075,78.966,61,"Class5",35.817,23.807,"W",92.865,79
34.48,32.183,33.277,23.32,93.83,39,"Class2",53.12,65.667,"M",22.435,27
54.443,63.758,41.4,94.625,77.821,62,"Class5",61.026,39.323,"O",60.219,72
53.166,54.393,48.666,61.085,91.264,28,"Class4",28.247,87.436,"N",53.741,32
78.515,72.937,40.783,20.333,69.377,45,"Class3",15.739,47.833,"B",46.991,68
95.27,31.722,30.498,20.958,87.667,36,"Class2",72.309,63.51,"A",30.853,39
68.523,91.079,39.826,93.83,76.001,59,"Class5",23.918,31.085,"E",93.591,64
52.516,78.334,32.891,21.764,70.115,53,"Class3",12.011,48.77,"D",55.09,74
55.057,22.909,51.028,67.627,55.52,NA,"Class4",24.651,95.847,"C",48.429,79
89.158,83.83,41.599,98.333,76.629,78,"Class5",72.398,36.879,"E",91.976,75
75.248,75.358,51.435,24.933,69.562,31,"Class3",8.723,47.093,"D",29.173,82
50.745,72.231,66.714,79.892,49.19,25,"Class4",13.998,87.115,"T",52.074,14
44.98,101.358,61.107,62.097,67.073,14,"Class4",20.074,84.622,"T",48.108,33
40.851,16.585,29.869,22.283,75.315,35,"Class2",53.114,42.358,"K",24.003,62
38.562,71.467,37.289,24.174,70.669,50,"Class3",55.642,47.056,"U",51.451,65
48.765,73.356,41.917,22.924,69.482,21,"Class3",19.64,47.016,"U",36.902,81
77.598,79.389,18.12,24.543,70.664,41,"Class3",12.676,49.187,"D",43.96,69
59.027,89.061,44.342,95.767,76.154,NA,"Class5",75.27,45.372,"W",66.903,78
60,49.751,69.816,62.723,51.383,18,"Class4",25.913,93.901,"U",43.924,2
23.557,57.061,24.308,70.149,58.048,51,"Class1",61.721,49.584,"L",9,33
77.346,39.614,32.283,18.404,87.504,36,"Class2",43.231,57.747,"F",27.088,72
40.217,29.858,30.268,20.57,66.731,35,"Class2",66.54,39.433,"T",24.831,47
56.532,84.925,48.61,98.705,76.909,41,"Class5",55.991,27.318,"N",73.868,73
45.821,77.133,46.039,81.132,59.487,26,"Class4",18.071,82.044,"N",51.181,29
78.486,76.257,44.673,97.618,77.341,74,"Class5",60.299,45.391,"E",96.336,70
59.11,74.057,25.212,21.988,70.491,33,"Class3",29.217,48.324,"D",54.438,76
44.795,69.196,31.034,68.742,51.378,19,"Class1",63.825,41.166,"E",11.39,34
67.582,68.065,37.095,94.283,76.624,73,"Class5",34.274,44.056,"W",95.833,62
74.355,75.631,38.806,90.739,76.377,41,"Class5",73.927,34.273,"O",82.704,63
54.587,82.044,54.54,21.214,69.394,43,"Class3",39.311,47.013,"D",62.802,71
52.131,12.767,33.942,18.161,87.453,36,"Class2",68.863,37.968,"T",25.164,82
27.537,19.059,28.069,17.698,86.667,35,"Class2",65.689,44.57,"M",23.103,65
74.688,75.6,43.225,97.664,79.564,45,"Class5",51.638,22.842,"N",88.421,71
65.747,39.567,32.046,21.416,96.196,35,"Class2",68.169,58.343,"A",26.657,65
49.405,99.22,57.026,51.243,44.535,16,"Class4",20.433,81.473,"T",59.747,55
57.753,73.246,51.81,22.064,70.764,18,"Class3",26.801,48.056,"R",54.051,75
56.363,24.681,28.055,26.02,45.968,37,"Class2",77.162,49.125,"F",21.635,12
50.509,17.381,33.337,24.065,44.328,35,"Class2",62.361,37.027,"T",26.51,31
47.428,45.822,65.313,63.817,76.534,16,"Class4",23.241,97.783,"N",43.422,76
61.602,76.558,15.456,20.866,70.886,31,"Class3",37.604,46.204,"U",28.945,61
51.012,72.066,45.757,21.297,70.364,35,"Class3",23.56,46.783,"U",43.413,82
46.932,91.743,79.323,62.489,50.026,14,"Class1",48.292,59.301,"J",13.222,69
9.44,24.392,28.1,18.947,73.75,39,"Class2",92.088,36.53,"K",25.043,63
59.193,33.578,29.272,21.092,76.297,38,"Class2",32.964,49.454,"T",25.048,36
51.619,73.231,29.835,19.992,69.336,16,"Class3",45.729,46.256,"U",53.509,60
34.354,71.31,61.971,62.943,51.148,43,"Class1",37.84,38.503,"P",32.423,35
60.34,76.576,56.507,21.881,70.786,47,"Class3",16.581,48.797,"R",24.042,73
61.748,70.905,31.954,23.503,70.701,36,"Class3",19.283,48.116,"D",35.577,87
16.948,20.473,32.813,14.724,83.115,36,"Class2",39.801,48.839,"F",27.306,32
4.787,97.917,37.592,94.189,78.667,49,"Class5",67.834,44.025,"W",67.008,62
34.691,87.399,58.408,85.992,61.626,39,"Class1",51.514,45.361,"E",46.883,52
41.16,33.962,58.095,103.708,53.678,22,"Class4",30.36,82.559,"U",61.287,28
46.449,73.239,29.838,22.083,70.971,15,"Class3",29.228,46.018,"R",64.996,70
51.677,47.666,68.013,36.867,89.657,17,"Class4",21.593,90.888,"N",55.995,65
78.907,15.689,28.164,28.233,46.855,36,"Class2",58.288,45.082,"M",28.97,14
11.181,17.674,28.195,19.013,96.833,36,"Class2",58.231,40.532,"K",28.176,77
67.188,79.766,31.598,19.123,70.321,9,"Class3",38.909,48.228,"U",62.622,60
34.494,101.828,45.179,97.657,76.116,64,"Class5",54.653,29.326,"E",91.623,89
49.894,30.914,29.527,20.325,65.777,40,"Class2",88.771,41.756,"T",22.319,79
67.387,75.543,45.944,75.562,62.163,15,"Class1",53.144,50.063,"C",42.47,76
70.772,76.559,37.697,22.58,70.367,17,"Class3",35.459,46.545,"R",39.396,68
52.223,78.243,31.738,50.661,68.764,45,"Class1",72.603,55.113,"E",19.262,52
116.387,80.389,40.28,98.514,79.983,59,"Class5",49.137,31.491,"Y",61.741,78
71.177,76.064,32.87,22.47,69.451,39,"Class3",46.574,49.343,"U",31.839,72
38.723,86.172,70.098,56.277,66.8,1,"Class1",72.659,58.59,"P",62.504,42
77.044,79.43,42.195,21.996,69.298,NA,"Class3",9.449,48.315,"U",18.841,85
44.781,17.39,30.523,20.601,80.751,39,"Class2",104.167,65.782,"K",30.419,90
52.327,46.037,53.172,74.106,45.099,NA,"Class4",31.362,81.825,"T",63.779,65
46.944,74.357,30.796,54.203,46.383,1,"Class1",68.252,53.344,"J",66.253,48
64.27,11.632,33.11,25.823,76.755,39,"Class2",39.789,42.217,"T",28.429,53
45.732,83.63,57.575,72.314,63.096,59,"Class1",44.493,53.367,"C",51.312,47
59.497,83.045,46.721,100.734,76.262,NA,"Class5",62.078,35.7,"O",89.83,65
41.681,60.03,64.728,78.458,90.269,19,"Class4",24.532,88.189,"T",59.257,50
78.793,10.9,29.203,28.315,69.065,40,"Class2",78.246,53.781,"K",25.064,22
65.717,104.643,62.556,73.753,68.968,14,"Class4",19.008,84.595,"U",55.278,26
35.382,92.086,39.665,87.837,79.522,70,"Class5",66.537,18.44,"W",60.538,62
62.399,49.363,68.076,93.308,63.442,27,"Class4",27.396,98.028,"U",49.342,20
28.594,29.925,31.336,28.2,65.861,NA,"Class2",63.147,39.82,"M",30.148,15
55.996,69.538,48.361,92.98,76.901,56,"Class5",72.487,16.202,"N",96.28,72
50.5,37.288,28.497,16.477,56.696,37,"Class2",27.849,45.045,"K",28.943,72
51.047,87.4,53.005,65.654,74.469,26,"Class4",28.004,85.293,"U",60.575,3
68.803,72.03,51.588,24.575,70.083,57,"Class3",14.3,49.688,"D",58.488,62
34.865,39.657,32.822,21.44,50.377,38,"Class2",44.576,52.042,"M",25.271,67
55.624,68.423,67.912,44.189,61.085,22,"Class4",22.635,97.904,"Y",43.648,25
61.84,92.496,61.185,52.216,60.86,24,"Class4",30.025,82.927,"U",46.043,29
22.845,15.492,30.795,15.042,91.17,35,"Class2",95.176,58.828,"T",29.839,81
86.502,75.201,11.824,21.758,69.152,53,"Class3",32.636,47.942,"U",50.551,84
NA,56.122,46.931,84.325,42.782,8,"Class1",58.723,55.202,"J",44.956,56
43.759,91.436,54.01,71.748,63.371,42,"Class1",43.748,46.565,"L",39.675,59
54.036,78.143,48.057,94.287,76.881,46,"Class5",54.834,42.13,"N",85.578,70
56.746,77.45,64.466,79.404,52.566,15,"Class4",35.186,97.361,"N",42.788,57
46.67,9.952,30.001,21.12,95.727,37,"Class2",41.403,54.307,"M",27.14,24
58.197,87.833,49.457,96.438,79.115,56,"Class5",67.065,32.687,"W",82.323,70
43.735,52.09,65.654,65.608,83.204,29,"Class4",3.757,86.049,"T",47.083,15
52.989,94.028,46.97,95.185,77.717,84,"Class5",45.527,23.114,"N",72.271,85
61.738,84.663,43.558,95.709,79.274,41,"Class5",37.188,19.49,"Y",95.325,65
77.429,76.878,52.718,24.031,70.984,22,"Class3",61.362,49.819,"B",57.197,71
75.164,78.246,46.088,26.386,69.333,12,"Class3",15.631,48.261,"R",12.138,85
NA,68.456,26.782,22.707,69.733,13,"Class3",41.385,47.722,"D",16.84,69
NA,74.344,58.495,22.331,69.001,54,"Class3",14.153,46.156,"L",48.886,66
43.514,76.625,16.599,24.525,69.033,33,"Class3",1.08,47.679,"L",49.444,73
87.781,82.67,48.124,98.848,79.007,64,"Class5",54.768,42.168,"Y",97.319,79
60.466,12.932,30.214,18.919,93.561,37,"Class2",39.408,46.422,"M",23.885,48
71.487,74.832,36.172,21.139,70.41,25,"Class3",8.155,48.802,"B",62.625,69
51.709,72.296,56.438,58.418,59.652,17,"Class4",18.054,88.896,"N",57.903,72
53.784,76.7,55.829,21.325,69.562,14,"Class3",45.901,47.85,"B",14.574,82
52.92,109.089,66.36,42.556,91.861,22,"Class4",33.161,88.749,"C",56.13,42
51.198,55.468,81.048,70.044,53.004,46,"Class1",70.348,56.321,"P",52.75,63
45.467,78.053,73.313,72.548,66.552,42,"Class1",50.508,49.422,"E",35.819,30
61.795,97.255,55.887,71.598,91.652,20,"Class4",21.398,82.688,"U",59.48,6
66.415,59.578,40.492,62.225,70.928,25,"Class1",51.731,40.158,"J",60.957,26
63.609,73.141,14.65,21.585,70.173,53,"Class3",75.62,49.046,"R",22.755,68
41.174,82.324,67.065,61.132,44.167,21,"Class4",19.724,83.701,"C",58.344,10
56.933,79.837,42.526,22.609,70.258,8,"Class3",18.564,46.046,"U",57.205,82
51.905,78.147,53.453,51.417,73.278,26,"Class4",16.807,88.669,"U",44.095,73
63.3,26.48,70.057,68.856,71.473,65,"Class1",50.985,35.482,"P",61.765,34
49.332,51.344,61.32,70.999,62.807,20,"Class4",19.49,84.08,"U",43.025,32
50.793,76.254,16.647,24.122,70.139,13,"Class3",54.9,49.08,"B",38.572,65
60.163,76.307,45.5,22.437,69.135,25,"Class3",47.992,48.078,"U",16.656,69
87.974,67.527,41.036,93.704,76.651,84,"Class5",64.227,33.937,"E",84.519,93
62.641,6.269,32.88,26.678,75.092,36,"Class2",46.496,54.284,"A",27.412,46
64.602,36.947,61.055,39.3,83.393,28,"Class4",27.655,80.702,"Y",53.292,5
42.872,67.533,60.499,65.764,62.301,17,"Class4",17.788,85.359,"Y",43.639,13
51.803,18.731,32.796,24.189,49.423,39,"Class2",92.459,41.787,"A",25.054,63
40.142,75.946,26.749,82.688,68.579,61,"Class1",55.135,48.695,"E",16.459,28
78.877,74.558,40.28,96.851,79.314,45,"Class5",61.355,49.049,"E",61.734,92
58.16,73.689,49.123,39.68,61.274,18,"Class4",16.034,82.318,"T",44.711,5
57.908,56.394,48.233,55.954,62.482,21,"Class4",8.674,88.841,"T",52.073,46
48.786,74.212,55.438,71.346,90.871,20,"Class4",11.308,90.493,"Y",60.669,7
52.861,49.924,68.685,18.471,66.428,19,"Class4",21.629,84.765,"C",44.816,60
67.47,79.743,19.831,23.035,69.946,31,"Class3",26.462,46.278,"U",58.522,60
39.323,68.622,45.95,66.316,72.924,2,"Class1",70.006,44.44,"C",38.965,27
76.357,74.692,11.232,21.51,70.512,32,"Class3",57.242,49.91,"D",33.163,70
30.112,80.747,22.246,85.87,48.482,7,"Class1",58.133,57.343,"C",53.925,51
77.034,69.303,37.38,26.106,70.418,27,"Class3",22.781,46.05,"R",12.632,58
60.733,55.216,57.096,38.414,75.448,18,"Class4",24.432,92.562,"N",56.113,2
52.041,55.976,56.424,44.08,55.768,25,"Class4",16.292,82.256,"U",63.657,47
5.369,90.671,37.257,95.106,78.495,36,"Class5",39.107,15.425,"O",63.056,64
59.209,88.292,46.554,101.825,77.981,71,"Class5",37.527,11.352,"N",66.934,67
56.024,73.416,52.986,23.69,70.232,57,"Class3",27.741,48.72,"L",51.682,66
NA,38.142,62.641,51.205,77.32,22,"Class4",11.825,85.632,"U",46.206,22
53.043,63.071,59.846,43.09,82.515,30,"Class4",27.241,79.244,"U",42.67,66
67.145,83.204,68.64,68.543,69.61,25,"Class1",58.781,38.24,"C",36.263,28
56.528,79.453,48.062,41.146,75.235,16,"Class4",17.002,86.467,"U",63.542,14
98.721,86.334,44.265,94.354,76.849,35,"Class5",43.415,29.884,"O",61.907,74
44.126,67.211,41.55,23.002,69.255,46,"Class3",-0.871,48.539,"D",57.352,84
80.913,15.377,32.633,26.166,80.942,37,"Class2",61.238,52.373,"T",30.86,89
48.343,75.43,47.053,102.766,76.479,27,"Class4",15.336,83.605,"N",45.241,74
41.547,75.964,68.282,54.701,61.704,16,"Class1",49.524,38.565,"E",16.98,68
113.855,72.412,46.259,94.436,79.229,56,"Class5",76.963,19.774,"N",65.299,77
34.15,27.22,31.524,16.593,45.281,40,"Class2",37.132,63.346,"K",27.243,32
49.571,79.046,59.96,69.641,66.398,28,"Class4",28.106,91.825,"Y",59.786,77
26.801,73.845,45.464,23.325,69.748,50,"Class3",37.051,47.097,"R",63.196,82
67.316,44.281,38.794,53.601,49.66,67,"Class1",47.897,40.053,"P",56.944,35
63.745,76.084,39.568,73.907,57.526,1,"Class1",57.813,61.648,"P",63.839,77
16.234,90.845,39.715,97.982,76.572,41,"Class5",32.649,39.785,"O",81.714,90
13.676,89.58,51.341,94.795,76.599,32,"Class5",55.483,44.689,"W",61.076,66
44.196,54.487,23.943,65.461,69.482,54,"Class1",54.313,52.594,"C",22.316,70
40.406,69.15,70.784,50.184,88.036,28,"Class4",31.843,85.441,"T",47.85,59
NA,59.161,66.885,64.442,72.779,44,"Class1",50.071,50.944,"J",61.03,62
60.279,38.807,29.445,18.97,55.912,39,"Class2",55.299,39.833,"F",26.627,82
NA,82.324,38.831,96.674,77.787,68,"Class5",46.725,36.181,"W",78.235,84
67.475,75.797,30.989,21.268,70.164,13,"Class3",33.76,46.156,"D",26.09,59
60.209,86.429,24.106,72.947,56.758,32,"Class1",64.584,46.932,"J",68.096,47
43.377,77.429,11.092,21.008,69.56,10,"Class3",18.783,46.114,"B",53.64,58
49.287,74.328,68.558,93.313,49.622,20,"Class4",12.203,98.418,"Y",56.584,76
37.666,78.984,75.377,58.288,68.814,0,"Class1",46.732,40.44,"E",62.342,36
37.465,64.279,41,74.501,73.144,37,"Class1",62.849,42.854,"L",31.47,32
69.378,69.713,7.792,19.878,69.299,10,"Class3",1.293,49.542,"B",27.034,60
82.835,15.139,29.011,21.967,86.491,36,"Class2",86.899,46.206,"K",26.606,28
NA,55.7,46.975,61.944,52.088,62,"Class1",62.369,58.317,"E",9.647,25
23.929,65.44,71.647,63.963,58.805,26,"Class1",60.927,62.281,"J",41.275,39
64.281,71.271,12.367,25.179,69.757,57,"Class3",26.918,49.048,"B",35.043,67
90.206,95.116,48.759,95.701,76.481,35,"Class5",63.33,11.088,"E",63.723,71
64.325,89.306,28.098,74.033,62.729,37,"Class1",59.661,62.738,"E",22.253,74
31.163,23.965,28.1,23.812,87.18,38,"Class2",115.116,60.37,"K",22.335,78
44.89,37.654,33.594,76.719,58.69,2,"Class1",47.964,40.595,"J",37.023,43
53.538,75.795,54.782,26.03,69.446,24,"Class3",36.117,47.894,"D",45.035,72
24.809,54.542,54.035,74.445,66.826,66,"Class1",43.277,38.482,"J",22.111,71
60.821,76.9,53.608,57.153,43.344,17,"Class4",22.833,92.558,"C",44.137,68
63.71,12.091,28.779,21.432,61.004,NA,"Class2",78.605,36.889,"F",27.799,38
15.6,77.565,51.669,99.067,78.68,55,"Class5",69.73,31.394,"O",73.911,88
46.406,59.025,62.11,38.424,56.771,25,"Class4",15.662,85.916,"T",47.658,54
57.023,76.357,65.53,71.193,43.423,43,"Class1",59.897,45.423,"E",19.578,75
30.399,66.568,37.161,64.491,72.964,19,"Class1",62.928,45.253,"E",36.087,27
26.343,78.087,15.612,17.655,70.723,32,"Class3",6.44,49.746,"R",21.446,73
53.02,16.142,31.139,12.636,85.703,36,"Class2",79.408,38.865,"K",23.531,32
62.288,93.981,37.114,96.805,76.811,61,"Class5",50.055,49.591,"N",68.295,93
43.869,37.808,31.737,16.913,54.036,37,"Class2",59.566,37.522,"K",30.672,30
48.032,52.098,55.72,62.951,64.489,28,"Class4",6.654,81.37,"U",55.218,61
58.744,20.003,33.504,24.72,97.436,36,"Class2",46.05,55.164,"M",30.156,81
93.476,26.34,28.947,17.015,86.86,37,"Class2",97.928,42.293,"M",24.131,76
51.507,74.369,66.399,97.309,80.171,21,"Class4",23.272,87.174,"U",53.943,43
14.181,60.896,59.76,61.676,52.118,68,"Class1",70.567,63.997,"P",53.616,35
53.944,68.243,59.476,21.919,50.604,19,"Class4",20.102,97.197,"C",55.788,30
18.433,17.68,28.567,20.383,52.14,37,"Class2",25.193,34.392,"F",30.781,74
59.176,17.611,29.044,17.868,65.268,39,"Class2",21.649,63.889,"F",27.85,61
43.477,14.901,33.647,23.234,82.683,38,"Class2",30.76,60.332,"T",24.278,94
61.644,70.138,50.358,43.759,62.324,44,"Class1",52.959,61.807,"J",36.793,64
44.925,39.79,68.113,66.226,69.22,16,"Class4",14.67,83.954,"U",42.188,74
62.379,24.66,30.031,18.231,56.998,36,"Class2",84.269,51.755,"K",30.229,45
54.281,67.028,60.752,-5.465,43.043,19,"Class4",21.381,90.694,"Y",59.698,1
58.688,69.904,20.999,22.832,69.436,51,"Class3",13.086,48.322,"R",14.629,75
83.937,75.405,25.616,22.361,70.808,23,"Class3",38.036,47.431,"L",48.707,65
69.501,31.159,33.533,26.103,48.459,35,"Class2",79.522,61.824,"K",25.935,71
48.301,86.02,48.148,52.624,80.973,24,"Class4",31.243,79.581,"N",47.362,34
NA,73.111,45.929,59.068,92.614,26,"Class4",17.881,85.783,"U",60.915,28
56.018,90.996,47.508,97.602,76.681,28,"Class5",35.345,42.702,"N",55.178,70
53.934,12.132,29.309,25.967,52.709,40,"Class2",86.385,35.82,"M",29.973,19
43.529,59.163,48.011,99.829,79.149,58,"Class5",62.916,46.737,"Y",65.006,79
36.475,87.173,79.686,54.601,51.632,32,"Class1",65.755,60.563,"L",10.206,69
59.506,88.205,46.357,97.007,76.259,31,"Class5",58.346,34.897,"O",70.878,76
38.975,73.568,7.905,22.284,69.495,NA,"Class3",61.74,48.604,"U",29.876,76
69.637,77.748,48.859,93.977,76.472,49,"Class5",60.954,33.361,"O",85.367,93
45.182,78.063,30.967,21.439,70.826,14,"Class3",49.611,48.133,"R",25.459,64
51.247,39.065,33.373,21.873,53.173,NA,"Class2",40.199,40.689,"M",23.828,94
51.238,61.914,49.904,90.978,69.459,16,"Class4",29.965,82.982,"U",60.129,25
49.255,56.271,65.172,61.292,60.535,20,"Class4",20.218,92.326,"Y",53.819,34
35.197,71.698,8.835,23.085,70.341,36,"Class3",48.829,49.202,"U",43.039,81
27.628,60.423,37.393,97.483,76.474,74,"Class5",30.167,28.224,"E",69.121,87
49.892,79.218,46.462,24.201,69.267,53,"Class3",52.659,49.75,"B",36.045,72
48.652,81.716,70.719,37.442,61.504,27,"Class4",23.692,94.499,"Y",63.676,49
27.063,79.566,56.533,76.902,61.078,19,"Class1",58.193,64.976,"L",20.612,55
17.329,12.557,33.257,28.235,44.337,37,"Class2",58.435,61.035,"M",23.32,83
56.683,88.154,67.873,68.453,49.488,NA,"Class1",53.799,63.338,"C",56.496,44
60.639,77.443,57.613,23.364,70.147,23,"Class3",30.707,46.079,"R",25.357,62
57.448,11.721,30.594,20.518,92.226,39,"Class2",31.854,46.606,"M",30.854,67
49.269,12.691,31.086,22.915,82.642,40,"Class2",65.703,40.537,"K",30.291,27
28.569,73.308,20.397,22.741,70.916,33,"Class3",51.504,46.76,"U",14.115,59
12.457,95.356,38.358,94.975,76.145,NA,"Class5",44.684,32.228,"Y",55.092,66
75.766,68.228,59.006,21.783,69.772,39,"Class3",13.65,47.861,"D",64.791,61
44.761,70.995,13.693,23.302,70.529,55,"Class3",16.437,48.765,"L",59.462,79
51.193,72.009,23.128,25.285,70.676,9,"Class3",52.633,48.295,"R",63.399,71
44.701,47.573,55.89,70.353,73.129,0,"Class1",66.003,40.084,"E",20.115,55
75.096,78.672,45.634,98.493,76.509,55,"Class5",36.822,31.713,"E",57.329,72
84.031,78.171,36.743,66.888,62.578,58,"Class1",53.871,43.623,"E",9.476,67
46.451,30.441,31.024,22.392,69.411,37,"Class2",78.933,36.54,"M",24.642,51
46.551,27.49,30.995,17.825,56.947,36,"Class2",62.304,54.813,"T",26.105,90
69.928,82.573,40.182,97.497,76.392,84,"Class5",42.478,29.048,"E",63.575,88
89.98,26.481,30.491,18.856,87.065,37,"Class2",73.573,45.697,"K",22.709,72
83.207,79.002,41.865,92.699,79.007,45,"Class5",57.709,49.426,"N",85.807,65
57.31,70.426,49.627,22.166,69.153,NA,"Class3",40.887,47.164,"B",18.275,84
31.333,86.04,21.113,56.174,68.533,10,"Class1",63.294,56.873,"J",9.514,67
33.579,23.091,33.702,22.173,91.1,40,"Class2",31.885,37.563,"K",22.016,28
56.84,75.523,23.108,26.199,70.318,NA,"Class3",41.487,48.377,"D",26.422,77
59.204,52.285,65.147,55.615,45.157,36,"Class1",58.101,61.712,"L",27.2,62
31.425,91.047,23.299,81.326,53.791,48,"Class1",65.276,49.297,"E",52.742,33
40.543,57.904,66.01,64.681,73.769,9,"Class1",58.854,35.437,"E",43.364,37
57.639,92.764,55.659,88.745,53.469,21,"Class4",21.888,79.362,"Y",54.5,72
96.735,87.438,42.225,97.585,79.874,54,"Class5",63.922,18.652,"W",98.27,68
39.547,99.071,40.909,76.577,51.984,58,"Class1",61.989,58.336,"E",56.129,54
37.698,73.401,50.746,100.361,76.285,39,"Class5",80.658,37.608,"W",90.312,74
29.415,72.84,37.109,23.872,70.756,40,"Class3",29.415,48.453,"U",38.374,79
53.926,15.306,32.24,17.237,51.871,40,"Class2",22.525,38.513,"T",26.428,89
61.318,68.907,36.287,22.34,70.577,22,"Class3",37.987,48.859,"D",15.298,79
53.382,61.301,51.69,94.769,55.507,19,"Class4",33.717,85.243,"Y",44.501,56
50.026,70.969,38.993,20.942,70.684,51,"Class3",50.06,48.259,"U",48.498,73
55.62,38.988,66.327,29.559,48.435,17,"Class4",24.13,85.885,"N",47.52,45
48.802,95.806,40.284,95.673,78.308,67,"Class5",56.499,28.794,"O",75.446,77
NA,72.381,20.507,25.026,69.937,57,"Class3",43.899,46.353,"R",50.753,67
42.896,69.45,57.063,72.111,87.406,25,"Class4",20.067,94.589,"U",58.583,40
70.288,82.326,43.428,97.759,78.064,NA,"Class5",63.783,15.034,"E",65.661,69
48.587,78.766,28.497,22.963,70.485,38,"Class3",6.575,46.645,"B",34.165,86
50.46,60.628,41.583,75.849,60.404,2,"Class1",54.708,39.881,"L",17.591,57
55.7,79.494,51.833,96.913,76.718,42,"Class5",66.413,27.985,"O",97.917,84
40.734,36.811,30.427,19.936,50.142,37,"Class2",69.241,60.252,"F",24.164,70
68.756,78.349,45.971,23.261,69.029,48,"Class3",31.36,48.181,"U",48.485,77
NA,63.561,57.412,58.608,57.069,67,"Class1",62.924,47.351,"P",33.403,49
37.631,64.231,70.163,56.724,69.776,28,"Class4",31.17,79.698,"C",58.009,76
43.314,73.965,33.04,79.822,57.343,4,"Class1",41.78,39.45,"C",48.829,51
40.317,79.918,47.789,35.498,46.936,NA,"Class1",59.009,42.139,"L",13.101,43
50.027,72.468,54.47,55.511,75.644,20,"Class4",28.657,84.154,"C",42.989,36
46.792,74.707,8.185,24.93,69.497,46,"Class3",42.909,47.379,"D",17.745,84
61.051,72.337,28.996,24.278,70.14,NA,"Class3",57.816,49.964,"D",54.866,63
51.416,76.086,20.83,21.051,69.435,47,"Class3",19.298,46.72,"R",50.387,86
43.284,73.821,42.272,20.122,69.907,18,"Class3",46.942,48.625,"D",56.991,86
14.121,72.425,40.69,22.312,69.617,35,"Class3",40.143,49.109,"B",27.258,69
23.263,95.167,45.929,64.616,65.074,0,"Class1",43.747,54.061,"P",11.817,66
31.748,11.733,33.133,20.775,87.133,35,"Class2",66.681,42.037,"F",24.349,22
45.543,27.362,33.784,25.823,97.191,39,"Class2",66.998,56.643,"T",22.889,23
29.465,29.475,29.196,21.172,50.574,40,"Class2",50.122,64.447,"M",27.308,23
67.517,85.921,47.909,97.08,79.163,59,"Class5",32.926,24.709,"W",90.088,77
58.268,19.12,32.207,24.279,62.028,38,"Class2",59.713,63.304,"K",30.256,56
60.376,76.027,13.33,24.403,70.615,54,"Class3",22.109,48.098,"R",17.975,61
88.882,75.834,33.555,22.976,69.455,54,"Class3",51.305,49.547,"U",36.159,59
55.189,68.034,49.276,66.305,42.661,31,"Class1",61.272,37.121,"E",9.859,64
NA,60.374,67.332,58.601,58.502,30,"Class1",76.328,64.924,"E",60.284,41
60.179,50.895,60.992,51.107,65.975,30,"Class4",14.973,90.981,"N",61.784,76
40.601,66.381,66.701,56.992,72.95,NA,"Class1",68.511,44.168,"C",61.279,35
51.555,85.224,40.624,105.134,77.33,41,"Class5",78.397,46.173,"E",94.139,83
