"ZMX1","DEG2","RQT3","FKX4","XYN5","Output27","DGT6","HIA7","MIP8","WYH9","GBC10"
25.112,16.412,-3.483,84,35.301,"Class4","C",48.127,32.642,11.366,8.339
8.236,88.534,98.024,69,85.52,"Class1","B",47.212,43.224,87.956,43.904
27.165,89.294,43.634,69,83.296,"Class1","G",51.505,53.369,62.539,45.266
14.618,88.428,56.703,70,85.605,"Class1","D",62.695,8.008,83.918,54.081
3.404,89.365,33.022,70,85.444,"Class1","D",24.811,63.095,67.157,61.952
56.14,61.197,37.298,84,55.052,"Class4","O",39.528,32.93,27.84,12.763
22.914,27.603,45.828,44,39.889,"Class3","R",60.08,20.903,23.175,68.498
25.013,17.634,26.996,55,20.701,"Class4","C",39.848,48.356,21.738,15.115
29.997,30.443,7.582,65,48.103,"Class4","Z",22.281,51.703,26.051,14.678
45.981,29.771,15.752,55,43.326,"Class4","N",49.021,34.63,33.518,8.863
23.887,88.809,76.362,70,86.642,"Class1","D",61.521,43.87,84.295,46.795
37.372,82.079,43.776,33,42.2,"Class3","R",39.787,17.134,22.354,72.858
28.687,88.422,59.683,71,84.309,"Class1","M",48.349,52.167,93.358,32.285
20.301,10.722,13.053,98,37.528,"Class4","O",14.477,49.193,30.073,13.592
6.112,90.86,77.877,69,NA,"Class1","B",45.266,36.762,57.972,41.832
36.546,41.883,13.663,75,48.824,"Class4","N",43.92,32.359,NA,12.065
19.438,90.171,38.554,71,86.18,"Class1","D",59.031,35.996,53.784,52.067
11.042,88.56,33.224,69,85.822,"Class1","M",53.704,24.469,69.916,47.695
77.911,42.252,35.659,53,NA,"Class2","L",63.316,52.785,84.327,77.145
41.249,61.288,38.685,18,30.729,"Class3","N",50.97,22.609,26.407,84.933
23.924,88.928,67.888,71,86.607,"Class1","B",85.325,13.271,61.698,54.387
12.176,89.853,74.339,69,83.316,"Class1","D",63.552,38.593,62.918,35.71
37.526,25.656,42.015,39,33.49,"Class3","N",47.065,16.213,23.25,77.377
77.555,42.478,37.152,40,41.842,"Class2","Y",63.672,51.627,84.288,82.062
58.61,27.614,40.648,22,48.981,"Class3","S",34.586,17.501,26.167,74.65
77.248,41.475,36.8,53,50.34,"Class2","N",87.64,44.496,88.702,76.598
77.543,43.327,38.916,85,NA,"Class2","M",88.668,51.681,82.14,81.597
25.673,68.314,40.759,33,42.49,"Class3","D",50.716,16.235,26.339,75.108
60.218,60.753,82.238,31,52.334,"Class4","N",34.085,43.152,19.287,20.952
21.517,89.202,56.145,70,83.621,"Class1","M",83.727,77.195,91.844,52.914
77.277,44.952,30.84,81,62.771,"Class2","M",85.872,18.273,78.369,82.116
77.098,43.846,36.151,42,27.205,"Class2","L",68.092,15.468,97.323,91.225
77.72,42.658,28.736,48,32.444,"Class2","M",60.587,10.678,78.574,86.511
77.975,42.671,28.803,43,39.638,"Class2","M",67.619,34.243,96.361,92.935
18.298,88.723,43.099,71,83.178,"Class1","O",11.145,61.188,89.349,48.597
77.589,41.269,31.29,84,54.32,"Class2","Y",65.54,29.933,76.315,76.809
18.015,92.552,88.563,70,82.846,"Class1","G",34.129,17.889,88.414,33.178
77.075,41.256,29.008,67,29.257,"Class2","R",55.508,51.454,NA,76.334
42.389,62.601,23.651,68,64.421,"Class4","D",41.277,46.548,20.884,5.767
77.189,42.521,36.678,60,52.314,"Class2","Y",88.761,35.41,81.351,92.138
53.036,33.042,43.319,75,54.736,"Class4","C",49.354,54.955,18.31,20.577
14.516,92.297,107.757,69,89.21,"Class1","M",35.317,20.614,75.798,44.424
15.837,90.472,50.088,71,82.904,"Class1","M",42.955,23.46,72.265,45.436
70.39,88.764,42.856,25,40.104,"Class3","D",35.272,20.234,22.72,92.177
88.729,64.481,42.735,33,43.697,"Class3","R",52.816,21.582,23.128,69.6
77.357,43.616,38.879,44,61.473,"Class2","M",90.048,27.024,92.853,71.392
19.771,88.388,55.892,70,84.901,"Class1","G",67.907,46.966,93.661,61.31
61.088,41.151,43.04,77,44.332,"Class3","N",53.321,18.899,23.316,98.33
34.511,90.591,32.036,70,82.494,"Class1","G",73.712,66.996,85.256,64.824
58.763,37.164,45.151,60,41.386,"Class3","N",42.147,18.139,24.876,101.803
46.608,28.226,42.306,28,41.468,"Class3","D",35.575,19.797,22.248,77.723
77.513,43.278,30.718,59,44.259,"Class2","M",77.313,20.823,92.187,75.702
77.622,41.949,29.282,50,37.249,"Class2","L",79.582,54.574,77.146,75.441
78.385,46.4,35.144,65,40.288,"Class2","Y",81.435,41.092,97.567,87.79
62.481,66.839,45.186,79,39.382,"Class3","S",41.997,19.063,23.308,93.665
10.237,91.082,66.031,71,83.147,"Class1","M",50.86,77.776,72.26,45.623
56.267,19.197,45.725,50,34.25,"Class3","N",36.821,18.746,23.301,58.224
49.981,31.174,43.082,17,44.741,"Class3","R",45.089,17.975,24.062,67.973
39.695,43.428,24.42,65,22.331,"Class4","Z",32.137,31.548,22.458,7.584
61.615,64.33,42.959,33,42.783,"Class3","R",41.466,18.969,25.285,70.848
32.278,62.567,18.317,42,35.731,"Class4","C",28.573,51.569,13.789,5.37
77.336,46.236,35.163,45,NA,"Class2","Y",72.833,20.875,83.101,83.881
77.415,43.686,31.113,84,53.022,"Class2","Y",84.94,36.124,78.929,89.46
43.485,92.122,59.502,69,NA,"Class1","G",38.769,43.93,85.164,40.346
11.158,92.722,65.892,71,87.383,"Class1","M",49.467,76.804,82.079,55.138
25.596,92.314,76.219,69,84.959,"Class1","G",46.568,27.7,63.789,36.613
19.998,92.93,53.19,71,86.511,"Class1","G",70.945,21.785,94.705,59.005
77.716,42.584,30.4,49,NA,"Class2","N",82.683,37.727,95.341,85.38
28.102,32.03,25.883,93,31.077,"Class4","C",38.759,49.796,16.769,5.358
44.379,41.165,41.932,47,33.718,"Class3","N",45.514,19.477,26.159,46.154
34.069,59.813,33.893,83,46.902,"Class4","Z",47.826,33.956,29.083,14.546
11.979,92.45,45.68,70,84.685,"Class1","G",62.222,46.427,84.612,46.052
21.228,31.208,18.44,82,54.064,"Class4","Z",24.797,52.89,11.565,11.432
77.385,41.069,26.998,45,38.21,"Class2","R",72.394,45.192,97.708,73.995
36.463,38.872,34.526,88,63.092,"Class4","C",50.207,45.734,12.366,9.992
55.151,26.569,54.363,75,23.536,"Class4","N",19.066,40.318,15.547,16.37
5.959,55.151,44.071,17,45.821,"Class3","N",46.259,20.82,24.084,46.895
26.531,67.36,11.601,46,33.55,"Class4","D",17.28,51.598,16.467,7.606
25.826,55.207,43.461,32,NA,"Class3","H",44.552,16.547,26.76,110.734
77.365,45.972,31.407,34,32.38,"Class2","N",82.818,17.475,78.128,84.293
24.665,92.012,43.215,69,84.466,"Class1","D",62.994,49.573,83.879,58.007
77.322,42.824,38.299,80,45.516,"Class2","M",86.704,28.737,95.32,83.688
33.188,90.519,77.513,70,83.46,"Class1","O",48.789,62.435,62.791,41.381
25.729,90.774,84.639,71,87.578,"Class1","B",81.018,36.947,68.062,48.504
77.159,46.634,30.069,37,58.6,"Class2","Y",89.954,33.516,90.034,91.187
31.541,77.605,13.039,54,74.146,"Class4","D",19.49,51.892,21.616,3.308
19.468,92.095,45.409,70,86.119,"Class1","D",11.119,16.297,86.905,45.632
14.793,88.702,75.426,71,84.368,"Class1","B",64.374,6.733,61.018,47.87
22.219,88.663,44.352,69,87.304,"Class1","O",72.641,21.002,72.924,50.855
60.945,69.753,44.881,81,38.883,"Class4","O",26.057,35.187,18.264,10.521
61.835,67.34,41.35,17,36.568,"Class3","H",55.186,22.691,24.039,71.776
46.364,35.076,65.642,57,37.846,"Class4","O",40.952,31.586,18.596,11.096
20.154,17.23,27.879,46,45.945,"Class4","D",38.293,45.47,NA,8.812
58.747,87.751,37.605,17,39.633,"Class3","S",40.393,21.028,22.659,57.174
44.928,26.439,46.309,18,30.047,"Class3","D",49.526,22.761,22.069,90.852
11.305,89.903,76.862,69,86.917,"Class1","D",17.287,43.934,62.246,60.15
77.459,46.996,36.651,60,46.485,"Class2","L",66.225,34.609,88.949,61.76
77.811,40.7,53.685,52,46.846,"Class4","D",13.492,48.451,25.678,3.444
32.83,29.228,0.882,92,NA,"Class4","Z",19.219,49.071,11.753,14.133
66.642,55.284,43.651,49,34.154,"Class3","S",52.123,17.289,22.565,90.719
78.179,45.961,36.619,90,31.556,"Class2","Y",89.232,23.534,89.779,87.86
27.389,37.22,23.673,54,44.277,"Class4","Z",20.575,46.642,34.586,6.731
6.121,92.148,54.317,71,84.019,"Class1","D",84.326,43.953,76.305,60.819
53.337,23.449,40.814,76,40.67,"Class3","R",58.885,17.063,22.364,73.38
77.475,41.139,31.048,78,46.293,"Class2","L",64.581,19.408,86.452,84.32
41.081,63.831,43.698,44,40.295,"Class4","D",45.214,49.276,36.811,9.468
77.716,45.129,41.941,84,39.301,"Class2","N",75.026,52.176,87.218,81.631
63.16,43.147,18.723,47,56.964,"Class4","O",36.278,49.402,23.297,8.284
30.419,49.033,39.208,70,37.484,"Class3","H",38.666,18.581,23.01,83.26
61.485,48.343,39.865,52,37.797,"Class3","H",58.6,20.074,23.614,77.926
16.04,92.45,66.657,69,80.172,"Class1","G",12.577,26.486,75.682,52.138
42.473,54.197,23.949,83,23.698,"Class4","N",42.621,46.365,14.627,10.136
49.262,47.617,53.939,28,32.173,"Class4","Z",31.819,28.396,26.157,-0.097
83.508,59.486,44.308,29,49.727,"Class3","H",48.22,22.85,26.195,81.143
31.333,6.587,35.843,52,45.703,"Class4","C",21.433,30.57,10.002,13.21
77.599,43.402,35.842,37,46.642,"Class2","Y",63.96,14.121,84.172,89.177
77.819,45.522,29.491,51,36.39,"Class2","L",85.064,45.237,78.258,68.309
13.843,89.356,70.393,71,84.211,"Class1","O",20.678,31.01,93.358,41.747
77.927,44.06,35.464,71,60.254,"Class2","L",81.301,45.033,94.029,99.669
6.988,90.24,90.887,69,82.086,"Class1","O",69.171,13.774,86.335,56.436
30.252,89.124,24.811,70,81.413,"Class1","M",12.565,57.183,88.478,49.144
46.204,37.314,14.111,66,68.059,"Class4","D",29.41,55.845,33.342,6.193
28.551,89.341,23.784,71,83.967,"Class1","G",72.233,48.102,84.796,42.351
30.145,91.91,59.592,69,85.635,"Class1","G",42.688,26.282,75.411,32.167
58.461,69.461,39.303,61,40.778,"Class3","S",48.944,20.649,26.495,74.046
77.304,42.241,30.241,63,25.986,"Class2","M",60.021,16.633,87.205,95.129
77.635,41.1,33.909,43,NA,"Class2","R",58.172,29.274,93.921,79.497
22.421,33.234,31.402,58,47.177,"Class4","N",22.198,31.49,22.425,10.406
21.361,88.788,86.894,71,84.716,"Class1","G",50.487,73.521,93.707,76.05
77.531,41.012,33.496,85,38.787,"Class2","L",78.406,24.219,NA,94.984
77.398,42.697,36.657,88,52.114,"Class2","R",86.88,52.323,77.015,100.507
31.513,88.798,68.721,69,82.674,"Class1","M",8.416,64.852,78.653,32.56
77.45,43.687,34.549,52,10.897,"Class2","R",71.36,24.9,77.272,75.975
77.563,41.849,32.437,77,45.876,"Class2","Y",83.163,27.251,89.801,71.397
26.216,66.122,41.286,34,40.817,"Class3","N",40.989,22.997,25.078,67.657
77.462,45.807,35.207,59,57.953,"Class2","R",92.331,19.904,86.064,98.77
35.108,77.477,36.77,95,49.227,"Class4","O",43.158,47.022,14.347,7.131
28.364,67.191,50.556,92,65.496,"Class4","D",21.365,50.754,12.739,8.505
77.602,44.24,29.844,31,43.704,"Class2","L",58.743,38.342,92.243,85.999
44.411,64.3,42.961,16,51.309,"Class3","D",44.436,19.716,26.007,73.35
77.813,44.93,33.432,69,41.675,"Class2","M",92.54,21.827,NA,82.964
77.595,46.03,29.421,77,57.79,"Class2","N",86.256,13.172,89.333,85.299
43.968,9.78,24.877,97,45.034,"Class4","O",26.141,41.978,33.818,12.842
76.973,45.856,30.208,51,45.837,"Class2","M",64.275,21.236,82.589,90.041
72.077,35.726,45.258,31,36.701,"Class3","S",38.681,19.012,24.644,50.017
78.022,46.277,26.497,54,NA,"Class2","N",85.507,41.328,92.618,79.144
77.254,44.235,28.659,66,23.685,"Class2","M",90.799,52.39,85.6,95.823
29.783,44.546,43.219,48,42.066,"Class3","N",60.728,20.285,NA,83.401
33.933,92.158,82.563,69,84.504,"Class1","D",12.574,61.376,57.635,41.623
28.045,55.442,40.495,70,34.12,"Class4","C",40.567,47.613,22.193,6.784
84.659,21.932,41.873,41,46.195,"Class3","S",53.537,19.306,23.794,62.864
77.586,44.03,34.186,69,42.315,"Class2","Y",82.035,54.485,90.989,99.206
73.873,23.032,44.481,40,33.525,"Class3","D",60.508,21.607,22.839,63.74
32.911,67.714,33.803,31,NA,"Class4","O",20.019,51.139,24.175,9.67
36.541,54.735,22.824,61,34.636,"Class4","D",43.251,41.834,22.409,16.163
35.76,49.017,41.474,42,26.112,"Class3","R",55.121,21.347,23.07,81.149
56.593,19.564,34.819,17,39.808,"Class3","S",35.224,19.79,24.727,71.631
29.721,28.34,46.554,69,45.759,"Class3","H",44.664,17.671,24.678,92.168
77.857,41.471,34.393,53,31.719,"Class2","M",71.422,21.188,84.668,87.242
10.398,49.638,40.556,45,33.34,"Class3","D",40.115,18.984,22.661,62.91
19.738,92.615,55.696,69,85.904,"Class1","O",28.043,51.288,94.38,63.264
9.911,39.685,49.589,32,46.183,"Class4","Z",40.316,43.918,34.751,16.541
36.698,64.626,40.938,12,48.59,"Class3","N",37.181,18.444,25.611,56.157
77.684,42.325,35.554,31,46.193,"Class2","N",76.916,47.171,94.749,76.847
77.512,42.736,33.263,39,41.871,"Class2","R",89.837,37.8,79.958,80.525
41.738,75.826,15.327,25,46.292,"Class4","C",26.141,36.666,14.135,10.007
77.924,41.142,36.845,72,28.58,"Class2","M",87.019,49.306,86.464,79.122
62.824,36.077,-11.517,65,36.65,"Class4","C",29.627,34.011,26.13,9.11
77.561,41.724,35.844,38,54.575,"Class2","R",64.39,14.105,77.248,84.139
77.505,42.632,30.582,69,57.739,"Class2","M",80.029,53.841,92.255,77.341
53.093,49.041,10.039,40,55.78,"Class4","D",34.95,27.858,12.693,8.258
77.879,41.62,28.912,41,11.268,"Class2","L",57.01,38.038,84.331,81.203
25.115,57.357,42.892,33,46.405,"Class3","S",44.504,20.15,22.138,54.238
20.121,92.891,69.849,70,85.322,"Class1","O",69.186,82.264,55.657,44.583
19.514,88.69,98.076,71,83.768,"Class1","B",31.318,34.914,55.874,59.455
77.605,42.384,36.372,41,36.139,"Class2","R",55.004,48.371,97.495,69.137
47.44,78.084,13.706,45,44.813,"Class4","C",37.991,55.891,15.377,1.894
74.925,41.379,43.292,45,36.929,"Class3","N",44.149,20.071,25.938,40.002
76.876,41.962,35.031,84,20.236,"Class2","N",92.493,42.823,96.206,69.461
23.579,91.988,84.205,70,83.463,"Class1","O",20.848,37.466,73.061,54.903
43.89,41.32,22.377,56,28.035,"Class4","Z",37.975,53.161,31.51,7.981
36.852,31.306,44.604,28,33.475,"Class4","N",19.148,44.958,14.293,17.155
68.432,70.952,41.779,14,38.313,"Class3","N",42.348,22.8,23.826,54.672
19.972,91.751,18.805,70,87.625,"Class1","D",18.139,82.271,92.424,60.678
37.624,17.658,20.191,98,35.107,"Class4","N",37.416,29.155,10.692,0.812
31.331,89.892,75.617,70,84.505,"Class1","D",72.392,77.265,80.552,38.604
57.787,85.347,41.487,72,43.795,"Class3","N",38.075,17.32,22.321,33.438
16.367,88.777,54.496,69,83.438,"Class1","B",36.26,40.5,80.634,25.113
3.566,89.221,88.452,69,85.483,"Class1","M",36.884,41.687,75.541,44.498
36.665,92.37,80.558,70,86.52,"Class1","M",19.884,11.388,59.454,29.456
37.008,13.307,34.272,46,22.881,"Class4","N",42.431,38.476,10.776,8.596
59.47,77.503,43.495,44,39.334,"Class3","H",58.832,17.839,26.135,76.917
15.77,88.319,97.86,70,85.005,"Class1","D",10.357,59.897,84.703,41.87
20.512,92.88,65.893,71,NA,"Class1","B",12.009,68.469,64.897,32.046
76.601,43.97,30.768,80,36.831,"Class2","Y",85.619,32.757,86.101,67.517
77.777,45.035,39.242,88,34.098,"Class2","R",92.591,16.783,83.814,88.654
74.552,58.399,41.683,18,35.39,"Class3","S",39.186,18.559,26.112,118.623
11.366,91.264,49.732,70,86.276,"Class1","B",26.609,52.66,80.379,38.41
10.293,89.669,26.044,71,86.549,"Class1","M",34.567,16.875,65.24,45.46
29.558,71.053,32.798,69,49.998,"Class4","Z",25.945,31.132,30.561,8.534
76.957,41.018,29.743,81,46.422,"Class2","Y",84.592,19.275,95.402,76.68
7.1,90.01,84.227,70,83.953,"Class1","O",51.538,15.424,80.858,55.055
47.165,69.186,27.508,85,67.689,"Class4","D",32.473,34.848,17.795,16.683
44.405,22.577,44.896,68,34.953,"Class3","H",50.074,18.756,26.942,70.67
77.573,46.787,39.247,32,63.283,"Class2","Y",72.694,54.156,94.378,100.018
37.252,15.53,38.013,88,53.801,"Class4","Z",44.117,39.479,28.307,10.499
65.556,43.035,43.678,82,42.296,"Class3","H",60.36,21.194,26.593,65.594
12.39,90.463,69.635,69,84.232,"Class1","M",22.481,7.665,91.545,32.037
26.484,38.818,43.286,55,53.012,"Class4","C",38.384,45.33,26.191,12.15
35.772,42.257,-5.947,85,38.476,"Class4","D",38.822,41.181,10.876,8.354
54.499,72.967,40.646,23,32.811,"Class3","H",46.473,21.745,22.849,49.881
20.019,92.903,84.803,71,88.579,"Class1","O",52.019,8.034,69.776,38.562
61.521,76.498,43.287,74,46.884,"Class3","S",51.535,20.3,22.231,92.652
27.961,92.744,106.695,70,84.961,"Class1","B",47.69,76.958,56.763,71.131
16.945,88.42,84.197,70,84.612,"Class1","M",85.349,36.926,56.964,29.065
77.088,46.72,35.066,64,49.746,"Class2","R",92.906,26.029,90.39,79.056
51.945,33.37,40.866,84,49.028,"Class3","N",59.431,19.079,25.684,75.563
33.792,91.908,62.529,70,84.236,"Class1","O",27.946,31.601,66.545,48.735
45.22,89.15,40.164,33,38.601,"Class3","D",54.304,20.072,24.37,81.935
23.4,60.491,65.848,52,25.005,"Class4","D",39.427,41.255,10.665,14.244
65.229,60.213,43.568,21,48.033,"Class3","S",42.926,17.715,26.921,67.578
38.48,74.468,34.234,93,41.802,"Class4","O",15.563,47.512,14.754,15.246
56.845,43.368,41.686,34,37.593,"Class3","R",34.939,22.311,25.641,69.171
77.543,42.274,28.713,38,49.996,"Class2","Y",61.796,54.773,94.235,90.131
77.718,44.792,32.127,76,52.938,"Class2","R",80.636,34.945,97.583,85.459
12.945,88.255,28.178,70,86.026,"Class1","D",30.306,63.612,55.549,64.506
6.851,42.042,43.055,39,47.051,"Class4","O",37.854,39.551,13.805,12.544
28.328,76.492,59.553,47,32.903,"Class4","O",17.884,32.04,24.291,7.849
16.156,88.825,64.976,71,83.308,"Class1","O",26.988,29.064,NA,60.238
77.272,43.381,33.913,63,62.5,"Class2","R",67.952,50.943,95.753,91.474
11.509,89.506,59.257,71,86.884,"Class1","D",31.474,74.443,66.201,51.998
19.954,92.663,45.287,71,87.629,"Class1","D",31.707,32.246,56.478,54.253
25.208,6.401,-0.088,40,38.549,"Class4","D",27.713,45.002,24.504,16.044
33.381,26.004,34.706,39,33.76,"Class4","N",32.036,39.461,21.22,8.746
82.805,86.658,43.295,69,41.936,"Class3","D",54.214,17.713,26.21,70.906
25.252,91.069,102.505,71,83.226,"Class1","O",66.514,40.766,62.222,48.578
30.574,81.619,20.87,83,85.937,"Class4","D",44.707,54.623,16.616,9.482
46.013,61.321,41.3,36,31.374,"Class3","R",51.83,22.937,25.252,79.116
20.201,90.707,52.837,69,83.725,"Class1","M",25.567,58.522,76.344,52.774
77.969,44.7,31.174,89,48.367,"Class2","Y",59.105,27.013,92.716,74.443
50.63,20.744,15.664,56,35.918,"Class4","C",33.475,26.236,23.762,14.99
60.231,25.484,42.43,21,48.449,"Class3","R",52.723,16.206,26.394,76.108
20.152,89.494,34.464,70,85.242,"Class1","O",49.272,65.504,53.717,51.388
-9.003,92.341,54.879,69,87.173,"Class1","M",61.832,22.894,NA,59.774
38.953,82.531,-17.192,60,70.496,"Class4","Z",35.971,50.828,25.795,13.192
37.19,57.184,4.511,47,57.128,"Class4","N",41.506,26.999,36.873,10.877
18.456,91.256,65.674,70,83.259,"Class1","D",54.542,76.423,59.913,67.14
77.355,44.53,31.606,64,44.854,"Class2","L",78.275,26.849,95.541,80.547
29.963,58.537,25.25,37,59.976,"Class4","Z",20.551,52.961,31.595,5.055
26.204,88.651,58.092,69,84.518,"Class1","G",27.084,32.18,61.679,52.922
41.224,37.544,4.053,23,42.574,"Class4","D",28.91,55.535,NA,11.327
77.587,44,29.818,44,40.82,"Class2","R",70.319,47.413,79.572,94.876
67.687,27.251,42.363,66,28.391,"Class3","S",52.821,16.106,26.503,48.615
53.01,57.883,43.724,60,38.578,"Class3","N",56.655,19.225,24.526,119.946
77.608,42.229,32.715,70,39.921,"Class2","L",76.454,38.96,82.239,89.504
77.451,42.976,31.642,60,39.179,"Class2","R",60.717,17.938,91.858,83.588
14.042,41.539,32.346,62,35.36,"Class4","N",35.443,40.854,30.024,6.097
40.609,32.759,71.424,34,54.828,"Class4","D",19.691,48.428,16.807,13.683
64.134,39.746,46.994,77,52.773,"Class4","N",22.645,30.441,17.49,8.965
39.945,37.402,52.782,35,33.19,"Class4","D",30.111,36.596,17.822,6.255
64.228,86.09,43.498,65,28.677,"Class3","H",40.775,19.663,NA,69.046
43.266,57.935,57.278,38,22.375,"Class4","D",49.951,44.779,12.145,9.982
18.782,88.046,33.623,70,NA,"Class1","G",41.417,17.591,NA,50.173
20.71,63.244,45.987,58,68.853,"Class4","N",16.13,37.388,20.788,8.64
42.121,17.85,37.721,39,27.044,"Class4","C",13.968,41.193,27.61,16.873
77.627,44.214,37.62,37,34.105,"Class2","M",70.531,21.779,96.077,94.408
15.409,23.645,24.932,35,57.451,"Class4","C",46.14,34.034,25.049,15.397
2.25,92.641,55.113,70,81.785,"Class1","M",66.277,50.92,94.423,71.287
44.558,48.974,39.126,46,18.116,"Class4","Z",14.762,44.188,32.655,7.573
29.255,90.811,44.458,69,84.478,"Class1","B",17.839,77.896,82.43,28.739
76.984,44.448,33.991,70,56.047,"Class2","N",70.503,39.815,78.152,95.574
51.709,8.939,-0.193,91,26.693,"Class4","D",37.335,27.41,13.318,12.524
39.751,45.862,38.957,19,44.298,"Class3","D",46.758,20.417,26.403,87.86
45.61,71.323,40.124,50,39.057,"Class3","D",41.369,22.71,24.624,99.399
77.48,41.548,39.043,70,83.372,"Class2","L",81.759,43.838,86.86,89.829
39.263,64.84,45.14,61,31.349,"Class3","R",54.49,22.772,24.55,46.814
77.051,42.674,30.311,66,65.126,"Class2","Y",64.658,41.26,93.452,82.125
77.337,46.439,26.582,84,47.022,"Class2","Y",71.291,54.948,87.707,82.055
40.833,16.984,30.79,61,45.1,"Class4","N",44.234,42.377,27.19,5.627
77.483,43.409,33.162,87,32.325,"Class2","Y",82.79,10.666,83.458,85.804
6.866,90.353,75.189,70,87.697,"Class1","B",83.097,80.168,72.487,45.714
-3.087,92.801,45.027,71,86.123,"Class1","O",41.398,70.965,84.074,43.899
55.053,19.79,40.34,41,42.708,"Class3","D",46.509,16.328,26.658,85.594
23.234,90.928,72.972,70,83.517,"Class1","M",51.259,45.121,93.56,55.616
15.537,7.576,26.622,60,47.808,"Class4","N",22.312,28.076,35.875,5.559
58.572,73.848,42.163,18,38.495,"Class3","S",37.422,22.472,22.774,103.534
43.68,81.796,57.806,98,58.045,"Class4","C",19.303,28.031,13.245,9.879
60.995,48.342,44.954,48,36.024,"Class3","R",58.294,16.362,24.467,66.192
49.58,64.539,41.446,14,NA,"Class3","D",37.83,18.878,23.986,72.429
57.291,40.688,58.457,94,53.844,"Class4","N",12.42,52.733,20.308,10.078
48.801,75.455,41.647,85,41.171,"Class3","R",47.069,18.72,23.264,74.432
1.128,88.496,44.376,70,85.579,"Class1","D",22.19,39.458,91.058,36.476
56.05,20.006,48.994,14,37.754,"Class3","N",41.245,19.435,25.508,85.816
59.291,75.692,40.12,22,27.252,"Class3","R",34.06,19.218,26.072,66.884
51.2,72.448,49.351,26,60.674,"Class4","D",13.86,46.003,22.948,3.699
59.599,80.735,39.669,80,35.934,"Class3","S",55.259,20.205,26.223,103.619
53.321,38.741,38.249,61,37.073,"Class3","R",42.7,16.918,26.653,99.194
57.422,44.7,41.725,63,35.268,"Class3","H",36.925,20.937,23.684,63.997
29.196,92.476,15.605,71,84.892,"Class1","G",47.018,16.007,94.504,51.053
