"RVM1","WRJ2","XBE3","Output19","QPJ4","QET5","BQX6","EZA7","WEP8","RMF9","GZF10","LAG11"
66.337,87,18.148,"Class1",23.334,75.537,"P",81.241,15.739,97.001,26.867,"L"
15.735,60,16.241,"Class1",37.815,94.294,"T",82.86,22.494,98.09,54.293,"U"
49.979,68,26.392,"Class1",39.777,81.832,"P",82.513,21.639,97.632,92.21,"L"
82.997,71,19.587,"Class1",40.513,82.791,"T",82.415,28.589,97.675,5.179,"H"
65.597,76,89.688,"Class2",70.641,10.697,"C",19.585,73.655,55.432,61.068,"L"
70.251,82,22.772,"Class1",11.921,97.591,"P",82.737,13.213,100.679,55.162,"X"
63.893,67,15.652,"Class1",38.198,63.981,"S",81.943,27.612,97.748,53.965,"H"
39.267,72,27.084,"Class1",39.723,60.318,"P",82.702,30.463,98.544,29.013,"U"
10.504,32,89.014,"Class2",81.892,46.817,"C",30.254,54.87,51.909,77.45,"H"
58.865,34,89.307,"Class2",75.755,30.169,"K",47.622,92.811,48.966,81.775,"L"
26.416,91,89.119,"Class2",56.025,19.282,"I",31.707,92.71,42.5,98.034,"H"
35.133,37,89.097,"Class2",83.744,41.614,"T",29.594,56.451,45.375,46.975,"I"
56.752,81,89.471,"Class2",77.389,65.856,"K",50.588,74.854,42.143,70.415,"K"
26.402,88,89.411,"Class2",64.916,25.669,"K",42.627,44.938,37.432,75.388,"K"
47.652,84,27.88,"Class1",43.313,79.445,"S",81.647,15.116,97.556,36.803,"L"
55.198,91,20.167,"Class1",41.041,57.384,"T",NA,30.172,100.241,36.35,"X"
34.863,68,15.51,"Class1",42.867,90.475,"P",81.405,5.657,99.049,38.412,"H"
52.427,65,18.752,"Class1",33.009,67.332,"Q",82.794,5.22,99.98,29.04,"L"
80.937,20,89.317,"Class2",59.111,65.612,"K",30.384,50.646,39.811,77.108,"K"
55.125,69,89.102,"Class2",56.336,45.312,"R",44.694,36.719,39.884,112.83,"K"
15.46,71,21.208,"Class1",28.124,84.011,"T",81.29,35.578,98.843,46.217,"L"
30.342,66,89.773,"Class2",76.013,20.378,"T",27.542,81.732,43.367,82.41,"H"
47.673,55,28.482,"Class1",29.454,82.124,"T",82.314,4.311,95.872,52.915,"U"
44.608,53,25.512,"Class1",17.156,53.066,"S",81.842,11.507,97.407,40.295,"H"
56.497,40,89.229,"Class2",71.107,46.976,"K",39.897,58.734,48.368,NA,"G"
61.774,18,89.771,"Class2",55.738,27.177,"C",31.435,82.106,57.865,59.466,"I"
1.89,33,89.826,"Class2",61.542,58.934,"C",19.571,28.275,46.035,89.38,"I"
40.496,87,28.373,"Class1",14.624,92.796,"Q",82.267,36.381,96.774,37.962,"H"
47.006,83,27.895,"Class1",31.686,62.475,"G",82.983,19.221,100.438,39.451,"H"
35.996,84,89.407,"Class2",67.225,30.344,"C",28.097,88.081,48.571,56.121,"G"
46.177,70,89.371,"Class2",75.874,27.144,"K",26.988,31.562,42.752,86.174,"H"
61.815,47,89.441,"Class2",85.546,30.736,"R",44.731,63.567,38.325,84.379,"H"
6.427,49,89.811,"Class2",72.121,54.824,"K",38.886,26.871,43.747,90.724,"L"
39.487,27,89.242,"Class2",81.589,26.274,"T",NA,27.219,45.055,75.769,"L"
52.911,70,89.399,"Class2",64.02,38.215,"C",27.935,30.85,49.86,75.488,"L"
50.457,76,89.701,"Class2",65.629,55.779,"K",41.446,53.734,51.789,64.016,"G"
84.617,51,89.675,"Class2",56.185,9.781,"T",22.235,73.595,52.752,54.787,"K"
83.329,53,21.067,"Class1",51.686,74.653,"P",82.208,30.925,98.521,58.695,"H"
20.236,69,89.033,"Class2",85.415,38.773,"C",48.871,37.37,42.455,103.348,"G"
66.861,84,17.244,"Class1",46.41,84.044,"P",82.99,20.584,97.711,34.031,"L"
55.268,57,20.939,"Class1",43.929,69.007,"G",81.413,16.9,97.761,33.881,"B"
41.585,75,89.913,"Class2",75.221,65.925,"C",33.779,37.813,50.429,63.56,"G"
15.62,57,89.817,"Class2",84.6,43.487,"C",33.485,73.34,48.197,90.2,"K"
58.888,43,89.042,"Class2",59.405,25.694,"K",37.096,23.573,53.507,69.34,"K"
46.703,28,89.254,"Class2",58.494,48.996,"T",47.606,59.38,54.144,75.535,"K"
67.156,67,17.819,"Class1",20.952,96.062,"G",81.414,19.902,96.525,39.33,"B"
39.87,48,89.529,"Class2",80.907,36.008,"T",30.302,69.764,48.531,75.119,"L"
66.046,57,22.157,"Class1",37.264,105.447,"S",81.525,21.085,96.845,43.479,"H"
31.541,76,89.83,"Class2",59.671,35.838,"T",24.806,29.047,44.988,63.639,"K"
53.072,41,89.39,"Class2",65.26,25.96,"C",NA,58.609,41.804,68.883,"G"
55.774,71,26.098,"Class1",49.887,88.914,"P",82.735,27.69,98.637,39.924,"B"
-5.729,40,89.874,"Class2",68.944,22.888,"R",18.352,80.373,45.653,73.327,"L"
72.169,84,23.025,"Class1",28.116,76.744,"S",82.962,32.129,98.616,60.721,"H"
60.204,91,17.379,"Class1",51.668,52.873,"G",82.796,13.028,99.366,32.247,"B"
51.99,80,89.398,"Class2",63.031,56.253,"R",24.573,61.946,44.21,56.623,"K"
53.857,53,89.229,"Class2",63.142,34.004,"I",44.535,42.962,43.841,94.019,"L"
91.081,88,89.302,"Class2",84.981,26.103,"T",36.431,25.572,55.982,55.682,"H"
6.01,29,89.304,"Class2",70.122,29.239,"I",29.975,42.732,41.457,70.4,"I"
69.597,66,27.373,"Class1",23.729,96.657,"S",82.367,33.482,98.325,47.398,"L"
44.23,78,24.744,"Class1",32.486,59.358,"T",81.199,23.84,100.887,29.13,"L"
54.047,92,25.054,"Class1",26.413,88.108,"S",82.785,1.413,95.544,39.137,"B"
44.295,25,89.757,"Class2",82.517,48.048,"R",39.713,42.278,44.972,62.894,"G"
74.671,29,89.137,"Class2",60.481,43.147,"C",22.367,60.627,46.555,52.138,"L"
46.158,85,89.212,"Class2",56.928,21.818,"R",19.525,76.103,37.584,74.757,"G"
24.769,38,89.029,"Class2",66.981,42.994,"I",50.064,37.243,40.145,76.797,"I"
41.831,38,89.519,"Class2",61.598,24.256,"C",33.764,58.318,43.225,61.112,"K"
13.753,73,89.923,"Class2",58.954,15.607,"R",19.938,81.759,45.898,54.354,"L"
46.896,68,89.437,"Class2",74.717,43.274,"C",29.003,32.791,39.735,74.27,"H"
40.501,70,28.972,"Class1",17.042,70.516,"Q",81.687,6.472,98.882,32.89,"L"
41.441,88,89.579,"Class2",76.899,38.391,"R",42.185,40.895,57.6,69.825,"I"
24.727,44,89.271,"Class2",83.931,22.127,"K",20.033,33.125,42.046,82.758,"H"
72.711,57,26.162,"Class1",40.839,57.486,"S",82.895,15.247,98.735,56.537,"H"
54.612,57,26.15,"Class1",15.847,71.506,"S",82.142,1.769,96.849,58.479,"U"
35.418,88,89.287,"Class2",71.192,10.783,"C",19.588,46.093,45.69,81.715,"K"
16.009,59,89.166,"Class2",74.498,47.391,"C",43.808,21.42,53.271,61.429,"G"
36.242,59,89.162,"Class2",68.054,28.968,"K",NA,57.233,33.786,67.402,"G"
63.217,80,15.701,"Class1",24.955,67.972,"P",81.386,2.191,99.897,53.554,"H"
48.103,51,17.325,"Class1",44.792,49.468,"T",81.562,24.947,97.798,50.187,"B"
33.581,56,26.855,"Class1",48.733,62.083,"P",81.751,15.946,99.606,43.778,"L"
47.034,63,16.236,"Class1",38.615,73.946,"P",81.905,13.871,97.703,NA,"L"
73.249,74,22.742,"Class1",34.348,80.442,"G",82.181,32.045,99.16,67.42,"U"
51.171,66,89.095,"Class2",81.168,50.979,"I",21.351,25.752,47.589,78.478,"I"
33.169,59,89.931,"Class2",73.468,38.434,"I",25.967,25.567,50.178,70.167,"G"
16.014,89,28.358,"Class1",23.032,72.122,"G",81.921,20.851,97.044,89.291,"B"
27.561,23,89.268,"Class2",64.646,41.912,"R",31.688,26.486,49.491,60.47,"L"
30.933,86,27.119,"Class1",16.335,66.452,"P",82.953,29.046,97.424,21.759,"L"
43.481,27,89.003,"Class2",64.859,47.065,"R",31.234,87.111,50.402,NA,"H"
69.695,77,18.312,"Class1",18.818,96.037,"G",82.346,29.625,97.678,50.748,"X"
47.543,25,89.69,"Class2",85.192,60.696,"C",29.735,28.142,46.019,80.153,"L"
30.892,78,22.075,"Class1",38.206,78.652,"P",81.748,12.472,100.231,65.433,"H"
40.687,77,89.031,"Class2",65.227,59.095,"R",NA,24.773,44.238,100.382,"K"
53.618,87,89.494,"Class2",74.3,23.008,"C",35.215,74.339,46.907,82.206,"G"
12.428,89,24.041,"Class1",49.798,81.879,"P",81.642,21.964,98.28,64.666,"H"
14.841,54,89.652,"Class2",76.681,30.272,"K",41.301,50.966,46.971,77.689,"H"
41.423,73,27.066,"Class1",50.158,81.784,"T",82.31,3.126,97.459,39.401,"L"
77.117,19,89.667,"Class2",78.817,41.7,"C",36.632,86.045,50.963,75.2,"H"
48.459,67,21.186,"Class1",17.904,83.985,"S",81.721,30.263,96.712,-0.303,"L"
56.075,80,89.473,"Class2",71.898,55.788,"C",35.636,36.805,39.58,65.648,"K"
30.142,77,20.991,"Class1",24.017,75.184,"T",81.923,37.27,97.059,19.319,"X"
35.67,45,89.492,"Class2",72.823,22.133,"K",50.858,67.029,41.715,70.091,"G"
111.841,55,21.248,"Class1",19.95,70.195,"Q",81.552,18.782,98.15,51.531,"H"
42.348,66,25.122,"Class1",36.139,105.484,"Q",81.702,22.758,95.19,22.807,"H"
72.095,62,89.114,"Class2",69.505,41.839,"T",46.66,38.716,45.783,86.44,"K"
28.668,28,89.928,"Class2",83.232,27.902,"R",18.425,33.971,44.517,48.165,"K"
29.931,84,17.247,"Class1",42.617,63.714,"Q",81.921,23.41,98.017,66.066,"U"
47.539,61,24.847,"Class1",44.405,65.186,"G",81.247,10.894,99.601,59.8,"H"
40.918,72,89.628,"Class2",69.944,27.897,"C",37.127,56.851,50.1,74.274,"L"
50.478,73,27.973,"Class1",12.627,76.684,"T",81.735,1.117,97.891,66.112,"B"
52.703,64,89.161,"Class2",65.796,39.873,"K",48.245,93.759,44.475,52.483,"G"
38.151,51,89.342,"Class2",66.952,61.912,"C",NA,87.008,51.732,62.6,"G"
-3.188,58,18.426,"Class1",43.735,66.28,"T",81.128,15.697,94.54,55.137,"U"
4.071,18,89.762,"Class2",81.212,2.679,"R",18.262,31.492,47.306,79.88,"L"
36.486,52,18.047,"Class1",10.618,89.494,"G",82.317,35.199,98.1,25.153,"U"
42.59,65,28.187,"Class1",33.541,93.555,"Q",81.794,13.143,97.633,28.11,"U"
44.53,85,18.152,"Class1",32.188,74.267,"S",81.145,22.408,96.751,53.869,"H"
40.224,85,25.458,"Class1",23.462,57.68,"T",81.504,25.015,98.074,59.836,"X"
40.468,68,28.416,"Class1",32.856,76.466,"G",81.806,26.297,98.095,34.857,"H"
71.667,18,89.415,"Class2",78.682,47.278,"T",44.07,28.017,43.472,57.78,"L"
43.672,37,89.726,"Class2",66.654,49.907,"K",47.946,26.645,46.012,77.705,"L"
8.265,37,89.034,"Class2",70.397,34.035,"T",23.531,79.614,49.27,NA,"K"
33.06,83,89.41,"Class2",70.76,108.32,"C",37.413,61.824,49.128,75.584,"I"
31.141,77,28.688,"Class1",33.695,110.942,"T",NA,23.799,95.42,51.693,"X"
104.115,72,27.468,"Class1",53.348,65.672,"P",81.545,21.618,97.538,NA,"U"
63.494,42,89.003,"Class2",81.896,2.865,"R",23.471,77.767,46.462,88.969,"L"
61.03,82,89.033,"Class2",69.113,33.94,"C",42.633,45.888,52.369,98.176,"G"
33.7,80,19.738,"Class1",21.239,62.376,"Q",81.785,31.282,96.387,NA,"X"
80.783,86,16.07,"Class1",36.546,84.933,"S",81.054,18.78,95.366,44.317,"B"
15.11,46,89.615,"Class2",60.474,37.235,"K",50.405,93.474,42.291,73.33,"K"
102.521,87,89.281,"Class2",69.228,52.868,"T",47.093,75.813,49.892,83.496,"L"
-15.18,87,22.247,"Class1",44.579,97.06,"G",81.552,8.523,95.871,39.057,"L"
93.332,19,89.931,"Class2",81.195,52.666,"C",24.926,56.378,51.278,78.505,"I"
41.011,85,20.538,"Class1",34.122,51.131,"G",82.413,34.09,97.738,42.575,"B"
37.161,53,89.176,"Class2",69.108,71.216,"T",50.905,78.451,43.6,60.568,"I"
42.745,63,25.051,"Class1",12.083,66.773,"G",81.359,10.402,98.947,NA,"X"
45.058,31,89.194,"Class2",63.073,21.203,"I",37.013,40.631,37.893,99.056,"L"
23.823,81,89.585,"Class2",70.808,28.526,"I",48.191,89.407,48.345,76.583,"K"
81.87,83,23.33,"Class1",40.17,75.275,"G",81.466,1.854,97.331,45.379,"X"
14.352,83,24.202,"Class1",39.292,57.173,"G",82.752,6.81,98.38,90.477,"L"
31.953,86,26.094,"Class1",14.612,81.7,"Q",81.82,8.779,101.28,24.803,"H"
69.095,87,28.761,"Class1",52.523,45.535,"P",81.375,1.893,95.261,42.701,"B"
23.786,73,22.242,"Class1",18.573,79.787,"T",NA,12.877,98.679,NA,"B"
61.359,84,89.432,"Class2",77.702,65.467,"T",37.078,51.476,49.762,108.785,"L"
-11.977,22,89.687,"Class2",73.261,25.211,"R",41.287,81.293,43.558,46.685,"G"
26.142,48,21.314,"Class1",34.523,94.343,"P",81.51,5.46,100.062,38.24,"H"
70.413,48,19.428,"Class1",23.317,54.204,"S",81.039,31.851,102.581,52.072,"B"
30.615,50,89.947,"Class2",56.948,53.048,"T",23.412,21.611,55.586,68.999,"H"
64.285,29,89.529,"Class2",79.095,1.725,"C",28.982,63.994,49.574,62.848,"G"
35.968,66,21.822,"Class1",11.904,71.936,"S",82.637,11.734,98.314,28.305,"U"
64.853,38,89.266,"Class2",75.598,17.274,"T",48.107,21.221,53.723,63.396,"L"
10.638,80,89.197,"Class2",72.707,23.066,"C",41.547,42.459,42.987,102.695,"G"
67.175,71,89.139,"Class2",63.394,-0.736,"T",38.724,67.385,55.095,74.013,"G"
65.448,39,89.268,"Class2",67.444,23.686,"K",50.911,21.467,41.318,89.446,"I"
62.162,89,22.199,"Class1",38.2,77.563,"S",82.4,13.909,98.723,31.429,"L"
62.008,84,89.63,"Class2",69.077,26.527,"C",34.627,92.392,50.725,90.735,"H"
39.09,52,24.241,"Class1",24.163,79.949,"T",82.401,14.798,100.862,55.237,"X"
47.675,21,89.914,"Class2",64.952,12.326,"R",50.047,35.166,42.839,90.614,"K"
49.097,73,24.719,"Class1",23.06,54.053,"T",81.03,13.431,99.451,43.314,"L"
65.348,22,89.966,"Class2",84.294,18.842,"K",30.88,26.638,41.944,95.849,"L"
36.657,79,20.753,"Class1",13.686,58.023,"T",81.01,20.163,97.423,49.625,"X"
44.141,79,89.956,"Class2",55.238,38.4,"K",37.694,22.4,43.972,NA,"K"
42.816,52,17.808,"Class1",25.778,77.889,"P",82.088,34.905,97.343,34.825,"U"
71.431,31,89.663,"Class2",85.389,45.561,"R",38.296,65.173,50.719,47.514,"I"
84.2,21,89.603,"Class2",57.478,59.642,"K",49.514,49.961,46.828,70.267,"K"
96.027,81,25.697,"Class1",33.893,76.662,"T",81.044,3.322,97.093,58.727,"B"
10.526,79,22.75,"Class1",30.236,50.689,"S",82.465,15.477,98.433,22.15,"H"
26.141,74,89.879,"Class2",62.62,46.943,"I",37.695,46.016,54.408,77.363,"K"
58.164,40,89.677,"Class2",60.612,46.928,"C",25.662,89.834,44.893,85.045,"L"
46.971,38,89.006,"Class2",73.62,48.052,"K",23.548,26.131,39.784,69.195,"I"
19.996,85,89.576,"Class2",65.135,-5.174,"I",47.992,80.029,50.871,64.236,"H"
18.076,37,89.449,"Class2",58.708,45.67,"K",41.093,26,50.347,65.526,"H"
42.685,62,89.029,"Class2",60.123,39.811,"T",39.535,68.626,44.259,69.266,"G"
22.508,59,89.686,"Class2",85.078,4.534,"I",19.226,56.816,37.62,60.456,"G"
38.649,90,18.567,"Class1",24.256,73.263,"G",82.272,12.438,96.677,37.962,"H"
32.268,59,28.01,"Class1",11.144,101.649,"T",81.815,30.899,98.101,51.505,"X"
17.312,48,25.067,"Class1",39.425,82.193,"G",81.31,17.464,100.065,49.64,"L"
4.572,58,21.876,"Class1",10.656,49.946,"G",82.367,29.858,96.481,50.638,"L"
54.277,71,89.123,"Class2",62.774,41.041,"R",32.91,67.554,43.083,72.913,"H"
60.04,40,89.405,"Class2",79.698,36.012,"I",30.039,39.945,49.926,91.757,"I"
60.726,79,25.766,"Class1",43.22,74.238,"G",NA,29.144,97.278,21.788,"U"
49.423,67,89.951,"Class2",55.883,49.894,"K",18.995,74.395,32.968,83.068,"H"
60.392,28,89.837,"Class2",76.032,32.215,"C",22.831,32.696,46.784,45.351,"I"
31.026,45,89.557,"Class2",85.698,24.858,"R",26.811,63.576,51.374,72.837,"H"
73.303,74,89.229,"Class2",55.704,24.296,"R",45.968,66.492,46.224,NA,"I"
18.048,62,89.831,"Class2",80.255,36.81,"R",43.828,63.065,45.017,80.089,"K"
78.375,85,18.47,"Class1",12.234,82.378,"G",82.449,32.811,96.181,44.885,"X"
55.983,36,89.915,"Class2",82.174,21.382,"T",45.379,58.846,46.932,81.39,"G"
78.073,31,89.211,"Class2",77.665,29.252,"C",25.305,61.723,43.557,70.513,"I"
15.892,55,20.84,"Class1",47.398,68.508,"T",81.667,13.745,96.454,61.169,"L"
35.404,55,23.208,"Class1",20.645,71.218,"Q",82.068,9.418,97.687,48.174,"B"
13.25,33,89.36,"Class2",70.741,44.137,"K",50.884,54.003,46.365,77.237,"K"
93.05,71,18.007,"Class1",20.842,69.133,"P",82.823,7.156,95.867,42.465,"X"
27.62,79,89.805,"Class2",57.721,55.313,"C",20.635,47.582,41.123,71.737,"K"
42.658,34,89.659,"Class2",80.958,21.985,"R",35.589,78.928,50.591,79.566,"I"
43.227,50,21.088,"Class1",29.162,50.916,"G",81.368,23.053,97.266,55.96,"U"
69.569,33,89.242,"Class2",60.681,6.062,"R",27.168,62.949,46.353,84.434,"G"
29.869,77,23.621,"Class1",48.378,84.131,"G",82.861,32.116,96.398,62.332,"L"
73.116,67,27.446,"Class1",20.323,48.951,"G",82.875,12.091,99.93,55.735,"H"
67.839,51,27.314,"Class1",54.121,57.773,"G",82.704,12.062,96.926,37.566,"X"
26.649,38,89.526,"Class2",66.237,49.187,"T",44.582,40.881,56.498,74.247,"I"
64.582,20,89.941,"Class2",64.157,29.173,"I",33.378,55.669,38.458,92.313,"K"
18.691,67,16.434,"Class1",22.078,76.169,"P",82.496,9.923,97.55,62.897,"U"
26.939,50,17.399,"Class1",21.182,90.429,"T",81.695,36.384,99.235,18.075,"X"
-43.286,82,89.964,"Class2",62.957,45.892,"I",36.893,21.844,43.314,91.518,"L"
30.979,69,89.36,"Class2",56.951,29.061,"C",22.687,79.958,44.873,63.427,"G"
38.443,73,22.02,"Class1",12.679,81.655,"P",81.709,1.528,97.368,36.839,"H"
9.555,56,27.043,"Class1",32.703,56.82,"P",82.621,1.869,100.005,42.791,"U"
49.072,79,20.549,"Class1",17.726,79.941,"Q",81.341,8.881,98.255,53.597,"B"
43.051,19,89.607,"Class2",70.908,29.813,"K",33.586,38.332,38.292,86.681,"G"
69.621,80,89.394,"Class2",67.006,29.064,"C",20.388,44.065,34.755,95.045,"K"
45.885,27,89.571,"Class2",58.683,51.968,"C",33.325,86.696,47.847,55.787,"L"
27.26,64,15.723,"Class1",23.167,53.982,"S",NA,29.738,99.53,75.085,"H"
30.375,38,89.264,"Class2",79.658,27.453,"K",20.439,31.127,52.541,96.962,"K"
35.179,47,89.398,"Class2",73.183,29.094,"K",20.054,68.205,41.212,63.65,"H"
34.64,76,18.689,"Class1",17.899,79.33,"Q",81.001,10.988,97.671,NA,"L"
26.718,52,89.097,"Class2",67.38,67.052,"T",28.976,51.019,40.522,75.038,"H"
29.302,71,24.643,"Class1",30.481,75.714,"P",82.138,5.363,99.575,66.676,"X"
50.779,52,89.619,"Class2",73.787,50.51,"T",49.639,89.872,34.229,82.052,"H"
47.209,71,89.242,"Class2",56.954,64.158,"T",24.339,21.603,44.492,69.85,"L"
49.112,71,89.711,"Class2",74.362,33.651,"T",20.218,66.719,54.54,61.465,"G"
61.029,46,89.007,"Class2",85.286,35.961,"K",40.722,57.918,36.795,63.512,"I"
64.025,31,89.272,"Class2",60.313,45.583,"T",28.046,75.216,50.684,80.897,"L"
49.376,37,89.309,"Class2",70.117,52.68,"I",30.46,68.857,44.152,60.526,"G"
39.852,65,21.857,"Class1",41.627,24.406,"Q",81.49,31.262,98.212,39.179,"L"
37.786,80,18.758,"Class1",36.095,64.509,"S",82.624,37.256,96.21,29.33,"H"
33.436,60,17.219,"Class1",48.64,101.328,"S",82.626,17.869,97.581,NA,"U"
79.247,47,89.557,"Class2",72.691,33.454,"R",47.758,79.43,50.191,80.885,"I"
41.584,91,19.086,"Class1",47.985,79.589,"Q",82.249,22.533,98.216,26.279,"L"
58.026,83,27.835,"Class1",16.156,99.403,"G",81.462,37.257,98.864,50.362,"X"
51.232,83,23.223,"Class1",15.518,58.365,"Q",81.794,19.273,99.01,44.261,"L"
62.131,70,89.995,"Class2",71.965,36.233,"C",30.306,67.297,49.268,52.949,"I"
51.787,36,89.195,"Class2",75.486,58.171,"R",33.702,22.289,37.024,81.29,"L"
68.484,91,16.013,"Class1",39.484,80.171,"P",81.139,37.953,97.715,18.668,"X"
41.058,24,89.327,"Class2",72.889,-2.23,"K",46.474,89.231,49.308,69.67,"K"
75.232,27,89.147,"Class2",59.885,51.099,"T",23.137,34.086,42.146,93.794,"K"
47.068,83,21.433,"Class1",34.509,108.404,"Q",82.036,14.009,96.914,67.696,"B"
31.014,81,89.409,"Class2",85.7,40.578,"T",38.77,34.796,40.961,71.705,"I"
51.954,75,89.271,"Class2",80.725,47.435,"R",27.148,33.817,46.87,63.458,"G"
67.704,47,89.014,"Class2",58.025,22.815,"C",47.886,76.629,41.49,55.811,"K"
1.575,87,20.524,"Class1",42.432,59.972,"S",81.123,4.538,99.799,32.367,"H"
57.498,55,19.287,"Class1",43.282,49.148,"S",82.611,21.755,97.691,67.931,"L"
65.747,45,89.89,"Class2",81.491,25.046,"T",42.337,85.822,41.222,72.746,"L"
9.235,52,89.848,"Class2",77.133,43.032,"R",20.393,34.559,53.981,86.264,"G"
26.259,58,25.374,"Class1",22.7,84.604,"S",81.054,1.547,97.67,NA,"X"
47.433,79,89.474,"Class2",60.971,19.113,"C",33.247,64.25,45.854,87.587,"I"
49.693,63,23.89,"Class1",17.552,84.16,"G",81.981,16.501,98.684,NA,"L"
41.156,25,89.645,"Class2",84.079,54.793,"I",39.618,71.245,44.553,86.471,"L"
45.409,87,18.182,"Class1",33.753,67.253,"T",81.633,20.969,94.539,31.381,"H"
31.401,85,24.074,"Class1",28.827,63.07,"T",82.462,7.192,98.238,61.906,"B"
57.94,82,21.222,"Class1",39.301,90.203,"P",81.882,19.891,98.452,44.855,"B"
52.193,51,17.572,"Class1",37.855,88.166,"S",82.197,10.41,97.679,49.646,"B"
11.855,43,89.063,"Class2",56.348,15.715,"K",26.596,41.122,42.335,73.099,"I"
80.782,67,15.298,"Class1",24.581,76.15,"T",82.016,15.435,96.742,31.264,"X"
21.818,39,89.71,"Class2",58.337,-10.524,"T",26.408,25.027,38.244,87.684,"H"
42.03,63,89.831,"Class2",65.479,-5.024,"K",34.059,51.601,41.758,NA,"G"
65.958,66,22.979,"Class1",32.078,75.241,"S",81.119,9.563,97.851,60.707,"H"
33.561,90,15.016,"Class1",49.272,61.623,"G",81.884,31.686,97.677,55.607,"L"
79.104,80,89.242,"Class2",61.746,19.211,"T",29.296,55.111,43.528,70.442,"G"
79.847,45,89.735,"Class2",85.791,46.569,"K",28.575,27.518,54.613,87.164,"K"
74.778,25,89.777,"Class2",55.294,39.91,"T",49.771,50.973,53.019,72.685,"G"
56.518,22,89.389,"Class2",67.61,21.799,"I",22.021,81.802,51.3,77.408,"I"
35.234,83,28.404,"Class1",54.006,87.357,"Q",81.726,22.791,95.788,13.067,"L"
84.159,68,89.401,"Class2",63.524,40.861,"R",28.875,75.64,50.191,69.525,"I"
40.456,22,89.875,"Class2",67.291,62.257,"T",39.119,57.401,49.128,52.976,"K"
61.705,84,27.422,"Class1",51.665,70.654,"P",81.303,34.551,94.536,59.84,"B"
29.485,53,21.868,"Class1",48.928,73.584,"G",82.816,1.838,97.628,73.678,"X"
47.191,63,28.266,"Class1",21.861,70.55,"Q",82.422,19.643,98.538,62.772,"H"
47.26,61,17.649,"Class1",47.938,50.066,"G",81.136,37.066,98.74,48.59,"B"
76.799,75,23.295,"Class1",34.344,56.898,"T",82.742,27.608,99.794,16.293,"B"
36.596,79,26.5,"Class1",28.548,82.89,"G",82.716,22.181,96.526,38.827,"H"
71.103,88,89.92,"Class2",61.426,13.679,"T",44.785,85.673,42.63,82.317,"L"
5.963,48,89.42,"Class2",66.836,18.136,"C",21.921,38.239,46.918,87.789,"L"
14.647,18,89.658,"Class2",73.594,10.549,"R",24.572,63.245,47.223,67.258,"G"
56.39,68,25.091,"Class1",21.163,55.638,"Q",81.73,22.115,95.105,44.674,"U"
50.016,92,21.598,"Class1",53.495,81.994,"T",82.98,32.267,97.324,39.782,"U"
70.283,30,89.469,"Class2",59.117,34.013,"T",NA,51.718,45.385,67.745,"I"
63.122,22,89.04,"Class2",62.297,57.767,"K",NA,58.498,40.561,64.862,"L"
27.159,78,89.543,"Class2",74.252,17.173,"T",22.014,83.559,49.689,85.969,"G"
37.201,52,20.582,"Class1",40.205,74.371,"S",82.522,15.229,99.042,25.257,"X"
69.28,67,16.833,"Class1",11.5,98.809,"G",81.965,16.131,98.967,26.061,"L"
30.81,38,89.241,"Class2",63.901,77.537,"I",37.421,23.356,48.476,60.649,"K"
19.65,63,89.731,"Class2",73.384,42.863,"C",33.293,83.031,43.772,67.966,"I"
53.123,57,89.843,"Class2",80.078,41.307,"R",NA,84.149,39.841,72.711,"I"
49.798,66,26.783,"Class1",26.761,50.063,"S",82.924,12.114,97.422,NA,"L"
23.276,51,89.482,"Class2",85.452,40.838,"R",45.882,68.272,38.453,77.839,"I"
80.359,39,89.107,"Class2",71.318,31.087,"K",27.856,53.629,54.476,104.918,"L"
35.819,18,89.576,"Class2",74.757,43.925,"K",25.075,43.222,44.131,60.399,"H"
45.623,23,89.137,"Class2",56.583,26.62,"K",26.931,38.238,38.329,88.374,"K"
54.674,77,18.721,"Class1",23.244,82.239,"G",81.856,18.578,97.575,39.707,"X"
67.997,83,89.371,"Class2",67.441,61.29,"T",46.165,43.731,46.687,75.019,"H"
15.673,56,17.095,"Class1",39.808,65.694,"Q",82.213,35.553,96.71,95.73,"X"
12.151,72,17.416,"Class1",39.162,90.775,"G",82.425,10.326,95.35,45.827,"U"
69.126,46,89.661,"Class2",69.137,25.255,"I",48.022,31.349,47.299,50.435,"G"
76.453,29,89.048,"Class2",82.918,29.109,"I",39.62,34.348,46.96,64.999,"L"
34.728,37,89.254,"Class2",63.703,23.576,"T",22.376,55.957,46.659,61.133,"G"
38.99,60,26.917,"Class1",12.302,48.073,"P",82.791,34.706,100.183,27.337,"U"
43.766,54,89.172,"Class2",57.396,88.69,"C",49.544,83.315,47.959,96.888,"I"
51.449,74,16.711,"Class1",52.692,68.304,"P",81.42,2.353,100.106,57.711,"B"
26.751,76,19.402,"Class1",47.949,81.886,"Q",81.541,1.952,99.093,67.371,"B"
30.554,87,89.564,"Class2",58.846,32.819,"K",50.855,93.059,56.849,71.198,"H"
23.467,83,20.925,"Class1",40.204,99.833,"G",81.328,28.884,97.514,54.831,"L"
