"BVS1","XTI2","XHW3","Output11","WVJ4","XOA5","YHF6","RJF7","MQK8","XUZ9","ZRW10"
40.306,41.561,12,"Class1",47.964,25.145,43.526,69.014,19.738,"A",9
40.89,46.387,16,"Class1",52.217,46.185,31.622,75.179,17.099,"J",18
63.856,59.655,11,"Class2",70.229,67.156,38.353,17.069,54.287,"K",16
62.211,71.76,18,"Class2",34.323,65.507,19.537,57.748,60.622,"V",15
62.707,54.425,24,"Class2",43.587,69.801,49.06,55.619,44.974,"K",53
28.619,45.79,20,"Class1",54.338,29.538,9.073,88.089,27.964,"N",12
32.363,52.559,30,"Class1",23.21,24.289,24.276,70.227,15.401,"N",16
27.147,61.318,17,"Class1",61.141,39.103,28.431,64.688,32.517,"J",24
61.746,68.562,23,"Class2",66.356,60.745,69.589,45.424,50.359,"K",50
63.587,53.475,28,"Class2",27.901,58.305,67.728,33.315,47.124,"Z",28
48.019,55.312,27,"Class1",-1.973,20.201,37.775,87.479,15.049,"O",18
21.74,65.606,21,"Class1",1.696,17.466,45.597,72.067,25.996,"A",18
13.477,50.26,19,"Class1",68.233,50.221,37.747,78.805,17.509,"D",16
50.905,41.37,10,"Class1",67.07,31.095,29.931,90.687,16.133,"A",16
40.775,38.341,31,"Class1",20.15,36.048,8.741,81,25.468,"J",9
33.486,62.438,28,"Class1",47.254,18.03,5.017,75.725,21.038,"O",15
63.078,NA,11,"Class2",53.623,75.693,55.904,33.576,58.178,"Z",20
63.641,47.529,27,"Class2",45.631,39.368,52.658,37.039,44.064,"J",55
63.684,53.807,24,"Class2",47.009,63.037,8.852,43.424,62.654,"V",26
27.891,60.967,14,"Class1",39.229,23.165,35.156,90.877,33.546,"D",16
63.513,98.833,15,"Class2",34.505,94.517,31.939,29.995,57.538,"J",24
25.212,37.226,9,"Class1",55.921,22.353,26.972,84.067,20.296,"O",9
20.221,39.042,15,"Class1",77.94,31.53,24.612,89.321,26.556,"N",17
63.364,80.156,11,"Class2",40.83,92.099,62.964,66.189,43.699,"F",38
63.251,74.688,16,"Class2",52.595,74.276,18.362,26.357,58.088,"V",30
63.277,48.017,26,"Class2",31.614,51.708,32.531,39.22,47.417,"K",25
38.109,45.251,16,"Class1",72.452,21.032,19.502,69.698,20.249,"N",11
63.875,78.015,19,"Class2",23.559,71.799,65.352,42.407,50.353,"F",22
43.209,50.112,20,"Class1",32.855,28.801,5.206,95.572,22.401,"D",15
64.014,56.756,21,"Class2",33.036,40.133,52.703,43.066,52.398,"Z",13
40.599,57.811,12,"Class1",62.282,38.944,8.282,86.095,23.926,"J",14
62.883,48.701,11,"Class2",40.293,105.763,24.803,66.158,45.451,"Z",36
29.253,64.563,26,"Class1",23.29,37.741,22.963,77.987,33.422,"J",15
62.798,76.117,22,"Class2",42.209,51.733,12.218,9.565,53.561,"K",23
62.76,47.462,14,"Class2",34.228,90.612,49.374,51.501,56.135,"Z",16
23.952,44.054,11,"Class1",64.527,40.877,18.595,77.718,29.023,"D",22
63.785,46.138,25,"Class2",49.214,77.08,38.431,15.27,42.94,"K",30
62.682,97.881,16,"Class2",55.491,72.215,25.296,36.557,58.626,"J",46
27.321,39.356,12,"Class1",11.838,38.867,13.001,57.147,22.563,"J",16
25.705,44.284,30,"Class1",43.095,22.657,2.493,83.016,22.461,"J",21
41.072,62.552,31,"Class1",42.789,45.892,24.958,81.277,29.284,"O",16
62.301,58.602,16,"Class2",23.39,83.245,7.052,52.689,52.779,"V",13
62.948,57.9,26,"Class2",52.935,72.371,59.555,11.309,45.202,"F",22
62.072,62.898,19,"Class2",57.531,72.253,27.129,27.606,55.61,"K",8
23.784,66.539,19,"Class1",52.02,14.309,41.942,68.349,33.104,"N",10
63.091,79.4,14,"Class2",42.974,73.538,58.507,34.509,60.004,"V",10
62,56.5,23,"Class2",54.334,77.818,38.499,56.557,55.011,"V",32
25.711,37.766,27,"Class1",79.35,17.667,22.643,91.88,31.879,"D",19
62.692,49.515,24,"Class2",46.081,45.748,40.427,36.695,45.398,"J",12
25.12,38.422,5,"Class1",31.468,25.244,24.383,85.171,28.711,"A",14
46.555,64.503,21,"Class1",46.506,39.309,7.071,74.624,19.131,"N",13
29.636,48.692,28,"Class1",56.705,19.796,11.258,92.824,18.397,"A",14
37.367,55.194,24,"Class1",9.118,39.727,12.345,66.505,25.072,"A",24
62.816,85.65,19,"Class2",66.947,78.295,49.634,47.481,60.55,"F",16
49.252,61.66,20,"Class1",87.464,34.742,19.59,76.38,28.63,"O",10
63.838,71.966,16,"Class2",32.6,62.109,4.997,30.269,51.605,"V",13
62.157,96.575,26,"Class2",41.696,63.52,63.696,53.06,45.712,"K",26
22.609,54.068,24,"Class1",68.575,25.15,26.176,76.928,28.468,"J",19
62.351,49.555,24,"Class2",40.714,46.689,43.572,56.386,52.235,"K",32
63.09,84.865,26,"Class2",66.46,105.32,52.827,57.025,45.971,"V",18
62.848,90.748,15,"Class2",43.27,76.308,11.362,44.832,62.834,"K",15
36.86,44.965,27,"Class1",41.641,9.683,10.74,65.55,29.195,"D",10
31.752,41.864,17,"Class1",66.535,37.162,16.356,62.725,22.665,"N",9
63.247,83.201,12,"Class2",65.341,70.382,46.405,43.364,60.751,"K",16
62.015,95.775,16,"Class2",39.87,46.822,60.239,50.242,60.188,"K",9
61.739,83.765,23,"Class2",48.821,63.794,50.065,42.116,52.651,"K",13
45.231,52.497,10,"Class1",45.595,35.889,16.728,76.747,16.576,"D",17
48.566,65.832,28,"Class1",107.034,21.595,40.395,69.48,16.232,"O",13
33.583,51.772,7,"Class1",69.389,29.314,39.173,58.653,21.857,"O",12
42.5,44.114,24,"Class1",83.687,27.75,36.237,71.491,21.597,"A",18
63.871,53.017,21,"Class2",57.73,72.103,11.529,62.065,48.253,"F",12
27.969,55.957,27,"Class1",31.897,36.792,5.924,75.068,21.746,"J",21
62.758,58.325,12,"Class2",55.494,80.498,10.728,49.665,46.587,"J",22
30.681,47.372,7,"Class1",10.586,42.329,25.879,83.348,34.695,"N",9
62.865,56.564,19,"Class2",49.334,89.079,65.823,36.154,63.927,"F",27
64.099,81.079,27,"Class2",55.411,70.115,37.549,51.617,51.359,"Z",34
31.002,43.682,10,"Class1",85.999,37.983,26.224,79.299,18.266,"A",16
38.628,46.289,23,"Class1",35.396,47.158,34.301,66.641,21.149,"A",14
62.146,NA,26,"Class2",57.219,88.758,68.691,41.965,42.671,"J",9
62.637,75.89,18,"Class2",NA,69.729,31.11,43.033,64.737,"Z",38
63.071,46.825,25,"Class2",26.101,70.436,47.887,27.367,54.923,"Z",15
21.626,57.798,5,"Class1",24.501,26.58,5.62,82.349,23.724,"O",17
41.117,48.952,5,"Class1",55.96,36.303,44.339,88.949,24.649,"D",18
62.215,76.644,19,"Class2",50.167,59.033,39.864,28.476,51.063,"V",20
63.976,50.497,16,"Class2",42.606,81.438,13.352,31.709,49.931,"J",37
63.134,85.99,16,"Class2",40.396,53.382,52.971,32.073,63.651,"K",13
30.343,NA,29,"Class1",51.652,55.266,7.738,60.309,24.246,"O",16
19.413,54.901,22,"Class1",38.859,46.82,33.973,84.527,23.106,"O",13
25.859,61.262,7,"Class1",42.951,21.943,25.196,92.431,26.84,"A",19
62.776,86.282,19,"Class2",63.295,75.992,61.419,31.723,45.11,"J",56
16.134,44.997,12,"Class1",29.138,27.812,3.381,95.172,21.139,"N",16
63.099,88.437,24,"Class2",55.203,75.143,27.008,48.336,62.561,"F",21
62.319,53.358,13,"Class2",44.867,55.365,67.004,53.885,42.426,"J",39
63.688,69.208,17,"Class2",35.636,38.484,59.151,43.991,44.559,"Z",24
62.104,80.328,12,"Class2",46.534,58.847,30.841,43.222,63.398,"V",39
24.763,67.44,19,"Class1",71.037,25.182,32.485,100.692,26.483,"A",14
29.842,47.027,30,"Class1",57.41,47.527,45.875,84.638,28.763,"A",13
17.673,46.045,6,"Class1",48.078,19.391,31.916,83.729,32.904,"N",17
26.626,42.152,22,"Class1",22.602,40.089,17.362,81.471,24.871,"O",24
63.647,78.214,15,"Class2",75.004,83.72,23.224,58.022,62.615,"Z",20
62.58,84.909,18,"Class2",36.464,87.996,7.094,35.654,58.59,"V",20
63.025,91.595,22,"Class2",35.578,80.96,43.225,58.288,47.224,"Z",20
29.469,43.064,11,"Class1",55.015,36.566,31.214,69.037,27.751,"D",23
61.793,76.598,18,"Class2",28.373,80.196,23.685,62.496,55.407,"J",47
62.041,77.707,17,"Class2",36.656,81.053,58.755,36.751,43.308,"F",7
37.521,44.75,8,"Class1",67.407,19.889,23.937,75.908,29.61,"O",22
63.743,48.483,28,"Class2",42.348,66.532,12.39,32.956,44.604,"K",53
28.23,51.273,16,"Class1",59.942,34.182,38.167,66.218,18.352,"A",15
63.468,69.137,21,"Class2",40.02,102.705,11.21,23.955,45.419,"Z",30
63.288,57.949,12,"Class2",35.04,70.803,8.748,11.781,54.64,"Z",19
33.825,62.898,27,"Class1",65.837,10.646,23.373,72.314,22.315,"A",23
27.442,49.382,11,"Class1",68.619,21.069,28.493,77.224,25.278,"A",20
62.282,75.912,12,"Class2",56.458,50.163,31.356,62.373,53.795,"V",17
63.533,57.439,22,"Class2",NA,63.488,26.372,52.4,62.968,"Z",16
62.995,74.674,24,"Class2",50.984,69.755,5.873,44.029,54.61,"Z",49
25.608,64.34,23,"Class1",55.65,17.247,43.161,79.831,29.887,"J",18
63.095,74.973,13,"Class2",59.693,73.206,31.727,26.653,51.144,"J",35
62.707,54.301,16,"Class2",60.169,82.23,32.915,37.859,64.379,"K",26
38.307,47.566,28,"Class1",59.092,15.95,26.389,77.81,32.168,"O",15
63.823,76.983,15,"Class2",35.756,79.548,51.116,8.736,50.996,"Z",54
62.498,97.671,23,"Class2",63.356,82.702,69.337,30.039,54.826,"J",50
62.824,54.615,20,"Class2",58.11,91.364,55.973,43.48,52.803,"F",10
26.133,51.771,7,"Class1",65.872,32.292,8.98,77.576,18.354,"O",23
29.308,59.539,11,"Class1",39.409,19.055,38.615,79.165,29.247,"A",17
63.264,73.511,26,"Class2",35.948,86.243,46.248,29.406,55.066,"V",30
31.938,57.553,23,"Class1",0.618,33.596,6.354,77.042,28.245,"J",23
37.347,47.224,29,"Class1",55.674,29.252,43.231,68.693,24.087,"J",14
62.657,62.972,28,"Class2",49.365,75.671,30.446,25.482,42.348,"Z",13
63.424,95.183,23,"Class2",42.008,64.462,14.284,42.658,62.254,"V",40
25.889,52.056,17,"Class1",50.706,28.605,36.925,76.493,16.965,"J",11
30.046,54.959,24,"Class1",41.867,35.012,8.071,58.066,25.171,"A",12
62.78,92.622,22,"Class2",45.47,89.161,33.203,52.233,64.671,"F",48
62.354,52.357,22,"Class2",44.285,88.977,29.6,40.137,42.954,"V",15
63.781,54.356,22,"Class2",69.315,103.139,66.346,11.624,44.708,"Z",8
62.729,90.499,11,"Class2",44.251,72.777,28.729,38.809,51.017,"V",24
30.36,46.934,30,"Class1",52.043,17.002,43.672,85.275,19.649,"O",13
38.884,NA,10,"Class1",34.371,31.834,39.488,97.927,21.623,"N",22
35.549,59.144,17,"Class1",101.306,38.884,17.718,70.656,25.882,"N",14
19.938,58.169,15,"Class1",39.116,30.304,14.796,74.48,27.672,"D",10
31.886,55.582,8,"Class1",59.545,29.327,45.362,92.134,16.188,"N",24
63.165,53.749,18,"Class2",29.601,81.952,59.896,25.702,63.378,"Z",40
62.872,89.557,15,"Class2",26.14,69.652,45.984,37.395,61.045,"K",51
62.382,58.865,26,"Class2",37.704,92.276,65.392,38.271,59.345,"K",34
61.86,65.501,22,"Class2",31.854,94.479,63.961,33.503,60.917,"V",31
63.63,98.864,26,"Class2",48.371,56.725,62.239,46.617,54.051,"J",37
62.287,55.779,28,"Class2",32.254,67.781,57.315,41.295,61.849,"J",27
35.965,49.103,29,"Class1",NA,36.298,32.12,78.054,26.514,"J",21
42.858,60.814,20,"Class1",59.466,44.844,24.953,90.184,20.918,"N",20
63.446,87.44,19,"Class2",39.907,60.594,25.199,30.966,63.727,"Z",21
41.235,67.431,21,"Class1",62.517,34.055,38.24,67.633,20.257,"J",18
26.379,44.617,13,"Class1",36.833,23.242,45.734,84.69,33.867,"D",19
30.78,64.013,14,"Class1",53.313,14.531,44.03,72.152,17.206,"J",9
42.065,40.405,12,"Class1",46.645,29.362,40.413,86.286,15.227,"N",9
30.542,56.106,24,"Class1",57.434,42.373,3.813,73.037,32.209,"A",23
35.764,66.421,5,"Class1",49.664,28.375,28.646,82.577,16.247,"O",11
50.824,46.542,9,"Class1",65.906,28.732,23.996,70.591,19.688,"N",11
62.937,69.145,12,"Class2",45.907,64.342,11.788,29.81,42.185,"V",56
63.419,52.54,22,"Class2",34.611,86.139,47.838,28.728,46.258,"V",25
62.397,55.225,15,"Class2",61.403,87.188,37.868,26.897,60.794,"J",7
30.022,48.905,29,"Class1",48.115,28.686,33.439,72.209,28.189,"A",13
61.567,82.294,22,"Class2",36.278,68.553,18.051,20.467,56.998,"Z",44
63.902,77.655,23,"Class2",58.358,53.69,54.944,44.629,58.3,"Z",30
63.556,74.258,21,"Class2",NA,91.522,28.486,38.674,58.323,"Z",54
61.52,55.245,14,"Class2",51.76,63.586,11.865,58.999,62.951,"Z",27
61.818,85.559,15,"Class2",59.258,74.552,59.739,-7.451,45.674,"J",10
49.339,40.607,10,"Class1",60.108,40.833,13.159,95.022,25.086,"A",23
62.992,81.07,21,"Class2",42.659,24.813,66.164,37.976,57.483,"Z",39
22.824,44.008,24,"Class1",41.509,33.977,39.727,90.945,18.607,"N",10
62.397,60.874,16,"Class2",31.032,69.473,38.063,53.368,60.234,"K",34
29.666,64.347,13,"Class1",37.959,19.404,45.757,83.21,28.985,"D",20
36.154,NA,28,"Class1",82.061,27.755,28.068,93.694,30.226,"D",15
63.058,93.714,22,"Class2",57.776,56.955,29.803,38.146,52.548,"V",16
64.574,80.401,15,"Class2",43.69,87.831,14.868,58.568,51.115,"Z",57
63.945,57.596,28,"Class2",25.758,83.072,17.879,42.151,56.639,"V",14
43.443,42.396,31,"Class1",86.468,32.83,41.007,87.455,26.18,"A",14
36.624,39.156,12,"Class1",46.777,25.79,11.85,87.387,21.739,"D",13
39.919,63.87,9,"Class1",72.457,38.9,28.742,97.195,16.052,"N",24
63.56,96.161,12,"Class2",46.878,76.438,57.601,9.237,61.661,"F",19
47.234,47.156,21,"Class1",34.328,9.257,36.729,79.005,20.616,"J",24
62.507,70.472,11,"Class2",49.409,76.686,44.149,24.445,54.025,"Z",51
63.379,94.789,11,"Class2",33.097,18.295,25.013,12.841,43.258,"F",56
40.339,NA,29,"Class1",69.895,29.398,11.905,71.716,27,"N",16
62.309,52.867,23,"Class2",56.806,72.893,48.367,57.472,54.035,"K",53
41.608,41.341,24,"Class1",56.036,49.111,27.118,85.868,24.549,"O",25
24.256,51.177,30,"Class1",NA,33.651,9.564,87.294,33.33,"N",13
38.294,42.792,30,"Class1",39.165,30.992,37.951,95.073,30.105,"D",15
63.535,93.932,19,"Class2",46.338,61.188,56.235,55.021,48.92,"K",29
62.317,51.745,16,"Class2",43.415,64.947,37.598,57.873,42.215,"F",38
62.34,81.97,17,"Class2",48.929,60.769,22.172,37.162,51.986,"J",13
63.137,72.264,28,"Class2",53.215,65.632,45.958,14.835,43.683,"V",51
63.218,76.307,24,"Class2",48.724,67.575,16.553,29.592,45.71,"V",55
63.364,75.823,17,"Class2",55.189,66.429,8.757,20.578,49.45,"Z",50
62.692,63.21,16,"Class2",28.506,54.007,21.541,26.889,59.712,"J",38
62.939,88.093,14,"Class2",48.886,58.771,17.133,44.17,43.344,"F",47
39.046,52.911,31,"Class1",45.248,42.521,29.204,87.011,18.114,"D",14
46.853,65.089,17,"Class1",74.143,26.949,34.739,79.334,24.271,"D",11
36.19,56.102,17,"Class1",67.297,41.257,45.294,75.497,16.397,"N",14
33.239,54.774,6,"Class1",61.321,36.195,8.643,79.699,18.74,"A",10
35.47,42.16,20,"Class1",45.932,50.785,2.966,86.459,29.408,"J",23
62.343,62.241,12,"Class2",35.502,70.563,10.754,40.089,55.93,"Z",33
62.673,88.825,24,"Class2",31.864,105.915,50.26,36.106,42.557,"F",17
39.989,57.972,14,"Class1",55.37,30.235,13.442,104.34,15.103,"A",13
37.626,59.481,21,"Class1",71.27,28.326,41.735,78.126,26.077,"N",19
32.529,39.039,5,"Class1",31.679,40.891,14.295,60.938,31.497,"A",24
33.546,48.258,16,"Class1",61.552,39.353,45.685,69.594,22.467,"J",20
36.998,44.49,21,"Class1",41.91,31.657,23.465,68.6,25.138,"J",11
63.918,94.307,20,"Class2",35.368,85.879,42.729,25.573,56.616,"K",42
32.538,57.692,28,"Class1",67.38,29.056,45.237,82.584,19.041,"O",11
61.996,76.168,16,"Class2",53.442,77.804,12.196,41.856,57.548,"Z",45
62.809,68.938,12,"Class2",59.003,90.284,31.654,11.784,42.911,"F",14
30.069,NA,10,"Class1",57.733,3.494,45.86,73.535,22.09,"O",11
32.264,49.15,20,"Class1",68.8,20.749,36.537,69.129,20.894,"J",18
64.079,54.822,14,"Class2",31.939,62.231,24.183,50.641,45.654,"J",30
37.527,44.006,6,"Class1",61.019,23.737,33.169,75.383,24.032,"D",11
62.3,90.518,15,"Class2",19.72,64.451,5.58,47.329,57.506,"J",17
41.89,43.951,30,"Class1",43.62,25.277,40.957,81.823,25.258,"J",13
20.469,57.889,12,"Class1",39.523,27.295,31.207,109.904,27.106,"A",21
63.552,55.479,17,"Class2",45.128,83.854,50.016,38.376,54.229,"V",48
63.07,71.023,17,"Class2",36.951,77.507,55.108,39.364,53.179,"Z",21
63.448,86.232,23,"Class2",46.67,75.211,6.947,46.137,64.595,"Z",13
40.042,38.918,25,"Class1",73.54,63.7,10.376,73.916,29.616,"A",13
62.045,82.867,26,"Class2",59.061,91.694,38.046,16.012,52.067,"F",31
40.156,59.189,8,"Class1",72.542,34.101,40.175,66.935,15.357,"N",10
24.358,61.459,29,"Class1",47.655,33.782,5.823,69.281,17.217,"N",18
30.004,60.526,16,"Class1",74.774,36.302,6.542,68.529,33.055,"N",10
31.455,60.068,5,"Class1",70.045,13.834,9.395,90.698,26.905,"J",21
62.94,90.671,21,"Class2",30.113,91.074,22.605,33.39,51.611,"J",23
31.193,45.408,11,"Class1",81.237,38.985,41.097,77.35,18.367,"A",13
63.06,83.79,27,"Class2",60.044,102.87,26.697,13.513,51.945,"F",57
40.225,50.647,22,"Class1",95.383,24.577,17.296,84.71,17.57,"D",16
26.313,65.661,29,"Class1",63.215,42.152,22.582,72.218,33.426,"N",24
36.081,41.415,18,"Class1",21.627,29.6,33.29,98.689,19.916,"D",11
62.927,61.467,22,"Class2",37.081,68.469,66.815,13.637,51.505,"J",49
23.288,41.688,8,"Class1",52.817,27.573,24.439,84.757,17.544,"D",15
63.474,80.699,28,"Class2",50.868,78.048,23.589,34.844,47.518,"K",43
62.486,87.536,23,"Class2",51.314,62.639,16.516,15.943,45.134,"K",42
42.561,59.507,20,"Class1",NA,38.617,27.471,80.344,19.818,"J",13
33.435,55.249,10,"Class1",62.338,34.749,26.501,86.529,19.119,"N",20
32.011,57.873,7,"Class1",82.285,30.664,26.065,86.394,22.669,"J",15
29.845,56.003,21,"Class1",51.876,44.721,41.439,84.785,32.965,"A",9
19.282,67.167,11,"Class1",-14.018,22.77,41.763,85.535,34.619,"J",11
36.24,53.556,23,"Class1",40.759,29.675,24.552,69.129,30.629,"J",23
48.188,41.133,7,"Class1",68.688,43.887,42.305,78.124,28.313,"A",13
26.564,56.966,26,"Class1",21.725,48.047,17.928,84.521,21.948,"J",14
63.861,86.047,15,"Class2",37.167,73.491,4.702,55.067,45.916,"F",34
34.871,56.806,16,"Class1",31.006,23.609,10.586,75.622,32.746,"J",17
33.554,52.121,12,"Class1",36.111,29.608,43.811,91.432,16.464,"A",12
35.016,57.081,7,"Class1",45.121,14.977,3.658,72.217,32.837,"D",20
36.382,59.178,14,"Class1",65.215,20.299,19.557,76.344,34.338,"D",18
63.863,51.828,16,"Class2",47.4,93.423,64.947,15.749,47.951,"J",41
61.796,55.389,23,"Class2",43.398,71.953,12.016,33.971,64.101,"F",47
63.517,55.475,13,"Class2",47.636,54.068,9.929,17.465,46.344,"J",13
62.635,87.387,15,"Class2",44.978,52.536,52.898,30.626,46.021,"Z",38
60.455,60.751,26,"Class1",25.423,33.436,45.973,66.004,16.917,"N",16
63.115,99.739,22,"Class2",47.224,86.167,53.442,25.148,44.268,"F",11
40.363,58.64,17,"Class1",52.835,15.475,4.843,79.604,21.381,"N",11
26.261,42.716,8,"Class1",40.144,22.654,22.483,89.444,34.61,"J",24
28.051,40.829,25,"Class1",31.333,23.831,12.917,80.664,22.321,"O",25
40.268,55.06,22,"Class1",22.948,18.587,42.823,70.369,33.917,"J",10
61.857,61.411,15,"Class2",41.184,94.146,35.422,32.817,42.696,"J",12
63.685,81.723,24,"Class2",41.299,88.128,58.588,33.983,49.646,"Z",57
63.658,73.638,24,"Class2",50.44,59.801,19.694,55.275,49.772,"Z",17
42.242,48.715,18,"Class1",54.164,23.074,37.933,86.625,18.909,"D",13
63.258,97.839,25,"Class2",50.467,75.45,18.451,45.679,43.954,"V",16
23.773,65.066,29,"Class1",48.794,23.802,8.362,87.079,27.739,"J",25
63.271,74.945,28,"Class2",59.276,67.561,28.39,40.366,59.013,"J",49
63.099,54.121,20,"Class2",49.171,86.224,13.541,57.871,59.465,"V",39
32.102,56.916,5,"Class1",72.638,40.537,24.938,68.258,23.961,"N",18
13.69,49.168,19,"Class1",41.546,21.467,37.999,70.978,20.199,"D",23
26.841,38.477,23,"Class1",38.532,35.01,5.897,77.981,28.962,"J",9
33.418,63.688,25,"Class1",51.88,45.715,42.205,82.184,21.886,"O",13
19.989,55.835,11,"Class1",NA,37.735,14.833,78.32,18.349,"J",13
16.589,52.461,24,"Class1",65.937,45.11,20.993,65.785,15.091,"A",24
32.406,50.096,14,"Class1",54.795,45.193,21.469,57.236,21.094,"N",10
63.829,77.853,24,"Class2",36.251,67.406,29.341,30.43,46.02,"F",56
50.3,44.71,21,"Class1",70.549,39.046,23.11,79.365,32.59,"D",11
12.344,NA,5,"Class1",79.125,33.519,35.555,80.52,16.582,"A",16
11.348,60.494,18,"Class1",54.793,45.649,31.891,69.384,29.32,"O",22
43.033,37.719,18,"Class1",50.689,18.611,25.185,83.356,31.123,"A",18
37.703,61.264,14,"Class1",39.178,32.685,28.775,81.52,17.835,"D",25
63.412,48.84,18,"Class2",41.807,59.278,71.164,61.331,44.971,"J",36
17.924,43.493,16,"Class1",52.096,35.614,11.318,75.717,31.718,"N",21
44.792,60.802,26,"Class1",82.479,28.384,33.831,82.548,28.773,"A",24
41.359,NA,10,"Class1",71.239,41.124,16.689,88.193,15.407,"O",10
26.252,60.312,8,"Class1",37.584,45.818,19.339,86.357,19,"D",15
63.578,66.14,12,"Class2",37.877,84.084,15.678,37.103,61.998,"F",8
30.775,60.803,27,"Class1",32.163,19.889,30.518,61.934,21.267,"A",13
63.21,97.444,28,"Class2",47.207,109.432,12.427,6.673,43.031,"K",40
29.083,60.32,7,"Class1",18.433,31.628,5.843,83.42,32.662,"D",9
62.842,88.461,26,"Class2",44.027,64.276,41.217,14.463,56.187,"Z",33
36.812,66.668,28,"Class1",63.824,32.129,40.805,72.523,29.386,"N",13
62.543,87.692,16,"Class2",41.989,99.075,47.408,31.526,45.095,"Z",25
63.401,46.478,19,"Class2",NA,83.358,71.246,39.594,49.261,"Z",23
64.113,55.476,12,"Class2",60.878,60.111,7.022,34.744,49.978,"V",12
24.727,50.269,17,"Class1",66.803,23.276,37.263,97.478,23.18,"A",17
41.527,66.834,14,"Class1",66.745,28.281,20.428,72.265,19.611,"J",13
34.544,47.697,22,"Class1",63.609,19.809,16.068,83.085,15.067,"N",17
42.202,46.107,9,"Class1",83.403,42.084,22.177,82.354,21.804,"N",21
45.669,46.065,26,"Class1",84.573,28.583,40.149,86.465,23.747,"N",12
62.457,74.182,23,"Class2",53.666,83.446,55.812,31.67,48.864,"J",52
31.769,61.05,27,"Class1",48.397,35.837,23.689,85.429,31.953,"N",13
50.51,41.528,27,"Class1",32.776,13.555,28.444,66.405,22.298,"A",25
62.683,84.984,27,"Class2",62.248,80.503,52.64,46.261,44.082,"Z",51
62.707,84.427,26,"Class2",22.955,56.08,34.608,60.893,45.45,"J",35
36.77,50.015,16,"Class1",60.492,39.883,21.673,78.36,30.386,"N",22
62.601,82.728,11,"Class2",45.299,69.533,70.783,29.722,43.986,"K",8
41.381,NA,16,"Class1",NA,5.327,10.855,66.7,18.875,"D",25
62.699,91.246,17,"Class2",34.419,80.012,68.7,61.449,57.191,"F",38
31.574,44.139,23,"Class1",59.287,23.756,33.336,75.331,33.723,"N",23
30.253,57.823,12,"Class1",37.314,44.086,10.225,82.37,27.998,"J",11
62.626,49.346,11,"Class2",55.281,68.625,20.783,52.599,64.049,"F",54
27.798,58.723,12,"Class1",52.804,35.09,28.502,69.319,18.619,"N",22
29.869,37.84,19,"Class1",74.671,42.523,26.431,75.788,24.168,"N",14
63.814,61.924,23,"Class2",26.84,79.156,44.664,33.81,56.294,"V",32
34.71,55.006,6,"Class1",56.471,26.235,12.334,67.515,21.13,"J",10
63.08,68.256,19,"Class2",50.782,66.414,33.6,39.204,42.439,"F",41
62.518,95.955,11,"Class2",61.664,64.612,52.29,27.843,42.037,"V",45
27.342,47.114,19,"Class1",71.016,17.767,28.206,81.562,18.661,"O",24
62.967,75.635,13,"Class2",36.722,69.561,71.538,48.378,50.711,"J",39
63.492,60.373,26,"Class2",31.214,70.961,27.139,7.805,54.892,"J",49
62.918,92.261,23,"Class2",NA,73.394,65.041,40.338,43.21,"V",28
63.58,59.353,14,"Class2",48.596,98.917,29.704,23.752,61.574,"Z",55
40.305,47.197,27,"Class1",28.424,36.057,38.077,97.147,23.904,"J",22
25.326,62.795,31,"Class1",66.851,54.718,27.986,71.149,22.627,"J",9
62.854,54.628,19,"Class2",34.616,80.756,13.541,37.377,59.835,"Z",44
62.479,64.927,17,"Class2",37.126,90.202,44.635,43.702,54.958,"Z",16
35.896,66.171,29,"Class1",37.924,49.95,39.853,92.571,27.279,"A",20
28.174,41.126,19,"Class1",NA,23.551,16.705,71.267,32.399,"O",14
62.389,NA,15,"Class2",32.208,57.927,39.88,40.29,52.546,"Z",39
44.033,54.446,29,"Class1",50.89,17.042,22.687,71.624,26.301,"O",17
36.683,59.384,13,"Class1",64.832,28.219,9.217,73.515,25.039,"N",23
62.29,80.433,13,"Class2",25.175,41.823,14.934,55.763,42.13,"K",26
63.072,79.452,23,"Class2",24.34,54.646,18.901,41.488,43.8,"V",54
63.454,48.704,12,"Class2",32.789,75.661,43.7,26.404,56.315,"K",43
20.929,NA,17,"Class1",80.262,36.701,16.739,70.617,27.464,"O",16
46.629,60.351,7,"Class1",48.337,41.697,7.847,93.8,17.191,"D",24
63.518,56.935,27,"Class2",37.39,132.166,21.45,51.527,45.22,"V",32
31.056,50.882,22,"Class1",30.854,47.221,41.324,95.163,16.6,"D",9
49.588,42.438,14,"Class1",41.955,39.533,15.78,78.365,16.305,"J",14
63.925,67.187,17,"Class2",51.397,85.776,39.853,34.827,62.475,"J",15
37.718,50.185,17,"Class1",65.231,36.891,15.246,72.498,15.997,"N",11
61.721,92.358,19,"Class2",45.545,73.786,30.755,22.015,50.185,"K",25
64.053,50.155,20,"Class2",49.014,84.228,43.312,35.019,54.099,"Z",35
62.388,57.755,25,"Class2",58.436,86.852,62.659,33.378,61.113,"Z",26
33.424,53.9,28,"Class1",70.744,37.285,6.707,67.41,20.988,"N",14
36.072,57.229,14,"Class1",75.278,36.463,2.063,86.72,33.93,"A",25
23.02,37.475,24,"Class1",91.885,14.019,23.407,87.166,26.85,"A",18
63.673,55.31,22,"Class2",44.7,111.124,19.093,19.058,51.205,"K",27
