"AMD1","ZGR2","YOI3","COQ4","BYR5","YRE6","XYF7","Output11","FHN8","JOB9","GUC10","MRT11","AGX12"
39.791,35.027,77.431,"R",47.024,69.308,48.909,"Class4",60,65.872,37.702,"W",31
30.443,36.961,77.62,"R",58.968,68.004,54.189,"Class4",74,46.612,39.395,"O",40
36.718,47.236,77.488,"R",49.015,91.714,81.474,"Class4",40,63.687,34.666,"N",37
38.85,47.22,77.533,"D",57.643,61.415,19.815,"Class4",59,52.759,34.69,"Q",42
49.782,41.209,55.4,"A",21.39,64.358,33.651,"Class3",46,58.734,51.676,"Z",9
25.476,41.866,77.653,"B",54.749,67.78,44.813,"Class4",57,66.35,38.116,"Q",27
69.076,59.005,48.531,"A",25.636,73.297,9.251,"Class3",54,88.506,56.924,"D",4
31.784,35.984,77.601,"D",52.11,78.07,59.309,"Class4",68,45.203,32.275,"U",26
35.665,42.96,77.805,"U",44.552,60.69,43.371,"Class4",74,72.846,22.548,"W",29
31.649,6.114,54.279,"K",67.818,30.808,49.3,"Class1",50,20.602,3.859,"K",69
40.5,45.963,77.026,"R",44.463,73.591,100.882,"Class4",71,66.644,45.809,"U",39
62.882,33.514,24.051,"Q",29.324,19.615,12.908,"Class2",60,34.104,49.72,"F",58
78.574,40.753,48.166,"B",17.582,47.151,-2.059,"Class3",43,71.744,48.603,"N",8
92.327,30.762,26.051,"U",34.828,9.841,-1.47,"Class2",83,8.159,46.355,"F",82
48.353,70.076,53.2,"A",20.841,51.282,23.834,"Class3",50,80.119,53.052,NA,7
78.164,47.712,53.258,"L",15.833,41.296,-0.712,"Class3",59,90.243,65,"G",5
15.692,41.992,28.989,"Q",40.918,51.385,14.173,"Class2",71,24.067,60.126,"F",94
71.54,78.782,46.5,"Z",64.795,10.335,73.616,"Class5",31,76.394,20.533,"F",46
71.108,47.331,46.854,"L",22.293,63.939,21.102,"Class3",50,52.19,45.845,"X",6
80.983,77.353,57.145,"V",75.98,11.02,66.688,"Class5",17,49.408,29.246,"S",47
66.031,57.746,44.005,"U",14.118,47.394,8.989,"Class3",48,92.544,41.891,"G",7
79.458,75.929,48.309,"L",19.896,72.045,11.18,"Class3",43,82.339,63.649,"Z",3
-11.136,44.271,25.314,"R",18.637,8.988,2.468,"Class2",76,43.607,30.749,NA,29
50.821,51.273,51.219,"A",20.654,65.418,30.896,"Class3",55,45.284,39.957,"G",4
40.935,46.782,77.649,"B",56.463,77.403,37.688,"Class4",46,50.357,29.06,"Q",28
28.421,35.915,77.28,"R",43.944,63.61,67.533,"Class4",55,41.264,39.489,NA,34
63.185,43.171,51.217,"L",20.7,61.096,-3.527,"Class3",43,44.293,50.839,"Z",4
34.605,47.425,77.164,"R",48.628,71.213,31.413,"Class4",72,66.814,31.612,"O",35
61.325,68.166,48.63,"A",22.833,63.421,23.467,"Class3",56,84.57,33.061,"G",2
33.511,10.548,60.775,"K",48.286,15.241,51.252,"Class1",37,50.184,1.774,"N",78
35.005,45.604,57.955,"Y",72.229,16.909,57.531,"Class1",44,39.258,2.398,"L",61
71.792,38.247,44.613,"P",18.366,57.438,16.235,"Class3",59,64.16,53.053,NA,7
39.677,30.858,27.216,"H",34.186,71.688,15.042,"Class2",78,50.679,58.613,"F",18
30.311,11.853,55.245,"W",39.096,52.891,56.15,"Class1",58,50.434,2.1,"N",61
40.065,NA,29.876,"F",21.263,30.684,1.194,"Class2",68,43.128,69.05,"X",19
65.97,77.843,48.47,"N",51.259,11.892,72.06,"Class5",21,50.177,14.206,"Y",39
32.807,49.672,77.736,"D",47.332,92.457,-4.745,"Class4",40,49.731,33.916,"W",27
34.998,50.463,77.287,"C",42.305,64.039,4.79,"Class4",69,64.255,27.088,"Q",28
81.684,77.554,54.649,"Z",60.774,11.219,84.516,"Class5",34,65.694,19.748,"M",49
74.623,78.378,51.028,"Z",51.365,15.898,78.393,"Class5",44,87.946,42.606,"Y",36
35.383,32.01,57.198,"N",88.991,24.425,55.468,"Class1",49,32.198,2.423,"U",65
38.639,35.391,24.723,"U",35.653,62.402,6.751,"Class2",70,44.178,65.076,"X",33
74.872,40.369,46.423,"A",19.587,56.415,34.073,"Class3",59,90.741,73.922,"N",1
