"LKQ1","Output19","WVR2","KLZ3","VEO4","EWA5","AWO6","HJY7","WUI8","LGQ9","UIV10"
79,"Class3",70.265,17.736,78.353,69.415,43.029,"R",81.911,31.534,15
74,"Class3",48.844,15.511,85.875,72.624,47.29,"T",92.592,29.177,45
54,"Class1",12.676,74.52,75.545,48.018,29.199,"X",31.891,38.333,56
69,"Class1",50.518,79.164,74.035,43.96,24.615,"C",64.429,29.191,58
61,"Class2",86.914,15.289,49.426,65.148,3.447,"K",17.365,63.756,59
75,"Class3",70.516,16.833,82.278,68.673,36.826,"U",85.928,38.343,32
74,"Class3",67.282,16.041,83.279,65.488,41.697,"U",91.672,44.004,31
79,"Class3",47.977,16.969,68.884,63.729,34.212,"R",80.971,29.264,37
57,"Class1",58.445,75.616,75.132,53.011,29.61,"Q",72.706,37.302,58
78,"Class3",34.604,17.769,80.748,72.647,41.443,"E",88.693,23.907,28
80,"Class3",51.936,16.318,89.569,67.866,43.018,"R",85.589,41.819,26
53,"Class2",88.726,19.704,52.15,66.752,20.012,"R",25.632,68.084,63
67,"Class2",87.856,38.767,29.507,66.252,24.372,"P",26.686,61.646,62
76,"Class3",53.856,17.393,68.13,61.415,47.226,"T",86.907,31.325,23
49,"Class1",38.723,80.97,74.574,22.719,22.369,"C",21.978,49.569,59
69,"Class1",32.647,74.972,75.021,32.306,27.484,"C",27.307,71.892,55
80,"Class3",69.027,NA,91.453,64.282,46.92,"U",82.119,31.215,43
64,"Class2",88.334,38.094,75.096,66.757,3.526,"P",21.049,57.784,59
76,"Class3",83.078,17.47,80.522,64.412,34.517,"U",86.485,32.946,37
65,"Class1",46.631,75.165,74.845,28.171,27.412,"B",75.724,68.819,59
44,"Class2",86.076,4.336,83.882,67.018,24.289,"N",19.469,72.452,64
52,"Class1",20.314,80.39,75.104,42.522,27.502,NA,49.383,25.428,63
76,"Class3",40.804,17.444,79.283,70.079,43.411,"A",92.605,40.666,46
64,"Class1",72.418,78.007,74.359,18.292,30.232,"X",58.906,23.639,56
37,"Class2",86.65,36.719,75.286,65.287,-2.434,"K",27.314,74.709,61
70,"Class2",88.65,17.237,70.77,67.39,23.182,"F",15.8,80.486,61
54,"Class2",88.281,26.8,32.837,66.219,3.091,"N",7.175,85.446,62
64,"Class1",43.807,78.638,76.198,31.216,28.894,"X",57.057,1.578,60
77,"Class3",35,15.233,84.918,68.781,30.396,"E",85.125,28.997,42
74,"Class1",22.243,73.466,74.75,34.305,33.387,"X",60.938,25.195,61
76,"Class3",63.407,16.307,89.541,64.859,47.654,"A",83.448,34.814,51
29,"Class2",87.797,10.068,94.156,66.792,16.811,"N",24.445,69.781,60
75,"Class3",38.161,16.644,88.186,64.626,45.962,"E",90.449,45.562,21
37,"Class2",90.111,9.238,26.889,66.057,21.93,"F",27.91,80.319,58
51,"Class1",40.596,76.317,76.745,51.459,30.61,"X",111.552,50.948,56
68,"Class2",87.738,36.251,93.462,67.728,11.88,"K",32.42,69.58,61
67,"Class1",28.971,74.235,74.049,26.004,30.35,"Q",52.212,54.821,59
79,"Class3",32.624,15.165,75.698,62.652,46.025,"U",91.236,30.968,17
50,"Class1",41.266,74.617,74.416,47.915,32.903,"B",-6.628,57.526,58
43,"Class2",87.17,32.111,90.214,67.275,12.307,"F",29.143,85.599,59
65,"Class1",16.994,78.143,74.795,41.57,32.018,"C",49.138,53.57,60
48,"Class1",53.13,80.971,74.7,41.279,26.343,"X",61.3,41.534,60
36,"Class2",89.358,36.489,47.64,65.826,16.166,"P",13.729,56.252,62
41,"Class2",89.775,5.509,64.955,65.024,14.41,"F",19.005,68.325,60
37,"Class2",86.336,15.502,99.889,67.361,16.263,NA,19.322,61.384,62
75,"Class3",24.954,15.285,91.361,66.408,50.569,"R",85.915,22.275,40
79,"Class3",64.408,15.647,92.733,69.48,48.815,"E",92.241,22.298,29
78,"Class3",32.316,16.287,68.258,71.822,40.641,"A",89.905,34.24,46
68,"Class1",35.135,77.22,74.908,25.749,28.661,"B",81.195,41.517,59
80,"Class3",23.025,17.263,80.295,71.098,51.53,"A",87.845,29.389,23
65,"Class1",27.233,80.338,75.563,44.526,33.47,"Q",26.413,4.581,60
75,"Class3",45.465,15.053,80.716,69.96,42.679,"E",80.506,30.142,27
63,"Class1",43.234,76.665,74.555,55.363,25.721,"X",18.866,58.343,56
67,"Class1",24.059,80.44,76.272,45.376,23.997,"B",37.642,67.565,59
73,"Class3",85.369,16.181,91.01,61.295,35.257,"A",86.487,35.23,20
46,"Class2",90.807,20.421,92.709,67.594,20.525,"N",17.829,85.753,64
59,"Class1",26.742,77.606,76.084,9.624,29.554,"W",70.067,10.649,62
74,"Class1",51.012,76.505,74.435,32.197,26.81,"X",20.308,29.268,63
78,"Class3",59.392,15.729,90.095,63.052,46.754,"R",91.025,30.269,15
49,"Class1",52.523,80.088,75.052,21.129,30.253,"B",63.605,17.639,56
71,"Class1",55.347,79.011,74.075,25.21,26.654,"X",45.732,82.512,60
58,"Class1",65.757,73.746,74.482,12.776,28.917,NA,35.878,39.108,64
76,"Class3",56.698,16.022,83.137,66.23,43.946,"T",89.202,34.007,22
67,"Class2",87.046,17.594,46.474,65.931,9.224,"F",29.816,66.63,62
65,"Class2",89.936,18.119,68.929,65.036,6.524,"F",19.153,72.893,64
75,"Class3",40.522,15.689,79.587,68.502,33.984,"U",95.835,27.12,49
27,"Class2",88.151,7.862,58.668,66.226,32.864,"R",27.798,48.088,60
70,"Class2",88.916,8.517,80.391,64.65,0.418,"P",34.317,49.391,63
51,"Class1",70.539,73.787,76.318,22.815,29.944,"Q",53.112,70.446,64
74,"Class1",52.09,75.154,75.841,45.995,28.351,NA,96.406,17.145,61
66,"Class1",60.432,73.859,74.571,47.153,36.544,"W",51.889,53.436,57
78,"Class3",39.574,15.262,70.055,68.822,38.834,"E",80.601,20.761,14
42,"Class2",88.788,35.997,98.213,65.22,22.781,"K",25.365,69.338,59
37,"Class2",89.066,19.514,26.766,66.113,16.799,"R",11.994,73.987,60
80,"Class3",45.366,15.766,92.26,75.254,49.63,"T",94.813,29.079,15
76,"Class3",38.659,17.11,90.316,75.66,47.702,"A",90.862,34.226,37
50,"Class1",58.28,77.028,74.533,59.303,25.482,"X",82.294,44.459,55
29,"Class2",87.794,39.118,50.305,66.05,27.528,"N",19.237,64.123,60
56,"Class2",90.15,27.057,62.092,66.226,16.428,"F",14.661,66.542,61
74,"Class1",54.265,73.867,74.8,38.031,31.285,"X",43.211,-18.873,56
77,"Class3",66.946,16.119,88.78,71.095,49.055,"E",87.747,15.07,50
73,"Class3",47.869,16.871,82.875,67.823,43.987,"A",90.575,41.558,27
57,"Class1",34.564,79.186,74.622,49.622,29.074,"W",30.48,40.666,62
79,"Class3",66.474,17.161,71.158,66.817,42.649,NA,80.91,37.222,51
48,"Class1",42.637,79.631,76.805,27.382,30.239,"C",-18.303,76.929,59
53,"Class2",87.072,18.252,36.591,68.871,21.029,"F",32.44,70.265,64
52,"Class1",31.197,74.005,74.089,6.923,26.966,"W",32.268,54.61,62
74,"Class3",32.88,17.819,69.423,68.706,42.553,"U",82.168,31.396,16
64,"Class1",40.368,80.306,76.067,39.38,19.901,"X",50.07,66.715,63
70,"Class1",48.503,75.82,76.033,35.934,32.658,"B",24.456,33.269,62
65,"Class1",56.844,73.652,74.69,14.763,31.946,"B",45.05,31.063,61
34,"Class2",90.076,35.374,42.794,66.722,26.844,"R",18.106,84.288,61
80,"Class3",43.27,16.05,71.279,61.13,48.054,"E",97.232,36.838,51
74,"Class3",43.336,17.037,93.352,59.25,36.098,"R",90.644,34.853,51
76,"Class3",31.711,16.362,76.25,71.578,42.096,"R",86.242,18.601,45
74,"Class3",79.025,17.685,88.81,63.787,41.823,"T",92.126,32.084,38
77,"Class3",23.937,17.209,73.25,66.231,48.711,"E",92.564,41.301,16
68,"Class2",90.769,16.327,79.547,67.041,23.387,"K",35.682,82.02,62
76,"Class3",72.482,17.792,79.273,74.185,48.722,"A",82.491,33.381,25
74,"Class3",38.504,15.517,74.222,68.392,41.78,"A",90.742,25.691,15
69,"Class1",14.77,80.706,75.592,35.845,28.315,"W",35.215,70.342,61
78,"Class3",66.389,17.357,70.905,70.563,62.286,"U",87.7,28.053,40
61,"Class1",29.066,73.236,75.172,30.204,25.954,"X",54.854,8.611,61
61,"Class1",43.657,74.488,75.177,49.605,32.495,"W",80.911,56.653,56
73,"Class3",23.169,15.258,82.863,70.843,52.162,"A",94.429,35.679,21
71,"Class1",48.407,NA,76.845,24.662,36.948,"W",42.73,51.996,60
79,"Class3",28.346,15.912,93.816,68.961,51.848,"T",88.482,28.748,41
61,"Class1",48.108,80.302,76.196,40.293,28.889,"C",77.244,55.705,55
63,"Class2",89.62,21.081,28.248,64.368,8.489,"F",12.436,69.202,63
77,"Class3",39.097,15.652,67.58,69.87,38.194,"U",86.235,27.424,33
73,"Class3",76.15,15.681,70.025,66.455,54.961,"U",87.582,37.199,28
27,"Class2",90.648,34.981,68.165,65.951,5.529,"N",37.202,76.615,63
26,"Class2",90.625,38.64,62.668,66.402,28.127,"K",25.189,68.19,63
49,"Class1",35.421,75.459,76.539,-13.249,15.026,"Q",27.808,37.422,56
74,"Class1",30.417,79.195,74.147,23.668,31.013,"X",40.441,32.288,59
78,"Class3",65.15,15.181,73.379,62.961,44.501,"E",91.914,29.546,46
56,"Class2",90.075,NA,28.934,67.47,13.106,"F",35.584,60.299,60
66,"Class1",34.431,75.515,75.227,23.192,35.169,"Q",47.165,25.639,64
59,"Class1",29.808,73.728,76.737,34.151,24.789,"W",81.371,9.518,60
48,"Class1",32.832,75.86,74.335,31.283,35.003,"X",-5.965,58.311,64
61,"Class2",89.293,18.709,58.09,64.868,14.914,"K",20.301,75.148,62
74,"Class3",75.658,NA,92.428,69.913,37.809,"E",95.42,30.112,44
29,"Class2",88.486,26.376,90.174,67.713,-0.031,"P",22.319,67.711,64
59,"Class1",23.468,79.195,74.433,40.027,25.582,"W",24.734,65.672,57
49,"Class2",90.789,6.315,56.793,66.642,11.37,"F",22.181,79.99,64
80,"Class3",24.879,16.062,82.254,67.079,35.945,"T",87.764,35.619,39
64,"Class2",89.726,28.654,60.953,68.252,13.532,"K",18.122,59.21,61
78,"Class3",72.393,17.803,72.664,67.761,37.372,NA,90.445,37.863,48
74,"Class3",37.547,17.934,79.566,70.728,36.263,"E",83.033,29.751,15
74,"Class1",57.017,76.141,74.732,26.403,32.533,"C",38,50.743,61
67,"Class2",88.63,16.982,66.598,65.562,19.244,"K",33.939,71.072,62
54,"Class1",53.553,74.26,76.123,34.31,32.649,"X",11.715,34.912,62
49,"Class1",69.607,74.202,75.491,22,26.512,"Q",51.992,56.182,62
67,"Class2",88.352,14.154,58.767,66.102,18.738,"P",16.117,76.502,61
75,"Class3",76.467,17.75,71.384,65.78,27.725,"U",89.554,39.124,45
52,"Class2",88.385,18.566,95.25,67.126,6.314,"N",17.766,61.379,58
60,"Class1",69.163,79.05,76.891,18.459,29.96,"B",38.742,7.09,57
45,"Class2",86.569,22.654,91.755,67.212,30.502,"F",14.938,68.603,60
53,"Class2",89.76,NA,76.85,65.811,24.421,"N",24.022,74.153,62
33,"Class2",89.204,17.316,60.073,66.554,8.613,"P",18.201,76.008,63
72,"Class1",38.032,76.468,75.579,56.305,31.67,"B",34.981,83.679,60
78,"Class3",80.988,15.808,86.834,68.558,52.074,"R",95.722,32.46,34
75,"Class3",28.719,17.353,93.572,70.966,46.693,"A",83.626,31.454,46
77,"Class3",48.768,17.045,85.451,57.348,33.88,"E",82.992,26.192,19
57,"Class2",87.976,36.559,40.162,64.77,15.337,"R",16.814,60.875,59
47,"Class2",89.512,26.005,64.685,66.841,11.701,"P",20.865,69.252,58
69,"Class1",37.222,77.874,76.575,5.358,33.685,"W",26.779,28.014,59
76,"Class3",76.952,16.604,83.537,66.536,56.094,"T",85.324,26.982,37
76,"Class3",56.04,16.315,92.003,66.473,49.536,"T",87.882,41.899,47
78,"Class3",40.852,15.028,66.807,77.843,56.827,"R",80.972,30.273,40
58,"Class2",88.72,7.205,34.396,67.134,21.729,"K",21.217,82.95,61
56,"Class1",27.973,77.431,76.197,24.579,24.202,"X",32.97,56.362,57
57,"Class2",88.644,30.006,55.56,66.037,16.375,"K",8.567,71.823,61
70,"Class1",30.794,80.147,74.264,31.707,32.453,"X",59.923,52.235,63
62,"Class2",90.919,15.598,74.434,68.656,15.211,"F",15.638,68.808,60
39,"Class2",87.759,38.482,96.958,66.687,6.271,"P",15.569,76.744,59
76,"Class3",79.635,NA,91.059,63.293,28.957,"R",84.632,32.948,32
59,"Class1",38.555,75.375,74.132,45.961,18.472,"W",58.534,26.048,58
43,"Class2",88.761,36.166,86.12,66.617,14.961,"K",22.945,68.12,64
80,"Class3",26.493,15.197,66.617,74.095,39.72,"U",86.725,34.608,22
60,"Class1",23.494,75.3,75.664,40.21,32.978,"B",-10.599,33.383,63
66,"Class1",53.943,73.701,76.385,14.808,28.937,"W",47.153,-0.452,62
56,"Class1",42.486,79.659,74.77,54.262,38.987,"X",58.154,18.926,55
68,"Class1",14.137,79.661,76.335,26.851,23.964,NA,73.5,53.701,60
72,"Class1",42.721,79.906,76.55,31.838,27.787,"Q",66.209,69.802,64
76,"Class3",45.603,16.919,92.107,64.827,39.947,"R",90.404,33.042,42
63,"Class2",88.438,14.415,27.997,65.292,20.195,"K",38.023,69.333,59
64,"Class1",61.148,73.292,74.715,33.812,27.227,"W",42.657,69.064,55
75,"Class3",83.476,17.191,75.188,71.099,35.763,"U",86.487,28.552,41
80,"Class3",64.952,17.621,69.117,66.71,35.403,"E",84.558,31.779,16
78,"Class3",54.142,15.572,68.935,65.789,41.412,"U",79.199,35.879,16
34,"Class2",88.427,25.61,26.575,65.697,8.704,"K",26.666,79.401,59
43,"Class2",90.052,4.789,30.215,65.488,10.444,"N",28.935,58.479,59
46,"Class1",34.483,75.288,74.03,46.079,35.791,"X",55.658,43.571,55
48,"Class1",45.749,73.356,75.16,31.094,21.776,NA,0.995,45.577,60
75,"Class3",28.937,15.333,77.028,67.941,61.631,"A",87.234,48.069,36
73,"Class3",21.523,17.967,81.966,65.078,52.353,"R",91.204,30.074,18
62,"Class2",88.125,26.524,55.953,67.955,7.772,"P",29.425,69.519,60
70,"Class2",89.985,16.248,97.466,66.633,23.649,"K",25.665,65.387,62
67,"Class1",63.821,73.885,76.663,27.966,37.983,"X",54.33,70.925,61
27,"Class2",86.075,37.735,76.322,67.071,5.851,"N",20.627,57.149,60
51,"Class2",86.156,25.393,61.055,66.129,15.188,"P",22.884,71.928,61
53,"Class1",57.922,75.6,76.438,71.122,28.633,"C",53.214,72.875,57
78,"Class3",50.298,16.479,75.539,63.619,36.571,"A",78.799,37.274,29
52,"Class1",57.389,75.719,75.277,18.395,34.324,NA,27.259,32.557,63
73,"Class1",32.787,79.967,74.442,32.185,45.609,"Q",13.018,1.447,61
77,"Class3",62.672,15.174,87.559,64.263,49.299,"A",91.229,29.633,50
64,"Class1",52.408,74.343,75.644,55.698,36.281,NA,26.196,54.786,59
76,"Class3",49.73,17.762,84.191,72.678,39.247,"R",78.648,37.84,33
78,"Class3",75.168,15.737,70.886,69.76,35.007,"U",88.162,34.723,33
63,"Class1",19.753,74.963,75.482,29.396,37.178,"B",-4.116,19.331,61
69,"Class1",13.023,77.169,76.989,66.186,31.702,"B",48.264,69.753,63
57,"Class1",30.711,74.953,75.305,14.634,39.226,"Q",62.559,47.779,61
28,"Class2",88.203,13.776,34.317,67.912,7.405,"R",36.475,88.162,59
42,"Class2",90.885,11.722,51.208,66.875,10.819,"K",40.287,70.706,60
46,"Class2",90.214,38.632,44.923,65.775,4.894,NA,25.417,66.06,58
47,"Class1",16,NA,76.525,40.523,29.309,"X",4.461,37.145,57
53,"Class2",87.107,16.616,77.148,67.593,34.623,"R",22.156,59.412,59
57,"Class1",66.485,NA,76.046,67.143,22.817,"X",37.713,10.957,56
74,"Class3",43.44,15.245,88.618,63.702,39.047,"A",86.375,29.457,16
67,"Class1",30.12,76.439,76.105,51.649,25.99,"C",53.858,57.837,63
50,"Class1",27.493,75.417,74.055,50.516,31.529,"X",67.368,48.026,60
66,"Class2",90.852,7.796,27.044,66.797,19.866,"R",27.605,63.143,61
66,"Class1",65.443,78.039,76.79,43.864,34.638,"X",35.872,59.318,63
71,"Class1",34.996,74.262,75.882,25.01,30.852,"Q",90.395,25.698,64
75,"Class3",63.508,16.041,72.79,71.942,47.801,"T",91.94,33.908,13
75,"Class3",53.94,15.558,68.056,67.723,42.34,"E",93.017,30.335,39
70,"Class1",39.999,77.507,74.203,31.502,28.661,"X",55.313,19.285,60
51,"Class2",90.932,15.552,48.192,66.784,22.614,"N",17.846,70.336,58
29,"Class2",90.103,10.314,58.24,65.729,12.829,NA,29,80.286,64
49,"Class1",63.724,NA,74.126,37.973,24.392,"X",91.975,62.157,56
29,"Class2",88.47,33.89,61.794,66.069,19.08,"R",24.583,74.362,59
60,"Class2",87.087,38.668,34.659,67.187,8.387,"P",19.862,74.14,58
39,"Class2",86.33,38.397,75.378,67.819,10.719,"K",25.851,81.416,58
76,"Class3",28.184,17.584,84.93,73.21,42.354,"T",83.991,41.135,39
46,"Class2",87.616,37.813,77.889,66.086,22.579,"N",14.018,76.33,59
67,"Class1",14.911,75.398,76.042,21.031,24.856,"B",40.272,12.094,60
55,"Class1",44.461,74.425,74.745,23.564,29.218,"W",101.621,19.582,59
56,"Class2",89.15,17.481,60.372,65.789,23.94,"N",23.839,62.176,64
80,"Class3",36.125,17.39,80.452,70.101,36.556,"T",89.333,25.981,48
74,"Class3",26.819,17.919,72.597,65.614,53.751,"T",82.178,32.453,22
60,"Class1",39.947,NA,74.643,36.416,27.18,NA,62.74,77.495,64
79,"Class3",74.15,16.724,85.662,72.873,46.776,"E",82.514,30.845,40
66,"Class2",89.916,34.371,89.893,67.224,16.887,"N",35.834,87.449,63
78,"Class3",70.068,16.685,80.245,61.081,37.447,"A",91.174,34.873,28
80,"Class3",47.074,17.856,76.517,68.213,44.395,"T",85.235,21.342,20
66,"Class1",51.034,73.07,74.29,33.534,28.671,"B",47.221,54.215,57
53,"Class1",26.746,80.318,75.126,28.214,26.789,"W",72.681,64.065,61
38,"Class2",87.998,8.621,91.155,66.395,10.516,"F",24.062,85.54,60
55,"Class2",89.747,4.895,47.268,66.889,33.773,"F",10.184,69.873,62
52,"Class1",20.252,74.021,75.467,13.096,26.031,"Q",62.646,34.961,61
76,"Class3",48.107,15.921,79.747,69.194,25.748,"T",84.275,34.799,22
60,"Class1",36.555,76.453,75.818,39.243,22.463,"X",35.772,66.735,58
52,"Class1",58.353,76.512,75.083,30.757,32.388,"W",60.17,63.379,64
27,"Class2",86.609,6.718,47.294,64.084,30.514,"R",7.582,69.389,60
57,"Class1",24.046,76.445,75.533,13.432,26.893,"B",95.482,39.238,63
54,"Class2",88.103,14.433,71.54,66.567,14.63,"K",37.118,74.384,58
62,"Class1",32.727,79.111,74.77,33.172,28.21,"Q",30.378,75.787,62
69,"Class2",89.549,9.006,50.426,66.118,24.822,"P",30.285,63.444,59
61,"Class1",15.302,75.941,76.021,13.923,20.673,"X",-8.608,36.634,59
65,"Class2",89.447,37.059,96.546,65.515,33.785,"F",20.816,75.666,58
49,"Class2",89.139,24.122,30.89,65.794,15.516,"K",27.064,74.103,59
49,"Class1",15.478,77.814,75.461,52.274,25.673,"Q",26.9,33.61,62
56,"Class2",88.359,7.32,30.907,65.635,26.945,"N",17.033,72.909,59
56,"Class1",29.909,73.571,74.414,25.661,23.056,"B",40.806,56.424,59
50,"Class2",90.622,10.202,93.292,65.983,15.45,"R",35.491,71.737,59
79,"Class3",34.335,16.982,88.876,73.04,38.169,"E",90.304,38.178,31
51,"Class2",89.12,10.467,55.947,67.675,19.06,"N",29.496,59.974,64
77,"Class3",22.397,16.852,93.444,69.084,32.976,"U",98.817,15.276,42
76,"Class3",30.716,15.46,84.652,60.913,33.22,NA,83.005,24.603,45
59,"Class2",88.111,11.537,42.753,67.719,18.121,"F",10.788,70.983,62
54,"Class1",52.316,78.153,74.784,26.79,35.309,"Q",20.981,-29.99,57
59,"Class2",87.875,26.99,29.515,67.277,23.599,"R",26.563,72.425,62
53,"Class1",26.927,79.938,75.005,15.245,21.894,"C",35.417,63.114,60
70,"Class1",72.607,73.473,76.931,32.992,32.617,"Q",-23.201,-2.329,64
45,"Class2",87.181,11.725,62.816,66.529,34.351,"P",26.122,65.886,59
28,"Class2",90.534,4.992,80.42,65.652,10.018,"N",29.885,67.805,58
80,"Class3",30.196,17.934,69.145,63.285,48.16,NA,82.014,38.033,48
62,"Class2",90.573,21.956,28.408,66.533,13.384,"P",18.444,64.776,62
75,"Class3",77.774,17.686,80.353,73.007,42.233,"T",89.049,21.769,29
74,"Class1",27.851,73.765,74.498,33.692,33.921,"B",47.446,12.039,57
77,"Class3",64.993,15.35,67.946,70.067,49.277,"T",91.488,22.876,43
73,"Class3",64.837,17.789,66.312,67.298,26.269,"T",89.394,33.875,26
64,"Class2",87.801,19.223,75.116,65.855,15.898,"N",27.986,72.128,61
35,"Class2",87.607,23.844,86.685,66.342,20.558,"R",16.601,59.87,63
78,"Class3",69.528,16.37,74.814,63.822,55.122,"R",81.948,29.923,41
53,"Class2",89.607,35.342,69.164,65.556,9.118,"P",38.39,59.997,62
60,"Class1",49.121,77.682,75.525,39.414,30.121,"X",29.09,69.347,58
76,"Class3",76.689,16.588,82.986,62.12,44.778,"A",96.723,22.594,47
38,"Class2",90.261,18.766,70.776,66.476,1.535,"F",15.45,92.436,60
78,"Class3",58.847,17.701,76.032,61.874,43.899,"R",92.125,21.502,13
60,"Class1",56.285,77.458,76.727,24.799,28.933,"B",27.661,10.298,63
36,"Class2",89.332,NA,39.236,65.173,22.95,NA,23.263,62.318,62
73,"Class3",72.953,17.299,89.447,64.331,64.41,"R",84.248,28.456,46
77,"Class3",65.615,17.789,91.314,65.681,39.991,"R",85.173,39.79,14
52,"Class1",21.63,80.541,75.146,5.042,22.331,"W",19.538,14.922,60
57,"Class2",90.731,27.303,92.67,64.993,27.821,"N",20.855,59.487,59
80,"Class3",75.368,15.108,79.433,69.032,45.313,"R",90.23,20.826,21
77,"Class3",54.008,15.938,75.651,72.847,39.586,"E",91.046,33.531,32
76,"Class3",32.602,15.348,75.929,67.494,39.083,"T",84.598,26.519,36
57,"Class1",61.578,79.588,76.045,32.809,28.258,"C",81.445,34.431,60
79,"Class3",74.81,16.473,81.226,64.069,23.96,"A",89.142,37.771,39
42,"Class2",89.104,29.155,41.514,65.34,9.767,"N",39.205,97.389,62
78,"Class3",50.648,17.899,76.258,70.456,38.89,"A",92.359,36.545,30
55,"Class1",26.744,73.095,74.521,52.81,33.22,"W",33.956,7.495,56
56,"Class1",55.37,73.505,74.673,28.174,37.628,"W",72.368,56.723,61
78,"Class3",56.996,16.044,76.511,71.341,35.08,"U",87.434,27.904,46
78,"Class3",31.866,16.664,84.878,61.198,43.115,"E",90.383,24.082,22
54,"Class1",12.558,79.802,74.657,27.647,29.669,"W",52.498,4.553,63
28,"Class2",88.317,22.049,65.977,65.519,11.914,"N",22.811,71.136,64
33,"Class2",87.706,22.235,59.848,66.382,20.967,"P",18.087,72.3,64
57,"Class1",55.726,74.74,76.392,44.21,28.535,"X",85.816,73.152,55
51,"Class2",90.017,18.477,35.863,64.071,12.131,"R",26.643,79.805,61
67,"Class2",87.368,15.984,65.987,66.731,18.772,"R",38.909,74.773,63
50,"Class1",35.476,80.964,76.385,43.449,32.513,"C",25.279,53.839,63
48,"Class1",45.696,NA,76.238,47.187,28.746,NA,119.845,24.547,55
54,"Class1",38.37,77.156,75.733,34.837,30.636,"Q",102.206,72.503,62
73,"Class3",78.444,15.066,66.811,70.433,42.952,"A",87.931,38.061,23
64,"Class2",87.139,NA,60.1,67.07,16.479,"P",18.192,71.158,59
67,"Class1",45.059,79.112,76.319,37.128,20.871,"X",84.187,50.421,57
79,"Class3",26.683,15.742,78.492,72.699,42.918,"A",93.953,36.036,19
32,"Class2",87.155,17.737,34.696,69.264,7.007,"N",23.993,78.331,59
30,"Class2",89.875,21.727,79.296,66.945,32.831,"F",21.226,69.614,59
77,"Class3",40.58,16.571,77.82,70.032,38.47,"A",82.34,34.431,46
56,"Class2",87.006,32.922,92.795,65.869,10.822,"R",31.977,80.855,60
76,"Class3",72.676,16.793,89.71,74.077,33.567,NA,84.482,24.665,41
73,"Class3",80.303,17.054,83.738,72.839,39.395,NA,91.694,31.277,36
49,"Class1",36.91,76.491,75.023,37.586,33.904,"W",41.81,37.797,61
78,"Class3",41.314,17.835,82.069,70.305,56.568,"A",86.423,28.243,45
65,"Class2",88.771,37.633,89.084,66.904,-10.285,"F",26.923,83.042,64
57,"Class2",86.248,21.806,85.448,67.626,20.844,"P",20.861,69.064,64
76,"Class3",25.78,15.193,65.898,63.687,45.437,"A",97.961,25.42,27
69,"Class1",13.025,75.146,75.965,38.348,28.282,"B",82.025,48.231,62
79,"Class3",74.154,16.955,80.945,70.93,54.428,"U",79.034,35.615,20
56,"Class1",46.847,74.401,74.754,50.621,20.691,"X",55.914,17.774,55
29,"Class2",88.973,38.13,35.623,67.462,12.167,"P",31.625,88.329,62
74,"Class3",58.749,16.441,76.412,68.747,39.247,"R",84.256,38.264,24
80,"Class3",69.988,16.376,73.901,69.954,35.163,"R",89.215,38.588,51
70,"Class1",53.052,79.953,74.392,8.306,27.808,"B",31.23,44.993,61
74,"Class3",85.214,16.878,83.488,62.035,40.277,"E",78.334,29.1,31
38,"Class2",89.18,13.527,47.709,67.331,28.237,"K",18.455,95.686,60
77,"Class3",30.175,15.891,74.577,69.433,42.156,"E",90.54,30.484,50
78,"Class3",53.573,17.403,83.375,68.695,33.087,"R",85.696,35.504,43
74,"Class3",22.006,16.144,84.767,63.208,42.979,"R",96.123,29.089,28
61,"Class1",53.22,77.88,74.562,59.838,25.416,"C",82.247,52.52,62
70,"Class1",63.635,78.743,76.327,45.357,18.281,"W",55.245,51.809,59
72,"Class1",12.888,73.532,75.218,65.971,33.373,"C",49.096,59.483,58
79,"Class3",32.139,17.103,83.309,61.744,46.559,"E",81.408,37.306,18
58,"Class2",88.36,34.542,91.533,65.865,7.134,"P",8.055,65.37,64
75,"Class3",67.689,17.184,71.793,71.515,52.911,"T",83.7,29.586,40
77,"Class3",35.665,16.606,89.347,67.432,51.873,"E",84.566,34.224,26
58,"Class2",87.752,27.377,74.74,67.3,8.362,"K",17.478,71.822,60
51,"Class2",90.097,13.167,80.732,66.59,20.09,"N",29.019,75.748,61
79,"Class3",47.96,16.883,92.975,65.685,40.001,"T",83.249,33.592,13
59,"Class2",90.698,8.326,89.076,65.713,4.49,"K",24.408,53.636,64
76,"Class3",76.845,16.432,82.492,67.458,39.166,"T",90.54,32.955,15
36,"Class2",90.773,27.058,97.905,66.937,15.804,"R",24.695,71.352,62
78,"Class3",74.124,17.833,75.142,63.389,44.52,NA,91.096,38.66,17
75,"Class3",62.334,15.301,83.751,66.457,45.128,"R",85.464,34.136,28
66,"Class2",90.389,21.704,38.592,66.671,22.411,"P",27.603,82.323,58
64,"Class1",35.324,80.078,75.444,39.886,29.205,"B",8.739,38.847,64
42,"Class2",89.578,22.322,90.816,65.544,12.108,"N",26.476,69.707,63
54,"Class2",87.781,29.447,25.76,66.026,35.205,"R",30.566,65.526,59
61,"Class1",18.29,77.724,74.455,27.73,30.046,"X",60.488,35.388,55
69,"Class1",67.165,75.101,74.863,24.278,30.008,"C",38.336,34.605,62
52,"Class2",89.829,21.726,69.153,66.88,21.393,"R",26.857,55.398,61
46,"Class2",90.881,18.486,38.907,65.794,17.096,"K",31.498,62.351,63
76,"Class3",21.127,17.696,71.704,77.621,38.907,"R",87.577,34.33,28
