"UAZ1","IMG2","POB3","GLF4","HMU5","LVK6","RYA7","NVU8","Output21","PWB9","JCR10","OTJ11"
"M",80,85.567,89.618,69.524,45,88.902,26.751,"Class4",90.077,52.222,44.595
"O",66,50.927,80.904,61.09,32,46.27,4.068,"Class2",84.617,28.167,71.426
"T",67,25.376,14.137,76.086,70,45.419,67.93,"Class1",34.738,61.808,91.731
"L",62,46.913,53.101,62.508,23,39.724,33.12,"Class2",89.082,28.536,62.586
"J",37,25.856,21.112,109.136,45,11.263,48.512,"Class1",37.502,62.66,94.324
"S",49,84.624,43.979,89.987,61,34.578,80.738,"Class5",24.044,91.143,36.515
"S",21,71.92,45.428,84.659,65,36.02,83.068,"Class5",26.423,52.441,31.451
"U",50,83.285,82.979,59.163,35,88.424,24.799,"Class4",91.307,37.174,41.971
"F",83,87.117,78.766,70.8,46,81.234,15.354,"Class4",89.747,45.699,27.341
"Z",65,47.676,39.628,62.446,28,27.138,-0.951,"Class2",86.512,57.387,51.694
"T",17,24.704,17.904,75.145,44,71.723,56.264,"Class1",36.528,60.503,81.871
"L",62,36.057,77.364,64.255,25,22.719,26.469,"Class2",86.025,17.021,37.958
"D",68,65.638,28.553,90.412,60,52.258,81.677,"Class5",29.984,65.694,33.75
"F",62,82.466,91.316,76.472,28,87.637,20.478,"Class4",93.434,60.372,34.735
"M",82,33.752,4.721,28.332,19,17.71,21.087,"Class3",43.374,90.819,30.137
"M",78,50.294,11.531,NA,12,17.371,48.305,"Class3",85.291,45.303,30.517
"D",83,43.954,12.061,38.801,15,18.133,31.841,"Class3",84.214,87.125,30.337
"I",62,68.385,15.888,86.321,61,64.786,78.067,"Class5",30.945,28.264,31.373
"B",11,26.218,20.827,71.823,45,68.676,NA,"Class1",31.751,61.105,27.113
"U",8,83.846,77.038,66.61,40,81.875,29.749,"Class4",72.353,69.804,39.024
"Z",57,81.208,82.119,67.216,36,85.186,40.691,"Class4",85.571,37.278,39.238
"Z",63,51.416,69.414,65.635,25,72.114,2.771,"Class2",77.713,42.309,75.174
"J",57,25.123,24.416,89.069,43,78.948,34.851,"Class1",33.158,62.154,43.169
"I",31,26.556,20.025,75.266,63,75.21,51.436,"Class1",33.229,58.178,82.149
"I",50,25.049,23.716,66.288,35,74.928,51.734,"Class1",24.918,61.517,62.28
"G",70,25.72,17.636,65.746,56,40.378,41.346,"Class1",34.648,62.511,45.659
"X",86,47.197,28.484,40.897,19,18.404,31.778,"Class3",77.812,96.05,29.966
"Z",60,40.874,59.301,54.813,19,37.979,13.625,"Class2",84.363,19.415,74.316
"M",85,82.725,70.24,69.641,46,83.382,27.758,"Class4",90.571,52.796,37.604
"G",76,45.454,8.995,51.745,26,18.87,50.983,"Class3",54.686,92.633,28.451
"T",71,89.565,88.291,NA,38,80.872,15.416,"Class4",90.971,45.227,31.634
"X",77,68.915,18.721,37.576,25,17.527,47.077,"Class3",69.229,18.172,28.908
"D",73,51.988,14.742,28.163,24,18.979,34.306,"Class3",56.4,93.685,28.083
"U",50,82.553,87.027,62.669,36,88.388,10.161,"Class4",101.323,66.39,32.739
"B",45,26.246,26.404,60.837,26,90.71,57.276,"Class1",41.654,60.393,44.49
"I",27,26.082,19.967,59.99,78,6.258,67.143,"Class1",32.408,58.442,40.872
"S",42,66.848,28.947,89.134,56,56.575,82.301,"Class5",33.285,70.634,26.888
"X",79,43.909,13.653,45.693,25,17.442,23.441,"Class3",71.142,65.314,29.393
"I",29,57.67,17.345,86.94,60,75.33,79.79,"Class5",21.335,86.933,28.168
"S",60,86.239,25.981,91.192,57,47.228,80.363,"Class5",24.813,57.894,28.392
"I",58,72.917,31.726,88.307,57,38.409,82.585,"Class5",29.942,96.665,26.212
"S",36,74.915,9.013,NA,61,43.09,82.79,"Class5",31.366,91.95,31.066
"L",65,25.107,79.046,63.109,30,69.46,39.652,"Class2",75.537,35.563,38.336
"W",67,81.812,16.148,88.651,56,45.964,NA,"Class5",30.353,92.205,32.096
"M",80,53.773,16.734,36.421,9,17.062,40.431,"Class3",58.972,69.665,28.944
"M",49,87.665,68.994,76.653,27,81.679,37.416,"Class4",97.003,60.06,29.663
"X",76,45.94,39.628,56.03,27,18.883,59.981,"Class3",56.482,57.601,28.438
"X",59,40.028,79.587,51.853,28,38.272,32.854,"Class2",73.128,57.385,61.983
"I",41,63.419,36.86,84.403,52,69.445,NA,"Class5",29.415,59.416,36.128
"T",49,26.812,16.698,63.199,71,13.109,57.737,"Class1",40.321,62.431,82.521
"I",64,100.426,21.893,83.238,64,48.579,79.607,"Class5",35.571,52.834,28.027
"X",62,56.119,54.542,50.073,16,23.076,13.253,"Class2",78.469,22.768,65.024
"F",29,84.281,78.868,72.233,41,88.876,33.238,"Class4",79.905,66.644,31.479
"T",4,26.608,25.695,90.022,54,87.512,56.441,"Class1",34.894,60.121,45.322
"T",30,83.165,94.023,69.918,45,83.326,22.624,"Class4",88.215,67.259,27.459
"O",81,59.537,14.339,34.208,9,18.665,17.294,"Class3",96.035,18.886,28.924
"T",41,84.365,98.61,66.18,42,82.817,1.995,"Class4",95.923,35.087,38.837
"F",34,84.413,76.109,61.843,43,88.229,24.062,"Class4",86.904,35.279,31.392
"G",3,25.847,19.375,80.346,53,33.121,50.575,"Class1",41.573,62.135,68.269
"X",83,50.405,26.596,68.632,21,17.256,NA,"Class3",71.281,88.575,30.156
"I",57,71.57,48.283,87.518,59,47.691,80.481,"Class5",21.181,85.084,35.21
"O",78,38.577,9.507,36.947,20,17.535,42.483,"Class3",74.19,74.435,29.39
"X",64,47.318,50.184,61.329,17,33.033,16.59,"Class2",85.966,53.049,78.155
"S",66,79.248,45.785,88.936,62,70.986,NA,"Class5",26.954,78.019,32.131
"Z",23,84.579,75.615,68.459,26,84.239,-0.56,"Class4",94.382,62.775,39.734
"U",61,82.776,78.613,70.632,36,78.088,0.878,"Class4",81.497,40.287,33.693
"Z",61,37.433,77.243,NA,34,77.995,23.362,"Class2",67.572,50.083,46.109
"M",23,78.381,30.273,87.254,51,69.915,82.101,"Class5",33.803,88.274,25.743
"F",79,85.607,87.655,71.875,37,77.793,31.069,"Class4",81.089,42.221,42.507
"D",81,52.984,3.947,44.305,24,17.929,14.07,"Class3",62.163,18.121,29.795
"G",75,27.063,27.731,80.81,74,9.09,63.325,"Class1",32.769,58.048,23.481
"J",3,26.256,21.884,78.656,80,7.956,61.322,"Class1",38.359,62.49,42.026
"T",62,25.934,20.356,74.71,58,10.449,71.458,"Class1",35.593,61.585,36.016
"I",60,93.85,42.771,88.036,60,36.796,81.719,"Class5",33.944,49.67,31.414
"O",66,46.792,71.18,62.235,28,88.09,3.339,"Class2",83.99,17.985,30.178
"M",58,38.297,9.554,94.16,63,78.001,82.078,"Class5",34.34,40.261,28.346
"B",14,27.083,17.359,69.384,83,33.666,56.478,"Class1",36.641,61.674,41.838
"B",44,26.541,25.018,72.207,49,63.462,48.245,"Class1",36.704,59.566,81.844
"B",57,25.713,24.565,82.213,66,39.513,55.988,"Class1",39.667,61.081,80.06
"M",51,63.141,13.605,88.496,58,71.261,78.471,"Class5",27.354,56.284,28.251
"G",19,25.802,14.123,65.527,28,87.071,47.555,"Class1",34.662,59.113,68.569
"Z",64,33.708,42.163,49.913,35,55.909,13.473,"Class2",87.335,51.828,70.688
"O",63,53.343,50.047,57.443,15,34.78,15.215,"Class2",83.288,58.629,76.341
"M",45,81.729,76.252,72.025,43,82.269,10.338,"Class4",82.329,47.132,35.412
"X",75,57.462,33.896,44.629,12,17.331,42.086,"Class3",83.025,20.168,29.74
"I",45,25.081,26.836,NA,78,29.916,52.719,"Class1",39.576,60.308,30.412
"Z",59,86.937,71.436,72.929,44,80.057,22.646,"Class4",118.101,49.12,27.794
"G",6,26.297,24.424,88.34,30,79.869,52.738,"Class1",35.323,59.677,26.101
"O",65,48.797,72.669,54.749,20,77.686,19.187,"Class2",83.143,43.776,66.642
"M",86,49.451,40.977,39.371,24,17.171,57.963,"Class3",71.972,9.113,29.478
"O",66,50.048,60.252,59.834,18,20.008,11.164,"Class2",86.273,14.431,73.55
"B",43,24.468,17.364,97.141,32,78.081,46.697,"Class1",45.488,58.249,62.059
"G",83,35.887,5.914,29.411,11,17.451,27.104,"Class3",90.757,13.772,30.721
"D",80,46.324,20.496,46.603,26,18.262,43.176,"Class3",83.981,52.403,28.653
"M",22,79.832,45.949,86.801,61,50.201,79.055,"Class5",28.299,69.811,26.243
"D",42,72.734,14.985,95.132,60,49.78,78.66,"Class5",36.106,73.671,31.806
"O",61,63.869,79.65,NA,15,79.801,9.914,"Class2",83.836,21.669,39.745
"X",72,54.633,13.8,43.661,17,17.077,29.26,"Class3",73.157,21.701,29.137
"Z",87,86.94,67.598,76.266,26,87.715,31.606,"Class4",92.119,46.701,36.353
"M",28,57.079,9.321,90.668,62,43.006,79.409,"Class5",26.982,49.688,25.747
"M",81,27.87,13.131,38.292,27,18.468,26.347,"Class3",90.713,47.328,30.092
"F",68,84.746,67.231,60.893,42,85.114,35.104,"Class4",91.685,48.395,36.488
"I",1,25.159,25.371,62.583,66,43.829,NA,"Class1",40.066,58.182,76.139
"M",87,58.569,10.773,31.73,16,17.245,55.567,"Class3",88.983,89.613,28.012
"X",60,41.818,50.277,53.498,21,67.066,4.645,"Class2",82.789,38.458,56.73
"L",60,42.782,69.572,52.503,28,88.693,9.318,"Class2",88.373,46.912,56.742
"D",54,77.896,13.122,87.193,61,42.324,81.551,"Class5",31.665,89.666,25.95
"O",65,24.708,61.079,50.268,21,48.915,22.963,"Class2",73.918,18.501,39.451
"G",79,49.157,5.237,45.439,21,17.387,31.204,"Class3",74.731,99.491,30.742
"D",79,53.1,26.583,23.473,23,17.065,24.989,"Class3",69.784,57.337,30.716
"M",86,54.685,29.086,31.923,17,17.857,41.25,"Class3",77.774,8.484,30.638
"Z",12,82.329,69.2,68.668,32,85.677,5.722,"Class4",86.017,42.207,30.311
"D",79,41.873,4.621,42.951,10,18.56,39.391,"Class3",60.906,17.412,28.939
"W",56,54.29,50.996,88.738,63,75.003,78.889,"Class5",36.958,50.203,27.988
"M",29,57.916,27.763,89.068,59,70.369,78.975,"Class5",37.284,74.137,29.329
"O",60,53.377,41.621,56.168,24,40.66,21.461,"Class2",84.163,16.853,39.247
"O",66,40.263,40.776,57.99,34,27.466,8.306,"Class2",85.61,57.715,55.112
"D",87,36.049,1.145,NA,23,18.518,35.798,"Class3",80.675,59.234,30.04
"G",79,42.391,3.775,22.3,27,17.353,29.673,"Class3",62.758,71.346,29.124
"Y",64,51.697,74.714,55.233,30,16.447,19.284,"Class2",89.889,24.314,70.213
"X",73,61.357,19.078,38.565,21,18.151,34.385,"Class3",72.206,32.796,28.712
"O",64,37.005,52.023,54.426,35,62.829,7.217,"Class2",85.835,18.038,46.953
"F",54,86.629,91.324,65.138,43,84.33,7.262,"Class4",81.605,55.596,34.833
"U",19,86.095,68.242,62.006,30,86.744,18.31,"Class4",95.568,58.211,35.131
"Z",40,88.489,84.353,74.153,37,77.865,25.779,"Class4",76.636,54.936,39.044
"U",28,85.596,75.232,70.266,37,87.38,35.669,"Class4",78.194,58.323,30.888
"M",86,85.246,78.771,69.929,46,86.707,36.209,"Class4",85.045,51.614,29.224
"G",3,26.588,17.698,81.461,28,80.339,57.345,"Class1",40.698,59.309,83.529
"D",40,54.311,45.177,87.848,51,76.07,80.351,"Class5",27.767,92.03,31.395
"I",57,59.629,34.004,85.974,57,42.458,82.534,"Class5",31.385,87.013,33.532
"L",65,34.056,70.814,55.748,15,31.021,16.949,"Class2",76.321,48.233,56.684
"Y",66,34.401,61.635,56.744,24,68.432,4.773,"Class2",72.251,39.179,69.631
"S",69,56.286,29.079,NA,63,50.684,79.891,"Class5",27.277,38.602,34.779
"Y",66,34.092,55.711,54.773,28,45.828,20.883,"Class2",76.04,48.28,73.801
"M",37,39.501,39.519,92.405,56,68.624,80.666,"Class5",34.023,51.302,25.153
"G",27,25.485,26.646,88.696,69,23.505,54.6,"Class1",37.613,61.974,64.075
"I",69,88.196,36.33,85.129,57,75.688,83.268,"Class5",36.485,30.891,27.671
"S",51,77.883,27.962,NA,63,35.085,NA,"Class5",37.471,39.632,27.229
"J",56,26.341,21.538,83.321,77,78.147,52.627,"Class1",37.698,59.079,79.299
"M",82,49.283,1.415,45.439,13,17.835,42.984,"Class3",93.287,94.823,30.402
"G",41,26.68,27.882,85.493,33,3.906,74.56,"Class1",35.77,62.46,35.054
"I",53,87.083,26.705,89.946,54,78.986,77.36,"Class5",28.588,46.183,29.426
"T",38,82.612,94.254,NA,32,84.019,30.716,"Class4",93.312,40.316,42.774
"J",59,25.58,23.81,84.968,30,75.773,51.918,"Class1",34.808,62.136,38.396
"Z",60,44.363,80.964,55.649,30,5.672,17.637,"Class2",84.216,21.367,84.245
"D",80,57.441,40.441,48.446,26,17.625,27.16,"Class3",74.677,17.394,29.4
"I",58,59.195,9.456,87.592,52,45.535,80.559,"Class5",26.494,75.051,27.436
"M",83,85.061,80.239,74.887,30,83.842,27.348,"Class4",81.826,49.73,42.627
"T",24,85.774,65.239,60.955,30,77.393,21.872,"Class4",86.627,34.166,33.758
"J",3,25.892,26.139,85.067,27,11.93,NA,"Class1",32.965,59.492,25.504
"I",4,25.573,19.481,94.034,73,21.877,56.435,"Class1",33.604,59.917,42.355
"D",87,63.61,4.272,45.887,10,17.76,NA,"Class3",70.504,58.748,30.975
"J",29,24.72,26.992,68.701,80,65.828,52.257,"Class1",34.87,58.608,51.238
"O",80,54.701,28.419,56.704,25,18.842,20.894,"Class3",69.999,56.737,28.439
"W",26,78.974,34.308,85.645,61,71.731,81.346,"Class5",30.134,74.711,28.882
"Y",59,46.944,51.245,57.979,22,44.77,16.708,"Class2",74.558,16.964,66.124
"D",53,70.255,37.906,89.815,56,64.518,82.753,"Class5",29.542,76.039,35.847
"T",19,25.842,14.807,86.66,77,38.09,49.726,"Class1",34.74,62.5,46.107
"J",40,25.828,15.545,80.502,84,80.346,68.568,"Class1",40.538,62.172,76.51
"M",78,84.123,90.153,70.397,43,84.146,19.834,"Class4",91.258,55.45,29.379
"Z",15,85.98,73.867,61.798,36,86.637,42.375,"Class4",88.431,37.087,44.695
"O",64,33.805,51.08,67.412,15,79.786,8.437,"Class2",78.869,30.261,50.285
"Y",61,25.081,67.562,62.803,29,6.564,10.685,"Class2",83.407,39.096,32.808
"T",24,84.584,78.233,71.633,29,77.012,13.021,"Class4",77.718,56.921,34.944
"L",59,37.941,49.747,59.937,32,52.451,33.78,"Class2",78.387,42.639,60.52
"G",61,26.86,27.282,61.983,70,47.27,64.857,"Class1",42.049,60.136,78.766
"D",42,99.726,37.083,86.269,57,57.084,77.928,"Class5",37.443,52.29,30.426
"O",86,51.101,10.911,37.463,9,17.146,50.187,"Class3",62.605,95.682,28.348
"L",64,35.375,56.908,59.373,23,40.928,-4.899,"Class2",70.014,28.606,64.665
"I",60,71.191,35.144,86.766,61,78.141,81.213,"Class5",31.479,50.358,28.438
"F",66,88.13,84.938,71.889,30,85.003,23.526,"Class4",93.934,65.292,43.966
"F",41,82.825,66.33,63.241,36,87.918,43.414,"Class4",87.197,69.848,27.822
"O",64,44.983,75.172,53.122,24,67.066,28.24,"Class2",82.381,34.746,34.896
"I",58,67.638,48.651,NA,64,78.212,81.887,"Class5",28.069,59.888,26.398
"B",71,26.746,20.335,52.623,61,13.312,45.047,"Class1",39.568,62.75,26.252
"X",72,47.807,38.503,36.379,16,17.492,34.511,"Class3",57.655,87.249,28.662
"Z",51,84.264,74.461,71.573,31,87.637,23.992,"Class4",90.437,66.475,36.038
"G",85,59.502,25.813,54.331,9,18.767,35.285,"Class3",74.716,40.529,28.083
"T",15,84.347,76.291,71.125,46,85.267,31.798,"Class4",93.271,44.305,38.961
"Z",23,82.795,89.566,75.142,31,79.655,35.494,"Class4",72.235,36.099,33.076
"I",57,61.706,13.019,91.124,53,41.479,81.272,"Class5",26.635,99.914,27.671
"Z",61,33.62,46.757,53.129,15,33.442,20.421,"Class2",83.822,15.597,33.687
"J",50,26.711,18.299,70.725,54,16.982,67.288,"Class1",29.421,62.315,72.778
"M",69,79.981,40.791,85.769,58,77.146,81.478,"Class5",25.921,35.265,30.783
"M",37,100.85,43.919,90.343,65,41.49,82.239,"Class5",24.844,28.561,36.806
"J",29,25.92,22.779,77.316,69,45.655,46.174,"Class1",33.101,61.869,20.165
"I",37,54.453,43.404,87.822,64,41.77,81.563,"Class5",28.745,84.914,27.146
"Z",58,84.897,77.431,70.123,36,84.423,35.403,"Class4",99.556,43.27,29.366
"Y",64,41.219,70.073,59.251,21,45.124,10.901,"Class2",84.86,49.48,59.839
"U",78,83.659,84.565,67.061,45,87.204,18.809,"Class4",96.301,52.96,36.04
"Y",65,72.474,66.106,61.823,22,67.245,20.178,"Class2",84.886,23.746,68.674
"M",83,33.43,11.569,NA,23,17.026,33.789,"Class3",76.141,14.861,29.561
"I",13,26.751,13.614,97.407,62,52.551,39.182,"Class1",37.236,60.967,79.672
"S",37,85.249,38.121,84.714,53,51.71,79.321,"Class5",24.595,45.685,30.472
"G",79,30.565,36.052,NA,17,17.329,15.56,"Class3",80.987,14.013,30.088
"D",73,61.939,33.959,68.185,15,18.972,53.329,"Class3",52.957,25.905,28.858
"X",79,68.628,28.343,NA,14,18.659,42.815,"Class3",73.777,80.414,29.062
"M",67,48.278,40.2,91.552,56,49.456,81.758,"Class5",31.884,54.116,25.29
"Z",55,86.674,87.103,72.673,42,88.954,15.682,"Class4",100.775,63.044,36.175
"M",86,86.711,96.126,74.546,43,80.624,37.921,"Class4",82.738,55.624,32.129
"X",65,48.477,44.118,53.964,34,66.308,19.662,"Class2",84.99,16.416,70.016
"M",34,84.528,89.965,70.242,44,81.779,14.682,"Class4",89.294,41.493,40.553
"X",65,43.686,55.02,56.307,35,66.229,11.797,"Class2",82.175,44.805,62.8
"F",40,84.333,91.052,71.602,42,81.631,35.175,"Class4",81.577,51.678,36.843
"Z",61,37.08,51.596,56.155,20,45.35,22.548,"Class2",77.879,44.772,73.08
"W",24,95.281,46.735,90.172,59,38.199,79.507,"Class5",26.995,74.954,34.139
"X",77,51.361,19.697,40.47,12,18.568,38.591,"Class3",63.151,77.631,30.178
"M",53,91.085,16.408,89.222,58,73.158,81.096,"Class5",30.41,31.925,32.249
"F",43,86.169,68.423,70.7,47,87.934,10.309,"Class4",92.372,36.383,28.56
"I",76,25.33,13.695,78.525,76,84.166,51.496,"Class1",37.401,58.41,91.245
"G",42,26.025,27.555,61.473,65,50.656,NA,"Class1",32.392,59.24,66.59
"M",31,66.273,34.95,90.903,64,41.808,82.015,"Class5",30.651,88.658,27.832
"G",37,27.051,12.411,NA,43,61.356,41.616,"Class1",32.842,60.695,82.667
"O",61,42.088,69.234,58.928,34,10.748,22.407,"Class2",76.449,15.73,76.278
"I",37,70.657,26.114,88.904,62,68.035,82.275,"Class5",27.422,36.923,32.031
"B",58,26.91,16.247,76.365,49,35.842,46.359,"Class1",36.328,58.65,89.962
"J",3,26.13,23.671,87.878,31,15.678,47.614,"Class1",35.79,62.771,76.532
"T",35,83.477,93.067,70.952,46,84.467,-9.307,"Class4",85.07,62.129,32.606
"W",69,51.073,38.035,88.899,58,70.717,81.323,"Class5",30.774,92.368,29.833
"J",49,25.922,23.422,78.369,32,1.783,49.196,"Class1",34.587,59.437,42.988
"Z",68,84.131,89.7,66.733,36,82.932,20.227,"Class4",101.533,34.679,43.27
"M",79,85.021,91.033,72.945,31,81.265,37.672,"Class4",84.309,64.173,30.238
"T",38,86.826,92.555,56.36,26,85.489,21.968,"Class4",86.885,62.864,31.501
"G",84,50.756,19.41,38.375,24,17.433,54.843,"Class3",68.971,19.838,29.609
"M",9,83.128,95.931,64.54,35,86.19,34.331,"Class4",80.394,66.446,36.059
"X",65,46.618,61.734,54.963,19,86.258,33.546,"Class2",83.269,31.233,65.633
"T",46,26.563,25.407,100.42,78,7.697,45.261,"Class1",34.638,62.218,77.666
"I",25,68.562,40.872,89.407,62,65.642,81.182,"Class5",25.795,71.905,35.639
"Z",15,86.069,92.778,64.287,43,81.521,32.69,"Class4",80.052,52.153,41.255
"L",66,39.294,62.015,60.019,24,3.915,9.874,"Class2",83.895,27.055,34.376
"G",86,45.969,35.322,34.182,22,17.331,15.698,"Class3",107.844,71.412,28.055
"G",58,25.258,26.049,NA,38,86.858,55.882,"Class1",40.721,59.955,69.406
"M",52,86.112,66.897,75.876,45,78.188,6.598,"Class4",96.194,41.961,28.811
"S",60,68.149,40.531,91.751,65,51.442,80.87,"Class5",23.647,96.64,25.397
"U",29,84.974,80.198,69.252,31,77.296,10.331,"Class4",94.816,65.796,42.489
"G",87,46.59,31.728,41.255,13,18.951,NA,"Class3",71.641,65.772,30.401
"S",24,70.442,19.122,89.121,61,67.238,79.746,"Class5",29.583,95.8,36.258
"X",64,37.11,58.518,59.804,27,32.118,4.622,"Class2",89.263,14.264,63.913
"S",58,65.934,32.059,92.236,65,77.144,80.777,"Class5",28.504,39.7,33.547
"B",13,25.992,19.492,57.511,33,48.335,56.769,"Class1",38.846,58.473,67.79
"X",76,53.364,14.232,41.594,15,18.662,42.973,"Class3",65.179,71.952,28.145
"M",45,59.273,20.049,86.113,54,51.335,82.565,"Class5",25.184,67.316,25.254
"J",56,26.804,22.492,65.545,58,57.073,54.765,"Class1",33.395,60.272,66.768
"G",78,58.994,5.677,33.311,26,18.688,35.171,"Class3",80.93,67.385,28.5
"M",23,88.068,97.467,63.632,45,86.148,34.879,"Class4",82.755,44.772,38.141
"T",15,26.01,21.133,66.38,33,84.225,53.573,"Class1",46.905,61.917,81.633
"J",70,26.082,14.313,77.209,50,17.862,58.917,"Class1",41.996,58.752,89.658
"O",88,37.95,33.745,46.044,26,17.537,32.929,"Class3",84.289,35.106,29.53
"Z",67,84.359,92.487,63.881,37,84.11,48.045,"Class4",87.736,52.749,32.425
"O",66,42.396,59.719,58.464,17,74.85,26.966,"Class2",92.698,42.957,64.103
"I",53,26.007,20.281,66.138,73,89.52,NA,"Class1",36.385,59.571,77.282
"D",85,47.046,21.042,36.471,20,17.829,33.834,"Class3",74.748,25.453,30.474
"Z",66,40.738,48.906,58.414,21,51.971,16.676,"Class2",83.255,20.418,30.597
"I",31,26.746,15.543,78.738,66,15.612,64.674,"Class1",39.239,61.329,22.536
"G",13,25.99,24.628,75.282,41,7.856,52.908,"Class1",39.521,60.914,55.852
"X",74,46.732,9.411,34.439,9,17.262,36.749,"Class3",56.518,33.538,28.43
"D",88,42.91,26.42,52.845,12,18.896,34.138,"Class3",64.218,25.78,30.703
"T",57,90.034,98.727,80.997,45,79.17,35.706,"Class4",75.34,40.192,35.289
"L",59,34.369,43.605,59.653,34,78.994,13.558,"Class2",79.265,46.953,71.558
"W",55,69.331,22.317,91.197,54,49.817,82.721,"Class5",31.023,77.284,31.252
"T",31,83.825,83.413,66.847,47,87.308,21.071,"Class4",81.176,46.997,30.666
"Z",25,86.462,67.332,69.879,40,86.924,19.374,"Class4",82.749,68.49,33.427
"M",65,81.127,81,69.527,36,82.239,33.23,"Class4",81.181,57.408,35.445
"B",77,26.793,17.905,70.523,56,1.943,61.612,"Class1",39.489,61.235,20.104
"W",62,58.349,30.528,88.933,54,35.517,81.15,"Class5",31.457,78.315,27.281
"L",61,31.589,77.362,54.596,21,19.969,7.476,"Class2",86.426,43.263,66.37
"W",31,74.283,52.158,86.108,53,53.529,79.318,"Class5",27.536,92.608,32.348
"G",71,47.444,32.974,56.818,23,17.548,23.538,"Class3",86.666,70.384,29.965
"O",85,62.199,27.555,32.224,27,18.538,59.319,"Class3",67.108,54.002,28.487
"T",37,89.217,86.017,71.765,34,86.31,16.169,"Class4",93.907,48.277,33.031
"O",66,50.499,55.435,56.04,28,64.79,19.469,"Class2",73.826,54.686,56.286
"Z",65,47.441,71.023,63.325,35,65.727,25.754,"Class2",86.995,56.135,83.961
"Z",60,25.565,44.47,NA,22,52.407,4.153,"Class2",81.11,55.282,49.747
"F",54,81.409,96.977,66.643,41,87.504,21.837,"Class4",83.002,45.733,39.702
"J",44,26.205,15.418,60.848,39,83.277,51.653,"Class1",31.036,60.01,53.633
"U",18,84.529,76.345,69.44,34,86.863,19.059,"Class4",92.396,62.584,43.711
"U",33,83.2,69.663,77.655,35,78.359,24.029,"Class4",94.322,45.436,34.534
"B",3,25.765,14.048,56.269,44,30.544,55.761,"Class1",38.47,60.016,65.053
"T",22,25.351,18.76,82.864,43,45.865,52.693,"Class1",38.399,59.573,74.995
"F",22,85.335,71.116,67.638,44,79.755,25.128,"Class4",76.986,44.706,39.76
"X",61,42.568,75.397,56.979,32,88.377,18.227,"Class2",87.619,45.316,64.822
"F",71,84.565,65.506,76.548,31,88.17,11.237,"Class4",88.024,58.939,31.257
"T",19,25.865,27.374,47.483,49,19.466,62.006,"Class1",36.83,62.022,24.221
"O",75,55.597,36.166,30.455,23,17.324,35.236,"Class3",81.527,76.281,29.274
"O",81,39.323,23.575,51.182,19,18.023,54.075,"Class3",79.485,93.57,30.514
"L",62,56.2,72.973,64.076,24,38.927,29.028,"Class2",81.769,41.372,51.413
"D",40,42.209,30.971,87.176,59,53.525,NA,"Class5",32.824,88.547,27.755
"D",63,61.414,32.43,88,63,72.028,NA,"Class5",27.113,47.87,36.744
"X",77,62.281,4.752,53.014,14,18.307,41.201,"Class3",71.259,29.506,30.149
"O",76,55.251,30.045,45.69,17,17.854,NA,"Class3",98.256,21.913,30.454
"X",65,37.971,44.198,54.581,25,9.018,23.354,"Class2",78.412,28.983,81.159
"I",53,27.042,13.706,69.737,66,9.252,57.459,"Class1",27.258,62.131,38.118
"W",57,84.377,27.989,88.784,62,61.137,NA,"Class5",28.941,77.163,29.578
"J",23,26.412,15.437,71.026,34,83.406,51.379,"Class1",34.636,58.199,48.494
"F",41,82.391,86.51,66.345,27,85.489,NA,"Class4",90.429,55.641,36.119
"Y",63,56.019,51.14,54.262,30,10.671,8.701,"Class2",85.715,14.094,58.06
"W",48,56.755,16.019,89.817,51,50.573,79.457,"Class5",31.361,36.667,34.969
