"KGE1","ZCT2","XFI3","XCR4","Output20","RPT5","VDN6","SFI7","VGU8","GPL9"
68.155,71.408,"X",47.413,"Class2",27.163,11.567,51.082,89.646,55
79.626,70.312,"G",47.776,"Class2",38.271,14.843,44.801,92.187,44
98.391,69.258,"E",48.201,"Class2",30.814,16.13,57.322,92.84,42
86.644,70.053,"G",46.752,"Class2",46.876,5.732,50.297,92.49,75
68.873,72.347,"I",47.688,"Class2",47.955,10.311,66.586,92.904,20
92.317,72.575,"G",47.943,"Class2",28.557,25.68,58.219,94.245,52
75.881,70.13,"G",47.991,"Class2",42.232,-0.044,61.731,90.673,71
73.924,70.651,"X",46.778,"Class2",37.316,16.625,57.147,91.282,29
88.945,72.171,"X",48.942,"Class2",49.244,14.13,46.19,92.81,47
44.239,24.615,"T",72.253,"Class1",5.432,7.026,51.734,48.136,37
53.73,25.685,"S",69.31,"Class1",24.311,16.966,51.235,90.243,39
55.427,28.142,"N",64.186,"Class1",34.825,4.466,49.802,55.089,14
88.788,69.445,"X",49.171,"Class2",58.239,14.465,59.462,92.652,NA
92.747,69.802,"U",47.633,"Class2",58.335,7.827,60.141,92.918,NA
47.372,10.367,"T",64.854,"Class1",14.375,3.438,50.854,65.7,38
92.473,70.268,"X",47.926,"Class2",39.143,11.779,60.402,91.66,26
37.652,14.924,"N",61.823,"Class1",11.789,9.082,50.003,61.001,26
43.192,12.307,"J",61.883,"Class1",26.554,9.083,51.365,67.677,21
54.171,26.452,"T",64.883,"Class1",23.739,15.445,50.031,66.25,22
52.562,33.258,"S",65.699,"Class1",27.823,20.637,51.316,56.111,10
41.666,16.554,"N",65.332,"Class1",6.944,NA,50.855,68.016,26
96.243,71.085,"I",47.991,"Class2",48.024,-2.851,46.462,91.638,53
31.183,28.357,"S",59.404,"Class1",12.65,20.585,50.84,84.989,25
96.581,71.35,"G",47.381,"Class2",25.627,18.597,50.909,92.302,51
30.791,35.628,"T",58.904,"Class1",9.132,1.612,49.818,101.25,15
54.955,22.147,"N",59.433,"Class1",32.031,16.396,49.905,67.454,17
74.488,70.449,"U",45.897,"Class2",19.875,36.895,60.785,92.294,73
75.539,70.945,"X",46.408,"Class2",37.693,11.306,62.458,92.887,11
38.118,14.505,"J",60.359,"Class1",34.17,NA,49.802,66.929,13
68.269,74.1,"G",45.395,"Class2",27.961,23.842,68.528,90.674,42
31.767,37.975,"T",61.774,"Class1",24.041,9.654,49.767,63.448,16
53.959,16.246,"S",63.636,"Class1",27.055,2.723,50.655,61.323,19
71.455,72.667,"X",48.527,"Class2",59.439,20.736,72.324,92.545,65
92.61,73.493,"U",47.593,"Class2",31.612,29.08,54.528,93.178,4
70.551,67.285,"U",46.86,"Class2",41.384,24.235,46.175,92.775,21
38.588,24.748,"T",62.416,"Class1",14.115,7.71,51.252,75.457,33
53.964,32.713,"J",66.082,"Class1",26.412,6.604,51.031,58.368,32
40.04,16.761,"N",64.545,"Class1",27.083,10.92,50.54,64.826,12
84.673,72.802,"X",47.72,"Class2",36.133,12.928,68.673,90.97,73
38.023,14.783,"D",65.143,"Class1",20.01,16.317,51.516,63.408,13
40.123,16.484,"D",66.174,"Class1",34.946,11.864,49.045,66.009,12
38.777,37.471,"T",56.513,"Class1",32.983,1.369,51.386,85.859,25
69.921,72.417,"U",47.922,"Class2",52.274,17.02,51.799,92.18,27
55.843,6.109,"T",85.068,"Class1",31.298,13.955,51.058,49.009,42
49.192,-1.766,"S",58.733,"Class1",6.651,18.616,50.463,66.705,15
98.991,71.536,"X",47.141,"Class2",45.475,22.399,44.799,92.091,35
36.877,25.395,"D",68.396,"Class1",24.886,8.499,50.794,73.841,35
69.942,72.75,"I",47.986,"Class2",27.769,37.859,45.583,91.213,66
92.506,70.98,"X",46.983,"Class2",19.727,4.34,63.247,92.446,23
33.081,9.518,"J",66.527,"Class1",5.337,6.947,50.419,71.469,15
55.792,33.47,"T",59.573,"Class1",10.037,NA,51.523,76.315,30
52.58,21.677,"J",72.029,"Class1",22.148,9.06,51.361,68.613,18
78.04,69.677,"I",46.679,"Class2",13.667,7.758,48.766,94.443,16
47.592,21.765,"D",71.237,"Class1",34.202,-0.561,50.076,76.054,31
34.953,28.212,"S",68.292,"Class1",15.642,7.974,49.142,102.539,31
81.819,72.523,"I",47.708,"Class2",38.95,30.424,47.631,92.604,57
96.6,72.076,"I",49.612,"Class2",63.67,34.52,50.209,91.973,27
33.011,24.439,"N",64.181,"Class1",27.733,19.374,49.773,66.94,23
34.176,21.995,"N",68.828,"Class1",8.247,8.533,50.68,60.346,42
36.237,6.896,"J",64.817,"Class1",31.21,15.411,51.344,87.293,NA
47.114,13.116,"J",65.426,"Class1",21.822,7.446,51.199,73.933,16
52.067,22.072,"J",68.453,"Class1",11.738,11.3,49.423,71.735,34
83.952,70.758,"G",49.376,"Class2",34.269,NA,48.046,91.604,43
89.373,71.345,"X",48.217,"Class2",43.587,18.635,70.906,93.239,23
79.316,69.428,"U",47.03,"Class2",36.946,29.994,52.891,92.964,35
33.607,26.468,"J",56.691,"Class1",17.938,-1.126,49.021,76.36,26
50.376,21.579,"J",74.97,"Class1",13.884,14.558,51.059,64.771,30
73.529,71.011,"U",45.603,"Class2",19.571,12.717,64.374,91.832,31
51.273,17.27,"N",60.6,"Class1",20.687,14.39,51.805,86.93,38
48.561,6.019,"J",71.025,"Class1",24.836,20.518,50.46,85.266,37
47.186,29.935,"J",63.969,"Class1",35.731,14.027,51.559,62.117,17
95.867,71.29,"X",48.019,"Class2",61.139,-6.36,52.368,92.364,50
38.333,19.14,"J",68.95,"Class1",16.113,11.064,51.658,64.201,24
53.384,15.614,"J",57.056,"Class1",18.347,3.751,50.793,47.85,34
69.311,69.939,"G",47.035,"Class2",50.685,4.158,72.258,92.482,29
33.062,22.176,"S",60.128,"Class1",12.208,12.449,49.711,74.293,17
40.143,19.489,"J",78.52,"Class1",26.65,1.709,49.173,70.252,12
82.071,71.705,"E",47.814,"Class2",49.835,18.216,48.493,91.877,53
84.486,70.793,"U",47.836,"Class2",52.795,23.533,64.836,92.277,48
30.493,18.635,"N",57.961,"Class1",21.758,24.97,51.343,93.275,31
79.582,70.749,"X",46.671,"Class2",25.561,22.99,70.285,92.141,6
90.017,71.45,"G",47.825,"Class2",51.744,1.856,50.887,91.701,64
53.113,28.919,"S",59.882,"Class1",31.414,7.687,49.822,56.901,16
43.21,42.423,"D",63.805,"Class1",30.467,18.102,49.51,68.412,36
51.251,29.894,"J",61.549,"Class1",30.27,8.726,50.971,98.068,15
43.044,26.626,"N",59.208,"Class1",23.83,10.159,50.261,55.506,21
32.015,33.019,"D",75.527,"Class1",20.488,14.125,49.594,78.293,41
95.153,70.57,"X",47.568,"Class2",14.407,NA,69.663,93.201,57
34.917,28.408,"S",65.336,"Class1",24.54,3.502,49.923,63.155,12
40.082,29.651,"S",61.671,"Class1",21.042,11.858,51.594,89.197,30
74.515,72.144,"E",46.84,"Class2",57.368,24.414,64.201,90.914,50
80.381,70.408,"G",47.553,"Class2",28.991,33.898,53.158,91.441,37
53.19,40.248,"D",73.717,"Class1",17.381,11.361,51.395,65.225,29
87.248,69.685,"E",46.333,"Class2",62.874,13.714,55.7,94.859,64
89.937,69.844,"E",49.278,"Class2",33.709,26.555,72.638,92.758,34
87.847,71.04,"U",47.025,"Class2",53.888,12.09,53.376,92.513,59
98.073,69.47,"X",46.879,"Class2",46.402,24.263,62.549,90.857,58
78.368,69.194,"I",48.197,"Class2",55.456,3.689,49.158,92.567,51
37.61,15.651,"S",74.81,"Class1",12.753,5.958,51.756,25.325,20
76.331,72.216,"X",45.779,"Class2",31.763,9.297,59.036,93.711,16
45.27,19.999,"D",56.5,"Class1",28.859,17.683,51.125,28.445,22
84.09,71.572,"X",47.506,"Class2",38.789,17.687,58.217,93.505,63
47.327,19.896,"J",71.838,"Class1",20.358,6.085,51.638,76.436,34
46.081,23.958,"S",70.231,"Class1",22.799,3.479,49.885,75.85,9
95.884,69.711,"G",47.417,"Class2",20.03,20.462,67.927,92.666,58
98.977,69.017,"I",46.707,"Class2",29.871,15.692,57.402,93.329,29
69.259,70.071,"E",48.143,"Class2",45.994,36.207,61.425,92.147,NA
85.403,75.747,"E",47.091,"Class2",40.124,4.731,47.8,92.552,31
55.955,13.711,"J",59.772,"Class1",7.65,8.667,50.565,61.644,18
68.606,71.506,"I",48.522,"Class2",19.794,2.471,71.381,92.026,54
69.919,69.878,"I",47.595,"Class2",33.021,8.73,70.383,91.821,9
68.13,69.935,"U",48.235,"Class2",41.26,18.452,63.066,94.962,NA
83.177,69.536,"U",48.557,"Class2",24.622,18.58,49.586,92.203,36
96.553,69.73,"U",48.023,"Class2",36.395,14.234,44.501,91.679,NA
55.807,27.769,"J",63.298,"Class1",34.018,NA,50.471,57.765,36
80.901,70.706,"U",46.591,"Class2",43.079,15.36,69.88,92.924,69
36.681,14.449,"J",73.599,"Class1",18.105,NA,49.098,74.385,28
88.806,72.668,"U",45.909,"Class2",59.696,40.268,62.408,94.798,10
35.923,28.322,"T",66.19,"Class1",28.081,20.956,51.956,43.033,32
41.812,30.098,"J",60.536,"Class1",28.198,5.01,50.749,69.304,24
88.902,69.15,"I",46.296,"Class2",42.152,21.568,50.11,92.165,12
95.051,70.128,"E",48.09,"Class2",32.856,9.135,49.294,92.212,7
84.535,72.11,"U",48.53,"Class2",21.99,16.159,64.45,92.439,63
49.686,16.425,"S",70.502,"Class1",31.87,5.374,49.814,73.506,17
31.302,29.236,"S",83.241,"Class1",31.21,NA,51.864,100.054,13
34.894,20.032,"J",69.883,"Class1",10.023,7.964,50.537,74.856,39
49.771,20.592,"J",79.209,"Class1",25.118,21.759,51.257,76.296,29
74.466,73.144,"U",46.772,"Class2",38.393,33.101,48.56,93.021,2
32.56,26.658,"N",75.249,"Class1",28.769,13.496,50.693,79.382,13
30.421,22.954,"S",56.756,"Class1",23.813,19.863,50.178,56.334,32
76.209,73.289,"U",46.159,"Class2",36.976,8.507,46.93,93.469,70
73.739,70.62,"E",48.986,"Class2",27.116,16.633,43.165,92.354,58
81.918,70.581,"I",46.61,"Class2",23.76,25.032,70.571,93.333,37
31.432,11.81,"T",65.921,"Class1",10.378,8.935,49.138,68.059,17
33.304,26.989,"N",76.708,"Class1",34.346,26.926,50.789,46.31,29
89.087,72.356,"I",47.915,"Class2",57.036,30.887,45.288,91.884,27
36.619,25.281,"S",63.014,"Class1",23.211,7.741,51.469,67.526,31
74.188,70.533,"G",47.236,"Class2",19.826,17.173,50.408,92.19,57
84.071,70.934,"E",47.132,"Class2",50.978,21.124,45.735,93.531,14
70.332,71.169,"U",49.253,"Class2",51.526,15.19,51.898,93.497,48
53.793,20.08,"S",50.829,"Class1",34.423,1.208,49.387,80.706,22
87.399,69.509,"U",48.603,"Class2",16.755,25.719,49.668,91.068,32
40.124,27.972,"T",57.263,"Class1",15.894,14.514,49.798,84.042,NA
35.119,30.716,"S",70.517,"Class1",8.005,5.509,51.057,79.064,40
75.362,71.992,"X",47.74,"Class2",31.221,11.625,59.43,91.649,74
79.675,72.48,"X",47.379,"Class2",16.393,1.29,54.029,93.353,68
50.002,11.139,"J",71.242,"Class1",6.458,5.874,49.956,55.04,32
44.196,14.612,"N",48.841,"Class1",16.668,10.3,51.543,94.719,35
80.264,71.93,"X",48.055,"Class2",52.069,16.202,45.295,91.954,5
42.906,27.237,"J",49.649,"Class1",9.539,6.377,51.707,89.28,30
70.373,70.745,"X",46.682,"Class2",51.867,9.502,71.706,91.904,58
53.801,24.227,"T",55.366,"Class1",10.528,2.11,50.849,66.656,33
90.768,67.984,"U",48.903,"Class2",22.774,23.905,43.974,93.701,61
92.704,71.218,"U",48.011,"Class2",61.722,26.858,47.756,92.648,11
88.899,71.956,"E",48.135,"Class2",51.518,2.418,70.639,92.065,28
47.167,15.964,"N",66.302,"Class1",32.591,18.366,49.394,66.484,42
81.683,70.119,"I",47.731,"Class2",24.501,20.694,70.644,93.097,14
49.106,14.573,"D",64.403,"Class1",23.794,8.856,49.479,49.944,24
81.171,73.111,"U",46.9,"Class2",36.384,15.413,68.186,91.987,21
94.336,70.19,"G",47.311,"Class2",20.694,32.111,65.893,92.725,9
49.542,23.72,"J",51.817,"Class1",22.221,19.241,51.475,63.388,15
42.561,29.141,"S",58.392,"Class1",31.923,10.464,50.173,48.812,30
89.4,73.058,"G",47.859,"Class2",30.595,31.677,68.913,91.275,40
69.91,71.814,"U",46.575,"Class2",33.813,12.381,55.206,92,38
38.981,31.625,"J",56.735,"Class1",20.139,4.365,51.755,62.599,33
33.906,18.004,"J",70.5,"Class1",23.792,13.384,49.05,83.498,27
33.456,36.019,"J",73.386,"Class1",10.394,12.195,49.058,60.032,23
82.71,71.273,"E",48.35,"Class2",20.909,8.711,48.704,94.253,66
36.518,29.769,"N",77.176,"Class1",24.831,10.812,50.978,41.633,28
49.695,39.131,"S",69.317,"Class1",10.116,NA,51.664,74.835,35
46.231,22.742,"S",62.054,"Class1",25.584,9.704,51.943,84.71,39
78.961,72.504,"I",46.435,"Class2",24.875,13.21,63.6,92.765,25
84.182,71.017,"E",46.661,"Class2",17.013,24.906,52.604,92.625,5
44.147,25.184,"S",69.141,"Class1",22.82,3.771,50.68,51.279,37
81.569,72.747,"I",47.453,"Class2",53.355,12.261,65.185,91.989,44
33.561,25.986,"S",53.219,"Class1",10.713,9.251,50.598,60.619,17
76.432,69.393,"X",45.833,"Class2",38.904,18.513,55.42,92.529,43
83.771,73.28,"E",48.292,"Class2",51.939,-10.31,58.109,91.402,10
50.092,22.623,"N",56.019,"Class1",22.337,15.037,50.019,54.33,14
92.578,71.268,"U",49.117,"Class2",17.748,27.483,59.201,91.738,73
33.577,14.491,"D",58.181,"Class1",13.523,15.141,50.457,54.984,NA
53.6,33.009,"T",71.23,"Class1",24.347,14.496,49.147,56.46,35
36.005,25.048,"D",65.169,"Class1",6.031,10.879,51.47,60.908,22
90.2,70.518,"X",48.025,"Class2",22.472,20.821,63.254,91.469,57
41.013,21.79,"S",63.007,"Class1",10.974,12.194,51.583,100.449,31
38.416,38.833,"D",58.404,"Class1",31.49,14.001,51.456,70.159,28
72.242,69.619,"E",46.914,"Class2",45.62,39.199,58.086,94.085,29
55.472,20.827,"D",71.775,"Class1",28.067,9.81,49.243,69.921,9
33.379,35.802,"T",63.579,"Class1",33.948,3.359,50.964,76.07,37
83.221,71.899,"E",48.147,"Class2",54.858,18.955,65.94,93.899,8
34.947,11.482,"J",69.66,"Class1",21.16,21.828,50.197,100.746,10
55.819,19.248,"S",70.055,"Class1",23.244,10.13,51.666,73.023,NA
84.35,69.852,"E",46.605,"Class2",21.389,22.786,71.866,91.952,12
34.51,13.328,"N",69.943,"Class1",5.958,17.691,49.946,81.215,41
74.585,70.113,"G",48.518,"Class2",35.257,29.062,60.361,93.516,30
98.991,70.71,"G",45.839,"Class2",54.586,19.304,69.662,92.644,34
50.802,8.929,"T",61.423,"Class1",12.178,1.284,51.633,50.747,22
32.317,24.192,"J",63.957,"Class1",6.571,15.517,49.04,57.614,38
77.382,70.472,"G",48.331,"Class2",61.821,37.18,55.775,92.219,63
69.38,72.064,"X",49.023,"Class2",27.454,22.141,54.732,92.566,66
85.12,70.22,"X",49.307,"Class2",22.597,9.699,51.778,92.871,64
88.157,70.89,"E",45.981,"Class2",55.133,11.436,68.822,90.353,58
38.115,9.076,"D",63.531,"Class1",22.2,11.268,50.354,79.252,41
35.157,22.582,"S",71.018,"Class1",21.121,-0.818,51.862,82.918,42
81.158,68.629,"G",48.251,"Class2",53.668,11.619,48.676,91.929,16
89.459,70.198,"G",47.096,"Class2",34.939,-13.535,53.099,89.717,8
47.698,19.806,"T",58.337,"Class1",33.787,8.061,50.53,62.632,28
53.983,30.339,"S",66.528,"Class1",7.585,3.782,50.505,53.824,36
84.255,71.909,"G",47.549,"Class2",25.554,-7.288,48.246,94.775,14
78.281,71.544,"E",48.212,"Class2",38.69,17.286,45.736,94.229,8
34.543,16.63,"N",66.191,"Class1",15.616,13.375,51.346,69.43,41
55.36,16.798,"S",65.131,"Class1",13.365,2.629,51,70.23,35
55.703,20.535,"D",61.562,"Class1",33.777,3.534,50.641,66.538,34
39.198,21.541,"T",56.437,"Class1",33.113,NA,51.547,93.667,9
68.435,71.078,"I",47.38,"Class2",31.855,17.214,47.457,92.028,57
34.244,17.042,"S",76.432,"Class1",25.251,19.612,51.027,37.769,38
52.869,31.524,"S",68.016,"Class1",34.808,13.817,51.262,70.156,10
40.95,18.589,"D",69.964,"Class1",20.04,8.48,50.001,68.964,40
76.031,71.148,"G",46.901,"Class2",27.117,18.392,58.733,92.393,2
94.995,71.123,"U",47.064,"Class2",16.646,21.055,72.743,93.118,20
98.596,70.798,"G",48.351,"Class2",51.655,18.221,66.472,92.651,47
72.71,70.076,"I",46.212,"Class2",62.476,9.497,68.554,92.884,74
43.273,20.298,"J",70.229,"Class1",31.358,0.25,51.58,78.477,36
47.994,46.204,"S",65.092,"Class1",33.055,17.045,50.711,85.971,25
95.951,70.446,"G",49.074,"Class2",32.701,2.922,52.544,92.852,29
42.893,26.814,"S",67.391,"Class1",27.154,14.324,49.264,82.621,30
88.919,70.141,"U",47.702,"Class2",26.777,19.184,50.341,92.029,18
90.633,69.87,"X",47.283,"Class2",22.629,23.919,47.316,93.288,59
76.317,69.842,"X",47.424,"Class2",31.59,28.994,48.037,93.641,62
83.669,67.812,"X",47.615,"Class2",60.615,15.528,66.714,94.124,4
71.645,70.394,"U",48.378,"Class2",35.121,41.618,50.804,89.266,18
43.632,19.1,"N",56.282,"Class1",31.569,24.999,50.886,70.672,43
87.588,70.06,"X",47.356,"Class2",43.118,4.752,67.659,92.607,36
88.783,70.773,"X",47.16,"Class2",53.207,17.254,72.051,92.537,NA
35.364,18.912,"N",62.088,"Class1",26.11,12.961,49.507,67.169,9
72.486,72.254,"G",46.631,"Class2",62.602,20.722,47.427,92.796,62
98.388,73.166,"I",47.964,"Class2",26.686,11.879,44.39,92.986,47
91.671,71.29,"U",46.415,"Class2",56.267,9.059,63.226,92.303,42
32.071,17.215,"D",66.849,"Class1",23,10.543,51.503,68.75,22
87.788,71.47,"G",47.331,"Class2",56.243,5.084,67.747,93.097,53
85.246,71.554,"X",47.472,"Class2",25.534,19.597,57.955,93.393,21
84.292,71.059,"I",46.734,"Class2",51.176,25.977,52.087,91.142,30
36.887,28.346,"J",62.418,"Class1",16.051,8.204,50.168,69.963,41
96.368,72.938,"X",49.337,"Class2",31.934,24.591,69.434,94.238,66
53.971,33.321,"D",67.059,"Class1",21.437,20.023,50.637,92.619,34
36.157,32.224,"N",70.17,"Class1",20.729,2.602,50.94,62.804,34
89.614,70.742,"G",46.098,"Class2",31.849,15.482,62.603,92.41,50
75.697,67.4,"G",46.892,"Class2",56.18,7.886,46.564,93.606,4
44.425,29.965,"S",62.83,"Class1",20.296,NA,51.894,82.535,21
81.172,70.178,"X",47.786,"Class2",35.287,20.186,47.655,93.136,68
53.054,24.871,"D",65.008,"Class1",15.504,-0.278,51.037,65.323,12
93.877,71.467,"X",45.823,"Class2",23.218,16.016,57.087,90.75,64
52.707,31.258,"J",65.244,"Class1",5.696,1.206,50.683,52.207,17
92.408,69.794,"G",49.334,"Class2",50.018,24.655,63.613,92.413,18
85.617,70.136,"E",48.373,"Class2",51.275,22.577,61.196,92.632,35
40.828,9.203,"N",72.415,"Class1",24.552,15.659,50.142,68.167,43
83.233,70.217,"U",47.54,"Class2",53.381,17.647,67.301,94.46,52
91.419,71.735,"U",47.914,"Class2",27.478,9.106,48.573,92.172,49
96.769,72.632,"U",48.719,"Class2",50.311,17.983,67.443,92.509,21
86.71,70.998,"U",46.499,"Class2",20.16,2.233,44.524,93.538,7
51.778,21.733,"T",61.789,"Class1",11.653,9.225,50.544,53.947,26
80.625,71.005,"X",49.899,"Class2",28.061,10.293,51.169,92.513,45
40.173,14.265,"J",57.028,"Class1",6.31,8.492,49.504,60.826,31
54.167,30.212,"N",67.723,"Class1",10.339,11.988,49.329,74.722,21
44.227,23.774,"J",74.353,"Class1",13.503,6.112,51.474,39.007,33
32.716,17.107,"S",74.892,"Class1",23.73,11.144,51.162,53.563,11
50.344,26.08,"S",75.401,"Class1",23.674,8.253,51.486,61.928,36
45.226,24.479,"J",63.1,"Class1",18.703,14.256,50.988,67.468,NA
88.111,70.816,"E",47.266,"Class2",47.008,5.999,56.333,90.532,14
89.86,70.427,"I",49.21,"Class2",23.218,27.527,49.108,93.601,63
89.911,69.035,"G",47.668,"Class2",32.765,30.542,52.004,91.579,72
49.721,26.864,"N",80.841,"Class1",17.231,20.199,50.977,86.672,24
30.236,19.548,"S",66.573,"Class1",30.717,14.57,50.225,41.998,17
87.272,73.236,"U",47.718,"Class2",27.701,28.538,63.895,92.462,19
49.644,-4.278,"S",70.618,"Class1",30.263,12.428,51.683,52.263,31
75.84,73.594,"U",48.475,"Class2",56.916,16.717,70.467,93.019,71
50.053,7.053,"T",56.997,"Class1",24.406,12.626,49.206,84.109,36
85.178,71.25,"E",49.592,"Class2",14.356,14.842,53.305,91.678,12
93.324,72.684,"X",46.704,"Class2",31.32,34.295,51.84,92.421,75
44.706,10.603,"N",62.115,"Class1",26.397,NA,49.35,84.192,27
80.754,71.215,"U",46.08,"Class2",16.654,4.242,44.784,93.171,72
35.864,30.304,"N",52.232,"Class1",28.111,11.613,49.109,63.597,41
49.539,24.199,"N",72.977,"Class1",5.342,8.768,50.37,76.007,29
76.735,71.171,"E",48.547,"Class2",43.023,18.584,55.666,92.86,21
37.217,29.515,"J",64.455,"Class1",30.885,18.83,49.505,89.208,NA
82.234,70.435,"U",48.831,"Class2",30.001,7.888,72.304,94.47,27
91.499,70.662,"X",48.584,"Class2",28.147,34.063,63.991,91.944,24
83.595,71.762,"U",47.507,"Class2",29.334,5.109,62.403,92.153,3
46.64,26.597,"T",67.745,"Class1",35.172,23.839,51.579,77.308,37
55.105,20,"T",45.735,"Class1",23.462,12.443,51.348,67.98,9
77.201,71.437,"I",46.455,"Class2",64.28,25.584,64.444,91.961,3
81.466,70.569,"E",46.546,"Class2",27.198,25.314,60.476,93.972,51
55.933,18.796,"S",61.691,"Class1",18.365,10.294,50.021,71.014,28
95.482,69.693,"X",47.438,"Class2",22.252,29.11,56.169,93.588,11
39.514,10.134,"T",71.116,"Class1",12.422,15.157,50.93,64.498,9
52.842,17.805,"D",57.946,"Class1",7.853,11.389,50.031,74.942,40
72.771,70.466,"E",50.113,"Class2",29.874,27.014,44.434,92.336,67
68.236,70.466,"X",48.127,"Class2",31.869,8.761,67.214,91.977,64
93.233,73.659,"X",47.938,"Class2",24.844,21.543,48.576,92.421,67
36.57,22.84,"D",55.128,"Class1",21.007,9.872,51.872,67.555,16
47.812,30.877,"N",60.153,"Class1",10.651,3.338,51.339,58.648,29
28.686,16.441,"S",56.707,"Class1",18.858,16.49,51.962,67.722,29
41.19,24.563,"S",78.168,"Class1",6.126,14.219,51.26,55.68,20
50.329,15.611,"N",62.449,"Class1",18.055,NA,50.898,69.183,14
69.581,72.262,"I",47.489,"Class2",17.097,16.487,54.899,93.753,67
98.223,69.238,"U",47.703,"Class2",54.427,23.801,69.714,90.673,19
43.92,21.892,"J",60.732,"Class1",8.638,5.382,49.067,85.953,29
51.088,22.869,"S",60.781,"Class1",21.691,4.234,50.53,62.556,NA
69.919,68.894,"G",48.99,"Class2",27.876,10.225,50.941,93.7,45
33.09,23.683,"T",73.192,"Class1",18.64,18.485,51.44,54.812,9
73.914,70.055,"U",48.65,"Class2",51.15,23.691,43.542,92.211,59
37.937,19.652,"D",64.387,"Class1",27.334,7.118,49.655,98.419,27
33.318,17.975,"D",74.601,"Class1",34.337,11.648,50.614,41.63,21
50.397,11.805,"D",61.516,"Class1",6.229,20.073,51.224,86.744,12
76.608,71.381,"X",48.575,"Class2",23.236,5.86,62.926,90.218,49
47.308,46.352,"D",75.557,"Class1",21.569,9.355,51.207,106.355,25
85.414,69.361,"E",48.861,"Class2",56.557,18.507,58.651,91.359,11
86.143,73.062,"U",46.06,"Class2",54.621,10.591,55.003,92.749,37
49.227,13.362,"N",68.637,"Class1",19.677,1.536,50.825,54.034,16
85.656,73.78,"X",46.675,"Class2",45.933,32.559,57.51,92.347,52
74.843,71.635,"X",47.223,"Class2",60.449,NA,45.254,91.319,66
97.679,71.497,"U",48.593,"Class2",35.086,15.766,63.372,91.673,64
37.47,26.472,"S",52.845,"Class1",12.909,11.588,50.848,74.835,42
49.075,31.507,"N",68.134,"Class1",16.501,6.691,51.993,52.101,26
42.906,21.44,"D",65.351,"Class1",8.039,8.956,49.627,38.263,11
89.429,71.055,"E",46.869,"Class2",14.111,16.663,48.293,93.038,54
85.931,70.461,"I",46.86,"Class2",16.903,20.087,56.069,92.813,46
37.542,11.918,"T",67.854,"Class1",27.496,12.643,51.616,86.127,28
51.31,19.682,"D",60.578,"Class1",26.066,15.664,50.481,53.136,29
39.163,9.368,"S",62.377,"Class1",15.447,11.057,50.257,63.492,36
41.677,16.33,"D",52.289,"Class1",34.158,35.584,51.189,77.51,34
92.327,72.386,"G",47.297,"Class2",26.996,20.403,71.445,92.244,25
40.067,34.879,"J",65.946,"Class1",30.482,15.574,51.134,60.292,39
55.176,31.157,"J",81.756,"Class1",25.05,9.32,50.698,95.233,33
81.118,73.701,"U",48.216,"Class2",25.355,1.379,71.518,91.788,44
90.272,70.303,"E",47.518,"Class2",43.31,16.51,58.013,94.777,69
39.216,16.359,"D",57.049,"Class1",19.021,14.4,49.912,52.779,24
47.905,8.424,"T",59.715,"Class1",33.684,22.548,50.234,52.573,34
87.606,71.165,"X",46.898,"Class2",21.196,-4.377,57.448,92.131,10
55.969,15.696,"D",52.86,"Class1",22.119,-4.773,49.451,74.005,17
98.094,73.767,"G",47.542,"Class2",14.475,10.248,55.143,93.464,14
39.542,19.783,"N",64.398,"Class1",28.633,13.108,51.849,93.719,23
