"NIR1","BCV2","DTG3","RYA4","WVT5","OFL6","YPK7","Output9","YAD8","JVN9","IWF10","BUI11","PRQ12"
64.344,55.06,73.918,"H",32,30.523,45,"Class3",9.232,66.046,75.346,63.827,"R"
81.543,-0.26,53.81,"V",NA,36.294,NA,"Class5",56.739,68.559,75.168,50.949,"C"
25.132,58.76,14.969,"J",21,44.382,26,"Class1",63.612,46.807,34.537,29.148,"P"
69.547,86.627,43.323,"T",29,89.005,11,"Class2",54.438,62.856,75.341,72.354,"B"
81.308,52.048,40.155,"U",91,56.771,41,"Class4",25.659,22.073,81.408,12.968,"Q"
55.624,87.713,43.476,"O",28,87.007,8,"Class2",37.376,59.782,76.78,60.084,"W"
22.253,52.236,20.46,"X",24,75.502,27,"Class1",74.438,79.903,27.062,28.76,"P"
56.254,97.251,47.059,"V",24,85.731,NA,"Class2",38.861,82.699,61.121,54.821,"V"
54.655,4.85,62.664,"D",71,111.456,3,"Class5",56.268,38.357,69.533,44.917,"F"
6.036,34.337,19.586,"X",21,53.239,26,"Class1",82.731,72.58,35.462,30.945,"I"
71.898,85.844,43.418,"T",25,87.388,11,"Class2",33.364,61.91,64.635,47.607,"V"
65.042,76.109,43.857,"T",25,85.309,NA,"Class2",53.104,77.008,74.386,62.477,"V"
69.759,35.227,91.886,"H",9,28.253,50,"Class3",8.744,75.636,64.764,64.832,"E"
82.364,77.58,43.426,"S",36,88.607,8,"Class2",45.358,70.869,79.388,37.435,"B"
86.507,29.702,53.885,"D",35,69.93,4,"Class5",57.151,64.914,70.472,49.733,"H"
54.132,45.516,46.263,"D",31,14.066,13,"Class5",55.01,62.758,72.605,53.066,"F"
20.608,52.158,19.516,"J",18,27.325,50,"Class1",81.216,25.992,31.317,30.201,"P"
74.665,11.703,54.966,"D",34,98.613,14,"Class5",55.656,55.656,78.846,48.971,"G"
74.094,52.104,24.172,"Y",92,40.679,NA,"Class4",30.28,45.994,57.187,30.091,"Q"
58.348,82.517,45.666,"R",27,88.141,13,"Class2",35.307,79.863,70.181,86.737,"B"
84.89,85.953,45.852,"T",29,90.552,12,"Class2",27.681,71.681,85.219,64.209,"Q"
73.09,52.32,20.549,"Y",93,67.541,48,"Class4",63.315,46.292,90.197,25.883,"T"
78.556,52.427,39.995,"Y",91,58.272,48,"Class4",31.4,21.556,83.084,30.935,"Y"
62.121,30.319,51.455,"H",29,28.742,52,"Class3",13.244,63.958,86.953,58.056,"O"
4.258,35.614,10.244,"T",15,84.945,57,"Class1",78.18,23.131,31.589,25.292,"N"
86.713,52.955,16.715,"E",92,53.819,NA,"Class4",64.154,28.11,45.809,31.652,"Y"
73.062,2.432,63.823,"J",27,74.857,5,"Class5",56.926,42.749,70.39,43.824,"Z"
86.401,13.48,49.466,"O",68,79.689,15,"Class5",55.092,66.267,71.464,36.97,"H"
79.868,38.702,57.23,"A",22,57.553,4,"Class5",56.655,74.359,77.566,57.149,"F"
81.754,86.871,47.219,"O",31,87.454,8,"Class2",40.265,67.653,81.429,51.436,"A"
73.965,77.141,43.833,"R",36,90.025,7,"Class2",34.154,85.078,72.743,56.867,"A"
83.31,52.656,33.065,"R",93,62.587,46,"Class4",76.05,49.166,8.785,14.558,"T"
78.596,56.093,37.877,"U",93,43.677,48,"Class4",59.917,14.722,80.082,29.539,"Y"
77.303,53.704,62.683,"J",NA,35.578,NA,"Class5",57.248,54.114,66.287,39.663,"F"
59.724,85.035,42.138,"V",30,89.522,11,"Class2",38.479,79.587,60.003,65.19,"V"
62.144,20.132,70.421,"K",11,39.847,48,"Class3",8.958,60.687,73.165,51.935,"R"
84.609,51.001,32,"G",93,62.808,47,"Class4",39.937,46.947,18.719,31.797,"A"
65.844,31.373,71.232,"Q",8,29.088,52,"Class3",5.61,77.55,66.962,63.987,"B"
57.893,76.378,43.858,"S",NA,90.497,8,"Class2",42.842,75.997,60.809,87.343,"B"
49.621,54.557,47.912,"O",54,52.8,9,"Class5",56.457,60.679,60.501,38.322,"C"
84.261,56.546,13.644,"Y",93,58.06,42,"Class4",33.649,24.608,8.389,30.729,"T"
48.402,0.398,49.831,"A",60,61.334,7,"Class5",56.626,77.121,77.066,42.608,"F"
60.915,47.011,47.712,"K",18,21.267,45,"Class3",11.556,63.748,78.071,58.016,"R"
19.301,65.289,14.557,"V",18,82.106,27,"Class1",73.952,31.12,29.946,26.126,"N"
83.613,95.427,46.299,"O",24,87.27,8,"Class2",34.736,82.822,65.617,44.64,"Q"
52.695,26.381,45.688,"J",69,79.01,14,"Class5",55.867,80.067,63.259,38.093,"C"
12.146,54.674,11.181,"T",26,22.943,27,"Class1",75.461,81.437,35.259,25.55,"P"
65.307,88.329,43.649,"R",28,88.648,7,"Class2",60.66,78.755,74.448,89.685,"Q"
18.049,49.891,12.887,"X",16,25.877,49,"Class1",83.436,11.32,28.918,24.127,"I"
23.59,71.539,13.52,"J",15,55.101,59,"Class1",74.059,53.061,28.045,30.696,"N"
67.657,82.568,44.462,"T",37,88.146,8,"Class2",13.421,87.914,74.698,69.917,"V"
73.525,48.114,21.952,"U",93,32.813,NA,"Class4",40.005,14.07,63.136,18.761,"Q"
67.962,59.516,80.94,"C",19,28.183,50,"Class3",12.315,79.004,63.919,57.083,"O"
69.566,3.319,54.142,"A",67,82.631,4,"Class5",55.275,75.019,77.83,43.573,"F"
22.375,53.857,13.79,"T",19,47.871,56,"Class1",72.684,14.002,33.245,30.589,"K"
79.539,53.705,30.59,"Y",91,41.603,NA,"Class4",40.513,30.612,10.644,17.838,"A"
60.681,34.663,50.073,"Q",38,31.173,49,"Class3",17.674,64.688,61.567,61.805,"R"
68.386,42.034,68.042,"P",13,24.218,46,"Class3",13.708,81.662,68.264,56.447,"B"
85.416,55.546,38.265,"G",91,75.719,49,"Class4",27.337,26.532,26.593,15.181,"V"
86.424,51.748,19.544,"E",93,47.563,49,"Class4",57.674,55.193,29.719,31.815,"Y"
83.233,79.172,42.274,"R",28,86.004,10,"Class2",26.274,68.894,64.342,62.476,"V"
51.893,30.781,63.999,"D",20,83.485,4,"Class5",55.748,57.415,72.447,50.526,"G"
12.971,-0.656,12.39,"J",22,89.373,49,"Class1",80.18,53.202,32.768,30.994,"W"
61.913,29.369,84.494,"K",5,36.343,49,"Class3",13.779,66.529,87.203,64.26,"E"
59.21,21.26,50.072,"C",17,30.691,50,"Class3",7.434,77.328,87.708,62.089,"E"
8.315,70.674,9.34,"T",13,21.858,38,"Class1",73.523,71.56,28.854,24.142,"W"
12.73,44.982,13.455,"J",25,100.73,62,"Class1",72.468,51.669,31.775,28.726,"W"
78.09,96.366,42.226,"S",30,87.608,8,"Class2",39.828,71.565,86.794,87.952,"V"
61.462,88.312,43.948,"V",35,83.985,11,"Class2",57.228,82.702,60.853,57.175,"A"
18.001,57.386,8.318,"J",16,55.78,59,"Class1",71.287,77.378,31.926,27.196,"K"
61.054,85.157,45.755,"S",37,91.57,NA,"Class2",23.493,78.945,77.089,84.544,"B"
55.633,92.059,47.472,"O",32,93.649,13,"Class2",23.786,82.633,84.879,80.791,"B"
77.536,17.124,57.822,"A",30,56.584,5,"Class5",55.136,58.502,60.023,48.789,"H"
63.157,40.247,91.054,"H",45,29.97,47,"Class3",5.008,73.309,83.939,57.449,"O"
70.151,42.797,50.052,"O",69,32.573,3,"Class5",56.386,88.954,73.226,36.555,"C"
64.639,74.687,45.121,"O",24,88.675,8,"Class2",19.892,61.275,61.876,77.215,"V"
68.299,94.533,44.465,"S",26,86.337,11,"Class2",29.534,64.742,60.952,60.109,"B"
53.505,40.593,46.84,"V",36,-23.122,NA,"Class5",56.107,81.598,78.572,39.199,"C"
65.854,83.544,43.183,"T",31,84.093,10,"Class2",36.949,82.496,66.908,50.675,"Q"
74.64,51.466,41.3,"U",92,26.575,49,"Class4",15.233,21.421,37.691,31.137,"Y"
56.166,28.788,66.448,"K",NA,21.639,45,"Class3",19.9,75.162,88.803,53.904,"B"
19.882,84.245,11.748,"V",24,74.616,41,"Class1",80.41,33.925,28.948,29.73,"P"
14.875,36.002,18.396,"X",NA,77.424,52,"Class1",78.882,86.996,34.076,28.848,"P"
6.073,64.324,18.54,"T",NA,69.502,60,"Class1",82.836,40.998,34.28,29.434,"W"
63.525,51.557,90.918,"C",24,23.29,53,"Class3",19.861,61.08,71.619,62.173,"E"
65.62,87.471,44.361,"S",35,87.383,13,"Class2",4.553,47.578,66.227,63.34,"V"
59.47,91.861,42.582,"T",33,84.839,8,"Class2",59.69,64.432,63.399,42.178,"B"
54.876,71.534,55.194,"V",66,134.328,3,"Class5",56.006,72.271,59.252,45.564,"F"
85.796,52.51,9.488,"E",NA,15.166,47,"Class4",-4.644,48.662,21.086,27.674,"Q"
81.642,50.895,24.473,"G",92,39.439,46,"Class4",32.287,51.675,82.786,18.77,"Q"
69.476,96.454,47.659,"T",35,86.676,9,"Class2",33.535,49.68,66.634,92.306,"V"
71.232,50.454,59.884,"V",32,-1.979,3,"Class5",56.137,77.505,76.707,43.464,"F"
62.386,36.372,82.282,"H",33,37.794,52,"Class3",7.831,67.347,65.329,58.736,"O"
3.917,13.338,12.368,"T",21,75.465,31,"Class1",70.993,61.422,30.582,27.998,"K"
59.189,37.265,47.493,"J",50,20.729,6,"Class5",56.028,98.646,74.42,48.105,"F"
20.518,48.089,11.962,"V",24,62.26,26,"Class1",76.784,54.426,33.93,26.85,"P"
59.443,51.309,76.85,"H",30,21.148,49,"Class3",12.355,78.615,91.739,64.437,"D"
67.472,31.581,87.177,"H",NA,18.676,49,"Class3",3.212,55.242,88.637,64.804,"D"
79.739,51.841,56.98,"A",19,78.318,19,"Class5",56.231,36.792,73.747,40.678,"C"
77.531,53.448,20.261,"U",92,43.277,45,"Class4",83.443,51.294,92.336,35.68,"Y"
52.453,41.123,50.142,"A",17,64.755,10,"Class5",57.054,80.217,64.139,38.863,"H"
58.38,86.751,46.131,"T",35,88.107,8,"Class2",53.39,51.43,80.353,59.693,"W"
55.834,21.922,59.819,"D",24,69.537,15,"Class5",57.84,81.386,62.804,36.846,"C"
81.57,49.312,17.796,"E",91,23.106,43,"Class4",43.782,21.807,82.659,24.763,"V"
64.546,86.629,44.128,"R",26,91.659,14,"Class2",43.119,47.697,86.044,94.94,"V"
76.751,29.155,44.181,"V",63,71.227,4,"Class5",55.625,69.752,66.14,56.365,"C"
56.974,30.013,67.762,"C",39,33.204,49,"Class3",5.029,77.637,72.69,56.884,"D"
54.274,39.823,84.045,"H",19,31.019,51,"Class3",20.068,77.236,83.313,52.89,"R"
80.111,41.865,63.196,"D",66,95.918,1,"Class5",56.311,86.47,76.901,37.865,"G"
7.148,27.585,10.068,"J",11,95.17,46,"Class1",80.547,56.858,33.956,24.715,"K"
83.466,90.895,43.808,"R",33,86.765,10,"Class2",21.671,70.239,72.289,39.333,"W"
58.714,36.219,78.76,"P",41,23.041,45,"Class3",7.584,67.694,79.056,55.754,"D"
73.263,53.556,33.063,"E",93,64.648,40,"Class4",16.947,70.471,75.493,35.532,"V"
57.016,35.618,93.663,"Q",50,35.43,47,"Class3",16.882,64.152,72.588,62.707,"O"
56.769,24.599,72.206,"P",39,23.653,46,"Class3",23.696,77.498,84.328,54.452,"E"
81.436,56.29,10.559,"U",93,63.242,40,"Class4",30.933,28.244,63.619,15.211,"Q"
78.746,89.35,44.809,"S",28,87.625,12,"Class2",61.709,70.582,62.001,49.73,"V"
77.949,49.919,29.277,"G",92,51.927,46,"Class4",40.192,-21.527,77.365,29.583,"Q"
59.635,97.784,45.642,"T",30,87.652,13,"Class2",15.075,65.757,87.096,75.081,"B"
64.058,91.456,46.281,"R",37,88.472,8,"Class2",30.052,77.64,60.56,65.465,"Q"
76.744,93.333,42.889,"R",30,83.619,11,"Class2",53.32,59.165,63.207,48.581,"V"
74.91,85.724,45.395,"O",28,87.478,12,"Class2",38.064,70.03,89.931,45.539,"B"
24.163,63.553,15.217,"T",26,46.769,61,"Class1",72.662,60.909,29.798,25.265,"K"
76.17,47.385,8.129,"R",92,61.604,NA,"Class4",23.946,52.389,76.011,12.548,"A"
67.35,40.375,84.247,"C",27,32.736,52,"Class3",3.918,56.17,63.407,58.685,"D"
76.868,51.056,19.089,"G",92,48.343,40,"Class4",40.055,46.251,20.239,14.003,"T"
80.74,52.969,27.294,"Y",92,65.595,47,"Class4",20.621,50.977,61.015,19.304,"Q"
79.058,50.353,9.965,"E",93,47.083,52,"Class4",18.918,23.668,30.934,27.562,"Q"
11.211,39.851,11.115,"T",17,83.859,53,"Class1",80.01,66.069,32.115,25.47,"W"
55.272,81.869,46.271,"T",31,91.998,7,"Class2",27.465,64.924,86.159,66.355,"V"
8.015,40.965,17.269,"T",NA,37.141,49,"Class1",75.593,81.746,35.233,25.731,"N"
86.186,85.296,44.685,"S",30,84.18,8,"Class2",45.189,69.353,87.96,39.048,"V"
56.543,33.753,89.338,"P",28,25.497,46,"Class3",2.2,73.757,69.635,62.332,"B"
79.176,52.845,27.637,"G",91,28.476,51,"Class4",38.088,33.993,19.506,23.812,"V"
55.472,11.785,49.447,"O",47,56.34,7,"Class5",57.639,52.427,65.388,37.11,"F"
68.666,90.14,45.507,"T",32,91.771,14,"Class2",46.555,56.565,69.576,53.232,"B"
65.12,24.681,96.103,"Q",39,23.594,NA,"Class3",19.051,72.177,86.047,61.671,"B"
12.475,35.328,8.812,"T",15,102.135,49,"Class1",79.617,46.742,28.521,23.151,"W"
81.959,53.473,16.935,"E",93,72.646,NA,"Class4",30.212,22.219,82.245,31.023,"T"
69.483,90.049,43.734,"S",34,85.859,10,"Class2",40.205,82.958,89.107,87.825,"B"
75.086,49.449,35.542,"G",91,58.267,46,"Class4",4.438,19.182,40.204,34.552,"V"
78.8,96.336,46.836,"S",29,91.561,14,"Class2",11.922,64.697,77.201,57.637,"V"
10.855,47.952,11.015,"J",20,55.076,47,"Class1",67.709,65.252,33.021,27.95,"P"
21.922,36.86,15.197,"J",22,48.529,63,"Class1",77.725,77.435,35.341,28.508,"N"
59.089,84.819,45.974,"R",34,88.569,13,"Class2",45.927,100.291,65.151,45.786,"V"
9.426,38.754,8.473,"V",16,89.779,52,"Class1",72.15,72.22,32.718,25.093,"K"
64.096,34.764,63.907,"C",39,25.98,46,"Class3",8.605,71.603,63.835,55.86,"O"
73.661,53.582,31.661,"E",91,47.336,41,"Class4",26.635,-5.055,90.28,35.51,"A"
68.604,25.831,57.852,"A",61,32.888,NA,"Class5",55.489,86.782,78.458,53.675,"C"
66.818,91.055,44.287,"R",37,87.984,14,"Class2",54.611,75.727,70.454,75.649,"B"
47.433,60.112,60.064,"V",54,49.252,12,"Class5",56.17,77.499,74.029,36.413,"G"
68.69,-18.457,53.631,"O",71,77.459,5,"Class5",56.84,58.155,70.757,49.098,"F"
72.871,43.808,44.123,"J",45,74.834,8,"Class5",55.333,57.814,65.895,42.007,"G"
49.96,12.301,57.481,"J",24,61.548,1,"Class5",56.435,58.155,69.825,53.357,"Z"
70.35,92.228,42.038,"T",24,93.198,12,"Class2",30.771,79.897,86.837,45.632,"V"
54.963,66.883,47.168,"J",59,45.297,5,"Class5",54.997,61.514,66.773,36.476,"G"
58.775,24.61,61.517,"J",70,68.414,10,"Class5",54.995,57.302,70.642,46.886,"F"
69.879,75.936,47.556,"V",32,88.52,13,"Class2",52.796,70.203,67.85,82.293,"V"
73.746,49.13,16.315,"Y",93,70.284,46,"Class4",50.125,31.923,28.492,14.65,"Q"
62.752,31.961,94.027,"P",42,30.329,53,"Class3",3.644,71.068,86.645,57.559,"R"
81.144,0.537,56.971,"V",60,75.726,9,"Class5",56.071,83.224,62.034,53.103,"H"
69.722,30.346,47.861,"Q",6,32.223,46,"Class3",6.33,54.587,81.143,55.798,"B"
76.893,87.465,43.621,"T",24,86.679,8,"Class2",37.37,75.992,88.663,56.038,"Q"
71.9,14.229,53.41,"A",31,69.754,14,"Class5",56.176,75.902,74.742,47.394,"Z"
67.747,90.091,46.293,"S",28,87.279,12,"Class2",54.717,76.881,72.666,74.151,"B"
61.332,11.718,61.66,"J",48,100.176,11,"Class5",55.697,70.964,74.677,55.651,"G"
56.053,44.18,63.434,"C",35,27.225,45,"Class3",5.144,63.466,73.523,60.819,"O"
70.307,90.482,44.346,"S",26,91.829,9,"Class2",61.039,46.649,83.731,98.837,"A"
74.586,50.701,20.744,"E",91,54.997,40,"Class4",12.209,37.056,77.109,30.121,"T"
5.589,28.16,8.077,"V",11,44.098,46,"Class1",79.239,58.145,30.245,23.884,"K"
63.308,37.567,88.737,"H",31,26.575,45,"Class3",8.686,68.551,88.443,54.041,"B"
56.586,40.401,96.509,"C",26,31.857,NA,"Class3",13.162,51.738,91.703,51.367,"D"
82.38,84.465,47.873,"R",30,87.734,7,"Class2",32.11,63.445,60.099,73.266,"A"
58.85,22.116,62.181,"Q",23,31.105,51,"Class3",4.289,59.471,90.928,53.269,"D"
70.139,92.523,44.791,"T",36,94.074,8,"Class2",46.511,65.565,78.337,67.099,"W"
77.391,51.038,15.274,"R",93,39.992,49,"Class4",63.947,26.026,44.374,31.636,"T"
49.922,80.044,62.944,"O",63,69.47,11,"Class5",55.237,56.23,77.659,54.82,"F"
71.021,100.532,46.295,"O",NA,88.956,10,"Class2",30.941,69.061,78.379,65.615,"B"
79.46,50.377,13.327,"R",93,42.143,45,"Class4",63.175,38.473,7.703,33.244,"A"
49.911,25.988,49.905,"D",42,57.695,10,"Class5",56.924,62.299,65.148,36.205,"F"
57.026,19.834,63.348,"A",61,32.453,5,"Class5",55.992,85.049,77.058,40.525,"G"
63.281,22.713,58.731,"V",25,18.268,NA,"Class5",56.12,76.799,67.667,57.015,"F"
54.003,48.847,59.222,"D",48,67.652,14,"Class5",56.213,67.594,67.6,54.102,"G"
84.415,52.756,23.615,"U",93,43.555,43,"Class4",10.658,62.696,59.903,27.433,"Y"
10.614,70.421,17.213,"V",11,74.287,29,"Class1",66.862,34.687,33.35,29.439,"P"
84.616,53.977,8.525,"U",93,27.181,48,"Class4",40.701,41.256,15.042,34.111,"V"
60.523,43.025,83.445,"Q",41,24.776,45,"Class3",8.241,71.399,62.762,62.336,"E"
15.101,48.041,20.068,"J",21,38.134,42,"Class1",77.051,79.153,28.754,24.712,"I"
73.52,95.656,43.956,"V",37,88.858,11,"Class2",49.04,69.241,74.932,87.999,"A"
81.754,50.364,24.993,"U",91,67.715,50,"Class4",19.371,49.431,24.767,25.44,"T"
71.956,18.904,55.974,"D",29,61.221,19,"Class5",55.011,66.284,76.298,53.238,"H"
58.692,31.308,69.439,"Q",43,39.162,48,"Class3",26.748,66.42,90.774,62.755,"D"
61.015,44.786,69.594,"H",NA,32.941,52,"Class3",10.164,67.462,74.015,53.658,"R"
69.23,28.296,58.099,"D",68,50.244,10,"Class5",56.024,73.218,59.331,52.284,"Z"
87.257,33.867,57.594,"A",60,53.312,18,"Class5",56.378,52.647,76.404,50.835,"H"
61.263,21.036,55.191,"A",67,20.636,19,"Class5",56.042,89.693,66.388,55.949,"F"
24.72,32.007,15.492,"C",23,29.728,43,"Class1",82.779,85.941,36.808,25.727,"P"
18.848,38.672,15.946,"X",18,70.877,27,"Class1",75.061,72.919,27.974,23.899,"W"
79.538,50.586,38.566,"U",92,46.285,43,"Class4",58.504,57.673,93.997,12.518,"Q"
76.504,57.328,55.989,"O",35,72.31,16,"Class5",55.286,86.623,68.476,41.984,"H"
60.211,24.334,47.152,"C",41,25.428,47,"Class3",-0.134,77.99,86.588,59.678,"E"
76.752,20.216,46.353,"A",59,69.375,17,"Class5",56.584,45.421,68.546,42.703,"C"
7.415,46.49,11.403,"T",22,74.798,54,"Class1",78.027,47.956,32.81,31.536,"K"
84.172,19.786,44.361,"J",64,21.744,5,"Class5",55.34,71.586,71.123,38.85,"G"
23.99,20.538,9.716,"C",17,58.047,41,"Class1",75.632,14.26,31.365,23.481,"I"
73.866,53.769,31.411,"E",92,51.697,43,"Class4",42.099,36.526,61.945,25.249,"A"
66.103,32.41,83.221,"K",32,25.99,47,"Class3",28.52,71.537,69.287,60.848,"O"
81.12,15.932,59.688,"A",56,27.178,19,"Class5",56.306,75.18,73.34,42.019,"Z"
83.582,92.095,42.926,"V",28,86.453,10,"Class2",18.418,45.448,73.462,96.205,"W"
61.2,100.834,42.516,"R",36,91.847,NA,"Class2",39.685,70.766,84.006,96.504,"W"
78.047,53.405,24.846,"Y",92,54.972,51,"Class4",53.502,43.6,18.422,20.471,"Q"
74.036,55.717,9.991,"R",93,23.283,42,"Class4",54.751,24.208,47.038,30.535,"A"
25.532,35.129,8.975,"X",17,71.807,64,"Class1",76.222,54.16,35.243,23.207,"W"
18.949,112.447,17.622,"V",13,59.043,38,"Class1",70.252,88.989,30.661,26.21,"W"
74.195,52.369,36.562,"Y",93,49.169,43,"Class4",20.163,22.382,14.532,18.907,"Y"
7.268,46.548,10.281,"T",26,34.826,30,"Class1",81.197,15.386,33.828,29.099,"K"
57.771,83.789,47.599,"T",27,92.538,11,"Class2",52.596,56.585,83.724,50.279,"V"
78.958,96.564,47.215,"S",33,89.041,11,"Class2",41.402,55.423,75.123,63.865,"Q"
52.488,21.098,49.646,"V",24,39.247,10,"Class5",56.771,80.01,71.266,39.547,"Z"
85.999,52.956,15.589,"R",93,57.542,42,"Class4",20.541,26.214,39.934,26.687,"A"
64.07,26.5,75,"K",17,32.41,53,"Class3",19.801,80.408,62.797,54.713,"E"
73.252,-2.9,59.165,"D",34,88.934,3,"Class5",56.472,68.029,72.54,50.957,"G"
77.892,51.911,35.373,"E",91,68.146,41,"Class4",22.785,27.32,80.602,25.752,"Q"
63.368,24.008,60.257,"D",23,119.367,14,"Class5",57.415,77.405,74.023,53.004,"Z"
80.761,52.487,25.529,"Y",91,35.902,41,"Class4",5.023,4.941,65.39,27.585,"Q"
68.154,33.624,56.619,"A",48,78.082,6,"Class5",55.878,89.413,77.954,44.196,"F"
10.832,43.26,17.515,"J",12,54.755,60,"Class1",83.047,53.273,31.838,29.892,"P"
80.109,34.215,50.539,"J",55,27.383,9,"Class5",56.124,47.047,72.507,43.014,"Z"
58.382,37.536,85.321,"P",28,33.782,45,"Class3",17.942,76.951,90.394,61.841,"E"
78.486,8.152,60.168,"D",53,64.758,14,"Class5",55.288,80.463,75.576,46.324,"G"
9.787,63.658,10.009,"J",13,35.043,59,"Class1",71.681,34.692,34.348,29.272,"N"
83.744,21.576,50.184,"V",NA,73.141,7,"Class5",56.749,80.747,68.325,57.873,"C"
68.291,23.524,54.075,"O",71,48.132,3,"Class5",56.151,85.071,70.391,57.51,"Z"
18.652,62.9,16.287,"J",18,18.697,28,"Class1",75.871,45.207,34.502,31.855,"I"
15.963,35.957,18.352,"J",19,65.815,58,"Class1",73.908,60.118,34.363,23.406,"K"
56.592,24.594,82.95,"H",11,32.206,48,"Class3",11.255,57.251,67.771,52.243,"E"
62.293,33.439,50.069,"V",70,62.527,13,"Class5",55.542,66.606,78.152,40.438,"H"
81.869,-11.58,56.484,"O",21,88.674,NA,"Class5",56.397,73.225,62.675,47.329,"H"
78.464,79.922,45.379,"R",24,87.761,10,"Class2",39.218,80.56,61.556,38.521,"W"
76.723,51.283,14.533,"R",93,55.223,46,"Class4",15.282,30.036,85.45,24.293,"T"
7.736,48.53,9.497,"T",16,4.077,44,"Class1",80.724,65.829,33.841,27.583,"P"
74.09,54.776,41.153,"U",93,69.9,40,"Class4",54.77,27.606,31.215,26.569,"T"
77.816,37.944,63.586,"D",36,69.895,4,"Class5",56.006,67.071,69.751,48.18,"Z"
67.611,35.242,51.999,"Q",23,35.924,48,"Class3",10.799,64.682,88.182,56.227,"B"
84.668,48.927,20.924,"Y",93,28.188,46,"Class4",46.467,38.848,26.601,35.537,"Y"
51.593,24.805,48.034,"J",61,67.681,3,"Class5",56.805,82.646,68.876,52.406,"Z"
60.659,47.275,55.229,"V",25,60.617,10,"Class5",55.665,63.483,67.598,45.361,"C"
71.699,87.593,45.444,"S",24,90.094,NA,"Class2",59.144,89.006,87.618,93.464,"Q"
54.229,32.571,51.923,"J",49,47.681,15,"Class5",55.728,69.697,65.821,47.414,"H"
5.572,48.787,13.257,"J",12,93.636,56,"Class1",80.973,20.1,30.586,24.295,"I"
85.047,53.594,32.28,"Y",93,53.846,43,"Class4",32.024,41.391,15.165,34.236,"Q"
79.851,49.851,34.741,"G",91,74.035,41,"Class4",13.251,46.458,21.766,30.571,"V"
13.945,76.04,11.085,"C",24,78.377,57,"Class1",76.543,32.205,34.938,29.841,"K"
79.063,80.071,43.813,"R",32,90.981,7,"Class2",35.052,71.836,73.892,68.562,"V"
59.637,32.736,51.93,"C",37,39.215,46,"Class3",27.969,64.378,92.415,64.94,"R"
69.318,31.323,81.605,"Q",40,33.96,45,"Class3",11.024,73.33,92.107,51.551,"R"
14.178,34.436,10.202,"C",26,38.574,38,"Class1",78.938,91.628,34.549,29.113,"P"
68.428,36.486,56.834,"V",58,26.101,5,"Class5",56.644,93.203,62.81,46.892,"G"
17.935,41.578,9.055,"T",21,25.094,NA,"Class1",73.29,85.297,30.557,24.647,"N"
68.786,8.633,60.668,"V",34,30.692,11,"Class5",55.238,46.983,63.78,44.675,"F"
57.134,41.899,65.038,"K",28,29.855,49,"Class3",8.321,69.909,68.411,61.697,"E"
83.937,98.386,45.246,"R",35,89.196,14,"Class2",20.668,68.481,83.601,96.805,"Q"
74.698,50.696,40.813,"G",92,61.862,49,"Class4",23.919,31.878,7.62,34.538,"Q"
78.712,84.467,44.272,"R",34,85.668,9,"Class2",33.792,77.103,83.374,57.823,"A"
85.114,47.739,41.46,"R",92,31.788,51,"Class4",2.321,51.471,23.475,15.008,"A"
66.479,40.832,84.264,"C",29,32.048,50,"Class3",9.951,81.464,65.327,56.012,"R"
13.935,47.735,15.176,"T",12,81.629,49,"Class1",81.918,22.757,31.319,31.174,"N"
84.956,52.471,32.054,"Y",92,52.375,41,"Class4",34.25,53.348,31.603,18.688,"T"
79.029,30.75,52.169,"J",37,76.85,16,"Class5",54.922,66.762,75.965,42.221,"G"
80.485,85.967,47.57,"R",33,89.022,14,"Class2",28.584,76.756,83.907,60.731,"A"
66.795,90.202,46.571,"R",31,88.224,9,"Class2",40.343,86.48,73.137,70.569,"A"
59.284,23.713,71.584,"K",35,26.524,48,"Class3",16.93,70.254,81.681,59.016,"D"
20.951,40.723,18.127,"X",17,62.356,39,"Class1",74.964,92.402,33.029,31.964,"W"
85.75,91.765,43.195,"V",28,90.356,13,"Class2",36.923,61.103,77.532,50.25,"W"
78.436,46.584,59.242,"O",68,98.198,14,"Class5",56.621,57.834,60.932,48.692,"F"
58.937,86.4,47.211,"V",33,84.111,7,"Class2",0.248,76.302,66.923,88.114,"Q"
4.818,39.165,20.875,"V",16,48.784,58,"Class1",72.242,76.409,32.53,27.442,"P"
61.679,93.774,46.618,"S",37,88.167,10,"Class2",46.566,13.655,76.047,80.289,"V"
21.654,43.513,19.475,"T",18,46.969,27,"Class1",76.096,17.663,32.466,28.439,"N"
52.821,35.24,61.177,"D",68,44.319,2,"Class5",57.029,56.488,76.393,49.996,"G"
58.291,92.83,44.441,"T",27,86.176,12,"Class2",33.687,73.056,81.691,84.616,"A"
69.315,63.81,53.61,"A",37,78.454,5,"Class5",56.507,61.517,70.475,45.631,"Z"
67.644,86.882,46.533,"S",29,87.313,9,"Class2",50.387,51.339,75.948,65.071,"V"
71.922,78.804,42.399,"T",31,92.488,8,"Class2",37.089,53.37,67.149,43.124,"A"
59.905,82.988,42.639,"T",26,91.422,7,"Class2",52.295,54.242,70.182,58.807,"A"
68.436,66.832,53.601,"A",20,55.149,5,"Class5",56.997,70.441,74.582,48.192,"Z"
7.788,34.734,17.702,"C",23,68.229,50,"Class1",72.376,78.065,33.645,23.143,"W"
