"Output4","RWU1","CEF2","BXM3","PAT4","CYJ5","CAD6","MGW7","EXY8","ZGK9","EIF10","QHO11","WZM12"
"Class2","L",46.499,65.615,86.438,"R",92.588,73.349,73.975,68.117,35,49.167,25
"Class2","A",102.992,61.711,87.765,"L",92.202,76.095,56.631,72.312,57,49.102,67
"Class4","H",9.049,38.214,56.255,"P",64.28,52.661,45.123,90.757,50,36.829,36
"Class4","D",5.161,19.959,85.389,"N",72.665,62.966,61.258,91.002,48,46.263,41
"Class1","X",86.747,25.698,16.619,"V",61.306,65.881,59.446,89.531,71,32.753,59
"Class1","L",88.184,18.466,31.877,"Z",64.951,54.367,31.853,89.619,69,45.029,81
"Class1","X",86.849,16.954,5.771,"Z",60.006,62.166,38.677,90.072,81,48.387,84
"Class1","Y",88.957,17.458,33.338,"E",59.23,69.387,78.435,89.487,57,41.567,81
"Class2","C",57.901,58.066,60.226,"L",68.031,24.414,75.885,64.987,80,54.474,NA
"Class1",NA,79.539,26.373,18.752,"E",59.156,57.429,98.522,89.918,75,68.437,83
"Class5","B",38.608,22.689,69.929,"C",37.844,16.221,35.575,74.358,36,22.38,16
"Class5","G",73.81,28.485,62.366,"P",53.147,46.395,16.658,45.597,20,18.85,29
"Class2","Q",35.09,55.871,33.388,"R",66.67,46.649,77.028,61.746,97,49.479,86
"Class4","D",19.748,54.464,68.229,"W",68.096,57.432,89.457,90.318,51,85.761,46
"Class1","B",90.186,27.571,39.669,"S",63.732,36.655,66.573,90.082,71,45.31,86
"Class2","B",49.059,66.442,70.543,"V",88.351,65.63,9.311,56.748,87,48.066,46
"Class4","D",8.088,26.318,75.456,"Q",62.516,55.422,62.232,90.415,40,23.173,39
"Class1","X",84.796,16.686,31.271,"V",66.95,61.927,53.628,89.578,52,27.447,95
"Class4","H",17.577,37.774,67.126,"Q",58.116,64.504,52.431,93.714,42,16.044,44
"Class4","S",21.262,69.465,84.032,"N",63.6,50.793,26.078,91.611,69,40.268,41
"Class4","R",10.422,45.182,63.716,"W",46.898,48.157,81.901,91.036,48,83.198,NA
"Class5","D",1.912,20.964,46.792,"L",30.597,46.67,46.822,81.122,6,33.633,31
"Class5","D",-17.729,28.209,72.215,"E",43.585,36.657,47.94,29.602,47,27.108,NA
"Class1","L",77.908,25.63,59.49,"D",59.98,36.025,21.089,90.159,64,53.856,79
"Class3","G",69.532,42.788,62.641,"I",22.854,22.089,55.106,33.579,43,31.107,50
"Class1","L",87.906,37.791,64.351,"Z",69.226,66.449,91.517,89.155,54,29.54,79
"Class1",NA,81.975,32.578,41.093,"E",63.689,38.247,74.257,90.828,60,65.62,74
"Class2","A",72.286,56.013,45.915,"R",96.569,26.275,21.724,61.955,18,46.737,31
"Class5","O",47.846,19.991,61.754,"B",37.895,23.191,23.015,54.427,8,16.149,29
"Class1","L",89.562,16.582,40.125,"V",64.127,31.061,89.64,90.137,52,69.232,73
"Class4",NA,18.094,60.973,38.383,"Q",64.288,47.914,38.872,92.756,82,75.539,34
"Class2","A",60.042,68.953,48.969,"Q",69.639,40.154,87.556,55.403,57,45.463,74
"Class2","C",62.205,75.788,35.782,"I",76.57,22.241,30.68,67.668,39,47.064,30
"Class4","H",8.037,138.445,59.113,"E",54.204,59.4,57.861,92.92,65,55.05,47
"Class1","X",77.09,20.741,45.293,"Z",66.026,65.015,39.583,89.784,63,48.117,81
"Class3","Z",62.372,48.222,49.21,"I",23.408,28.014,32.627,7.665,43,30.583,64
"Class4","D",6.086,54.263,48.49,"P",58.613,48.338,51.56,90.197,68,25.117,37
"Class5","G",32.535,29.355,62.867,"C",59.462,36.955,37.03,18.616,44,19.082,26
"Class4","V",4.537,49.428,51.015,"Q",45.47,58.015,83.832,92.172,51,82.317,46
"Class2","L",30.58,53.802,36.94,"I",65.958,52.698,38.078,60.326,45,49.488,51
"Class5","O",57.114,27.011,62.743,"E",30.786,35.446,35.083,29.799,5,14.65,33
"Class3","Z",76.836,56.901,53.942,"F",18.112,21.44,38.322,32.647,54,30.619,40
"Class2","C",26.311,65.774,45.543,"L",87.164,78.875,64.237,64.971,70,47.831,65
"Class2","A",79.1,41.265,76.821,"R",55.568,70.121,98.566,61.884,35,49.258,60
"Class4","S",16.309,59.45,86.695,"E",66.229,48.724,59.254,92.854,55,39.116,41
"Class3","K",71.211,39.795,44.71,"F",27.52,34.529,53.867,19.316,54,30.905,83
"Class1","Y",94.369,14.25,34.988,"V",66.046,34.46,43.013,89.725,55,42.416,76
"Class4","S",15.52,22.14,54.498,"Q",46.039,60.345,96.759,91.291,38,28.86,37
"Class4","D",20.367,38.19,70.042,"P",70.512,48.306,88.208,92.116,93,50.115,44
"Class3","G",79.124,43.853,31.344,"F",21.858,33.137,40.807,11.65,86,30.422,83
"Class2","Q",74.494,67.861,51.69,"V",87.003,40.054,58.118,64.095,17,51.055,65
"Class1","T",78.54,17.779,21.398,"S",62.444,67.581,78.136,89.109,76,46.365,92
"Class4","V",11.126,18.711,97.891,"Q",58.015,56.73,59.019,90.252,96,60.611,42
"Class1","Y",77.808,17.264,59.06,"Z",69.858,36.918,72.582,90.132,61,36.471,81
"Class5","R",36.221,32.315,64.202,"E",63.298,15.032,57.988,90.535,62,22.693,21
"Class5","R",34.192,20.94,60.297,"P",48.225,22.533,52.044,39.662,38,24.385,19
"Class1","Y",80.088,17.076,51.266,"S",59.707,65.139,7.537,90.296,52,36.926,87
"Class4","H",19.409,75.933,74.117,"Q",53.601,54.984,65.367,90.64,92,51.556,47
"Class1","B",86.569,17.197,34.679,"V",62.309,54.54,87.699,90.604,76,67.602,70
"Class2","B",58.166,55.011,38.284,"V",74.534,75.228,74.975,56.567,17,47.265,57
"Class3","G",63.462,54.86,44.499,"U",21.35,24.559,44.774,6.679,62,31.688,66
"Class3","K",72.127,21.892,61.428,"R",18.882,23.779,43.49,15.742,79,30.695,39
"Class5","G",39.24,13.301,63.976,"E",42.681,29.48,35.381,31.179,5,23.283,32
"Class4","R",21.628,54.648,62.774,"N",67.588,56.489,60.483,90.015,72,43.824,41
"Class4","H",8.924,68.744,54.15,"E",71.655,61.387,31.222,91.296,82,27.951,38
"Class3","G",73.713,47.402,70.873,"F",24.418,33.452,42.693,30.996,63,30.163,60
"Class1","Y",77.418,32.092,6.993,"S",62.467,35.483,62.592,89.918,54,50.73,63
"Class3","G",57.083,66.481,65.236,"U",18.964,29.49,43.377,16.088,80,30.349,82
"Class1","T",83.284,29.96,8.257,"V",59.379,68.113,60.844,90.091,76,56.073,62
"Class1","X",89.517,14.407,58.168,"Z",63.528,38.052,33.899,90.31,73,54.903,NA
"Class4","R",3.569,32.438,74.395,"Q",46.203,62.377,80.415,93.538,84,24.685,41
"Class5","B",54.131,19.734,56.271,"L",31.622,22.942,43.214,19.468,6,21.331,16
"Class5","D",90.537,24.264,58.09,"P",29.306,18.937,27.779,28.937,24,16.573,21
"Class1","Y",87.901,15.867,19.146,"S",64.962,35.257,-13.471,90.647,59,61.289,95
"Class1","Y",89.79,26.725,29.803,"E",59.283,68.471,90.651,89.298,55,38.832,NA
"Class5","R",23.082,29.646,57.618,"P",66.103,14.63,40.795,30.713,9,28.009,19
"Class3","Y",81.751,33.119,57.041,"U",23.732,34.974,44.752,32.366,73,30.508,87
"Class3","Y",74.866,34.498,45.66,"R",24.819,27.548,47.916,10.288,84,30.361,NA
"Class4","R",12.884,77.195,65.868,"E",58.629,61.74,63.705,93.506,52,62.935,38
"Class4","R",25.757,61.96,54.623,"Q",46.951,59.796,63.831,90.352,84,42.848,37
"Class1","T",83.107,12.707,58.613,"Z",61.95,59.511,77.042,90.362,56,29.065,NA
"Class4","V",8.168,54.971,89.947,"W",55.488,48.161,23.577,91.161,62,49.897,45
"Class2","C",80.153,69.328,74.917,"L",67.843,49.79,26.471,61.198,23,50.887,74
"Class5","D",36.916,19.641,61.266,"C",37.807,38.875,38.92,87.079,61,24.577,24
"Class4","H",15.705,17.338,70.512,"P",48.841,55.937,49.064,92.23,84,43.288,47
"Class5","R",44.494,28.796,61.576,"L",32.591,21.66,45.168,30.946,35,33.697,21
"Class3","Y",60.406,57.72,54.09,"I",28.811,24.34,51.316,21.612,85,30.74,80
"Class2","L",43.497,49.219,88.414,"V",69.31,45.269,98.87,57.775,88,52.964,74
"Class5","O",11.938,25.435,62.908,"L",34.337,23.101,21.963,34.349,58,32.381,21
"Class2","B",58.118,60.502,68.632,"L",59.712,39.407,31.351,56.279,46,48.167,50
"Class3","Z",81.887,53.623,75.448,"U",22.864,21.664,57.639,30.826,86,31.267,78
"Class1","L",90.587,27.218,37.126,"V",63.442,42.21,68.912,89.087,55,48.048,87
"Class2","B",73.727,57.892,40.448,"Q",62.201,76.935,37.854,66.158,62,53.886,48
"Class5","G",105.874,18.897,74.064,"L",40.084,35.325,66.918,61.791,4,25.897,NA
"Class1","Y",84.405,11.961,24.744,"E",68.86,29.802,90.795,89.124,57,33.912,95
"Class4","S",1.015,-7.05,60.186,"N",52.712,56.361,113.517,93.023,69,39.788,35
"Class3","G",58.664,51.529,62.043,"U",18.914,24.587,41.65,9.356,62,31.004,56
"Class5","O",38.2,17.32,57.104,"L",67.606,15.366,37.789,83.906,20,21.476,31
"Class1","B",80.586,10.954,20.143,"E",66.035,70.691,65.251,90.76,61,51.446,93
"Class1","L",80.006,18.57,9.122,"E",60.228,36.437,64.603,90.515,78,32.522,69
"Class4","V",10.14,33.129,56.238,"Q",73.393,49.96,63.798,92.813,94,70.182,40
"Class4","R",27.959,52.386,66.896,"Q",62.224,57.08,32.977,90.506,43,50.107,46
"Class4","V",30.603,82.202,71.947,"Q",46.82,53.581,63.661,93.379,59,76.103,41
"Class3","G",68.713,53.535,42.97,"F",20.937,26.821,39.507,4.067,66,31.56,63
"Class5","O",34.456,22.801,72.19,"P",66.025,40.276,46.022,34.701,50,28.33,33
"Class1","X",78.321,18.461,18.585,"V",59.396,48.86,99.723,90.517,63,51.946,90
"Class2","B",57.002,63.021,39.802,"L",65.308,18.878,31.851,64.653,86,47.801,73
"Class4","S",26.679,49.838,66.468,"Q",59.255,60.943,60.817,90.331,65,72.779,36
"Class3","G",83.632,40.386,37.146,"W",22.9,28.239,48.927,8.319,69,30.101,61
"Class1","B",85.131,19.77,80.877,"S",65.324,39.561,53.527,90.641,83,37.631,91
"Class4","V",27.397,71.938,43.939,"N",61.508,64.509,60.986,93.563,83,80.991,42
"Class2","A",62.043,71.696,45.314,"I",86.459,22.839,90.009,73.535,78,51.942,79
"Class2","L",18.415,47.954,57.012,"Q",87.987,72.325,65.941,73.033,28,46.925,81
"Class4","H",10.754,89.106,84.188,"E",62.062,58.035,35.884,93.463,66,77.623,45
"Class3","G",65.899,45.367,37.065,"W",22.031,28.504,41.789,23.332,75,30.177,81
"Class5","O",-15.468,28.839,53.682,"C",51.581,17.186,41.787,24.135,34,24.915,23
"Class4","H",21.861,61.547,83.469,"W",55.309,64.924,72.001,90.001,63,66.257,46
"Class5","R",45.57,25.112,70.096,"L",47.578,17.021,69.197,82.818,57,29.989,27
"Class5","D",45.439,17.341,67.923,"B",55.701,26.239,56.357,28.344,27,20.925,32
"Class4","D",2.032,55.665,63.994,"N",73.261,51.73,57.486,90.042,79,30.877,40
"Class3",NA,64.762,42.878,32.181,"I",19.552,35.82,49.127,15.004,59,31.083,74
"Class5","D",101.106,21.313,62.593,"L",64.463,38.306,49.104,33.622,46,31.129,11
"Class3","G",80.598,60.396,58.69,"U",19.404,30.076,55.636,17.742,64,30.005,86
"Class5","O",105.813,20.733,61.45,"P",64.35,25.943,57.53,37.276,36,14.574,16
"Class5","D",73.658,22.887,73.622,"L",52.069,33.727,28.007,17.184,52,32.195,31
"Class1","T",84.474,16.685,33.436,"Z",69.047,71.033,46.929,89.655,58,39.188,NA
"Class4",NA,25.025,27.783,59.544,"E",57.085,53.186,78.858,91.431,82,55.543,46
"Class5","O",48.788,16.277,70.326,"P",30.779,47.151,44.631,32.429,9,20.435,15
"Class1","B",82.415,15.617,56.482,"D",63.662,58.419,18.132,89.984,64,48.871,94
"Class5","G",55.613,22.812,63.83,"P",60.25,16.745,38.476,46.205,25,26.18,26
"Class5","R",26.654,28.259,77.838,"P",36.517,17.681,45.373,77.487,21,20.654,30
"Class4","D",28.254,39.679,78.402,"W",47.129,63.266,47.46,93.835,56,20.546,45
"Class5","G",65.135,16.076,72.673,"E",39.072,46.09,31.308,69.042,0,16.166,24
"Class4","H",-1.996,72.222,82.194,"E",68.013,59.872,48.977,90.704,53,49.171,NA
"Class4","S",8.703,57.029,84.903,"E",53.986,46.776,57.384,91.33,38,20.849,45
"Class2","C",92.828,70.401,59.29,"I",82.535,77.764,66.784,65.067,90,52.134,31
"Class4","R",3.227,48.685,87.122,"N",49.252,59.991,57.768,91.524,76,77.12,47
"Class4","H",19.238,51.585,54.906,"N",59.174,48.155,56.631,91.587,91,74.16,48
"Class3",NA,60.209,52.277,35.006,"R",19.011,31.968,45.607,11.261,62,31.118,49
"Class3","K",50.762,87.017,54.373,"I",22.817,36.743,49.659,31.976,77,30.341,NA
"Class3","G",47.66,48.348,48.281,"I",28.591,31.834,45.017,26.302,61,31.313,61
"Class3","Y",83.473,37.05,51.181,"R",23.415,20.546,53.598,27.897,87,31.973,85
"Class3","Z",66.286,53.564,33.669,"F",22.964,33.805,43.116,28.681,79,31.529,78
"Class1","L",85,37.071,78.852,"V",62.3,70.396,92.899,89.593,72,36.99,60
"Class5","R",99.42,22.514,74.571,"B",64.672,15.83,50.839,89.596,43,14.621,33
"Class5","R",12.043,24.667,59.64,"E",34.785,29.48,44.17,68.973,50,22.777,26
"Class4","D",10.785,45.404,85.368,"N",52.738,51.514,62.439,90.931,41,23.372,39
"Class3",NA,76.842,40.581,58.445,"R",22.242,30.097,41.602,31.666,50,31.567,40
"Class2","C",54.042,68.619,67.195,"Q",86.501,83.062,30.54,64.54,15,51.872,55
"Class5","O",58.735,17.585,75.883,"E",68.987,18.962,40.543,85.4,15,36.535,28
"Class1","L",93.673,17.753,88.039,"V",67.721,39.369,87.124,89.31,63,55.519,96
"Class4","D",-1.421,33.324,72.377,"E",52.823,52.523,108.527,93.643,71,22.268,41
"Class3","Z",68.693,60.719,59.745,"F",27.305,33.151,50.625,15.911,42,30.536,NA
"Class1","L",87.011,30.655,18.932,"D",67.221,37.333,71.528,90.972,72,51.134,74
"Class5","G",48.704,20.733,68.834,"C",39.457,28.583,44.684,84.513,56,15.017,15
"Class3","E",81.799,79.778,59.428,"W",28.566,25.282,44.786,23.245,58,31.113,74
"Class3","K",67.715,58.045,67.798,"F",18.153,31.49,54.121,19.716,57,31.506,55
"Class1",NA,86.81,37.188,22.894,"E",61.736,46.702,18.382,90.407,71,35.026,68
"Class2","B",49.667,43.778,36.815,"R",81.712,20.605,39.024,69.437,48,50.941,68
"Class4","R",6.201,25.102,67.774,"W",42.33,52.083,87.594,90.943,94,57.537,38
"Class1","Y",88.912,19.729,48.343,"E",62.964,50.594,80.861,90.247,78,55.606,80
"Class4","V",9.157,43.053,77.719,"Q",66.728,60.421,76.9,93.335,87,55.198,42
"Class1","X",87.663,15.229,31.69,"Z",61.404,69.9,44.849,89.288,67,40.437,76
"Class2","A",52.21,57.924,27.334,"V",89.699,54.257,63.43,69.096,49,49.217,28
"Class2","B",96.842,71.089,69.107,"R",78.301,28.943,66.224,73.271,96,52.982,66
"Class3","E",99.034,38.279,45.383,"I",21.726,31.746,46.273,30.198,55,31.626,62
"Class4","H",5.522,55.283,80.379,"P",51.225,48.868,108.291,90.644,61,36.916,38
"Class5","D",80.893,21.289,66.594,"L",37.754,14.494,48.688,48.703,11,21.409,31
"Class2","A",84.4,56.847,45.162,"I",72.858,35.013,86.109,66.491,79,49.948,78
"Class2","B",46.159,62.292,61.783,"V",62.906,29.508,80.924,58.578,71,45.066,28
"Class4","V",15.843,46.541,91.988,"N",49.951,53.879,63.757,91.856,64,19.821,39
"Class2","B",86.182,55.189,30.733,"V",73.147,35.904,66.447,55.21,50,52.063,67
"Class3","K",84.147,41.389,73.946,"F",18.493,30.678,49.635,25.727,61,31.706,48
"Class2","L",36.843,66.874,-0.769,"V",89.748,34.692,62.659,73.22,26,47.298,26
"Class4","D",11.056,92.857,74.221,"P",51.462,61.49,90.048,92.986,46,35.545,42
"Class5","G",60.627,17.157,63.015,"E",34.68,37.653,58.761,21.589,10,31.97,25
"Class3","K",72.664,11.659,68.867,"U",25.811,24.396,60.207,23.675,88,30.457,82
"Class3","Z",71,48.779,55.348,"U",28.423,32.227,48.102,17.079,64,30.08,77
"Class2","L",42.8,62.642,50.409,"V",67.166,77.047,21.238,56.191,64,54.828,23
"Class4","S",23.201,48.356,67.479,"N",44.892,56.908,59.951,91.709,60,69.845,33
"Class3","E",88.598,77.669,47.304,"W",22.948,28.129,44.581,8.059,70,30.639,41
"Class5","O",80.827,19.025,57.008,"E",53.753,41.42,42.343,44.094,9,15.891,NA
"Class1","Y",74.262,19.549,65.798,"E",62.755,28.816,42.349,89.373,56,59.981,71
"Class4","S",16.013,22.588,60.03,"N",57.943,57.259,79.709,92.292,65,83.646,NA
"Class5","O",57.865,21.806,64.471,"C",49.828,38.85,56.899,75.354,6,33.304,19
"Class2","L",93.136,49.646,49.622,"Q",61.497,82.236,30.914,57.952,63,53.63,57
"Class5",NA,38.041,26.521,70.301,"P",59.108,40.701,49.507,77.272,33,15.286,21
"Class3","K",71.941,60.317,60.603,"U",24.89,25.718,60.231,13.37,42,31.537,59
"Class4","S",-4.315,43.573,75.98,"E",72.375,62.619,87.343,92.04,83,64.011,45
"Class4","D",-0.968,35.662,89.764,"N",67.833,50.989,83.619,90.771,55,40.015,44
"Class1","T",95.953,28.416,46.561,"D",69.603,44.042,74.402,89.763,51,69.552,93
"Class5","D",46.839,12.624,61.819,"L",60.867,18.792,50.421,94.473,53,24.117,NA
"Class2","Q",54.743,52.9,33.715,"Q",92.143,28.184,67.279,65.688,61,47.66,51
"Class5","O",25.77,33.738,66.398,"C",60.523,28.981,36.971,89.805,64,35.372,22
"Class5","D",64.659,23.497,62.098,"B",43.553,21.941,42.474,80.073,6,29.242,NA
"Class3","K",75.555,36.985,61.005,"W",21.963,35.064,51.295,10.025,56,31.365,58
"Class5","B",51.488,28.467,68.377,"E",55.184,33.578,49.029,78.549,44,25.457,27
"Class3","Z",52.796,57.529,62.085,"U",23.406,22.49,41.355,28.842,61,30.49,54
"Class5","B",47.731,16.905,57.698,"L",52.819,46.719,55.342,56.88,19,16.771,33
"Class2","L",69.904,60.695,35.975,"Q",97.409,51.504,86.747,65.965,35,47.344,38
"Class5","O",85.472,16.412,51.053,"C",29.623,22.575,49.082,37.157,49,35.072,17
"Class3","K",76.936,49.371,66.742,"I",25.209,36.45,47.247,13.949,63,31.311,87
"Class4","H",10.116,20.055,67.627,"W",68.962,56.518,80.57,92.959,43,78.069,45
"Class3","Y",93.599,48.175,47.833,"I",22.897,30.434,48.422,23.296,55,30.04,52
"Class3","K",87.163,42.309,37.399,"U",27.336,24.886,43.883,16.848,62,30.471,39
"Class1","B",88.021,19.698,7.858,"S",63.155,43.157,83.625,89.847,60,44.766,79
"Class2","A",109.721,56.399,35.084,"L",74.715,79.204,64.169,60.814,80,54.09,22
"Class2","B",83.501,52.757,76.521,"L",86.518,28.703,34.176,66.925,96,47.695,48
"Class5","G",22.068,26.514,54.477,"C",56.982,46.121,37.662,47.343,11,32.347,18
"Class3",NA,70.822,51.753,57.914,"U",24.228,36.816,51.677,28.726,49,30.018,44
"Class5","B",56.521,20.43,55.933,"P",30.195,24.875,33.909,39.025,61,29.966,29
"Class2","Q",65.272,59.534,41.836,"R",71.495,83.226,74.681,62.802,43,52.694,83
"Class1","B",78.763,24.776,18.041,"Z",63.422,56.914,17.727,90.275,69,51.891,86
"Class4","V",23.788,18.017,77.127,"E",71.101,62.728,18.626,93.479,79,84.098,43
"Class5","O",-5.042,20.588,73.358,"C",64.281,17.2,45.153,48.887,19,19.678,12
"Class5","B",62.755,26.284,58.747,"B",39.913,41.921,23.735,51.087,28,24.587,25
"Class3","G",70.62,44.592,64.182,"W",21.791,20.456,49.136,20.438,66,31.839,48
"Class4","D",23.64,94.355,68.121,"W",55.867,48.26,63.096,91.346,68,36.728,40
"Class4",NA,12.06,13.785,64.526,"P",62.853,47.901,67.978,90.364,66,19.463,41
"Class3","Y",80.846,42.784,47.498,"W",19.259,24.426,37.129,32.229,60,30.054,78
"Class2","Q",75.501,50.727,82.881,"R",78.454,38.908,45.844,57.221,15,49.224,27
"Class5","D",32.39,23.523,64.688,"P",31.441,13.721,46.814,42.414,57,18.872,12
"Class5","G",19.563,20.679,65.616,"E",32.764,35.023,29.261,63.417,59,21.81,29
"Class1","X",82.299,20.977,28.905,"Z",66.837,44.293,25.094,90.437,58,30.387,89
"Class2","Q",40.041,58.978,23.645,"I",74.824,63.471,20.385,67.022,28,47.287,85
"Class3","Z",68.406,52.033,60.216,"U",19.428,20.091,46.782,12.093,42,30.446,NA
"Class3","K",73.487,30.479,50.401,"U",26.921,30.394,50.386,13.127,49,31.616,67
"Class3","Y",64.248,30.214,71.942,"U",27.789,28.623,44.632,31.371,80,31.192,64
"Class4","R",-4.386,22.526,83.409,"Q",62.129,58.077,42.587,90.486,46,17.05,47
"Class2","C",91.092,58.828,52.789,"I",63.44,57.944,24.777,66.67,26,48.734,61
"Class1","T",88.002,15.933,50.605,"S",66.289,32.599,89.115,90.764,71,51.959,68
"Class2","C",50.486,42.489,38.009,"V",75.797,27.314,61.259,61.469,69,49.986,35
"Class3","Z",53.054,49.089,39.537,"I",20.655,25.054,60.715,11.777,70,31.991,65
"Class1","B",88.645,22.158,26.5,"S",61.704,56.243,41.653,90.319,66,58.132,78
"Class5","O",-7.592,23.527,67.727,"L",41.077,26.534,42.903,86.995,16,14.611,21
"Class5","R",82.088,24.711,55.142,"L",66.161,31.612,17.993,31.54,57,36.194,27
"Class4","H",9.725,69.29,64.92,"Q",46.264,60.538,73.432,93.7,67,65.165,45
"Class5","R",49.068,20.429,61.673,"P",53.718,20.781,30.122,35.718,20,19.992,26
"Class1","T",92.846,11.577,41.992,"V",69.033,69.85,46.927,90.08,60,67.043,85
"Class5","O",55.084,25.201,65.949,"E",30.114,13.692,35.052,21.831,35,16.906,11
"Class1","Y",96.391,26.385,66.891,"Z",59.448,41.918,39.965,90.502,74,30.287,79
"Class4","V",11.802,38.764,83.08,"Q",55.425,49.5,43.169,92.816,40,73.948,41
"Class4","H",6.749,67.095,89.757,"E",56.54,62.594,59.988,92.683,49,69.154,34
"Class3","Y",64.935,58.975,37.006,"F",21.266,35.523,56.599,22.74,48,30.815,85
"Class5",NA,38.087,11.266,42.377,"L",46.04,23.445,47.281,64.307,64,19.372,25
"Class2","Q",84.334,83.057,36.698,"R",83.439,53.34,92.726,57.123,40,54.675,30
"Class1","T",87.15,6.213,55.675,"V",60.838,51.541,-9.357,90.307,61,57.688,75
"Class4","V",-2.57,63.439,62.227,"N",58.908,56.363,68.907,93.928,64,28.105,38
"Class5",NA,89.455,23.063,46.856,"E",49.746,20.951,48.742,91.17,32,27.487,19
"Class1","B",93.311,23.359,43.954,"S",62.841,40.923,36.537,90.482,82,32.447,62
"Class1","X",77.569,25.12,62.561,"Z",59.784,71.257,34.263,89.39,54,69.458,86
"Class5","O",28.692,18.395,59.327,"C",46.062,30.692,49.484,71.409,39,30.678,32
"Class2","C",28.857,48.152,35.684,"L",59.869,20.039,22.259,54.744,45,54.296,51
"Class5","D",34.507,25.716,62.304,"L",59.61,21.404,55.559,87.859,64,17.481,22
"Class2","L",99.466,55.344,83.106,"Q",64.696,82.031,20.088,64.897,54,51.794,48
"Class3","Y",50.48,55.302,66.359,"R",18.195,29.772,53.399,11.258,42,31.045,54
"Class5","O",68.907,27.317,69.074,"C",35.049,16.571,40.807,84.327,51,34.71,29
"Class3","K",56.076,42.518,66.333,"U",20.648,25.995,46.249,7.039,81,30.973,76
"Class1","L",85.162,20.021,40.43,"E",60.567,60.514,18.79,89.786,70,37.9,NA
"Class2","B",60.473,59.487,65.352,"V",96.29,35.348,55.797,57.289,53,45.913,38
"Class5","B",105.052,22.519,55.977,"E",31.916,16.74,62.352,53.315,10,36.138,NA
"Class5","B",56.213,19.544,73.547,"B",59.863,34.746,40.241,85.825,28,23.191,32
"Class1","X",86.615,12.443,70.868,"D",61.901,56.256,94.9,90.154,61,41.544,95
"Class2","C",30.378,64.93,59.113,"V",60.864,83.273,59.741,66.608,40,51.526,81
"Class1","B",85.075,21.876,31.643,"E",65.129,33.027,58.66,89.969,74,53.679,66
"Class3","Y",58.683,56.274,40.749,"I",28.016,33.125,52.063,9.817,74,31.153,63
"Class3","G",72.49,61.503,23.627,"R",22.641,26.892,57.645,26.727,73,31.026,82
"Class5","B",61.079,26.775,63.159,"P",34.188,43.341,32.787,76.792,43,35.757,31
"Class4","S",10.929,30.857,62.286,"P",56.328,51.463,82.581,92.544,73,73.039,38
"Class3","Y",62.428,35.688,58.451,"W",19.754,33.729,54.512,7.222,79,31.179,47
"Class2",NA,82.326,58.608,12.832,"Q",86.65,72.571,21.799,73.183,16,50.27,NA
"Class4","S",12.422,-8.387,102.695,"Q",73.247,62.847,65.043,91.231,53,80.352,47
"Class5","B",54.686,24.052,79.796,"E",53.442,46.637,38.033,63.956,39,16.998,33
"Class1","Y",87.997,35.078,42.412,"Z",63.022,53.455,70.463,89.992,54,46.351,78
"Class4","V",0.881,39.038,59.305,"P",73.496,62.072,49.083,90.121,53,71.924,41
"Class1","X",76.592,20.507,48.71,"D",62.978,33.146,54.284,89.875,71,64.054,80
"Class3","E",52.583,69.488,52.198,"W",18.744,21.342,55.621,5.878,65,31.066,39
"Class4","D",3.056,50.535,70.317,"N",73.234,55.793,48.134,91.372,75,30.194,48
"Class3","K",72.879,74.371,58.573,"I",21.056,23.804,41.548,22.483,80,31.437,51
"Class3","K",92.557,51.647,61.263,"R",21.647,28.15,50.009,27.491,41,31.264,88
"Class2","B",51.407,55.868,36.376,"I",56.582,30.115,48.485,67.765,46,49.418,77
"Class5","D",90.484,18.089,69.858,"E",64.631,26.273,29.649,80.047,9,34.935,16
"Class3","G",59.805,34.377,54.441,"R",24.433,26.669,49.848,4.717,64,31.464,40
"Class2","A",35.492,52.818,97.931,"V",68.677,43.738,31.165,69.803,53,51.323,85
"Class1","Y",82.315,31.802,53.824,"V",60.863,67.665,62.968,90.824,51,53.427,88
"Class1","X",83.625,20.003,65.07,"E",67.655,44.229,84.173,90.876,67,40.197,90
"Class4","V",5.624,69.455,53.037,"W",62.283,59.288,55.115,93.8,89,53.442,48
"Class4","S",19.599,32.804,78.654,"Q",52.073,54.897,86.867,91.49,82,59.305,38
"Class2","B",92.936,57.013,63.874,"V",87.045,40.3,50.707,61.678,23,53.745,27
"Class4","S",8.314,45.68,66.455,"P",63.6,49.664,47.352,90.552,75,37.747,38
"Class5","O",82.575,21.062,55.616,"B",50.502,26.14,56.207,42.209,3,19.25,26
"Class2","C",44.474,71.2,48.79,"L",70.77,19.847,80.367,71.925,48,45.197,82
"Class2","B",44.826,39.011,30.305,"R",66.212,26.889,46.239,58.823,15,52.031,30
"Class4","H",-5.007,64.043,43.844,"P",74.794,52.223,55.858,92.043,47,73.215,35
"Class2","L",69.05,55.424,43.093,"Q",74.908,77.55,46.705,70.991,54,48.216,59
"Class4","S",27.483,57.975,82.3,"W",42.247,50.883,67.324,90.96,79,73.584,41
"Class3","G",81.299,49.572,48.699,"W",23.391,33.221,37.771,23.677,73,31.03,52
"Class3","Y",81.784,75.498,87.793,"F",21.451,20.798,56.345,21.366,70,31.884,57
"Class2","L",43.537,61.639,17.996,"L",81.076,71.393,45.8,73.98,72,50.379,NA
"Class4","R",12.17,65.463,54.601,"E",62.148,61.954,57.542,93.591,68,50.289,40
