"UMN1","QLW2","MEG3","DAI4","Output15","TJK5","CAB6","VIU7","LHS8","FIE9","HQP10"
50.571,79.957,30.787,68.329,"Class2",93,57.276,"L",51.67,"S",49.005
39.911,72.968,19.643,67.79,"Class2",60,62.804,"Y",59.503,"P",NA
95.515,46.452,34.317,50.775,"Class3",11,42.55,"Y",1.598,"V",34.189
51.067,51.597,68.531,2.702,"Class5",82,79.186,NA,70.344,"I",16.494
66.64,82.889,40.164,24.927,"Class4",43,74.175,"P",51.865,"F",42.388
96.284,44.561,46.979,44.134,"Class3",12,103.949,"P",1.27,"V",25.021
51.959,67.163,48.037,2.351,"Class5",83,79.645,"W",76.448,"F",49.389
52.533,73.157,23.565,36.612,"Class1",7,93.104,"M",15.874,"F",6.011
55.574,35.057,26.483,38.693,"Class1",36,79.992,NA,16.824,"X",12.493
50.098,10.898,26.166,55.53,"Class1",31,37.135,"P",13.587,"W",8.661
92.493,44.988,52.524,47.593,"Class3",12,63.669,"P",1.192,"X",26.907
51.707,65.868,48.675,1.431,"Class5",83,80.5,NA,70.395,"P",47.783
35.95,86.481,39.119,71.142,"Class2",65,84.477,"L",58.349,"S",95.895
52.189,44.249,94.541,70.598,"Class1",11,85.294,"P",26.944,"F",9.086
37.313,85.653,68.568,67.044,"Class2",56,78.113,NA,53.364,"A",93.411
50.616,10.771,39.915,64.26,"Class1",25,54.099,"U",17.022,"B",4.342
57.096,83.261,29.52,60.65,"Class1",18,74.97,"M",14.986,"W",12.774
94.517,46.932,56.768,45.508,"Class3",10,51.321,"W",1.691,"S",32.304
45.585,81.794,13.434,64.039,"Class2",68,58.38,"V",58.241,"V",20.454
66.484,87.232,43.034,48.225,"Class4",41,56.696,"Q",72.183,"P",107.179
88.463,44.326,41.269,45.298,"Class3",10,53.161,"W",1.982,"M",20.056
63.999,91.051,34.199,47.253,"Class4",35,70.757,"P",37.843,"F",65.084
62.277,80.127,52.704,70.927,"Class2",91,82.357,"H",51.608,"A",49.095
58.94,90.812,61.569,59.422,"Class4",24,88.975,"P",97.531,"U",33.253
92.899,44.577,54.048,39.795,"Class3",11,61.924,"A",1.411,"V",21.186
60.886,92.476,36.673,36.736,"Class4",26,83.959,"J",78.348,"F",45.495
52.429,33.453,16.508,68.122,"Class1",22,71.166,"P",16.57,"F",9.796
62.751,94.323,61.098,52.532,"Class4",9,68.707,"J",74.068,"F",72.875
51.07,72.134,62.252,3.638,"Class5",83,81.477,"J",84.526,"I",NA
51.967,77.548,15.363,66.812,"Class2",64,61.567,"H",54.727,"S",35.831
93.453,45.603,49.934,42.297,"Class3",12,35.389,"P",1.678,"V",26.333
51.008,76.339,49.046,2.507,"Class5",82,82.554,"P",76.887,"P",71.571
91.987,45.508,37.058,67.715,"Class3",12,50.446,"F",1.947,"M",31.515
50.229,55.903,59.033,2.015,"Class5",83,80.145,"L",65.713,"I",2
49.758,40.986,96.492,69.861,"Class1",31,75.685,"M",18.309,"W",14.156
66.998,93.079,43.049,33.165,"Class4",26,73.327,"P",78.805,"P",86.984
40.234,86.59,24.103,71.158,"Class2",79,94.022,"V",58.93,"A",53.47
49.806,73.394,81.444,1.563,"Class5",82,82.984,"L",76.555,"I",33.341
49.112,82.215,47.255,73.376,"Class2",70,86.311,"L",52.243,"V",NA
50.927,66.81,12.594,53.877,"Class1",20,67.567,"P",11.671,"W",10.454
90.087,45.581,31.965,52.526,"Class3",11,71.065,"A",1.625,"X",28.73
66.179,84.069,31.373,19.685,"Class4",46,68.88,"Q",41.981,"F",-13.76
95.371,45.19,58.135,50.443,"Class3",11,46.072,"A",1.322,"B",32.645
93.789,44.494,40.85,51.654,"Class3",11,53.589,"P",1.611,"B",34.461
49.729,59.139,82.576,34.086,"Class1",14,69.833,"P",14.967,"F",3.624
64.526,73.291,61.268,59.379,"Class4",27,72.459,"Q",81.228,"F",37.586
93.816,44.703,42.417,39.31,"Class3",12,62.309,"Y",1.479,"B",31.85
91.879,46.579,57.211,43.679,"Class3",10,34.678,"F",1.754,"S",31.608
66.659,78.79,18.983,75.108,"Class4",24,62.381,NA,43.358,"F",84.349
57.724,63.716,65.049,37.454,"Class1",22,81.83,"V",11.352,"W",5.055
51.387,63.271,77.114,2.357,"Class5",82,78.224,"Q",64.167,"A",NA
55.567,16.253,16.527,55.764,"Class1",34,91.915,"M",15.527,"B",4.438
50.712,52.111,27.786,1.358,"Class5",82,81.337,"L",67.833,"P",23.804
51.35,57.306,69.032,0.549,"Class5",83,79.061,"Q",72.989,"F",40.434
30.778,77.222,28.982,65.8,"Class2",81,81.938,"V",53.234,"P",59.668
91.689,44.71,33.302,51.473,"Class3",11,54.822,"F",1.058,"M",27.778
67.199,85.205,61.533,75.746,"Class2",90,65.134,"L",53.64,"P",NA
45.967,83.164,56.301,66.556,"Class2",70,76.165,"Y",57.563,"P",106.366
61.877,87.088,6.972,44.377,"Class4",5,70.125,"Q",36.393,"J",13.37
51.387,69.683,55.62,2.353,"Class5",83,83.686,NA,77.204,"Z",12.582
50.82,75.774,46.508,1.588,"Class5",82,79.172,"J",89.069,"F",45.451
88.214,46.762,47.124,30.976,"Class3",10,76.537,"P",1.027,"M",28.22
75.592,86.705,51.919,67.302,"Class2",53,80.935,"A",54.018,"V",43.458
45.411,79.003,51.486,67.331,"Class2",73,81.282,"A",58.895,"A",43.618
51.18,65.619,70.43,2.344,"Class5",83,86.662,"L",70.15,"P",30.708
52.959,88.739,21.343,58.647,"Class1",17,56.346,"A",22.678,"C",5.302
64.266,91.886,61.366,38.942,"Class4",39,71.173,"D",50.299,"U",42.085
78.961,85.548,24.159,67.146,"Class2",62,82.326,"A",58.694,"P",81.301
53.081,38.341,70.932,67.56,"Class1",15,88.442,"A",21.687,"F",8.589
51.128,62.846,67.082,2.576,"Class5",82,81.938,"P",74.372,"A",24.756
42.113,80.173,48.714,75.15,"Class2",74,69.696,"L",53.83,"S",101.693
50.968,73.357,47.138,64.045,"Class2",78,61.296,"L",57.143,"P",0.643
49.83,25.427,90.264,69.596,"Class1",23,67.491,"M",13.21,"X",10.935
94.651,44.704,37.817,55.265,"Class3",11,66.629,"F",1.164,"B",39.309
61.317,86.62,20.188,99.114,"Class4",20,73.208,NA,96.755,"F",94.974
66.923,88.516,17.79,78.74,"Class4",36,78.028,"Q",98.743,"Q",-12.042
38.014,82.137,63.131,65.362,"Class2",87,79.094,"H",59.144,"V",67.367
53.094,84.466,12.689,70.137,"Class2",89,81.43,NA,55.055,"S",65.827
50.951,71.941,61.035,2.524,"Class5",82,78.922,"Q",84.462,"A",24.422
50.599,39.543,69.582,53.604,"Class1",16,79.212,"P",21.348,"C",3.816
50.203,53.323,54.025,1.141,"Class5",83,79.563,"Q",87.913,"I",22.389
64.462,81.099,15.057,52.161,"Class4",37,96.918,"P",64.291,"P",51.437
59.368,35.277,88.122,24.18,"Class1",10,64.449,"V",21.606,"F",13.364
51.298,51.996,25.842,3.103,"Class5",82,78.899,NA,71.96,"F",51.237
50.588,52.989,36.983,1.637,"Class5",83,80.274,"L",74.772,"Z",47.316
48.725,17.684,57.707,36.112,"Class1",24,51.4,"P",16.38,"F",11.611
51.291,76.443,60.08,1.896,"Class5",82,77.371,"L",83.835,"A",38.195
51.281,73.808,45.657,72.874,"Class1",16,98.615,NA,24.541,"W",6.824
52.115,54.159,65.122,39.65,"Class1",34,71.878,NA,26.974,"X",14.725
53.399,43.129,17.596,55.989,"Class1",24,88.047,"V",21.826,"B",13.784
93.989,46.975,37.994,66.178,"Class3",12,49.348,"P",1.328,"M",30.102
89.997,44.088,47.084,47.623,"Class3",11,65.342,"F",1.377,"X",28.608
50.657,18.9,88.717,55.279,"Class1",24,67.438,"A",20.219,"C",13.515
44.663,73.915,28.565,68.065,"Class2",93,71.382,"A",57.335,"W",47.265
50.626,70.515,67.293,2.024,"Class5",83,76.805,"J",80.641,"I",31.107
92.324,45.979,45.045,42.982,"Class3",11,44.385,"W",1.731,"B",28.012
51.09,66.606,71.974,1.315,"Class5",83,74.37,"P",70.815,"Z",40.604
63.908,82.783,47.333,41.896,"Class4",46,69.971,NA,49.994,"Q",44.686
91.287,46.737,44.254,43.665,"Class3",11,50.09,"W",1.724,"B",19.759
63.208,88.303,5.506,52.03,"Class4",35,62.476,"Y",95.267,"U",30.872
65.434,77.104,17.755,72.969,"Class2",95,66.889,"H",53.041,"P",55.744
50.669,50.014,42.35,1.916,"Class5",83,77.569,"W",83.936,"A",70.103
50.954,13.444,77.369,59.743,"Class1",22,79.738,"A",13.615,"X",10.298
53.268,29.687,53.633,48.179,"Class1",36,72.134,"U",23.916,"B",18.173
55.698,82.643,42.252,70.149,"Class2",76,78.028,"H",53.107,"A",92.914
50.553,53.383,35.77,67.874,"Class1",25,57.255,"A",10.689,"C",7.475
52.245,13.999,46.395,47.236,"Class1",8,76.044,"M",22.682,"B",11.979
51.875,71.36,32.124,1.095,"Class5",83,79.891,"J",66.983,"P",42.807
50.988,73.833,62.526,3.155,"Class5",82,82.898,"W",90.18,"P",44.023
69.797,76.778,9.548,67.222,"Class2",51,72.306,"L",55.567,"V",72.58
67.025,74.316,22.676,32.989,"Class4",34,82.008,"Y",88.088,"P",70.191
88.922,45.727,37.311,65.127,"Class3",11,64.956,"Y",1.72,"B",31.346
89.113,44.366,33.258,45.268,"Class3",10,51.829,"F",1.231,"B",34.875
52.238,24.34,18.905,53.049,"Class1",15,79.809,"M",23.388,"X",6.364
69.906,84.163,35.677,72.505,"Class2",52,71.473,"A",57.762,"P",46.492
15.184,76.556,45.781,67.104,"Class2",69,79.091,"V",55.373,"W",86.996
55.028,17.238,49.253,6.867,"Class1",11,87.805,"U",25.316,"W",16.659
93.99,45.809,32.259,43.295,"Class3",11,59.611,"F",1.469,"M",30.244
93.263,44.815,54.38,53.6,"Class3",10,34.656,"F",1.024,"S",24.109
87.755,44.62,56.699,46.636,"Class3",12,43.288,NA,1.45,"X",30.066
52.32,57.744,85.628,1.118,"Class5",82,79.658,"P",80.241,"Z",18.606
50.961,27.208,99.221,75.929,"Class1",8,74.887,"M",15.871,"B",NA
51.812,74.649,52.746,1.623,"Class5",82,83.733,"Q",85.907,"A",55.036
62.039,89.891,36.595,54.132,"Class4",18,92.115,"P",51.83,"J",95.443
92.602,44.664,34.014,55.907,"Class3",10,76.43,"Y",1.326,"M",27.633
51.137,74.919,73.298,1.478,"Class5",82,79.653,"Q",73.703,"Z",53.22
63.46,88.357,49.807,43.218,"Class4",8,76.653,"J",39.379,"J",-7.377
63.153,76.615,35.855,71.579,"Class2",61,80.307,"H",57.525,"P",64.637
93.311,44.865,33.047,65.208,"Class3",11,34.853,"F",1.857,"B",30.559
33.925,83.221,45.831,68.547,"Class2",53,82.416,"V",54.194,"P",NA
52.745,41.677,93.783,31.517,"Class1",23,91.162,"A",24.481,"X",7.169
50.813,53.28,28.345,19.934,"Class1",20,71.559,"V",19.183,"F",8.242
53.291,18.749,34.487,66.375,"Class1",9,55.5,"U",19.044,"X",NA
51.939,69.636,68.36,2.333,"Class5",82,80.773,"Q",86.498,"P",35.253
59.743,89.262,12.816,63.326,"Class4",45,73.055,"Q",86.07,"F",NA
49.856,84.037,17.622,76.927,"Class2",78,60.457,"A",56.883,"S",NA
50.424,69.376,73.714,1.92,"Class5",83,80.793,"L",62.714,"F",53.11
42.792,82.953,66.923,70.89,"Class2",63,67.044,"A",58.006,"W",60.363
64.602,77.926,4.518,34.416,"Class4",16,86.151,"P",36.606,"P",69.48
93.52,46.699,50.101,53.789,"Class3",11,52.98,"A",1.663,"S",33.667
64.246,76.986,40.159,9.19,"Class4",45,71.851,"Y",71.772,"F",37.843
90.43,44.938,33.9,55.722,"Class3",11,75.134,"Y",1.802,"X",33.443
53.276,55.733,26.837,60.244,"Class1",13,77.299,"M",16.351,"C",10.052
44.912,80.653,39.264,73.668,"Class2",88,80.58,"L",58.833,"W",58.023
52.814,25.564,22.37,69.009,"Class1",36,66.708,"A",9.437,"F",11.889
93.621,44.393,49.503,55.374,"Class3",10,22.201,"A",1.458,"X",29.534
57.977,88.16,48.579,41.132,"Class4",14,76.859,"Y",54.173,"P",17.202
92.814,44.701,49.138,53.23,"Class3",12,58.62,"P",1.185,"B",25.922
91.576,44.658,55.002,62.646,"Class3",10,74.314,"P",1.361,"M",NA
52.047,76.637,60.699,2.401,"Class5",83,79.215,"P",86.729,"P",27.918
26.427,81.678,41.097,64.847,"Class2",66,75.147,"L",52.816,"W",67.441
90.177,44.819,43.652,51.027,"Class3",12,46.682,"P",1.277,"V",29.273
50.559,70.174,46.693,2.251,"Class5",83,83.637,"Q",77.861,"F",27.396
47.345,90.054,7.81,48.211,"Class1",15,61.376,"V",12.331,"F",12.248
34.209,79.067,22.449,60.8,"Class2",90,100.14,"A",55.017,"W",72.435
53.613,18.884,14.872,46.114,"Class1",30,54.677,"A",11.678,"X",4.546
64.048,87.523,46.806,23.461,"Class4",19,87.199,"J",67.269,"Q",69.608
64.718,90.998,7.193,57.509,"Class4",40,85.131,"J",40.717,"J",42.988
52.898,35.311,72.966,33.753,"Class1",8,84.726,"M",23.549,"C",13.832
48.447,37.957,42.122,42.045,"Class1",26,69.785,"U",16.042,"B",4.178
55.324,88.622,29.175,39.736,"Class1",21,72.433,"P",14.435,"X",3.888
52.184,58.527,75.831,2.991,"Class5",82,82.277,"L",82.268,"I",55.077
31.538,75.295,34.822,67.054,"Class2",79,80.811,"Y",58.44,"W",53.193
51.527,67.716,84.259,1.504,"Class5",83,78.653,"L",71.027,"I",5.686
64.18,93.531,8.853,49.432,"Class4",40,65.083,"J",46.337,"F",70.908
62.637,79.979,54.922,20.458,"Class4",18,78.582,"P",83.414,"Q",92.473
64.411,93.706,9.465,68.794,"Class4",33,75.577,"P",78.731,"J",56.442
51.915,53.285,59.328,3.149,"Class5",82,81.971,"P",72.222,"P",18.373
90.633,44.242,52.205,28.712,"Class3",11,54.789,"P",1.997,"M",26.203
67.085,95.616,10.046,39.638,"Class4",48,70.32,"D",48.737,"P",29.57
33.795,86.639,29.723,68.737,"Class2",70,82.933,"H",51.408,"A",77.402
55.496,12.952,79.109,49.117,"Class1",25,55.224,"M",18.307,"C",12.935
51.854,51.023,75.251,16.35,"Class1",32,81.561,"P",13.703,"W",6.496
51.081,62.709,79.475,3.255,"Class5",83,82.057,"P",65.691,"F",55.041
50.952,74.832,34.444,2.077,"Class5",82,79.754,"L",67.648,"Z",62.278
35.839,87.582,7.703,67.351,"Class2",75,54.366,"A",51.181,"W",87.904
65.993,74.987,52.74,87.698,"Class4",41,70.842,"D",60.089,"Q",89.941
64.831,79.325,43.988,72.009,"Class4",23,57.551,"Y",76.333,"U",2.117
51.123,71.397,83.241,1.052,"Class5",82,76.28,"J",64.891,"A",44.125
93.147,44.857,38.4,44.939,"Class3",10,113.579,"W",1.607,"X",27.615
58.683,80.741,9.901,67.01,"Class2",72,74.464,"A",51.16,"S",79.327
51.592,74.091,83.318,0.826,"Class5",82,76.995,"Q",82.179,"F",NA
64.105,74.315,20.597,53.794,"Class4",44,68.715,"P",81.036,"P",67.706
66.672,93.715,6.73,36.515,"Class4",31,63.982,"D",78.401,"U",100.317
61.224,90.536,13.734,26.709,"Class4",35,86.388,"D",67.524,"P",57.537
51.306,75.364,77.965,2.418,"Class5",82,76.874,"Q",75.307,"Z",74.805
53.004,75.898,81.088,26.429,"Class1",13,78.149,"V",17.913,"C",16.104
45.667,83.566,28.074,69.453,"Class2",81,79.712,"V",52.348,"A",74.103
50.417,57.105,35.741,1.873,"Class5",82,82.455,"Q",76.035,"I",39.296
88.431,44.504,51.746,49.99,"Class3",11,54.882,"W",1.442,"X",32.626
91.725,44.593,46.112,50.822,"Class3",10,87.511,"Y",1.989,"X",28.325
50.748,61.244,81.777,1.459,"Class5",82,78.633,"J",72.141,"F",30.887
51.532,81.219,37.537,67.412,"Class2",81,69.996,"L",55.718,"P",50.884
51.219,76.231,56.435,1.69,"Class5",82,78.64,"Q",79.698,"I",60.167
51.057,10.63,12.676,34.98,"Class1",21,72.861,"U",25.249,"C",5.838
52.549,60.481,63.384,40.928,"Class1",21,88.088,"M",12.557,"B",NA
50.076,56.313,83.622,2.146,"Class5",83,79.782,"W",65.706,"Z",18.236
95.158,45.698,53.344,62.683,"Class3",12,93.522,"W",1.443,"V",24.11
55.893,27.772,74.253,30.879,"Class1",16,98.191,"V",18.203,"C",14.563
50.483,65.376,26.274,2.243,"Class5",82,76.343,"W",61.05,"A",58.067
61.761,75.79,4.935,79.729,"Class4",26,84.328,"P",79.523,"J",43.202
54.578,66.958,37.955,68.542,"Class1",34,66.381,"U",25.477,"F",8.808
73.428,87.468,42.749,64.38,"Class2",91,62.536,"A",57.536,"V",23.565
26.274,82.735,13.035,65.09,"Class2",92,73.305,"V",57.894,"S",53.441
9.808,85.958,41.818,71.5,"Class2",61,59.012,"V",58.105,"A",68.405
66.194,76.719,64.258,58.649,"Class2",87,55.359,"V",56.877,"S",41.686
52.909,18.274,47.613,69.109,"Class1",25,96.816,"V",17.9,"W",6.886
50.521,62.013,68.685,1.836,"Class5",82,79.645,"P",82.161,"I",31.431
93.139,44.636,43.469,37.013,"Class3",10,74.645,"P",1.777,"S",33.532
92.594,44.47,54.833,52.29,"Class3",12,66.793,"F",1.091,"S",29.741
94.518,44.209,46.505,50.949,"Class3",10,64.915,"Y",1.123,"M",26.534
50.369,64.54,38.139,0.558,"Class5",83,80.991,"W",80.061,"Z",30.05
65.487,87.325,19.989,64.441,"Class4",32,75.586,"D",92.056,"J",66.708
50.957,69.533,34.621,2.66,"Class5",83,78.012,"Q",71.045,"P",33.971
65.549,75.801,47.799,40.673,"Class4",13,60.9,"Q",87.605,"U",73.105
49.93,41.71,51.017,28.439,"Class1",20,82.336,"V",25.486,"B",9.438
51.187,69.637,49.516,1.5,"Class5",82,74.412,"P",60.483,"P",47.793
51.155,53.188,24.204,2.593,"Class5",82,80.48,"Q",67.717,"A",36.957
50.803,66.091,29.51,1.619,"Class5",82,80.207,"W",72.705,"A",22.688
52.717,14.959,36.296,70.885,"Class1",13,59.035,"A",23.789,"C",14.926
51.13,54.301,83.2,1.744,"Class5",82,75.121,"J",65.056,"F",20.198
51.154,71.342,74.748,0.587,"Class5",82,75.454,"Q",90.734,"I",23.689
50.36,67.681,54.888,2.191,"Class5",82,80.13,"L",85.602,"I",14.898
50.57,76.073,85.596,2.986,"Class5",83,80.737,"P",71.155,"F",63.207
50.326,64.592,77.9,2.063,"Class5",82,81.29,"L",85.657,"P",17.198
89.06,44.207,51.509,36.993,"Class3",10,79.75,"F",1.024,"X",29.429
64.057,85.287,40.89,24.681,"Class4",10,75.203,"P",78.732,"F",49.998
91.215,46.332,31.842,41.062,"Class3",10,70.612,"P",1.462,"V",29.912
31.747,73.442,46,69.342,"Class2",87,69.498,"L",54.109,"S",59.065
66.189,80.987,42.084,73.91,"Class4",42,75.135,"D",38.289,"P",57.8
23.797,72.986,51.189,67.433,"Class2",72,73.532,"H",58.062,"W",72.948
51.615,54.326,62.091,2.02,"Class5",82,76.273,"P",90.363,"Z",32.265
46.556,84.97,68.455,69.975,"Class2",51,78.347,"L",52.37,"S",88.828
33.761,74.973,36.236,68.323,"Class2",73,103.711,"V",51.244,"S",NA
40.426,88.475,19.707,66.554,"Class2",61,69.276,"L",55.118,"A",44.757
94.77,44.52,42.315,40.958,"Class3",10,68.449,"P",1.05,"V",31.511
89.606,45.659,40.793,38.391,"Class3",11,56.587,"F",1.477,"V",NA
92.851,46.521,47.192,30.816,"Class3",10,76.243,"W",1.023,"B",23.612
69.179,82.732,58.1,67.691,"Class2",77,71.095,"H",55.11,"A",54.888
64.867,91.204,34.948,42.639,"Class4",17,76.286,"P",85.214,"F",87.248
54.932,33.205,21.333,72.836,"Class1",27,87.921,"U",10.577,"B",NA
62.8,79.288,33.03,58.353,"Class4",45,79.022,"Q",50.466,"U",44.387
48.798,10.177,28.532,54.342,"Class1",15,65.306,"M",26.953,"W",12.908
66.214,85.894,7.651,10.994,"Class4",15,68.577,"D",92.061,"P",-8.591
50.315,60.116,83.242,1.221,"Class5",83,80.926,"W",83.435,"I",7.937
51.821,56.526,43.097,1.251,"Class5",83,78.803,"Q",88.838,"P",44.082
90.564,44.064,37.001,45.588,"Class3",11,100.558,"F",1.704,"V",23.678
57.525,85.932,95.182,41.9,"Class1",19,95.846,"M",10.807,"X",14.302
50.109,31.55,39.295,55.332,"Class1",7,74.056,"M",21.634,"C",6.389
50.803,68.216,79.251,2.29,"Class5",83,79.293,"Q",64.274,"P",51.906
64.709,80.687,62.656,46.549,"Class4",31,91.84,"Q",96.497,"U",97.35
91.274,45.196,40.807,63.831,"Class3",11,42.446,"P",1.233,"B",21.308
91.665,46.551,47.877,62.648,"Class3",12,100.726,"A",1.463,"B",31.247
51.986,64.408,87.023,85.69,"Class1",20,83.193,"M",24.698,"W",10.579
54.669,27.392,54.004,56.561,"Class1",31,45.976,"P",14.839,"C",12.376
50.816,74.21,41.748,1.941,"Class5",83,76.877,"L",62.574,"I",41.37
90.536,46.582,48.064,49.17,"Class3",12,7.964,"P",1.935,"X",32.771
64.352,89.296,15.386,67.872,"Class4",19,81.982,"P",83.395,"J",33.491
91.641,46.818,58.54,49.913,"Class3",10,91.418,"A",1.506,"X",31.416
52.524,65.777,42.503,1.766,"Class5",82,77.019,"P",81.116,"F",20.688
33.903,87.996,23.457,69.523,"Class2",54,84.134,"V",55.617,"A",45.091
53.728,90.765,55.874,62.505,"Class1",21,65.953,"A",9.146,"F",7.804
61.754,81.637,39.113,32.268,"Class4",26,59.053,"J",95.257,"P",32.436
91.102,46.647,37.742,62.268,"Class3",10,53.107,"A",1.944,"V",29.357
93.181,44.049,57.26,55.409,"Class3",12,57.856,"P",1.014,"X",24.676
53.849,90.937,59.488,72.227,"Class1",31,59.959,"U",13.485,"B",0.786
61.779,90.491,9.207,89.502,"Class4",12,91.612,"J",40.495,"Q",14.533
55.235,42.039,58.559,54.484,"Class1",27,71.198,"M",11.182,"W",5.021
27.471,81.17,21.399,72.693,"Class2",62,77.356,"L",51.862,"P",21.157
51.375,64.009,79.691,2.406,"Class5",82,78.843,"L",79.274,"P",43.67
49.727,51.65,67.577,0.88,"Class5",82,80.928,"L",76.025,"I",25.566
63.996,82.981,61.67,42.48,"Class4",39,66.008,"Q",44.457,"Q",90.21
61.508,83.504,60.654,63.703,"Class2",70,64.183,"A",55.399,"V",95.436
50.32,72.813,21.137,69.432,"Class2",80,71.985,"H",59.83,"S",59.106
91.036,44.19,31.102,55.745,"Class3",11,69.115,"P",1.506,"S",27.047
51.305,30.269,66.889,58.913,"Class1",32,88.372,"P",21.848,"X",13.313
50.544,73.851,62.679,2.059,"Class5",82,75.041,"P",87.22,"A",17.31
63.58,79.81,40.323,58.003,"Class4",29,88.494,"Q",42.089,"Q",51.046
63.99,79.727,13.639,31.517,"Class4",46,81.209,"Y",93.724,"F",28.787
66.065,92.458,43.114,48.626,"Class4",7,68.116,"Y",94.786,"U",62.932
62.963,74.773,22.571,52.729,"Class4",35,98.702,"D",92.222,"P",38.978
92.13,45.231,38.432,43.355,"Class3",11,15.991,"F",1.344,"M",39.521
42.179,82.024,56.633,63.292,"Class2",97,67.454,"A",53.698,"A",64.407
54.043,13.741,34.669,80.355,"Class1",29,69.963,"P",15.476,"C",9.855
95.305,44.824,41.382,66.474,"Class3",12,39.467,"W",1.085,"S",29.452
54.259,11.586,7.928,63.971,"Class1",8,59.198,"M",23.91,"X",11.114
50.212,57.098,40.273,4.352,"Class5",83,75.317,"P",61.181,"Z",49.002
67.185,80.599,45.951,30.25,"Class4",40,75.882,"Q",73.053,"U",10.206
66.929,86.488,56.661,62.398,"Class2",52,78.893,"L",52.482,"S",35.895
51.252,25.579,51.503,73.695,"Class1",10,85.073,"A",26.862,"B",13.17
42.382,86.079,15.648,62.21,"Class2",56,68.278,"H",59.093,"P",69.28
91.709,44.768,54.103,45.94,"Class3",10,28.59,"A",1.78,"B",32.4
49.968,10.623,9.897,32.906,"Class1",8,92.449,"U",22.657,"B",3.536
51.244,76.2,55.539,1.606,"Class5",82,82.745,"W",72.018,"Z",47.712
91.195,45.547,37.181,40.046,"Class3",10,81.003,"Y",1.711,"M",17.442
53.559,74.044,70.504,29.208,"Class1",26,92.783,"U",26.154,"X",11.143
52.592,34.08,32.826,56.275,"Class1",18,64.277,"M",23.039,"W",12.287
45.901,81.294,28.67,63.672,"Class2",56,58.158,"H",55.657,"A",46.136
92.707,44.992,40.645,45.828,"Class3",10,96.256,"P",1.042,"M",30.071
49.865,68.74,51.756,0.24,"Class5",82,82.543,"Q",63.162,"I",NA
91.244,46.977,47.962,52.647,"Class3",12,38.921,"P",1.876,"X",27.079
51.767,68.588,25.976,1.749,"Class5",82,79.776,"W",67.252,"I",39.409
26.66,78.103,57.636,72.524,"Class2",77,78.919,"V",55.892,"W",57.741
93.034,44.778,47.939,52.688,"Class3",10,68.23,"P",1.096,"X",33.391
56.955,83.496,11.927,72.374,"Class4",13,66.569,"Y",42.021,"F",21.419
67.279,82.615,61.774,71.609,"Class2",81,79.414,"A",55.619,"W",45.523
59.92,82.933,36.708,71.966,"Class2",76,66.72,"L",58.099,"V",31.502
53.023,92.008,27.514,55.006,"Class1",30,84.675,"A",12.729,"X",9.729
50.653,58.622,54.427,2.272,"Class5",83,81.758,"L",80.569,"F",37.838
80.862,81.858,21.313,65.313,"Class2",78,84.69,"L",52.888,"A",79.507
51.752,78.641,90.312,27.967,"Class1",23,67.678,"U",26.358,"C",5.27
68.152,79.029,29.553,47.956,"Class4",23,71.621,"Q",98.549,"Q",76.334
91.947,44.388,58.253,44.976,"Class3",12,78.558,"Y",1.942,"B",23.317
63.95,77.981,52.647,46.27,"Class4",24,70.6,"P",76.274,"F",58.358
31.701,74.759,8.381,66.294,"Class2",72,67.851,"H",51.497,"W",49.326
51.54,59.569,38.238,1.596,"Class5",83,80.725,"Q",79.108,"F",35.17
68.741,83.365,13.813,63.332,"Class4",4,69.023,"Y",80.357,"U",63.049
93.321,44.53,31.941,73.681,"Class3",12,57.603,"A",1.18,"B",31.762
54.743,71.802,73.87,59.838,"Class1",16,74.977,"V",17.281,"F",NA
53.528,30.252,31.386,66.397,"Class1",11,68.689,"A",13.696,"F",8.478
50.898,39.703,18.038,73.051,"Class1",9,62.552,"A",18.138,"C",10.961
55.516,42.914,79.442,47.774,"Class1",19,69.515,"M",25.704,"X",2.322
64.19,86.093,28.032,54.151,"Class4",33,72.614,"Y",46.921,"Q",60.545
56.269,37.18,37.274,36.162,"Class1",31,48.514,NA,18.526,"F",NA
50.282,59.613,47.666,1.197,"Class5",82,78.1,"P",72.745,"A",37.85
52.843,83.443,46.352,68.949,"Class2",77,80.928,"V",52.982,"A",45.93
91.817,46.722,53.31,52.512,"Class3",11,85.219,"F",1.481,"M",21.628
95.871,44.386,52.254,59.427,"Class3",12,57.434,"A",1.948,"M",28.733
51.95,51.136,68.718,2.094,"Class5",83,78.201,"P",67.188,"P",41.563
93.083,45.656,41.288,45.885,"Class3",10,62.471,"F",1.794,"B",25.936
52.241,80.296,80.758,40.147,"Class1",19,65.632,"M",26.028,"B",10.277
52.687,73.308,14.693,61.108,"Class1",31,67.599,"U",15.804,"F",8.437
51.197,55.867,53.958,47.135,"Class1",29,66.448,NA,11.722,"F",11.023
91.237,45.398,43.413,41.097,"Class3",12,57.279,"F",1.029,"V",23.316
54.25,57.047,31.172,15.389,"Class1",11,60.067,"V",22.38,"C",3.951
66.161,93.141,29.458,75.765,"Class4",23,78.911,"J",48.345,"U",91.612
52.873,65.894,57.766,1.717,"Class5",83,84.149,"Q",67.784,"A",38.303
52.709,86.269,49.96,64.851,"Class2",82,71.179,"A",52.752,"P",57.972
