"TFB1","Output8","GTB2","OPN3","OFZ4","GOJ5","BHA6","GTQ7","VTN8","SAR9","RMY10"
"T","Class4",48,"U",47.336,59.666,59.116,49.624,53.238,51.751,83.45
"K","Class1",13,"C",61.103,88.38,27.622,69.126,7.261,92.364,64.321
"F","Class4",52,"U",84.898,46.017,81.351,50.931,44.171,38.636,59.108
"K","Class1",17,"W",60.637,90.33,26.516,62.428,15.458,92.083,62.946
"H","Class2",26,"J",60.162,50.522,60.975,39.183,45.807,17.215,42.147
"P","Class3",33,"E",20.064,11.11,69.001,78.825,92.05,83.391,18.716
"I","Class5",71,"F",35.915,28.88,10.622,63.378,78.927,NA,43.024
"O","Class3",34,"I",2.504,10.914,65.542,65.464,88.769,79.722,45.194
"D","Class3",33,"Y",27.53,10.065,48.462,50.609,93.002,91.523,21.42
"N","Class4",42,"J",53.363,43.025,63.022,44.941,68.49,44.673,52.44
"A","Class1",16,"K",64.472,95.54,31.856,72.413,9.423,91.792,62.266
"D","Class3",32,"Y",50.84,11.777,52.775,58.477,91.503,76.33,13.252
"K","Class1",22,"K",59.826,82.994,25.169,74.281,8.12,89.562,67.371
"U","Class5",68,"X",50.774,24.725,21.409,61.584,91.361,10.528,31.081
"C","Class1",3,"W",54.076,93.492,28.606,50.292,16.829,89.483,65.531
"H","Class1",26,"M",49.521,96.849,30.822,61.863,4.687,93.752,64.428
"N","Class4",53,"K",81.603,35.102,26.887,46.649,48.991,52.118,74.031
"M","Class4",32,"K",85.121,72.178,38.716,48.658,70.432,35.729,76.782
"Q","Class2",39,"A",63.24,43.848,50.6,49.488,45.561,32.807,42.651
"F","Class4",46,"J",76.564,78.757,68.278,46.872,55.639,44.962,85.898
"X","Class2",29,"J",81.787,28.801,51.475,40.855,35.039,24.459,66.324
"F","Class4",52,"K",56.479,11.011,21.244,45.983,39.002,32.851,84.045
"P","Class2",36,"D",79.226,69.138,40.232,42.799,34.456,27.472,82.638
"J","Class3",35,"O",67.724,10.006,73.807,50.13,95.938,76.503,23.886
"B","Class4",63,"T",88.458,36.381,67.79,48.13,64.304,48.428,78.791
"Z","Class5",72,"X",22.386,27.059,NA,9.038,67.52,10.796,42.475
"U","Class5",71,"F",50.095,26.522,11.623,47.77,61.191,11.243,32.986
"H","Class1",20,"C",57.616,93.786,28.623,45.7,6.184,89.56,64.282
"Q","Class2",28,"J",41.681,19.198,48.172,43.315,33.244,46.213,89.457
"H","Class1",33,"W",57.528,96.149,28.382,67.831,3.225,92.04,63.635
"P","Class2",33,"J",72.973,31.078,NA,53.966,38.228,5.004,44.209
"P","Class2",37,"A",76.853,24.486,61.851,23.961,30.112,18.469,69.776
"B","Class5",72,"F",43.834,25.134,12.811,52.984,82.921,10.551,67.141
"I","Class3",32,"I",68.247,10.004,74.996,82.936,94.084,75.545,37.267
"D","Class3",35,"K",45.839,11.547,47.294,52.509,86.96,NA,26.205
"X","Class2",31,"D",71.293,24.758,45.246,53.284,33.352,28.342,93.806
"A","Class1",5,"C",63.094,91.177,NA,48.655,12.695,91.763,62.211
"E","Class2",29,"J",61.453,71.728,NA,30.59,32.184,20.809,53.132
"Q","Class1",31,"C",59.639,96.625,25.999,51.923,2.24,90.358,62.072
"D","Class3",34,"I",51.215,10.134,54.562,49.261,91.858,82.04,22.337
"Z","Class5",70,"X",45.349,27.329,13.279,7.965,62.45,12.739,58.23
"Q","Class1",37,"M",69.004,86.165,30.114,73.356,14.173,91.094,66.205
"P","Class2",37,"K",57.921,61.001,52.348,45.63,32.963,23.57,47.048
"L","Class5",68,"H",73.657,27.119,7.017,69.703,77.847,8.226,35.51
"H","Class2",40,"K",58.935,38.36,55.681,21.63,47.633,18.857,75.454
"T","Class4",45,"J",119.879,53.418,45.745,45.693,53.449,NA,84.226
"K","Class1",22,"C",61.183,91.326,26.242,49.69,3.443,91.455,61.229
"Z","Class5",71,"I",51.085,30.46,13.534,9.2,84.8,11.265,44.361
"U","Class5",69,"F",41.563,25.317,14.4,73.297,78.437,9.64,29.228
"A","Class1",35,"Q",59.891,92.893,28.778,60.791,4.642,91.732,61.982
"K","Class1",20,"C",66.001,86.982,25.865,65.006,8.471,92.381,66.205
"B","Class4",37,"J",55.988,44.769,41.726,45.08,54.024,43.523,96.265
"Z","Class5",72,"F",54.064,28.433,10.897,8.285,75.521,11.144,51.476
"U","Class5",72,"F",27.464,28.509,16.435,35.876,72.021,14.384,41.805
"P","Class2",27,"J",73.669,42.086,55.677,41.043,38.768,27.529,52.698
"H","Class2",26,"D",68.615,55.777,50.096,28.942,48.16,34.089,72.513
"F","Class4",58,"T",40.545,13.742,27.012,49.615,50.581,41.756,90.516
"C","Class1",18,"K",64.055,92.967,28.668,48.511,12.432,91.415,60.021
"D","Class3",33,"O",15.125,10.954,55.712,49.029,86.471,67.328,17.958
"B","Class5",69,"F",33.887,25.567,9.388,37.077,87.464,10.863,57.728
"P","Class2",33,"J",83.878,14.803,47.744,24.085,43.435,28.413,60.208
"I","Class3",34,"O",24.121,11.669,67.047,58.854,89.044,80.902,39.52
"H","Class1",11,"Q",54.652,92.2,29.222,46.502,5.616,NA,66.151
"Q","Class1",29,"K",56.832,91.077,NA,71.301,15.166,91.334,64.151
"J","Class3",33,"Y",85.283,11.538,54.271,86.986,101.884,85.604,44.412
"J","Class3",31,"O",35.518,10.607,55.852,63.441,92.476,88.682,40.681
"F","Class4",59,"U",70.466,87.684,31.186,48.231,41.551,35.914,87.612
"B","Class4",34,"T",12.132,75.422,33.167,48.163,60.488,48.035,76.821
"T","Class4",33,"H",95.091,48.442,38.937,47.413,68.485,31.976,72.46
"M","Class4",33,"J",51.957,18.921,24.203,48,50.668,46.058,81.301
"I","Class5",71,"I",17.745,25.001,13.176,19.537,78.334,10.059,52.212
"L","Class5",69,"H",39.944,25.769,8.395,22.788,70.646,9.136,35.415
"I","Class3",33,"K",21.409,10.563,NA,31.215,89.943,86.064,31.063
"M","Class4",47,"T",103.792,23.087,48.684,44.97,35.111,42.801,86.082
"X","Class2",39,"I",83.053,68.504,60.921,15.555,36.898,23.761,87.78
"A","Class1",3,"M",59.05,95.984,29.793,45.223,1.554,91.651,66.898
"A","Class1",31,"K",63.16,84.976,31.772,65.653,7.448,91.489,61.477
"B","Class5",68,"Y",73.672,25.773,14.064,25.456,57.132,11.294,65.563
"T","Class4",38,"U",79.319,65.963,24.792,51.492,58.509,54.734,70.248
"H","Class2",36,"A",72.195,36.124,62.225,28.998,30.259,36.335,43.346
"N","Class4",57,"K",72.968,15.102,20.057,44.341,47.286,NA,60.609
"B","Class5",68,"I",71.208,30.538,NA,7.79,80.272,12.268,65.624
"U","Class5",68,"X",52.243,29.116,13.162,10.702,56.898,9.211,59.343
"T","Class4",60,"J",42.752,36.941,70.49,47.8,30.781,44.416,57.593
"H","Class1",26,"Q",60.717,88.628,NA,52.318,12.124,91.434,62.882
"K","Class1",11,"C",65.301,82.711,27.119,59.882,4.709,89.759,67.472
"K","Class1",19,"Q",66.376,87.679,NA,44.601,10.708,91.997,61.556
"A","Class1",33,"W",68.64,88.199,30.17,65.054,11.736,90.303,64.241
"Q","Class2",35,"K",89.438,70.468,67.166,25.484,45.393,41.119,94.968
"B","Class5",71,"X",16.651,26.225,14.026,37.583,54.286,12.971,29.564
"J","Class3",35,"K",43.955,10.333,57.54,66.77,91.411,93.629,37.561
"X","Class2",33,"D",73.46,23.552,NA,26.166,55.938,36.042,86.843
"Q","Class1",3,"W",61.161,94.519,28.253,62.218,14.512,91.802,63.201
"Q","Class2",33,"J",56.594,12.98,41.07,39.956,40.588,24.859,88.83
"T","Class4",53,"J",82.294,66.527,30.58,45.529,49.289,56.077,95.55
"X","Class2",39,"D",62.162,19.526,41.61,20.266,42.846,16.9,46.354
"L","Class5",71,"I",33.117,24.97,7.793,16.032,81.225,10.825,45.162
"H","Class1",13,"W",63.356,83.847,25.129,60.281,10.111,93.675,62.777
"J","Class3",34,"Y",10.739,11.025,58.752,50.884,78.483,79.612,39.27
"O","Class3",33,"O",55.606,10.855,67.925,75.908,93.481,81.599,39.643
"T","Class4",45,"K",63.079,11.121,80.459,49.87,65.021,45.027,64.698
"Q","Class2",29,"I",57.23,43.067,47.957,28.24,41.644,23.714,69.428
"X","Class2",32,"I",63.939,36.661,55.876,34.115,48.536,27.524,57.079
"J","Class3",32,"I",53.504,11.09,58.928,38.607,96.32,91.772,30.561
"M","Class4",53,"T",77.614,63.37,12.834,45.516,64.297,54.458,58.6
"U","Class5",70,"X",52.077,24.241,17.407,62.705,76.656,NA,61.323
"L","Class5",72,"I",44.825,29.205,7.119,19.233,67.935,13.728,46.443
"H","Class2",35,"K",64.498,22.304,54.082,28.886,40.248,50.227,41.247
"U","Class5",70,"H",47.836,26.834,9.43,46.733,79.774,13.271,53.919
"D","Class3",31,"K",36.674,10.597,63.579,61.046,91.23,76.577,47.742
"H","Class2",40,"K",78.324,64.252,62.686,16.456,37.249,28.189,81.357
"L","Class5",68,"H",40.462,26.061,12.423,16.821,72.31,NA,39.156
"B","Class4",63,"U",83.319,60.024,40.32,50.512,58.944,42.899,96.894
"P","Class3",33,"I",0.668,11.799,50.155,60.068,97.25,86.789,18.868
"O","Class3",35,"O",6.447,11.571,42.019,36.655,78.982,77.005,33.074
"C","Class1",11,"C",62.257,89.343,29.713,64.356,12.763,90.243,63.767
"U","Class5",71,"Y",46.744,30.351,14.288,16.772,92.704,12.845,46.99
"Q","Class1",38,"K",64.682,86.442,28.217,54.485,11.543,90.012,62.856
"B","Class5",69,"H",40.442,26.897,15.919,8.07,80.058,13.297,63.701
"O","Class3",34,"I",24.874,10.456,38.344,52.028,87.791,81.301,26.168
"I","Class3",30,"E",57.905,10.881,37.059,75.525,95.055,84.027,20.582
"E","Class2",26,"K",70.091,30.836,46.083,28.074,45.728,36.907,74.98
"E","Class2",29,"J",60.263,41.677,55.939,42.292,43.232,26.677,71.081
"N","Class4",38,"J",30.729,14.966,19.681,47.762,42.608,41.117,65.213
"B","Class5",68,"X",48.863,25.813,10.89,60.112,88.438,13.25,32.328
"J","Class3",30,"Y",36.052,10.54,57.843,32.307,90.929,78.969,19.798
"H","Class2",28,"A",88.973,47.269,56.236,48.902,41.755,25.037,53.607
"D","Class3",30,"E",106.361,10.293,40.836,87.161,90.996,86.769,10.212
"E","Class2",33,"A",68.601,6.712,52.697,43.725,37.601,41.177,72.763
"C","Class1",20,"W",56.918,85.436,26.776,69.064,5.358,93.18,66.986
"Q","Class2",31,"D",68.048,46.761,38.346,37.997,47.231,25.851,66.001
"B","Class4",57,"J",72.712,41.69,56.328,50.612,62.343,52.857,60.872
"F","Class4",59,"T",5.735,75.394,50.769,50.585,74.116,49.71,66.459
"P","Class3",31,"E",38.202,11.924,51.571,56.685,81.609,89.636,25.031
"H","Class1",36,"K",63.865,82.719,28.63,51.552,10.604,91.974,63.346
"J","Class3",32,"Y",61.74,11.853,63.969,90.709,93.024,85.981,20.199
"D","Class3",31,"I",1.987,10.871,74.679,34.548,89.173,81.567,23.485
"T","Class4",36,"J",51.166,77.157,81.105,46.908,56.286,41.347,66.59
"L","Class5",68,"F",37.322,26.808,4.419,63.518,64.76,13.875,39.075
"P","Class2",31,"J",69.938,48.504,58.431,32.828,37.896,34.994,78.899
"X","Class2",30,"K",70.78,58.944,54.14,57.096,30.418,15.455,55.488
"Z","Class5",70,"F",54.195,26.876,11.966,29.994,65.416,11.303,36.019
"Q","Class1",11,"W",58.753,88.086,28.841,57.723,6.417,93.423,67.856
"B","Class5",70,"X",29.751,30.806,10.083,40.638,96.311,11.712,30.198
"K","Class1",7,"M",58.834,82.798,25.993,70.844,16.009,92.547,60.169
"U","Class5",71,"Y",53.786,29.375,13.88,43.511,92.435,NA,65.99
"B","Class4",56,"U",59.61,10.78,25.161,49.444,54.819,31.992,86.612
"D","Class3",30,"E",62.966,10.641,63.434,89.849,82.308,71.466,32.602
"H","Class2",26,"A",76.093,46.964,NA,29.794,37.444,32.839,42.331
"I","Class3",30,"I",-15.953,11.211,66.176,41.49,87.831,93.19,21.748
"X","Class2",38,"A",74.886,30.36,58.521,28.157,34.973,50.377,55.403
"T","Class4",45,"K",67.086,21.45,56.93,49.455,59.524,43.1,65.778
"X","Class2",34,"D",66.011,49.044,65.306,39.149,41.669,23.115,91.165
"J","Class3",35,"Y",85.447,11.912,61.869,44.717,90.022,78.384,23.598
"T","Class4",59,"H",75.067,75.074,53.651,49.632,65.086,50.337,85.001
"P","Class2",33,"A",66.458,13.264,56.627,16.58,35.268,34.699,59.584
"U","Class5",72,"Y",30.527,24.189,8.09,41.13,65.695,13.75,37.451
"H","Class1",9,"Q",49.961,89.197,27.243,70.324,5.958,92.182,62.149
"O","Class3",30,"Y",33.294,11.688,42.273,78.25,78.506,85.036,27.567
"Z","Class5",70,"H",35.806,26.259,4.422,18.363,73.629,9.815,49.446
"U","Class5",71,"F",48.507,29.203,3.971,59.221,66.656,10.111,66.533
"Q","Class1",28,"M",68.586,83.927,30.745,47.226,5.722,91.839,64.821
"P","Class2",35,"J",61.097,46.284,43.14,22.347,46.362,23.108,48.69
"P","Class2",26,"K",52.063,49.967,58.432,55.444,47.231,29.427,72.289
"O","Class3",35,"Y",4.238,11.115,44.488,71.631,80.801,82.513,45.841
"H","Class2",29,"K",43.179,21.983,53.937,15.156,37.823,20.503,94.428
"F","Class4",33,"H",46.376,15.359,65.607,44.986,69.726,58.182,73.616
"L","Class5",68,"F",31.507,24.452,10.995,55.942,76.514,NA,57.299
"P","Class2",28,"D",64.688,29.936,53.92,48.119,40.76,28.469,84.456
"Q","Class2",34,"I",74.697,20.755,55.231,27.65,34.832,26.522,72.435
"H","Class2",34,"K",79.085,54.667,53.6,18.787,37.011,27.413,54.768
"O","Class3",30,"K",13.585,10.341,60.225,89.605,87.394,79.16,27.477
"P","Class2",36,"J",92.307,67.04,63.408,35.324,33.801,15.933,74.972
"H","Class2",30,"A",28.405,3.849,49.38,35.349,38.688,27.919,82.302
"H","Class2",33,"J",90.082,14.99,60.809,37.483,42.6,20.515,49.719
"Q","Class2",26,"A",57.147,3.38,48.501,56.745,47.485,NA,56.87
"B","Class5",72,"Y",37.08,25.475,8.755,8.974,80.685,11.237,34.761
"B","Class5",68,"I",48.404,29.525,10.758,35.702,71.281,11.994,34.048
"T","Class4",37,"J",70.211,65.293,37.421,51.781,68.017,38.417,59.314
"I","Class5",68,"Y",40.843,24.989,16.153,44.478,61.486,10.043,39.759
"Q","Class1",19,"M",63.365,88.625,28.176,69.371,8.514,90.916,65.848
"I","Class3",35,"O",38.4,10.628,49.937,83.588,95.751,76.101,32.029
"M","Class4",61,"U",48.127,51.091,48.029,46.584,64.709,50.856,68.373
"B","Class4",41,"J",82.969,44.561,41.373,51.214,66.154,39.986,52.962
"B","Class4",32,"H",74.95,66.114,59.807,49.543,60.393,39.509,88.016
"C","Class1",40,"K",64.337,91.822,28.65,46.008,15.215,91.792,62.029
"O","Class3",33,"I",35.929,10.183,71.177,79.152,101.456,76.741,17.205
"C","Class1",11,"W",62.453,92.34,24.635,48.907,3.623,91.103,62.396
"Z","Class5",69,"H",60.052,26.367,5.847,48.586,64.059,13.09,53.805
"E","Class2",29,"J",52.235,44.884,74.271,26.767,28.951,38.356,87.569
"N","Class4",48,"T",62.029,75.498,29.338,51.18,50.294,44.756,91.061
"E","Class2",28,"J",87.305,64.937,55.227,57.479,40.548,19.915,79.12
"U","Class5",68,"Y",45.114,29.294,13.062,35.203,104.498,14.213,67.555
"T","Class4",34,"J",51.21,26.479,77.249,48.534,50.403,45.599,73.981
"N","Class4",64,"J",23.044,20.009,67.19,48.754,51.39,50.126,61.004
"M","Class4",62,"K",52.629,54.435,48.976,47.738,50.962,43.012,86.873
"E","Class2",30,"K",58.666,55.335,55.341,37.474,41.967,17.454,89.354
"C","Class1",29,"M",56.114,96.662,27.896,63.501,17.088,90.376,66.263
"N","Class4",41,"U",88.247,81.792,74.569,48.77,51.478,60.697,69.597
"Q","Class1",35,"M",59.795,96.893,27.482,54.124,11.723,91.302,65.205
"Z","Class5",71,"I",57.152,26.729,3.473,41.146,74.994,13.379,48.895
"H","Class1",20,"Q",55.47,87.84,26.372,58.666,9.645,91.649,65.576
"M","Class4",40,"J",87.031,66.335,61.401,49.439,36.67,61.687,52.22
"L","Class5",70,"H",41.8,28.593,20.194,44.242,76.343,11.024,30.899
"U","Class5",70,"F",22.828,25.737,12.266,45.87,72.533,13.743,64.138
"K","Class1",10,"W",64.73,88.032,27.383,64.819,11.238,91.587,63.667
"K","Class1",29,"W",60.536,87.87,29.914,54.386,-0.254,90.878,62.243
"I","Class5",69,"Y",31.982,27.015,15.02,25.075,93.212,11.731,55.173
"I","Class5",69,"H",43.855,26.89,10.345,54.289,71.384,11.868,52.29
"B","Class4",54,"T",58.604,8.836,54.321,48.185,52.909,41.817,55.604
"H","Class2",37,"D",63.042,38.952,35.776,28.498,36.954,16.295,78.622
"A","Class1",17,"Q",60.225,87.816,29.567,68.046,2.867,90.733,66.596
"L","Class5",71,"X",46.665,30.314,14.933,35.74,81.242,14.734,31.155
"Q","Class1",25,"C",59.707,88.072,25.956,43.529,1.471,90.592,62.035
"Z","Class5",71,"Y",30.25,24.206,21.268,30.918,53.395,13.447,47.216
"P","Class3",34,"Y",17.963,10.498,51.156,43.219,86.349,89.888,33.259
"K","Class1",6,"M",56.844,87.922,27.718,43.766,13.139,92.32,62.855
"E","Class2",35,"A",70.406,42.083,55.513,56.313,36.049,21.616,71.333
"T","Class4",36,"K",67.078,35.525,83.914,47.798,48.091,46.506,87.871
"I","Class3",31,"K",27.389,10.134,34.994,34.023,107.589,85.898,36.047
"L","Class5",69,"F",47.036,29.967,10.204,59.855,91.008,10.915,58.989
"X","Class2",39,"A",63.929,30.544,60.904,53.774,34.396,15.961,60.839
"K","Class1",38,"C",56.161,83.196,30.757,74.367,5.771,90.592,67.343
"D","Class3",33,"K",6.132,10.347,36.984,82.956,92.988,77.793,25.167
"F","Class4",45,"U",67.688,38.365,67.166,44.8,32.96,42.873,81.037
"I","Class3",30,"Y",34.567,10.866,53.478,59.836,90.502,89.36,30.846
"K","Class1",19,"C",61.44,89.178,23.892,70.86,13.236,90.702,60.964
"I","Class5",68,"X",44.796,27.853,14.243,7.832,73.364,10.834,58.86
"U","Class5",71,"Y",27.719,27.531,0.404,29.902,90.466,11.827,65.451
"F","Class4",56,"U",72.437,53.102,53.875,48.382,28.49,50.739,78.318
"H","Class2",36,"I",57.816,57.467,61.525,39.738,47.36,47.7,51.436
"Z","Class5",71,"F",35.134,25.167,6.895,74.725,67.967,10.607,41.471
"Z","Class5",71,"Y",42.63,28.502,5.575,43.075,62.774,13.203,29.479
"H","Class2",39,"A",64.795,71.772,57.227,39.469,33.545,20.96,79.599
"Q","Class1",11,"K",61.944,94.858,27.565,70.842,15.823,90.349,66.862
"P","Class3",33,"O",14.86,10.031,25.108,46.531,89.539,84.417,18.545
"O","Class3",30,"Y",47.103,10.688,70.321,49.408,78.781,85.611,25.142
"N","Class4",35,"J",47.863,40.234,66.827,48.81,50.931,33.795,53.891
"X","Class2",38,"D",65.895,18.473,58.32,55.492,50.008,22.426,72.93
"H","Class2",28,"J",76.896,22.743,52.733,24.136,42.672,32.915,89.93
"L","Class5",69,"Y",40.536,30.416,15.151,51.346,82.573,13.021,66.567
"M","Class4",48,"T",64.84,39.434,54.119,45.2,74.946,41.693,89.842
"H","Class1",4,"C",64.918,95.353,27.103,65.604,12.341,92.889,62.954
"M","Class4",37,"T",55.943,16.654,79.875,45.277,43.186,38.741,69.33
"P","Class3",32,"O",52.191,11.816,58.083,35.575,92.787,84.425,22.502
"L","Class5",72,"Y",52.475,29.949,13.249,31.631,55.939,11.974,66.66
"D","Class3",32,"K",32.732,11.067,71.217,64.658,98.683,74.096,13.05
"F","Class4",41,"U",100.073,12.49,NA,51.364,48.936,45.329,73.336
"Q","Class2",36,"D",80.227,9.292,70.126,42.049,39.615,36.042,69.954
"N","Class4",59,"K",61.903,64.625,52.257,45.432,50.647,48.354,53.199
"P","Class3",34,"O",14.619,11.913,53.448,56.5,82.669,84.713,36.207
"B","Class4",61,"J",58.649,53.415,58.721,45.112,39.394,49.287,91.323
"F","Class4",63,"K",35.326,64.588,51.698,50.771,43.926,43.069,63.485
"B","Class5",69,"X",55.614,29.115,14.105,72.701,58.271,11.752,44.488
"P","Class2",30,"K",75.165,43.168,57.709,20.753,38.974,30.062,71.079
"N","Class4",36,"K",55.957,67.394,51.979,50.193,54.977,41.856,88.851
"P","Class3",30,"Y",-1.699,11.231,55.331,35.837,91.496,83.095,28.505
"Z","Class5",70,"H",30.865,25.117,17.715,64.421,70.451,11.359,50.444
"E","Class2",37,"I",60.042,42.635,NA,18.143,37.58,17.97,66.5
"J","Class3",32,"K",21.43,10.988,70.399,92.905,94.193,84.578,32.258
"I","Class5",70,"I",67.001,27.868,13.424,33.771,57.732,NA,56.955
"B","Class5",71,"Y",51.357,27.428,NA,70.676,79.006,12.389,66.693
"K","Class1",34,"K",55.987,90.194,28.84,45.304,8.154,89.97,65.269
"O","Class3",34,"E",26.687,10.055,53.179,58.601,83.903,82.108,42.694
"P","Class3",30,"O",77.582,11.473,47.829,39.129,77.562,68.153,10.515
"Q","Class1",32,"C",63.942,90.157,25.929,55.328,4.73,88.873,62.35
"I","Class5",71,"I",62.012,24.566,14.433,57.093,80.98,11.112,67.07
"P","Class2",27,"D",67.083,68.971,47.519,18.652,41.693,NA,67.186
"T","Class4",59,"H",24.095,66.404,35.036,45.239,67.405,44.25,91.309
"A","Class1",26,"M",68.668,91.866,27.587,56.328,2.166,90.311,67.904
"H","Class2",26,"A",72.634,43.75,52.994,47.662,41.445,42.622,93.469
"D","Class3",34,"I",36.934,10.757,47.637,92.389,90.908,81.723,25.322
"P","Class3",34,"Y",32.428,11.687,56.56,58.532,99.721,89.079,24.788
"F","Class4",54,"J",112.458,29.269,84.33,51.603,45.957,54.188,83.417
"E","Class2",35,"D",79.008,41.865,46.58,51.211,35.169,21.154,79.943
"Q","Class2",40,"J",56.009,11.178,51.783,39.149,39.247,21.122,80.632
"M","Class4",46,"J",30.356,69.185,53.332,51.783,45.5,30.599,78.144
"H","Class2",32,"I",66.421,11.432,71.445,25.958,36.683,14.498,58.618
"F","Class4",50,"H",47.217,8.542,46.501,50.751,56.146,46.104,86.308
"O","Class3",35,"I",39.245,10.989,60.202,66.684,77.523,82.88,43.451
"E","Class2",31,"K",71.354,51.261,53.697,36.175,34.984,28.059,93.128
"E","Class2",28,"D",73.792,22.827,64.923,35.404,50.394,34.524,67.327
"B","Class4",60,"H",31.898,85.312,NA,46.203,43.968,42.957,67.235
"D","Class3",34,"E",52.219,11.443,62.277,87.758,90.792,81.967,36.677
"P","Class3",35,"K",64.215,10.08,57.03,66.674,99.966,83.25,32.843
"I","Class3",34,"Y",46.242,10.134,58.331,91.275,83.588,76.705,13.483
"B","Class5",68,"F",18.406,29.732,6.085,58.194,88.277,13.642,60.234
"M","Class4",53,"T",35.973,39.499,27.464,44.994,51.859,47.545,65.935
"N","Class4",36,"H",35.454,78.308,64.502,47.852,65.832,33.183,75.638
"A","Class1",11,"W",59.505,95.376,28.73,50.434,18.228,89.412,65.452
"I","Class5",72,"H",53.189,26.689,14.833,35.078,74.699,12.565,33.642
"P","Class3",35,"E",15.906,11.663,22.71,67.926,99.314,78.195,25.281
"B","Class5",72,"Y",43.408,30.035,13.802,12.482,65.666,8.702,47.438
"B","Class5",72,"F",41.705,24.373,8.074,63.553,63.493,13.836,36.271
"B","Class5",69,"F",43.529,30.959,9.187,55.186,56.17,9.469,57.584
"Q","Class1",20,"K",66.254,83.527,27.288,73.903,3.389,91.57,62.523
"K","Class1",39,"C",56.55,93.866,26.4,66.289,7.149,91.51,60.247
"I","Class5",71,"I",49.135,30.729,12.408,37.135,105.435,14.968,43.463
"P","Class3",34,"E",65.455,11.399,55.606,80.515,91.489,83.611,13.519
"J","Class3",34,"O",32.901,11.08,50.079,58.767,81.064,78.687,41.816
"K","Class1",37,"Q",63.469,95.462,29.527,49.882,11.005,93.214,61.627
"A","Class1",21,"Q",53.321,92.892,25.962,62.739,7.587,90.75,63.752
"P","Class3",35,"K",32.891,11.831,59.585,58.442,87.663,78.328,18
"I","Class5",71,"X",36.178,24.176,7.814,29.987,82.273,10.331,52.279
"B","Class5",71,"X",46.818,26.079,18.895,34.846,78.407,14.623,66.863
"F","Class4",33,"H",77.562,25.926,35.36,49.492,48.631,53.583,69.421
"E","Class2",38,"I",44.062,45.808,59.339,30.285,32.127,36.763,89.794
"P","Class2",39,"J",68.583,27.005,42.9,16.941,50.902,NA,54.448
"O","Class3",33,"Y",42.1,10.284,46.84,85.643,98.954,83.493,37.064
"X","Class2",35,"K",76.03,38.35,50.896,36.885,39.822,37.593,58.599
"T","Class4",57,"T",25.302,10.773,62.355,51.627,50.237,34.271,63.373
"Q","Class2",32,"K",63.984,9.667,52.46,25.824,54.731,28.189,92.923
"T","Class4",55,"J",89.492,44.566,47.255,47.124,62.405,40.797,83.084
"X","Class2",31,"I",69.52,10.65,52.575,34.382,44.128,44.944,41.228
"C","Class1",40,"W",58.143,89.268,28.048,45.299,3.351,91.718,67.944
"O","Class3",35,"O",50.308,11.983,56.521,91.407,78.249,80.664,11.876
"I","Class3",35,"O",-9.297,11.911,57.346,86.155,87.391,77.711,34.548
"N","Class4",58,"H",62.052,79.089,37.53,47.914,45.725,42.195,91.19
"N","Class4",53,"K",70.043,57.023,59.888,44.073,48.24,52.045,89.176
"F","Class4",51,"J",22.512,50.913,97.253,47.242,55.871,55.675,92.79
"F","Class4",36,"T",19.969,35.438,37.353,49.818,62.429,50.883,75.146
"I","Class3",33,"O",30.356,10.571,44.401,74.389,90.928,79.39,36.268
"I","Class5",69,"H",50.894,29.165,8.443,27.416,71.652,14.187,42.064
"J","Class3",35,"I",27.6,10.018,49.893,49.825,99.414,73.97,36.792
"K","Class1",14,"K",46.822,83.776,28.511,73.016,3.452,92.569,64.446
"I","Class3",34,"E",14.106,11.302,38.308,88.307,81.737,86,16.366
"O","Class3",30,"I",39.38,10.077,NA,76.268,91.401,84.933,38.998
"H","Class1",7,"M",60.78,82.294,27.962,52.326,-3.151,91.597,62.221
"A","Class1",35,"Q",63.145,86.567,24.715,71.092,6.335,93.046,67.071
"F","Class4",57,"T",-3.716,29.011,63.106,49.961,70.233,40.148,70.929
"T","Class4",57,"T",84.293,54.688,11.249,50.983,59.489,53.039,84.862
"U","Class5",71,"F",66.457,28.294,NA,29.254,63.548,13.75,62.994
"K","Class1",34,"W",59.374,94.24,28.811,53.325,2.801,91.68,65.168
"L","Class5",70,"Y",35.821,27.159,10.541,72.673,80.882,NA,42.348
"P","Class2",29,"J",71.771,10.432,53.771,44.971,52.834,25.041,51.676
"Z","Class5",71,"I",61.6,27.069,9.575,68.576,68.71,11.216,60.443
"A","Class1",6,"Q",62.423,93.397,29.099,72.503,12.872,92.045,64.807
"O","Class3",34,"Y",23.093,11.022,49.698,79.934,95.226,79.486,33.106
"C","Class1",25,"W",63.608,89.011,29.204,67.309,11.041,92.007,65.553
"I","Class5",69,"F",43.595,29.357,7.492,47.064,64.719,7.597,40.958
"N","Class4",42,"T",54.015,69.732,52.535,49.445,36.092,40.964,79.904
"F","Class4",54,"U",13.707,24.339,9.529,46.259,50.759,46.989,55.157
"K","Class1",10,"K",55.983,96.747,27.384,44.724,10.059,91.547,60.332
"H","Class2",31,"D",47.818,12.244,55.705,21.209,46.302,20.431,69.767
"A","Class1",39,"C",61.61,91.108,31.354,43.609,8.543,92.092,66.19
"Z","Class5",70,"X",39.798,29.246,2.994,43.929,66.558,12.267,44.371
"X","Class2",31,"K",81.24,61.36,60.584,26.669,30.457,10.431,53.587
