"Output10","CES1","DTC2","VDM3","KMC4","NVK5","TXO6","JMA7","RYZ8","ECP9","GJD10","MQI11","AQX12"
"Class2",86.558,"Y","Q",2.302,10.101,14.418,86.907,32,76.293,51.12,52.005,33
"Class4",79.339,"U","Y",13.333,13.281,42.95,87.467,14,89.231,24.405,40.08,24
"Class2",75.92,"Y","Q",14.599,41.395,20.031,87.3,54,60.529,31.025,48.414,44
"Class5",79.065,"K","I",16.539,65.012,75.949,61.071,12,91.975,74.777,35.067,53
"Class5",62.018,"N","D",14.462,41.713,68.672,52.677,12,75.097,69.955,54.334,68
"Class2",78.643,"K","Z",2.156,27.529,76.019,87.888,53,72.235,33.89,43.834,20
"Class3",65.733,"R","N",15.381,45.629,29.48,18.676,75,81.572,21.432,53.315,70
"Class3",72.828,"R","C",15.495,37.448,57.225,11.448,83,80.585,25.994,57.082,72
"Class3",57.704,"C","I",13.518,53.752,32.486,47.613,77,80.566,40.933,53.109,71
"Class4",79.705,"V","D",39.544,10.889,42.971,79.004,12,69.656,8.222,44.304,23
"Class5",86.657,"K","I",16.512,20.139,85.339,59.893,12,82.982,76.379,17.593,59
"Class2",87.014,"Y","P",-0.982,15.585,59.818,87.241,77,77.049,39.216,45.721,41
"Class3",96.678,"F","C",14.992,36.584,33.769,47.692,22,79.235,36.611,55.371,71
"Class4",72.606,"L","G",37.983,26.265,36.987,88.517,6,84.081,26.2,38.888,25
"Class2",80.228,"I","Q",17.401,41.411,27.588,87.567,60,58.962,37.842,40.097,39
"Class4",71.265,"U","C",7.72,10.906,37.546,84.316,25,59.818,6.181,40.771,55
"Class1",85.89,"H","C",33.484,45.585,76.508,-25.322,57,34.874,70.874,40.219,86
"Class2",88.58,"A","Z",7.267,8.34,19.26,87.303,65,70.59,65.197,43.21,41
"Class2",81.795,"Y","C",14.892,40.506,68.23,87.766,70,75.754,56.031,50.673,36
"Class5",93.243,"S","Y",13.311,18.408,70.779,52.756,12,98.755,61.094,33.488,63
"Class3",94.099,"C","C",14.262,53.579,40.046,62.276,30,83.582,34.226,50.141,73
"Class1",89.685,"X","U",33.641,82.482,72.354,87.937,55,37.99,29.718,34.683,39
"Class2",79.191,"A","Z",16.471,51.16,53.722,87.71,51,54.3,68.341,37.314,44
"Class3",85.174,"K","I",13.549,49.012,56.055,47.486,27,83.534,22.603,49.257,72
"Class1",73.167,"X","P",32.563,74.302,63.887,5.949,54,39.509,33.336,34.48,52
"Class4",71.68,"L","G",28.397,17.55,42.689,94.486,17,85.97,30.6,46.105,25
"Class5",81.379,"A","I",26.649,21.39,72.474,55.139,12,52.927,51.277,49.529,70
"Class1",73.942,"L","X",32.82,95.241,72.325,40.445,63,37.906,32.842,52.772,41
"Class5",83.916,"A","I",33.971,23.133,57.84,48.457,12,64.446,59.869,19.999,61
"Class5",89.395,"S","D",19.915,52.747,72.096,53.297,10,50.806,67.348,66.391,76
"Class2",78.297,"A","P",27.997,35.569,75.889,87.251,92,53.63,63.238,49.572,39
"Class2",83.735,"J","Q",-0.46,42.327,23.025,87.25,63,60.811,67.941,49.179,41
"Class2",83.811,"I","A",11.201,51.612,28.53,87.698,91,67.195,45.299,34.103,43
"Class2",87.625,"Y","Q",10.479,14.455,58.092,87.036,61,59.999,73.961,34.494,29
"Class3",65.403,"P","C",15.397,50.706,53.535,34.051,63,81.878,17.438,59.019,71
"Class1",90.18,"T","R",34.198,47.021,70.526,111.018,63,32.514,69.317,51.928,59
"Class4",79.344,"V","C",47.047,17.985,41.259,82.306,4,81.279,47.67,42.488,78
"Class3",86.769,"R","I",13.361,48.146,50.061,47.833,33,83.595,53.821,55.57,69
"Class2",80.678,"I","C",13.558,32.699,60.206,88.109,35,66.782,45.36,38.242,36
"Class4",73.487,"U","S",15.258,26.846,43.708,83.704,22,68.311,19.68,37.503,40
"Class3",85.295,"P","L",16.847,33.614,41.022,62.664,70,80.512,53.112,51.707,72
"Class2",84.212,"J","A",28.174,19.07,42.892,87.049,91,64.255,32.51,61.045,44
"Class1",76.455,"P","R",33.343,84.567,66.424,33.418,56,40.179,74.51,40.358,37
"Class5",68.869,"N","I",25.877,43.145,77.799,55.724,11,97.63,70.26,NA,59
"Class3",93.829,"C","N",15.874,47.138,29.073,49.291,77,79.747,16.493,51.082,68
"Class1",86.749,"L","P",33.59,73.665,85.401,42.391,56,39.826,42.258,23.648,28
"Class1",88.474,"X","P",32.404,69.671,54.855,3.425,65,37.087,35.596,58.658,72
"Class5",81.52,"O","Y",19.276,27.631,84.82,50.286,12,80.618,49.709,49.323,66
"Class3",91.415,"P","J",13.748,41.813,57.824,28.699,78,81.608,32.951,49.005,69
"Class5",91.626,"O","Y",19.747,10.994,70.254,44.697,11,91.286,73.526,44.756,67
"Class3",72.226,"F","J",12.486,41.585,43.017,60.433,79,82.43,39.085,56.629,68
"Class5",91.434,"S","Q",18.974,50.461,60.73,53.123,12,81.867,76.727,60.588,79
"Class1",81.618,"P","R",32.585,63.034,66.806,66.78,55,36.33,37.64,NA,60
"Class5",79.934,"K","Y",26.404,75.36,77.933,45.508,11,63.427,59.069,12.092,74
"Class4",72.476,"V","Y",42.155,13.367,39.105,90.016,8,89.38,47.378,41.326,19
"Class2",75.962,"I","Q",17.687,17.461,19.13,87.239,51,71.742,70.571,36.319,36
"Class2",82.764,"A","Z",3.909,-6.349,42.357,87.698,76,54.813,40.775,45.366,44
"Class5",70.141,"N","D",20.683,72.57,81.517,54.539,12,89.072,75.916,30.554,71
"Class5",62.606,"K","I",28.418,47.778,57.391,47.14,12,88.186,67.038,42.784,65
"Class2",83.272,"J","A",18.262,33.484,26.416,87.693,50,77.567,22.006,44.891,34
"Class4",78.807,"L","D",37.917,14.976,42.109,93.867,22,59.665,44.154,39.435,75
"Class4",80.102,"L","D",40.885,8.368,40.66,83.928,16,60.81,10.697,38.394,51
"Class5",58.131,"K","Q",21.475,55.022,72.434,55.714,10,92.83,64.263,5.46,71
"Class3",94.922,"P","N",13.645,56.07,55.025,9.591,43,81.189,44.303,54.02,73
"Class1",83.147,"H","C",32.304,85.011,83.748,54.6,66,38.964,23.849,41.244,93
"Class5",64.2,"S","E",12.246,29.621,78.669,48.042,11,46.082,59.965,23.13,55
"Class5",90.885,"A","E",16.973,54.274,85.678,47.69,11,95.899,51.407,31.772,52
"Class1",83.666,"P","R",32.896,70.719,86.838,60.473,53,35.928,64.43,35.45,66
"Class3",78.655,"K","L",14.693,57.786,42.884,39.054,64,83.872,51.41,47.501,68
"Class1",79.579,"T","U",32.942,80.316,61.886,16.79,56,36.817,71.958,49.402,39
"Class5",70.97,"N","E",16.476,16.717,82.165,50.891,10,82.899,71.705,23.757,67
"Class1",98.695,"H","X",31.883,77.543,77.047,29.072,58,34.406,65.634,38.67,85
"Class1",83.128,"X","U",33.233,66.111,65.033,52.007,57,35.853,36.849,48.809,32
"Class3",59,"R","I",16.77,53.758,28.121,27.63,39,80.764,37.148,48.822,73
"Class4",71.991,"V","Y",27.076,16.111,41.347,88.729,11,86.255,22.244,53.885,12
"Class3",67.914,"P","N",15.147,52.443,32.792,67.744,27,80.491,59.22,45.985,69
"Class1",86.957,"P","C",32.737,88.716,85.683,51.596,60,34.592,51.691,37.655,97
"Class1",84.155,"P","C",33.074,53.283,76.759,9.797,54,38.547,40.056,49.894,37
"Class1",85.186,"H","U",32.367,61.722,73.965,45.429,59,37.516,24.27,42.36,73
"Class5",90.677,"O","I",24.732,28.24,67.52,50.855,11,60.038,48.165,46.172,64
"Class5",59.861,"S","D",8.587,-4.401,59.74,53.417,12,61.12,66.272,57.669,72
"Class3",89.822,"F","C",13.311,57.186,28.911,14.754,30,82.234,53.134,46.927,72
"Class3",75.769,"C","N",14.034,52.353,40.334,44.667,82,82.471,34.335,56.544,70
"Class5",68.001,"K","Q",9.506,20.303,79.179,51.832,10,97.868,70.29,40.762,71
"Class3",78.356,"C","C",15.789,48.774,50.043,49.575,59,80.231,39.775,60.234,68
"Class4",69.911,"L","G",33.646,23.654,42.066,88.309,26,88.646,16.611,43.269,77
"Class4",75.768,"V","D",16.318,15.09,42.738,84.533,19,88.841,16.752,40.687,47
"Class1",99.534,"T","P",33.363,35.645,70.135,73.241,59,34.428,55.684,37.899,81
"Class4",71.427,"U","Y",11.128,21.543,43.37,81.321,20,84.249,31.032,42.688,79
"Class1",92.015,"L","R",34.463,76.915,71.784,-7.625,64,34.311,42.498,47.248,85
"Class4",80.294,"L","Y",34.591,13.515,43.556,86.422,6,58.142,19.623,44.071,71
"Class4",70.138,"U","Y",44.59,11.471,41.242,78.311,14,72.32,40.459,NA,68
"Class4",79.449,"V","C",23.193,23.473,40.672,91.179,22,79.25,35.559,37.492,64
"Class4",69.631,"Q","G",30.903,15.796,43.851,97.003,17,88.969,46.953,50.388,72
"Class4",77.894,"Q","C",40.048,15.763,39.228,96.688,18,72.122,48.478,40.81,54
"Class5",57.27,"K","Y",33.815,64.505,57.975,52.63,11,85.023,75.071,46.134,67
"Class4",69.013,"K","S",28.761,8.044,40.92,87.122,17,68.368,40.295,47.963,46
"Class2",78.635,"I","C",38.036,32.008,61.423,87.614,78,65.021,24.103,56.957,16
"Class4",77.711,"V","G",37.735,17.985,38.127,85.329,23,52.373,50.901,39.349,12
"Class5",61.972,"O","E",13.899,43.259,69.61,53.007,12,82.02,56.951,35.942,65
"Class2",82.743,"Y","P",22.246,8.999,58.063,87.556,90,68.163,25.71,38.208,37
"Class4",70.086,"V","G",13.092,23.378,43.57,93.861,10,75.473,16.894,40.646,60
"Class2",84.334,"J","C",23.055,56.605,52.785,87.053,77,65.2,50.511,48.914,30
"Class4",70.93,"U","Y",34.423,17.224,41.364,90.734,13,83.309,42.401,45.165,67
"Class5",68.387,"N","E",16.172,9.603,63.655,58.22,12,59.945,61.477,23.656,67
"Class5",95.628,"S","E",27.099,49.127,71.95,50.636,11,50.375,49.151,46.623,67
"Class1",93.667,"P","X",33.088,NA,86.273,111.405,59,36.493,31.712,49.126,93
"Class3",98.212,"P","I",14.161,40.128,31.981,65.103,54,82.95,59.909,56.578,73
"Class5",58.757,"S","D",21.115,-9.061,57.902,57.877,12,69.555,66.457,42.77,63
"Class2",76.81,"I","A",8.663,27.576,61.342,87.274,44,57.397,73.63,43.894,35
"Class1",72.747,"H","U",33.579,88.007,80.698,57.553,58,35.346,38.593,47.689,48
"Class1",85.966,"X","U",32.699,78.524,84.502,27.797,65,34.492,60.887,50.589,28
"Class4",80.371,"U","Y",28.885,12.608,35.57,86.988,2,59.618,43.918,50.714,33
"Class5",57.439,"K","Y",37.072,20.259,68.402,49.814,12,95.444,54.827,46.585,77
"Class1",97.908,"P","C",33.349,78.576,69.189,15.257,59,37.871,39.47,32.842,93
"Class5",88.545,"N","I",29.934,83.455,62.339,46.398,12,58.903,53.742,NA,59
"Class5",67.143,"K","I",21.913,50.195,73.337,47.025,12,44.594,55.643,53.973,75
"Class4",73.955,"K","C",25.277,15.811,38.793,88.87,10,77.876,50.657,40.763,53
"Class2",83.835,"J","A",21.628,20.631,68.295,87.533,75,76.979,29.8,44.424,23
"Class3",54.771,"P","I",14.876,44.213,41.673,82.433,37,80.272,28.23,51.624,68
"Class5",79.243,"S","I",22.138,11.808,79.44,57.821,11,97.955,57.548,45.737,74
"Class1",81.876,"H","X",33.617,81.503,71.186,-3.348,55,38.287,49.782,39.218,26
"Class5",73.837,"K","D",24.468,6.458,77.117,61.693,11,75.865,66.314,39.039,57
"Class2",83.072,"I","A",21.584,28.616,61.007,87.374,77,71.91,65.664,47.546,21
"Class5",64.837,"A","D",17.109,35.776,70.235,54.838,11,98.18,53.808,35.676,68
"Class2",88.426,"K","C",4.471,28.746,64.812,87.411,87,58.703,47.972,39.303,34
"Class2",88.302,"K","C",13.364,38.976,71.204,87.743,38,68.207,55.617,42.87,30
"Class4",70.011,"V","C",24.716,NA,40.673,91.044,24,74.151,8.204,45.51,69
"Class5",77.048,"O","Y",18.373,52.528,58.778,57.243,10,62.235,54.234,40.383,61
"Class2",80.011,"K","A",15.856,47.08,28.455,88.143,30,57.276,43.355,49.928,23
"Class1",87.378,"L","P",33.088,58.639,81.031,47.2,54,36.132,32.064,31.848,37
"Class5",76.983,"O","Q",24.761,22.108,68.103,53.457,12,74.218,75.184,NA,66
"Class2",87.303,"I","Q",10.342,3.082,51.278,87.714,87,77.366,24.221,38.616,20
"Class3",62.508,"F","N",13.904,54.218,37.524,3.967,72,82.291,26.979,56.375,72
"Class4",70.767,"V","Y",36.444,13.891,38.029,88.726,13,53.716,39.811,44.714,45
"Class1",74.949,"T","U",33.022,30.272,61.316,80.877,54,34.313,26.686,39.512,94
"Class5",75.127,"N","D",23.301,25.032,72.548,54.52,10,68.721,61.267,26.46,54
"Class1",97.737,"H","U",33.546,43.336,73.689,81.67,60,40.217,71.42,NA,29
"Class4",73.212,"L","D",40.395,17.811,40.818,92.466,11,55.983,17.967,49.107,49
"Class1",97.941,"H","R",33.426,63.495,56.469,48.309,54,35.829,72.741,46.416,45
"Class4",78.058,"K","D",25.021,13.138,39.658,83.02,5,65.525,32.225,40.402,13
"Class4",77.503,"L","G",24.981,12.038,38.673,83.957,26,60.552,23.953,41.867,39
"Class5",77.824,"A","Y",18.692,NA,66.774,47.192,10,58.526,49.283,23.813,71
"Class1",84.764,"T","C",32.975,85.227,76.043,69.7,58,34.288,65.13,46.184,43
"Class4",72.491,"U","C",15.894,12.624,37.463,94.873,17,60.966,50.152,NA,57
"Class5",65.739,"K","D",23.873,44.304,65.183,52.295,10,45.546,72.074,49.865,75
"Class5",80.312,"S","Y",23.69,27.929,73.857,54.155,12,91.51,60.144,44.494,70
"Class1",83.073,"H","P",31.602,78.901,83.306,90.42,66,33.409,63.261,31.523,80
"Class4",70.529,"K","G",42.503,16.897,38.341,91.597,0,61.824,32.641,48.917,71
"Class3",79.92,"C","L",13.208,41.479,37.308,26.608,75,79.265,39.086,59.718,72
"Class3",52.39,"P","J",13.484,51.879,44.8,26.537,24,83.303,17.143,54.619,68
"Class3",93.36,"R","I",17.143,33.713,48.487,78.809,46,80.38,55.328,48.72,70
"Class1",73.744,"L","C",34.019,62.016,56.246,6.668,67,37.563,30.454,26.184,31
"Class5",66.764,"S","Y",16.629,46.447,64.491,55.513,12,53.043,48.977,37.409,53
"Class3",68.325,"C","I",17.032,NA,51.982,16.972,58,79.953,61.187,57.959,69
"Class1",93.732,"P","C",32.806,62.144,60.684,62.86,53,38.652,60.731,45.593,42
"Class5",96.28,"K","D",13.58,18.046,77.009,51.335,12,63.899,55.072,29.68,76
"Class3",83.242,"K","J",15.226,33.099,30.218,65.384,38,81.301,50.296,49.743,69
"Class2",85.943,"J","C",19.466,20.65,22.102,87.412,69,53.283,34.634,53.298,35
"Class4",80.953,"L","G",36.368,22.335,37.367,84.762,22,54.302,29.938,32.011,19
"Class2",85.625,"I","P",19.062,-0.841,17.829,87.331,68,68.74,60.707,52.098,22
"Class1",94.273,"H","X",32.504,103.54,53.221,10.669,58,34.543,46.985,NA,60
"Class4",70.582,"U","G",27.643,NA,36.837,85.078,9,70.776,45.914,44.613,78
"Class1",75.996,"P","R",33.142,34.005,79.431,34.203,52,34.504,57.42,43.889,56
"Class1",76.269,"X","X",32.113,73.243,66.139,55.482,55,37.746,32.039,49.18,98
"Class1",90.836,"P","R",32.576,77.318,80.549,11.838,64,37.157,52.283,37.639,29
"Class1",86.459,"L","P",34.281,47.48,73.026,-50.939,54,32.12,70.811,54.477,37
"Class2",83.082,"Y","C",13.906,27.974,29.14,88.02,53,76.3,21.701,32.497,29
"Class4",78.219,"V","D",41.751,10.67,43.951,87.487,4,86.914,16.372,49.297,41
"Class2",83.717,"J","P",11.473,24.016,67.211,87.73,64,59.764,63.356,45.407,22
"Class1",79.918,"H","U",33.043,61.299,84.563,71.184,57,36.755,39.679,41.587,32
"Class4",75.143,"L","D",16.045,16.008,36.547,97.172,9,89.629,20.475,43.287,40
"Class4",77.357,"V","D",56.951,NA,37.503,80.939,13,76.28,42.504,NA,29
"Class4",71.995,"U","Y",32.345,11.438,35.234,82.65,20,55.347,12.542,48.207,13
"Class5",63.693,"A","D",13.446,25.207,76.662,55.272,11,45.378,64.058,45.096,72
"Class2",75.438,"Y","Z",21.121,NA,60.376,87.039,64,65.436,27.58,40.005,33
"Class5",91.45,"O","Y",21.67,38.21,82.692,56.794,11,71.876,62.964,8.396,52
"Class2",85.904,"I","A",25.153,18.57,30.357,87.335,39,61.645,21.674,48.926,41
"Class1",78.331,"H","U",32.932,70.475,74.221,38.55,64,35.763,39.921,29.146,46
"Class5",61.482,"O","Q",21.152,30.509,68.854,47.226,11,71.722,76.572,24.749,60
"Class2",77.663,"A","A",13.906,60.731,46.839,87.388,78,52.802,50.196,55.328,42
"Class1",80.227,"X","X",33.072,48.978,84.323,66.998,60,40.314,80.367,47.383,88
"Class4",73.824,"K","D",33.678,24.026,39.069,85.807,18,87.232,38.058,43.796,28
"Class5",80.23,"N","Q",24.04,47.692,59.939,67.855,11,74.295,51.439,NA,69
"Class5",60.132,"S","E",33.579,52.59,73.348,52.974,12,63.788,60.194,34.366,75
"Class3",94.81,"C","J",15.554,49.367,44.553,75.563,72,80.918,33.194,46.027,69
"Class2",82.931,"Y","P",17.325,29.3,19.465,87.532,30,60.369,58.742,48.784,29
"Class4",74.524,"Q","C",33.267,21.368,43.124,84.048,6,61.007,23.815,47.244,73
"Class3",57.623,"R","C",15.41,42.802,42.047,-18.55,37,80.902,54.492,34.599,70
"Class4",77.522,"V","D",26.493,0.299,35.437,85.282,8,54.378,13.522,37.022,67
"Class3",79.404,"K","I",15.342,53.764,35.644,47.293,32,82.473,52.461,57.822,70
"Class5",86.209,"N","E",15.279,49.988,70.268,51.217,10,72.363,52.272,33.044,70
"Class1",85.761,"X","U",32.71,64.113,70.334,27.575,67,39.754,42.234,42.712,72
"Class5",92.427,"N","I",23.492,27.634,67.501,54.574,12,82.416,68.986,10.205,60
"Class2",85.727,"Y","Z",22.578,-7.983,59.298,87.171,38,56.391,44.76,59.387,37
"Class4",76.301,"U","D",18.744,24.686,37.157,91.806,6,58.231,35.011,46.301,34
"Class1",97.172,"X","R",33.709,74.048,80.281,78.45,59,39.092,38.654,50.237,42
"Class3",99.286,"K","I",15.161,36.598,45.968,56.432,36,83.052,23.721,48.94,69
"Class2",76.065,"J","A",18.28,36.342,49.886,87.609,60,56.528,65.774,48.885,25
"Class5",69.437,"N","Y",28.807,50.968,65.844,54.333,11,83.28,50.708,52.651,59
"Class4",71.337,"U","G",6.375,26.307,38.886,83.851,24,61.975,26.494,41.951,79
"Class2",74.797,"K","A",15.778,0.446,15.92,87.758,41,65.141,58.879,49.526,22
"Class4",77.339,"L","C",47.258,8.277,41.874,90.229,5,59.147,34.974,NA,39
"Class4",69.887,"L","D",20.053,12.445,37.649,75.834,6,53.529,36.386,36.72,66
"Class2",88.543,"I","A",34.866,13.952,69.916,87.551,44,53.845,36.646,51.753,43
"Class2",76.616,"J","Q",18.231,35.403,57.23,87.582,61,52.863,28.404,40.752,17
"Class4",73.107,"K","D",33.809,NA,40.56,87.97,12,62.79,9.36,34.734,40
"Class1",87.892,"T","X",33.066,52.488,86.397,16.579,56,37.724,41.941,38.602,58
"Class4",75.634,"U","S",10.249,17.213,42.944,88.152,8,64.936,41.96,45.839,45
"Class4",69.309,"K","S",53.016,18.327,42.865,88.907,3,68.164,47.48,42.699,67
"Class5",94.165,"N","I",14.184,77.106,58.421,51.888,11,72.983,68.104,47.908,76
"Class4",78.821,"L","D",53.597,14.621,42.025,87.398,15,76.164,9.701,NA,17
"Class4",70.054,"L","S",58.258,17.317,41.969,82.912,18,88.585,15.323,35.694,60
"Class1",88.122,"H","P",32.242,85.772,75.464,1.203,55,35.775,59.002,33.12,41
"Class4",70.55,"U","S",36.767,14.105,39.678,90.605,8,88.897,27.576,38.212,21
"Class5",73.773,"S","I",18.7,78.396,72.428,54.831,12,94.7,49.559,42.157,67
"Class4",72.838,"V","S",29.419,17.84,43.65,83.451,19,84.966,48.696,47.493,20
"Class2",81.251,"Y","C",-4.06,20.517,32.266,87.987,30,57.773,51.341,49.788,43
"Class1",72.798,"L","C",31.264,99.139,75.222,-9.149,60,34.272,50.487,48.853,44
"Class2",75.354,"Y","C",10.698,NA,62.462,87.699,86,71.617,58.362,55.286,16
"Class3",99.268,"F","C",14.764,48.373,48.278,63.607,20,82.494,23.424,45.114,68
"Class4",74.439,"U","Y",36.789,15.559,41.752,79.779,24,52.347,29.038,40.409,38
"Class1",84.494,"P","C",33.751,70.674,62.833,-9.578,58,40.591,68.969,41.367,49
"Class2",76.29,"J","C",11.017,25.889,14.499,88.083,73,62.384,42.783,33.901,34
"Class3",54.386,"K","C",14.941,NA,54.951,6.828,78,82.07,61.416,54.18,73
"Class3",59.281,"P","C",13.748,36.211,54.884,15.936,40,83.645,14.217,50.751,71
"Class4",69.387,"L","G",26.348,12.913,36.319,88.269,6,79.95,31.057,43.245,51
"Class2",75.793,"K","Q",7.827,28.104,75.683,87.707,89,66.653,28.114,38.703,16
"Class2",88.238,"J","P",13.472,57.842,22.899,87.664,37,62.155,51.243,44.725,41
"Class2",86.643,"I","C",9.544,39.439,21.69,87.722,40,57.397,29.318,49.96,28
"Class4",78.976,"L","Y",16.913,4.143,41.575,80.389,4,50.097,31.082,49.292,64
"Class3",87.667,"R","L",13.677,48.797,34.029,64.051,64,79.27,60.25,60.821,69
"Class3",83.852,"R","J",15.693,50.484,33.959,64.362,22,79.296,35.314,44.339,71
"Class5",87.792,"K","Y",17.016,72.135,74.981,57.489,11,61.965,59.159,25.999,59
"Class1",95.834,"T","R",33.414,113.013,56.557,40.44,52,36.52,63.955,43.713,90
"Class3",75.35,"K","I",15.983,49.592,43.376,24.889,31,83.374,26.55,47.572,70
"Class5",84.522,"N","Y",23.779,41.894,82.106,50.075,10,90.52,55.684,13.718,63
"Class2",81.797,"A","Q",-2.179,-0.408,21.808,87.485,53,54.137,54.35,37.254,21
"Class2",77.366,"K","Z",25.756,42.639,15.515,87.6,80,64.155,55.571,39.588,31
"Class1",79.157,"H","R",33.223,56.094,86.488,0.505,64,38.402,25.137,43.879,30
"Class4",79.096,"Q","D",19.087,15.564,39.493,91.096,7,87.071,48.379,42.334,46
"Class4",79.061,"V","S",27.279,7.684,35.607,91.747,18,63.414,48.531,49.108,44
"Class2",79.366,"J","C",8.307,19.264,18.146,87.731,81,74.629,72.112,44.48,32
"Class2",82.85,"A","Q",14.153,18.528,69.603,87.896,71,62.942,30.269,40.714,18
"Class3",96.047,"K","L",14.352,57.021,46.075,39.232,24,79.93,34.991,44.534,68
"Class3",66.07,"R","C",14.244,NA,46.282,71.346,68,81.286,23.464,50.596,70
"Class3",75.404,"C","J",14.796,60.786,32.092,10.816,51,79.647,21.115,60.024,71
"Class2",75.113,"I","Z",10.313,14.531,55.084,87.514,89,56.506,56.997,44.777,39
"Class5",81.587,"S","D",23.859,23.776,75.973,49.882,11,51.504,54.347,39.576,55
"Class4",69.882,"K","Y",27.335,17.193,42.609,85.465,1,53.923,25.46,37.973,78
"Class5",91.004,"N","E",3.676,51.087,61.671,50.79,11,85.017,54.488,34.832,68
"Class4",80.32,"U","D",24.698,3.611,36.413,88.2,5,53.412,26.542,44.88,19
"Class3",60.136,"F","I",15.851,46.469,29.303,5.645,48,81.765,36.637,51.342,68
"Class4",74.075,"L","C",58.01,19.503,38.887,93.277,19,55.011,33.17,48.293,41
"Class2",74.689,"Y","A",23.345,23.724,71.752,86.794,38,73.303,43.015,39.732,38
"Class1",91.297,"H","U",33.418,64.388,51.823,57.005,66,36.02,61.928,44.626,92
"Class4",75.308,"U","D",34.85,22.212,39.003,89.96,19,71.662,27.931,46.579,65
"Class5",71.734,"O","Q",15.266,56.964,81.803,50.833,12,64.866,66.366,63.647,74
"Class3",93.298,"R","C",15.912,30.9,33.955,19.806,35,82.043,57.057,NA,71
"Class1",77.825,"P","R",33.382,48.489,76.529,7.911,53,33.284,46.971,46.542,70
"Class3",71.166,"R","N",16.286,45.473,41.216,8.621,51,81.287,48.581,50.032,72
"Class4",76.287,"U","S",35.732,11.792,37.654,87.373,3,78.23,11.388,42.19,64
"Class2",86.882,"Y","Q",25.659,2.456,57.883,87.735,71,72.593,72.933,52.172,41
"Class2",80.66,"Y","A",28.612,36.205,18.292,88.3,40,54.868,63.879,54.768,44
"Class2",79.772,"I","Z",9.591,17.504,60.195,87.405,53,57.587,40.951,52.117,38
"Class3",56.431,"C","I",13.038,46.62,57.253,44.844,57,83.423,23.443,49.681,71
"Class3",76.195,"C","L",14.124,46.143,55.054,52.61,56,79.945,30.399,52.047,69
"Class5",70.464,"A","D",24.816,NA,79.956,51.869,11,71.016,75.805,34.663,60
"Class4",71.045,"K","D",46.656,5.202,39.41,94.495,24,67.201,21.585,43.053,28
"Class4",77.255,"U","G",26.13,4.619,42.51,90.634,18,85.771,22.832,47.533,30
"Class1",96.144,"H","R",31.808,72.562,54.389,73.31,64,33.468,35.944,47.274,33
"Class4",72.703,"U","S",13.001,9.522,42.93,86.141,18,85.063,48.134,41.127,72
"Class2",86.61,"K","Z",8.899,51.799,71.404,87.06,46,68.709,47.625,46.576,45
"Class3",74.893,"F","I",15.459,52.595,55.341,49.3,63,81.732,28.956,53.179,68
"Class4",79.169,"Q","Y",36.228,10.29,37.135,89.106,12,62.549,22.628,42.043,28
"Class1",80.724,"H","C",32.041,54.084,80.478,60.027,55,37.142,63.784,45.667,49
"Class3",82.975,"C","N",15.56,42.243,49.083,37.709,24,81.351,48.303,46.95,73
"Class1",74.2,"T","P",33.155,45.915,59.697,23.363,66,39.011,70.015,41.743,94
"Class4",75.26,"Q","G",28.136,27.139,38.289,91.104,9,88.029,36.297,40.907,41
"Class1",99.06,"X","X",32.823,70.757,76.549,52.55,61,34.778,76.926,49.714,80
