"XAV1","FJW2","AFV3","Output6","PNS4","UXD5","QSY6","XGK7","LBV8","HGE9","WSX10","PVB11","TXH12"
82.159,38.015,25.054,"Class3","S","J",40,25,84.524,47.034,46.833,18.914,82.785
37.982,51.229,47.016,"Class2","D","P",9,78,36.454,34.177,58.871,44.751,60.627
28.391,26.427,78.266,"Class2","F","P",19,64,46.659,33.567,67.884,60.494,62.143
58.467,14.428,35.288,"Class5","N","P",52,86,8.384,46.461,31.933,31.427,36.344
48.292,13.359,50.795,"Class5","S","F",50,89,26.011,49.145,55.368,30.835,31.221
38.457,8.872,48.109,"Class5","N","X",50,88,51.198,29.541,26.823,36.62,17.942
75.014,18.153,38.933,"Class5","S","X",49,89,65.49,47.052,27.561,33.059,23.715
59.032,60.362,58.186,"Class1","L","D",86,51,33.204,29.389,8.667,68.592,81.672
40.853,49.841,18.506,"Class2","K","Z",14,83,41.725,43.678,65.658,42.857,46.804
70.454,62.153,89.846,"Class1","L","N",69,52,34.162,27.34,79.84,28.791,80.997
75.886,92.517,42.341,"Class1","L","K",83,51,55.058,26.657,65.192,28.358,82.933
62.446,69.689,43.944,"Class1","G","N",48,51,19.677,25.716,57.885,12.944,79.791
71.19,36.657,24.019,"Class3","K","F",37,46,78.067,14.006,55.1,41.865,69.232
61.047,NA,64.284,"Class1","G","Q",82,49,38.431,26.288,42.487,41.754,86.387
30.719,51.757,0.968,"Class2","J","S",24,78,48.498,24.001,69.026,63.456,54.842
62.464,35.07,25.714,"Class3","Q","Y",47,42,80.509,25.887,68.859,26.593,85.771
5.154,13.901,45.653,"Class5","Y","X",53,87,20.132,28.52,29.609,31.562,46.848
78.243,65.734,78.944,"Class1","D","D",86,50,42.524,25.473,73.642,69.872,85.137
68.009,15.801,33.576,"Class5","Y","K",50,88,56.758,25.146,22.756,34.921,4.093
73.133,62.682,56.183,"Class1","U","K",71,48,37.886,26.11,53.884,63.061,77.519
25.696,21.862,81.235,"Class2","F","P",26,41,37.915,43.651,52.366,25.995,58.669
51.819,42.063,79.092,"Class4","S","Z",62,41,28.272,53.157,61.842,38.194,2.014
11.606,21.13,36.87,"Class5","I","X",51,88,51.966,11.476,18.915,33.418,24.245
66.854,51.616,21.141,"Class3","I","J",41,17,79.793,41.05,28.767,41.282,80.326
60.099,60.793,16.777,"Class3","I","F",43,45,78.745,33.659,17.379,54.043,93.832
46.577,10.032,34.241,"Class5","D","P",49,85,20.165,14.529,60.792,39.896,36.174
72.207,59.311,45.629,"Class1","X","L",77,49,24.967,27.187,30.87,17.322,78.019
61.363,38.449,18.151,"Class3","I","F",45,28,86.261,32.498,10.257,29.769,76.654
28.23,10.968,41.807,"Class5","I","F",52,89,47,35.836,21.419,37.095,38.319
54.511,42.966,54.894,"Class4","H","S",62,39,38.754,53.818,75.955,111.71,3.789
61.904,58.334,41,"Class1","G","K",43,49,61.783,28.739,41.514,27.621,76.186
67.749,44.935,59.051,"Class4","G","I",65,42,15.018,52.577,39.902,72.677,3.781
40.956,18.739,53.069,"Class5","I","X",52,85,36.889,39.322,26.151,35.039,25.285
56.062,66.768,91.779,"Class1","U","N",74,49,30.486,26.167,45.715,95.36,81.184
9.062,18.679,38.896,"Class5","N","X",49,88,14.283,12.385,21.991,30.349,36.548
83.654,NA,17.382,"Class3","K","F",47,21,82.036,19.774,37.896,28.863,83.32
70.912,34.716,28.961,"Class3","S","J",40,33,86.616,47.195,62.91,43.079,74.505
54.49,47.953,71.409,"Class4","H","I",61,58,71.976,53.29,35.655,43.18,3.296
61.387,38.762,73.135,"Class4","F","I",61,45,73.751,53.038,74.116,96.206,2.723
15.7,59.342,62.102,"Class2","J","Z",18,26,44.532,31.483,87.845,54.927,49.921
38.068,11.729,53.199,"Class5","D","Z",52,89,59.359,41.98,27.943,37.545,36.283
29.081,NA,42.147,"Class5","I","P",50,85,64.947,43.22,24.042,35.098,38.683
NA,42.102,27.185,"Class3","S","O",43,33,85.389,44.051,19.945,7.5,65.004
51.028,39.338,51.347,"Class4","F","B",61,44,43.127,54.347,73.446,80.893,2.012
57.263,90.774,51.098,"Class1","X","L",46,51,43.017,25.476,59.45,25.465,79.538
61.335,55.062,25.45,"Class3","K","Y",43,44,87.741,33.64,32.554,61.701,68.555
19.887,5.653,53.415,"Class5","S","Z",52,85,13.179,50.266,11.96,33.964,47.787
29.669,62.83,72.102,"Class2","H","Z",13,28,50.273,33.405,67.432,66.261,55.947
42.902,49.503,22.097,"Class2","H","Y",18,80,49.876,53.818,76.473,87.11,44.153
20.558,31.437,7.907,"Class2","H","P",24,45,40.993,27.189,73.01,56.295,53.423
58.699,36.783,77.449,"Class1","D","Q",77,48,60.515,25.749,79.491,25.384,86.757
82.873,55.678,25.473,"Class3","C","J",45,27,79.792,27.763,48.029,50.113,84.035
54.624,43.909,84.373,"Class4","G","Z",66,42,80.361,51.231,61.338,44.111,1.716
57.994,28.342,16.006,"Class3","I","S",45,22,78.609,35.678,11.171,31.087,57.629
62.486,55.281,17.644,"Class3","K","J",46,17,78.797,48.313,47.163,28.973,88.231
69.759,60.45,39.055,"Class1","G","N",59,47,31.416,28.954,48.989,30.821,83.969
21.708,34.088,38.379,"Class2","D","Y",16,21,41.781,26.281,87.509,77.354,38.152
72.725,38.595,26.777,"Class3","I","O",42,17,78.848,37.369,28.597,6.917,88.514
36.827,28.072,48.949,"Class2","J","S",16,77,47.88,42.083,65.741,43.566,55.041
39.73,NA,12.273,"Class2","J","S",21,34,49.75,32.338,70.997,73.94,54.624
58.31,52.777,90.839,"Class1","L","Q",81,51,24.902,26.846,75.945,39.167,80.89
13.608,33.651,15.262,"Class2","D","Y",11,26,46.335,46.713,81.239,62.697,56.448
19.78,10.158,58.472,"Class5","N","P",53,89,49.336,28.179,-0.657,35.047,37.667
45.702,2.822,52.724,"Class5","I","P",49,88,18.019,36.933,20.533,32.104,9.971
28.182,59.678,48.998,"Class2","K","J",26,79,50.359,25.683,94.275,51.361,52.071
49.637,10.752,41.922,"Class5","S","X",54,86,60.391,25.539,2.718,39.654,42.268
59.612,NA,64.206,"Class4","F","Z",66,56,47.501,54.537,86.702,45.046,2.07
68.45,72.179,42.897,"Class1","L","K",42,47,48.187,27.791,44.375,19.427,81.991
49.65,5.078,39.663,"Class5","N","Z",49,89,54.3,38.106,33.813,30.798,34.441
59.798,62.721,68.754,"Class1","G","K",40,49,64.914,28.147,55.683,50.74,82.065
64.767,34.204,86.056,"Class4","S","Z",64,57,62.941,55.158,40.597,62.829,2.505
64.326,48.378,17.334,"Class3","C","S",42,44,83.828,22.982,64.904,52.765,74.327
51.629,28.369,82.858,"Class4","G","J",61,46,26.753,53.891,88.541,49.58,1.105
38.662,43.593,1.696,"Class2","D","Y",26,65,45.292,26.015,71.453,33.751,55.266
18.286,29.588,14.969,"Class2","H","P",21,60,38.448,25.084,66.018,98.409,51.237
80.916,53.513,22.497,"Class3","C","Y",44,44,79.084,17.854,53.512,27.041,77.091
61.423,37.749,67.946,"Class4","U","J",64,57,18.741,53.821,69.739,48.118,1.69
14.651,-28.738,53.411,"Class2","D","P",16,25,38.008,46.477,73.226,89.848,56.964
26.139,11.016,56.777,"Class5","Y","F",53,85,42.008,29.031,18.759,33.448,17.344
60.402,66.318,36.136,"Class1","L","Q",44,49,34.065,26.94,75.001,48.166,75.514
NA,13.903,51.126,"Class5","S","Z",50,88,42.914,31.744,29.28,32.698,36.431
NA,41.093,24.986,"Class3","Q","Y",44,23,86.896,19.911,55.604,46.052,76.51
13.951,2.04,82.625,"Class2","J","J",16,22,38.151,40.298,65.525,36.208,65.419
72.079,48.422,27.139,"Class3","Q","J",39,28,86.68,36.028,60.624,51.565,65.152
23.573,6.051,60.016,"Class5","N","X",53,86,46.099,9.935,25.037,37.032,16.185
64.553,40.037,19.399,"Class3","K","O",43,16,84.806,21.483,49.584,37.085,70.268
78.137,67.067,29.228,"Class3","S","F",44,23,83.57,44.166,30.668,51.624,76.071
18.125,15.446,59.258,"Class5","S","P",50,86,13.41,8.222,29.756,34.649,36.283
40.267,66.223,50.327,"Class2","K","P",14,71,41.854,53.054,63.158,66.268,56.021
84.692,56.168,21.88,"Class3","I","J",37,23,82.855,24.038,69.136,51.517,78.661
23.981,50.164,10.812,"Class2","K","P",15,21,50.898,33.467,62.446,86.464,65.837
27.497,50.34,12.211,"Class2","F","P",25,26,36.433,39.199,85.824,70.995,51.177
60.292,50.968,48.302,"Class1","X","L",81,49,23.913,28.703,68.67,24.349,82.377
34.53,21.358,40.727,"Class2","J","P",20,66,43.648,43.915,92.635,91.024,43.72
61.285,43.821,89.111,"Class1","D","K",46,47,51.39,28.066,55.767,43.554,83.45
61.43,13.735,46.34,"Class5","Y","K",49,88,52.868,27.404,10.694,34.415,23.424
65.418,36.53,70.992,"Class4","G","S",62,56,46.893,53.538,61.528,60.678,2.615
69.227,68.351,46.397,"Class1","L","Q",70,48,30.359,29.128,55.89,53.258,80.394
15.381,24.617,43.649,"Class5","S","K",51,88,45.781,51.948,26.782,37.766,33.884
41.496,14.939,57.314,"Class5","D","F",49,86,54.162,16.671,31.559,35.322,44.975
62.844,42.548,31.849,"Class3","K","Y",39,31,79.937,21.357,40.799,36.804,79.815
23.868,30.555,45.376,"Class2","F","Y",24,61,45.435,42.379,41.515,25.385,46.635
78.644,33.435,19.852,"Class3","Q","S",42,33,82.353,29.248,25.253,55.979,85.196
69.125,13.839,37.401,"Class5","S","X",52,86,76.142,41.791,37.402,39.039,30.396
77.825,29.484,20.245,"Class3","Q","S",43,28,81.391,35.76,21.366,39.734,91.872
36.778,51.651,28.505,"Class2","K","Z",23,79,49.17,55.654,72.214,96.395,52.251
80.432,45.675,25.584,"Class3","K","O",41,42,81.95,34.324,71.142,33.398,61.302
69.672,39.41,31.384,"Class3","K","F",45,44,82.396,43.467,44.068,37.969,76.052
63.802,61.581,82.88,"Class1","U","N",75,47,30.619,27.447,95.874,10.752,81.121
60.214,88.977,35.97,"Class1","D","K",55,50,42.835,26.28,50.59,32.763,81.073
68.401,40.428,52.105,"Class4","G","I",61,44,56.17,53.744,74.494,44.75,1.524
51.049,47.521,84.446,"Class4","U","B",65,58,35.437,55.605,49.872,61.728,2.606
31.408,22.652,69.508,"Class2","J","Y",17,47,45.066,39.441,69.995,46.899,63.563
61.252,NA,74.968,"Class1","X","N",51,51,45.231,28.405,70.115,25.967,82.398
72.179,58.524,74.217,"Class1","U","D",57,47,32.104,27.849,-1.413,62.22,77.032
45.639,43.485,24.841,"Class2","J","P",15,72,38.34,50.841,80.941,55.571,54.893
66.718,50.672,85.158,"Class4","H","S",61,48,59.519,55.494,49.71,47.442,3.603
69.266,47.028,82.749,"Class1","U","N",42,52,58.755,26.068,46.205,26.364,78.155
54.86,38.895,63.336,"Class4","U","B",63,52,27.559,52.981,62.348,52.69,4.256
38.003,43.904,23.179,"Class2","D","Z",16,54,49.67,40.947,60.932,47.651,62.932
73.294,52.147,16.796,"Class3","I","S",46,33,84.163,28.515,48.62,49.809,94.692
51.101,51.259,57.289,"Class4","S","J",62,43,27.924,54.653,45.54,60.668,1.883
58.682,63.947,59.835,"Class1","D","N",61,48,40.472,26.992,28.71,55.315,86.623
64.547,29.965,84.43,"Class4","S","S",67,55,69.272,55.772,70.823,92.171,2.207
60.574,40.274,25.151,"Class3","I","O",47,26,80.799,41.953,26.476,42.748,81.347
37.794,37.885,94.13,"Class2","D","S",17,41,46.071,27.085,88.646,39.189,52.916
57.497,36.995,28.82,"Class3","C","J",38,46,85.747,39.614,61.551,62.379,79.982
60.241,35.397,57.597,"Class4","G","J",67,45,60.689,55.541,67.319,34.517,1.93
27.344,NA,85.218,"Class2","K","S",11,21,41.201,46.985,55.978,55.832,56.843
75.957,75.404,34.156,"Class1","G","K",42,47,48.162,27.796,48.443,22.502,69.923
75.034,43.776,26.238,"Class3","K","O",47,41,79.764,40.526,34.913,29.32,75.787
52.526,13.03,37.911,"Class5","I","X",49,86,53.23,46.57,39.951,37.991,19.551
65.455,43.649,88.286,"Class4","F","Z",66,51,56.445,52.9,58.69,4.509,5.135
61.021,38.54,78.871,"Class4","H","J",67,39,51.318,53.126,82.24,31.049,2.713
79.188,53.016,72.687,"Class1","D","K",46,48,64.153,26.358,12.663,26.158,74.485
68.325,39.722,95.412,"Class4","G","B",61,45,13.15,53.082,39.089,16.215,2.561
66.292,87.104,90.52,"Class1","X","K",59,52,22.118,29.701,45.067,52.819,82.056
57.099,46.879,32.013,"Class3","C","Y",45,24,87.758,26.831,-11.323,64.656,100.604
60.876,42.813,20.533,"Class3","K","J",43,40,78.825,49.707,34.334,67.133,61.868
NA,53.37,85.35,"Class1","D","K",84,48,56.504,26.437,35.783,59.301,79.629
69.019,NA,77.634,"Class1","G","N",68,47,48.81,25.934,16.63,13.982,81.621
62.297,41.052,55.151,"Class4","F","S",67,50,24.306,52.62,54.717,18.303,1.558
60.992,46.677,87.552,"Class4","G","J",64,48,80.503,52.231,92.813,56.682,3.351
32.478,19.435,46.651,"Class2","D","Y",14,32,41.484,57.467,71.637,58.908,55.375
71.162,2.627,42.269,"Class5","I","X",52,86,28.855,24.972,36.486,31.396,22.423
39.149,41.04,3.646,"Class2","D","P",16,45,44.092,50.708,64.735,45.25,56.806
61.953,45.549,60.363,"Class4","H","B",63,56,75.824,54.348,29.155,93.288,2.063
16.13,36.856,25.332,"Class2","H","Y",15,51,46.549,47.628,55.464,80.741,69.497
33.834,28.786,63.76,"Class2","J","Y",18,41,36.862,46.336,65.208,86.468,69.893
66.39,54.452,20.285,"Class3","C","S",47,17,87.884,39.141,5.988,43.569,93.365
