"PML1","GYO2","CJW3","UXF4","JUR5","KPQ6","SHU7","UTG8","MSG9","Output7","PMO10"
48,74.651,"Z",17.048,44.898,83.256,53.036,76.928,47.476,"Class1",71.684
48,128.706,"O",17.186,49.344,55.241,56.041,77.066,34.864,"Class1",60.086
13,89.458,"K",100.028,56.921,69.596,86.138,68.682,57.806,"Class2",46.598
48,39.235,"R",17.099,41.122,91.109,2.979,76.597,61.917,"Class1",72.752
14,69.798,"K",52.014,56.903,65.497,87.979,-8.647,NA,"Class2",55.67
12,89.62,"L",21.716,56.151,41.866,75.328,0.449,51.354,"Class2",52.715
13,85.27,"C",71.826,56.725,39.733,81.949,39.742,NA,"Class2",49.096
48,79.812,"F",17.029,52.383,33.35,53.531,76.277,NA,"Class1",63.527
48,61.625,"C",16.511,55.51,90.304,65.502,76.425,77.982,"Class1",18.591
6,NA,"U",60.072,55.905,48.962,64.137,21.185,45.81,"Class2",55.581
13,84.904,"L",68.105,55.058,34.935,52.349,53.325,44.275,"Class2",49.083
14,79.664,"K",51.172,54.176,44.22,82.612,43.936,50.368,"Class2",49.59
14,83.498,"U",42.647,57.665,45.203,73.822,25.898,65.877,"Class2",54.414
12,79.996,"Y",7.007,54.899,65.336,60.268,17.404,55.295,"Class2",55.242
48,44.961,"Z",20.008,46.087,51.842,68.871,76.59,75.828,"Class1",32.37
48,25.178,"R",17.832,45.991,90.739,70.485,76.643,43.824,"Class1",41.315
9,76.865,"U",37.833,57.091,41.791,57.542,56.157,49.712,"Class2",48.824
47,99.582,"C",16.059,38.3,75.615,66.14,76.492,40.476,"Class1",30.753
5,80.575,"C",13.513,56.807,36.756,92.736,84.364,65.964,"Class2",44.996
10,60.808,"U",49.623,57.965,49.082,80.59,98.185,38.877,"Class2",54.39
10,92.352,"C",65.956,55.342,71.366,61.781,45.99,74.038,"Class2",45.557
47,62.282,"Z",14.807,39.828,43.452,34.796,76.449,36.894,"Class1",45.352
48,87.396,"R",16.284,33.766,85.511,27.348,76.171,63.998,"Class1",2.556
47,95.349,"Z",16.146,44.999,57.38,75.198,76.586,68.841,"Class1",20.124
48,81.369,"O",15.995,39.776,68.595,72.472,75.692,51.717,"Class1",42.349
47,88.177,"F",20.027,44.933,73.036,66.218,76.244,37.523,"Class1",60.516
47,88.231,"C",16.936,44.599,40.929,12.28,76.045,70.975,"Class1",4.502
13,97.238,"K",66.391,56.421,48.734,91.165,45.717,48.051,"Class2",45.612
47,61.187,"R",16.954,42.696,65.153,48.826,76.561,NA,"Class1",16.984
48,71.606,"Z",19.034,44.067,79.768,72.739,76.01,50.286,"Class1",10.006
47,60.05,"O",18.643,42.496,40.659,49.162,76.568,36.681,"Class1",23.768
5,79.198,"K",38.304,53.971,65.523,54.989,83.337,27.288,"Class2",47.507
48,44.174,"R",17.792,41.041,69.798,2.992,76.617,59.972,"Class1",4.905
47,57.049,"O",16.591,42.105,28.834,11.781,76.427,33.216,"Class1",71.295
11,89.462,"U",56.26,56.16,44.818,84.735,51,50.014,"Class2",44.548
8,88.846,"K",84.586,55.762,52.448,87.274,55.595,61.348,"Class2",43.085
48,35.191,"Z",17.123,43.763,52.951,45.113,76.249,65.481,"Class1",6.282
8,85.028,"C",44.471,54.882,34.35,54.274,63.518,46.389,"Class2",53.244
12,70.958,"U",85.723,54.597,71.719,91.316,42.089,49.996,"Class2",53.167
13,87.052,"C",80.651,55.766,59.058,60.262,43.831,63.464,"Class2",45.032
13,87.192,"U",22.911,57.023,40.524,60.205,47.526,46.009,"Class2",51.237
48,20.845,"Z",16.841,31.101,86.704,56.986,76.36,63.891,"Class1",13.383
48,8.026,"R",18.347,50.206,34.328,48.136,76.942,NA,"Class1",28.99
13,80.891,"Y",45.738,55.656,61.462,85.273,38.981,45.894,"Class2",55.615
47,19.691,"F",15.383,49.97,79.432,29.551,76.345,74.981,"Class1",18.501
48,65.373,"Z",17.288,40.661,52.845,67.073,76.456,41.813,"Class1",63.732
47,99.937,"C",17.119,42.094,61.237,7.767,76.013,70.323,"Class1",69.476
47,77.831,"R",16.478,43.103,28.299,59.79,75.466,52.447,"Class1",53.619
47,82.439,"R",16.197,44.513,58.194,51.772,77.146,40.443,"Class1",67.667
6,94.952,"C",103.966,56.802,60.351,85.139,36.112,46.682,"Class2",54.203
6,75.818,"K",50.199,55.142,57.76,81.914,46.585,30.374,"Class2",47.759
48,82.464,"F",15.294,46.395,93.784,38.59,76.459,57.632,"Class1",45.511
47,77.931,"O",16.227,47.847,68.679,71.674,76.336,54.695,"Class1",46.105
11,93.516,"C",49.428,54.859,35.686,53.126,46.401,76.758,"Class2",44.045
6,69.878,"Y",77.629,58.398,71.585,87.832,38.169,43.475,"Class2",43.163
47,47.086,"F",17.378,54.079,39.271,17.488,76.296,66.858,"Class1",17.677
47,12.8,"R",17.032,49.904,32.611,66.062,76.007,68.924,"Class1",47.956
13,89.411,"C",108.492,56.033,44.464,85.567,39.269,36.996,"Class2",48.986
48,56.23,"Z",15.907,45.854,53.697,70.865,76.525,35.551,"Class1",45.728
48,62.98,"Z",17.665,39.281,43.553,2.992,76.904,55.532,"Class1",69.754
10,100.311,"U",27.879,53.787,37.831,84.183,102.056,NA,"Class2",47.675
5,87.845,"C",21.386,56.071,70.162,92.643,23.753,53.732,"Class2",55.613
48,20.844,"Z",17.276,55.696,37.539,37.072,75.805,39.286,"Class1",34.035
5,99.863,"U",68.77,57.384,53.135,90.265,30.408,42.474,"Class2",50.233
48,36.575,"F",16.057,52.801,28.013,15.886,76.374,40.642,"Class1",51.857
13,83.421,"K",61.386,55.306,68.919,88.737,64.02,46.04,"Class2",46.046
13,106.761,"K",14.829,58.022,43.268,92.131,62.201,62.904,"Class2",51.593
47,49.952,"Z",14.758,47.296,81.505,8.569,76.857,37.153,"Class1",45.746
12,95.556,"Y",63.475,54.843,37.967,88.79,21.518,61.369,"Class2",46.394
11,82.162,"C",73.723,54.449,52.784,68.441,58.578,67.565,"Class2",46.648
47,99.967,"Z",15.119,57.146,43.684,36.59,76.683,55.485,"Class1",67.285
47,38.768,"Z",18.01,45.964,48.358,81.712,76.74,63.586,"Class1",17.183
14,84.582,"L",72.294,56.148,56.878,79.526,63.352,42.619,"Class2",50.44
8,70.988,"K",26.016,55.517,34.504,82.296,22.988,42.266,"Class2",52.148
13,80.334,"U",34.474,58.521,51.946,69.831,7.878,29.784,"Class2",49.396
48,56.888,"Z",17.813,49.098,91.411,66.434,76.06,56.885,"Class1",14.57
9,97.5,"Y",68.953,55.931,65.123,72.748,4.014,55.054,"Class2",53.217
47,69.391,"Z",18.2,41.476,47.208,75.729,76.446,75.043,"Class1",64.757
48,63.803,"F",20.828,39.967,56.519,32.04,77.341,44.615,"Class1",4.659
48,68.623,"F",16.784,48.566,58.895,46.8,76.345,38.562,"Class1",33.376
6,73.142,"L",79.375,55.01,49.528,70.087,34.149,29.18,"Class2",55.196
8,82.029,"U",41.833,57.189,56.911,69.64,77.487,77.709,"Class2",55.006
48,39.321,"F",16.899,48.975,85.102,71.581,76.753,NA,"Class1",37.9
9,84.726,"U",-4.943,55.354,45.011,68.745,0.668,47.717,"Class2",45.29
11,102.529,"L",28.611,56.161,46.456,71.464,46.442,36.09,"Class2",52.228
47,117.786,"Z",15.007,53.642,66.787,76.017,76.711,74.56,"Class1",43.159
48,102.781,"F",15.378,41.172,89.685,72.725,76.485,57.973,"Class1",40.217
12,71.247,"K",35.5,55.097,54.796,78.381,24.696,37.534,"Class2",52.08
47,12.735,"O",14.834,47.73,93.277,24.848,76.85,68.397,"Class1",73.699
48,39.828,"F",17.818,61.687,79.548,56.315,76.01,52.3,"Class1",67.205
47,64.009,"R",16.601,46.535,61.277,62.361,77.17,71.896,"Class1",18.109
12,89.86,"Y",32.67,56.921,65.886,83.559,32.062,66.032,"Class2",44.138
14,98.739,"K",49.099,56.811,41.343,61.987,2.885,63.483,"Class2",49.792
8,84.023,"U",40.37,54.873,43.835,91.388,62.208,56.381,"Class2",49.048
47,76.59,"O",18.56,42.164,40.043,34.768,75.897,40.849,"Class1",54.007
47,49.25,"R",15.906,48.905,85.278,30.947,76.118,53.404,"Class1",70.303
5,76.754,"K",33.982,58.053,36.247,61.03,53.868,44.992,"Class2",50.268
47,78.585,"F",16.597,51.153,70.9,34.34,77.066,52.072,"Class1",3.039
13,76.599,"K",47.919,56.936,57.082,84.43,35.758,40.249,"Class2",49.89
47,64.044,"R",16.174,55.795,29.12,38.333,76.565,41.358,"Class1",68.213
7,78.099,"K",54.672,57.704,51.398,52.605,19.399,33.384,"Class2",46.807
14,94.049,"K",80.157,54.29,70.345,70.134,32.57,72.111,"Class2",49.414
6,78.97,"U",-15.523,55.354,68.536,75.435,107.894,66.547,"Class2",46.708
47,69.647,"R",16.801,42.289,47.52,53.545,76.733,73.151,"Class1",21.149
12,76.642,"K",0.767,56.977,71.246,77.832,68.165,48.414,"Class2",48.291
11,69.726,"Y",84.593,56.511,63.322,65.545,44.144,32.092,"Class2",47.716
47,47.767,"O",17.818,40.401,36.331,66.539,76.686,32.523,"Class1",26.561
8,66.465,"Y",55.478,55.436,69.446,56.436,45.494,34.474,"Class2",50.487
47,18.072,"C",18.217,45.992,43.632,58.741,76.764,77.551,"Class1",24.003
12,110.083,"Y",55.273,57.188,36.401,62.23,43.324,73.237,"Class2",52.481
5,82.081,"C",45.916,57.503,67.127,64.32,25.552,NA,"Class2",51.443
14,76.773,"L",29.49,55.83,64.449,65.165,77.607,50.202,"Class2",51.675
47,21.91,"R",18.79,38.114,63.163,37.866,76.238,62.488,"Class1",40.507
9,87.321,"U",46.462,55.399,42.19,52.9,70.018,31.811,"Class2",47.032
10,97.268,"C",46.539,54.92,68.392,82.548,61.868,36.693,"Class2",55.478
13,85.921,"U",37.804,55.99,65.487,69.08,40.275,49.166,"Class2",53.136
11,104.326,"U",70.497,56.057,44.396,72.311,54.961,31.645,"Class2",55.295
48,30.88,"R",18.494,45.396,55.965,47.889,76.322,61.898,"Class1",26.167
47,81.959,"F",17.897,32.397,65.415,60.495,76.267,71.079,"Class1",48.543
47,42.191,"C",17.358,42.278,32.912,41.977,76.433,74.525,"Class1",42.162
48,58.526,"Z",17.241,34.58,31.88,56.476,76.031,77.655,"Class1",33.13
48,27.24,"O",16.423,47.638,41.513,60.129,76.649,52.345,"Class1",8.278
47,33.204,"F",17.759,37.284,36.325,37.875,76.877,42.738,"Class1",22.812
48,39.364,"R",18.081,36.939,61.107,14.899,76.794,53.375,"Class1",23.934
47,27.997,"F",17.971,49.721,53.533,55.962,75.861,69.559,"Class1",7.525
48,15.81,"O",16.134,40.491,49.889,34.711,76.512,43.497,"Class1",34.977
11,82.911,"U",51.598,54.923,39.666,71.731,40.697,71.788,"Class2",48.04
47,52.497,"C",17.637,43.814,58.242,19.924,76.14,60.675,"Class1",69.44
7,79.544,"C",77.632,54.529,70.736,92.538,49.933,61.473,"Class2",51.172
47,68.412,"O",18.16,49.353,39.599,41.022,75.926,38.163,"Class1",12.696
48,73.111,"Z",16.639,48.683,39.025,22.372,76.735,52,"Class1",4.128
6,79.746,"C",70.501,56.139,35.619,73.427,25.409,57.192,"Class2",53.856
48,52.196,"Z",13.949,52.167,44.748,19.319,76.66,55.371,"Class1",3.717
47,66.896,"R",19.103,41.766,91.606,28.8,76.693,40.542,"Class1",17.114
12,87.555,"K",61.817,55.122,50.994,59.542,28.211,55.623,"Class2",53.147
10,69.127,"Y",25.853,55.766,69.401,83.583,51.194,29.685,"Class2",54.693
7,76.597,"Y",11.253,58.077,53.384,87.783,53.23,73.725,"Class2",49.123
8,78.16,"C",69.569,55.885,34.366,54.16,68.44,61.681,"Class2",51.639
47,NA,"Z",15.709,41.908,69.467,71.665,76.262,41.657,"Class1",65.116
5,79.001,"Y",36.602,56.315,53.944,59.059,51.327,71.468,"Class2",46.321
7,82.548,"L",86.8,54.096,56.622,89.169,65.224,34.66,"Class2",55.104
14,84.477,"K",47.051,57.261,64.546,75.766,68.935,35.748,"Class2",45.441
47,72.612,"Z",17.354,30.465,74.468,64.817,75.889,46.579,"Class1",71.653
48,58.109,"O",18.569,42.82,37.704,50.663,76.838,74.623,"Class1",39.511
11,71.457,"C",55.712,56.798,46.613,76.176,93.054,54.512,"Class2",44.936
13,86.016,"K",65.836,54.616,49.041,76.254,63.816,59.435,"Class2",53.428
7,82.857,"U",37.371,57.085,52.787,73.838,19.188,61.351,"Class2",55.697
12,88.873,"C",29.487,56.66,48.696,82.501,13.869,54.37,"Class2",45.4
9,91.374,"L",90.195,55.533,61.1,78.129,22.071,NA,"Class2",51.1
13,72.502,"C",59.829,55.328,41.174,63.201,21.973,52.458,"Class2",45.358
12,NA,"C",73.349,54.527,39.875,54.128,29.188,48.462,"Class2",55.003
47,31.935,"Z",16.683,41.358,31.628,28.465,76.587,50.648,"Class1",69.519
7,84.858,"Y",68.64,57.406,60.122,57.523,45.233,68.66,"Class2",45.425
48,90.689,"C",16.099,42.271,74.502,10.48,76.101,67.52,"Class1",60.433
47,34.605,"F",17.283,49.874,85.493,38.409,76.257,50.991,"Class1",26.465
11,NA,"C",93.715,55.509,62.408,67.162,10.966,67.324,"Class2",44.122
48,50.231,"O",15.609,37.93,71.472,10.899,76.897,66.492,"Class1",73.421
11,78.999,"L",42.483,55.977,44.586,57.903,34.767,53.302,"Class2",52.882
8,80.098,"C",22.864,55.901,54.81,61.464,28.268,54.513,"Class2",50.969
11,97.108,"U",-19.069,57.214,39.734,83.913,2.868,57.584,"Class2",53.527
48,45.359,"Z",17.352,48.2,56.05,59.762,77.202,60.559,"Class1",36.292
48,57.916,"R",16.397,50.242,49.614,14.453,76.132,76.768,"Class1",11.619
7,91.716,"U",33.535,54.212,59.203,61.308,30.802,55.066,"Class2",45.28
47,NA,"R",16.02,37.217,30.587,43.092,76.414,43.928,"Class1",5.778
47,68.104,"C",17.787,39.456,76.072,56.689,76.821,34.28,"Class1",30.861
48,104.192,"R",17.29,48.445,77.927,31.947,76.74,41.979,"Class1",60.482
47,25.349,"C",17.389,46.768,50.395,78.16,76.094,67.355,"Class1",19.827
48,39.05,"O",18.069,54.684,39.956,47.936,76.779,50.451,"Class1",42.605
48,74.047,"F",16.288,45.059,82.738,18.514,76.249,54.381,"Class1",14.105
13,NA,"U",87.649,55.392,55.656,54.846,45.913,57.167,"Class2",48.279
48,82.72,"Z",17.686,41.271,79.386,4.24,75.368,59.731,"Class1",38.49
48,8.19,"R",18.195,47.665,54.319,52.787,76.686,46.573,"Class1",16.031
6,84.019,"Y",74.975,54.456,40.932,82.999,39.355,36.228,"Class2",49.132
8,84.109,"Y",84.575,53.084,58.344,89.024,53.889,NA,"Class2",52.122
47,45.517,"Z",18.244,42.5,66.791,34.947,76.48,47.864,"Class1",27.125
7,85.752,"U",60.836,55.456,64.838,78.488,53.136,67.009,"Class2",53.919
5,94.098,"C",62.924,58.06,42.316,77.523,42.362,61.675,"Class2",50.525
47,42.608,"Z",17.125,54.556,61.727,32.645,76.659,48.752,"Class1",14.028
8,91.76,"L",64.845,56.596,69.402,58.191,41.954,31.882,"Class2",49.218
11,NA,"C",-1.056,55.634,55.941,52.55,-0.645,79.142,"Class2",48.901
13,95.027,"L",88.672,56.673,57.279,92.125,53.28,46.833,"Class2",54.587
11,87.306,"K",-11.906,55.97,47.365,82.089,32.673,59.864,"Class2",44.668
47,75.281,"Z",17.056,37.55,90.253,3.768,76.213,49.325,"Class1",8.566
12,73.908,"U",69.379,54.207,65.539,67.084,48.171,62.369,"Class2",46.007
47,27.949,"F",16.996,37.768,45.78,69.92,76.359,64.498,"Class1",38.953
47,27.15,"R",17.316,53.113,51.978,48.442,76.634,36.517,"Class1",30.219
9,84.189,"U",28.782,57.761,57.796,60.669,26.255,69.768,"Class2",55.948
10,69.637,"K",108.787,57.294,50.172,60.945,51.163,35.124,"Class2",55.801
48,49.751,"R",15.974,42.69,91.055,36.755,76.332,52.867,"Class1",39.237
48,55.182,"O",17.398,48.093,91.658,60.529,76.402,32.125,"Class1",33.386
14,77.619,"U",28.492,59.465,48.869,75.886,97.037,34.173,"Class2",51.841
7,NA,"U",93.489,56.333,49.257,90.621,52.227,66.452,"Class2",43.04
6,85.82,"C",54.916,54.693,46.138,58.534,71.739,53.034,"Class2",46.993
47,62.134,"O",18.433,46.778,73.401,65.583,76.404,69.337,"Class1",38.34
48,27.388,"O",15.305,44.419,88.303,1.184,77,65.581,"Class1",5.618
47,87.904,"Z",15.774,30.521,75.13,45.981,76.522,32.583,"Class1",54.835
47,37.869,"Z",16.727,46.701,80.391,8.458,76.297,63.645,"Class1",27.055
6,89.574,"L",71.603,52.829,66.292,55.909,51.629,74.423,"Class2",49.177
47,96.41,"Z",16.952,29.745,50.395,17.975,76.392,39.359,"Class1",60.082
10,NA,"C",59.247,55.76,53.379,90.48,56.19,38.573,"Class2",46.307
48,70.85,"C",16.523,46.201,49.66,69.115,76.744,54.513,"Class1",5.431
12,97.486,"Y",69.474,57.241,69.614,79.114,56.695,62.883,"Class2",51.895
8,83.187,"K",58.107,55.859,42.571,75.505,39.23,56.461,"Class2",54.242
47,19.237,"F",14.872,49.48,58.551,76.388,75.791,41.116,"Class1",73.992
48,16.44,"R",17.14,49.234,28.99,28.204,76.758,43.511,"Class1",43.696
5,78.051,"U",67.013,54.976,46.355,77.799,12.725,37.71,"Class2",54.667
11,96.915,"C",44.224,56.369,38.181,54.221,13.55,66.251,"Class2",46.633
48,55.111,"Z",17.081,46.201,93.909,69.983,76.649,69.503,"Class1",18.845
10,84.582,"K",46.319,52.899,66.658,63.658,23.485,79.245,"Class2",52.667
10,90.163,"L",53.326,55.596,58.371,60.762,79.908,67.414,"Class2",52.612
48,85.588,"C",18.999,46.945,64.712,28.875,76.696,62.341,"Class1",2.616
47,57.351,"R",15.833,23.7,37.581,9.435,75.917,77.401,"Class1",63.246
48,39.277,"F",15.206,45.468,85.527,50.571,76.425,60.511,"Class1",51.584
47,66.374,"O",17.227,45.226,71.227,81.821,76.87,65.388,"Class1",23.941
48,56.007,"F",16.008,45.628,53.199,59.979,76.394,NA,"Class1",37.781
48,NA,"O",15.984,56.873,83.853,11.9,76.203,61.859,"Class1",46.227
48,76.509,"R",16.547,27.414,92.401,36.55,76.403,56.572,"Class1",26.876
48,61.556,"R",17.09,48.534,93.326,67.624,76.302,43.894,"Class1",2.222
47,74.146,"C",14.609,42.84,81.717,39.023,76.36,52.739,"Class1",12.035
47,62.13,"Z",17.165,53.543,86.363,8.068,76.926,63.019,"Class1",23.454
5,87.295,"K",59.098,55.946,56.882,79.272,39.885,55.732,"Class2",52.935
48,53.183,"Z",16.509,46.094,41.585,64.292,76.473,61.294,"Class1",54.358
48,NA,"Z",15.812,39.363,74.789,65.741,76.471,46.544,"Class1",36.185
48,57.91,"R",17.617,50.885,71.669,70.947,76.342,49.143,"Class1",60.38
48,86.756,"O",19.217,42.568,94.862,49.578,76.16,63.295,"Class1",31.816
5,84.7,"C",68.752,54.289,41.146,82.359,49.162,46.554,"Class2",50.228
8,91.648,"C",58.409,57.632,40.082,63.546,81.801,57.332,"Class2",45.006
11,79.89,"U",56.325,55.188,60.403,64.413,26.661,43.073,"Class2",51.133
47,38.446,"C",17.341,36.972,81.423,8.042,76.666,60.283,"Class1",65.829
47,38.707,"C",16.783,44.539,41.87,33.839,76.109,53.255,"Class1",46.714
48,116.596,"R",15.37,57.445,51.239,61.319,76.395,49.706,"Class1",17.482
47,59.123,"Z",16.486,51.801,35.746,72.668,76.411,61.288,"Class1",68.638
8,76.208,"Y",48.567,55.532,47.128,87.278,14.873,51.328,"Class2",50.054
14,91.794,"U",67.141,56.31,40.013,84.396,25.811,64.476,"Class2",50.761
6,89.506,"Y",89.031,54.189,50.2,82.263,53.655,64.807,"Class2",46.889
48,48.936,"O",16.072,55.804,65.443,75.948,76.234,67.848,"Class1",44.938
47,70.113,"C",16.131,45.332,69.499,71.415,76.447,47.496,"Class1",72.968
48,52.965,"O",15.513,44.534,80.777,29.036,76.406,68.263,"Class1",55.036
12,82.651,"Y",10.732,55.318,45.569,82.872,6.438,68.101,"Class2",54.707
11,84.015,"U",45.099,55.586,59.967,72.759,80.292,37.761,"Class2",49.687
6,79.737,"C",30.425,54.726,56.061,91.561,45.319,65.969,"Class2",44.016
47,37.249,"C",18.087,51.194,64.514,81.108,76.609,NA,"Class1",65.195
47,37.896,"F",15.691,38.686,73.564,35.093,76.981,76.713,"Class1",21.728
5,87.7,"C",52.329,55.997,53.737,83.682,-28.928,65.091,"Class2",49.716
48,78.81,"F",15.601,56.416,41.144,10.503,76.417,44.284,"Class1",18.364
12,71.233,"K",16.094,56.562,46.294,92.002,45.691,61.923,"Class2",51.929
9,81.955,"Y",124.175,55.612,56.543,52.732,4.944,72.077,"Class2",50.808
48,54.43,"F",13.064,58.217,58.438,35.844,76.143,42.995,"Class1",53.222
5,110.272,"C",47.686,56.582,52.647,73.015,89.966,NA,"Class2",46.98
48,76.328,"R",15.098,43.252,92.763,25.481,76.175,32.891,"Class1",54.555
47,33.32,"C",16.918,41.42,29.541,47.1,76.59,64.83,"Class1",2.881
48,70.244,"F",20.96,41.523,59.171,29.141,76.014,70.181,"Class1",55.501
47,29.195,"F",18.235,48.547,31.324,81.625,76.922,41.002,"Class1",18.181
10,90.7,"C",61.62,55.698,34.435,91.511,32.72,70.286,"Class2",43.551
5,89.496,"U",63.416,56.104,35.597,79.332,61.933,52.07,"Class2",52.052
47,79.404,"Z",16.204,46.609,67.139,24.569,76.626,73.383,"Class1",56.334
11,66.643,"U",15.952,56.196,57.894,62.023,19.408,55.728,"Class2",51.336
47,48.436,"F",16.532,46.507,77.537,51.07,77.093,55.938,"Class1",71.348
6,83.436,"K",53.208,56.18,34.359,82.72,60.349,44.884,"Class2",50.909
11,87.79,"C",57.275,54.003,40.255,64.342,18.545,53.065,"Class2",43.225
11,77.925,"L",105.543,56.215,35.455,61.735,49.843,50.857,"Class2",54.26
9,86.072,"U",61.116,56.548,69.121,67.48,96.062,41.838,"Class2",51.3
48,98.689,"F",12.717,40.436,48.98,42.257,76.881,63.768,"Class1",69.158
7,75.802,"L",28.998,55.566,57.939,59.271,39.948,69.157,"Class2",52.816
47,30.574,"C",18.125,51.166,77.797,11.445,75.884,55.126,"Class1",6.097
11,84.579,"U",45.136,56.201,62.172,70.937,80.97,63.402,"Class2",52.677
10,70.373,"K",10.727,56.7,61.466,67.888,14.498,30.582,"Class2",48.545
48,100.761,"R",18.896,45.582,84.812,20.912,76.116,61.988,"Class1",1.387
47,70.312,"O",15.798,50.747,87.759,67.965,76.607,76.965,"Class1",6.645
48,23.307,"Z",16.696,38.818,37.33,8.54,76.371,49.024,"Class1",65.971
14,80.649,"C",36.103,54.709,62.8,78.568,40.098,79.643,"Class2",47.342
48,82.915,"O",17.922,40.297,79.194,1.323,76.259,41.422,"Class1",2.769
47,-42.133,"R",15.695,39.478,59.239,11.903,76.661,64.003,"Class1",5.477
48,61.874,"F",16.985,43.936,55.385,67.286,76.642,32.468,"Class1",69.882
48,94.376,"C",15.696,49.338,35.76,59.146,76.566,49.854,"Class1",61.015
48,89.323,"Z",13.827,43.7,47.965,54.062,76.43,55.082,"Class1",15.103
8,91.311,"L",53.726,57.77,67.104,53.046,16.093,51.583,"Class2",49.361
6,94.203,"Y",64.113,54.255,62.152,92.119,31.587,35.761,"Class2",45.926
8,81.463,"C",23.106,56.079,62.557,59.517,2.919,38.511,"Class2",47.489
48,NA,"R",16.873,42.406,53.849,13.377,76.349,45.462,"Class1",43.471
47,81.66,"R",18.693,41.606,87.188,75.334,77.056,53.951,"Class1",51.203
48,40.085,"C",19.323,34.249,64.986,12.974,76.322,60.013,"Class1",60.948
48,94.454,"Z",16.039,55.21,30.62,79.953,76.335,70.182,"Class1",36.183
47,83.199,"O",20.166,34.429,41.854,31.368,76.235,66.86,"Class1",61.964
11,82.295,"U",53.379,57.074,54.293,84.129,19.432,79.927,"Class2",49.781
47,30.485,"F",17.154,41.376,63.517,69.525,76.158,68.171,"Class1",59.897
7,87.57,"C",94.145,56.126,40.167,59.362,93.904,58.279,"Class2",49.69
6,62.332,"L",46.176,55.846,51.047,82.01,35.563,44.346,"Class2",54.651
47,68.105,"O",15.931,53.038,79.666,57.68,76.616,38.388,"Class1",13.112
47,92.959,"O",18.515,48.597,72.398,65.095,76.303,62.519,"Class1",27.306
48,22.923,"O",16.766,50.709,37.274,17.439,76.091,69.076,"Class1",29.151
9,91.166,"K",65.482,53.342,53.939,63.718,28.929,77.152,"Class2",43.817
9,74.983,"C",53.606,54.027,60.578,86.001,26.525,45.029,"Class2",54.101
47,30.284,"R",19.13,39.858,74.05,13.822,76.603,50.949,"Class1",10.952
47,43.483,"R",17.342,45.191,77.457,28.177,76.847,35.031,"Class1",58.673
47,75.307,"R",14.957,36.433,31.213,78.512,76.868,72.848,"Class1",48.281
6,78.517,"Y",69.921,55.331,65.751,82.712,32.019,54.073,"Class2",53.718
14,63.189,"U",73.248,55.915,39.906,80.644,70.386,57.089,"Class2",48.241
6,92.971,"Y",64.5,58.429,35.251,54.38,47.139,75.922,"Class2",53.361
47,41.967,"F",14.624,37.096,67.772,5.269,76.06,36.209,"Class1",29.856
9,72.95,"U",10.715,53.276,45.091,87.837,33.01,75.595,"Class2",53.578
9,73.465,"L",49.162,57.479,59.295,62.49,65.309,70.047,"Class2",55.837
6,80.773,"K",124.262,57.695,41.728,69.899,62.17,32.842,"Class2",47.418
47,10.061,"C",16.059,44.949,29.216,11.186,75.646,41.189,"Class1",36.776
10,88.805,"U",-14.987,55.677,44.686,71.368,62.73,62.49,"Class2",43.608
10,78.788,"C",92.027,54.202,44.018,83.982,78.905,32.228,"Class2",44.253
48,38.509,"F",17.498,31.629,39.168,42.971,76.734,36.086,"Class1",68.349
12,83.85,"K",47.291,55.768,38.507,54.633,71.662,54.583,"Class2",51.515
14,NA,"Y",43.511,55.12,51.959,90.237,47.83,51.409,"Class2",44.754
48,71.522,"C",18.055,55.433,57.49,16.273,76.52,75.989,"Class1",17.436
11,NA,"Y",64.562,56.448,38.737,68.882,68.383,59.953,"Class2",43.932
14,80.228,"Y",8.38,56.682,40.235,81.494,43.814,57.259,"Class2",54.953
12,72.841,"Y",61.811,55.548,44.649,92.442,48.958,27.392,"Class2",46.871
47,89.059,"F",18.005,50.12,54.14,81.298,76.085,35.181,"Class1",29.018
47,72.582,"Z",14.075,42.457,68.583,69.018,76.832,34.14,"Class1",40.847
48,81.559,"O",14.317,50.793,75.844,38.164,76.261,67.798,"Class1",27.008
47,52.828,"R",17.553,43.379,89.44,13.445,76.636,34.069,"Class1",46.825
14,70.24,"K",17.066,55.642,62.554,57.481,78.886,48.158,"Class2",48.133
8,71.182,"L",102.548,53.174,40.342,91.959,42.504,NA,"Class2",54.779
48,41.327,"C",16.634,42.542,38.158,15.648,76.877,53.44,"Class1",36.302
7,89.136,"L",51.806,57.487,71.501,87.225,33.825,27.055,"Class2",47.461
6,87.384,"U",76.5,54.67,49.093,60.284,46.119,30.198,"Class2",53.62
48,60.335,"C",18.441,55.134,90.95,19.937,76.262,63.894,"Class1",65.7
13,78.904,"K",47.996,56.055,55.846,52.667,51.146,34.924,"Class2",49.054
6,88.768,"C",40.17,53.423,50.64,81.617,60.225,34.509,"Class2",52.119
13,100.074,"K",23.101,55.773,60.72,79.486,32.978,67.166,"Class2",53.532
13,71.455,"K",81.614,53.819,40.646,60.402,73.431,59.521,"Class2",49.591
6,103.36,"L",56.908,57.797,63.714,55.476,49.103,34.061,"Class2",44.01
48,41.718,"C",15.926,50.399,75.972,61.402,76.795,62.547,"Class1",61.587
48,110.089,"R",16.951,49.951,91.567,22.817,76.823,32.146,"Class1",71.019
